application,regime,action,causal_effect,beneficial,harmful
commercial,nominal,no_action,-0.1105500647914685,False,True
commercial,nominal,verify,-0.0937276720483789,False,True
commercial,nominal,request_peer_evidence,-0.0969490009013573,False,True
commercial,nominal,authorize_emergency_resource,-0.3818606842791913,False,True
commercial,nominal,reroute_or_reconfigure,0.0,False,False
commercial,nominal,deploy_repair_capacity,0.0442543052149554,True,False
commercial,nominal,isolate_or_quarantine,-0.317235949870102,False,True
commercial,nominal,revise_commitment,-0.2920323060880688,False,True
commercial,nominal,defer,-0.1320833554439101,False,True
commercial,nominal,no_action,-0.0788546737371973,False,True
commercial,nominal,verify,-0.092791674600435,False,True
commercial,nominal,request_peer_evidence,-0.1013828057258533,False,True
commercial,nominal,authorize_emergency_resource,0.0,False,False
commercial,nominal,reroute_or_reconfigure,-0.293429923665563,False,True
commercial,nominal,deploy_repair_capacity,0.0474189914450124,True,False
commercial,nominal,isolate_or_quarantine,-0.263333455838795,False,True
commercial,nominal,revise_commitment,-0.2986253287190825,False,True
commercial,nominal,defer,-0.1418165411110419,False,True
commercial,nominal,no_action,-0.087552143910856,False,True
commercial,nominal,verify,0.0,False,False
commercial,nominal,request_peer_evidence,0.0608587744560051,True,False
commercial,nominal,authorize_emergency_resource,-0.4205649572559417,False,True
commercial,nominal,reroute_or_reconfigure,-0.3174047478842589,False,True
commercial,nominal,deploy_repair_capacity,-0.3547487602816026,False,True
commercial,nominal,isolate_or_quarantine,-0.4200717213135388,False,True
commercial,nominal,revise_commitment,-0.3385419140952274,False,True
commercial,nominal,defer,-0.1825709122014377,False,True
commercial,nominal,no_action,-0.1239080405612905,False,True
commercial,nominal,verify,-0.1597364317620768,False,True
commercial,nominal,request_peer_evidence,0.0450136860402653,True,False
commercial,nominal,authorize_emergency_resource,-0.4166214269655953,False,True
commercial,nominal,reroute_or_reconfigure,-0.3708890736261181,False,True
commercial,nominal,deploy_repair_capacity,-0.4052229452897492,False,True
commercial,nominal,isolate_or_quarantine,-0.3207459173691503,False,True
commercial,nominal,revise_commitment,0.0,False,False
commercial,nominal,defer,-0.1986678231760528,False,True
commercial,nominal,no_action,-0.1451906168356023,False,True
commercial,nominal,verify,-0.1598762093291081,False,True
commercial,nominal,request_peer_evidence,-0.1719133384427519,False,True
commercial,nominal,authorize_emergency_resource,-0.4158152152741382,False,True
commercial,nominal,reroute_or_reconfigure,0.0,False,False
commercial,nominal,deploy_repair_capacity,0.0491252423343402,True,False
commercial,nominal,isolate_or_quarantine,-0.4177794242696189,False,True
commercial,nominal,revise_commitment,-0.341684103232503,False,True
commercial,nominal,defer,-0.2156484874338287,False,True
commercial,nominal,no_action,-0.1608256808516809,False,True
commercial,nominal,verify,0.0617578268012974,True,False
commercial,nominal,request_peer_evidence,-0.193893253311546,False,True
commercial,nominal,authorize_emergency_resource,-0.478235914948016,False,True
commercial,nominal,reroute_or_reconfigure,-0.4614504278205291,False,True
commercial,nominal,deploy_repair_capacity,-0.493605412337422,False,True
commercial,nominal,isolate_or_quarantine,0.0,False,False
commercial,nominal,revise_commitment,-0.4044560897847136,False,True
commercial,nominal,defer,-0.2451643885796831,False,True
commercial,nominal,no_action,-0.1862072816265312,False,True
commercial,nominal,verify,-0.0966747716758547,False,True
commercial,nominal,request_peer_evidence,-0.1021405865992638,False,True
commercial,nominal,authorize_emergency_resource,-0.3704310496420011,False,True
commercial,nominal,reroute_or_reconfigure,0.0,False,False
commercial,nominal,deploy_repair_capacity,0.0393999999999999,True,False
commercial,nominal,isolate_or_quarantine,-0.2433665609379161,False,True
commercial,nominal,revise_commitment,-0.2098018589336773,False,True
commercial,nominal,defer,-0.1375988244407228,False,True
commercial,nominal,no_action,-0.0859588244407228,False,True
commercial,nominal,verify,-0.1514745880410011,False,True
commercial,nominal,request_peer_evidence,0.0393999999999999,True,False
commercial,nominal,authorize_emergency_resource,-0.3400527230562654,False,True
commercial,nominal,reroute_or_reconfigure,-0.3872195407638681,False,True
commercial,nominal,deploy_repair_capacity,-0.403305987255723,False,True
commercial,nominal,isolate_or_quarantine,-0.4323017898201304,False,True
commercial,nominal,revise_commitment,0.0,False,False
commercial,nominal,defer,-0.1937082616749015,False,True
commercial,nominal,no_action,-0.1420682616749015,False,True
commercial,nominal,verify,-0.125656663536509,False,True
commercial,nominal,request_peer_evidence,-0.1422758177486587,False,True
commercial,nominal,authorize_emergency_resource,0.0,False,False
commercial,nominal,reroute_or_reconfigure,-0.4076119336043144,False,True
commercial,nominal,deploy_repair_capacity,0.0609966687854542,True,False
commercial,nominal,isolate_or_quarantine,-0.4382376886894423,False,True
commercial,nominal,revise_commitment,-0.3809871772098228,False,True
commercial,nominal,defer,-0.1933406846974639,False,True
commercial,nominal,no_action,-0.1346326840040425,False,True
commercial,nominal,verify,0.0,False,False
commercial,nominal,request_peer_evidence,0.0542262273615405,True,False
commercial,nominal,authorize_emergency_resource,-0.4505987788493113,False,True
commercial,nominal,reroute_or_reconfigure,-0.4255987788493113,False,True
commercial,nominal,deploy_repair_capacity,-0.3493653044236173,False,True
commercial,nominal,isolate_or_quarantine,-0.3199627863187141,False,True
commercial,nominal,revise_commitment,-0.3099164325338504,False,True
commercial,nominal,defer,-0.1870408394089266,False,True
commercial,nominal,no_action,-0.1305486195451497,False,True
commercial,nominal,verify,0.0,False,False
commercial,nominal,request_peer_evidence,0.0480765155299788,True,False
commercial,nominal,authorize_emergency_resource,-0.2294430717030843,False,True
commercial,nominal,reroute_or_reconfigure,-0.1616881440595169,False,True
commercial,nominal,deploy_repair_capacity,-0.2713452228970855,False,True
commercial,nominal,isolate_or_quarantine,-0.1243187838310354,False,True
commercial,nominal,revise_commitment,-0.048810288505976,False,True
commercial,nominal,defer,-0.0014530904438208,False,True
commercial,nominal,no_action,0.0530264964568996,True,False
commercial,nominal,verify,-0.202425575238125,False,True
commercial,nominal,request_peer_evidence,0.0540127759638977,True,False
commercial,nominal,authorize_emergency_resource,-0.4327196135758435,False,True
commercial,nominal,reroute_or_reconfigure,-0.467562152819379,False,True
commercial,nominal,deploy_repair_capacity,-0.5438055345032717,False,True
commercial,nominal,isolate_or_quarantine,-0.4873797201989576,False,True
commercial,nominal,revise_commitment,0.0,False,False
commercial,nominal,defer,-0.2573723394365712,False,True
commercial,nominal,no_action,-0.200949976393841,False,True
commercial,nominal,verify,-0.1303428353329903,False,True
commercial,nominal,request_peer_evidence,-0.1349005459767946,False,True
commercial,nominal,authorize_emergency_resource,-0.3430003999895349,False,True
commercial,nominal,reroute_or_reconfigure,0.0,False,False
commercial,nominal,deploy_repair_capacity,0.0482866213457585,True,False
commercial,nominal,isolate_or_quarantine,-0.32671082154086,False,True
commercial,nominal,revise_commitment,-0.2957978253953581,False,True
commercial,nominal,defer,-0.1723471550546345,False,True
commercial,nominal,no_action,-0.117798806250568,False,True
commercial,nominal,verify,-0.2327022774096656,False,True
commercial,nominal,request_peer_evidence,-0.1741437814375911,False,True
commercial,nominal,authorize_emergency_resource,0.0,False,False
commercial,nominal,reroute_or_reconfigure,-0.3864899711987902,False,True
commercial,nominal,deploy_repair_capacity,0.0666715488537583,True,False
commercial,nominal,isolate_or_quarantine,-0.3254333776990491,False,True
commercial,nominal,revise_commitment,-0.3290823404941939,False,True
commercial,nominal,defer,-0.2249420179890561,False,True
commercial,nominal,no_action,-0.1643767838187352,False,True
commercial,nominal,verify,-0.1498390955314532,False,True
commercial,nominal,request_peer_evidence,-0.1000156347196683,False,True
commercial,nominal,authorize_emergency_resource,0.0,False,False
commercial,nominal,reroute_or_reconfigure,-0.3289902268565715,False,True
commercial,nominal,deploy_repair_capacity,0.0393999999999999,True,False
commercial,nominal,isolate_or_quarantine,-0.3060430492160541,False,True
commercial,nominal,revise_commitment,-0.303672619950734,False,True
commercial,nominal,defer,-0.1368637747360362,False,True
commercial,nominal,no_action,-0.0852237747360362,False,True
commercial,nominal,verify,-0.2206071547432033,False,True
commercial,nominal,request_peer_evidence,-0.165311706635105,False,True
commercial,nominal,authorize_emergency_resource,-0.3828136863671138,False,True
commercial,nominal,reroute_or_reconfigure,0.0,False,False
commercial,nominal,deploy_repair_capacity,0.0536005865722493,True,False
commercial,nominal,isolate_or_quarantine,-0.4489715758396331,False,True
commercial,nominal,revise_commitment,-0.3677225119923304,False,True
commercial,nominal,defer,-0.2107065347789471,False,True
commercial,nominal,no_action,-0.1544190700825745,False,True
commercial,nominal,verify,0.0720394418246911,True,False
commercial,nominal,request_peer_evidence,-0.2051177294246534,False,True
commercial,nominal,authorize_emergency_resource,-0.4937681360742938,False,True
commercial,nominal,reroute_or_reconfigure,-0.3973775408027906,False,True
commercial,nominal,deploy_repair_capacity,-0.54525678518564,False,True
commercial,nominal,isolate_or_quarantine,0.0,False,False
commercial,nominal,revise_commitment,-0.3923199368974539,False,True
commercial,nominal,defer,-0.2596090196979945,False,True
commercial,nominal,no_action,-0.1972870205553683,False,True
commercial,nominal,verify,-0.1572226654283083,False,True
commercial,nominal,request_peer_evidence,0.0439377528343863,True,False
commercial,nominal,authorize_emergency_resource,-0.3883742853931978,False,True
commercial,nominal,reroute_or_reconfigure,-0.3537282331664665,False,True
commercial,nominal,deploy_repair_capacity,-0.404212550976198,False,True
commercial,nominal,isolate_or_quarantine,-0.3619031715958804,False,True
commercial,nominal,revise_commitment,0.0,False,False
commercial,nominal,defer,-0.2036325956195476,False,True
commercial,nominal,no_action,-0.1505075128737484,False,True
commercial,nominal,verify,0.0393999999999999,True,False
commercial,nominal,request_peer_evidence,-0.1078824698108746,False,True
commercial,nominal,authorize_emergency_resource,-0.3834374196202161,False,True
commercial,nominal,reroute_or_reconfigure,-0.3200938565040289,False,True
commercial,nominal,deploy_repair_capacity,-0.3430751446540006,False,True
commercial,nominal,isolate_or_quarantine,0.0,False,False
commercial,nominal,revise_commitment,-0.2637979404401523,False,True
commercial,nominal,defer,-0.1428634491055643,False,True
commercial,nominal,no_action,-0.0912234491055642,False,True
commercial,nominal,verify,-0.1733541530497343,False,True
commercial,nominal,request_peer_evidence,0.0585824216612501,True,False
commercial,nominal,authorize_emergency_resource,-0.3744311830223683,False,True
commercial,nominal,reroute_or_reconfigure,-0.3634188925336037,False,True
commercial,nominal,deploy_repair_capacity,-0.4722992892015142,False,True
commercial,nominal,isolate_or_quarantine,-0.4177473190546117,False,True
commercial,nominal,revise_commitment,0.0,False,False
commercial,nominal,defer,-0.2258529468400417,False,True
commercial,nominal,no_action,-0.1679350633872689,False,True
commercial,nominal,verify,0.0,False,False
commercial,nominal,request_peer_evidence,0.0425583069106898,True,False
commercial,nominal,authorize_emergency_resource,-0.3229215688258694,False,True
commercial,nominal,reroute_or_reconfigure,-0.2338470980409952,False,True
commercial,nominal,deploy_repair_capacity,-0.2904156175697082,False,True
commercial,nominal,isolate_or_quarantine,-0.2958851013260636,False,True
commercial,nominal,revise_commitment,-0.3204436983871022,False,True
commercial,nominal,defer,-0.130186337886533,False,True
commercial,nominal,no_action,-0.0775127101703072,False,True
commercial,nominal,verify,-0.1276825632805614,False,True
commercial,nominal,request_peer_evidence,-0.1379275196565024,False,True
commercial,nominal,authorize_emergency_resource,0.0,False,False
commercial,nominal,reroute_or_reconfigure,-0.4061807811662516,False,True
commercial,nominal,deploy_repair_capacity,0.0626929929009022,True,False
commercial,nominal,isolate_or_quarantine,-0.4285176207530467,False,True
commercial,nominal,revise_commitment,-0.3406338016810636,False,True
commercial,nominal,defer,-0.1843712482847662,False,True
commercial,nominal,no_action,-0.1251080869717437,False,True
commercial,nominal,verify,-0.1679916069977395,False,True
commercial,nominal,request_peer_evidence,0.043452298285612,True,False
commercial,nominal,authorize_emergency_resource,-0.4301152088565656,False,True
commercial,nominal,reroute_or_reconfigure,-0.3270209068185892,False,True
commercial,nominal,deploy_repair_capacity,-0.4652681095474664,False,True
commercial,nominal,isolate_or_quarantine,-0.3584117678081168,False,True
commercial,nominal,revise_commitment,0.0,False,False
commercial,nominal,defer,-0.2126530624913996,False,True
commercial,nominal,no_action,-0.1596868557797447,False,True
commercial,nominal,verify,-0.1955603191915991,False,True
commercial,nominal,request_peer_evidence,-0.2138521902092822,False,True
commercial,nominal,authorize_emergency_resource,-0.5026743581630397,False,True
commercial,nominal,reroute_or_reconfigure,0.0,False,False
commercial,nominal,deploy_repair_capacity,0.0629892762338898,True,False
commercial,nominal,isolate_or_quarantine,-0.5031498652412394,False,True
commercial,nominal,revise_commitment,-0.3247265854439494,False,True
commercial,nominal,defer,-0.2668760757479358,False,True
commercial,nominal,no_action,-0.207515948980481,False,True
commercial,nominal,verify,0.0697183833429294,True,False
commercial,nominal,request_peer_evidence,-0.1795746322347396,False,True
commercial,nominal,authorize_emergency_resource,-0.390286483070555,False,True
commercial,nominal,reroute_or_reconfigure,-0.3635103404266089,False,True
commercial,nominal,deploy_repair_capacity,-0.4978167560562266,False,True
commercial,nominal,isolate_or_quarantine,0.0,False,False
commercial,nominal,revise_commitment,-0.2915359231826913,False,True
commercial,nominal,defer,-0.2343349124008704,False,True
commercial,nominal,no_action,-0.1727725323977298,False,True
commercial,nominal,verify,-0.2531853250027623,False,True
commercial,nominal,request_peer_evidence,-0.2856777986247679,False,True
commercial,nominal,authorize_emergency_resource,0.0,False,False
commercial,nominal,reroute_or_reconfigure,-0.4935934048495441,False,True
commercial,nominal,deploy_repair_capacity,0.0858321887318738,True,False
commercial,nominal,isolate_or_quarantine,-0.4626025868971205,False,True
commercial,nominal,revise_commitment,-0.5197810807854862,False,True
commercial,nominal,defer,-0.3571473316149708,False,True
commercial,nominal,no_action,-0.2903113425754484,False,True
commercial,nominal,verify,-0.1975570709670718,False,True
commercial,nominal,request_peer_evidence,0.0393999999999999,True,False
commercial,nominal,authorize_emergency_resource,-0.3572912404245204,False,True
commercial,nominal,reroute_or_reconfigure,-0.3181762523510119,False,True
commercial,nominal,deploy_repair_capacity,-0.4545578608506655,False,True
commercial,nominal,isolate_or_quarantine,-0.3446553160286634,False,True
commercial,nominal,revise_commitment,0.0,False,False
commercial,nominal,defer,-0.183700026505792,False,True
commercial,nominal,no_action,-0.132060026505792,False,True
commercial,nominal,verify,-0.226187208090208,False,True
commercial,nominal,request_peer_evidence,-0.1677956605430712,False,True
commercial,nominal,authorize_emergency_resource,0.0,False,False
commercial,nominal,reroute_or_reconfigure,-0.3338058960864361,False,True
commercial,nominal,deploy_repair_capacity,0.0600497379566094,True,False
commercial,nominal,isolate_or_quarantine,-0.3646080120787319,False,True
commercial,nominal,revise_commitment,-0.2755763170997437,False,True
commercial,nominal,defer,-0.2179205702223129,False,True
commercial,nominal,no_action,-0.1595224741637862,False,True
commercial,nominal,verify,0.0,False,False
commercial,nominal,request_peer_evidence,0.0654508947186134,True,False
commercial,nominal,authorize_emergency_resource,-0.3390712975735479,False,True
commercial,nominal,reroute_or_reconfigure,-0.3199280084164262,False,True
commercial,nominal,deploy_repair_capacity,-0.3556970848670656,False,True
commercial,nominal,isolate_or_quarantine,-0.3133708546414541,False,True
commercial,nominal,revise_commitment,-0.2646660284964869,False,True
commercial,nominal,defer,-0.1958093537013092,False,True
commercial,nominal,no_action,-0.1356436063388538,False,True
commercial,nominal,verify,0.0512471119499206,True,False
commercial,nominal,request_peer_evidence,-0.1267972291756122,False,True
commercial,nominal,authorize_emergency_resource,-0.3612398595260222,False,True
commercial,nominal,reroute_or_reconfigure,-0.312225145992808,False,True
commercial,nominal,deploy_repair_capacity,-0.4107278645833337,False,True
commercial,nominal,isolate_or_quarantine,0.0,False,False
commercial,nominal,revise_commitment,-0.241508321111886,False,True
commercial,nominal,defer,-0.1687600929085535,False,True
commercial,nominal,no_action,-0.1132428562703977,False,True
commercial,nominal,verify,0.0434929520697772,True,False
commercial,nominal,request_peer_evidence,-0.0938925132798792,False,True
commercial,nominal,authorize_emergency_resource,-0.3516005802212235,False,True
commercial,nominal,reroute_or_reconfigure,-0.2703786716357509,False,True
commercial,nominal,deploy_repair_capacity,-0.269464774489473,False,True
commercial,nominal,isolate_or_quarantine,0.0,False,False
commercial,nominal,revise_commitment,-0.176133251596443,False,True
commercial,nominal,defer,-0.12843640970328,False,True
commercial,nominal,no_action,-0.0754568981168074,False,True
commercial,nominal,verify,-0.1980984147006048,False,True
commercial,nominal,request_peer_evidence,0.054481039167703,True,False
commercial,nominal,authorize_emergency_resource,-0.5113342691331404,False,True
commercial,nominal,reroute_or_reconfigure,-0.4850130855046744,False,True
commercial,nominal,deploy_repair_capacity,-0.5454302631543062,False,True
commercial,nominal,isolate_or_quarantine,-0.485918455839386,False,True
commercial,nominal,revise_commitment,0.0,False,False
commercial,nominal,defer,-0.2527657158707438,False,True
commercial,nominal,no_action,-0.1961901030522228,False,True
commercial,nominal,verify,-0.2341800093377188,False,True
commercial,nominal,request_peer_evidence,-0.1746235383416031,False,True
commercial,nominal,authorize_emergency_resource,0.0,False,False
commercial,nominal,reroute_or_reconfigure,-0.4025046957979247,False,True
commercial,nominal,deploy_repair_capacity,0.0663777011959012,True,False
commercial,nominal,isolate_or_quarantine,-0.4547018611836238,False,True
commercial,nominal,revise_commitment,-0.3476771811962463,False,True
commercial,nominal,defer,-0.2267882614714906,False,True
commercial,nominal,no_action,-0.1663191956255592,False,True
commercial,nominal,verify,0.0,False,False
commercial,nominal,request_peer_evidence,0.0718206819278484,True,False
commercial,nominal,authorize_emergency_resource,-0.3425829550230039,False,True
commercial,nominal,reroute_or_reconfigure,-0.3313439188083075,False,True
commercial,nominal,deploy_repair_capacity,-0.385927105614349,False,True
commercial,nominal,isolate_or_quarantine,-0.3083438813383851,False,True
commercial,nominal,revise_commitment,-0.3214386789285376,False,True
commercial,nominal,defer,-0.2056081157728684,False,True
commercial,nominal,no_action,-0.1433577107782998,False,True
commercial,nominal,verify,0.0458428443753456,True,False
commercial,nominal,request_peer_evidence,-0.1382284613628168,False,True
commercial,nominal,authorize_emergency_resource,-0.3260379870677997,False,True
commercial,nominal,reroute_or_reconfigure,-0.3898790085685665,False,True
commercial,nominal,deploy_repair_capacity,-0.3662586138996688,False,True
commercial,nominal,isolate_or_quarantine,0.0,False,False
commercial,nominal,revise_commitment,-0.354607824189174,False,True
commercial,nominal,defer,-0.1762302883909079,False,True
commercial,nominal,no_action,-0.1224817211407948,False,True
commercial,nominal,verify,0.1472797379690426,True,False
commercial,nominal,request_peer_evidence,0.201449617620733,True,False
commercial,nominal,authorize_emergency_resource,-0.064358069319652,False,True
commercial,nominal,reroute_or_reconfigure,0.3313059218820498,True,False
commercial,nominal,deploy_repair_capacity,0.1617017158986705,True,False
commercial,nominal,isolate_or_quarantine,-0.0168232875476981,False,True
commercial,nominal,revise_commitment,0.0,False,False
commercial,nominal,defer,0.1576613634494489,True,False
commercial,nominal,no_action,0.2137363408469544,True,False
commercial,nominal,verify,-0.2328097731881984,False,True
commercial,nominal,request_peer_evidence,0.061198692588569,True,False
commercial,nominal,authorize_emergency_resource,-0.4857526650079744,False,True
commercial,nominal,reroute_or_reconfigure,-0.4364418630492329,False,True
commercial,nominal,deploy_repair_capacity,-0.5805997460255563,False,True
commercial,nominal,isolate_or_quarantine,-0.4752827985815006,False,True
commercial,nominal,revise_commitment,0.0,False,False
commercial,nominal,defer,-0.2986280229406042,False,True
commercial,nominal,no_action,-0.2398539053661633,False,True
commercial,nominal,verify,0.0,False,False
commercial,nominal,request_peer_evidence,0.0650504200261566,True,False
commercial,nominal,authorize_emergency_resource,-0.3958531949412576,False,True
commercial,nominal,reroute_or_reconfigure,-0.3161402996016392,False,True
commercial,nominal,deploy_repair_capacity,-0.4131048832589497,False,True
commercial,nominal,isolate_or_quarantine,-0.2857252389259873,False,True
commercial,nominal,revise_commitment,-0.2469307320131525,False,True
commercial,nominal,defer,-0.1813040714632225,False,True
commercial,nominal,no_action,-0.1212693885455712,False,True
commercial,nominal,verify,-0.0696732537019321,False,True
commercial,nominal,request_peer_evidence,-0.0727176192531496,False,True
commercial,nominal,authorize_emergency_resource,0.0,False,False
commercial,nominal,reroute_or_reconfigure,-0.2285756006825249,False,True
commercial,nominal,deploy_repair_capacity,0.0393999999999999,True,False
commercial,nominal,isolate_or_quarantine,-0.2458154626691905,False,True
commercial,nominal,revise_commitment,-0.1576597483216135,False,True
commercial,nominal,defer,-0.106223075342841,False,True
commercial,nominal,no_action,-0.054583075342841,False,True
commercial,nominal,verify,0.0393999999999999,True,False
commercial,nominal,request_peer_evidence,-0.0848686860023953,False,True
commercial,nominal,authorize_emergency_resource,-0.2281593490855401,False,True
commercial,nominal,reroute_or_reconfigure,-0.3307058904138657,False,True
commercial,nominal,deploy_repair_capacity,-0.2886495807310175,False,True
commercial,nominal,isolate_or_quarantine,0.0,False,False
commercial,nominal,revise_commitment,-0.259059551451441,False,True
commercial,nominal,defer,-0.118300953499617,False,True
commercial,nominal,no_action,-0.0666609534996169,False,True
commercial,nominal,verify,-0.1486688086867993,False,True
commercial,nominal,request_peer_evidence,-0.1601741199289174,False,True
commercial,nominal,authorize_emergency_resource,-0.3638331526464602,False,True
commercial,nominal,reroute_or_reconfigure,0.0,False,False
commercial,nominal,deploy_repair_capacity,0.0581384483137186,True,False
commercial,nominal,isolate_or_quarantine,-0.3664530784039319,False,True
commercial,nominal,revise_commitment,-0.3344329468360463,False,True
commercial,nominal,defer,-0.2062398518806318,False,True
commercial,nominal,no_action,-0.1484672687961421,False,True
commercial,nominal,verify,-0.1596235314213557,False,True
commercial,nominal,request_peer_evidence,0.0502588059235176,True,False
commercial,nominal,authorize_emergency_resource,-0.3368542033503255,False,True
commercial,nominal,reroute_or_reconfigure,-0.3955431421360336,False,True
commercial,nominal,deploy_repair_capacity,-0.4010633335980684,False,True
commercial,nominal,isolate_or_quarantine,-0.3628228728443786,False,True
commercial,nominal,revise_commitment,0.0,False,False
commercial,nominal,defer,-0.2126023251185702,False,True
commercial,nominal,no_action,-0.1574085340890554,False,True
commercial,nominal,verify,-0.1394272533736024,False,True
commercial,nominal,request_peer_evidence,-0.1460452513474456,False,True
commercial,nominal,authorize_emergency_resource,-0.3200205550674018,False,True
commercial,nominal,reroute_or_reconfigure,0.0,False,False
commercial,nominal,deploy_repair_capacity,0.0393999999999999,True,False
commercial,nominal,isolate_or_quarantine,-0.3046621285846334,False,True
commercial,nominal,revise_commitment,-0.2244192455125611,False,True
commercial,nominal,defer,-0.1824326690682871,False,True
commercial,nominal,no_action,-0.130792669068287,False,True
commercial,nominal,verify,0.0,False,False
commercial,nominal,request_peer_evidence,0.0425920351791236,True,False
commercial,nominal,authorize_emergency_resource,-0.3858573938293794,False,True
commercial,nominal,reroute_or_reconfigure,-0.2615195246362051,False,True
