artifact_path,artifact_type,experiment_stage,application,method,scenario,seed,short_description,generated_timestamp,generating_command,checksum
calibration/trigger_nominal_calibration.json,json,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: trigger_nominal_calibration.json,2026-08-13T16:11:35.040217+00:00,see results/README.md reproduction commands,d8b98337186dee1eab5de3e0b37fd87ca6cb3fc969760fc12d763bbd6312bf93
checkpoints/.gitkeep,file,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: .gitkeep,2026-08-13T16:52:06.748807+00:00,see results/README.md reproduction commands,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b
checkpoints/coordination_doet_rl_seed7301.pt,pt,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: coordination_doet_rl_seed7301.pt,2026-08-13T22:57:39+00:00,see results/README.md reproduction commands,61f77f40d61b03cc3540efced44668ee9b9cc1baa9bcfedc911f190a33707018
checkpoints/coordination_doet_rl_seed7302.pt,pt,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: coordination_doet_rl_seed7302.pt,2026-08-13T22:57:51+00:00,see results/README.md reproduction commands,7426350442faed7316c8d433d157c3a9517e97af17f4d57d374d38cd6b752941
checkpoints/coordination_doet_rl_seed7303.pt,pt,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: coordination_doet_rl_seed7303.pt,2026-08-13T22:58:04+00:00,see results/README.md reproduction commands,942b4fed48c6fb1393f1e6e100b4cfb9c65f1f7be1a046c799bfdd3b7745d446
checkpoints/coordination_doet_rl_seed7304.pt,pt,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: coordination_doet_rl_seed7304.pt,2026-08-13T22:58:18+00:00,see results/README.md reproduction commands,b786ce65bf265a6af21e39b8529a43f2c15960fe6d6bb163e6d573bc9cb3222d
checkpoints/coordination_doet_rl_seed7305.pt,pt,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: coordination_doet_rl_seed7305.pt,2026-08-13T22:58:31+00:00,see results/README.md reproduction commands,4bfcafe6d22d44b6daad24d00530d414b14ce47d401f5f49ed0c4bc0990169c5
checkpoints/coordination_no_entropy_seed7301.pt,pt,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: coordination_no_entropy_seed7301.pt,2026-08-13T22:54:31+00:00,see results/README.md reproduction commands,d59232dab18f8a7ebfe6226ff2dc9d2da59773489556044229aed52d4922e7f1
checkpoints/coordination_no_entropy_seed7302.pt,pt,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: coordination_no_entropy_seed7302.pt,2026-08-13T22:54:48+00:00,see results/README.md reproduction commands,c5820545298236be608ccd3bfadd18781a87b48d6bfc35fa66d87408d49f5934
checkpoints/coordination_no_entropy_seed7303.pt,pt,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: coordination_no_entropy_seed7303.pt,2026-08-13T22:55:05+00:00,see results/README.md reproduction commands,a547d8faec3aec348ce1e52006d727762c0d95bbd2b8b9ea98334b1594231c7d
checkpoints/coordination_no_entropy_seed7304.pt,pt,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: coordination_no_entropy_seed7304.pt,2026-08-13T22:55:23+00:00,see results/README.md reproduction commands,b6216222c7c3cffd9071ad06e6dc77a2ff1374491fd2987ada674e26d29b8425
checkpoints/coordination_no_entropy_seed7305.pt,pt,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: coordination_no_entropy_seed7305.pt,2026-08-13T22:55:40+00:00,see results/README.md reproduction commands,512bc5d1727ca4e45353d86743e923a86c6addbb01ccf7701810ff24e8a9b64c
checkpoints/coordination_thermo_seed7301.pt,pt,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: coordination_thermo_seed7301.pt,2026-08-13T22:56:01+00:00,see results/README.md reproduction commands,0d0a9e702c5787d9f25bc528cf6e64a1183932667325df09a5f56fc7a6e14427
checkpoints/coordination_thermo_seed7302.pt,pt,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: coordination_thermo_seed7302.pt,2026-08-13T22:56:22+00:00,see results/README.md reproduction commands,50601e9333aef37bbef7287a6e5cdca1fc1ef5a2bbc74cb1214728dd8e6f5294
checkpoints/coordination_thermo_seed7303.pt,pt,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: coordination_thermo_seed7303.pt,2026-08-13T22:56:43+00:00,see results/README.md reproduction commands,d0e9a0fef9173cfb25cb0bfa9b72f4bffe5c8504afd648173a29c6ffdc7d2bf4
checkpoints/coordination_thermo_seed7304.pt,pt,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: coordination_thermo_seed7304.pt,2026-08-13T22:57:04+00:00,see results/README.md reproduction commands,96e917080e0cdf8d04f7edd9881d9b44d1e8c0a48981b1046a9ac57c536ff29b
checkpoints/coordination_thermo_seed7305.pt,pt,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: coordination_thermo_seed7305.pt,2026-08-13T22:57:26+00:00,see results/README.md reproduction commands,e9e9fbbf368481b401472c0640eaf218c62265a5f6b89b7bbe13aa435927e826
diagnostics/README.md,md,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: README.md,2026-08-13T19:07:04.108124+00:00,see results/README.md reproduction commands,015c387a35ac9b4a304104458e4fb4ff4144781cc4c3672ec5db4d0608d598fa
diagnostics/action_divergence.csv,csv,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: action_divergence.csv,2026-08-13T19:06:59.768164+00:00,see results/README.md reproduction commands,ec052ba63c93b33077c9cac3106b1936228ab4f60bbe7e22a7b8607b0c8f3f91
diagnostics/communication_divergence.csv,csv,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: communication_divergence.csv,2026-08-13T19:06:59.772164+00:00,see results/README.md reproduction commands,5703efa2dfe82280beb8c3898d3b847eebf66b62f8cb01d9e5ac1678ceb8b00d
diagnostics/diagnostic_manifest.json,json,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: diagnostic_manifest.json,2026-08-13T19:07:04.120124+00:00,see results/README.md reproduction commands,16474446bb5a434009c62a56fa825c575fb8189912be591485c2abb80f8271fb
diagnostics/feature_usage.csv,csv,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: feature_usage.csv,2026-08-13T19:06:59.772164+00:00,see results/README.md reproduction commands,cf312c181ecd986eefb43016b5d3f4d2049bcdad2e5dc150d1ccd581c93c9341
diagnostics/holdout_tie_analysis.csv,csv,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: holdout_tie_analysis.csv,2026-08-13T19:06:59.768164+00:00,see results/README.md reproduction commands,46902c566113f239166877ac04e38cce944e4df879baae57d657633f4af73b98
figures/pdf/commercial_event_case_study.pdf,pdf,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: commercial_event_case_study.pdf,2026-08-14T17:40:43.841737+00:00,see results/README.md reproduction commands,5194729f43e907c68e0ea5d8521ecf5f4cc6deecf6278e56ed44e1dfbe35697f
figures/pdf/communication_reduction.pdf,pdf,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: communication_reduction.pdf,2026-08-14T17:40:37.898190+00:00,see results/README.md reproduction commands,3835322d32a537a0a85ac9a8d9dd5bb605acc7c6fa8ede7d45e0a188609d7343
figures/pdf/doet_architecture.pdf,pdf,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: doet_architecture.pdf,2026-08-14T17:40:32.726588+00:00,see results/README.md reproduction commands,2505f776ae50f63a8ee81e61424ed5582bd0f3b998db88e90c6d0fe98bcca0b7
figures/pdf/entropy_incremental_value.pdf,pdf,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: entropy_incremental_value.pdf,2026-08-14T14:26:05+00:00,see results/README.md reproduction commands,d63058963d73dcf2883850e22808ca665c91510d513bc58d9b19bbc04b66f40d
figures/pdf/holdout_primary_results.pdf,pdf,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: holdout_primary_results.pdf,2026-08-14T17:40:40.701976+00:00,see results/README.md reproduction commands,a99c4c9ed23a3c15fa6b23a065532f8d95a0fa6dae86f9857f03240910e93827
figures/pdf/humanitarian_event_case_study.pdf,pdf,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: humanitarian_event_case_study.pdf,2026-08-14T17:40:45.725595+00:00,see results/README.md reproduction commands,94ff6cfabe442f4836ddfaa5f3d2e921bafd3f552a59ad0d3143b01da93decb7
figures/pdf/monitoring_baseline_comparison.pdf,pdf,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: monitoring_baseline_comparison.pdf,2026-08-14T14:25:57+00:00,see results/README.md reproduction commands,ea61520e283934fd33c4ca325cd88db973877e4cab30ad279feb287a6d91d32c
figures/pdf/multiple_seed_learning_curves.pdf,pdf,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: multiple_seed_learning_curves.pdf,2026-08-14T17:40:38.942110+00:00,see results/README.md reproduction commands,d30cf4f05e92208925df437f40f2499ead8339599c871ee03ede09af54023ba5
figures/pdf/network_snapshots_entropy_trigger.pdf,pdf,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: network_snapshots_entropy_trigger.pdf,2026-08-14T17:40:48.033422+00:00,see results/README.md reproduction commands,d072b6a9beb9a8ca9d3a68bec6e021a6efa4e10ceb7f86ccb38ab4ca2e070140
figures/pdf/noninferiority_forest.pdf,pdf,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: noninferiority_forest.pdf,2026-08-14T17:40:36.526295+00:00,see results/README.md reproduction commands,ce8bc5a8c971404372980108e1c01ee81b7388f658aa121e1ce80ad2fe6ff42d
figures/pdf/original_holdout_tie_diagnostics.pdf,pdf,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: original_holdout_tie_diagnostics.pdf,2026-08-14T14:25:00+00:00,see results/README.md reproduction commands,74b3187aa4280d3048f317c3ab21c65b42232b6f6b4c0a9b8801e49622d723d4
figures/pdf/partition_robustness.pdf,pdf,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: partition_robustness.pdf,2026-08-14T17:40:41.613906+00:00,see results/README.md reproduction commands,3a6f893cce70853bb9cc1d4051bacf92d896104c1dcdc544aad1393aac8f7e20
figures/pdf/performance_communication_pareto.pdf,pdf,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: performance_communication_pareto.pdf,2026-08-14T17:40:35.806350+00:00,see results/README.md reproduction commands,dd8e985bb60b79a450531e69bc8c298da27a61d7f245eaa2a28d1179ba135f7a
figures/pdf/training_seed_variability.pdf,pdf,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: training_seed_variability.pdf,2026-08-14T17:40:39.762047+00:00,see results/README.md reproduction commands,b5c27c4612623728bf91f99926c7f583135a1fbc5212b921236f30fce64e3873
figures/pdf/trigger_ablation_effects.pdf,pdf,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: trigger_ablation_effects.pdf,2026-08-14T17:40:42.385848+00:00,see results/README.md reproduction commands,4096f29e0488a66a565b6907d928e3cf7724e36cb2d68794d60ad9e0bab19ee9
figures/pdf/trigger_dynamics.pdf,pdf,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: trigger_dynamics.pdf,2026-08-14T17:40:34.278468+00:00,see results/README.md reproduction commands,dfdee06289512b090c8d2d7c11fb179a376b78abb73b6928bd3b78ab2561da91
figures/previews/commercial_event_case_study.png,png,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: commercial_event_case_study.png,2026-08-14T17:40:44.641677+00:00,see results/README.md reproduction commands,2a3755be3bd761f7e64529e99e05e3ddf0c6eb9827f17eadb7d7aa7be3658ce7
figures/previews/communication_reduction.png,png,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: communication_reduction.png,2026-08-14T17:40:38.366154+00:00,see results/README.md reproduction commands,f9515ee084ea761a758cc87baaff69c8906b0347fb20fcf991baef4d607ac97e
figures/previews/doet_architecture.png,png,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: doet_architecture.png,2026-08-14T17:40:33.030564+00:00,see results/README.md reproduction commands,0da6113ec308142b9752402b350813273924a1bb4bf172facc1d731ae9215de7
figures/previews/entropy_incremental_value.png,png,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: entropy_incremental_value.png,2026-08-13T20:07:51.691565+00:00,see results/README.md reproduction commands,d7f495b4d964ed3fc15aaa11b2e6659842b40d58bfabc6741cf28a58ade46031
figures/previews/holdout_primary_results.png,png,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: holdout_primary_results.png,2026-08-14T17:40:41.177939+00:00,see results/README.md reproduction commands,9460c3884dd53fcf468fd6d4a435518af225c9354ba5a9e9ca9ab94c2d149e57
figures/previews/humanitarian_event_case_study.png,png,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: humanitarian_event_case_study.png,2026-08-14T17:40:46.553533+00:00,see results/README.md reproduction commands,d70289ea78d42c17b5c0c4cb54dc1eea4cde96a553dd9e2f37f2136222d2058c
figures/previews/monitoring_baseline_comparison.png,png,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: monitoring_baseline_comparison.png,2026-08-13T20:07:51.351567+00:00,see results/README.md reproduction commands,19bb0e362e632b36c3abcad09b73509a70f9d539b931a4bdb25200295810717c
figures/previews/multiple_seed_learning_curves.png,png,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: multiple_seed_learning_curves.png,2026-08-14T17:40:39.434072+00:00,see results/README.md reproduction commands,a609db4022df661e4a0aae075dc95b44abd4f9547e119dffc2ab5557b13e53ef
figures/previews/network_snapshots_entropy_trigger.png,png,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: network_snapshots_entropy_trigger.png,2026-08-14T17:40:49.249331+00:00,see results/README.md reproduction commands,65e53d2ae24a183bfbd7a132caf26396f3241be88a77fdaa03639f98efb0801c
figures/previews/noninferiority_forest.png,png,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: noninferiority_forest.png,2026-08-14T17:40:36.850270+00:00,see results/README.md reproduction commands,1d4e632e40dc37c3f3d3e7b34c67c586afe4a01254a82d45b929bd87c896c19f
figures/previews/original_holdout_tie_diagnostics.png,png,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: original_holdout_tie_diagnostics.png,2026-08-13T19:07:04.760118+00:00,see results/README.md reproduction commands,1de1000c41637dc44732a9240e682ddb5652b14eb6081396b92f08eb70823215
figures/previews/partition_robustness.png,png,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: partition_robustness.png,2026-08-14T17:40:41.977879+00:00,see results/README.md reproduction commands,2685d779addbf3184585325de580110d14e5accfbecfa61016b00c0d5633d68b
figures/previews/performance_communication_pareto.png,png,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: performance_communication_pareto.png,2026-08-14T17:40:36.210319+00:00,see results/README.md reproduction commands,1670c8c0f3da72e48711549619ab385049aa81a806204e85a3c0beda577711c9
figures/previews/training_seed_variability.png,png,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: training_seed_variability.png,2026-08-14T17:40:40.034026+00:00,see results/README.md reproduction commands,7b0ebbd2cc235703a1de1a94e56b4de880b524e9ea1958ee720a4bc192cd969f
figures/previews/trigger_ablation_effects.png,png,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: trigger_ablation_effects.png,2026-08-14T17:40:42.849813+00:00,see results/README.md reproduction commands,7feb5d53fb2feeb92635ca434e4fa40593da81d18af21f2eb7046b852b1cff7d
figures/previews/trigger_dynamics.png,png,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: trigger_dynamics.png,2026-08-14T17:40:35.290390+00:00,see results/README.md reproduction commands,8f4d35a56504568cf5c64cb2fce520187ecba85e6f9288de993dcbefb2d7b1ef
holdout_locked/.gitkeep,file,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: .gitkeep,2026-08-13T16:52:04.928810+00:00,see results/README.md reproduction commands,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b
holdout_locked/episodes.csv,csv,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: episodes.csv,2026-08-14T14:11:16+00:00,see results/README.md reproduction commands,f73608583849a5b063038dcfdec6e3bb3cd59969fcc7b5f969f60dd1167e9338
holdout_locked/episodes.jsonl,jsonl,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: episodes.jsonl,2026-08-14T14:11:16+00:00,see results/README.md reproduction commands,1fe63a647f9bb5f607e75d95cf6a57e19b35175554b6e839ba80c0d1c11b7ad6
logs/analysis/.gitkeep,file,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: .gitkeep,2026-08-13T16:52:06.608808+00:00,see results/README.md reproduction commands,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b
logs/diagnostics/.gitkeep,file,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: .gitkeep,2026-08-13T16:52:06.044809+00:00,see results/README.md reproduction commands,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b
logs/evaluation/ablations-commercial-disruption_label_oracle-n10-s8301-compound_partition.json,json,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: ablations-commercial-disruption_label_oracle-n10-s8301-compound_partition.json,2026-08-14T15:47:08+00:00,see results/README.md reproduction commands,bad2bdb6beb29adcb3916bc0dea11994e24f3ee6881294dcf993c749bd2928da
logs/evaluation/ablations-commercial-disruption_label_oracle-n10-s8301-correlated.json,json,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: ablations-commercial-disruption_label_oracle-n10-s8301-correlated.json,2026-08-14T15:10:16+00:00,see results/README.md reproduction commands,123bc339ad0610b1632b120fad660c32c2687c7d132d9415470df304ff8c51a1
logs/evaluation/ablations-commercial-disruption_label_oracle-n10-s8302-compound_partition.json,json,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: ablations-commercial-disruption_label_oracle-n10-s8302-compound_partition.json,2026-08-14T15:49:59+00:00,see results/README.md reproduction commands,22c1ac043a856b20324d553b126946088cc5339faf08f4108fe1b2922a21eab9
logs/evaluation/ablations-commercial-disruption_label_oracle-n10-s8302-correlated.json,json,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: ablations-commercial-disruption_label_oracle-n10-s8302-correlated.json,2026-08-14T15:12:38+00:00,see results/README.md reproduction commands,ba444e72e9d8129276a529652639aabfb437573eaaccdb0bf341b368a49778a4
logs/evaluation/ablations-commercial-disruption_label_oracle-n10-s8303-compound_partition.json,json,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: ablations-commercial-disruption_label_oracle-n10-s8303-compound_partition.json,2026-08-14T15:52:19+00:00,see results/README.md reproduction commands,662c7c5e17260cd530b76a5f0677b7a420a9a7b65eb781a1938019fd5cf08535
logs/evaluation/ablations-commercial-disruption_label_oracle-n10-s8303-correlated.json,json,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: ablations-commercial-disruption_label_oracle-n10-s8303-correlated.json,2026-08-14T15:14:16+00:00,see results/README.md reproduction commands,c7fc27b9c60bf7bf49cd26172cb3701943d4d932d8e876d5a1ffb800d3ca6fc6
logs/evaluation/ablations-commercial-doet_rule-n10-s8301-compound_partition-vpartition_signal_noise.json,json,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: ablations-commercial-doet_rule-n10-s8301-compound_partition-vpartition_signal_noise.json,2026-08-14T15:39:00+00:00,see results/README.md reproduction commands,3cbe78e77e794ff00a107e90801b2953e6c1512304ce48e69f149f3a68ef8466
logs/evaluation/ablations-commercial-doet_rule-n10-s8301-compound_partition-vselected.json,json,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: ablations-commercial-doet_rule-n10-s8301-compound_partition-vselected.json,2026-08-14T15:23:37+00:00,see results/README.md reproduction commands,52edfea9c5461ae6fa0390e0ca1ff993d90f44a08a9d131fb7e6c8fb0c75fac5
logs/evaluation/ablations-commercial-doet_rule-n10-s8301-compound_partition-vwithout_distributed_gossip.json,json,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: ablations-commercial-doet_rule-n10-s8301-compound_partition-vwithout_distributed_gossip.json,2026-08-14T15:34:31+00:00,see results/README.md reproduction commands,1c1875c34958f51d571895664c6156200b0ff31c25b8cfab544d831dcc1c66f3
logs/evaluation/ablations-commercial-doet_rule-n10-s8301-compound_partition-vwithout_hysteresis.json,json,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: ablations-commercial-doet_rule-n10-s8301-compound_partition-vwithout_hysteresis.json,2026-08-14T15:27:10+00:00,see results/README.md reproduction commands,194ccbb9a86d64fd8ca8468f22fa594974e102717a9d8deff0af28a5c52ddcab
logs/evaluation/ablations-commercial-doet_rule-n10-s8301-compound_partition-vwithout_local_surprisal.json,json,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: ablations-commercial-doet_rule-n10-s8301-compound_partition-vwithout_local_surprisal.json,2026-08-14T15:30:43+00:00,see results/README.md reproduction commands,0698dcc705f3c4dcd190a7b6e50e8b745f2f80e0d943a36fddac689cdb42ec73
logs/evaluation/ablations-commercial-doet_rule-n10-s8301-correlated-vpartition_signal_noise.json,json,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: ablations-commercial-doet_rule-n10-s8301-correlated-vpartition_signal_noise.json,2026-08-14T15:02:28+00:00,see results/README.md reproduction commands,24770b1b53c73651b692f2647ebfd898d50f50787a3d6d8a6dc4f2fe9aaf842b
logs/evaluation/ablations-commercial-doet_rule-n10-s8301-correlated-vselected.json,json,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: ablations-commercial-doet_rule-n10-s8301-correlated-vselected.json,2026-08-14T14:49:21+00:00,see results/README.md reproduction commands,57069f3a002621ae4cd8528c4a0251ab1700866e5bc1f8f034e71de168d6b500
logs/evaluation/ablations-commercial-doet_rule-n10-s8301-correlated-vwithout_distributed_gossip.json,json,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: ablations-commercial-doet_rule-n10-s8301-correlated-vwithout_distributed_gossip.json,2026-08-14T14:59:07+00:00,see results/README.md reproduction commands,07ff9de8c9c4b1434acb4574114a7aeb3b939b7aa5cfcd2b86b6f675778d48eb
logs/evaluation/ablations-commercial-doet_rule-n10-s8301-correlated-vwithout_hysteresis.json,json,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: ablations-commercial-doet_rule-n10-s8301-correlated-vwithout_hysteresis.json,2026-08-14T14:52:35+00:00,see results/README.md reproduction commands,42549c27e3269cac293958cf192735a080539699894586c7d583eb3183f0253f
logs/evaluation/ablations-commercial-doet_rule-n10-s8301-correlated-vwithout_local_surprisal.json,json,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: ablations-commercial-doet_rule-n10-s8301-correlated-vwithout_local_surprisal.json,2026-08-14T14:55:50+00:00,see results/README.md reproduction commands,09b1b214f70e3790bf65567dcffc65bccc746ba5427beb656b51fd58e33f7eda
logs/evaluation/ablations-commercial-doet_rule-n10-s8302-compound_partition-vpartition_signal_noise.json,json,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: ablations-commercial-doet_rule-n10-s8302-compound_partition-vpartition_signal_noise.json,2026-08-14T15:40:46+00:00,see results/README.md reproduction commands,b9b414a7e92f63f69e10abedf9aedb9b64a3c273a5666be1d1c36307e52c38cc
logs/evaluation/ablations-commercial-doet_rule-n10-s8302-compound_partition-vselected.json,json,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: ablations-commercial-doet_rule-n10-s8302-compound_partition-vselected.json,2026-08-14T15:24:41+00:00,see results/README.md reproduction commands,eedd3fe48c6c4b4229a4a8d3368ca0f475d94770cc8104bbff196c3a4a5ff178
logs/evaluation/ablations-commercial-doet_rule-n10-s8302-compound_partition-vwithout_distributed_gossip.json,json,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: ablations-commercial-doet_rule-n10-s8302-compound_partition-vwithout_distributed_gossip.json,2026-08-14T15:36:16+00:00,see results/README.md reproduction commands,5c2c4bd069a904ff4c534e8c686fbbc0fed347bb04fb56bd186d13b201d31b1f
logs/evaluation/ablations-commercial-doet_rule-n10-s8302-compound_partition-vwithout_hysteresis.json,json,cross-stage,both,multiple,multiple,multiple,ThermoAgent generated artifact: ablations-commercial-doet_rule-n10-s8302-compound_partition-vwithout_hysteresis.json,2026-08-14T15:28:14+00:00,see results/README.md reproduction commands,4e608b969605b059dc377466d6685b68f9645b195cdaa2c78f32d189fc017bbf
