application,feature_block,coverage_target,mean,sem
humanitarian,jensen_tsallis_q_0_5,0.5,0.0700226906507576,0.016899880533824463
humanitarian,jensen_tsallis_q_0_5,0.75,0.05227073099251589,0.015190357700697144
humanitarian,jensen_tsallis_q_0_5,1.0,0.03728463935078942,0.013439284197984947
humanitarian,jensen_tsallis_q_1_5,0.25,0.07650430690968292,0.021934434644785224
humanitarian,jensen_tsallis_q_1_5,0.5,0.06422093528467877,0.017264597986990225
humanitarian,jensen_tsallis_q_1_5,0.75,0.05347706045508318,0.015106531176027326
humanitarian,jensen_tsallis_q_1_5,1.0,0.03728463935078942,0.013439284197984947
humanitarian,jensen_tsallis_q_2,0.25,0.0794897395307077,0.021330841208348068
humanitarian,jensen_tsallis_q_2,0.5,0.0653224846220478,0.017212372943657434
humanitarian,jensen_tsallis_q_2,0.75,0.05472143468829935,0.015031992564131888
humanitarian,jensen_tsallis_q_2,1.0,0.03728463935078942,0.013439284197984947
humanitarian,jensen_tsallis_q_3,0.25,0.07192325678418195,0.021661126741066013
humanitarian,jensen_tsallis_q_3,0.5,0.06326885874408648,0.01688518756006161
humanitarian,jensen_tsallis_q_3,0.75,0.04976913167830494,0.014803591032590492
humanitarian,jensen_tsallis_q_3,1.0,0.03728463935078942,0.013439284197984947
humanitarian,kpi_confidence,0.25,0.24502258728959944,0.015196049807652184
humanitarian,kpi_confidence,0.5,0.19200282032547833,0.014777360251093892
humanitarian,kpi_confidence,0.75,0.1204525239736659,0.014680470501386654
humanitarian,kpi_confidence,1.0,0.03728463935078942,0.013439284197984947
humanitarian,local_shannon,0.25,0.09505147874701915,0.017868745447759415
humanitarian,local_shannon,0.5,0.0782772513926253,0.01566064135066393
humanitarian,local_shannon,0.75,0.05565716272809781,0.01452054913321086
humanitarian,local_shannon,1.0,0.03728463935078943,0.013439284197984947
humanitarian,low_consensus_guard,0.25,0.0985334042418371,0.02022916451397084
humanitarian,low_consensus_guard,0.5,0.08157376751169475,0.01658990546974937
humanitarian,low_consensus_guard,0.75,0.05653392033618358,0.015054683714141204
humanitarian,low_consensus_guard,1.0,0.03728463935078942,0.013439284197984947
humanitarian,oracle_risk_upper_bound,0.25,0.3606400221840514,0.016821056579812553
humanitarian,oracle_risk_upper_bound,0.5,0.2741675817801371,0.016052144905570494
humanitarian,oracle_risk_upper_bound,0.75,0.14691457442074288,0.01584091192368258
humanitarian,oracle_risk_upper_bound,1.0,0.03728463935078943,0.013439284197984947
humanitarian,pooled_shannon,0.25,0.10685036551438615,0.022446713568538727
humanitarian,pooled_shannon,0.5,0.08118590649389602,0.018020652804274728
humanitarian,pooled_shannon,0.75,0.05550464731504506,0.015100555637319128
humanitarian,pooled_shannon,1.0,0.03728463935078942,0.013439284197984947
humanitarian,predictive_action_entropy,0.25,-0.1917007264029135,0.018977446758323784
humanitarian,predictive_action_entropy,0.5,-0.07975011190511218,0.017390212917353112
humanitarian,predictive_action_entropy,0.75,-0.0086354264525889,0.015592595435484368
humanitarian,predictive_action_entropy,1.0,0.03728463935078942,0.013439284197984947
humanitarian,predictive_uncertainty,0.25,0.24275440470094137,0.01586996807871822
humanitarian,predictive_uncertainty,0.5,0.19056728687406105,0.015073375813447677
humanitarian,predictive_uncertainty,0.75,0.11884587358270193,0.014856996577275969
humanitarian,predictive_uncertainty,1.0,0.03728463935078942,0.013439284197984947
humanitarian,random_abstention,0.25,0.03959466543458953,0.019964608341030594
humanitarian,random_abstention,0.5,0.037408189746568864,0.016082361034459387
humanitarian,random_abstention,0.75,0.03288720704173825,0.014518551822973846
humanitarian,random_abstention,1.0,0.03728463935078942,0.013439284197984947
humanitarian,rule_kpi_confidence,0.25,0.24997814970808396,0.015331772389558001
humanitarian,rule_kpi_confidence,0.5,0.18777137566433977,0.014997151213950349
humanitarian,rule_kpi_confidence,0.75,0.11814553771564423,0.014747882280956205
humanitarian,rule_kpi_confidence,1.0,0.03728463935078942,0.013439284197984947
humanitarian,shannon_js,0.25,0.2839238617318267,0.015898698456208792
humanitarian,shannon_js,0.5,0.20784198900573528,0.015318397394835861
humanitarian,shannon_js,0.75,0.11849769564755716,0.015216475523863139
humanitarian,shannon_js,1.0,0.03728463935078942,0.013439284197984947
humanitarian,tsallis_q_0_5,0.25,0.08129409127959877,0.017789236454113285
humanitarian,tsallis_q_0_5,0.5,0.07653658492921192,0.015613154852949384
humanitarian,tsallis_q_0_5,0.75,0.05501892103686057,0.014501603066037197
humanitarian,tsallis_q_0_5,1.0,0.03728463935078943,0.013439284197984947
humanitarian,tsallis_q_1_5,0.25,0.09102938045092279,0.017846910661249438
humanitarian,tsallis_q_1_5,0.5,0.07805168888974351,0.01551356448727787
humanitarian,tsallis_q_1_5,0.75,0.05817054449178942,0.014467891023735377
humanitarian,tsallis_q_1_5,1.0,0.03728463935078943,0.013439284197984947
humanitarian,tsallis_q_2,0.25,0.08865317424476023,0.018208480978853917
humanitarian,tsallis_q_2,0.5,0.07772718879790272,0.01556637509011795
humanitarian,tsallis_q_2,0.75,0.058019304994506526,0.014348343749365671
humanitarian,tsallis_q_2,1.0,0.03728463935078943,0.013439284197984947
humanitarian,tsallis_q_3,0.25,0.08705660249132015,0.01837122083835179
humanitarian,tsallis_q_3,0.5,0.08176554570721464,0.015595455511409888
humanitarian,tsallis_q_3,0.75,0.060202644683921475,0.014431821716077889
humanitarian,tsallis_q_3,1.0,0.03728463935078942,0.013439284197984947
utility_restoration,action_value_margin,0.25,0.03896931170518059,0.02044819479479473
utility_restoration,action_value_margin,0.5,0.004039882822548556,0.01542399752986601
utility_restoration,action_value_margin,0.75,-0.01760948407376009,0.013896041317864772
utility_restoration,action_value_margin,1.0,-0.032743406524922025,0.013761052565092552
utility_restoration,always_act,0.25,0.03280213711672701,0.026862806885484793
utility_restoration,always_act,0.5,-0.011438038879499414,0.02028177778942308
utility_restoration,always_act,0.75,-0.02681021455752154,0.016174922138636402
utility_restoration,always_act,1.0,-0.032743406524922025,0.013761052565092552
utility_restoration,calibrated_max_probability,0.25,0.21963004586198157,0.01780944453411575
utility_restoration,calibrated_max_probability,0.5,0.142012452742319,0.016689863859126283
utility_restoration,calibrated_max_probability,0.75,0.04823908706703709,0.015388533939332918
utility_restoration,calibrated_max_probability,1.0,-0.032743406524922025,0.013761052565092552
utility_restoration,combined_generalized_entropic,0.25,0.24675466484661818,0.018339949014536894
utility_restoration,combined_generalized_entropic,0.5,0.14623089034858866,0.01684737327368702
utility_restoration,combined_generalized_entropic,0.75,0.04850010934079641,0.01580497374507511
utility_restoration,combined_generalized_entropic,1.0,-0.03274340652492202,0.013761052565092552
utility_restoration,conformal_risk_control,0.25,0.172436526107672,0.02082352378075115
utility_restoration,conformal_risk_control,0.5,0.1110626227237363,0.01725404720797557
utility_restoration,conformal_risk_control,0.75,0.02915084284432806,0.015553371415780873
utility_restoration,conformal_risk_control,1.0,-0.03274340652492202,0.013761052565092552
utility_restoration,ensemble_variance_proxy,0.25,0.1496165180794916,0.017210955623043214
utility_restoration,ensemble_variance_proxy,0.5,0.10770805242968212,0.015524858726143531
utility_restoration,ensemble_variance_proxy,0.75,0.041606071123068876,0.015095471036003998
utility_restoration,ensemble_variance_proxy,1.0,-0.032743406524922025,0.013761052565092552
utility_restoration,fixed_severity,0.25,-0.02321863433292826,0.031803310528381236
utility_restoration,fixed_severity,0.5,-0.030039971249649425,0.020176625362210713
utility_restoration,fixed_severity,0.75,-0.023859978717497548,0.016236350899992293
utility_restoration,fixed_severity,1.0,-0.032743406524922025,0.013761052565092552
utility_restoration,generalized_tsallis_gini,0.25,0.24827526778042625,0.0185775974341756
utility_restoration,generalized_tsallis_gini,0.5,0.14342536098631714,0.01662763120953427
utility_restoration,generalized_tsallis_gini,0.75,0.04795845906749911,0.01595151158113536
utility_restoration,generalized_tsallis_gini,1.0,-0.032743406524922025,0.013761052565092552
utility_restoration,gini_simpson,0.25,0.030895947128164188,0.01977479773407585
utility_restoration,gini_simpson,0.5,-0.0032507509046064095,0.016080274982704933
utility_restoration,gini_simpson,0.75,-0.014904178586649301,0.013912596030035553
utility_restoration,gini_simpson,1.0,-0.032743406524922025,0.013761052565092552
utility_restoration,graph_disagreement,0.25,0.0159569133902447,0.020271557694461675
utility_restoration,graph_disagreement,0.5,-0.00025146867841258574,0.016082358332005192
utility_restoration,graph_disagreement,0.75,-0.018840753238761467,0.01453507245874904
utility_restoration,graph_disagreement,1.0,-0.032743406524922025,0.013761052565092552
utility_restoration,jensen_shannon,0.25,0.036875510221207275,0.020802360609717054
utility_restoration,jensen_shannon,0.5,0.005180594145461123,0.016707821596653592
utility_restoration,jensen_shannon,0.75,-0.013496623907461917,0.014816875215475945
utility_restoration,jensen_shannon,1.0,-0.032743406524922025,0.013761052565092552
utility_restoration,jensen_tsallis_q_0_5,0.25,0.0381264347742774,0.020870314332124263
utility_restoration,jensen_tsallis_q_0_5,0.5,0.006068233816123162,0.01679390494371871
utility_restoration,jensen_tsallis_q_0_5,0.75,-0.01771209166298592,0.015052082665705888
utility_restoration,jensen_tsallis_q_0_5,1.0,-0.032743406524922025,0.013761052565092552
utility_restoration,jensen_tsallis_q_1_5,0.25,0.027082265405566245,0.020757087512605358
utility_restoration,jensen_tsallis_q_1_5,0.5,0.005829620393224468,0.016927770739949447
utility_restoration,jensen_tsallis_q_1_5,0.75,-0.013045409050566033,0.014896733604298773
utility_restoration,jensen_tsallis_q_1_5,1.0,-0.032743406524922025,0.013761052565092552
utility_restoration,jensen_tsallis_q_2,0.25,0.017947938516347024,0.02049271426562668
utility_restoration,jensen_tsallis_q_2,0.5,0.0043329582509491335,0.01689434090888398
utility_restoration,jensen_tsallis_q_2,0.75,-0.015236984283518721,0.014647032853671874
utility_restoration,jensen_tsallis_q_2,1.0,-0.03274340652492202,0.013761052565092552
utility_restoration,jensen_tsallis_q_3,0.25,0.017724609204146865,0.021064774734982354
utility_restoration,jensen_tsallis_q_3,0.5,0.0024633942468345387,0.016889952836500334
utility_restoration,jensen_tsallis_q_3,0.75,-0.01842513351167121,0.014690159031685019
utility_restoration,jensen_tsallis_q_3,1.0,-0.032743406524922025,0.013761052565092552
utility_restoration,kpi_confidence,0.25,0.21834036031321166,0.018404089235508316
utility_restoration,kpi_confidence,0.5,0.13250481105554668,0.01685052115069319
utility_restoration,kpi_confidence,0.75,0.04335753131553504,0.015329981408747563
utility_restoration,kpi_confidence,1.0,-0.03274340652492202,0.013761052565092552
utility_restoration,local_shannon,0.25,0.0293797089006295,0.019836605837990337
utility_restoration,local_shannon,0.5,-0.005352244272603819,0.01607840632649792
utility_restoration,local_shannon,0.75,-0.015307465341971723,0.013922660957239886
utility_restoration,local_shannon,1.0,-0.032743406524922025,0.013761052565092552
utility_restoration,low_consensus_guard,0.25,0.05744823732842276,0.019430854091697355
utility_restoration,low_consensus_guard,0.5,0.02196403842880339,0.01581206866713034
utility_restoration,low_consensus_guard,0.75,-0.01243497749771589,0.014605658552222034
utility_restoration,low_consensus_guard,1.0,-0.032743406524922025,0.013761052565092552
utility_restoration,oracle_risk_upper_bound,0.25,0.3253867273742216,0.016964834280230972
utility_restoration,oracle_risk_upper_bound,0.5,0.20199197011083092,0.01775993444243922
utility_restoration,oracle_risk_upper_bound,0.75,0.06515738980566005,0.016843885391861026
utility_restoration,oracle_risk_upper_bound,1.0,-0.03274340652492202,0.013761052565092552
utility_restoration,pooled_shannon,0.25,0.023604484517490365,0.020261227059456502
utility_restoration,pooled_shannon,0.5,0.0027842057100586908,0.01600778449076149
utility_restoration,pooled_shannon,0.75,-0.012483359634761626,0.014955400454703394
utility_restoration,pooled_shannon,1.0,-0.032743406524922025,0.013761052565092552
utility_restoration,predictive_action_entropy,0.25,-0.2595310561929056,0.01773851100292208
utility_restoration,predictive_action_entropy,0.5,-0.17320921663090305,0.01651502625534593
utility_restoration,predictive_action_entropy,0.75,-0.08890503343373804,0.015343035628214449
utility_restoration,predictive_action_entropy,1.0,-0.032743406524922025,0.013761052565092552
utility_restoration,predictive_uncertainty,0.25,0.21758722848631964,0.017590850465175542
utility_restoration,predictive_uncertainty,0.5,0.13353178386474612,0.016930351357638405
utility_restoration,predictive_uncertainty,0.75,0.04459264923665512,0.015374916649202541
utility_restoration,predictive_uncertainty,1.0,-0.03274340652492202,0.013761052565092552
utility_restoration,random_abstention,0.25,-0.028323896113817772,0.020644848998380233
utility_restoration,random_abstention,0.5,-0.015512145458414608,0.015857235972597427
utility_restoration,random_abstention,0.75,-0.026846917360585643,0.014964989728499993
utility_restoration,random_abstention,1.0,-0.032743406524922025,0.013761052565092552
utility_restoration,rule_kpi_confidence,0.25,0.20786547206127853,0.017230283708264803
utility_restoration,rule_kpi_confidence,0.5,0.13627549267460656,0.016466597762815303
utility_restoration,rule_kpi_confidence,0.75,0.047637068424073045,0.015186173383073908
utility_restoration,rule_kpi_confidence,1.0,-0.032743406524922025,0.013761052565092552
utility_restoration,shannon_js,0.25,0.24652674387797582,0.017891863553493887
utility_restoration,shannon_js,0.5,0.14389394238352374,0.016775584229258303
utility_restoration,shannon_js,0.75,0.04693761617453822,0.01583624655241111
utility_restoration,shannon_js,1.0,-0.03274340652492202,0.013761052565092552
utility_restoration,tsallis_q_0_5,0.25,0.02462725197219844,0.0204743690708314
utility_restoration,tsallis_q_0_5,0.5,-0.008028751019657793,0.016147335356864186
utility_restoration,tsallis_q_0_5,0.75,-0.017631847431441736,0.013842645604585816
utility_restoration,tsallis_q_0_5,1.0,-0.032743406524922025,0.013761052565092552
utility_restoration,tsallis_q_1_5,0.25,0.03251324148426618,0.019968822087053167
utility_restoration,tsallis_q_1_5,0.5,-0.004294081979591567,0.015984192934145058
utility_restoration,tsallis_q_1_5,0.75,-0.014934481550890931,0.014021548759915623
utility_restoration,tsallis_q_1_5,1.0,-0.032743406524922025,0.013761052565092552
utility_restoration,tsallis_q_2,0.25,0.030895947128164188,0.01977479773407585
utility_restoration,tsallis_q_2,0.5,-0.0032507509046064095,0.016080274982704933
utility_restoration,tsallis_q_2,0.75,-0.014904178586649301,0.013912596030035553
utility_restoration,tsallis_q_2,1.0,-0.032743406524922025,0.013761052565092552
utility_restoration,tsallis_q_3,0.25,0.023463918257601846,0.02113914660725342
utility_restoration,tsallis_q_3,0.5,0.0010153924245836926,0.01590256828703933
utility_restoration,tsallis_q_3,0.75,-0.01592359584405068,0.013943766806490966
utility_restoration,tsallis_q_3,1.0,-0.032743406524922025,0.013761052565092552
