panel_id,rank,source_state,target_state,current,state_representation
collective_n16_modular_k0.35_t0.50_g1_a0.20_forward,1,0,4,1.8214596497756474e-16,predeclared_macrostate
collective_n16_modular_k0.35_t0.50_g1_a0.20_forward,2,3,4,-8.153200337090993e-17,predeclared_macrostate
collective_n16_modular_k0.35_t0.50_g1_a0.20_forward,3,1,4,-7.28583859910259e-17,predeclared_macrostate
collective_n16_modular_k0.35_t0.50_g1_a0.20_forward,4,1,2,1.713039432527097e-17,predeclared_macrostate
collective_n16_modular_k0.35_t0.50_g1_a0.20_transpose,1,1,2,1.0993810029003015e-16,predeclared_macrostate
collective_n16_modular_k0.35_t0.50_g1_a0.20_transpose,2,1,4,6.852157730108388e-17,predeclared_macrostate
collective_n16_modular_k0.35_t0.50_g1_a0.20_transpose,3,0,4,-4.163336342344337e-17,predeclared_macrostate
collective_n16_modular_k0.35_t0.50_g1_a0.50_forward,1,0,4,1.8214596497756474e-16,predeclared_macrostate
collective_n16_modular_k0.35_t0.50_g1_a0.50_forward,2,3,4,-8.153200337090993e-17,predeclared_macrostate
collective_n16_modular_k0.35_t0.50_g1_a0.50_forward,3,1,4,-7.28583859910259e-17,predeclared_macrostate
collective_n16_modular_k0.35_t0.50_g1_a0.50_forward,4,1,2,1.713039432527097e-17,predeclared_macrostate
collective_n16_modular_k0.35_t0.50_g1_a0.50_transpose,1,1,2,1.0993810029003015e-16,predeclared_macrostate
collective_n16_modular_k0.35_t0.50_g1_a0.50_transpose,2,1,4,6.852157730108388e-17,predeclared_macrostate
collective_n16_modular_k0.35_t0.50_g1_a0.50_transpose,3,0,4,-4.163336342344337e-17,predeclared_macrostate
collective_n16_modular_k0.35_t0.50_g1_a0.80_forward,1,0,4,-8.673617379884035e-17,predeclared_macrostate
collective_n16_modular_k0.35_t0.50_g1_a0.80_forward,2,2,4,5.0306980803327406e-17,predeclared_macrostate
collective_n16_modular_k0.35_t0.50_g1_a0.80_forward,3,3,4,3.252606517456513e-17,predeclared_macrostate
collective_n16_modular_k0.35_t0.50_g1_a0.80_forward,4,1,3,9.64939933512099e-18,predeclared_macrostate
collective_n16_modular_k0.35_t0.50_g1_a0.80_transpose,1,0,4,1.214306433183765e-17,predeclared_macrostate
collective_n16_modular_k0.35_t0.50_g1_a0.80_transpose,2,1,4,1.0408340855860843e-17,predeclared_macrostate
collective_n16_modular_k0.35_t0.50_g1_a0.80_transpose,3,1,2,1.5178830414797062e-18,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g0_a0.00_reciprocal,1,0,1,-1.240327285323417e-16,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g0_a0.00_reciprocal,2,1,3,4.0549161250957866e-17,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g0_a0.00_reciprocal,3,0,2,-3.122502256758253e-17,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g0_a0.20_forward,1,0,1,5.0306980803327406e-17,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g0_a0.20_forward,2,1,2,-4.7704895589362195e-18,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g0_a0.20_transpose,1,0,1,-1.240327285323417e-16,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g0_a0.20_transpose,2,1,3,4.0549161250957866e-17,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g0_a0.20_transpose,3,0,2,-3.122502256758253e-17,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g0_a0.50_forward,1,0,1,5.0306980803327406e-17,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g0_a0.50_forward,2,1,2,-4.7704895589362195e-18,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g0_a0.50_transpose,1,0,1,-1.240327285323417e-16,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g0_a0.50_transpose,2,1,3,4.0549161250957866e-17,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g0_a0.50_transpose,3,0,2,-3.122502256758253e-17,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g0_a0.80_forward,1,0,1,-1.240327285323417e-16,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g0_a0.80_forward,2,1,3,4.0549161250957866e-17,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g0_a0.80_forward,3,0,2,-3.122502256758253e-17,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g0_a0.80_transpose,1,0,1,-1.240327285323417e-16,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g0_a0.80_transpose,2,1,3,4.0549161250957866e-17,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g0_a0.80_transpose,3,0,2,-3.122502256758253e-17,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.00_reciprocal,1,1,6,2.8449465006019636e-16,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.00_reciprocal,2,3,7,-2.38524477946811e-16,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.00_reciprocal,3,6,7,1.9081958235744878e-16,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.00_reciprocal,4,0,2,-1.6569319701009722e-16,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.00_reciprocal,5,0,5,1.445377021194738e-16,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.00_reciprocal,6,2,4,-1.3791051634015616e-16,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.00_reciprocal,7,3,4,1.3227266504323154e-16,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.20_forward,1,1,6,-3.859759734048396e-16,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.20_forward,2,3,5,2.5673907444456745e-16,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.20_forward,3,1,2,2.0079424234431542e-16,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.20_forward,4,0,4,1.5715510490177387e-16,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.20_forward,5,3,6,1.734723475976807e-17,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.20_forward,6,0,2,7.26415455565288e-18,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.20_transpose,1,1,6,2.8449465006019636e-16,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.20_transpose,2,3,7,-2.38524477946811e-16,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.20_transpose,3,6,7,1.9081958235744878e-16,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.20_transpose,4,0,2,-1.6569319701009722e-16,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.20_transpose,5,0,5,1.445377021194738e-16,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.20_transpose,6,2,4,-1.3791051634015616e-16,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.20_transpose,7,3,4,1.3227266504323154e-16,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.50_forward,1,0,3,6.266688556966216e-17,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.50_forward,2,1,5,-6.245004513516506e-17,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.50_forward,3,2,5,4.85722573273506e-17,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.50_forward,4,1,4,3.469446951953614e-17,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.50_forward,5,2,3,-7.589415207398531e-18,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.50_transpose,1,3,5,-2.3678975447083417e-16,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.50_transpose,2,1,5,-2.0122792321330962e-16,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.50_transpose,3,2,3,-1.3248950547772864e-16,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.50_transpose,4,0,4,-9.27534958561349e-17,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.50_transpose,5,0,2,7.318364664277155e-18,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.80_forward,1,0,3,6.266688556966216e-17,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.80_forward,2,1,5,-6.245004513516506e-17,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.80_forward,3,2,5,4.85722573273506e-17,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.80_forward,4,1,4,3.469446951953614e-17,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.80_forward,5,2,3,-7.589415207398531e-18,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.80_transpose,1,3,5,-2.3678975447083417e-16,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.80_transpose,2,1,5,-2.0122792321330962e-16,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.80_transpose,3,2,3,-1.3248950547772864e-16,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.80_transpose,4,0,4,-9.27534958561349e-17,predeclared_macrostate
collective_n16_modular_k0.35_t0.85_g1_a0.80_transpose,5,0,2,7.318364664277155e-18,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.00_reciprocal,1,3,6,1.0652286344670081e-16,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.00_reciprocal,2,2,6,8.710209203205421e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.00_reciprocal,3,3,5,2.3201926491189795e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.00_reciprocal,4,0,1,-1.9081958235744878e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.00_reciprocal,5,2,4,9.80525339741578e-18,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.00_reciprocal,6,1,5,3.469446951953614e-18,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.20_forward,1,0,1,-9.367506770274758e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.20_forward,2,3,7,-8.432382396506011e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.20_forward,3,4,7,-4.515702048402126e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.20_forward,4,3,5,-2.8250242856825425e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.20_forward,5,4,6,-6.5052130349130266e-18,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.20_forward,6,2,6,2.6020852139652106e-18,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.20_forward,7,1,2,-1.734723475976807e-18,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.20_transpose,1,3,6,1.0652286344670081e-16,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.20_transpose,2,2,6,8.710209203205421e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.20_transpose,3,3,5,2.3201926491189795e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.20_transpose,4,0,1,-1.9081958235744878e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.20_transpose,5,2,4,9.80525339741578e-18,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.20_transpose,6,1,5,3.469446951953614e-18,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.50_forward,1,3,5,1.8821749714348357e-16,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.50_forward,2,3,6,-1.5981140022436335e-16,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.50_forward,3,2,6,-8.895878825243564e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.50_forward,4,0,1,6.938893903907228e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.50_forward,5,2,4,3.1035287187397564e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.50_forward,6,1,3,-9.974659986866641e-18,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.50_transpose,1,2,5,-8.109832250191573e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.50_transpose,2,1,5,-7.735782500684074e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.50_transpose,3,1,3,-1.9556296686207286e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.50_transpose,4,2,4,-9.974659986866641e-18,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.50_transpose,5,0,4,1.734723475976807e-18,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.80_forward,1,5,7,4.874572967494828e-16,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.80_forward,2,0,5,2.5326962749261384e-16,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.80_forward,3,4,5,2.393918396847994e-16,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.80_forward,4,1,2,2.1654227889966737e-16,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.80_forward,5,1,3,-7.592125712829745e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.80_forward,6,3,6,4.889751797909625e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.80_forward,7,6,7,-4.597017211338539e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.80_transpose,1,2,5,-8.109832250191573e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.80_transpose,2,1,5,-7.735782500684074e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.80_transpose,3,1,3,-1.9556296686207286e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.80_transpose,4,2,4,-9.974659986866641e-18,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g0_a0.80_transpose,5,0,4,1.734723475976807e-18,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g1_a0.00_reciprocal,1,0,1,4.3368086899420177e-16,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g1_a0.00_reciprocal,2,1,3,9.367506770274758e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g1_a0.00_reciprocal,3,2,3,9.128982292327947e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g1_a0.20_forward,1,0,1,4.3368086899420177e-16,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g1_a0.20_forward,2,1,3,9.367506770274758e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g1_a0.20_forward,3,2,3,9.128982292327947e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g1_a0.20_transpose,1,1,2,-2.9083723276923656e-16,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g1_a0.20_transpose,2,1,4,-1.57968256531138e-16,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g1_a0.20_transpose,3,4,5,-1.0495077029659683e-16,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g1_a0.20_transpose,4,2,3,1.0316183671199575e-16,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g1_a0.20_transpose,5,0,5,-2.42861286636753e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g1_a0.50_forward,1,0,2,2.2724877535296173e-16,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g1_a0.50_forward,2,1,2,1.0972125985553305e-16,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g1_a0.50_transpose,1,1,3,9.367506770274758e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g1_a0.50_transpose,2,1,2,7.047314121155779e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g1_a0.50_transpose,3,0,3,-1.5612511283791264e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g1_a0.80_forward,1,3,4,-1.0408340855860843e-16,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g1_a0.80_forward,2,0,1,4.5102810375396984e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g1_a0.80_forward,3,0,4,-4.5102810375396984e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g1_a0.80_forward,4,2,3,9.974659986866641e-18,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g1_a0.80_transpose,1,2,3,0.008695005945303232,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g1_a0.80_transpose,2,1,4,-0.008695005945303199,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g1_a0.80_transpose,3,1,2,0.008695005945303192,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g1_a0.80_transpose,4,3,4,0.00869500594530319,predeclared_macrostate
collective_n16_modular_k0.80_t0.50_g1_a0.80_transpose,5,0,2,1.9949319973733282e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g0_a0.00_reciprocal,1,0,3,-2.7755575615628914e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g0_a0.00_reciprocal,2,2,3,2.168404344971009e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g0_a0.00_reciprocal,3,1,2,2.8189256484623115e-18,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g0_a0.20_forward,1,0,3,-2.7755575615628914e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g0_a0.20_forward,2,2,3,2.168404344971009e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g0_a0.20_forward,3,1,2,2.8189256484623115e-18,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g0_a0.20_transpose,1,0,3,-2.7755575615628914e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g0_a0.20_transpose,2,2,3,2.168404344971009e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g0_a0.20_transpose,3,1,2,2.8189256484623115e-18,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g0_a0.50_forward,1,1,3,2.498001805406602e-16,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g0_a0.50_forward,2,2,3,-1.8388068845354155e-16,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g0_a0.50_forward,3,0,2,1.1297386637298956e-16,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g0_a0.50_transpose,1,0,2,4.336808689942018e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g0_a0.50_transpose,2,1,2,-4.336808689942018e-18,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g0_a0.80_forward,1,0,3,0.010135135135135212,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g0_a0.80_forward,2,1,3,-0.010135135135135073,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g0_a0.80_forward,3,0,1,-0.010135135135134943,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g0_a0.80_forward,4,2,3,-1.5612511283791264e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g0_a0.80_transpose,1,0,2,6.591949208711867e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g0_a0.80_transpose,2,1,2,-2.6020852139652106e-18,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g1_a0.00_reciprocal,1,2,3,0.009803921568627477,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g1_a0.00_reciprocal,2,0,1,0.009803921568627468,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g1_a0.00_reciprocal,3,1,2,0.009803921568627435,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g1_a0.00_reciprocal,4,0,3,-0.0098039215686274,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g1_a0.20_forward,1,2,3,0.009803921568627477,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g1_a0.20_forward,2,0,1,0.009803921568627468,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g1_a0.20_forward,3,1,2,0.009803921568627435,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g1_a0.20_forward,4,0,3,-0.0098039215686274,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g1_a0.20_transpose,1,2,3,5.724587470723463e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g1_a0.20_transpose,2,0,3,4.423544863740858e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g1_a0.20_transpose,3,1,2,-3.165870343657673e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g1_a0.50_forward,1,2,3,5.724587470723463e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g1_a0.50_forward,2,0,3,4.423544863740858e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g1_a0.50_forward,3,1,2,-3.165870343657673e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g1_a0.50_transpose,1,2,3,5.724587470723463e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g1_a0.50_transpose,2,0,3,4.423544863740858e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g1_a0.50_transpose,3,1,2,-3.165870343657673e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g1_a0.80_forward,1,2,3,0.009803921568627617,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g1_a0.80_forward,2,0,1,0.009803921568627498,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g1_a0.80_forward,3,0,3,-0.009803921568627402,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g1_a0.80_forward,4,1,2,0.009803921568627378,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g1_a0.80_transpose,1,0,2,-2.5153490401663703e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g1_a0.80_transpose,2,1,2,7.806255641895632e-18,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.00_reciprocal,1,5,6,4.430592177862014e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.00_reciprocal,2,3,5,4.238146292245837e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.00_reciprocal,3,4,6,-4.119968255444917e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.00_reciprocal,4,1,4,-3.651592916931179e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.00_reciprocal,5,0,3,2.419803723716085e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.00_reciprocal,6,1,2,1.1275702593849246e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.20_forward,1,1,4,5.269222558279552e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.20_forward,2,4,6,4.3086194334573946e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.20_forward,3,3,6,-2.5012544119240587e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.20_forward,4,1,2,-2.1337098754514727e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.20_forward,5,1,5,-1.960237527853792e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.20_forward,6,0,3,-9.879792296774159e-17,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.20_transpose,1,3,6,2.0990154059319366e-16,predeclared_macrostate
