model_key,condition,phase,lag_updates,lag_sweeps,metric,estimate,ci_low,ci_high,independent_clusters,clusters_total,undefined_clusters,bootstrap_replicates
granite,field_markovized,baseline,31,1.9375,autocorrelation,0.1852666387581219,0.07211138321113009,0.2975244032269471,6.0,6.0,0.0,10000.0
granite,field_markovized,baseline,32,2.0,autocorrelation,0.17433614476195913,0.06417110574055189,0.2835702873300818,6.0,6.0,0.0,10000.0
granite,field_markovized,disruption,0,0.0,autocorrelation,1.0,1.0,1.0,6.0,6.0,0.0,10000.0
granite,field_markovized,disruption,1,0.0625,autocorrelation,0.9433314485126764,0.8795700857856209,0.9819661230102893,6.0,6.0,0.0,10000.0
granite,field_markovized,disruption,2,0.125,autocorrelation,0.8978777791685464,0.7914514473899582,0.964510287988825,6.0,6.0,0.0,10000.0
granite,field_markovized,disruption,3,0.1875,autocorrelation,0.8497449043709926,0.7018006005179004,0.9419977430545744,6.0,6.0,0.0,10000.0
granite,field_markovized,disruption,4,0.25,autocorrelation,0.8025117308258559,0.6139832370594729,0.9243512896111127,6.0,6.0,0.0,10000.0
granite,field_markovized,disruption,5,0.3125,autocorrelation,0.7540584343152897,0.5248263481924734,0.9027475020482411,6.0,6.0,0.0,10000.0
granite,field_markovized,disruption,6,0.375,autocorrelation,0.7060915250948426,0.4377486572332605,0.8818459542821842,6.0,6.0,0.0,10000.0
granite,field_markovized,disruption,7,0.4375,autocorrelation,0.6735196267916711,0.38116932268836606,0.8626462005963952,6.0,6.0,0.0,10000.0
granite,field_markovized,disruption,8,0.5,autocorrelation,0.6421639434200218,0.3388747925184445,0.8429576289947622,6.0,6.0,0.0,10000.0
granite,field_markovized,disruption,9,0.5625,autocorrelation,0.6223414639862582,0.3258493202564199,0.826816642488882,6.0,6.0,0.0,10000.0
granite,field_markovized,disruption,10,0.625,autocorrelation,0.6035138929211499,0.31535034298128867,0.8064937189591791,6.0,6.0,0.0,10000.0
granite,field_markovized,disruption,11,0.6875,autocorrelation,0.594333028208282,0.34112104006951754,0.7903726894879486,6.0,6.0,0.0,10000.0
granite,field_markovized,disruption,12,0.75,autocorrelation,0.5725748998169451,0.3125090453521468,0.7594029278969737,6.0,6.0,0.0,10000.0
granite,field_markovized,disruption,13,0.8125,autocorrelation,0.5533864007940014,0.30423389243372845,0.7408774346859176,6.0,6.0,0.0,10000.0
granite,field_markovized,disruption,14,0.875,autocorrelation,0.5338334493284979,0.29866870594580647,0.7184912862869405,6.0,6.0,0.0,10000.0
granite,field_markovized,disruption,15,0.9375,autocorrelation,0.5167958646809674,0.276768510230979,0.7050416130180976,6.0,6.0,0.0,10000.0
granite,field_markovized,disruption,16,1.0,autocorrelation,0.5121610347860163,0.30206338872364863,0.6855694819599742,6.0,6.0,0.0,10000.0
granite,field_markovized,disruption,17,1.0625,autocorrelation,0.49386891717924053,0.2832185898312614,0.6727238002602499,6.0,6.0,0.0,10000.0
granite,field_markovized,disruption,18,1.125,autocorrelation,0.47559274890145065,0.2626008279196361,0.6600984903822464,6.0,6.0,0.0,10000.0
granite,field_markovized,disruption,19,1.1875,autocorrelation,0.45970746801809953,0.25317453005556156,0.6490947477502093,6.0,6.0,0.0,10000.0
granite,field_markovized,disruption,20,1.25,autocorrelation,0.4436777754903544,0.2492743326166467,0.6340332405172063,6.0,6.0,0.0,10000.0
granite,field_markovized,disruption,21,1.3125,autocorrelation,0.4305710329381667,0.23269128230405292,0.6239701681677529,6.0,6.0,0.0,10000.0
granite,field_markovized,disruption,22,1.375,autocorrelation,0.40490504609477274,0.17809462816845167,0.6156572140881721,6.0,6.0,0.0,10000.0
granite,field_markovized,disruption,23,1.4375,autocorrelation,0.3847525902321303,0.14204239242186714,0.6111118625111974,6.0,6.0,0.0,10000.0
granite,field_markovized,disruption,24,1.5,autocorrelation,0.352260402993178,0.06006905616436228,0.6073117085068936,6.0,6.0,0.0,10000.0
granite,field_markovized,disruption,25,1.5625,autocorrelation,0.33366439343556814,0.021257756927823057,0.6033082234999165,6.0,6.0,0.0,10000.0
granite,field_markovized,disruption,26,1.625,autocorrelation,0.3121465931835809,-0.01935641788005953,0.5959642173503443,6.0,6.0,0.0,10000.0
granite,field_markovized,disruption,27,1.6875,autocorrelation,0.3044739560448073,-0.024380265971090772,0.5791527140630076,6.0,6.0,0.0,10000.0
granite,field_markovized,disruption,28,1.75,autocorrelation,0.29512062985006443,-0.03090323824114545,0.5821175751395565,6.0,6.0,0.0,10000.0
granite,field_markovized,disruption,29,1.8125,autocorrelation,0.2869575340635148,-0.0345708203927086,0.564519293250468,6.0,6.0,0.0,10000.0
granite,field_markovized,disruption,30,1.875,autocorrelation,0.2927367347631234,-0.002180638320464279,0.5485362271307819,6.0,6.0,0.0,10000.0
granite,field_markovized,disruption,31,1.9375,autocorrelation,0.29857123881870906,0.04338339436056072,0.5580749401152595,6.0,6.0,0.0,10000.0
granite,field_markovized,disruption,32,2.0,autocorrelation,0.3025790635381061,0.055598392462364754,0.546135918242632,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,0,0.0,autocorrelation,1.0,1.0,1.0,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,1,0.0625,autocorrelation,0.9723935335303034,0.9610687422566097,0.9826381975855046,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,2,0.125,autocorrelation,0.9437608538260561,0.9183582116086688,0.9661126722339288,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,3,0.1875,autocorrelation,0.9153373465088451,0.8778169712809283,0.9473768930816311,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,4,0.25,autocorrelation,0.8900450873326159,0.8490072649615173,0.9281801684731238,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,5,0.3125,autocorrelation,0.8646943271787092,0.8126734073026491,0.9139006522895331,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,6,0.375,autocorrelation,0.836053206231861,0.7742042897484863,0.8951350981123349,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,7,0.4375,autocorrelation,0.8083940609670485,0.7285221303291576,0.8755155343144773,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,8,0.5,autocorrelation,0.7827552710689142,0.6875828323000351,0.8607452990644026,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,9,0.5625,autocorrelation,0.7560736316309539,0.6479366209484144,0.8429322479758786,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,10,0.625,autocorrelation,0.7260883885415391,0.6068138281721773,0.8234978159036411,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,11,0.6875,autocorrelation,0.6985252670061048,0.568029007067048,0.8080037910615908,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,12,0.75,autocorrelation,0.673585824317536,0.528798226412385,0.7969525497450887,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,13,0.8125,autocorrelation,0.6474017011928556,0.48909628609550126,0.7858606696338913,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,14,0.875,autocorrelation,0.6245948640988709,0.44913261736178883,0.7781925752557219,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,15,0.9375,autocorrelation,0.6023012179536059,0.4084254910648923,0.7676004385451295,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,16,1.0,autocorrelation,0.5818285502557826,0.36800967490581654,0.7596981583141164,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,17,1.0625,autocorrelation,0.558328414812495,0.3246765471944008,0.7473213228069605,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,18,1.125,autocorrelation,0.5364292006212533,0.28462736015388224,0.7396502711711662,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,19,1.1875,autocorrelation,0.5139461377752775,0.25250110846191504,0.7354281118239169,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,20,1.25,autocorrelation,0.49005579265732924,0.20875068707857233,0.7263770906462499,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,21,1.3125,autocorrelation,0.46707688226115374,0.1751696434924409,0.7149374867515167,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,22,1.375,autocorrelation,0.44321806667435854,0.12959321573675966,0.7028097910968135,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,23,1.4375,autocorrelation,0.4232644521718571,0.11501274010830202,0.6930486175912577,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,24,1.5,autocorrelation,0.4045003095616569,0.07213312067905482,0.6813203666647789,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,25,1.5625,autocorrelation,0.38508228794224336,0.04217475059466275,0.6689759849022073,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,26,1.625,autocorrelation,0.3627941033889807,0.00385364933516652,0.6534431461842346,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,27,1.6875,autocorrelation,0.34197436578259316,-0.025666231069459606,0.6407164845767767,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,28,1.75,autocorrelation,0.3254066943489512,-0.03131275322619511,0.6295009064043392,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,29,1.8125,autocorrelation,0.31013017894526235,-0.05731542454771918,0.6156056975004054,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,30,1.875,autocorrelation,0.29569827763905204,-0.06910275705771253,0.5993627273361242,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,31,1.9375,autocorrelation,0.2841271048375733,-0.08049564843772218,0.5865473989758906,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,32,2.0,autocorrelation,0.2750302029595151,-0.08278719320154972,0.5765183806078923,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,0,0.0,autocorrelation,1.0,1.0,1.0,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,1,0.0625,autocorrelation,0.9694466477053032,0.9362922810412874,0.9904365279812168,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,2,0.125,autocorrelation,0.9465198079356402,0.8966433906840852,0.9814246221445266,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,3,0.1875,autocorrelation,0.9187736725219796,0.843659702773357,0.9722663220437667,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,4,0.25,autocorrelation,0.8986490492082528,0.8159940138040142,0.9635106792607498,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,5,0.3125,autocorrelation,0.8749948496610808,0.7736792475354953,0.953384132599658,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,6,0.375,autocorrelation,0.860987957444301,0.7554149693868942,0.9463323789109224,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,7,0.4375,autocorrelation,0.8468608343930423,0.7418139312373202,0.9376919265090454,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,8,0.5,autocorrelation,0.8328664502352355,0.7250408931443687,0.9299988896717023,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,9,0.5625,autocorrelation,0.8187509025782272,0.7092960531701236,0.922239246454815,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,10,0.625,autocorrelation,0.8045126110285489,0.6826877918614379,0.91441212807952,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,11,0.6875,autocorrelation,0.7916968690900911,0.6680507585175818,0.9062587917735092,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,12,0.75,autocorrelation,0.7796481944838151,0.6514237766355804,0.8989134210947013,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,13,0.8125,autocorrelation,0.7674933641541356,0.6313551713168143,0.8938080465502133,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,14,0.875,autocorrelation,0.7570596862704421,0.6148558677401859,0.8840276698960553,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,15,0.9375,autocorrelation,0.74785620190691,0.6033191363166108,0.875570346113565,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,16,1.0,autocorrelation,0.7404155887251865,0.5980681899615727,0.867891166662672,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,17,1.0625,autocorrelation,0.7329082435866764,0.5924560702737548,0.8601431156471969,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,18,1.125,autocorrelation,0.7253332647081797,0.585340703633563,0.8517409081208341,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,19,1.1875,autocorrelation,0.7175160311341865,0.5781238862992691,0.8440892535891505,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,20,1.25,autocorrelation,0.7094532393915766,0.5715501721886554,0.8303925135899566,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,21,1.3125,autocorrelation,0.7013168148476643,0.5651770223143934,0.8227778940427201,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,22,1.375,autocorrelation,0.6928348741639759,0.562344064053662,0.8132479486927083,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,23,1.4375,autocorrelation,0.6842747589117745,0.5553064851034856,0.8078824281753514,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,24,1.5,autocorrelation,0.6756353833331635,0.5508094606197785,0.7937822318276827,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,25,1.5625,autocorrelation,0.6669156414701005,0.5451067782392288,0.7844541626699022,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,26,1.625,autocorrelation,0.6581144066924294,0.5316099065144065,0.7747288374554216,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,27,1.6875,autocorrelation,0.6492305312126204,0.5209337828664825,0.7672603904960432,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,28,1.75,autocorrelation,0.6402628455867757,0.5212158284108358,0.7553159450761368,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,29,1.8125,autocorrelation,0.6312101582014441,0.508474725325876,0.7493191076020119,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,30,1.875,autocorrelation,0.6220712547457762,0.4938284826709325,0.7325904071811512,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,31,1.9375,autocorrelation,0.6128448976685227,0.4846876095413093,0.7272567712905076,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,32,2.0,autocorrelation,0.6033452663407781,0.4872130029357407,0.7184013338419027,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,0,0.0,autocorrelation,1.0,1.0,1.0,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,1,0.0625,autocorrelation,0.9668836363800354,0.9386630013419505,0.9854021872627715,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,2,0.125,autocorrelation,0.9402402945146839,0.8993162273643348,0.9699210895772167,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,3,0.1875,autocorrelation,0.9133721143213546,0.8588887093773748,0.9543093497171,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,4,0.25,autocorrelation,0.886276237685709,0.8181185853057796,0.9385653069768134,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,5,0.3125,autocorrelation,0.8579288895962082,0.7762148078100656,0.9216664041349723,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,6,0.375,autocorrelation,0.8256907349897323,0.727773732025439,0.9042358138851502,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,7,0.4375,autocorrelation,0.8008489829062264,0.6997647259616909,0.8853741714391855,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,8,0.5,autocorrelation,0.7745856630536374,0.6675540843458633,0.8669934070350697,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,9,0.5625,autocorrelation,0.7480949551503765,0.6373763558471188,0.8516710698746901,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,10,0.625,autocorrelation,0.7201101117235903,0.6051799140519561,0.8324468087305502,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,11,0.6875,autocorrelation,0.691090351794268,0.5734335888711527,0.8115328344737724,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,12,0.75,autocorrelation,0.6610220580400078,0.5321262450411374,0.7896414297751492,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,13,0.8125,autocorrelation,0.630688845398045,0.4951711415056404,0.771121622861896,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,14,0.875,autocorrelation,0.6034286017668914,0.45874139023265165,0.7481158133011312,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,15,0.9375,autocorrelation,0.5759260448590166,0.4263068699722635,0.7406490297622671,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,16,1.0,autocorrelation,0.550691698488522,0.3922503574044142,0.7164114399152762,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,17,1.0625,autocorrelation,0.5252310351102202,0.36721543637704207,0.703782101812079,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,18,1.125,autocorrelation,0.4990836475913964,0.3307327500280286,0.676839642820083,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,19,1.1875,autocorrelation,0.4756486787569194,0.30011108059007424,0.6555775575024396,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,20,1.25,autocorrelation,0.45200066475121997,0.27793991459153994,0.6351638389717141,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,21,1.3125,autocorrelation,0.43030580679782676,0.2532959051849708,0.6162096059867714,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,22,1.375,autocorrelation,0.4084119134503657,0.2254868299216958,0.5945629238135286,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,23,1.4375,autocorrelation,0.38631623306744434,0.2067173785812256,0.5750057180727259,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,24,1.5,autocorrelation,0.3641913765414851,0.18213521505244787,0.5598771237396027,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,25,1.5625,autocorrelation,0.3418607073966798,0.1469414107546344,0.5404789751278447,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,26,1.625,autocorrelation,0.3193213404093997,0.12185411853964485,0.518781305596879,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,27,1.6875,autocorrelation,0.2963319994775458,0.09530423612677696,0.4980317435981174,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,28,1.75,autocorrelation,0.2771095044482757,0.0768359202559203,0.4780855824546939,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,29,1.8125,autocorrelation,0.25703694281581324,0.05882670661632713,0.4607799953040603,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,30,1.875,autocorrelation,0.24528672867763693,0.05227023820390172,0.44335485350531584,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,31,1.9375,autocorrelation,0.2343511336238082,0.04108518065964548,0.4289264582998898,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,32,2.0,autocorrelation,0.2233103886175388,0.035089408022220735,0.4117279949887284,6.0,6.0,0.0,10000.0
granite,field_persistent,recovery,0,0.0,autocorrelation,1.0,1.0,1.0,2.0,6.0,4.0,10000.0
granite,field_persistent,recovery,1,0.0625,autocorrelation,0.9641802042130077,0.9369595536959553,0.99140085473006,2.0,6.0,4.0,10000.0
granite,field_persistent,recovery,2,0.125,autocorrelation,0.9280594017387298,0.8733893557422969,0.9827294477351627,2.0,6.0,4.0,10000.0
granite,field_persistent,recovery,3,0.1875,autocorrelation,0.8916337823659348,0.809282700421941,0.9739848643099286,2.0,6.0,4.0,10000.0
granite,field_persistent,recovery,4,0.25,autocorrelation,0.8548994713035398,0.7446327683615819,0.9651661742454977,2.0,6.0,4.0,10000.0
granite,field_persistent,recovery,5,0.3125,autocorrelation,0.8178525278065714,0.6794326241134753,0.9562724314996675,2.0,6.0,4.0,10000.0
granite,field_persistent,recovery,6,0.375,autocorrelation,0.7804889437668936,0.6136752136752136,0.9473026738585737,2.0,6.0,4.0,10000.0
granite,field_persistent,recovery,7,0.4375,autocorrelation,0.742804642267648,0.5473533619456367,0.9382559225896592,2.0,6.0,4.0,10000.0
granite,field_persistent,recovery,8,0.5,autocorrelation,0.7047954761003052,0.4804597701149425,0.9291311820856679,2.0,6.0,4.0,10000.0
granite,field_persistent,recovery,9,0.5625,autocorrelation,0.6664572262432021,0.41298701298701296,0.9199274394993913,2.0,6.0,4.0,10000.0
granite,field_persistent,recovery,10,0.625,autocorrelation,0.627785600300385,0.34492753623188405,0.9106436643688859,2.0,6.0,4.0,10000.0
granite,field_persistent,recovery,11,0.6875,autocorrelation,0.5887762308995519,0.27627365356623,0.9012788082328738,2.0,6.0,4.0,10000.0
granite,field_persistent,recovery,12,0.75,autocorrelation,0.5494246740478343,0.20701754385964913,0.8918318042360196,2.0,6.0,4.0,10000.0
granite,field_persistent,recovery,13,0.8125,autocorrelation,0.5097264074441192,0.137151248164464,0.8823015667237746,2.0,6.0,4.0,10000.0
granite,field_persistent,recovery,14,0.875,autocorrelation,0.4696768287465661,0.06666666666666667,0.8726869908264655,2.0,6.0,4.0,10000.0
granite,field_persistent,recovery,15,0.9375,autocorrelation,0.42927125379392345,-0.0044444444444444444,0.8629869520322914,2.0,6.0,4.0,10000.0
granite,field_persistent,recovery,16,1.0,autocorrelation,0.42421920049348943,-0.0047619047619047615,0.8532003057488836,2.0,6.0,4.0,10000.0
granite,field_persistent,recovery,17,1.0625,autocorrelation,0.41912183729798436,-0.005082212257100149,0.8433258868530689,2.0,6.0,4.0,10000.0
granite,field_persistent,recovery,18,1.125,autocorrelation,0.41397855191152866,-0.005405405405405406,0.8333625092284627,2.0,6.0,4.0,10000.0
granite,field_persistent,recovery,19,1.1875,autocorrelation,0.40878872095596475,-0.005731523378582202,0.8233089652905117,2.0,6.0,4.0,10000.0
granite,field_persistent,recovery,20,1.25,autocorrelation,0.4035517097189866,-0.006060606060606061,0.8131640254985792,2.0,6.0,4.0,10000.0
granite,field_persistent,recovery,21,1.3125,autocorrelation,0.3982668718953694,-0.00639269406392694,0.8029264378546658,2.0,6.0,4.0,10000.0
granite,field_persistent,recovery,22,1.375,autocorrelation,0.3929335493210768,-0.006727828746177371,0.792594927388331,2.0,6.0,4.0,10000.0
granite,field_persistent,recovery,23,1.4375,autocorrelation,0.3875510717000166,-0.00706605222734255,0.7821681956273758,2.0,6.0,4.0,10000.0
granite,field_persistent,recovery,24,1.5,autocorrelation,0.38211875632320585,-0.007407407407407407,0.7716449200538191,2.0,6.0,4.0,10000.0
granite,field_persistent,recovery,25,1.5625,autocorrelation,0.3766359077800992,-0.007751937984496124,0.7610237535446945,2.0,6.0,4.0,10000.0
granite,field_persistent,recovery,26,1.625,autocorrelation,0.3711018176618233,-0.00809968847352025,0.7503033237971669,2.0,6.0,4.0,10000.0
granite,field_persistent,recovery,27,1.6875,autocorrelation,0.3655157642560518,-0.008450704225352112,0.7394822327374557,2.0,6.0,4.0,10000.0
granite,field_persistent,recovery,28,1.75,autocorrelation,0.35987701223324475,-0.00880503144654088,0.7285590559130304,2.0,6.0,4.0,10000.0
granite,field_persistent,recovery,29,1.8125,autocorrelation,0.35418481232396554,-0.009162717219589257,0.7175323418675204,2.0,6.0,4.0,10000.0
granite,field_persistent,recovery,30,1.875,autocorrelation,0.34843840098697887,-0.009523809523809523,0.7064006114977672,2.0,6.0,4.0,10000.0
granite,field_persistent,recovery,31,1.9375,autocorrelation,0.3426370000678202,-0.009888357256778309,0.6951623573924187,2.0,6.0,4.0,10000.0
granite,field_persistent,recovery,32,2.0,autocorrelation,0.33677981644751576,-0.010256410256410256,0.6838160431514417,2.0,6.0,4.0,10000.0
