phase,belief_magnetization,count,probability,model_key,cluster_id,panel_id,condition,memory_mode,n_agents
baseline,-0.375,0,0.0,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
baseline,-0.25,0,0.0,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
baseline,-0.125,3,0.0125,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
baseline,0.0,120,0.5,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
baseline,0.125,108,0.45,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
baseline,0.25,9,0.0375,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
baseline,0.375,0,0.0,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
baseline,0.5,0,0.0,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
baseline,0.625,0,0.0,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
baseline,0.75,0,0.0,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
baseline,0.875,0,0.0,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
baseline,1.0,0,0.0,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
disruption,-1.0,0,0.0,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
disruption,-0.875,0,0.0,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
disruption,-0.75,0,0.0,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
disruption,-0.625,0,0.0,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
disruption,-0.5,0,0.0,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
disruption,-0.375,3,0.0125,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
disruption,-0.25,6,0.025,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
disruption,-0.125,5,0.020833333333333332,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
disruption,0.0,182,0.7583333333333333,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
disruption,0.125,44,0.18333333333333332,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
disruption,0.25,0,0.0,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
disruption,0.375,0,0.0,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
disruption,0.5,0,0.0,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
disruption,0.625,0,0.0,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
disruption,0.75,0,0.0,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
disruption,0.875,0,0.0,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
disruption,1.0,0,0.0,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
recovery,-1.0,0,0.0,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
recovery,-0.875,0,0.0,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
recovery,-0.75,0,0.0,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
recovery,-0.625,0,0.0,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
recovery,-0.5,0,0.0,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
recovery,-0.375,0,0.0,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
recovery,-0.25,0,0.0,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
recovery,-0.125,0,0.0,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
recovery,0.0,228,0.95,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
recovery,0.125,7,0.029166666666666667,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
recovery,0.25,4,0.016666666666666666,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
recovery,0.375,1,0.004166666666666667,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
recovery,0.5,0,0.0,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
recovery,0.625,0,0.0,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
recovery,0.75,0,0.0,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
recovery,0.875,0,0.0,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
recovery,1.0,0,0.0,qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,16
baseline,-1.0,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
baseline,-0.875,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
baseline,-0.75,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
baseline,-0.625,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
baseline,-0.5,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
baseline,-0.375,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
baseline,-0.25,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
baseline,-0.125,12,0.05,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
baseline,0.0,215,0.8958333333333334,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
baseline,0.125,13,0.05416666666666667,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
baseline,0.25,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
baseline,0.375,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
baseline,0.5,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
baseline,0.625,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
baseline,0.75,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
baseline,0.875,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
baseline,1.0,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
disruption,-1.0,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
disruption,-0.875,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
disruption,-0.75,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
disruption,-0.625,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
disruption,-0.5,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
disruption,-0.375,3,0.0125,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
disruption,-0.25,6,0.025,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
disruption,-0.125,5,0.020833333333333332,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
disruption,0.0,226,0.9416666666666667,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
disruption,0.125,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
disruption,0.25,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
disruption,0.375,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
disruption,0.5,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
disruption,0.625,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
disruption,0.75,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
disruption,0.875,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
disruption,1.0,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
recovery,-1.0,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
recovery,-0.875,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
recovery,-0.75,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
recovery,-0.625,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
recovery,-0.5,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
recovery,-0.375,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
recovery,-0.25,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
recovery,-0.125,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
recovery,0.0,223,0.9291666666666667,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
recovery,0.125,11,0.04583333333333333,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
recovery,0.25,4,0.016666666666666666,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
recovery,0.375,2,0.008333333333333333,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
recovery,0.5,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
recovery,0.625,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
recovery,0.75,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
recovery,0.875,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
recovery,1.0,0,0.0,qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,16
baseline,-1.0,0,0.0,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
baseline,-0.875,0,0.0,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
baseline,-0.75,0,0.0,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
baseline,-0.625,0,0.0,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
baseline,-0.5,0,0.0,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
baseline,-0.375,0,0.0,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
baseline,-0.25,0,0.0,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
baseline,-0.125,3,0.0125,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
baseline,0.0,186,0.775,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
baseline,0.125,51,0.2125,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
baseline,0.25,0,0.0,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
baseline,0.375,0,0.0,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
baseline,0.5,0,0.0,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
baseline,0.625,0,0.0,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
baseline,0.75,0,0.0,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
baseline,0.875,0,0.0,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
baseline,1.0,0,0.0,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
disruption,-1.0,0,0.0,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
disruption,-0.875,0,0.0,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
disruption,-0.75,0,0.0,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
disruption,-0.625,0,0.0,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
disruption,-0.5,0,0.0,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
disruption,-0.375,3,0.0125,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
disruption,-0.25,6,0.025,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
disruption,-0.125,5,0.020833333333333332,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
disruption,0.0,207,0.8625,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
disruption,0.125,19,0.07916666666666666,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
disruption,0.25,0,0.0,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
disruption,0.375,0,0.0,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
disruption,0.5,0,0.0,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
disruption,0.625,0,0.0,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
disruption,0.75,0,0.0,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
disruption,0.875,0,0.0,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
disruption,1.0,0,0.0,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
recovery,-1.0,0,0.0,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
recovery,-0.875,0,0.0,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
recovery,-0.75,0,0.0,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
recovery,-0.625,0,0.0,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
recovery,-0.5,0,0.0,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
recovery,-0.375,0,0.0,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
recovery,-0.25,0,0.0,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
recovery,-0.125,0,0.0,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
recovery,0.0,205,0.8541666666666666,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
recovery,0.125,29,0.12083333333333333,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
recovery,0.25,4,0.016666666666666666,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
recovery,0.375,2,0.008333333333333333,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
recovery,0.5,0,0.0,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
recovery,0.625,0,0.0,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
recovery,0.75,0,0.0,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
recovery,0.875,0,0.0,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
recovery,1.0,0,0.0,qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,16
baseline,-1.0,0,0.0,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
baseline,-0.875,0,0.0,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
baseline,-0.75,0,0.0,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
baseline,-0.625,0,0.0,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
baseline,-0.5,0,0.0,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
baseline,-0.375,0,0.0,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
baseline,-0.25,0,0.0,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
baseline,-0.125,21,0.0875,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
baseline,0.0,131,0.5458333333333333,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
baseline,0.125,64,0.26666666666666666,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
baseline,0.25,23,0.09583333333333334,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
baseline,0.375,1,0.004166666666666667,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
baseline,0.5,0,0.0,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
baseline,0.625,0,0.0,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
baseline,0.75,0,0.0,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
baseline,0.875,0,0.0,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
baseline,1.0,0,0.0,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
disruption,-1.0,0,0.0,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
disruption,-0.875,0,0.0,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
disruption,-0.75,0,0.0,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
disruption,-0.625,0,0.0,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
disruption,-0.5,0,0.0,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
disruption,-0.375,0,0.0,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
disruption,-0.25,0,0.0,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
disruption,-0.125,12,0.05,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
disruption,0.0,228,0.95,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
disruption,0.125,0,0.0,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
disruption,0.25,0,0.0,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
disruption,0.375,0,0.0,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
disruption,0.5,0,0.0,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
disruption,0.625,0,0.0,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
disruption,0.75,0,0.0,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
disruption,0.875,0,0.0,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
disruption,1.0,0,0.0,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
recovery,-1.0,0,0.0,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
recovery,-0.875,0,0.0,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
recovery,-0.75,0,0.0,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
recovery,-0.625,0,0.0,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
recovery,-0.5,0,0.0,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
recovery,-0.375,0,0.0,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
recovery,-0.25,0,0.0,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
recovery,-0.125,26,0.10833333333333334,qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,16
