episode_path,ledger_path,run_id,events,ledger_sha256_match,ledger_digest_match,metric_regeneration_match,privacy_failures,maximum_reconstructed_conservation_residual,finite_metrics,status,mismatch_reasons
raw/development_formal_communication/v7-development_formal_communication-humanitarian-medium-high-high-high-random_geometric-private_fragmented-787027-always_act-periodic-agent_event_triggered/episode.json.gz,raw/development_formal_communication/v7-development_formal_communication-humanitarian-medium-high-high-high-random_geometric-private_fragmented-787027-always_act-periodic-agent_event_triggered/events.jsonl.gz,v7-development_formal_communication-humanitarian-medium-high-high-high-random_geometric-private_fragmented-787027-always_act-periodic-agent_event_triggered,45702,True,True,True,0,1.4210854715202004e-13,True,pass,
raw/development_formal_communication/v7-development_formal_communication-humanitarian-medium-high-high-high-random_geometric-private_fragmented-787028-always_act-always_on-agent_event_triggered/episode.json.gz,raw/development_formal_communication/v7-development_formal_communication-humanitarian-medium-high-high-high-random_geometric-private_fragmented-787028-always_act-always_on-agent_event_triggered/events.jsonl.gz,v7-development_formal_communication-humanitarian-medium-high-high-high-random_geometric-private_fragmented-787028-always_act-always_on-agent_event_triggered,78497,True,True,True,0,4.263256414560601e-14,True,pass,
raw/development_formal_communication/v7-development_formal_communication-humanitarian-medium-high-high-high-random_geometric-private_fragmented-787028-always_act-event_triggered-agent_event_triggered/episode.json.gz,raw/development_formal_communication/v7-development_formal_communication-humanitarian-medium-high-high-high-random_geometric-private_fragmented-787028-always_act-event_triggered-agent_event_triggered/events.jsonl.gz,v7-development_formal_communication-humanitarian-medium-high-high-high-random_geometric-private_fragmented-787028-always_act-event_triggered-agent_event_triggered,48858,True,True,True,0,4.263256414560601e-14,True,pass,
raw/development_formal_communication/v7-development_formal_communication-humanitarian-medium-high-high-high-random_geometric-private_fragmented-787028-always_act-none-agent_event_triggered/episode.json.gz,raw/development_formal_communication/v7-development_formal_communication-humanitarian-medium-high-high-high-random_geometric-private_fragmented-787028-always_act-none-agent_event_triggered/events.jsonl.gz,v7-development_formal_communication-humanitarian-medium-high-high-high-random_geometric-private_fragmented-787028-always_act-none-agent_event_triggered,8799,True,True,True,0,4.263256414560601e-14,True,pass,
raw/development_formal_communication/v7-development_formal_communication-humanitarian-medium-high-high-high-random_geometric-private_fragmented-787028-always_act-periodic-agent_event_triggered/episode.json.gz,raw/development_formal_communication/v7-development_formal_communication-humanitarian-medium-high-high-high-random_geometric-private_fragmented-787028-always_act-periodic-agent_event_triggered/events.jsonl.gz,v7-development_formal_communication-humanitarian-medium-high-high-high-random_geometric-private_fragmented-787028-always_act-periodic-agent_event_triggered,46411,True,True,True,0,4.263256414560601e-14,True,pass,
raw/development_formal_communication/v7-development_formal_communication-humanitarian-medium-high-high-high-small_world-private_fragmented-787025-always_act-always_on-agent_event_triggered/episode.json.gz,raw/development_formal_communication/v7-development_formal_communication-humanitarian-medium-high-high-high-small_world-private_fragmented-787025-always_act-always_on-agent_event_triggered/events.jsonl.gz,v7-development_formal_communication-humanitarian-medium-high-high-high-small_world-private_fragmented-787025-always_act-always_on-agent_event_triggered,108886,True,True,True,0,2.7000623958883807e-13,True,pass,
raw/development_formal_communication/v7-development_formal_communication-humanitarian-medium-high-high-high-small_world-private_fragmented-787025-always_act-event_triggered-agent_event_triggered/episode.json.gz,raw/development_formal_communication/v7-development_formal_communication-humanitarian-medium-high-high-high-small_world-private_fragmented-787025-always_act-event_triggered-agent_event_triggered/events.jsonl.gz,v7-development_formal_communication-humanitarian-medium-high-high-high-small_world-private_fragmented-787025-always_act-event_triggered-agent_event_triggered,74472,True,True,True,0,2.7000623958883807e-13,True,pass,
raw/development_formal_communication/v7-development_formal_communication-humanitarian-medium-high-high-high-small_world-private_fragmented-787025-always_act-none-agent_event_triggered/episode.json.gz,raw/development_formal_communication/v7-development_formal_communication-humanitarian-medium-high-high-high-small_world-private_fragmented-787025-always_act-none-agent_event_triggered/events.jsonl.gz,v7-development_formal_communication-humanitarian-medium-high-high-high-small_world-private_fragmented-787025-always_act-none-agent_event_triggered,8868,True,True,True,0,2.7000623958883807e-13,True,pass,
raw/development_formal_communication/v7-development_formal_communication-humanitarian-medium-high-high-high-small_world-private_fragmented-787025-always_act-periodic-agent_event_triggered/episode.json.gz,raw/development_formal_communication/v7-development_formal_communication-humanitarian-medium-high-high-high-small_world-private_fragmented-787025-always_act-periodic-agent_event_triggered/events.jsonl.gz,v7-development_formal_communication-humanitarian-medium-high-high-high-small_world-private_fragmented-787025-always_act-periodic-agent_event_triggered,62358,True,True,True,0,2.7000623958883807e-13,True,pass,
raw/development_formal_communication/v7-development_formal_communication-humanitarian-medium-high-high-high-small_world-private_fragmented-787029-always_act-always_on-agent_event_triggered/episode.json.gz,raw/development_formal_communication/v7-development_formal_communication-humanitarian-medium-high-high-high-small_world-private_fragmented-787029-always_act-always_on-agent_event_triggered/events.jsonl.gz,v7-development_formal_communication-humanitarian-medium-high-high-high-small_world-private_fragmented-787029-always_act-always_on-agent_event_triggered,91755,True,True,True,0,2.842170943040401e-14,True,pass,
raw/development_formal_communication/v7-development_formal_communication-humanitarian-medium-high-high-high-small_world-private_fragmented-787029-always_act-event_triggered-agent_event_triggered/episode.json.gz,raw/development_formal_communication/v7-development_formal_communication-humanitarian-medium-high-high-high-small_world-private_fragmented-787029-always_act-event_triggered-agent_event_triggered/events.jsonl.gz,v7-development_formal_communication-humanitarian-medium-high-high-high-small_world-private_fragmented-787029-always_act-event_triggered-agent_event_triggered,60079,True,True,True,0,2.842170943040401e-14,True,pass,
raw/development_formal_communication/v7-development_formal_communication-humanitarian-medium-high-high-high-small_world-private_fragmented-787029-always_act-none-agent_event_triggered/episode.json.gz,raw/development_formal_communication/v7-development_formal_communication-humanitarian-medium-high-high-high-small_world-private_fragmented-787029-always_act-none-agent_event_triggered/events.jsonl.gz,v7-development_formal_communication-humanitarian-medium-high-high-high-small_world-private_fragmented-787029-always_act-none-agent_event_triggered,8812,True,True,True,0,2.842170943040401e-14,True,pass,
raw/development_formal_communication/v7-development_formal_communication-humanitarian-medium-high-high-high-small_world-private_fragmented-787029-always_act-periodic-agent_event_triggered/episode.json.gz,raw/development_formal_communication/v7-development_formal_communication-humanitarian-medium-high-high-high-small_world-private_fragmented-787029-always_act-periodic-agent_event_triggered/events.jsonl.gz,v7-development_formal_communication-humanitarian-medium-high-high-high-small_world-private_fragmented-787029-always_act-periodic-agent_event_triggered,53063,True,True,True,0,2.842170943040401e-14,True,pass,
raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-grid-private_fragmented-787077-always_act-always_on-agent_event_triggered/episode.json.gz,raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-grid-private_fragmented-787077-always_act-always_on-agent_event_triggered/events.jsonl.gz,v7-development_formal_communication-utility_restoration-medium-high-high-high-grid-private_fragmented-787077-always_act-always_on-agent_event_triggered,32087,True,True,True,0,1.5365486660812167e-13,True,pass,
raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-grid-private_fragmented-787077-always_act-event_triggered-agent_event_triggered/episode.json.gz,raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-grid-private_fragmented-787077-always_act-event_triggered-agent_event_triggered/events.jsonl.gz,v7-development_formal_communication-utility_restoration-medium-high-high-high-grid-private_fragmented-787077-always_act-event_triggered-agent_event_triggered,22320,True,True,True,0,1.5365486660812167e-13,True,pass,
raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-grid-private_fragmented-787077-always_act-none-agent_event_triggered/episode.json.gz,raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-grid-private_fragmented-787077-always_act-none-agent_event_triggered/events.jsonl.gz,v7-development_formal_communication-utility_restoration-medium-high-high-high-grid-private_fragmented-787077-always_act-none-agent_event_triggered,7581,True,True,True,0,1.5365486660812167e-13,True,pass,
raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-grid-private_fragmented-787077-always_act-periodic-agent_event_triggered/episode.json.gz,raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-grid-private_fragmented-787077-always_act-periodic-agent_event_triggered/events.jsonl.gz,v7-development_formal_communication-utility_restoration-medium-high-high-high-grid-private_fragmented-787077-always_act-periodic-agent_event_triggered,20463,True,True,True,0,1.5365486660812167e-13,True,pass,
raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-grid-private_fragmented-787078-always_act-always_on-agent_event_triggered/episode.json.gz,raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-grid-private_fragmented-787078-always_act-always_on-agent_event_triggered/events.jsonl.gz,v7-development_formal_communication-utility_restoration-medium-high-high-high-grid-private_fragmented-787078-always_act-always_on-agent_event_triggered,34637,True,True,True,0,9.769962616701378e-14,True,pass,
raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-grid-private_fragmented-787078-always_act-event_triggered-agent_event_triggered/episode.json.gz,raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-grid-private_fragmented-787078-always_act-event_triggered-agent_event_triggered/events.jsonl.gz,v7-development_formal_communication-utility_restoration-medium-high-high-high-grid-private_fragmented-787078-always_act-event_triggered-agent_event_triggered,22766,True,True,True,0,9.769962616701378e-14,True,pass,
raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-grid-private_fragmented-787078-always_act-none-agent_event_triggered/episode.json.gz,raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-grid-private_fragmented-787078-always_act-none-agent_event_triggered/events.jsonl.gz,v7-development_formal_communication-utility_restoration-medium-high-high-high-grid-private_fragmented-787078-always_act-none-agent_event_triggered,7655,True,True,True,0,9.769962616701378e-14,True,pass,
raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-grid-private_fragmented-787078-always_act-periodic-agent_event_triggered/episode.json.gz,raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-grid-private_fragmented-787078-always_act-periodic-agent_event_triggered/events.jsonl.gz,v7-development_formal_communication-utility_restoration-medium-high-high-high-grid-private_fragmented-787078-always_act-periodic-agent_event_triggered,22131,True,True,True,0,9.769962616701378e-14,True,pass,
raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-modular-private_fragmented-787076-always_act-always_on-agent_event_triggered/episode.json.gz,raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-modular-private_fragmented-787076-always_act-always_on-agent_event_triggered/events.jsonl.gz,v7-development_formal_communication-utility_restoration-medium-high-high-high-modular-private_fragmented-787076-always_act-always_on-agent_event_triggered,33964,True,True,True,0,7.993605777301127e-14,True,pass,
raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-modular-private_fragmented-787076-always_act-event_triggered-agent_event_triggered/episode.json.gz,raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-modular-private_fragmented-787076-always_act-event_triggered-agent_event_triggered/events.jsonl.gz,v7-development_formal_communication-utility_restoration-medium-high-high-high-modular-private_fragmented-787076-always_act-event_triggered-agent_event_triggered,22514,True,True,True,0,7.993605777301127e-14,True,pass,
raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-modular-private_fragmented-787076-always_act-none-agent_event_triggered/episode.json.gz,raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-modular-private_fragmented-787076-always_act-none-agent_event_triggered/events.jsonl.gz,v7-development_formal_communication-utility_restoration-medium-high-high-high-modular-private_fragmented-787076-always_act-none-agent_event_triggered,7700,True,True,True,0,7.993605777301127e-14,True,pass,
raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-modular-private_fragmented-787076-always_act-periodic-agent_event_triggered/episode.json.gz,raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-modular-private_fragmented-787076-always_act-periodic-agent_event_triggered/events.jsonl.gz,v7-development_formal_communication-utility_restoration-medium-high-high-high-modular-private_fragmented-787076-always_act-periodic-agent_event_triggered,21521,True,True,True,0,7.993605777301127e-14,True,pass,
raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-modular-private_fragmented-787080-always_act-always_on-agent_event_triggered/episode.json.gz,raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-modular-private_fragmented-787080-always_act-always_on-agent_event_triggered/events.jsonl.gz,v7-development_formal_communication-utility_restoration-medium-high-high-high-modular-private_fragmented-787080-always_act-always_on-agent_event_triggered,24026,True,True,True,0,7.993605777301127e-14,True,pass,
raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-modular-private_fragmented-787080-always_act-event_triggered-agent_event_triggered/episode.json.gz,raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-modular-private_fragmented-787080-always_act-event_triggered-agent_event_triggered/events.jsonl.gz,v7-development_formal_communication-utility_restoration-medium-high-high-high-modular-private_fragmented-787080-always_act-event_triggered-agent_event_triggered,16976,True,True,True,0,7.993605777301127e-14,True,pass,
raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-modular-private_fragmented-787080-always_act-none-agent_event_triggered/episode.json.gz,raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-modular-private_fragmented-787080-always_act-none-agent_event_triggered/events.jsonl.gz,v7-development_formal_communication-utility_restoration-medium-high-high-high-modular-private_fragmented-787080-always_act-none-agent_event_triggered,7555,True,True,True,0,7.993605777301127e-14,True,pass,
raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-modular-private_fragmented-787080-always_act-periodic-agent_event_triggered/episode.json.gz,raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-modular-private_fragmented-787080-always_act-periodic-agent_event_triggered/events.jsonl.gz,v7-development_formal_communication-utility_restoration-medium-high-high-high-modular-private_fragmented-787080-always_act-periodic-agent_event_triggered,15772,True,True,True,0,7.993605777301127e-14,True,pass,
raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-scale_free-private_fragmented-787075-always_act-always_on-agent_event_triggered/episode.json.gz,raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-scale_free-private_fragmented-787075-always_act-always_on-agent_event_triggered/events.jsonl.gz,v7-development_formal_communication-utility_restoration-medium-high-high-high-scale_free-private_fragmented-787075-always_act-always_on-agent_event_triggered,104021,True,True,True,0,1.5365486660812167e-13,True,pass,
raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-scale_free-private_fragmented-787075-always_act-event_triggered-agent_event_triggered/episode.json.gz,raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-scale_free-private_fragmented-787075-always_act-event_triggered-agent_event_triggered/events.jsonl.gz,v7-development_formal_communication-utility_restoration-medium-high-high-high-scale_free-private_fragmented-787075-always_act-event_triggered-agent_event_triggered,62236,True,True,True,0,1.5365486660812167e-13,True,pass,
raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-scale_free-private_fragmented-787075-always_act-none-agent_event_triggered/episode.json.gz,raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-scale_free-private_fragmented-787075-always_act-none-agent_event_triggered/events.jsonl.gz,v7-development_formal_communication-utility_restoration-medium-high-high-high-scale_free-private_fragmented-787075-always_act-none-agent_event_triggered,7677,True,True,True,0,1.5365486660812167e-13,True,pass,
raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-scale_free-private_fragmented-787075-always_act-periodic-agent_event_triggered/episode.json.gz,raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-scale_free-private_fragmented-787075-always_act-periodic-agent_event_triggered/events.jsonl.gz,v7-development_formal_communication-utility_restoration-medium-high-high-high-scale_free-private_fragmented-787075-always_act-periodic-agent_event_triggered,59092,True,True,True,0,1.5365486660812167e-13,True,pass,
raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-scale_free-private_fragmented-787079-always_act-always_on-agent_event_triggered/episode.json.gz,raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-scale_free-private_fragmented-787079-always_act-always_on-agent_event_triggered/events.jsonl.gz,v7-development_formal_communication-utility_restoration-medium-high-high-high-scale_free-private_fragmented-787079-always_act-always_on-agent_event_triggered,110351,True,True,True,0,9.059419880941277e-14,True,pass,
raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-scale_free-private_fragmented-787079-always_act-event_triggered-agent_event_triggered/episode.json.gz,raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-scale_free-private_fragmented-787079-always_act-event_triggered-agent_event_triggered/events.jsonl.gz,v7-development_formal_communication-utility_restoration-medium-high-high-high-scale_free-private_fragmented-787079-always_act-event_triggered-agent_event_triggered,69274,True,True,True,0,9.059419880941277e-14,True,pass,
raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-scale_free-private_fragmented-787079-always_act-none-agent_event_triggered/episode.json.gz,raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-scale_free-private_fragmented-787079-always_act-none-agent_event_triggered/events.jsonl.gz,v7-development_formal_communication-utility_restoration-medium-high-high-high-scale_free-private_fragmented-787079-always_act-none-agent_event_triggered,7571,True,True,True,0,9.059419880941277e-14,True,pass,
raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-scale_free-private_fragmented-787079-always_act-periodic-agent_event_triggered/episode.json.gz,raw/development_formal_communication/v7-development_formal_communication-utility_restoration-medium-high-high-high-scale_free-private_fragmented-787079-always_act-periodic-agent_event_triggered/events.jsonl.gz,v7-development_formal_communication-utility_restoration-medium-high-high-high-scale_free-private_fragmented-787079-always_act-periodic-agent_event_triggered,61321,True,True,True,0,9.059419880941277e-14,True,pass,
raw/development_formal_dynamic/v7-development_formal_dynamic-humanitarian-large-high-high-high-modular-private_fragmented-787043-crossfit_generalized_entropic-event_triggered-agent_event_triggered/episode.json.gz,raw/development_formal_dynamic/v7-development_formal_dynamic-humanitarian-large-high-high-high-modular-private_fragmented-787043-crossfit_generalized_entropic-event_triggered-agent_event_triggered/events.jsonl.gz,v7-development_formal_dynamic-humanitarian-large-high-high-high-modular-private_fragmented-787043-crossfit_generalized_entropic-event_triggered-agent_event_triggered,171651,True,True,True,0,7.105427357601002e-13,True,pass,
raw/development_formal_dynamic/v7-development_formal_dynamic-humanitarian-large-high-high-high-modular-private_fragmented-787043-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered/episode.json.gz,raw/development_formal_dynamic/v7-development_formal_dynamic-humanitarian-large-high-high-high-modular-private_fragmented-787043-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered/events.jsonl.gz,v7-development_formal_dynamic-humanitarian-large-high-high-high-modular-private_fragmented-787043-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,171655,True,True,True,0,8.242295734817162e-13,True,pass,
raw/development_formal_dynamic/v7-development_formal_dynamic-humanitarian-large-high-high-high-random_geometric-private_fragmented-787041-crossfit_generalized_entropic-event_triggered-agent_event_triggered/episode.json.gz,raw/development_formal_dynamic/v7-development_formal_dynamic-humanitarian-large-high-high-high-random_geometric-private_fragmented-787041-crossfit_generalized_entropic-event_triggered-agent_event_triggered/events.jsonl.gz,v7-development_formal_dynamic-humanitarian-large-high-high-high-random_geometric-private_fragmented-787041-crossfit_generalized_entropic-event_triggered-agent_event_triggered,286494,True,True,True,0,4.547473508864641e-13,True,pass,
raw/development_formal_dynamic/v7-development_formal_dynamic-humanitarian-large-high-high-high-random_geometric-private_fragmented-787041-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered/episode.json.gz,raw/development_formal_dynamic/v7-development_formal_dynamic-humanitarian-large-high-high-high-random_geometric-private_fragmented-787041-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered/events.jsonl.gz,v7-development_formal_dynamic-humanitarian-large-high-high-high-random_geometric-private_fragmented-787041-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,286496,True,True,True,0,3.6415315207705135e-14,True,pass,
raw/development_formal_dynamic/v7-development_formal_dynamic-humanitarian-large-high-high-high-random_geometric-private_fragmented-787044-crossfit_generalized_entropic-event_triggered-agent_event_triggered/episode.json.gz,raw/development_formal_dynamic/v7-development_formal_dynamic-humanitarian-large-high-high-high-random_geometric-private_fragmented-787044-crossfit_generalized_entropic-event_triggered-agent_event_triggered/events.jsonl.gz,v7-development_formal_dynamic-humanitarian-large-high-high-high-random_geometric-private_fragmented-787044-crossfit_generalized_entropic-event_triggered-agent_event_triggered,516444,True,True,True,0,5.861977570020827e-14,True,pass,
raw/development_formal_dynamic/v7-development_formal_dynamic-humanitarian-large-high-high-high-random_geometric-private_fragmented-787044-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered/episode.json.gz,raw/development_formal_dynamic/v7-development_formal_dynamic-humanitarian-large-high-high-high-random_geometric-private_fragmented-787044-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered/events.jsonl.gz,v7-development_formal_dynamic-humanitarian-large-high-high-high-random_geometric-private_fragmented-787044-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,517273,True,True,True,0,9.379164112033322e-13,True,pass,
raw/development_formal_dynamic/v7-development_formal_dynamic-humanitarian-large-high-high-high-small_world-private_fragmented-787042-crossfit_generalized_entropic-event_triggered-agent_event_triggered/episode.json.gz,raw/development_formal_dynamic/v7-development_formal_dynamic-humanitarian-large-high-high-high-small_world-private_fragmented-787042-crossfit_generalized_entropic-event_triggered-agent_event_triggered/events.jsonl.gz,v7-development_formal_dynamic-humanitarian-large-high-high-high-small_world-private_fragmented-787042-crossfit_generalized_entropic-event_triggered-agent_event_triggered,191904,True,True,True,0,1.2789769243681803e-13,True,pass,
