model_key,cluster_id,condition,sweep,phase,macrostate_distance,reference_energy_per_agent,configuration_entropy
qwen,V15Q_g0,field_markovized,20,disruption,32.23868709216265,-1.8,1.2993977262607976
qwen,V15Q_g0,field_markovized,21,disruption,2.9075372024279487,-1.74375,0.5172502020286037
qwen,V15Q_g0,field_markovized,22,disruption,2.031586345484285,-1.8,0.654843055442027
qwen,V15Q_g0,field_markovized,23,disruption,1.9948335079819803,-1.8,0.6474466390346325
qwen,V15Q_g0,field_markovized,24,disruption,1.5329357487242146,-1.8,0.5172502020286037
qwen,V15Q_g0,field_markovized,25,disruption,1.5514438750297848,-1.8,0.5172502020286037
qwen,V15Q_g0,field_markovized,26,disruption,1.4822473042095157,-1.8,0.4227090878059908
qwen,V15Q_g0,field_markovized,27,disruption,1.6950526312503027,-1.8,-0.0
qwen,V15Q_g0,field_markovized,28,disruption,1.6950526312503027,-1.8,-0.0
qwen,V15Q_g0,field_markovized,29,disruption,3.1570115288363017,-1.6062500000000002,0.0671968803626978
qwen,V15Q_g0,field_markovized,30,disruption,1.4700791965752016,-1.8,0.482577565177012
qwen,V15Q_g0,field_markovized,31,recovery,39.971210598195015,-1.8,1.37726680503263
qwen,V15Q_g0,field_markovized,32,recovery,91.05879536089289,-1.8,1.37726680503263
qwen,V15Q_g0,field_markovized,33,recovery,96.87631969502038,-1.8,1.37726680503263
qwen,V15Q_g0,field_markovized,34,recovery,84.41903698227621,-1.8,1.3616667225874577
qwen,V15Q_g0,field_markovized,35,recovery,37.87049904774876,-1.8,0.9383509393416803
qwen,V15Q_g0,field_markovized,36,recovery,1.6950526312503027,-1.8,-0.0
qwen,V15Q_g0,field_markovized,37,recovery,1.6950526312503027,-1.8,-0.0
qwen,V15Q_g0,field_markovized,38,recovery,1.6950526312503027,-1.8,-0.0
qwen,V15Q_g0,field_markovized,39,recovery,1.6950526312503027,-1.8,-0.0
qwen,V15Q_g0,field_markovized,40,recovery,1.6950526312503027,-1.8,-0.0
qwen,V15Q_g0,field_markovized,41,recovery,1.6950526312503027,-1.8,-0.0
qwen,V15Q_g0,field_markovized,42,recovery,1.6950526312503027,-1.8,-0.0
qwen,V15Q_g0,field_markovized,43,recovery,1.6950526312503027,-1.8,-0.0
qwen,V15Q_g0,field_markovized,44,recovery,1.6950526312503027,-1.8,-0.0
qwen,V15Q_g0,field_markovized,45,recovery,1.6950526312503027,-1.8,-0.0
qwen,V15Q_g1,nominal_markovized,1,baseline,9.075082345603512,-1.1125,2.1873223188492537
qwen,V15Q_g1,nominal_markovized,2,baseline,8.146975389785505,-1.35,1.922939049602882
qwen,V15Q_g1,nominal_markovized,3,baseline,6.508798539091971,-1.3958333333333337,2.138994614082728
qwen,V15Q_g1,nominal_markovized,4,baseline,6.623399199682663,-1.3958333333333337,1.8959054879498924
qwen,V15Q_g1,nominal_markovized,5,baseline,6.59751377253958,-1.46875,2.002419321959048
qwen,V15Q_g1,nominal_markovized,6,baseline,3.231094622184737,-1.6625,1.5168822997094584
qwen,V15Q_g1,nominal_markovized,7,baseline,3.2167267147054077,-1.6625,1.276287260746745
qwen,V15Q_g1,nominal_markovized,8,baseline,2.815388461004611,-1.6625,1.055744759277978
qwen,V15Q_g1,nominal_markovized,9,baseline,1.365506277600233,-1.6625,0.7284808671602896
qwen,V15Q_g1,nominal_markovized,10,baseline,0.9037115062155564,-1.6625,0.4003991744489694
qwen,V15Q_g1,nominal_markovized,11,baseline,0.8573324436254108,-1.6625,-0.0
qwen,V15Q_g1,nominal_markovized,12,baseline,0.8573324436254108,-1.6625,-0.0
qwen,V15Q_g1,nominal_markovized,13,baseline,0.8573324436254108,-1.6625,-0.0
qwen,V15Q_g1,nominal_markovized,14,baseline,3.996789454915788,-1.74375,0.4437922953464478
qwen,V15Q_g1,nominal_markovized,15,baseline,1.300677067081588,-1.6625,0.5623351446188083
qwen,V15Q_g1,nominal_markovized,16,disruption,1.3608475007307297,-1.6625,0.5623351446188083
qwen,V15Q_g1,nominal_markovized,17,disruption,1.3006362073803983,-1.6625,0.5623351446188083
qwen,V15Q_g1,nominal_markovized,18,disruption,1.297579877199904,-1.6625,0.5623351446188083
qwen,V15Q_g1,nominal_markovized,19,disruption,0.6715504790267883,-1.6625,0.2967152565836348
qwen,V15Q_g1,nominal_markovized,20,disruption,4.036486089540522,-1.74375,0.0671968803626978
qwen,V15Q_g1,nominal_markovized,21,disruption,0.9213471444666712,-1.6625,0.4227090878059908
qwen,V15Q_g1,nominal_markovized,22,disruption,0.9369755525690184,-1.6625,0.4227090878059908
qwen,V15Q_g1,nominal_markovized,23,disruption,0.9317579004619898,-1.6625,0.4227090878059908
qwen,V15Q_g1,nominal_markovized,24,disruption,0.908081591572403,-1.6625,0.4227090878059908
qwen,V15Q_g1,nominal_markovized,25,disruption,0.8944007277082657,-1.6625,0.4003991744489694
qwen,V15Q_g1,nominal_markovized,26,disruption,0.8573324436254108,-1.6625,-0.0
qwen,V15Q_g1,nominal_markovized,27,disruption,0.8573324436254108,-1.6625,-0.0
qwen,V15Q_g1,nominal_markovized,28,disruption,0.8573324436254108,-1.6625,-0.0
qwen,V15Q_g1,nominal_markovized,29,disruption,0.8573324436254108,-1.6625,-0.0
qwen,V15Q_g1,nominal_markovized,30,disruption,0.8573324436254108,-1.6625,-0.0
qwen,V15Q_g1,nominal_markovized,31,recovery,3.3226101730905198,-1.6062500000000002,0.3517104788493895
qwen,V15Q_g1,nominal_markovized,32,recovery,1.0948863617503866,-1.6625,0.5172502020286037
qwen,V15Q_g1,nominal_markovized,33,recovery,1.064026397479128,-1.6625,0.5172502020286037
qwen,V15Q_g1,nominal_markovized,34,recovery,1.0959924941672283,-1.6625,0.5172502020286037
qwen,V15Q_g1,nominal_markovized,35,recovery,1.0447348847262206,-1.6625,0.5172502020286037
qwen,V15Q_g1,nominal_markovized,36,recovery,0.699366755049995,-1.6625,0.3250829733914482
qwen,V15Q_g1,nominal_markovized,37,recovery,0.8573324436254108,-1.6625,-0.0
qwen,V15Q_g1,nominal_markovized,38,recovery,0.8573324436254108,-1.6625,-0.0
qwen,V15Q_g1,nominal_markovized,39,recovery,0.8573324436254108,-1.6625,-0.0
qwen,V15Q_g1,nominal_markovized,40,recovery,0.8573324436254108,-1.6625,-0.0
qwen,V15Q_g1,nominal_markovized,41,recovery,0.8573324436254108,-1.6625,-0.0
qwen,V15Q_g1,nominal_markovized,42,recovery,0.8573324436254108,-1.6625,-0.0
qwen,V15Q_g1,nominal_markovized,43,recovery,3.987651678035464,-1.74375,0.3250829733914482
qwen,V15Q_g1,nominal_markovized,44,recovery,0.7479473469153902,-1.6625,0.3517104788493895
qwen,V15Q_g1,nominal_markovized,45,recovery,0.7578036285941626,-1.6625,0.3517104788493895
qwen,V15Q_g1,field_markovized,1,baseline,9.16565703741701,-1.1125,2.1873223188492537
qwen,V15Q_g1,field_markovized,2,baseline,8.10938605255781,-1.35,1.922939049602882
qwen,V15Q_g1,field_markovized,3,baseline,6.525044467087994,-1.3958333333333337,2.138994614082728
qwen,V15Q_g1,field_markovized,4,baseline,6.624793237197454,-1.3958333333333337,1.8959054879498924
qwen,V15Q_g1,field_markovized,5,baseline,6.61979782426315,-1.46875,2.002419321959048
qwen,V15Q_g1,field_markovized,6,baseline,3.2535955992031984,-1.6625,1.5168822997094584
qwen,V15Q_g1,field_markovized,7,baseline,3.173947536524046,-1.6625,1.276287260746745
qwen,V15Q_g1,field_markovized,8,baseline,2.8164406957279997,-1.6625,1.055744759277978
qwen,V15Q_g1,field_markovized,9,baseline,1.362538002149683,-1.6625,0.7284808671602896
qwen,V15Q_g1,field_markovized,10,baseline,0.9069680538884184,-1.6625,0.4003991744489694
qwen,V15Q_g1,field_markovized,11,baseline,0.8573324436254108,-1.6625,-0.0
qwen,V15Q_g1,field_markovized,12,baseline,0.8573324436254108,-1.6625,-0.0
qwen,V15Q_g1,field_markovized,13,baseline,0.8573324436254108,-1.6625,-0.0
qwen,V15Q_g1,field_markovized,14,baseline,3.9909584904618662,-1.74375,0.4437922953464478
qwen,V15Q_g1,field_markovized,15,baseline,1.352850095822019,-1.6625,0.5623351446188083
qwen,V15Q_g1,field_markovized,16,disruption,46.2577302931098,-1.6625,1.4242631647616797
qwen,V15Q_g1,field_markovized,17,disruption,106.09596690531846,-1.6625,1.4242631647616797
qwen,V15Q_g1,field_markovized,18,disruption,110.02434937361848,-1.6625,1.4242631647616797
qwen,V15Q_g1,field_markovized,19,disruption,105.4639646377232,-1.6625,1.2129326183457454
qwen,V15Q_g1,field_markovized,20,disruption,44.853784814879575,-1.6625,0.9730082983696776
qwen,V15Q_g1,field_markovized,21,disruption,0.8573324436254108,-1.6625,-0.0
qwen,V15Q_g1,field_markovized,22,disruption,0.8573324436254108,-1.6625,-0.0
qwen,V15Q_g1,field_markovized,23,disruption,0.8573324436254108,-1.6625,-0.0
qwen,V15Q_g1,field_markovized,24,disruption,0.8573324436254108,-1.6625,-0.0
qwen,V15Q_g1,field_markovized,25,disruption,0.8573324436254108,-1.6625,-0.0
qwen,V15Q_g1,field_markovized,26,disruption,0.8573324436254108,-1.6625,-0.0
qwen,V15Q_g1,field_markovized,27,disruption,0.8573324436254108,-1.6625,-0.0
qwen,V15Q_g1,field_markovized,28,disruption,0.8573324436254108,-1.6625,-0.0
qwen,V15Q_g1,field_markovized,29,disruption,0.8573324436254108,-1.6625,-0.0
qwen,V15Q_g1,field_markovized,30,disruption,0.8573324436254108,-1.6625,-0.0
qwen,V15Q_g1,field_markovized,31,recovery,54.291223975212624,-1.6625,0.9210222598276818
qwen,V15Q_g1,field_markovized,32,recovery,118.31170184524088,-1.6625,0.9210222598276818
qwen,V15Q_g1,field_markovized,33,recovery,125.30915869753932,-1.6625,0.9210222598276818
qwen,V15Q_g1,field_markovized,34,recovery,116.50307114203125,-1.6625,0.9210222598276818
qwen,V15Q_g1,field_markovized,35,recovery,41.78183915205479,-1.74375,1.171146091545315
qwen,V15Q_g1,field_markovized,36,recovery,0.6338990804251103,-1.6625,0.2967152565836348
qwen,V15Q_g1,field_markovized,37,recovery,0.645203432878651,-1.6625,0.2967152565836348
qwen,V15Q_g1,field_markovized,38,recovery,0.6299545719087094,-1.6625,0.2967152565836348
qwen,V15Q_g1,field_markovized,39,recovery,0.6601436010115493,-1.6625,0.2967152565836348
qwen,V15Q_g1,field_markovized,40,recovery,0.6818561733961276,-1.6625,0.0671968803626978
qwen,V15Q_g1,field_markovized,41,recovery,0.8573324436254108,-1.6625,-0.0
qwen,V15Q_g1,field_markovized,42,recovery,0.8573324436254108,-1.6625,-0.0
qwen,V15Q_g1,field_markovized,43,recovery,0.8573324436254108,-1.6625,-0.0
qwen,V15Q_g1,field_markovized,44,recovery,0.8573324436254108,-1.6625,-0.0
qwen,V15Q_g1,field_markovized,45,recovery,3.3011179500972982,-1.6062500000000002,0.3250829733914482
qwen,V15Q_g2,nominal_markovized,1,baseline,8.586618397960388,-0.8895833333333334,1.9600951351245584
qwen,V15Q_g2,nominal_markovized,2,baseline,9.9484098625389,-1.2666666666666668,2.061925814077689
qwen,V15Q_g2,nominal_markovized,3,baseline,6.600575046284702,-1.4791666666666667,2.292298949989344
qwen,V15Q_g2,nominal_markovized,4,baseline,7.139168624545516,-1.4791666666666667,2.026317874769526
qwen,V15Q_g2,nominal_markovized,5,baseline,6.5460431350819706,-1.6062500000000002,1.7786674788871195
qwen,V15Q_g2,nominal_markovized,6,baseline,2.420581992391346,-1.6625,1.11388909952032
qwen,V15Q_g2,nominal_markovized,7,baseline,1.838182354703416,-1.6625,0.8661387454188721
qwen,V15Q_g2,nominal_markovized,8,baseline,3.794707861523525,-1.74375,0.973494161433958
qwen,V15Q_g2,nominal_markovized,9,baseline,3.087430173410754,-1.6625,1.0699496099040458
qwen,V15Q_g2,nominal_markovized,10,baseline,2.404623964658219,-1.6625,0.9471373499198398
qwen,V15Q_g2,nominal_markovized,11,baseline,1.27825699838318,-1.6625,0.5331638407372986
qwen,V15Q_g2,nominal_markovized,12,baseline,2.8025412603007527,-1.74375,0.6676166603431286
qwen,V15Q_g2,nominal_markovized,13,baseline,1.5871339894442744,-1.6625,0.6108643020548935
qwen,V15Q_g2,nominal_markovized,14,baseline,1.3654428559036695,-1.6625,0.5756556298910149
qwen,V15Q_g2,nominal_markovized,15,baseline,1.367813327569526,-1.6625,0.5756556298910149
qwen,V15Q_g2,nominal_markovized,16,disruption,1.3983417542193106,-1.6625,0.5756556298910149
qwen,V15Q_g2,nominal_markovized,17,disruption,0.7120345948179955,-1.6625,0.3250829733914482
qwen,V15Q_g2,nominal_markovized,18,disruption,0.8802568692329215,-1.6625,-0.0
qwen,V15Q_g2,nominal_markovized,19,disruption,0.8802568692329215,-1.6625,-0.0
qwen,V15Q_g2,nominal_markovized,20,disruption,0.8802568692329215,-1.6625,-0.0
qwen,V15Q_g2,nominal_markovized,21,disruption,0.8802568692329215,-1.6625,-0.0
qwen,V15Q_g2,nominal_markovized,22,disruption,0.8802568692329215,-1.6625,-0.0
qwen,V15Q_g2,nominal_markovized,23,disruption,0.8802568692329215,-1.6625,-0.0
qwen,V15Q_g2,nominal_markovized,24,disruption,0.8802568692329215,-1.6625,-0.0
qwen,V15Q_g2,nominal_markovized,25,disruption,0.8802568692329215,-1.6625,-0.0
qwen,V15Q_g2,nominal_markovized,26,disruption,0.8802568692329215,-1.6625,-0.0
qwen,V15Q_g2,nominal_markovized,27,disruption,0.8802568692329215,-1.6625,-0.0
qwen,V15Q_g2,nominal_markovized,28,disruption,0.8802568692329215,-1.6625,-0.0
qwen,V15Q_g2,nominal_markovized,29,disruption,0.8802568692329215,-1.6625,-0.0
qwen,V15Q_g2,nominal_markovized,30,disruption,0.8802568692329215,-1.6625,-0.0
qwen,V15Q_g2,nominal_markovized,31,recovery,0.8802568692329215,-1.6625,-0.0
qwen,V15Q_g2,nominal_markovized,32,recovery,0.8802568692329215,-1.6625,-0.0
qwen,V15Q_g2,nominal_markovized,33,recovery,0.8802568692329215,-1.6625,-0.0
qwen,V15Q_g2,nominal_markovized,34,recovery,0.8802568692329215,-1.6625,-0.0
qwen,V15Q_g2,nominal_markovized,35,recovery,0.8802568692329215,-1.6625,-0.0
qwen,V15Q_g2,nominal_markovized,36,recovery,2.8742764441660693,-1.46875,0.482577565177012
qwen,V15Q_g2,nominal_markovized,37,recovery,1.097630459590576,-1.6625,0.5004024235381879
qwen,V15Q_g2,nominal_markovized,38,recovery,2.708543313206273,-1.6062500000000002,0.8471215221707844
qwen,V15Q_g2,nominal_markovized,39,recovery,2.086295047550099,-1.6625,0.96348933860932
qwen,V15Q_g2,nominal_markovized,40,recovery,2.0879040485310703,-1.6625,0.96348933860932
qwen,V15Q_g2,nominal_markovized,41,recovery,1.240461041006617,-1.6625,0.5814396506519897
qwen,V15Q_g2,nominal_markovized,42,recovery,1.098161044160193,-1.6625,0.5172502020286037
qwen,V15Q_g2,nominal_markovized,43,recovery,0.6226935014163053,-1.6625,0.2967152565836348
qwen,V15Q_g2,nominal_markovized,44,recovery,0.8802568692329215,-1.6625,-0.0
qwen,V15Q_g2,nominal_markovized,45,recovery,0.8802568692329215,-1.6625,-0.0
qwen,V15Q_g2,field_markovized,1,baseline,8.556912845176472,-0.8895833333333334,1.9600951351245584
qwen,V15Q_g2,field_markovized,2,baseline,9.88020717280351,-1.2666666666666668,2.061925814077689
qwen,V15Q_g2,field_markovized,3,baseline,6.661350040535658,-1.4791666666666667,2.292298949989344
qwen,V15Q_g2,field_markovized,4,baseline,7.139135275182126,-1.4791666666666667,2.026317874769526
qwen,V15Q_g2,field_markovized,5,baseline,6.530147063454668,-1.6062500000000002,1.7786674788871195
qwen,V15Q_g2,field_markovized,6,baseline,2.412622688295372,-1.6625,1.11388909952032
qwen,V15Q_g2,field_markovized,7,baseline,1.8192821746637429,-1.6625,0.8661387454188721
qwen,V15Q_g2,field_markovized,8,baseline,3.8223794087434246,-1.74375,0.973494161433958
qwen,V15Q_g2,field_markovized,9,baseline,3.1006441138549694,-1.6625,1.0699496099040458
qwen,V15Q_g2,field_markovized,10,baseline,2.403370137683526,-1.6625,0.9471373499198398
qwen,V15Q_g2,field_markovized,11,baseline,1.2778622226547978,-1.6625,0.5331638407372986
qwen,V15Q_g2,field_markovized,12,baseline,2.809457935613941,-1.74375,0.6676166603431286
qwen,V15Q_g2,field_markovized,13,baseline,1.5886261716821386,-1.6625,0.6108643020548935
qwen,V15Q_g2,field_markovized,14,baseline,1.4005136651383,-1.6625,0.5756556298910149
qwen,V15Q_g2,field_markovized,15,baseline,1.3720506055401451,-1.6625,0.5756556298910149
qwen,V15Q_g2,field_markovized,16,disruption,40.12931326393086,-1.6625,1.4322204780604448
qwen,V15Q_g2,field_markovized,17,disruption,99.075248909061,-1.6625,1.2240937341177864
qwen,V15Q_g2,field_markovized,18,disruption,114.48155625298476,-1.6625,0.9210222598276818
qwen,V15Q_g2,field_markovized,19,disruption,106.05856222647668,-1.6625,0.9210222598276818
qwen,V15Q_g2,field_markovized,20,disruption,41.57538655679238,-1.6625,0.9210222598276818
qwen,V15Q_g2,field_markovized,21,disruption,2.477454307659533,-1.6062500000000002,0.2337916587064593
qwen,V15Q_g2,field_markovized,22,disruption,0.9138070988375604,-1.6625,0.4437922953464478
qwen,V15Q_g2,field_markovized,23,disruption,0.9043330207026672,-1.6625,0.4437922953464478
qwen,V15Q_g2,field_markovized,24,disruption,0.8909708761797839,-1.6625,0.4437922953464478
qwen,V15Q_g2,field_markovized,25,disruption,0.9352275133118066,-1.6625,0.4437922953464478
qwen,V15Q_g2,field_markovized,26,disruption,2.5122006376180264,-1.6062500000000002,0.4003991744489694
qwen,V15Q_g2,field_markovized,27,disruption,0.5520860515564615,-1.6625,0.1985152433458726
qwen,V15Q_g2,field_markovized,28,disruption,0.5518456369266203,-1.6625,0.1985152433458726
qwen,V15Q_g2,field_markovized,29,disruption,0.5497761870287146,-1.6625,0.1985152433458726
qwen,V15Q_g2,field_markovized,30,disruption,0.5486290247254945,-1.6625,0.1985152433458726
qwen,V15Q_g2,field_markovized,31,recovery,50.87412617611897,-1.6625,0.9790648481330926
qwen,V15Q_g2,field_markovized,32,recovery,111.83908026197928,-1.6625,0.914481658030625
qwen,V15Q_g2,field_markovized,33,recovery,120.04760073352102,-1.6625,0.914481658030625
qwen,V15Q_g2,field_markovized,34,recovery,97.73369509493628,-1.6062500000000002,1.3031169246243492
qwen,V15Q_g2,field_markovized,35,recovery,36.13016836568477,-1.6625,1.4344895779620035
qwen,V15Q_g2,field_markovized,36,recovery,1.2249615205350068,-1.6625,0.5881687773541907
qwen,V15Q_g2,field_markovized,37,recovery,1.2691011034069135,-1.6625,0.5881687773541907
qwen,V15Q_g2,field_markovized,38,recovery,1.2492774478832098,-1.6625,0.5881687773541907
qwen,V15Q_g2,field_markovized,39,recovery,0.7997017182043493,-1.6625,0.3767701612564367
qwen,V15Q_g2,field_markovized,40,recovery,0.8802568692329215,-1.6625,-0.0
qwen,V15Q_g2,field_markovized,41,recovery,0.8802568692329215,-1.6625,-0.0
qwen,V15Q_g2,field_markovized,42,recovery,0.8802568692329215,-1.6625,-0.0
qwen,V15Q_g2,field_markovized,43,recovery,0.8802568692329215,-1.6625,-0.0
qwen,V15Q_g2,field_markovized,44,recovery,0.8802568692329215,-1.6625,-0.0
qwen,V15Q_g2,field_markovized,45,recovery,0.8802568692329215,-1.6625,-0.0
qwen,V15Q_g3,nominal_markovized,1,baseline,14.542986245326867,-0.8833333333333333,1.890362775338868
qwen,V15Q_g3,nominal_markovized,2,baseline,11.31889099056792,-0.6625000000000001,1.99435662519956
qwen,V15Q_g3,nominal_markovized,3,baseline,7.604943008466535,-1.4375,2.348559770501028
qwen,V15Q_g3,nominal_markovized,4,baseline,8.016451812577438,-1.8,2.606707366696668
qwen,V15Q_g3,nominal_markovized,5,baseline,10.152863360013862,-1.74375,2.460667711010975
qwen,V15Q_g3,nominal_markovized,6,baseline,11.725573813120764,-1.74375,1.893883347614844
qwen,V15Q_g3,nominal_markovized,7,baseline,8.117874671937873,-1.8,1.4267359043807897
qwen,V15Q_g3,nominal_markovized,8,baseline,4.842994964543395,-1.8,0.6914549111458695
qwen,V15Q_g3,nominal_markovized,9,baseline,2.8550737414623084,-1.8,0.116906849137531
qwen,V15Q_g3,nominal_markovized,10,baseline,2.784012892406436,-1.8,0.116906849137531
qwen,V15Q_g3,nominal_markovized,11,baseline,4.444556084363255,-1.88125,0.1599159553146567
qwen,V15Q_g3,nominal_markovized,12,baseline,1.6368479510208611,-1.8,0.4437922953464478
qwen,V15Q_g3,nominal_markovized,13,baseline,1.6539808779521452,-1.8,0.4437922953464478
qwen,V15Q_g3,nominal_markovized,14,baseline,1.6423547801944471,-1.8,0.4437922953464478
qwen,V15Q_g3,nominal_markovized,15,baseline,1.6355181876208646,-1.8,0.4437922953464478
qwen,V15Q_g3,nominal_markovized,16,disruption,1.5909913167153096,-1.8,0.3767701612564367
qwen,V15Q_g3,nominal_markovized,17,disruption,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g3,nominal_markovized,18,disruption,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g3,nominal_markovized,19,disruption,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g3,nominal_markovized,20,disruption,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g3,nominal_markovized,21,disruption,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g3,nominal_markovized,22,disruption,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g3,nominal_markovized,23,disruption,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g3,nominal_markovized,24,disruption,1.7764287906010698,-1.8,-0.0
