n_agents,disruption,sweep,phase,belief_magnetization_mean,belief_magnetization_sd,action_magnetization_mean,reference_energy_mean,configuration_entropy_mean,susceptibility_mean
8,field_reversal,45,recovery,0.0,0.0,0.0,-1.65390625,0.0,0.0
8,nominal,1,baseline,-0.0234375,0.1835950905064308,-0.0859375,-1.1194010416666669,1.5104320555282311,0.1213727678571428
8,nominal,2,baseline,0.0,0.1555427542095638,0.0,-1.5028645833333334,1.7088824731438574,0.1375
8,nominal,3,baseline,0.0078125,0.0441941738241592,0.03125,-1.6190104166666668,1.6758395984496413,0.1332937047101449
8,nominal,4,baseline,0.0,0.0,0.015625,-1.6380208333333337,1.5749856890982266,0.1146358366935483
8,nominal,5,baseline,0.0,0.0,0.0,-1.65390625,1.4344587383430922,0.0983774038461538
8,nominal,6,baseline,0.0,0.0,0.0,-1.65390625,0.7848286665455753,0.0579427083333333
8,nominal,7,baseline,0.0,0.0,0.0,-1.65390625,0.3277963142036686,0.018770032051282
8,nominal,8,baseline,0.0,0.0,0.0,-1.65390625,0.078163940536764,0.0017528044871794
8,nominal,9,baseline,0.0,0.0,0.0,-1.65390625,0.0154274065748114,0.0
8,nominal,10,baseline,0.0,0.0,0.0,-1.65390625,0.0,0.0
8,nominal,11,baseline,0.0,0.0,0.0,-1.65390625,0.0,0.0
8,nominal,12,baseline,0.0,0.0,0.0,-1.65390625,0.0,0.0
8,nominal,13,baseline,0.0,0.0,-0.0078125,-1.6493489583333334,0.0101588429184827,0.0
8,nominal,14,baseline,0.0,0.0,0.0,-1.65390625,0.0132096589939372,0.0
8,nominal,15,baseline,0.0,0.0,0.0,-1.65390625,0.0132096589939372,0.0
8,nominal,16,disruption,0.0,0.0,0.0,-1.65390625,0.0132096589939372,0.0
8,nominal,17,disruption,0.0,0.0,0.0,-1.65390625,0.0132096589939372,0.0
8,nominal,18,disruption,0.0,0.0,0.0,-1.65390625,0.0062036013545585,0.0
8,nominal,19,disruption,0.0,0.0,0.0,-1.65390625,0.0,0.0
8,nominal,20,disruption,0.0,0.0,0.0,-1.65390625,0.0,0.0
8,nominal,21,disruption,0.0,0.0,0.0,-1.65390625,0.0,0.0
8,nominal,22,disruption,0.0,0.0,0.0,-1.65390625,0.0,0.0
8,nominal,23,disruption,0.0,0.0,0.0,-1.65390625,0.0,0.0
8,nominal,24,disruption,0.0,0.0,0.0,-1.65390625,0.0,0.0
8,nominal,25,disruption,0.0,0.0,0.0,-1.65390625,0.0,0.0
8,nominal,26,disruption,0.0,0.0,0.0,-1.65390625,0.0,0.0
8,nominal,27,disruption,0.0,0.0,0.0,-1.65390625,0.0,0.0
8,nominal,28,disruption,0.0,0.0,0.0,-1.65390625,0.0,0.0
8,nominal,29,disruption,0.0,0.0,0.0,-1.65390625,0.0,0.0
8,nominal,30,disruption,0.0,0.0,0.0,-1.65390625,0.0,0.0
8,nominal,31,recovery,0.0,0.0,0.0,-1.65390625,0.0,0.0
8,nominal,32,recovery,0.0,0.0,0.0,-1.65390625,0.0,0.0
8,nominal,33,recovery,0.0,0.0,0.0,-1.65390625,0.0,0.0
8,nominal,34,recovery,0.0,0.0,0.0,-1.65390625,0.0,0.0
8,nominal,35,recovery,0.0,0.0,0.0,-1.65390625,0.0,0.0
8,nominal,36,recovery,0.0,0.0,0.0,-1.65390625,0.0,0.0
8,nominal,37,recovery,0.0,0.0,0.0,-1.65390625,0.0,0.0
8,nominal,38,recovery,0.0,0.0,0.0,-1.65390625,0.0,0.0
8,nominal,39,recovery,0.0,0.0,0.0,-1.65390625,0.0,0.0
8,nominal,40,recovery,0.0,0.0,0.0,-1.65390625,0.0,0.0
8,nominal,41,recovery,0.0,0.0,0.0,-1.65390625,0.0,0.0
8,nominal,42,recovery,0.0,0.0,0.0,-1.65390625,0.0,0.0
8,nominal,43,recovery,0.0,0.0,0.0,-1.65390625,0.0,0.0
8,nominal,44,recovery,0.0,0.0,0.0,-1.65390625,0.0,0.0
8,nominal,45,recovery,0.0,0.0,0.0,-1.65390625,0.0,0.0
16,field_reversal,1,baseline,-0.01953125,0.110485434560398,-0.0234375,-1.089453125,2.215698311393543,0.1347330729166666
16,field_reversal,2,baseline,-0.00390625,0.1327606041873625,0.015625,-1.55859375,2.4739317429007173,0.1576360887096774
16,field_reversal,3,baseline,0.01171875,0.0581933564410145,0.01171875,-1.7255859375,2.336544291375993,0.1446386026152482
16,field_reversal,4,baseline,0.0078125,0.0307418360523727,0.015625,-1.75390625,2.1394891608721247,0.1256646050347222
16,field_reversal,5,baseline,0.0,0.0,0.0,-1.76796875,1.9218259859673053,0.1104022448575949
16,field_reversal,6,baseline,0.0,0.0,-0.00390625,-1.7719401041666667,1.132745279384101,0.0611748417721519
16,field_reversal,7,baseline,0.0,0.0,0.0,-1.77421875,0.5080034452927212,0.0281880439082278
16,field_reversal,8,baseline,0.0,0.0,0.0,-1.77421875,0.1996968357299929,0.009226661392405
16,field_reversal,9,baseline,-0.00390625,0.0220970869120796,0.0,-1.7701822916666667,0.1111363895290106,0.0027825850474683
16,field_reversal,10,baseline,0.0,0.0,0.0,-1.77421875,0.0644094464329375,0.0014833860759493
16,field_reversal,11,baseline,0.0,0.0,0.0,-1.77421875,0.0405165383394829,0.0014833860759493
16,field_reversal,12,baseline,0.0,0.0,0.0,-1.77421875,0.0332105490049061,0.0014833860759493
16,field_reversal,13,baseline,0.0,0.0,0.00390625,-1.7702473958333331,0.0353104515162404,0.0014833860759493
16,field_reversal,14,baseline,0.0,0.0,0.0,-1.77421875,0.0283966250612575,0.0010766910601265
16,field_reversal,15,baseline,0.0,0.0,0.0,-1.77421875,0.0083245144771225,0.0
16,field_reversal,16,disruption,0.0,0.0,0.0078125,-1.3498697916666669,1.0626983968564403,0.1174495648734177
16,field_reversal,17,disruption,0.0,0.0,0.01953125,-1.6866536458333334,1.7001004446199186,0.1174495648734177
16,field_reversal,18,disruption,0.0,0.0,-0.00390625,-1.7406901041666667,2.046260033072373,0.1174495648734177
16,field_reversal,19,disruption,0.0,0.0,-0.00390625,-1.7702473958333331,2.1416137783846403,0.1174495648734177
16,field_reversal,20,disruption,0.0,0.0,0.0,-1.77421875,1.833520032157537,0.1174495648734177
16,field_reversal,21,disruption,0.0,0.0,0.0,-1.77421875,0.8960603094702094,0.0
16,field_reversal,22,disruption,0.0,0.0,0.0,-1.77421875,0.3560866187030063,0.0
16,field_reversal,23,disruption,0.0,0.0,0.0,-1.77421875,0.1035721884328948,0.0
16,field_reversal,24,disruption,0.0,0.0,0.0,-1.77421875,0.0073059893345768,0.0
16,field_reversal,25,disruption,0.0,0.0,0.0,-1.77421875,0.0,0.0
16,field_reversal,26,disruption,0.0,0.0,0.0,-1.77421875,0.0,0.0
16,field_reversal,27,disruption,0.0,0.0,0.00390625,-1.7702473958333331,0.0144914512443565,0.0
16,field_reversal,28,disruption,0.0,0.0,0.0,-1.77421875,0.0202327074698322,0.0
16,field_reversal,29,disruption,0.0,0.0,0.0,-1.77421875,0.0202327074698322,0.0
16,field_reversal,30,disruption,0.0,0.0,0.0,-1.77421875,0.0202327074698322,0.0
16,field_reversal,31,recovery,0.00390625,0.0220970869120796,-0.01171875,-1.3861328125,1.071511501933243,0.1042227056962025
16,field_reversal,32,recovery,0.0,0.0,-0.015625,-1.7014322916666669,1.6993276442317102,0.1043005834651898
16,field_reversal,33,recovery,0.0,0.0,-0.00390625,-1.7673828125,2.028131428853297,0.1043005834651898
16,field_reversal,34,recovery,0.0,0.0,0.0,-1.77421875,2.070865990375957,0.1043005834651898
16,field_reversal,35,recovery,0.0,0.0,0.0,-1.77421875,1.7149479160306151,0.1043005834651898
16,field_reversal,36,recovery,0.0,0.0,0.0,-1.77421875,0.7524247530091385,0.0002855518196202
16,field_reversal,37,recovery,0.0,0.0,0.0,-1.77421875,0.2085094493302123,0.0
16,field_reversal,38,recovery,0.0,0.0,0.0,-1.77421875,0.0301219550560559,0.0
16,field_reversal,39,recovery,0.0,0.0,0.0,-1.77421875,0.0,0.0
16,field_reversal,40,recovery,0.0,0.0,0.0,-1.77421875,0.0,0.0
16,field_reversal,41,recovery,0.0,0.0,0.0,-1.77421875,0.0,0.0
16,field_reversal,42,recovery,0.0,0.0,0.0,-1.77421875,0.0,0.0
16,field_reversal,43,recovery,0.0,0.0,0.0,-1.77421875,0.0,0.0
16,field_reversal,44,recovery,0.0,0.0,0.0,-1.77421875,0.0,0.0
16,field_reversal,45,recovery,0.0,0.0,0.0,-1.77421875,0.0,0.0
16,nominal,1,baseline,-0.01953125,0.110485434560398,-0.0234375,-1.089453125,2.215698311393543,0.1347330729166666
16,nominal,2,baseline,-0.00390625,0.1327606041873625,0.015625,-1.55859375,2.4739317429007173,0.1576360887096774
16,nominal,3,baseline,0.01171875,0.0581933564410145,0.01171875,-1.7255859375,2.336544291375993,0.1446386026152482
16,nominal,4,baseline,0.0078125,0.0307418360523727,0.015625,-1.75390625,2.1394891608721247,0.1256646050347222
16,nominal,5,baseline,0.0,0.0,0.0,-1.76796875,1.9218259859673053,0.1104022448575949
16,nominal,6,baseline,0.0,0.0,-0.00390625,-1.7719401041666667,1.132745279384101,0.0611748417721519
16,nominal,7,baseline,0.0,0.0,0.0,-1.77421875,0.5080034452927212,0.0281880439082278
16,nominal,8,baseline,0.0,0.0,0.0,-1.77421875,0.1996968357299929,0.009226661392405
16,nominal,9,baseline,-0.00390625,0.0220970869120796,0.0,-1.7701822916666667,0.1111363895290106,0.0027825850474683
16,nominal,10,baseline,0.0,0.0,0.0,-1.77421875,0.0644094464329375,0.0014833860759493
16,nominal,11,baseline,0.0,0.0,0.0,-1.77421875,0.0405165383394829,0.0014833860759493
16,nominal,12,baseline,0.0,0.0,0.0,-1.77421875,0.0332105490049061,0.0014833860759493
16,nominal,13,baseline,0.0,0.0,0.00390625,-1.7702473958333331,0.0353104515162404,0.0014833860759493
16,nominal,14,baseline,0.0,0.0,0.0,-1.77421875,0.0283966250612575,0.0010766910601265
16,nominal,15,baseline,0.0,0.0,0.0,-1.77421875,0.0083245144771225,0.0
16,nominal,16,disruption,0.0,0.0,0.0,-1.77421875,0.0083245144771225,0.0
16,nominal,17,disruption,0.0,0.0,0.0,-1.77421875,0.0083245144771225,0.0
16,nominal,18,disruption,0.0,0.0,0.0,-1.77421875,0.0073059893345768,0.0
16,nominal,19,disruption,0.0,0.0,0.0,-1.77421875,0.0,0.0
16,nominal,20,disruption,0.0,0.0,0.0,-1.77421875,0.0,0.0
16,nominal,21,disruption,0.0,0.0,0.0,-1.77421875,0.0,0.0
16,nominal,22,disruption,0.0,0.0,0.0,-1.77421875,0.0,0.0
16,nominal,23,disruption,0.0,0.0,0.0,-1.77421875,0.0,0.0
16,nominal,24,disruption,0.0,0.0,0.0,-1.77421875,0.0,0.0
16,nominal,25,disruption,0.0,0.0,0.0,-1.77421875,0.0,0.0
16,nominal,26,disruption,0.0,0.0,0.0,-1.77421875,0.0,0.0
16,nominal,27,disruption,0.0,0.0,0.0,-1.77421875,0.0,0.0
16,nominal,28,disruption,0.0,0.0,0.0,-1.77421875,0.0,0.0
16,nominal,29,disruption,0.0,0.0,0.0,-1.77421875,0.0,0.0
16,nominal,30,disruption,0.0,0.0,0.0,-1.77421875,0.0,0.0
16,nominal,31,recovery,0.0,0.0,-0.00390625,-1.7719401041666667,0.0020999025113343,0.0
16,nominal,32,recovery,0.0,0.0,0.0,-1.77421875,0.0117740675392636,0.0
16,nominal,33,recovery,0.0,0.0,0.0,-1.77421875,0.0117740675392636,0.0
16,nominal,34,recovery,0.0,0.0,0.0,-1.77421875,0.0117740675392636,0.0
16,nominal,35,recovery,0.0,0.0,0.0,-1.77421875,0.0117740675392636,0.0
16,nominal,36,recovery,0.0,0.0,0.0,-1.77421875,0.0109909524640434,0.0
16,nominal,37,recovery,0.0,0.0,0.0,-1.77421875,0.0,0.0
16,nominal,38,recovery,0.0,0.0,0.0,-1.77421875,0.0,0.0
16,nominal,39,recovery,0.0,0.0,0.0,-1.77421875,0.0,0.0
16,nominal,40,recovery,0.0,0.0,0.0,-1.77421875,0.0,0.0
16,nominal,41,recovery,0.0,0.0,0.0,-1.77421875,0.0,0.0
16,nominal,42,recovery,0.0,0.0,0.0,-1.77421875,0.0,0.0
16,nominal,43,recovery,0.0,0.0,0.0,-1.77421875,0.0,0.0
16,nominal,44,recovery,0.0,0.0,0.0,-1.77421875,0.0,0.0
16,nominal,45,recovery,0.0,0.0,0.0,-1.77421875,0.0,0.0
32,field_reversal,1,baseline,-0.013671875,0.0773398041922786,-0.005859375,-0.97783203125,2.877963274470449,0.1134623865927419
32,field_reversal,2,baseline,-0.0078125,0.0789772067975842,0.021484375,-1.5221028645833334,3.185857227946564,0.1532718718998016
32,field_reversal,3,baseline,-0.009765625,0.0529125853031936,0.005859375,-1.6892252604166669,3.1330026457845888,0.1401063082510965
32,field_reversal,4,baseline,0.0,0.0224506627533468,-0.00390625,-1.7498046875,2.9223049086986577,0.1195469653512549
32,field_reversal,5,baseline,0.0,0.0,0.00390625,-1.7706380208333334,2.6910851921544165,0.1040055952731918
32,field_reversal,6,baseline,0.0,0.0,0.001953125,-1.77177734375,1.8468513610905395,0.0602939821639151
32,field_reversal,7,baseline,0.0,0.0,0.0,-1.7680989583333333,1.054333312232249,0.0253600690349842
32,field_reversal,8,baseline,0.0,0.0,0.0,-1.7706380208333334,0.4842392729722941,0.0075385711477987
32,field_reversal,9,baseline,0.001953125,0.0110485434560398,0.00390625,-1.7722005208333331,0.2235460650183603,0.0014293742629716
32,field_reversal,10,baseline,0.0,0.0,0.0,-1.7720703125,0.0868369645005411,0.0008351451945754
32,field_reversal,11,baseline,0.001953125,0.0110485434560398,0.001953125,-1.77333984375,0.0754864694704278,0.0013533682193396
32,field_reversal,12,baseline,0.0,0.0,0.0,-1.7720703125,0.074433440682934,0.0016506363011006
32,field_reversal,13,baseline,0.0,0.0,0.0,-1.7720703125,0.0642365995699759,0.0016506363011006
32,field_reversal,14,baseline,0.0,0.0,0.001953125,-1.7709309895833334,0.0380980243138644,0.0014143266018081
32,field_reversal,15,baseline,0.0,0.0,0.0,-1.7720703125,0.0324648182361453,0.0008154911065251
32,field_reversal,16,disruption,0.0,0.0,0.025390625,-1.3785481770833334,1.2173666525755358,0.1347545695754717
32,field_reversal,17,disruption,0.0,0.0,0.0,-1.6649739583333334,1.9571676148136512,0.1351126424921383
32,field_reversal,18,disruption,0.0,0.0,0.001953125,-1.7527669270833337,2.4147602481112243,0.1351126424921383
32,field_reversal,19,disruption,0.0,0.0,0.001953125,-1.7700846354166666,2.5615068487600325,0.1351126424921383
32,field_reversal,20,disruption,0.0,0.0,0.0,-1.7720703125,2.2919569433820866,0.1351126424921383
32,field_reversal,21,disruption,0.0,0.0,0.0,-1.7720703125,1.2316988107030449,0.0
32,field_reversal,22,disruption,0.0,0.0,0.0,-1.7689453125,0.5544874765606019,0.0
32,field_reversal,23,disruption,0.0,0.0,0.001953125,-1.7700846354166666,0.1610908480529001,0.0
32,field_reversal,24,disruption,0.0,0.0,0.0,-1.7720703125,0.0520779373336575,0.0
32,field_reversal,25,disruption,0.0,0.0,0.0,-1.7720703125,0.045874335979099,0.0
32,field_reversal,26,disruption,0.0,0.0,0.0,-1.7720703125,0.045874335979099,0.0
32,field_reversal,27,disruption,0.0,0.0,0.0,-1.7720703125,0.0287924141284812,0.0
32,field_reversal,28,disruption,0.0,0.0,-0.001953125,-1.77177734375,0.0179836403502711,0.0
32,field_reversal,29,disruption,0.0,0.0,0.0,-1.7720703125,0.0132096589939372,0.0
32,field_reversal,30,disruption,0.0,0.0,0.0,-1.7720703125,0.0132096589939372,0.0
32,field_reversal,31,recovery,-0.001953125,0.0110485434560398,0.017578125,-1.4299153645833331,1.2053432826101522,0.1680386141411163
32,field_reversal,32,recovery,0.0,0.0,0.021484375,-1.6908528645833334,1.9475952964666023,0.1690607802672956
32,field_reversal,33,recovery,0.0,0.0,0.009765625,-1.7578450520833333,2.349485452010846,0.1690607802672956
32,field_reversal,34,recovery,0.0,0.0,0.001953125,-1.76865234375,2.4751004351953614,0.1690607802672956
32,field_reversal,35,recovery,0.0,0.0,0.0,-1.7720703125,2.182163198475521,0.1690607802672956
32,field_reversal,36,recovery,0.0,0.0,0.0,-1.7720703125,1.1174134001942917,0.0004482053360849
32,field_reversal,37,recovery,0.0,0.0,-0.001953125,-1.77177734375,0.4567216368637465,0.0
32,field_reversal,38,recovery,0.0,0.0,0.0,-1.7720703125,0.1345367058682253,0.0
32,field_reversal,39,recovery,0.0,0.0,0.0,-1.7720703125,0.043482033021079,0.0
32,field_reversal,40,recovery,0.0,0.0,0.0,-1.7720703125,0.0164162912348623,0.0
32,field_reversal,41,recovery,0.0,0.0,0.0,-1.7720703125,0.0164162912348623,0.0
32,field_reversal,42,recovery,0.0,0.0,0.001953125,-1.7709309895833334,0.0178634002896355,0.0
32,field_reversal,43,recovery,0.0,0.0,0.0,-1.7720703125,0.0128660266860524,0.0
32,field_reversal,44,recovery,0.0,0.0,0.0,-1.7720703125,0.0128660266860524,0.0
32,field_reversal,45,recovery,0.0,0.0,0.0,-1.7720703125,0.0128660266860524,0.0
32,nominal,1,baseline,-0.013671875,0.0773398041922786,-0.005859375,-0.97783203125,2.877963274470449,0.1134623865927419
32,nominal,2,baseline,-0.0078125,0.0789772067975842,0.021484375,-1.5221028645833334,3.185857227946564,0.1532718718998016
32,nominal,3,baseline,-0.009765625,0.0529125853031936,0.005859375,-1.6892252604166669,3.1330026457845888,0.1401063082510965
32,nominal,4,baseline,0.0,0.0224506627533468,-0.00390625,-1.7498046875,2.9223049086986577,0.1195469653512549
32,nominal,5,baseline,0.0,0.0,0.00390625,-1.7706380208333334,2.6910851921544165,0.1040055952731918
32,nominal,6,baseline,0.0,0.0,0.001953125,-1.77177734375,1.8468513610905395,0.0602939821639151
32,nominal,7,baseline,0.0,0.0,0.0,-1.7680989583333333,1.054333312232249,0.0253600690349842
32,nominal,8,baseline,0.0,0.0,0.0,-1.7706380208333334,0.4842392729722941,0.0075385711477987
32,nominal,9,baseline,0.001953125,0.0110485434560398,0.00390625,-1.7722005208333331,0.2235460650183603,0.0014293742629716
32,nominal,10,baseline,0.0,0.0,0.0,-1.7720703125,0.0868369645005411,0.0008351451945754
32,nominal,11,baseline,0.001953125,0.0110485434560398,0.001953125,-1.77333984375,0.0754864694704278,0.0013533682193396
32,nominal,12,baseline,0.0,0.0,0.0,-1.7720703125,0.074433440682934,0.0016506363011006
32,nominal,13,baseline,0.0,0.0,0.0,-1.7720703125,0.0642365995699759,0.0016506363011006
32,nominal,14,baseline,0.0,0.0,0.001953125,-1.7709309895833334,0.0380980243138644,0.0014143266018081
32,nominal,15,baseline,0.0,0.0,0.0,-1.7720703125,0.0324648182361453,0.0008154911065251
32,nominal,16,disruption,0.0,0.0,0.0,-1.7720703125,0.026056188991866,0.0004661704009433
32,nominal,17,disruption,0.0,0.0,0.0,-1.7720703125,0.0135437147903358,0.0
32,nominal,18,disruption,0.0,0.0,0.0,-1.7720703125,0.0135437147903358,0.0
32,nominal,19,disruption,0.0,0.0,0.0,-1.7720703125,0.0125124742015302,0.0
32,nominal,20,disruption,0.0,0.0,0.0,-1.7720703125,0.0,0.0
32,nominal,21,disruption,0.0,0.0,0.0,-1.7720703125,0.0,0.0
32,nominal,22,disruption,0.0,0.0,0.0,-1.7720703125,0.0,0.0
32,nominal,23,disruption,0.0,0.0,0.0,-1.7720703125,0.0,0.0
32,nominal,24,disruption,0.0,0.0,0.0,-1.7720703125,0.0,0.0
32,nominal,25,disruption,0.0,0.0,0.0,-1.7720703125,0.0,0.0
32,nominal,26,disruption,0.0,0.0,0.0,-1.7720703125,0.0,0.0
32,nominal,27,disruption,0.0,0.0,0.0,-1.7720703125,0.0,0.0
32,nominal,28,disruption,0.0,0.0,0.0,-1.7720703125,0.0,0.0
32,nominal,29,disruption,0.0,0.0,0.0,-1.7720703125,0.0,0.0
32,nominal,30,disruption,0.0,0.0,0.0,-1.7720703125,0.0,0.0
32,nominal,31,recovery,0.0,0.0,0.0,-1.7720703125,0.0,0.0
32,nominal,32,recovery,0.0,0.0,0.0,-1.7720703125,0.0,0.0
32,nominal,33,recovery,0.0,0.0,0.001953125,-1.77177734375,0.0147901136774323,0.0
32,nominal,34,recovery,0.0,0.0,0.0,-1.7720703125,0.0147901136774323,0.0
32,nominal,35,recovery,0.0,0.0,0.0,-1.7720703125,0.0147901136774323,0.0
32,nominal,36,recovery,0.0,0.0,0.0,-1.7720703125,0.0147901136774323,0.0
32,nominal,37,recovery,0.0,0.0,-0.001953125,-1.77177734375,0.0231146281545548,0.0
32,nominal,38,recovery,0.0,0.0,0.0,-1.7720703125,0.0164162912348623,0.0
32,nominal,39,recovery,0.0,0.0,0.0,-1.7720703125,0.0164162912348623,0.0
32,nominal,40,recovery,0.0,0.0,0.0,-1.7720703125,0.0164162912348623,0.0
32,nominal,41,recovery,0.0,0.0,0.0,-1.7720703125,0.0164162912348623,0.0
32,nominal,42,recovery,0.0,0.0,0.001953125,-1.7709309895833334,0.0178634002896355,0.0
32,nominal,43,recovery,0.0,0.0,0.0,-1.7720703125,0.0128660266860524,0.0
32,nominal,44,recovery,0.0,0.0,0.0,-1.7720703125,0.0128660266860524,0.0
32,nominal,45,recovery,0.0,0.0,0.0,-1.7720703125,0.0128660266860524,0.0
64,field_reversal,1,baseline,0.0048828125,0.0620494724697169,-0.021484375,-1.00166015625,2.52938552304762,0.0953146313864087
64,field_reversal,2,baseline,0.01171875,0.0542718942737814,-0.0185546875,-1.541162109375,3.080234051943784,0.1606901874692421
64,field_reversal,3,baseline,0.005859375,0.0321811867438405,0.0,-1.7146809895833337,2.924233999855678,0.15692138671875
64,field_reversal,4,baseline,0.00390625,0.0172993974815831,0.0146484375,-1.7675618489583331,2.674887210478845,0.1325577081418505
64,field_reversal,5,baseline,-0.0009765625,0.0055242717280199,0.001953125,-1.7863606770833331,2.4539760338370837,0.1153283576606583
64,field_reversal,6,baseline,-0.0009765625,0.0055242717280199,-0.0029296875,-1.7896321614583333,1.6214833529491015,0.0820025118167123
64,field_reversal,7,baseline,0.0,0.0,-0.0009765625,-1.791064453125,0.7758006191237892,0.0270722487877155
64,field_reversal,8,baseline,0.0,0.0,0.001953125,-1.7900716145833333,0.2969673078370349,0.0078304087480407
64,field_reversal,9,baseline,0.0,0.0,0.0,-1.79248046875,0.0655752576254893,0.0012479489126175
64,field_reversal,10,baseline,0.0,0.0,0.0,-1.79248046875,0.0179892384340942,0.0003792980995297
64,field_reversal,11,baseline,0.0,0.0,0.0,-1.79248046875,0.0073059893345768,0.0001147996669278
64,field_reversal,12,baseline,0.0,0.0,0.0009765625,-1.792333984375,0.0,0.0
64,field_reversal,13,baseline,0.0,0.0,0.0,-1.79248046875,0.0,0.0
64,field_reversal,14,baseline,0.0,0.0,0.0,-1.79248046875,0.0,0.0
64,field_reversal,15,baseline,0.0,0.0,-0.0009765625,-1.7919108072916667,0.0,0.0
64,field_reversal,16,disruption,0.0009765625,0.0096706571846521,-0.0068359375,-1.383349609375,1.3317728992840128,0.1465676047585227
64,field_reversal,17,disruption,0.0,0.0,0.0048828125,-1.6884928385416669,1.7744209352524851,0.1469104730970807
64,field_reversal,18,disruption,0.0,0.0,0.0048828125,-1.7628092447916668,1.884958268279676,0.1469104730970807
64,field_reversal,19,disruption,0.0,0.0,0.0068359375,-1.7840983072916667,1.78288963510043,0.1469104730970807
