run_id,application,scenario,method,environment_seed,rl_training_seed,disruption_step,first_activation_step,first_post_disruption_activation_step,pre_disruption_false_activation,activation_before_collapse,activation_delay_from_disruption,first_deactivation_step,service_collapse_step,severe_service_loss_threshold,severe_service_loss_persistence,severe_collapse_observed,nominal_false_activation,trigger_activations,maximum_trigger_residual,minimum_standardized_entropy_residual,maximum_standardized_entropy_residual,quiet_mode_fraction,targeted_mode_fraction,crisis_mode_fraction,mean_consensus_rmse,entropy_alert_messages,offer_messages,counteroffer_messages,coalition_messages,affected_agents,contacted_agents_after_activation,affected_contact_precision,affected_contact_recall,top3_local_surprisal_contact_rate,useful_coalition_precision,coalition_recall_when_required,agreement_rate,counteroffers,commitment_breaches
holdout_locked-commercial-doet_rl-n10-s8101-compound_ood-r7302,commercial,compound_ood,doet_rl,8101,7302,5.0,,,False,False,,,7.0,0.9,3,True,False,0,0.0,-0.9498045687664756,3.0489334861091537,1.0,0.0,0.0,0.0868696429720013,0,0,0,16,carrier_05;retailer_09;retailer_10;supplier_01;supplier_02;warehouse_07,carrier_05;carrier_06;manufacturer_04;warehouse_07,0.5,0.3333333333333333,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8102-compound_ood-r7303,commercial,compound_ood,doet_rl,8102,7303,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.0,-0.9498045687664756,3.0489334861091537,1.0,0.0,0.0,0.086682481910621,0,0,0,7,carrier_05;retailer_09;retailer_10;supplier_01;supplier_02;warehouse_07,carrier_05;manufacturer_04;retailer_10;warehouse_07,0.75,0.5,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8103-compound_ood-r7304,commercial,compound_ood,doet_rl,8103,7304,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.0,-0.9498045687664756,3.0489334861091537,1.0,0.0,0.0,0.0868696429720013,0,0,0,20,carrier_05;retailer_09;retailer_10;supplier_01;supplier_02;warehouse_07,carrier_05;carrier_06;manufacturer_04;warehouse_07,0.5,0.3333333333333333,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8104-compound_ood-r7305,commercial,compound_ood,doet_rl,8104,7305,5.0,,,False,False,,,7.0,0.9,3,True,False,0,0.0,-0.9498045687664756,3.0489334861091537,1.0,0.0,0.0,0.0868696429720013,0,0,0,7,carrier_05;retailer_09;retailer_10;supplier_01;supplier_02;warehouse_07,carrier_05;manufacturer_04;retailer_10,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8105-compound_ood-r7301,commercial,compound_ood,doet_rl,8105,7301,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.0,-0.9498045687664756,3.0489334861091537,1.0,0.0,0.0,0.0868696429720013,0,0,0,14,carrier_05;retailer_09;retailer_10;supplier_01;supplier_02;warehouse_07,carrier_05;manufacturer_04;retailer_09;retailer_10;warehouse_07,0.8,0.6666666666666666,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8106-compound_ood-r7302,commercial,compound_ood,doet_rl,8106,7302,5.0,,,False,False,,,9.0,0.9,3,True,False,0,0.0,-1.1214939823520398,2.9195830703605368,1.0,0.0,0.0,0.0892618863455724,0,0,0,9,carrier_05;retailer_09;retailer_10;supplier_01;supplier_02;warehouse_07,carrier_05;carrier_06;manufacturer_04;warehouse_07,0.5,0.3333333333333333,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8107-compound_ood-r7303,commercial,compound_ood,doet_rl,8107,7303,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.0,-0.9498045687664756,3.0489334861091537,1.0,0.0,0.0,0.0868696429720013,0,0,0,14,carrier_05;retailer_09;retailer_10;supplier_01;supplier_02;warehouse_07,carrier_05;manufacturer_04;retailer_09;retailer_10;warehouse_07,0.8,0.6666666666666666,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8108-compound_ood-r7304,commercial,compound_ood,doet_rl,8108,7304,5.0,,,False,False,,,7.0,0.9,3,True,False,0,0.0,-0.9498045687664756,3.0489334861091537,1.0,0.0,0.0,0.0868696429720013,0,0,0,9,carrier_05;retailer_09;retailer_10;supplier_01;supplier_02;warehouse_07,carrier_05;manufacturer_04;supplier_02,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8109-compound_ood-r7305,commercial,compound_ood,doet_rl,8109,7305,5.0,,,False,False,,,7.0,0.9,3,True,False,0,0.0,-1.1450315225262642,3.0489334861091537,1.0,0.0,0.0,0.0903555111871928,0,0,0,9,carrier_05;retailer_09;retailer_10;supplier_01;supplier_02;warehouse_07,carrier_05;carrier_06;manufacturer_04;retailer_10,0.5,0.3333333333333333,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8110-compound_ood-r7301,commercial,compound_ood,doet_rl,8110,7301,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.0,-0.9498045687664756,2.9195830703605368,1.0,0.0,0.0,0.0867003178500816,0,0,0,15,carrier_05;retailer_09;retailer_10;supplier_01;supplier_02;warehouse_07,carrier_05;manufacturer_04;retailer_09;retailer_10;warehouse_07,0.8,0.6666666666666666,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8111-compound_ood-r7302,commercial,compound_ood,doet_rl,8111,7302,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.0,-1.1450315225262642,2.9195830703605368,1.0,0.0,0.0,0.0901959035606767,0,0,0,13,carrier_05;retailer_09;retailer_10;supplier_01;supplier_02;warehouse_07,carrier_05;carrier_06;manufacturer_04;warehouse_07,0.5,0.3333333333333333,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8112-compound_ood-r7303,commercial,compound_ood,doet_rl,8112,7303,5.0,,,False,False,,,10.0,0.9,3,True,False,0,0.0,-1.1214939823520398,2.9195830703605368,1.0,0.0,0.0,0.0892618863455724,0,0,0,12,carrier_05;retailer_09;retailer_10;supplier_01;supplier_02;warehouse_07,carrier_05;manufacturer_04;retailer_09;retailer_10;warehouse_07,0.8,0.6666666666666666,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8113-compound_ood-r7304,commercial,compound_ood,doet_rl,8113,7304,5.0,,,False,False,,,7.0,0.9,3,True,False,0,0.0,-0.9498045687664756,3.0489334861091537,1.0,0.0,0.0,0.0868696429720013,0,0,0,4,carrier_05;retailer_09;retailer_10;supplier_01;supplier_02;warehouse_07,carrier_05;manufacturer_04;warehouse_07,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8114-compound_ood-r7305,commercial,compound_ood,doet_rl,8114,7305,5.0,,,False,False,,,7.0,0.9,3,True,False,0,0.0,-0.9498045687664756,3.0489334861091537,1.0,0.0,0.0,0.0868696429720013,0,0,0,12,carrier_05;retailer_09;retailer_10;supplier_01;supplier_02;warehouse_07,carrier_05;carrier_06;manufacturer_04;retailer_10,0.5,0.3333333333333333,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8115-compound_ood-r7301,commercial,compound_ood,doet_rl,8115,7301,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.0,-0.9498045687664756,3.0489334861091537,1.0,0.0,0.0,0.0868696429720013,0,0,0,11,carrier_05;retailer_09;retailer_10;supplier_01;supplier_02;warehouse_07,carrier_05;manufacturer_04;retailer_09;retailer_10;warehouse_07,0.8,0.6666666666666666,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8116-compound_ood-r7302,commercial,compound_ood,doet_rl,8116,7302,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.0,-0.9498045687664756,3.0489334861091537,1.0,0.0,0.0,0.0883164648354281,0,0,0,6,carrier_05;retailer_09;retailer_10;supplier_01;supplier_02;warehouse_07,carrier_05;manufacturer_04;warehouse_07,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0,0
holdout_locked-humanitarian-doet_rule-n10-s8201-nominal,humanitarian,nominal,doet_rule,8201,0,,,,False,False,,,,0.9,3,False,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.0738065521774249,0,0,0,35,,,0.0,0.0,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rule-n10-s8202-nominal,humanitarian,nominal,doet_rule,8202,0,,,,False,False,,,,0.9,3,False,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.0738869226999439,0,0,0,39,,,0.0,0.0,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rule-n10-s8203-nominal,humanitarian,nominal,doet_rule,8203,0,,,,False,False,,,,0.9,3,False,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.0782612072269174,0,0,0,52,,,0.0,0.0,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rule-n10-s8204-nominal,humanitarian,nominal,doet_rule,8204,0,,,,False,False,,,,0.9,3,False,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.0738869226999439,0,0,0,36,,,0.0,0.0,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rule-n10-s8205-nominal,humanitarian,nominal,doet_rule,8205,0,,,,False,False,,,,0.9,3,False,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.0739259609072238,0,0,0,28,,,0.0,0.0,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rule-n10-s8206-nominal,humanitarian,nominal,doet_rule,8206,0,,,,False,False,,,,0.9,3,False,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.0739259609072238,0,0,0,46,,,0.0,0.0,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rule-n10-s8207-nominal,humanitarian,nominal,doet_rule,8207,0,,,,False,False,,,,0.9,3,False,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.0739259609072238,0,0,0,34,,,0.0,0.0,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rule-n10-s8208-nominal,humanitarian,nominal,doet_rule,8208,0,,,,False,False,,,,0.9,3,False,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.0738869226999439,0,0,0,32,,,0.0,0.0,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rl-n10-s8201-nominal-r7303,humanitarian,nominal,doet_rl,8201,7303,,,,False,False,,,,0.9,3,False,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.0738065521774249,0,0,0,9,,,0.0,0.0,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rl-n10-s8202-nominal-r7304,humanitarian,nominal,doet_rl,8202,7304,,,,False,False,,,,0.9,3,False,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.0738869226999439,0,0,0,13,,,0.0,0.0,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rl-n10-s8203-nominal-r7305,humanitarian,nominal,doet_rl,8203,7305,,,,False,False,,,,0.9,3,False,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.0782612072269174,0,0,0,10,,,0.0,0.0,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rl-n10-s8204-nominal-r7301,humanitarian,nominal,doet_rl,8204,7301,,,,False,False,,,,0.9,3,False,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.0738869226999439,0,0,0,6,,,0.0,0.0,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rl-n10-s8205-nominal-r7302,humanitarian,nominal,doet_rl,8205,7302,,,,False,False,,,,0.9,3,False,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.0739259609072238,0,0,0,21,,,0.0,0.0,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rl-n10-s8206-nominal-r7303,humanitarian,nominal,doet_rl,8206,7303,,,,False,False,,,,0.9,3,False,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.0739259609072238,0,0,0,15,,,0.0,0.0,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rl-n10-s8207-nominal-r7304,humanitarian,nominal,doet_rl,8207,7304,,,,False,False,,,,0.9,3,False,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.0739259609072238,0,0,0,16,,,0.0,0.0,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rl-n10-s8208-nominal-r7305,humanitarian,nominal,doet_rl,8208,7305,,,,False,False,,,,0.9,3,False,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.0738869226999439,0,0,0,11,,,0.0,0.0,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rule-n10-s8101-isolated,humanitarian,isolated,doet_rule,8101,0,5.0,,,False,False,,,10.0,0.9,3,True,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.0772478658652659,0,0,0,45,clinic_08;ngo_01,agency_03;clinic_08;clinic_09;community_10;ngo_02;transport_04;transport_05,0.14285714285714285,0.5,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rule-n10-s8102-isolated,humanitarian,isolated,doet_rule,8102,0,5.0,,,False,False,,,7.0,0.9,3,True,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.0773911834029465,0,0,0,47,clinic_08;ngo_01,agency_03;clinic_09;ngo_02;transport_04,0.0,0.0,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rule-n10-s8103-isolated,humanitarian,isolated,doet_rule,8103,0,5.0,,,False,False,,,9.0,0.9,3,True,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.0781515186377441,0,0,0,35,clinic_08;ngo_01,clinic_08;depot_06;ngo_02;transport_04,0.25,0.5,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rule-n10-s8104-isolated,humanitarian,isolated,doet_rule,8104,0,5.0,,,False,False,,,7.0,0.9,3,True,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.077370014191237,0,0,0,39,clinic_08;ngo_01,agency_03;clinic_09;transport_04,0.0,0.0,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rule-n10-s8105-isolated,humanitarian,isolated,doet_rule,8105,0,5.0,,,False,False,,,7.0,0.9,3,True,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.0772478658652659,0,0,0,33,clinic_08;ngo_01,agency_03;clinic_09;depot_07;transport_04,0.0,0.0,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rule-n10-s8106-isolated,humanitarian,isolated,doet_rule,8106,0,5.0,,,False,False,,,10.0,0.9,3,True,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.077370014191237,0,0,0,33,clinic_08;ngo_01,community_10;depot_07;ngo_01;ngo_02;transport_04,0.2,0.5,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rule-n10-s8107-isolated,humanitarian,isolated,doet_rule,8107,0,5.0,,,False,False,,,9.0,0.9,3,True,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.0773225015096981,0,0,0,51,clinic_08;ngo_01,agency_03;clinic_09;depot_07;ngo_01;ngo_02,0.2,0.5,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rule-n10-s8108-isolated,humanitarian,isolated,doet_rule,8108,0,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.0773911834029465,0,0,0,31,clinic_08;ngo_01,clinic_08;ngo_02,0.5,0.5,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rule-n10-s8109-isolated,humanitarian,isolated,doet_rule,8109,0,5.0,,,False,False,,,11.0,0.9,3,True,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.0774305930076872,0,0,0,20,clinic_08;ngo_01,,0.0,0.0,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rule-n10-s8110-isolated,humanitarian,isolated,doet_rule,8110,0,5.0,,,False,False,,,10.0,0.9,3,True,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.077450125918445,0,0,0,44,clinic_08;ngo_01,agency_03;clinic_09;community_10;ngo_01;transport_04,0.2,0.5,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rule-n10-s8111-isolated,humanitarian,isolated,doet_rule,8111,0,5.0,,,False,False,,,10.0,0.9,3,True,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.077370014191237,0,0,0,37,clinic_08;ngo_01,community_10;ngo_01;ngo_02;transport_04,0.25,0.5,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rule-n10-s8112-isolated,humanitarian,isolated,doet_rule,8112,0,5.0,,,False,False,,,10.0,0.9,3,True,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.077370014191237,0,0,0,27,clinic_08;ngo_01,clinic_08;depot_06,0.5,0.5,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rule-n10-s8113-isolated,humanitarian,isolated,doet_rule,8113,0,5.0,,,False,False,,,11.0,0.9,3,True,False,0,0.6179901540050325,-1.102705712063186,2.992905869547531,1.0,0.0,0.0,0.077450125918445,0,0,0,26,clinic_08;ngo_01,community_10;depot_06;transport_04,0.0,0.0,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rule-n10-s8114-isolated,humanitarian,isolated,doet_rule,8114,0,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.0773911834029465,0,0,0,31,clinic_08;ngo_01,community_10;depot_07;ngo_01;ngo_02;transport_05,0.2,0.5,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rule-n10-s8115-isolated,humanitarian,isolated,doet_rule,8115,0,5.0,,,False,False,,,9.0,0.9,3,True,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.077370014191237,0,0,0,36,clinic_08;ngo_01,clinic_08;community_10;depot_06;depot_07;ngo_01;ngo_02;transport_04,0.2857142857142857,1.0,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rule-n10-s8116-isolated,humanitarian,isolated,doet_rule,8116,0,5.0,,,False,False,,,9.0,0.9,3,True,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.0780212434177295,0,0,0,58,clinic_08;ngo_01,agency_03;clinic_09;community_10;depot_07;transport_04;transport_05,0.0,0.0,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rl-n10-s8101-isolated-r7301,humanitarian,isolated,doet_rl,8101,7301,5.0,,,False,False,,,,0.9,3,False,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.0764158161389789,0,0,0,13,clinic_08;ngo_01,clinic_08;depot_07;ngo_01;ngo_02;transport_04;transport_05,0.3333333333333333,1.0,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rl-n10-s8102-isolated-r7302,humanitarian,isolated,doet_rl,8102,7302,5.0,,,False,False,,,7.0,0.9,3,True,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.0773911834029465,0,0,0,12,clinic_08;ngo_01,clinic_08;ngo_02,0.5,0.5,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rl-n10-s8103-isolated-r7303,humanitarian,isolated,doet_rl,8103,7303,5.0,,,False,False,,,12.0,0.9,3,True,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.0781515186377441,0,0,0,20,clinic_08;ngo_01,clinic_08;depot_07;ngo_01;ngo_02;transport_04;transport_05,0.3333333333333333,1.0,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rl-n10-s8104-isolated-r7304,humanitarian,isolated,doet_rl,8104,7304,5.0,,,False,False,,,7.0,0.9,3,True,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.077370014191237,0,0,0,14,clinic_08;ngo_01,transport_05,0.0,0.0,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rl-n10-s8105-isolated-r7305,humanitarian,isolated,doet_rl,8105,7305,5.0,,,False,False,,,7.0,0.9,3,True,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.0772478658652659,0,0,0,13,clinic_08;ngo_01,clinic_08;ngo_02;transport_05,0.3333333333333333,0.5,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rl-n10-s8106-isolated-r7301,humanitarian,isolated,doet_rl,8106,7301,5.0,,,False,False,,,,0.9,3,False,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.077370014191237,0,0,0,17,clinic_08;ngo_01,depot_07;transport_04,0.0,0.0,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rl-n10-s8107-isolated-r7302,humanitarian,isolated,doet_rl,8107,7302,5.0,,,False,False,,,,0.9,3,False,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.0773225015096981,0,0,0,8,clinic_08;ngo_01,transport_05,0.0,0.0,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rl-n10-s8108-isolated-r7303,humanitarian,isolated,doet_rl,8108,7303,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.0773911834029465,0,0,0,19,clinic_08;ngo_01,agency_03;clinic_08;clinic_09;depot_07;ngo_01;ngo_02;transport_04;transport_05,0.25,1.0,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rl-n10-s8109-isolated-r7304,humanitarian,isolated,doet_rl,8109,7304,5.0,,,False,False,,,13.0,0.9,3,True,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.0774305930076872,0,0,0,15,clinic_08;ngo_01,clinic_08;depot_07;ngo_01;ngo_02;transport_04;transport_05,0.3333333333333333,1.0,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rl-n10-s8110-isolated-r7305,humanitarian,isolated,doet_rl,8110,7305,5.0,,,False,False,,,13.0,0.9,3,True,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.077450125918445,0,0,0,19,clinic_08;ngo_01,clinic_08;community_10;ngo_02;transport_04;transport_05,0.2,0.5,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rl-n10-s8111-isolated-r7301,humanitarian,isolated,doet_rl,8111,7301,5.0,,,False,False,,,12.0,0.9,3,True,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.077370014191237,0,0,0,14,clinic_08;ngo_01,clinic_08;depot_07;ngo_01;ngo_02;transport_04;transport_05,0.3333333333333333,1.0,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rl-n10-s8112-isolated-r7302,humanitarian,isolated,doet_rl,8112,7302,5.0,,,False,False,,,10.0,0.9,3,True,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.077370014191237,0,0,0,24,clinic_08;ngo_01,depot_07;ngo_01;transport_04;transport_05,0.25,0.5,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rl-n10-s8113-isolated-r7303,humanitarian,isolated,doet_rl,8113,7303,5.0,,,False,False,,,15.0,0.9,3,True,False,0,0.6179901540050325,-1.102705712063186,2.992905869547531,1.0,0.0,0.0,0.0761383847377483,0,0,0,24,clinic_08;ngo_01,agency_03;clinic_08;clinic_09;depot_07;ngo_01;ngo_02;transport_04;transport_05,0.25,1.0,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rl-n10-s8114-isolated-r7304,humanitarian,isolated,doet_rl,8114,7304,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.0773911834029465,0,0,0,18,clinic_08;ngo_01,agency_03;clinic_09;depot_07;ngo_01;transport_05,0.2,0.5,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rl-n10-s8115-isolated-r7305,humanitarian,isolated,doet_rl,8115,7305,5.0,,,False,False,,,,0.9,3,False,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.077370014191237,0,0,0,13,clinic_08;ngo_01,clinic_08;depot_07;ngo_01;ngo_02;transport_04;transport_05,0.3333333333333333,1.0,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rl-n10-s8116-isolated-r7301,humanitarian,isolated,doet_rl,8116,7301,5.0,,,False,False,,,,0.9,3,False,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.0780212434177295,0,0,0,12,clinic_08;ngo_01,depot_07;ngo_01,0.5,0.5,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rule-n10-s8101-communication_partition,humanitarian,communication_partition,doet_rule,8101,0,5.0,,,False,False,,,10.0,0.9,3,True,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.0814248227672576,0,0,0,36,clinic_08;ngo_01,ngo_01;ngo_02,0.5,0.5,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rule-n10-s8102-communication_partition,humanitarian,communication_partition,doet_rule,8102,0,5.0,,,False,False,,,7.0,0.9,3,True,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.0815623534234312,0,0,0,35,clinic_08;ngo_01,clinic_09;depot_07;ngo_01;ngo_02;transport_04,0.2,0.5,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rule-n10-s8103-communication_partition,humanitarian,communication_partition,doet_rule,8103,0,5.0,,,False,False,,,9.0,0.9,3,True,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.082333251038506,0,0,0,27,clinic_08;ngo_01,agency_03;clinic_09;community_10;ngo_01;ngo_02,0.2,0.5,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rule-n10-s8104-communication_partition,humanitarian,communication_partition,doet_rule,8104,0,5.0,,,False,False,,,7.0,0.9,3,True,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.0815517465919988,0,0,0,31,clinic_08;ngo_01,clinic_09;community_10;ngo_01;ngo_02;transport_04,0.2,0.5,0.0,0.0,,0.0,0,0
holdout_locked-humanitarian-doet_rule-n10-s8105-communication_partition,humanitarian,communication_partition,doet_rule,8105,0,5.0,,,False,False,,,7.0,0.9,3,True,False,0,0.6179901540050325,-1.102705712063186,3.072389163659129,1.0,0.0,0.0,0.0814248227672576,0,0,0,40,clinic_08;ngo_01,clinic_08;clinic_09;depot_07;ngo_01;ngo_02;transport_04;transport_05,0.2857142857142857,1.0,0.0,0.0,,0.0,0,0
