run_id,application,scenario_name,seed,n_agents,method,rl_training_seed,option,option_name,option_count,decision_count,option_proportion
holdout_locked-humanitarian-learned_no_entropy-n10-s8206-nominal-r7303,humanitarian,nominal,8206,10,learned_no_entropy,7303,6,request_reallocation,43,112,0.38392857142857145
holdout_locked-humanitarian-learned_no_entropy-n10-s8206-nominal-r7303,humanitarian,nominal,8206,10,learned_no_entropy,7303,7,emergency,15,112,0.13392857142857142
holdout_locked-humanitarian-learned_no_entropy-n10-s8206-nominal-r7303,humanitarian,nominal,8206,10,learned_no_entropy,7303,8,silent,1,112,0.008928571428571428
holdout_locked-humanitarian-learned_no_entropy-n10-s8207-nominal-r7304,humanitarian,nominal,8207,10,learned_no_entropy,7304,0,continue,3,126,0.023809523809523808
holdout_locked-humanitarian-learned_no_entropy-n10-s8207-nominal-r7304,humanitarian,nominal,8207,10,learned_no_entropy,7304,1,request_info,3,126,0.023809523809523808
holdout_locked-humanitarian-learned_no_entropy-n10-s8207-nominal-r7304,humanitarian,nominal,8207,10,learned_no_entropy,7304,2,disclose_summary,0,126,0.0
holdout_locked-humanitarian-learned_no_entropy-n10-s8207-nominal-r7304,humanitarian,nominal,8207,10,learned_no_entropy,7304,3,negotiate,25,126,0.1984126984126984
holdout_locked-humanitarian-learned_no_entropy-n10-s8207-nominal-r7304,humanitarian,nominal,8207,10,learned_no_entropy,7304,4,respond_offer,30,126,0.23809523809523808
holdout_locked-humanitarian-learned_no_entropy-n10-s8207-nominal-r7304,humanitarian,nominal,8207,10,learned_no_entropy,7304,5,propose_coalition,12,126,0.09523809523809523
holdout_locked-humanitarian-learned_no_entropy-n10-s8207-nominal-r7304,humanitarian,nominal,8207,10,learned_no_entropy,7304,6,request_reallocation,43,126,0.3412698412698413
holdout_locked-humanitarian-learned_no_entropy-n10-s8207-nominal-r7304,humanitarian,nominal,8207,10,learned_no_entropy,7304,7,emergency,10,126,0.07936507936507936
holdout_locked-humanitarian-learned_no_entropy-n10-s8207-nominal-r7304,humanitarian,nominal,8207,10,learned_no_entropy,7304,8,silent,0,126,0.0
holdout_locked-humanitarian-learned_no_entropy-n10-s8208-nominal-r7305,humanitarian,nominal,8208,10,learned_no_entropy,7305,0,continue,3,115,0.02608695652173913
holdout_locked-humanitarian-learned_no_entropy-n10-s8208-nominal-r7305,humanitarian,nominal,8208,10,learned_no_entropy,7305,1,request_info,3,115,0.02608695652173913
holdout_locked-humanitarian-learned_no_entropy-n10-s8208-nominal-r7305,humanitarian,nominal,8208,10,learned_no_entropy,7305,2,disclose_summary,0,115,0.0
holdout_locked-humanitarian-learned_no_entropy-n10-s8208-nominal-r7305,humanitarian,nominal,8208,10,learned_no_entropy,7305,3,negotiate,25,115,0.21739130434782608
holdout_locked-humanitarian-learned_no_entropy-n10-s8208-nominal-r7305,humanitarian,nominal,8208,10,learned_no_entropy,7305,4,respond_offer,10,115,0.08695652173913043
holdout_locked-humanitarian-learned_no_entropy-n10-s8208-nominal-r7305,humanitarian,nominal,8208,10,learned_no_entropy,7305,5,propose_coalition,9,115,0.0782608695652174
holdout_locked-humanitarian-learned_no_entropy-n10-s8208-nominal-r7305,humanitarian,nominal,8208,10,learned_no_entropy,7305,6,request_reallocation,56,115,0.48695652173913045
holdout_locked-humanitarian-learned_no_entropy-n10-s8208-nominal-r7305,humanitarian,nominal,8208,10,learned_no_entropy,7305,7,emergency,9,115,0.0782608695652174
holdout_locked-humanitarian-learned_no_entropy-n10-s8208-nominal-r7305,humanitarian,nominal,8208,10,learned_no_entropy,7305,8,silent,0,115,0.0
holdout_locked-humanitarian-doet_rl-n10-s8201-nominal-r7303,humanitarian,nominal,8201,10,doet_rl,7303,0,continue,16,27,0.5925925925925926
holdout_locked-humanitarian-doet_rl-n10-s8201-nominal-r7303,humanitarian,nominal,8201,10,doet_rl,7303,1,request_info,0,27,0.0
holdout_locked-humanitarian-doet_rl-n10-s8201-nominal-r7303,humanitarian,nominal,8201,10,doet_rl,7303,2,disclose_summary,0,27,0.0
holdout_locked-humanitarian-doet_rl-n10-s8201-nominal-r7303,humanitarian,nominal,8201,10,doet_rl,7303,3,negotiate,0,27,0.0
holdout_locked-humanitarian-doet_rl-n10-s8201-nominal-r7303,humanitarian,nominal,8201,10,doet_rl,7303,4,respond_offer,0,27,0.0
holdout_locked-humanitarian-doet_rl-n10-s8201-nominal-r7303,humanitarian,nominal,8201,10,doet_rl,7303,5,propose_coalition,3,27,0.1111111111111111
holdout_locked-humanitarian-doet_rl-n10-s8201-nominal-r7303,humanitarian,nominal,8201,10,doet_rl,7303,6,request_reallocation,1,27,0.037037037037037035
holdout_locked-humanitarian-doet_rl-n10-s8201-nominal-r7303,humanitarian,nominal,8201,10,doet_rl,7303,7,emergency,7,27,0.25925925925925924
holdout_locked-humanitarian-doet_rl-n10-s8201-nominal-r7303,humanitarian,nominal,8201,10,doet_rl,7303,8,silent,0,27,0.0
holdout_locked-humanitarian-doet_rl-n10-s8202-nominal-r7304,humanitarian,nominal,8202,10,doet_rl,7304,0,continue,18,34,0.5294117647058824
holdout_locked-humanitarian-doet_rl-n10-s8202-nominal-r7304,humanitarian,nominal,8202,10,doet_rl,7304,1,request_info,0,34,0.0
holdout_locked-humanitarian-doet_rl-n10-s8202-nominal-r7304,humanitarian,nominal,8202,10,doet_rl,7304,2,disclose_summary,0,34,0.0
holdout_locked-humanitarian-doet_rl-n10-s8202-nominal-r7304,humanitarian,nominal,8202,10,doet_rl,7304,3,negotiate,0,34,0.0
holdout_locked-humanitarian-doet_rl-n10-s8202-nominal-r7304,humanitarian,nominal,8202,10,doet_rl,7304,4,respond_offer,0,34,0.0
holdout_locked-humanitarian-doet_rl-n10-s8202-nominal-r7304,humanitarian,nominal,8202,10,doet_rl,7304,5,propose_coalition,3,34,0.08823529411764706
holdout_locked-humanitarian-doet_rl-n10-s8202-nominal-r7304,humanitarian,nominal,8202,10,doet_rl,7304,6,request_reallocation,7,34,0.20588235294117646
holdout_locked-humanitarian-doet_rl-n10-s8202-nominal-r7304,humanitarian,nominal,8202,10,doet_rl,7304,7,emergency,6,34,0.17647058823529413
holdout_locked-humanitarian-doet_rl-n10-s8202-nominal-r7304,humanitarian,nominal,8202,10,doet_rl,7304,8,silent,0,34,0.0
holdout_locked-humanitarian-doet_rl-n10-s8203-nominal-r7305,humanitarian,nominal,8203,10,doet_rl,7305,0,continue,17,34,0.5
holdout_locked-humanitarian-doet_rl-n10-s8203-nominal-r7305,humanitarian,nominal,8203,10,doet_rl,7305,1,request_info,0,34,0.0
holdout_locked-humanitarian-doet_rl-n10-s8203-nominal-r7305,humanitarian,nominal,8203,10,doet_rl,7305,2,disclose_summary,0,34,0.0
holdout_locked-humanitarian-doet_rl-n10-s8203-nominal-r7305,humanitarian,nominal,8203,10,doet_rl,7305,3,negotiate,0,34,0.0
holdout_locked-humanitarian-doet_rl-n10-s8203-nominal-r7305,humanitarian,nominal,8203,10,doet_rl,7305,4,respond_offer,0,34,0.0
holdout_locked-humanitarian-doet_rl-n10-s8203-nominal-r7305,humanitarian,nominal,8203,10,doet_rl,7305,5,propose_coalition,3,34,0.08823529411764706
holdout_locked-humanitarian-doet_rl-n10-s8203-nominal-r7305,humanitarian,nominal,8203,10,doet_rl,7305,6,request_reallocation,8,34,0.23529411764705882
holdout_locked-humanitarian-doet_rl-n10-s8203-nominal-r7305,humanitarian,nominal,8203,10,doet_rl,7305,7,emergency,6,34,0.17647058823529413
holdout_locked-humanitarian-doet_rl-n10-s8203-nominal-r7305,humanitarian,nominal,8203,10,doet_rl,7305,8,silent,0,34,0.0
holdout_locked-humanitarian-doet_rl-n10-s8204-nominal-r7301,humanitarian,nominal,8204,10,doet_rl,7301,0,continue,17,25,0.68
holdout_locked-humanitarian-doet_rl-n10-s8204-nominal-r7301,humanitarian,nominal,8204,10,doet_rl,7301,1,request_info,0,25,0.0
holdout_locked-humanitarian-doet_rl-n10-s8204-nominal-r7301,humanitarian,nominal,8204,10,doet_rl,7301,2,disclose_summary,0,25,0.0
holdout_locked-humanitarian-doet_rl-n10-s8204-nominal-r7301,humanitarian,nominal,8204,10,doet_rl,7301,3,negotiate,0,25,0.0
holdout_locked-humanitarian-doet_rl-n10-s8204-nominal-r7301,humanitarian,nominal,8204,10,doet_rl,7301,4,respond_offer,0,25,0.0
holdout_locked-humanitarian-doet_rl-n10-s8204-nominal-r7301,humanitarian,nominal,8204,10,doet_rl,7301,5,propose_coalition,2,25,0.08
holdout_locked-humanitarian-doet_rl-n10-s8204-nominal-r7301,humanitarian,nominal,8204,10,doet_rl,7301,6,request_reallocation,1,25,0.04
holdout_locked-humanitarian-doet_rl-n10-s8204-nominal-r7301,humanitarian,nominal,8204,10,doet_rl,7301,7,emergency,5,25,0.2
holdout_locked-humanitarian-doet_rl-n10-s8204-nominal-r7301,humanitarian,nominal,8204,10,doet_rl,7301,8,silent,0,25,0.0
holdout_locked-humanitarian-doet_rl-n10-s8205-nominal-r7302,humanitarian,nominal,8205,10,doet_rl,7302,0,continue,20,48,0.4166666666666667
holdout_locked-humanitarian-doet_rl-n10-s8205-nominal-r7302,humanitarian,nominal,8205,10,doet_rl,7302,1,request_info,0,48,0.0
holdout_locked-humanitarian-doet_rl-n10-s8205-nominal-r7302,humanitarian,nominal,8205,10,doet_rl,7302,2,disclose_summary,0,48,0.0
holdout_locked-humanitarian-doet_rl-n10-s8205-nominal-r7302,humanitarian,nominal,8205,10,doet_rl,7302,3,negotiate,0,48,0.0
holdout_locked-humanitarian-doet_rl-n10-s8205-nominal-r7302,humanitarian,nominal,8205,10,doet_rl,7302,4,respond_offer,0,48,0.0
holdout_locked-humanitarian-doet_rl-n10-s8205-nominal-r7302,humanitarian,nominal,8205,10,doet_rl,7302,5,propose_coalition,7,48,0.14583333333333334
holdout_locked-humanitarian-doet_rl-n10-s8205-nominal-r7302,humanitarian,nominal,8205,10,doet_rl,7302,6,request_reallocation,15,48,0.3125
holdout_locked-humanitarian-doet_rl-n10-s8205-nominal-r7302,humanitarian,nominal,8205,10,doet_rl,7302,7,emergency,6,48,0.125
holdout_locked-humanitarian-doet_rl-n10-s8205-nominal-r7302,humanitarian,nominal,8205,10,doet_rl,7302,8,silent,0,48,0.0
holdout_locked-humanitarian-doet_rl-n10-s8206-nominal-r7303,humanitarian,nominal,8206,10,doet_rl,7303,0,continue,17,39,0.4358974358974359
holdout_locked-humanitarian-doet_rl-n10-s8206-nominal-r7303,humanitarian,nominal,8206,10,doet_rl,7303,1,request_info,0,39,0.0
holdout_locked-humanitarian-doet_rl-n10-s8206-nominal-r7303,humanitarian,nominal,8206,10,doet_rl,7303,2,disclose_summary,0,39,0.0
holdout_locked-humanitarian-doet_rl-n10-s8206-nominal-r7303,humanitarian,nominal,8206,10,doet_rl,7303,3,negotiate,0,39,0.0
holdout_locked-humanitarian-doet_rl-n10-s8206-nominal-r7303,humanitarian,nominal,8206,10,doet_rl,7303,4,respond_offer,0,39,0.0
holdout_locked-humanitarian-doet_rl-n10-s8206-nominal-r7303,humanitarian,nominal,8206,10,doet_rl,7303,5,propose_coalition,4,39,0.10256410256410256
holdout_locked-humanitarian-doet_rl-n10-s8206-nominal-r7303,humanitarian,nominal,8206,10,doet_rl,7303,6,request_reallocation,10,39,0.2564102564102564
holdout_locked-humanitarian-doet_rl-n10-s8206-nominal-r7303,humanitarian,nominal,8206,10,doet_rl,7303,7,emergency,6,39,0.15384615384615385
holdout_locked-humanitarian-doet_rl-n10-s8206-nominal-r7303,humanitarian,nominal,8206,10,doet_rl,7303,8,silent,2,39,0.05128205128205128
holdout_locked-humanitarian-doet_rl-n10-s8207-nominal-r7304,humanitarian,nominal,8207,10,doet_rl,7304,0,continue,19,46,0.41304347826086957
holdout_locked-humanitarian-doet_rl-n10-s8207-nominal-r7304,humanitarian,nominal,8207,10,doet_rl,7304,1,request_info,0,46,0.0
holdout_locked-humanitarian-doet_rl-n10-s8207-nominal-r7304,humanitarian,nominal,8207,10,doet_rl,7304,2,disclose_summary,0,46,0.0
holdout_locked-humanitarian-doet_rl-n10-s8207-nominal-r7304,humanitarian,nominal,8207,10,doet_rl,7304,3,negotiate,0,46,0.0
holdout_locked-humanitarian-doet_rl-n10-s8207-nominal-r7304,humanitarian,nominal,8207,10,doet_rl,7304,4,respond_offer,0,46,0.0
holdout_locked-humanitarian-doet_rl-n10-s8207-nominal-r7304,humanitarian,nominal,8207,10,doet_rl,7304,5,propose_coalition,5,46,0.10869565217391304
holdout_locked-humanitarian-doet_rl-n10-s8207-nominal-r7304,humanitarian,nominal,8207,10,doet_rl,7304,6,request_reallocation,15,46,0.32608695652173914
holdout_locked-humanitarian-doet_rl-n10-s8207-nominal-r7304,humanitarian,nominal,8207,10,doet_rl,7304,7,emergency,7,46,0.15217391304347827
holdout_locked-humanitarian-doet_rl-n10-s8207-nominal-r7304,humanitarian,nominal,8207,10,doet_rl,7304,8,silent,0,46,0.0
holdout_locked-humanitarian-doet_rl-n10-s8208-nominal-r7305,humanitarian,nominal,8208,10,doet_rl,7305,0,continue,18,34,0.5294117647058824
holdout_locked-humanitarian-doet_rl-n10-s8208-nominal-r7305,humanitarian,nominal,8208,10,doet_rl,7305,1,request_info,0,34,0.0
holdout_locked-humanitarian-doet_rl-n10-s8208-nominal-r7305,humanitarian,nominal,8208,10,doet_rl,7305,2,disclose_summary,0,34,0.0
holdout_locked-humanitarian-doet_rl-n10-s8208-nominal-r7305,humanitarian,nominal,8208,10,doet_rl,7305,3,negotiate,0,34,0.0
holdout_locked-humanitarian-doet_rl-n10-s8208-nominal-r7305,humanitarian,nominal,8208,10,doet_rl,7305,4,respond_offer,0,34,0.0
holdout_locked-humanitarian-doet_rl-n10-s8208-nominal-r7305,humanitarian,nominal,8208,10,doet_rl,7305,5,propose_coalition,4,34,0.11764705882352941
holdout_locked-humanitarian-doet_rl-n10-s8208-nominal-r7305,humanitarian,nominal,8208,10,doet_rl,7305,6,request_reallocation,6,34,0.17647058823529413
holdout_locked-humanitarian-doet_rl-n10-s8208-nominal-r7305,humanitarian,nominal,8208,10,doet_rl,7305,7,emergency,6,34,0.17647058823529413
holdout_locked-humanitarian-doet_rl-n10-s8208-nominal-r7305,humanitarian,nominal,8208,10,doet_rl,7305,8,silent,0,34,0.0
holdout_locked-humanitarian-learned_no_entropy-n10-s8101-isolated-r7301,humanitarian,isolated,8101,10,learned_no_entropy,7301,0,continue,2,123,0.016260162601626018
holdout_locked-humanitarian-learned_no_entropy-n10-s8101-isolated-r7301,humanitarian,isolated,8101,10,learned_no_entropy,7301,1,request_info,4,123,0.032520325203252036
holdout_locked-humanitarian-learned_no_entropy-n10-s8101-isolated-r7301,humanitarian,isolated,8101,10,learned_no_entropy,7301,2,disclose_summary,0,123,0.0
holdout_locked-humanitarian-learned_no_entropy-n10-s8101-isolated-r7301,humanitarian,isolated,8101,10,learned_no_entropy,7301,3,negotiate,14,123,0.11382113821138211
holdout_locked-humanitarian-learned_no_entropy-n10-s8101-isolated-r7301,humanitarian,isolated,8101,10,learned_no_entropy,7301,4,respond_offer,45,123,0.36585365853658536
holdout_locked-humanitarian-learned_no_entropy-n10-s8101-isolated-r7301,humanitarian,isolated,8101,10,learned_no_entropy,7301,5,propose_coalition,20,123,0.16260162601626016
holdout_locked-humanitarian-learned_no_entropy-n10-s8101-isolated-r7301,humanitarian,isolated,8101,10,learned_no_entropy,7301,6,request_reallocation,19,123,0.15447154471544716
holdout_locked-humanitarian-learned_no_entropy-n10-s8101-isolated-r7301,humanitarian,isolated,8101,10,learned_no_entropy,7301,7,emergency,19,123,0.15447154471544716
holdout_locked-humanitarian-learned_no_entropy-n10-s8101-isolated-r7301,humanitarian,isolated,8101,10,learned_no_entropy,7301,8,silent,0,123,0.0
holdout_locked-humanitarian-learned_no_entropy-n10-s8102-isolated-r7302,humanitarian,isolated,8102,10,learned_no_entropy,7302,0,continue,2,118,0.01694915254237288
holdout_locked-humanitarian-learned_no_entropy-n10-s8102-isolated-r7302,humanitarian,isolated,8102,10,learned_no_entropy,7302,1,request_info,3,118,0.025423728813559324
holdout_locked-humanitarian-learned_no_entropy-n10-s8102-isolated-r7302,humanitarian,isolated,8102,10,learned_no_entropy,7302,2,disclose_summary,0,118,0.0
holdout_locked-humanitarian-learned_no_entropy-n10-s8102-isolated-r7302,humanitarian,isolated,8102,10,learned_no_entropy,7302,3,negotiate,16,118,0.13559322033898305
holdout_locked-humanitarian-learned_no_entropy-n10-s8102-isolated-r7302,humanitarian,isolated,8102,10,learned_no_entropy,7302,4,respond_offer,17,118,0.1440677966101695
holdout_locked-humanitarian-learned_no_entropy-n10-s8102-isolated-r7302,humanitarian,isolated,8102,10,learned_no_entropy,7302,5,propose_coalition,19,118,0.16101694915254236
holdout_locked-humanitarian-learned_no_entropy-n10-s8102-isolated-r7302,humanitarian,isolated,8102,10,learned_no_entropy,7302,6,request_reallocation,42,118,0.3559322033898305
holdout_locked-humanitarian-learned_no_entropy-n10-s8102-isolated-r7302,humanitarian,isolated,8102,10,learned_no_entropy,7302,7,emergency,19,118,0.16101694915254236
holdout_locked-humanitarian-learned_no_entropy-n10-s8102-isolated-r7302,humanitarian,isolated,8102,10,learned_no_entropy,7302,8,silent,0,118,0.0
holdout_locked-humanitarian-learned_no_entropy-n10-s8103-isolated-r7303,humanitarian,isolated,8103,10,learned_no_entropy,7303,0,continue,2,128,0.015625
holdout_locked-humanitarian-learned_no_entropy-n10-s8103-isolated-r7303,humanitarian,isolated,8103,10,learned_no_entropy,7303,1,request_info,3,128,0.0234375
holdout_locked-humanitarian-learned_no_entropy-n10-s8103-isolated-r7303,humanitarian,isolated,8103,10,learned_no_entropy,7303,2,disclose_summary,0,128,0.0
holdout_locked-humanitarian-learned_no_entropy-n10-s8103-isolated-r7303,humanitarian,isolated,8103,10,learned_no_entropy,7303,3,negotiate,26,128,0.203125
holdout_locked-humanitarian-learned_no_entropy-n10-s8103-isolated-r7303,humanitarian,isolated,8103,10,learned_no_entropy,7303,4,respond_offer,8,128,0.0625
holdout_locked-humanitarian-learned_no_entropy-n10-s8103-isolated-r7303,humanitarian,isolated,8103,10,learned_no_entropy,7303,5,propose_coalition,21,128,0.1640625
holdout_locked-humanitarian-learned_no_entropy-n10-s8103-isolated-r7303,humanitarian,isolated,8103,10,learned_no_entropy,7303,6,request_reallocation,54,128,0.421875
holdout_locked-humanitarian-learned_no_entropy-n10-s8103-isolated-r7303,humanitarian,isolated,8103,10,learned_no_entropy,7303,7,emergency,12,128,0.09375
holdout_locked-humanitarian-learned_no_entropy-n10-s8103-isolated-r7303,humanitarian,isolated,8103,10,learned_no_entropy,7303,8,silent,2,128,0.015625
holdout_locked-humanitarian-learned_no_entropy-n10-s8104-isolated-r7304,humanitarian,isolated,8104,10,learned_no_entropy,7304,0,continue,7,127,0.05511811023622047
holdout_locked-humanitarian-learned_no_entropy-n10-s8104-isolated-r7304,humanitarian,isolated,8104,10,learned_no_entropy,7304,1,request_info,3,127,0.023622047244094488
holdout_locked-humanitarian-learned_no_entropy-n10-s8104-isolated-r7304,humanitarian,isolated,8104,10,learned_no_entropy,7304,2,disclose_summary,0,127,0.0
holdout_locked-humanitarian-learned_no_entropy-n10-s8104-isolated-r7304,humanitarian,isolated,8104,10,learned_no_entropy,7304,3,negotiate,16,127,0.12598425196850394
holdout_locked-humanitarian-learned_no_entropy-n10-s8104-isolated-r7304,humanitarian,isolated,8104,10,learned_no_entropy,7304,4,respond_offer,51,127,0.4015748031496063
holdout_locked-humanitarian-learned_no_entropy-n10-s8104-isolated-r7304,humanitarian,isolated,8104,10,learned_no_entropy,7304,5,propose_coalition,13,127,0.10236220472440945
holdout_locked-humanitarian-learned_no_entropy-n10-s8104-isolated-r7304,humanitarian,isolated,8104,10,learned_no_entropy,7304,6,request_reallocation,25,127,0.1968503937007874
holdout_locked-humanitarian-learned_no_entropy-n10-s8104-isolated-r7304,humanitarian,isolated,8104,10,learned_no_entropy,7304,7,emergency,12,127,0.09448818897637795
holdout_locked-humanitarian-learned_no_entropy-n10-s8104-isolated-r7304,humanitarian,isolated,8104,10,learned_no_entropy,7304,8,silent,0,127,0.0
holdout_locked-humanitarian-learned_no_entropy-n10-s8105-isolated-r7305,humanitarian,isolated,8105,10,learned_no_entropy,7305,0,continue,1,124,0.008064516129032258
holdout_locked-humanitarian-learned_no_entropy-n10-s8105-isolated-r7305,humanitarian,isolated,8105,10,learned_no_entropy,7305,1,request_info,3,124,0.024193548387096774
holdout_locked-humanitarian-learned_no_entropy-n10-s8105-isolated-r7305,humanitarian,isolated,8105,10,learned_no_entropy,7305,2,disclose_summary,0,124,0.0
holdout_locked-humanitarian-learned_no_entropy-n10-s8105-isolated-r7305,humanitarian,isolated,8105,10,learned_no_entropy,7305,3,negotiate,22,124,0.1774193548387097
holdout_locked-humanitarian-learned_no_entropy-n10-s8105-isolated-r7305,humanitarian,isolated,8105,10,learned_no_entropy,7305,4,respond_offer,35,124,0.28225806451612906
holdout_locked-humanitarian-learned_no_entropy-n10-s8105-isolated-r7305,humanitarian,isolated,8105,10,learned_no_entropy,7305,5,propose_coalition,9,124,0.07258064516129033
holdout_locked-humanitarian-learned_no_entropy-n10-s8105-isolated-r7305,humanitarian,isolated,8105,10,learned_no_entropy,7305,6,request_reallocation,41,124,0.33064516129032256
holdout_locked-humanitarian-learned_no_entropy-n10-s8105-isolated-r7305,humanitarian,isolated,8105,10,learned_no_entropy,7305,7,emergency,13,124,0.10483870967741936
holdout_locked-humanitarian-learned_no_entropy-n10-s8105-isolated-r7305,humanitarian,isolated,8105,10,learned_no_entropy,7305,8,silent,0,124,0.0
holdout_locked-humanitarian-learned_no_entropy-n10-s8106-isolated-r7301,humanitarian,isolated,8106,10,learned_no_entropy,7301,0,continue,5,125,0.04
holdout_locked-humanitarian-learned_no_entropy-n10-s8106-isolated-r7301,humanitarian,isolated,8106,10,learned_no_entropy,7301,1,request_info,2,125,0.016
holdout_locked-humanitarian-learned_no_entropy-n10-s8106-isolated-r7301,humanitarian,isolated,8106,10,learned_no_entropy,7301,2,disclose_summary,0,125,0.0
holdout_locked-humanitarian-learned_no_entropy-n10-s8106-isolated-r7301,humanitarian,isolated,8106,10,learned_no_entropy,7301,3,negotiate,23,125,0.184
holdout_locked-humanitarian-learned_no_entropy-n10-s8106-isolated-r7301,humanitarian,isolated,8106,10,learned_no_entropy,7301,4,respond_offer,22,125,0.176
holdout_locked-humanitarian-learned_no_entropy-n10-s8106-isolated-r7301,humanitarian,isolated,8106,10,learned_no_entropy,7301,5,propose_coalition,14,125,0.112
holdout_locked-humanitarian-learned_no_entropy-n10-s8106-isolated-r7301,humanitarian,isolated,8106,10,learned_no_entropy,7301,6,request_reallocation,44,125,0.352
holdout_locked-humanitarian-learned_no_entropy-n10-s8106-isolated-r7301,humanitarian,isolated,8106,10,learned_no_entropy,7301,7,emergency,14,125,0.112
holdout_locked-humanitarian-learned_no_entropy-n10-s8106-isolated-r7301,humanitarian,isolated,8106,10,learned_no_entropy,7301,8,silent,1,125,0.008
holdout_locked-humanitarian-learned_no_entropy-n10-s8107-isolated-r7302,humanitarian,isolated,8107,10,learned_no_entropy,7302,0,continue,1,122,0.00819672131147541
holdout_locked-humanitarian-learned_no_entropy-n10-s8107-isolated-r7302,humanitarian,isolated,8107,10,learned_no_entropy,7302,1,request_info,3,122,0.02459016393442623
holdout_locked-humanitarian-learned_no_entropy-n10-s8107-isolated-r7302,humanitarian,isolated,8107,10,learned_no_entropy,7302,2,disclose_summary,0,122,0.0
holdout_locked-humanitarian-learned_no_entropy-n10-s8107-isolated-r7302,humanitarian,isolated,8107,10,learned_no_entropy,7302,3,negotiate,17,122,0.13934426229508196
holdout_locked-humanitarian-learned_no_entropy-n10-s8107-isolated-r7302,humanitarian,isolated,8107,10,learned_no_entropy,7302,4,respond_offer,44,122,0.36065573770491804
holdout_locked-humanitarian-learned_no_entropy-n10-s8107-isolated-r7302,humanitarian,isolated,8107,10,learned_no_entropy,7302,5,propose_coalition,10,122,0.08196721311475409
holdout_locked-humanitarian-learned_no_entropy-n10-s8107-isolated-r7302,humanitarian,isolated,8107,10,learned_no_entropy,7302,6,request_reallocation,37,122,0.30327868852459017
holdout_locked-humanitarian-learned_no_entropy-n10-s8107-isolated-r7302,humanitarian,isolated,8107,10,learned_no_entropy,7302,7,emergency,10,122,0.08196721311475409
holdout_locked-humanitarian-learned_no_entropy-n10-s8107-isolated-r7302,humanitarian,isolated,8107,10,learned_no_entropy,7302,8,silent,0,122,0.0
holdout_locked-humanitarian-learned_no_entropy-n10-s8108-isolated-r7303,humanitarian,isolated,8108,10,learned_no_entropy,7303,0,continue,7,126,0.05555555555555555
holdout_locked-humanitarian-learned_no_entropy-n10-s8108-isolated-r7303,humanitarian,isolated,8108,10,learned_no_entropy,7303,1,request_info,3,126,0.023809523809523808
holdout_locked-humanitarian-learned_no_entropy-n10-s8108-isolated-r7303,humanitarian,isolated,8108,10,learned_no_entropy,7303,2,disclose_summary,0,126,0.0
holdout_locked-humanitarian-learned_no_entropy-n10-s8108-isolated-r7303,humanitarian,isolated,8108,10,learned_no_entropy,7303,3,negotiate,17,126,0.1349206349206349
holdout_locked-humanitarian-learned_no_entropy-n10-s8108-isolated-r7303,humanitarian,isolated,8108,10,learned_no_entropy,7303,4,respond_offer,30,126,0.23809523809523808
holdout_locked-humanitarian-learned_no_entropy-n10-s8108-isolated-r7303,humanitarian,isolated,8108,10,learned_no_entropy,7303,5,propose_coalition,18,126,0.14285714285714285
holdout_locked-humanitarian-learned_no_entropy-n10-s8108-isolated-r7303,humanitarian,isolated,8108,10,learned_no_entropy,7303,6,request_reallocation,32,126,0.25396825396825395
holdout_locked-humanitarian-learned_no_entropy-n10-s8108-isolated-r7303,humanitarian,isolated,8108,10,learned_no_entropy,7303,7,emergency,17,126,0.1349206349206349
holdout_locked-humanitarian-learned_no_entropy-n10-s8108-isolated-r7303,humanitarian,isolated,8108,10,learned_no_entropy,7303,8,silent,2,126,0.015873015873015872
holdout_locked-humanitarian-learned_no_entropy-n10-s8109-isolated-r7304,humanitarian,isolated,8109,10,learned_no_entropy,7304,0,continue,6,117,0.05128205128205128
holdout_locked-humanitarian-learned_no_entropy-n10-s8109-isolated-r7304,humanitarian,isolated,8109,10,learned_no_entropy,7304,1,request_info,3,117,0.02564102564102564
holdout_locked-humanitarian-learned_no_entropy-n10-s8109-isolated-r7304,humanitarian,isolated,8109,10,learned_no_entropy,7304,2,disclose_summary,0,117,0.0
holdout_locked-humanitarian-learned_no_entropy-n10-s8109-isolated-r7304,humanitarian,isolated,8109,10,learned_no_entropy,7304,3,negotiate,19,117,0.1623931623931624
holdout_locked-humanitarian-learned_no_entropy-n10-s8109-isolated-r7304,humanitarian,isolated,8109,10,learned_no_entropy,7304,4,respond_offer,20,117,0.17094017094017094
holdout_locked-humanitarian-learned_no_entropy-n10-s8109-isolated-r7304,humanitarian,isolated,8109,10,learned_no_entropy,7304,5,propose_coalition,16,117,0.13675213675213677
holdout_locked-humanitarian-learned_no_entropy-n10-s8109-isolated-r7304,humanitarian,isolated,8109,10,learned_no_entropy,7304,6,request_reallocation,35,117,0.29914529914529914
holdout_locked-humanitarian-learned_no_entropy-n10-s8109-isolated-r7304,humanitarian,isolated,8109,10,learned_no_entropy,7304,7,emergency,18,117,0.15384615384615385
holdout_locked-humanitarian-learned_no_entropy-n10-s8109-isolated-r7304,humanitarian,isolated,8109,10,learned_no_entropy,7304,8,silent,0,117,0.0
holdout_locked-humanitarian-learned_no_entropy-n10-s8110-isolated-r7305,humanitarian,isolated,8110,10,learned_no_entropy,7305,0,continue,3,119,0.025210084033613446
