accepted_physical_actions_v8,action_policy_id,actionable_opportunities,agent_count,allocation_inequality_gini,application,attempted_sketch_messages,autonomous_beneficial_actions,autonomous_harmful_actions,autonomous_neutral_actions,belief_updates_from_delivered_sketches,beneficial_actions,commitment_failures,completed_at,complexity,consensus_recovery_steps,conservation_feasible,coupling,critical_shortage_exposure,cross_community_messages,decision_epochs,delivered_sketch_messages,delivered_useful_sketch_bytes,delivery_completion,detected_groups,detection_groups,detection_recall,disagreement_time_integrated_error,dropped_messages,dropped_sketch_messages,encoding,environment_seed,event_count,false_alarm_groups,false_alarm_rate,forwarded_sketch_messages,fragmentation,fully_counted_bytes,fully_counted_messages,harmful_actions,horizon,information_actions,information_condition,maximum_cascade_depth,maximum_conservation_residual,maximum_detection_delay_steps,maximum_message_age,mean_detection_delay_steps,mean_message_age,mean_quantization_l1_error,net_causal_utility,network_disruption,neutral_actions,normalized_autonomous_reward,normalized_time_integrated_estimation_error,operational_bytes,operational_messages,operational_node_count,operator_escalation_requests,operator_executed_actions,physical_actions,pointwise_estimation_mae_max,pointwise_estimation_mae_p90,pointwise_estimation_mae_p95,privacy_boundary_pass,proposed_physical_actions,redundant_sketch_bytes,resource_waste,retries,run_id,scheduler,service_loss,service_reaching_actions,sketch_bytes,sketch_header_bytes,sketch_integrity_bytes,sketch_messages,sketch_on_wire_bytes,sketch_payload_bytes,stage,stale_belief_rows,stale_sketch_bytes,started_at,stochastic_tape_digest,time_to_first_critical_delivery,topology_family,total_bytes,total_messages,transmitted_sketch_messages,trigger_activation_rate,trigger_activations,trigger_configuration_digest,trigger_evaluations,trigger_reasons,weighted_unmet_critical_need,belief_consensus_recovery,cascaded_failures,crew_travel,crew_utilization,repeated_work_orders,restoration_time_mean,unsafe_switching_or_isolation,unserved_critical_load_auc
78,frozen_local_rule,83,28,,utility_restoration,3483,41,26,11,322,41,,2026-08-17T03:28:52.122933+00:00,medium,15.0,True,high,,49,15,3032,80920,,79,79,1.0,0.033394236756134094,39,451,fp16,880152,12878,80,0.9523809523809523,2474,high,204027,3627,26,60,298,private_fragmented,3,8.704148513061227e-14,0.0,52.0,0.0,14.561904761904762,3.7953218949884665e-05,8.121134490650494,high,11,-0.3027416833520279,0.050301634848096806,71147,305,16,52,0,78,0.1367240160520578,0.07525545163342065,0.08347486452027884,True,141,40360,,0,v8-pilots-utility_restoration-medium-high-high-high-modular-private_fragmented-880152-v7_shannon_change-c5a26765fa92-fp16-frozen_local_rule,v7_shannon_change,672.9856177216819,20,0,79728,13288,0,132880,39864,pilots,170,0,2026-08-17T03:28:48.783864+00:00,d3e413a8cda987ee2d9e5f64e16b05199b3879d15f45b5186f689ac8bde7b240,,modular,71147,305,3322,0.5452380952380952,229,c5a26765fa92,420,"{'initial_reference': 84, 'maximum_silence': 50, 'v7_shannon_change': 286}",,0.8538239477863464,22,19.0,0.0,0,38.0,24,351.67199674893953
81,frozen_local_rule,92,28,,utility_restoration,8606,19,38,24,1160,19,,2026-08-17T03:29:40.590105+00:00,medium,3.0,True,medium,,220,15,7499,184160,,47,47,1.0,0.030339895831118773,40,1107,fp16,880153,22373,82,0.9761904761904762,7039,high,399474,8612,38,60,270,private_fragmented,3,7.283063041541027e-14,0.0,52.0,0.0,18.895238095238096,2.3483301763758596e-05,-5.472899203496565,medium,24,-0.4025637461600079,0.04456532544682529,66314,283,16,20,0,81,0.13183211760665714,0.07250730755915219,0.08365631877448054,True,124,115800,,0,v8-pilots-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-880153-age_of_information-e1d6ce4d93c3-fp16-frozen_local_rule,age_of_information,576.3671950501804,16,0,199896,33316,0,333160,99948,pilots,229,0,2026-08-17T03:29:36.087939+00:00,bcb00477541be972ecec6c7eee733e09d7cc1f9ecd50f1b187585b46b5e69d5f,,scale_free,66314,283,8329,0.6,252,e1d6ce4d93c3,420,"{'age_deadline': 168, 'initial_reference': 84, 'maximum_silence': 168}",,0.8523957585058979,17,17.0,0.0,1,15.0,37,269.0030747897963
80,frozen_local_rule,91,28,,utility_restoration,6016,19,37,24,828,19,,2026-08-17T03:29:45.561453+00:00,medium,11.0,True,medium,,216,15,5379,127800,,47,47,1.0,0.03342128895717538,40,637,fp16,880153,17658,82,0.9761904761904762,5039,high,303630,6221,37,60,270,private_fragmented,3,7.283063041541027e-14,0.0,52.0,0.0,17.80952380952381,2.4074280671657557e-05,-5.252899203496566,medium,24,-0.4007998784107839,0.048234374012184854,66070,282,16,21,0,80,0.13183211760665714,0.07566475740218258,0.0877372058311953,True,124,87360,,0,v8-pilots-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-880153-age_of_information-e27491322545-fp16-frozen_local_rule,age_of_information,576.3671950501804,16,0,142536,23756,0,237560,71268,pilots,208,0,2026-08-17T03:29:41.429886+00:00,bcb00477541be972ecec6c7eee733e09d7cc1f9ecd50f1b187585b46b5e69d5f,,scale_free,66070,282,5939,0.4,168,e27491322545,420,"{'age_deadline': 252, 'initial_reference': 84, 'maximum_silence': 84}",,0.8523957585058979,17,17.0,0.0,1,15.0,36,269.0030747897963
78,frozen_local_rule,89,28,,utility_restoration,14114,19,36,23,1857,19,,2026-08-17T03:29:07.276998+00:00,medium,3.0,True,medium,,221,15,12014,297920,,47,47,1.0,0.02855506568074888,41,2100,fp16,880153,32392,82,0.9761904761904762,11232,high,599027,13596,36,60,271,private_fragmented,3,7.283063041541027e-14,0.0,48.0,0.0,13.847619047619048,2.4399361544028075e-05,-4.9838196127763155,medium,23,-0.39595322912551206,0.04289396967672839,66547,284,16,20,0,78,0.13183211760665714,0.07116518366566392,0.08453548316750083,True,122,182640,,0,v8-pilots-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-880153-always_on-f06f6808d09b-fp16-frozen_local_rule,always_on,571.1248299930602,16,0,319488,53248,0,532480,159744,pilots,130,0,2026-08-17T03:29:01.744950+00:00,bcb00477541be972ecec6c7eee733e09d7cc1f9ecd50f1b187585b46b5e69d5f,,scale_free,66547,284,13312,1.0,420,f06f6808d09b,420,"{'always_on': 336, 'initial_reference': 84}",,0.8523957585058979,17,17.0,0.0,1,15.0,35,269.0030747897963
78,frozen_local_rule,89,28,,utility_restoration,11108,19,36,23,1457,19,,2026-08-17T03:30:03.737331+00:00,medium,3.0,True,medium,,220,15,9469,235200,,47,47,1.0,0.028802635483829372,40,1639,fp16,880153,26838,82,0.9761904761904762,8852,high,486112,10778,36,60,270,private_fragmented,3,7.283063041541027e-14,0.0,52.0,0.0,16.62857142857143,2.4526841044117907e-05,-4.9838196127763155,medium,23,-0.39595322912551206,0.04374811613457246,66312,283,16,20,0,78,0.13183211760665714,0.0734210177791159,0.08458158639394789,True,122,143560,,0,v8-pilots-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-880153-generalized_information-089fa0c17476-fp16-frozen_local_rule,generalized_information,571.1248299930602,16,0,251880,41980,0,419800,125940,pilots,198,0,2026-08-17T03:29:58.872032+00:00,bcb00477541be972ecec6c7eee733e09d7cc1f9ecd50f1b187585b46b5e69d5f,,scale_free,66312,283,10495,0.7880952380952381,331,089fa0c17476,420,"{'below_threshold': 89, 'generalized_information_on': 247, 'initial_reference': 84}",,0.8523957585058979,17,17.0,0.0,1,15.0,35,269.0030747897963
80,frozen_local_rule,91,28,,utility_restoration,7441,19,38,23,987,19,,2026-08-17T03:30:04.459315+00:00,medium,3.0,True,medium,,220,15,6390,157960,,47,47,1.0,0.031415544138311165,40,1051,fp16,880153,20105,82,0.9761904761904762,5984,high,350798,7385,38,60,272,private_fragmented,3,7.283063041541027e-14,0.0,52.0,0.0,19.36190476190476,2.4518817546084502e-05,-5.472899203496565,medium,23,-0.4032174608283663,0.04488889569198569,66798,285,16,20,0,80,0.13183211760665714,0.07335153602335212,0.08689107561604019,True,123,97640,,0,v8-pilots-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-880153-generalized_information-16bfadb86d55-fp16-frozen_local_rule,generalized_information,576.3671950501804,16,0,170400,28400,0,284000,85200,pilots,231,0,2026-08-17T03:30:00.296955+00:00,bcb00477541be972ecec6c7eee733e09d7cc1f9ecd50f1b187585b46b5e69d5f,,scale_free,66798,285,7100,0.530952380952381,223,16bfadb86d55,420,"{'below_threshold': 197, 'generalized_information_on': 121, 'initial_reference': 84, 'maximum_silence': 18}",,0.8523957585058979,17,17.0,0.0,1,15.0,37,269.0030747897963
81,frozen_local_rule,92,28,,utility_restoration,6227,19,38,24,834,19,,2026-08-17T03:29:56.186377+00:00,medium,11.0,True,medium,,216,15,5455,131240,,47,47,1.0,0.03195536276956707,40,772,fp16,880153,17942,82,0.9761904761904762,5091,high,306582,6300,38,60,268,private_fragmented,3,7.283063041541027e-14,0.0,52.0,0.0,19.514285714285716,2.4193229118036298e-05,-5.472899203496565,medium,24,-0.4025637461600079,0.046114853588771154,65822,281,16,21,0,81,0.13183211760665714,0.07380974053292,0.08581447941624105,True,125,86960,,0,v8-pilots-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-880153-js_drift-565d3b5e7ead-fp16-frozen_local_rule,js_drift,576.3671950501804,16,0,144456,24076,0,240760,72228,pilots,230,0,2026-08-17T03:29:52.212876+00:00,bcb00477541be972ecec6c7eee733e09d7cc1f9ecd50f1b187585b46b5e69d5f,,scale_free,65822,281,6019,0.42857142857142855,180,565d3b5e7ead,420,"{'initial_reference': 84, 'js_drift': 270, 'maximum_silence': 66}",,0.8523957585058979,17,17.0,0.0,1,15.0,37,269.0030747897963
79,frozen_local_rule,90,28,,utility_restoration,8451,19,37,23,1086,19,,2026-08-17T03:29:52.784614+00:00,medium,3.0,True,medium,,218,15,7199,179400,,47,47,1.0,0.02969480437874719,41,1252,fp16,880153,21912,82,0.9761904761904762,6728,high,385638,8267,37,60,270,private_fragmented,3,7.283063041541027e-14,0.0,48.0,0.0,18.81904761904762,2.5944304349146753e-05,-5.203819612776315,medium,23,-0.39777547386798695,0.04455762083642061,66278,283,16,21,0,79,0.13183211760665714,0.07384634069444412,0.08494522927369906,True,123,108560,,0,v8-pilots-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-880153-js_drift-ffac7588a645-fp16-frozen_local_rule,js_drift,571.1248299930602,16,0,191616,31936,0,319360,95808,pilots,229,0,2026-08-17T03:29:48.223363+00:00,bcb00477541be972ecec6c7eee733e09d7cc1f9ecd50f1b187585b46b5e69d5f,,scale_free,66278,283,7984,0.5952380952380952,250,ffac7588a645,420,"{'initial_reference': 84, 'js_drift': 300, 'maximum_silence': 36}",,0.8523957585058979,17,17.0,0.0,1,15.0,36,269.0030747897963
78,frozen_local_rule,89,28,,utility_restoration,10214,19,36,23,1340,19,,2026-08-17T03:29:27.300550+00:00,medium,3.0,True,medium,,221,15,8666,212840,,47,47,1.0,0.02918680937267562,42,1548,fp16,880153,25148,82,0.9761904761904762,8093,high,451618,9906,36,60,273,private_fragmented,3,7.283063041541027e-14,0.0,48.0,0.0,18.16190476190476,2.43312710295431e-05,-4.9838196127763155,medium,23,-0.39595322912551206,0.043743104933283906,66778,285,16,21,0,78,0.13183211760665714,0.0714760062818288,0.08453548316750083,True,123,133800,,0,v8-pilots-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-880153-kpi_change-314c8c128df2-fp16-frozen_local_rule,kpi_change,571.1248299930602,16,0,230904,38484,0,384840,115452,pilots,213,0,2026-08-17T03:29:22.358616+00:00,bcb00477541be972ecec6c7eee733e09d7cc1f9ecd50f1b187585b46b5e69d5f,,scale_free,66778,285,9621,0.7142857142857143,300,314c8c128df2,420,"{'initial_reference': 84, 'kpi_change': 309, 'maximum_silence': 27}",,0.8523957585058979,17,17.0,0.0,1,15.0,35,269.0030747897963
78,frozen_local_rule,89,28,,utility_restoration,11154,19,36,23,1464,19,,2026-08-17T03:29:24.397555+00:00,medium,3.0,True,medium,,221,15,9445,233080,,47,47,1.0,0.02894837243052249,42,1709,fp16,880153,26863,82,0.9761904761904762,8842,high,486530,10783,36,60,272,private_fragmented,3,7.283063041541027e-14,0.0,48.0,0.0,17.2,2.402318205075212e-05,-4.9838196127763155,medium,23,-0.39595322912551206,0.04356333910313559,66570,284,16,21,0,78,0.13183211760665714,0.0714760062818288,0.08453548316750083,True,123,144720,,0,v8-pilots-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-880153-kpi_change-d83b95b9a33f-fp16-frozen_local_rule,kpi_change,571.1248299930602,16,0,251976,41996,0,419960,125988,pilots,200,0,2026-08-17T03:29:19.538951+00:00,bcb00477541be972ecec6c7eee733e09d7cc1f9ecd50f1b187585b46b5e69d5f,,scale_free,66570,284,10499,0.7857142857142857,330,d83b95b9a33f,420,"{'initial_reference': 84, 'kpi_change': 320, 'maximum_silence': 16}",,0.8523957585058979,17,17.0,0.0,1,15.0,35,269.0030747897963
78,frozen_local_rule,89,28,,utility_restoration,14070,19,36,23,1851,19,,2026-08-17T03:29:36.653681+00:00,medium,3.0,True,medium,,221,15,11974,296560,,47,47,1.0,0.028552635646236717,41,2096,fp16,880153,32308,82,0.9761904761904762,11194,high,597271,13552,36,60,271,private_fragmented,3,7.283063041541027e-14,0.0,48.0,0.0,13.847619047619048,2.4434290472200255e-05,-4.9838196127763155,medium,23,-0.39595322912551206,0.04289794713655991,66551,284,16,20,0,78,0.13183211760665714,0.07116518366566392,0.08453548316750083,True,122,182400,,0,v8-pilots-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-880153-l1_belief_drift-a4111e560261-fp16-frozen_local_rule,l1_belief_drift,571.1248299930602,16,0,318432,53072,0,530720,159216,pilots,130,0,2026-08-17T03:29:30.998112+00:00,bcb00477541be972ecec6c7eee733e09d7cc1f9ecd50f1b187585b46b5e69d5f,,scale_free,66551,284,13268,0.9952380952380953,418,a4111e560261,420,"{'initial_reference': 84, 'l1_belief_drift': 336}",,0.8523957585058979,17,17.0,0.0,1,15.0,35,269.0030747897963
78,frozen_local_rule,89,28,,utility_restoration,13453,19,36,23,1777,19,,2026-08-17T03:29:40.192297+00:00,medium,3.0,True,medium,,221,15,11444,283800,,47,47,1.0,0.02831788590488151,41,2009,fp16,880153,31161,82,0.9761904761904762,10687,high,573410,12955,36,60,271,private_fragmented,3,7.283063041541027e-14,0.0,48.0,0.0,14.685714285714285,2.446439089698025e-05,-4.9838196127763155,medium,23,-0.39595322912551206,0.04283960553909623,66570,284,16,20,0,78,0.13183211760665714,0.07116518366566392,0.08453548316750083,True,122,173960,,0,v8-pilots-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-880153-l1_belief_drift-c1987b7c3312-fp16-frozen_local_rule,l1_belief_drift,571.1248299930602,16,0,304104,50684,0,506840,152052,pilots,156,0,2026-08-17T03:29:34.946300+00:00,bcb00477541be972ecec6c7eee733e09d7cc1f9ecd50f1b187585b46b5e69d5f,,scale_free,66570,284,12671,0.95,399,c1987b7c3312,420,"{'initial_reference': 84, 'l1_belief_drift': 335, 'maximum_silence': 1}",,0.8523957585058979,17,17.0,0.0,1,15.0,35,269.0030747897963
79,frozen_local_rule,90,28,,utility_restoration,7829,19,37,23,1040,19,,2026-08-17T03:29:19.238985+00:00,medium,11.0,True,medium,,219,15,6795,166040,,47,47,1.0,0.03225244480962204,41,1034,fp16,880153,20896,82,0.9761904761904762,6367,high,367895,7813,37,60,273,private_fragmented,3,7.283063041541027e-14,0.0,52.0,0.0,19.714285714285715,2.467005967078441e-05,-5.252899203496566,medium,23,-0.4014412580449105,0.04585190721096172,66775,285,16,21,0,79,0.13183211760665714,0.07358736084523648,0.08581447941624105,True,123,105760,,0,v8-pilots-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-880153-matched_random-38fb0a18a6da-fp16-frozen_local_rule,matched_random,576.3671950501804,16,0,180672,30112,0,301120,90336,pilots,235,0,2026-08-17T03:29:14.807701+00:00,bcb00477541be972ecec6c7eee733e09d7cc1f9ecd50f1b187585b46b5e69d5f,,scale_free,66775,285,7528,0.5404761904761904,227,38fb0a18a6da,420,"{'initial_reference': 84, 'matched_random_selected': 87, 'matched_random_wait': 193, 'maximum_silence': 56}",,0.8523957585058979,17,17.0,0.0,1,15.0,36,269.0030747897963
79,frozen_local_rule,90,28,,utility_restoration,6855,19,37,23,917,19,,2026-08-17T03:29:16.664774+00:00,medium,11.0,True,medium,,217,15,6037,145880,,47,47,1.0,0.0329195240149233,40,818,fp16,880153,19157,82,0.9761904761904762,5639,high,333021,6951,37,60,271,private_fragmented,3,7.283063041541027e-14,0.0,52.0,0.0,19.6,2.5628228436363185e-05,-5.252899203496566,medium,23,-0.4014412580449105,0.046817349779526826,66301,283,16,21,0,79,0.13183211760665714,0.07487873584923363,0.08689107561604019,True,123,95600,,0,v8-pilots-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-880153-matched_random-51434b2214b6-fp16-frozen_local_rule,matched_random,576.3671950501804,16,0,160032,26672,0,266720,80016,pilots,231,0,2026-08-17T03:29:12.606751+00:00,bcb00477541be972ecec6c7eee733e09d7cc1f9ecd50f1b187585b46b5e69d5f,,scale_free,66301,283,6668,0.46904761904761905,197,51434b2214b6,420,"{'initial_reference': 84, 'matched_random_selected': 44, 'matched_random_wait': 223, 'maximum_silence': 69}",,0.8523957585058979,17,17.0,0.0,1,15.0,36,269.0030747897963
79,frozen_local_rule,90,28,,utility_restoration,8782,19,37,23,1163,19,,2026-08-17T03:29:23.040745+00:00,medium,3.0,True,medium,,220,15,7565,187200,,47,47,1.0,0.031054427466158843,41,1217,fp16,880153,22627,82,0.9761904761904762,7088,high,402610,8671,37,60,275,private_fragmented,3,7.283063041541027e-14,0.0,52.0,0.0,19.21904761904762,2.366055325779101e-05,-5.252899203496566,medium,23,-0.4014412580449105,0.04546786958595595,67250,287,16,21,0,79,0.13183211760665714,0.07339210545659215,0.0858007579991857,True,123,115400,,0,v8-pilots-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-880153-matched_random-681a73b1e0f1-fp16-frozen_local_rule,matched_random,576.3671950501804,16,0,201216,33536,0,335360,100608,pilots,224,0,2026-08-17T03:29:18.579199+00:00,bcb00477541be972ecec6c7eee733e09d7cc1f9ecd50f1b187585b46b5e69d5f,,scale_free,67250,287,8384,0.611904761904762,257,681a73b1e0f1,420,"{'initial_reference': 84, 'matched_random_selected': 129, 'matched_random_wait': 163, 'maximum_silence': 44}",,0.8523957585058979,17,17.0,0.0,1,15.0,36,269.0030747897963
80,frozen_local_rule,90,28,,utility_restoration,0,20,36,24,0,20,,2026-08-17T03:29:07.154881+00:00,medium,31.0,True,medium,,214,15,0,0,,47,47,1.0,0.0513025238212912,36,0,fp16,880153,6264,82,0.9761904761904762,0,high,65772,281,36,60,270,private_fragmented,3,7.993605777301127e-14,0.0,0.0,0.0,0.0,0.0,-4.7112533043190705,medium,24,-0.3965927482615388,0.055019978478936575,65772,281,16,20,0,80,0.13842096267150775,0.08246842520072258,0.09594390033966885,True,124,0,,0,v8-pilots-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-880153-none-806ed450405e-fp16-frozen_local_rule,none,578.3324220654291,16,0,0,0,0,0,0,pilots,0,0,2026-08-17T03:29:04.656420+00:00,bcb00477541be972ecec6c7eee733e09d7cc1f9ecd50f1b187585b46b5e69d5f,,scale_free,65772,281,0,0.0,0,806ed450405e,420,{'disabled': 420},,0.8523957585058979,17,17.0,0.0,1,15.0,35,269.0030747897963
80,frozen_local_rule,91,28,,utility_restoration,5925,19,37,24,815,19,,2026-08-17T03:29:15.954185+00:00,medium,23.0,True,medium,,218,15,5271,127120,,47,47,1.0,0.0362757577566927,40,654,fp16,880153,17471,82,0.9761904761904762,4948,high,300675,6133,37,60,273,private_fragmented,3,7.283063041541027e-14,0.0,52.0,0.0,23.60952380952381,2.4581698695274343e-05,-5.252899203496566,medium,24,-0.4007998784107839,0.05191683121048458,66755,285,16,21,0,80,0.13183211760665714,0.07701406707509795,0.08951546525823206,True,124,83720,,0,v8-pilots-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-880153-periodic-4caef583da51-fp16-frozen_local_rule,periodic,576.3671950501804,16,0,140352,23392,0,233920,70176,pilots,259,0,2026-08-17T03:29:12.010664+00:00,bcb00477541be972ecec6c7eee733e09d7cc1f9ecd50f1b187585b46b5e69d5f,,scale_free,66755,285,5848,0.4,168,4caef583da51,420,"{'initial_reference': 84, 'maximum_silence': 84, 'periodic_wait': 252}",,0.8523957585058979,17,17.0,0.0,1,15.0,36,269.0030747897963
81,frozen_local_rule,92,28,,utility_restoration,8606,19,38,24,1160,19,,2026-08-17T03:29:09.329894+00:00,medium,7.0,True,medium,,220,15,7499,184160,,47,47,1.0,0.031765853137606444,40,1107,fp16,880153,22373,82,0.9761904761904762,7039,high,399474,8612,38,60,270,private_fragmented,3,7.283063041541027e-14,0.0,52.0,0.0,18.895238095238096,2.3483301763758596e-05,-5.472899203496565,medium,24,-0.4025637461600079,0.04552636880926144,66314,283,16,20,0,81,0.13183211760665714,0.07369052536538151,0.08724780975191687,True,124,115800,,0,v8-pilots-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-880153-periodic-52761a8cde7f-fp16-frozen_local_rule,periodic,576.3671950501804,16,0,199896,33316,0,333160,99948,pilots,229,0,2026-08-17T03:29:04.872095+00:00,bcb00477541be972ecec6c7eee733e09d7cc1f9ecd50f1b187585b46b5e69d5f,,scale_free,66314,283,8329,0.6,252,52761a8cde7f,420,"{'initial_reference': 84, 'periodic_due': 168, 'periodic_wait': 168}",,0.8523957585058979,17,17.0,0.0,1,15.0,37,269.0030747897963
80,frozen_local_rule,91,28,,utility_restoration,6016,19,37,24,828,19,,2026-08-17T03:29:12.196546+00:00,medium,11.0,True,medium,,216,15,5379,127800,,47,47,1.0,0.03342128895717538,40,637,fp16,880153,17658,82,0.9761904761904762,5039,high,303630,6221,37,60,270,private_fragmented,3,7.283063041541027e-14,0.0,52.0,0.0,17.80952380952381,2.4074280671657557e-05,-5.252899203496566,medium,24,-0.4007998784107839,0.048234374012184854,66070,282,16,21,0,80,0.13183211760665714,0.07566475740218258,0.0877372058311953,True,124,87360,,0,v8-pilots-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-880153-periodic-6ad813e35c14-fp16-frozen_local_rule,periodic,576.3671950501804,16,0,142536,23756,0,237560,71268,pilots,208,0,2026-08-17T03:29:08.117159+00:00,bcb00477541be972ecec6c7eee733e09d7cc1f9ecd50f1b187585b46b5e69d5f,,scale_free,66070,282,5939,0.4,168,6ad813e35c14,420,"{'initial_reference': 84, 'maximum_silence': 84, 'periodic_wait': 252}",,0.8523957585058979,17,17.0,0.0,1,15.0,36,269.0030747897963
79,frozen_local_rule,90,28,,utility_restoration,8463,19,37,23,1138,19,,2026-08-17T03:29:32.818057+00:00,medium,3.0,True,medium,,216,15,7315,175840,,47,47,1.0,0.03033598613148886,40,1148,fp16,880153,22035,82,0.9761904761904762,6843,high,390621,8401,37,60,269,private_fragmented,3,7.283063041541027e-14,0.0,52.0,0.0,19.447619047619046,2.4849256032096886e-05,-5.252899203496566,medium,23,-0.4014412580449105,0.04538087356428181,65821,281,16,20,0,79,0.13183211760665714,0.07416114531836218,0.08458158639394789,True,122,116760,,0,v8-pilots-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-880153-predictive_uncertainty_change-71c476debc21-fp16-frozen_local_rule,predictive_uncertainty_change,576.3671950501804,16,0,194880,32480,0,324800,97440,pilots,229,0,2026-08-17T03:29:28.355596+00:00,bcb00477541be972ecec6c7eee733e09d7cc1f9ecd50f1b187585b46b5e69d5f,,scale_free,65821,281,8120,0.5738095238095238,241,71c476debc21,420,"{'initial_reference': 84, 'maximum_silence': 52, 'predictive_uncertainty_change': 284}",,0.8523957585058979,17,17.0,0.0,1,15.0,36,269.0030747897963
79,frozen_local_rule,90,28,,utility_restoration,10567,19,37,23,1420,19,,2026-08-17T03:29:31.151437+00:00,medium,3.0,True,medium,,220,15,9019,220680,,47,47,1.0,0.02889507317008222,40,1548,fp16,880153,25857,82,0.9761904761904762,8435,high,467754,10310,37,60,272,private_fragmented,3,7.283063041541027e-14,0.0,52.0,0.0,17.457142857142856,2.493131722984439e-05,-5.203819612776315,medium,23,-0.39777547386798695,0.044029570274472365,66754,285,16,20,0,79,0.13183211760665714,0.07257120195015644,0.08449027818174673,True,122,140080,,0,v8-pilots-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-880153-predictive_uncertainty_change-725a913ab228-fp16-frozen_local_rule,predictive_uncertainty_change,571.1248299930602,16,0,240600,40100,0,401000,120300,pilots,201,0,2026-08-17T03:29:26.327031+00:00,bcb00477541be972ecec6c7eee733e09d7cc1f9ecd50f1b187585b46b5e69d5f,,scale_free,66754,285,10025,0.7428571428571429,312,725a913ab228,420,"{'initial_reference': 84, 'maximum_silence': 19, 'predictive_uncertainty_change': 317}",,0.8523957585058979,17,17.0,0.0,1,15.0,36,269.0030747897963
78,frozen_local_rule,89,28,,utility_restoration,7067,19,36,23,950,19,,2026-08-17T03:30:00.336725+00:00,medium,11.0,True,medium,,216,15,6143,149600,,47,47,1.0,0.030867269080770317,41,924,fp16,880153,19460,82,0.9761904761904762,5766,high,338086,7093,36,60,268,private_fragmented,3,7.283063041541027e-14,0.0,52.0,0.0,19.247619047619047,2.3630093199197396e-05,-5.032899203496566,medium,23,-0.3996251405921635,0.04616307980694851,65566,280,16,21,0,78,0.13183211760665714,0.07455263290505039,0.08588679088746642,True,123,96120,,0,v8-pilots-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-880153-tsallis_spectrum_change-1013b09ad56f-fp16-frozen_local_rule,tsallis_spectrum_change,576.3671950501804,16,0,163512,27252,0,272520,81756,pilots,229,0,2026-08-17T03:29:56.008580+00:00,bcb00477541be972ecec6c7eee733e09d7cc1f9ecd50f1b187585b46b5e69d5f,,scale_free,65566,280,6813,0.4857142857142857,204,1013b09ad56f,420,"{'initial_reference': 84, 'maximum_silence': 67, 'tsallis_spectrum_change': 269}",,0.8523957585058979,17,17.0,0.0,1,15.0,35,269.0030747897963
79,frozen_local_rule,90,28,,utility_restoration,9634,19,37,23,1290,19,,2026-08-17T03:29:56.799387+00:00,medium,3.0,True,medium,,219,15,8240,202520,,47,47,1.0,0.029154640728247177,40,1394,fp16,880153,24134,82,0.9761904761904762,7711,high,431577,9420,37,60,269,private_fragmented,3,7.283063041541027e-14,0.0,52.0,0.0,18.6,2.3971837329700694e-05,-5.252899203496566,medium,23,-0.4014412580449105,0.044682230516801515,66057,282,16,20,0,79,0.13183211760665714,0.0734210177791159,0.08449027818174673,True,123,127080,,0,v8-pilots-utility_restoration-medium-medium-high-medium-scale_free-private_fragmented-880153-tsallis_spectrum_change-6f94beebed2c-fp16-frozen_local_rule,tsallis_spectrum_change,576.3671950501804,16,0,219312,36552,0,365520,109656,pilots,223,0,2026-08-17T03:29:52.253920+00:00,bcb00477541be972ecec6c7eee733e09d7cc1f9ecd50f1b187585b46b5e69d5f,,scale_free,66057,282,9138,0.669047619047619,281,6f94beebed2c,420,"{'initial_reference': 84, 'maximum_silence': 30, 'tsallis_spectrum_change': 306}",,0.8523957585058979,17,17.0,0.0,1,15.0,36,269.0030747897963
