run_id,stage,application,method,scenario,seed,completion_status,wall_clock_seconds,disruption_sources,analysis_valid,exclusion_reason,scenario_name,n_agents,agreement_rate,coalition_proposals,coalition_recall_when_required,coalitions,coalitions_formed,commitment_breaches,commitment_memory_accuracy,commitment_memory_items,conservation_error,cumulative_unmet_weighted_need,delivered_messages,fairness,final_backlog,fulfillment_rate,individually_rational_agreement_rate,information_disclosures,inventory_efficiency,max_free_energy,mean_agent_utility,mean_consensus_rmse,mean_time_to_agreement,message_bytes,message_delivery_rate,messages,minimum_agent_utility,monitor_sketch_bytes,monitor_sketch_messages,on_time_delivery_rate,partner_reliability_brier,partner_reliability_observations,primary_outcome,recovery_time,service_loss_auc,social_welfare,tool_calls,total_communication_bytes,total_communication_messages,total_cost,transport_efficiency,useful_coalition_precision,generated_tokens,llm_calls,llm_latency_seconds,planner_revision,prompt_tokens
ablations-commercial-entropy_llm_only-n11-s3103,ablations,commercial,entropy_llm_only,partition-compound-p1.0-o1.0,3103,complete,150.91466151177883,supplier_01;supplier_02;carrier_05;warehouse_07,True,,compound_partition,11.0,0.2222222222222222,19.0,1.0,19,7.0,2,1.0,18,0.0,6420.468466381843,74,0.48689205690050924,694.4991319608444,0.0698622805227546,0.5,0,0.05701205870786562,0.3263443616909106,-0.006523347500288939,0.04394990092874893,1.0,49047,0.40437158469945356,183,-1.0561301937517311,1123691.0,2924.0,1.0,0.125,4,17.17684162347716,14.0,17.17684162347716,0.18513971192938983,111,1172738.0,3107.0,48.12676207712916,1.0,0.0,9102,132,150.68086244910944,a09a35458c702b33eeacc393d103063234e8bc28,236625
ablations-commercial-entropy_llm_only-n11-s3104,ablations,commercial,entropy_llm_only,partition-compound-p1.0-o1.0,3104,complete,179.74915048852563,supplier_01;supplier_02;carrier_05;warehouse_07,True,,compound_partition,11.0,0.3333333333333333,15.0,1.0,15,6.0,2,0.75,16,-2.2737367544323206e-13,6366.923541566722,61,0.48651117812339945,724.9749458318423,0.06009609543009965,0.5,1,0.04903223423357983,0.3263443616909106,0.011150855029399826,0.0430796739294857,1.5,36364,0.3885350318471338,157,-0.4901286285891996,1139977.0,2966.0,1.0,0.125,4,16.89052797407318,14.0,16.89052797407318,0.17682689908618193,128,1176341.0,3123.0,37.771900690190535,1.0,0.0,11176,153,179.48998811468516,a09a35458c702b33eeacc393d103063234e8bc28,282655
ablations-commercial-global_entropy_oracle-n11-s3101,ablations,commercial,global_entropy_oracle,partition-compound-p1.0-o1.0,3101,complete,121.21592751145363,supplier_01;supplier_02;carrier_05;warehouse_07,True,,compound_partition,11.0,0.0,25.0,1.0,24,10.0,0,1.0,4,1.1368683772161603e-13,7097.362614428015,75,0.9085297957413843,789.3719953830166,0.017389982389895,0.0,0,0.015476378569317743,0.3263443616909106,-0.0698159961295755,0.04316439528205853,,39784,0.5319148936170213,141,-0.8932388803162541,0.0,0.0,0.0,,0,17.99778203011229,14.0,17.99778203011229,0.24452243132524107,92,39784.0,141.0,0.0,0.0,0.0,8630,133,120.98694748058924,a09a35458c702b33eeacc393d103063234e8bc28,228824
ablations-commercial-global_entropy_oracle-n11-s3102,ablations,commercial,global_entropy_oracle,partition-compound-p1.0-o1.0,3102,complete,153.65459230169654,supplier_01;supplier_02;carrier_05;warehouse_07,True,,compound_partition,11.0,0.0,22.0,1.0,22,9.0,0,0.6666666666666666,12,-3.410605131648481e-13,6145.69411443439,79,0.9510260569283862,691.119337263328,0.021352654521410046,0.0,0,0.016247606759980333,0.3263443616909106,0.0033715368082850583,0.04330564190430551,,46724,0.4817073170731707,164,-0.6990600270498561,0.0,0.0,0.0,,0,17.465004140011537,14.0,17.465004140011537,0.2591091687535066,94,46724.0,164.0,0.0,0.0,0.0,8631,134,153.4072947241367,a09a35458c702b33eeacc393d103063234e8bc28,247511
ablations-commercial-global_entropy_oracle-n11-s3103,ablations,commercial,global_entropy_oracle,partition-compound-p1.0-o1.0,3103,complete,140.68694004788995,supplier_01;supplier_02;carrier_05;warehouse_07,True,,compound_partition,11.0,0.0,35.0,1.0,34,6.0,0,1.0,2,-1.1368683772161603e-13,6536.395966381843,79,0.9393268107258432,729.7641319608443,0.02263211828374061,0.0,2,0.01846924616003221,0.3263443616909106,-0.026645433648293283,0.04394990092874893,,49496,0.40512820512820513,195,-1.0505696105703777,0.0,0.0,0.0,,0,17.345871016984137,14.0,17.345871016984137,0.25746382096520143,89,49496.0,195.0,0.0,0.0,0.0,10093,144,140.44731246680016,a09a35458c702b33eeacc393d103063234e8bc28,246987
ablations-commercial-global_entropy_oracle-n11-s3104,ablations,commercial,global_entropy_oracle,partition-compound-p1.0-o1.0,3104,complete,128.30664847418666,supplier_01;supplier_02;carrier_05;warehouse_07,True,,compound_partition,11.0,1.0,29.0,1.0,29,10.0,1,1.0,2,-2.2737367544323206e-13,6480.751941566722,80,0.6394750507224085,743.9463458318423,0.03550035865646862,1.0,0,0.028964642187855636,0.3263443616909106,-0.0004351696924766547,0.0430796739294857,1.0,47763,0.42328042328042326,189,-0.5742968817915572,0.0,0.0,1.0,0.25,2,16.924399795511118,14.0,16.924399795511118,0.19373679104548155,87,47763.0,189.0,12.590633563396846,1.0,0.1,9123,134,128.07564763352275,a09a35458c702b33eeacc393d103063234e8bc28,228302
ablations-commercial-learned_no_entropy-n11-s3101,ablations,commercial,learned_no_entropy,partition-compound-p1.0-o1.0,3101,complete,151.99047315493226,supplier_01;supplier_02;carrier_05;warehouse_07,True,,compound_partition,11.0,0.058823529411764705,20.0,1.0,20,9.0,1,0.9444444444444444,36,1.1368683772161603e-13,7037.248614428015,64,0.7506775198968227,785.3643953830166,0.022378641640041715,1.0,3,0.019916082841442972,0.3263443616909106,-0.07071395296789852,0.04316439528205853,1.0,42941,0.3742690058479532,171,-0.8943369422985195,0.0,0.0,1.0,0.16999999999999998,2,17.83033715620962,14.0,17.83033715620962,0.20936553168226457,106,42941.0,171.0,5.482728954345682,1.0,0.0,9260,128,151.7620452530682,a09a35458c702b33eeacc393d103063234e8bc28,230567
ablations-commercial-learned_no_entropy-n11-s3102,ablations,commercial,learned_no_entropy,partition-compound-p1.0-o1.0,3102,complete,147.18955862522125,supplier_01;supplier_02;carrier_05;warehouse_07,True,,compound_partition,11.0,0.0,28.0,1.0,26,5.0,0,0.8809523809523809,42,-3.410605131648481e-13,6075.97411443439,55,0.8671261177583169,686.1393372633281,0.02840449566910815,0.0,1,0.021613475522890523,0.3263443616909106,0.006956399847895039,0.04330564190430551,,44233,0.3216374269005848,171,-0.6718956256469497,0.0,0.0,1.0,,0,17.2660911981488,14.0,17.2660911981488,0.24463309222026353,99,44233.0,171.0,3.9048040457487683,1.0,0.0,9774,137,146.95054640993476,a09a35458c702b33eeacc393d103063234e8bc28,245095
ablations-commercial-learned_no_entropy-n11-s3103,ablations,commercial,learned_no_entropy,partition-compound-p1.0-o1.0,3103,complete,138.06920750811696,supplier_01;supplier_02;carrier_05;warehouse_07,True,,compound_partition,11.0,0.05263157894736842,19.0,1.0,19,10.0,1,1.0,38,-1.1368683772161603e-13,6354.886966381843,70,0.8942274860714772,719.0871319608443,0.036931748007998436,0.0,2,0.0301386523580534,0.3263443616909106,-0.022382798369474807,0.04394990092874893,2.0,46174,0.39106145251396646,179,-1.0522531593192026,0.0,0.0,1.0,0.25,2,16.629325940343268,14.0,16.629325940343268,0.25924134078641137,94,46174.0,179.0,9.312964991383069,1.0,0.1,8023,119,137.8534990139305,a09a35458c702b33eeacc393d103063234e8bc28,203110
ablations-commercial-learned_no_entropy-n11-s3104,ablations,commercial,learned_no_entropy,partition-compound-p1.0-o1.0,3104,complete,181.30617155134678,supplier_01;supplier_02;carrier_05;warehouse_07,True,,compound_partition,11.0,0.06666666666666667,28.0,1.0,27,11.0,1,0.90625,32,-2.2737367544323206e-13,6623.037441566722,65,0.8432227708065534,753.4320458318423,0.023202490269653105,1.0,3,0.01893084616499354,0.3263443616909106,-0.009140136771296953,0.0430796739294857,3.0,41169,0.34210526315789475,190,-0.6335203237640055,0.0,0.0,0.0,0.125,2,17.352288689885807,14.0,17.352288689885807,0.23206527926462922,97,41169.0,190.0,14.986175742492433,0.0,0.0,11246,138,181.07080352678878,a09a35458c702b33eeacc393d103063234e8bc28,238223
ablations-commercial-no_episodic_memory-n11-s3101,ablations,commercial,no_episodic_memory,partition-compound-p1.0-o1.0,3101,complete,161.22116535529494,supplier_01;supplier_02;carrier_05;warehouse_07,True,,compound_partition,11.0,0.14285714285714285,27.0,1.0,27,4.0,1,0.7777777777777778,18,1.1368683772161603e-13,7097.362614428015,73,0.9085297957413843,789.3719953830166,0.017389982389895,1.0,0,0.015476378569317743,0.3263443616909106,-0.0698159961295755,0.04316439528205853,1.0,45030,0.40782122905027934,179,-0.8932388803162541,1135291.0,2954.0,0.0,0.125,2,17.99778203011229,14.0,17.99778203011229,0.24452243132524107,106,1180321.0,3133.0,0.0,0.0,0.0,10128,131,160.96352894976744,a09a35458c702b33eeacc393d103063234e8bc28,241051
ablations-commercial-no_episodic_memory-n11-s3102,ablations,commercial,no_episodic_memory,partition-compound-p1.0-o1.0,3102,complete,138.80420721694827,supplier_01;supplier_02;carrier_05;warehouse_07,True,,compound_partition,11.0,0.0,25.0,1.0,25,7.0,0,1.0,6,-3.410605131648481e-13,6145.69411443439,69,0.9510260569283862,691.119337263328,0.021352654521410046,0.0,0,0.016247606759980333,0.3263443616909106,0.0033715368082850583,0.04330564190430551,,39894,0.4825174825174825,143,-0.6990600270498561,1112175.0,2894.0,0.0,,0,17.465004140011537,14.0,17.465004140011537,0.2591091687535066,102,1152069.0,3037.0,0.0,0.0,0.0,9715,126,138.56418752670294,a09a35458c702b33eeacc393d103063234e8bc28,213629
ablations-commercial-no_episodic_memory-n11-s3103,ablations,commercial,no_episodic_memory,partition-compound-p1.0-o1.0,3103,complete,141.16180465370417,supplier_01;supplier_02;carrier_05;warehouse_07,True,,compound_partition,11.0,0.0,26.0,1.0,26,9.0,0,1.0,2,-1.1368683772161603e-13,6536.395966381843,79,0.9393268107258432,729.7641319608443,0.02263211828374061,0.0,0,0.01846924616003221,0.3263443616909106,-0.024504043793339578,0.04394990092874893,,43417,0.47878787878787876,165,-1.0505696105703777,1123691.0,2924.0,0.0,,0,17.345871016984137,14.0,17.345871016984137,0.25746382096520143,102,1167108.0,3089.0,0.0,0.0,0.0,9834,137,140.91348991543055,a09a35458c702b33eeacc393d103063234e8bc28,233474
ablations-commercial-no_episodic_memory-n11-s3104,ablations,commercial,no_episodic_memory,partition-compound-p1.0-o1.0,3104,complete,149.93424516171217,supplier_01;supplier_02;carrier_05;warehouse_07,True,,compound_partition,11.0,0.0,26.0,1.0,26,11.0,0,1.0,4,-2.2737367544323206e-13,6623.037441566722,73,0.8432227708065534,753.4320458318423,0.023202490269653105,0.0,0,0.01893084616499354,0.3263443616909106,-0.007335050766206197,0.0430796739294857,,41903,0.4591194968553459,159,-0.6230525405938254,1139983.0,2966.0,0.0,,0,17.352288689885807,14.0,17.352288689885807,0.23400818297129145,107,1181886.0,3125.0,0.0,0.0,0.0,10169,132,149.68779622763395,a09a35458c702b33eeacc393d103063234e8bc28,228033
ablations-commercial-random_gate-n11-s3101,ablations,commercial,random_gate,partition-compound-p1.0-o1.0,3101,complete,43.666995365172625,supplier_01;supplier_02;carrier_05;warehouse_07,True,,compound_partition,11.0,0.125,0.0,0.0,0,0.0,1,1.0,16,1.1368683772161603e-13,7097.362614428015,13,0.9085297957413843,789.3719953830166,0.017389982389895,1.0,9,0.015476378569317743,0.3263443616909106,-0.0799020985328678,0.04316439528205853,2.0,8306,0.35135135135135137,37,-0.8932388803162541,0.0,0.0,0.0,0.125,2,17.99778203011229,14.0,17.99778203011229,0.24452243132524107,73,8306.0,37.0,0.0,0.0,0.0,3497,77,43.54428096488122,a09a35458c702b33eeacc393d103063234e8bc28,92241
ablations-commercial-random_gate-n11-s3102,ablations,commercial,random_gate,partition-compound-p1.0-o1.0,3102,complete,82.45867644995451,supplier_01;supplier_02;carrier_05;warehouse_07,True,,compound_partition,11.0,0.0,0.0,0.0,0,0.0,0,0.7777777777777778,18,-3.410605131648481e-13,6145.69411443439,11,0.9510260569283862,691.119337263328,0.021352654521410046,0.0,12,0.016247606759980333,0.3263443616909106,-0.00313582705057565,0.04330564190430551,,8693,0.2894736842105263,38,-0.7057520124138345,0.0,0.0,0.0,,0,17.465004140011537,14.0,17.465004140011537,0.2591091687535066,88,8693.0,38.0,0.0,0.0,0.0,5213,93,82.30850171297789,a09a35458c702b33eeacc393d103063234e8bc28,129246
ablations-commercial-random_gate-n11-s3103,ablations,commercial,random_gate,partition-compound-p1.0-o1.0,3103,complete,54.904212318360806,supplier_01;supplier_02;carrier_05;warehouse_07,True,,compound_partition,11.0,0.16666666666666666,0.0,0.0,0,0.0,1,1.0,12,-1.1368683772161603e-13,6536.395966381843,15,0.9393268107258432,729.7641319608443,0.02263211828374061,0.0,10,0.01846924616003221,0.3263443616909106,-0.02999388419975754,0.04394990092874893,1.0,7540,0.40540540540540543,37,-1.0506753118349303,0.0,0.0,0.0,0.13,2,17.345871016984137,14.0,17.345871016984137,0.25746382096520143,79,7540.0,37.0,0.0,0.0,0.0,3800,83,54.776209291070685,a09a35458c702b33eeacc393d103063234e8bc28,102577
ablations-commercial-random_gate-n11-s3104,ablations,commercial,random_gate,partition-compound-p1.0-o1.0,3104,complete,43.140060875564814,supplier_01;supplier_02;carrier_05;warehouse_07,True,,compound_partition,11.0,0.0,0.0,0.0,0,0.0,0,1.0,10,-2.2737367544323206e-13,6623.037441566722,9,0.8432227708065534,753.4320458318423,0.023202490269653105,0.0,12,0.01893084616499354,0.3263443616909106,-0.014937503396348861,0.0430796739294857,,8263,0.20930232558139536,43,-0.6439881069341856,0.0,0.0,0.0,,0,17.352288689885807,14.0,17.352288689885807,0.23400818297129145,75,8263.0,43.0,0.0,0.0,0.0,3577,75,43.02719784900549,a09a35458c702b33eeacc393d103063234e8bc28,88072
ablations-commercial-shuffled_entropy-n11-s3101,ablations,commercial,shuffled_entropy,partition-compound-p1.0-o1.0,3101,complete,135.04558063298464,supplier_01;supplier_02;carrier_05;warehouse_07,True,,compound_partition,11.0,0.0,27.0,1.0,27,12.0,0,1.0,24,1.1368683772161603e-13,7097.362614428015,67,0.9085297957413843,789.3719953830166,0.017389982389895,0.0,1,0.015476378569317743,0.3263443616909106,-0.07060162139098135,0.04316439528205853,,47674,0.34536082474226804,194,-0.8932388803162541,1135285.0,2954.0,0.0,,0,17.99778203011229,14.0,17.99778203011229,0.24452243132524107,90,1182959.0,3148.0,0.0,0.0,0.0,9065,134,134.78997739031908,a09a35458c702b33eeacc393d103063234e8bc28,234962
ablations-commercial-shuffled_entropy-n11-s3102,ablations,commercial,shuffled_entropy,partition-compound-p1.0-o1.0,3102,complete,125.25840100646019,supplier_01;supplier_02;carrier_05;warehouse_07,True,,compound_partition,11.0,0.0,26.0,1.0,26,13.0,0,0.90625,32,-3.410605131648481e-13,6145.69411443439,60,0.9510260569283862,691.119337263328,0.021352654521410046,0.0,1,0.016247606759980333,0.3263443616909106,0.003289969519286567,0.04330564190430551,,47764,0.2926829268292683,205,-0.6990600270498561,1112175.0,2894.0,0.0,,0,17.465004140011537,14.0,17.465004140011537,0.2591091687535066,95,1159939.0,3099.0,0.0,0.0,0.0,8500,127,125.01108844950788,a09a35458c702b33eeacc393d103063234e8bc28,219871
ablations-commercial-shuffled_entropy-n11-s3103,ablations,commercial,shuffled_entropy,partition-compound-p1.0-o1.0,3103,complete,140.78717762976885,supplier_01;supplier_02;carrier_05;warehouse_07,True,,compound_partition,11.0,0.0,25.0,1.0,24,7.0,0,1.0,38,-2.2737367544323206e-13,6536.395966381843,68,0.9393268107258432,729.7641319608443,0.02263211828374061,0.0,1,0.01846924616003221,0.3263443616909106,-0.024627785838446017,0.04394990092874893,,48596,0.3300970873786408,206,-1.0505696105703777,1123691.0,2924.0,1.0,,0,17.345871016984137,14.0,17.345871016984137,0.2562956288330891,103,1172287.0,3130.0,8.722454801332836,1.0,0.0,9670,142,140.51853021606806,a09a35458c702b33eeacc393d103063234e8bc28,264412
ablations-commercial-shuffled_entropy-n11-s3104,ablations,commercial,shuffled_entropy,partition-compound-p1.0-o1.0,3104,complete,161.20361107587814,supplier_01;supplier_02;carrier_05;warehouse_07,True,,compound_partition,11.0,0.0,27.0,1.0,27,8.0,0,1.0,24,-2.2737367544323206e-13,6623.037441566722,59,0.8432227708065534,753.4320458318423,0.023202490269653105,0.0,2,0.01893084616499354,0.3263443616909106,-0.008286667418040745,0.0430796739294857,,42225,0.25877192982456143,228,-0.6335203237640055,1139983.0,2966.0,1.0,,0,17.352288689885807,14.0,17.352288689885807,0.23241165293457133,99,1182208.0,3194.0,12.314495889020968,1.0,0.0,11156,143,160.93827611580485,a09a35458c702b33eeacc393d103063234e8bc28,254498
ablations-commercial-thermoagent-n11-s3101,ablations,commercial,thermoagent,partition-compound-p1.0-o1.0,3101,complete,143.91762336716056,supplier_01;supplier_02;carrier_05;warehouse_07,True,,compound_partition,11.0,0.125,35.0,1.0,34,8.0,1,0.8888888888888888,18,1.1368683772161603e-13,7097.362614428015,82,0.9085297957413843,789.3719953830166,0.017389982389895,1.0,0,0.015476378569317743,0.3263443616909106,-0.0698159961295755,0.04316439528205853,1.0,49494,0.4019607843137255,204,-0.8932388803162541,1135285.0,2954.0,0.0,0.125,2,17.99778203011229,14.0,17.99778203011229,0.24452243132524107,105,1184779.0,3158.0,0.0,0.0,0.0,9269,130,143.65065485984093,a09a35458c702b33eeacc393d103063234e8bc28,243369
ablations-commercial-thermoagent-n11-s3102,ablations,commercial,thermoagent,partition-compound-p1.0-o1.0,3102,complete,130.8459820151329,supplier_01;supplier_02;carrier_05;warehouse_07,True,,compound_partition,11.0,0.0,36.0,1.0,36,11.0,0,1.0,6,-3.410605131648481e-13,6145.69411443439,91,0.9510260569283862,691.119337263328,0.021352654521410046,0.0,0,0.016247606759980333,0.3263443616909106,0.0033715368082850583,0.04330564190430551,,46753,0.4155251141552511,219,-0.6990600270498561,1112175.0,2894.0,0.0,,0,17.465004140011537,14.0,17.465004140011537,0.2591091687535066,96,1158928.0,3113.0,0.0,0.0,0.0,8843,129,130.6007407866419,a09a35458c702b33eeacc393d103063234e8bc28,226565
ablations-commercial-thermoagent-n11-s3103,ablations,commercial,thermoagent,partition-compound-p1.0-o1.0,3103,complete,147.1868045553565,supplier_01;supplier_02;carrier_05;warehouse_07,True,,compound_partition,11.0,0.0,28.0,1.0,28,11.0,0,1.0,4,-1.1368683772161603e-13,6536.395966381843,80,0.9393268107258432,729.7641319608443,0.02263211828374061,0.0,0,0.01846924616003221,0.3263443616909106,-0.024504043793339578,0.04394990092874893,,45260,0.39603960396039606,202,-1.0505696105703777,1123691.0,2924.0,0.0,,0,17.345871016984137,14.0,17.345871016984137,0.25746382096520143,102,1168951.0,3126.0,0.0,0.0,0.0,10040,136,146.93386885151267,a09a35458c702b33eeacc393d103063234e8bc28,245789
ablations-commercial-thermoagent-n11-s3104,ablations,commercial,thermoagent,partition-compound-p1.0-o1.0,3104,complete,140.99218724668026,supplier_01;supplier_02;carrier_05;warehouse_07,True,,compound_partition,11.0,0.0,33.0,1.0,33,10.0,0,1.0,6,-2.2737367544323206e-13,6347.952141566721,77,0.8620535303279799,734.4606458318423,0.04779822704328413,0.0,0,0.03899843821071773,0.3263443616909106,0.005242425320788724,0.0430796739294857,,43482,0.385,200,-0.622386968242596,1139983.0,2966.0,1.0,,0,16.572323725855128,14.0,16.572323725855128,0.26004694904210074,96,1183465.0,3166.0,25.181267126793692,1.0,0.3,9408,134,140.74030255526293,a09a35458c702b33eeacc393d103063234e8bc28,235467
