application,scenario_name,seed,n_agents,option,option_name,option_proportion_difference_doet_minus_nonentropy,doet_rl_option_proportion,learned_no_entropy_option_proportion,doet_rl_decision_count,learned_no_entropy_decision_count,doet_rl_training_seed,learned_no_entropy_training_seed,panel_option_total_variation_distance
commercial,correlated,8109,10,7,emergency,0.04481792717086834,0.14285714285714285,0.09803921568627451,42,102,7304,7304,0.44397759103641454
commercial,correlated,8109,10,8,silent,0.0,0.0,0.0,42,102,7304,7304,0.44397759103641454
commercial,correlated,8110,10,0,continue,0.3710131332082552,0.3902439024390244,0.019230769230769232,41,104,7305,7305,0.5867729831144466
commercial,correlated,8110,10,1,request_info,-0.019230769230769232,0.0,0.019230769230769232,41,104,7305,7305,0.5867729831144466
commercial,correlated,8110,10,2,disclose_summary,0.0,0.0,0.0,41,104,7305,7305,0.5867729831144466
commercial,correlated,8110,10,3,negotiate,-0.2403846153846154,0.0,0.2403846153846154,41,104,7305,7305,0.5867729831144466
commercial,correlated,8110,10,4,respond_offer,-0.10576923076923077,0.0,0.10576923076923077,41,104,7305,7305,0.5867729831144466
commercial,correlated,8110,10,5,propose_coalition,-0.08958724202626642,0.12195121951219512,0.21153846153846154,41,104,7305,7305,0.5867729831144466
commercial,correlated,8110,10,6,request_reallocation,-0.13180112570356473,0.1951219512195122,0.3269230769230769,41,104,7305,7305,0.5867729831144466
commercial,correlated,8110,10,7,emergency,0.030253283302063796,0.0975609756097561,0.0673076923076923,41,104,7305,7305,0.5867729831144466
commercial,correlated,8110,10,8,silent,0.1855065666041276,0.1951219512195122,0.009615384615384616,41,104,7305,7305,0.5867729831144466
commercial,correlated,8111,10,0,continue,0.419151376146789,0.4375,0.01834862385321101,32,109,7301,7301,0.564506880733945
commercial,correlated,8111,10,1,request_info,-0.01834862385321101,0.0,0.01834862385321101,32,109,7301,7301,0.564506880733945
commercial,correlated,8111,10,2,disclose_summary,0.0,0.0,0.0,32,109,7301,7301,0.564506880733945
commercial,correlated,8111,10,3,negotiate,-0.22935779816513763,0.0,0.22935779816513763,32,109,7301,7301,0.564506880733945
commercial,correlated,8111,10,4,respond_offer,-0.027522935779816515,0.0,0.027522935779816515,32,109,7301,7301,0.564506880733945
commercial,correlated,8111,10,5,propose_coalition,-0.04013761467889909,0.125,0.1651376146788991,32,109,7301,7301,0.564506880733945
commercial,correlated,8111,10,6,request_reallocation,-0.24913990825688076,0.21875,0.46788990825688076,32,109,7301,7301,0.564506880733945
commercial,correlated,8111,10,7,emergency,0.05160550458715596,0.125,0.07339449541284404,32,109,7301,7301,0.564506880733945
commercial,correlated,8111,10,8,silent,0.09375,0.09375,0.0,32,109,7301,7301,0.564506880733945
commercial,correlated,8112,10,0,continue,0.45495495495495497,0.5,0.04504504504504504,38,111,7302,7302,0.5137505926979611
commercial,correlated,8112,10,1,request_info,-0.018018018018018018,0.0,0.018018018018018018,38,111,7302,7302,0.5137505926979611
commercial,correlated,8112,10,2,disclose_summary,0.0,0.0,0.0,38,111,7302,7302,0.5137505926979611
commercial,correlated,8112,10,3,negotiate,-0.22522522522522523,0.0,0.22522522522522523,38,111,7302,7302,0.5137505926979611
commercial,correlated,8112,10,4,respond_offer,-0.05405405405405406,0.0,0.05405405405405406,38,111,7302,7302,0.5137505926979611
commercial,correlated,8112,10,5,propose_coalition,-0.058321479374110974,0.15789473684210525,0.21621621621621623,38,111,7302,7302,0.5137505926979611
commercial,correlated,8112,10,6,request_reallocation,-0.15813181602655288,0.18421052631578946,0.34234234234234234,38,111,7302,7302,0.5137505926979611
commercial,correlated,8112,10,7,emergency,0.058795637743006154,0.15789473684210525,0.0990990990990991,38,111,7302,7302,0.5137505926979611
commercial,correlated,8112,10,8,silent,0.0,0.0,0.0,38,111,7302,7302,0.5137505926979611
commercial,correlated,8113,10,0,continue,0.35291499777481083,0.38095238095238093,0.028037383177570093,42,107,7303,7303,0.5562972852692479
commercial,correlated,8113,10,1,request_info,-0.018691588785046728,0.0,0.018691588785046728,42,107,7303,7303,0.5562972852692479
commercial,correlated,8113,10,2,disclose_summary,0.0,0.0,0.0,42,107,7303,7303,0.5562972852692479
commercial,correlated,8113,10,3,negotiate,-0.22429906542056074,0.0,0.22429906542056074,42,107,7303,7303,0.5562972852692479
commercial,correlated,8113,10,4,respond_offer,-0.16822429906542055,0.0,0.16822429906542055,42,107,7303,7303,0.5562972852692479
commercial,correlated,8113,10,5,propose_coalition,-0.07632398753894082,0.16666666666666666,0.24299065420560748,42,107,7303,7303,0.5562972852692479
commercial,correlated,8113,10,6,request_reallocation,0.084334668446818,0.2619047619047619,0.17757009345794392,42,107,7303,7303,0.5562972852692479
commercial,correlated,8113,10,7,emergency,-0.06875834445927903,0.07142857142857142,0.14018691588785046,42,107,7303,7303,0.5562972852692479
commercial,correlated,8113,10,8,silent,0.11904761904761904,0.11904761904761904,0.0,42,107,7303,7303,0.5562972852692479
commercial,correlated,8114,10,0,continue,0.472997572815534,0.53125,0.05825242718446602,32,103,7304,7304,0.5807038834951457
commercial,correlated,8114,10,1,request_info,-0.019417475728155338,0.0,0.019417475728155338,32,103,7304,7304,0.5807038834951457
commercial,correlated,8114,10,2,disclose_summary,0.0,0.0,0.0,32,103,7304,7304,0.5807038834951457
commercial,correlated,8114,10,3,negotiate,-0.21359223300970873,0.0,0.21359223300970873,32,103,7304,7304,0.5807038834951457
commercial,correlated,8114,10,4,respond_offer,-0.10679611650485436,0.0,0.10679611650485436,32,103,7304,7304,0.5807038834951457
commercial,correlated,8114,10,5,propose_coalition,-0.12955097087378642,0.09375,0.22330097087378642,32,103,7304,7304,0.5807038834951457
commercial,correlated,8114,10,6,request_reallocation,-0.1113470873786408,0.21875,0.3300970873786408,32,103,7304,7304,0.5807038834951457
commercial,correlated,8114,10,7,emergency,0.10770631067961164,0.15625,0.04854368932038835,32,103,7304,7304,0.5807038834951457
commercial,correlated,8114,10,8,silent,0.0,0.0,0.0,32,103,7304,7304,0.5807038834951457
commercial,correlated,8115,10,0,continue,0.4370591427021161,0.4473684210526316,0.010309278350515464,38,97,7305,7305,0.6212696690179055
commercial,correlated,8115,10,1,request_info,-0.020618556701030927,0.0,0.020618556701030927,38,97,7305,7305,0.6212696690179055
commercial,correlated,8115,10,2,disclose_summary,0.0,0.0,0.0,38,97,7305,7305,0.6212696690179055
commercial,correlated,8115,10,3,negotiate,-0.21649484536082475,0.0,0.21649484536082475,38,97,7305,7305,0.6212696690179055
commercial,correlated,8115,10,4,respond_offer,0.0,0.0,0.0,38,97,7305,7305,0.6212696690179055
commercial,correlated,8115,10,5,propose_coalition,-0.14785675529028758,0.07894736842105263,0.2268041237113402,38,97,7305,7305,0.6212696690179055
commercial,correlated,8115,10,6,request_reallocation,-0.21215409658166035,0.21052631578947367,0.422680412371134,38,97,7305,7305,0.6212696690179055
commercial,correlated,8115,10,7,emergency,-0.024145415084102007,0.07894736842105263,0.10309278350515463,38,97,7305,7305,0.6212696690179055
commercial,correlated,8115,10,8,silent,0.18421052631578946,0.18421052631578946,0.0,38,97,7305,7305,0.6212696690179055
commercial,correlated,8116,10,0,continue,0.4120502569960023,0.4411764705882353,0.02912621359223301,34,103,7301,7301,0.6087949743003996
commercial,correlated,8116,10,1,request_info,-0.019417475728155338,0.0,0.019417475728155338,34,103,7301,7301,0.6087949743003996
commercial,correlated,8116,10,2,disclose_summary,0.0,0.0,0.0,34,103,7301,7301,0.6087949743003996
commercial,correlated,8116,10,3,negotiate,-0.21359223300970873,0.0,0.21359223300970873,34,103,7301,7301,0.6087949743003996
commercial,correlated,8116,10,4,respond_offer,-0.019417475728155338,0.0,0.019417475728155338,34,103,7301,7301,0.6087949743003996
commercial,correlated,8116,10,5,propose_coalition,-0.13478012564249,0.11764705882352941,0.2524271844660194,34,103,7301,7301,0.6087949743003996
commercial,correlated,8116,10,6,request_reallocation,-0.22158766419189033,0.17647058823529413,0.39805825242718446,34,103,7301,7301,0.6087949743003996
commercial,correlated,8116,10,7,emergency,0.10850942318675044,0.17647058823529413,0.06796116504854369,34,103,7301,7301,0.6087949743003996
commercial,correlated,8116,10,8,silent,0.08823529411764706,0.08823529411764706,0.0,34,103,7301,7301,0.6087949743003996
commercial,compound_ood,8101,10,0,continue,0.3983382209188661,0.4090909090909091,0.010752688172043012,44,93,7302,7302,0.406891495601173
commercial,compound_ood,8101,10,1,request_info,-0.021505376344086023,0.0,0.021505376344086023,44,93,7302,7302,0.406891495601173
commercial,compound_ood,8101,10,2,disclose_summary,0.0,0.0,0.0,44,93,7302,7302,0.406891495601173
commercial,compound_ood,8101,10,3,negotiate,-0.17204301075268819,0.0,0.17204301075268819,44,93,7302,7302,0.406891495601173
commercial,compound_ood,8101,10,4,respond_offer,0.0,0.0,0.0,44,93,7302,7302,0.406891495601173
commercial,compound_ood,8101,10,5,propose_coalition,-0.20894428152492667,0.11363636363636363,0.3225806451612903,44,93,7302,7302,0.406891495601173
commercial,compound_ood,8101,10,6,request_reallocation,-0.004398826979472137,0.3181818181818182,0.3225806451612903,44,93,7302,7302,0.406891495601173
commercial,compound_ood,8101,10,7,emergency,0.008553274682306933,0.1590909090909091,0.15053763440860216,44,93,7302,7302,0.406891495601173
commercial,compound_ood,8101,10,8,silent,0.0,0.0,0.0,44,93,7302,7302,0.406891495601173
commercial,compound_ood,8102,10,0,continue,0.27095516569200784,0.2894736842105263,0.018518518518518517,38,108,7303,7303,0.4814814814814815
commercial,compound_ood,8102,10,1,request_info,-0.018518518518518517,0.0,0.018518518518518517,38,108,7303,7303,0.4814814814814815
commercial,compound_ood,8102,10,2,disclose_summary,0.0,0.0,0.0,38,108,7303,7303,0.4814814814814815
commercial,compound_ood,8102,10,3,negotiate,-0.21296296296296297,0.0,0.21296296296296297,38,108,7303,7303,0.4814814814814815
commercial,compound_ood,8102,10,4,respond_offer,0.0,0.0,0.0,38,108,7303,7303,0.4814814814814815
commercial,compound_ood,8102,10,5,propose_coalition,-0.1881091617933723,0.05263157894736842,0.24074074074074073,38,108,7303,7303,0.4814814814814815
commercial,compound_ood,8102,10,6,request_reallocation,-0.037524366471734905,0.34210526315789475,0.37962962962962965,38,108,7303,7303,0.4814814814814815
commercial,compound_ood,8102,10,7,emergency,-0.024366471734892786,0.10526315789473684,0.12962962962962962,38,108,7303,7303,0.4814814814814815
commercial,compound_ood,8102,10,8,silent,0.21052631578947367,0.21052631578947367,0.0,38,108,7303,7303,0.4814814814814815
commercial,compound_ood,8103,10,0,continue,0.4537037037037037,0.5,0.046296296296296294,40,108,7304,7304,0.5324074074074074
commercial,compound_ood,8103,10,1,request_info,-0.018518518518518517,0.0,0.018518518518518517,40,108,7304,7304,0.5324074074074074
commercial,compound_ood,8103,10,2,disclose_summary,0.0,0.0,0.0,40,108,7304,7304,0.5324074074074074
commercial,compound_ood,8103,10,3,negotiate,-0.16666666666666666,0.0,0.16666666666666666,40,108,7304,7304,0.5324074074074074
commercial,compound_ood,8103,10,4,respond_offer,-0.2222222222222222,0.0,0.2222222222222222,40,108,7304,7304,0.5324074074074074
commercial,compound_ood,8103,10,5,propose_coalition,-0.012962962962962954,0.2,0.21296296296296297,40,108,7304,7304,0.5324074074074074
commercial,compound_ood,8103,10,6,request_reallocation,-0.11203703703703705,0.175,0.28703703703703703,40,108,7304,7304,0.5324074074074074
commercial,compound_ood,8103,10,7,emergency,0.0787037037037037,0.125,0.046296296296296294,40,108,7304,7304,0.5324074074074074
commercial,compound_ood,8103,10,8,silent,0.0,0.0,0.0,40,108,7304,7304,0.5324074074074074
commercial,compound_ood,8104,10,0,continue,0.4292929292929293,0.5,0.0707070707070707,26,99,7305,7305,0.6744366744366744
commercial,compound_ood,8104,10,1,request_info,-0.020202020202020204,0.0,0.020202020202020204,26,99,7305,7305,0.6744366744366744
commercial,compound_ood,8104,10,2,disclose_summary,0.0,0.0,0.0,26,99,7305,7305,0.6744366744366744
commercial,compound_ood,8104,10,3,negotiate,-0.1919191919191919,0.0,0.1919191919191919,26,99,7305,7305,0.6744366744366744
commercial,compound_ood,8104,10,4,respond_offer,-0.18181818181818182,0.0,0.18181818181818182,26,99,7305,7305,0.6744366744366744
commercial,compound_ood,8104,10,5,propose_coalition,-0.24436674436674435,0.038461538461538464,0.2828282828282828,26,99,7305,7305,0.6744366744366744
commercial,compound_ood,8104,10,6,request_reallocation,-0.03613053613053613,0.11538461538461539,0.15151515151515152,26,99,7305,7305,0.6744366744366744
commercial,compound_ood,8104,10,7,emergency,0.06293706293706294,0.15384615384615385,0.09090909090909091,26,99,7305,7305,0.6744366744366744
commercial,compound_ood,8104,10,8,silent,0.1822066822066822,0.19230769230769232,0.010101010101010102,26,99,7305,7305,0.6744366744366744
commercial,compound_ood,8105,10,0,continue,0.23337612323491655,0.24390243902439024,0.010526315789473684,41,95,7301,7301,0.4834403080872913
commercial,compound_ood,8105,10,1,request_info,-0.021052631578947368,0.0,0.021052631578947368,41,95,7301,7301,0.4834403080872913
commercial,compound_ood,8105,10,2,disclose_summary,0.0,0.0,0.0,41,95,7301,7301,0.4834403080872913
commercial,compound_ood,8105,10,3,negotiate,-0.22105263157894736,0.0,0.22105263157894736,41,95,7301,7301,0.4834403080872913
commercial,compound_ood,8105,10,4,respond_offer,-0.042105263157894736,0.0,0.042105263157894736,41,95,7301,7301,0.4834403080872913
commercial,compound_ood,8105,10,5,propose_coalition,-0.172785622593068,0.12195121951219512,0.29473684210526313,41,95,7301,7301,0.4834403080872913
commercial,compound_ood,8105,10,6,request_reallocation,-0.026444159178433846,0.2682926829268293,0.29473684210526313,41,95,7301,7301,0.4834403080872913
commercial,compound_ood,8105,10,7,emergency,0.062130937098844666,0.14634146341463414,0.08421052631578947,41,95,7301,7301,0.4834403080872913
commercial,compound_ood,8105,10,8,silent,0.18793324775353015,0.21951219512195122,0.031578947368421054,41,95,7301,7301,0.4834403080872913
commercial,compound_ood,8106,10,0,continue,0.4532760472610096,0.47368421052631576,0.02040816326530612,38,98,7302,7302,0.47636949516648763
commercial,compound_ood,8106,10,1,request_info,-0.02040816326530612,0.0,0.02040816326530612,38,98,7302,7302,0.47636949516648763
commercial,compound_ood,8106,10,2,disclose_summary,0.0,0.0,0.0,38,98,7302,7302,0.47636949516648763
commercial,compound_ood,8106,10,3,negotiate,-0.21428571428571427,0.0,0.21428571428571427,38,98,7302,7302,0.47636949516648763
commercial,compound_ood,8106,10,4,respond_offer,-0.11224489795918367,0.0,0.11224489795918367,38,98,7302,7302,0.47636949516648763
commercial,compound_ood,8106,10,5,propose_coalition,-0.12943071965628358,0.10526315789473684,0.23469387755102042,38,98,7302,7302,0.47636949516648763
commercial,compound_ood,8106,10,6,request_reallocation,0.019871106337271738,0.3157894736842105,0.29591836734693877,38,98,7302,7302,0.47636949516648763
commercial,compound_ood,8106,10,7,emergency,0.0032223415682062218,0.10526315789473684,0.10204081632653061,38,98,7302,7302,0.47636949516648763
commercial,compound_ood,8106,10,8,silent,0.0,0.0,0.0,38,98,7302,7302,0.47636949516648763
commercial,compound_ood,8107,10,0,continue,0.22424242424242424,0.24444444444444444,0.020202020202020204,45,99,7303,7303,0.4545454545454546
commercial,compound_ood,8107,10,1,request_info,-0.020202020202020204,0.0,0.020202020202020204,45,99,7303,7303,0.4545454545454546
commercial,compound_ood,8107,10,2,disclose_summary,0.0,0.0,0.0,45,99,7303,7303,0.4545454545454546
commercial,compound_ood,8107,10,3,negotiate,-0.21212121212121213,0.0,0.21212121212121213,45,99,7303,7303,0.4545454545454546
commercial,compound_ood,8107,10,4,respond_offer,-0.010101010101010102,0.0,0.010101010101010102,45,99,7303,7303,0.4545454545454546
commercial,compound_ood,8107,10,5,propose_coalition,-0.15151515151515155,0.1111111111111111,0.26262626262626265,45,99,7303,7303,0.4545454545454546
commercial,compound_ood,8107,10,6,request_reallocation,-0.06060606060606061,0.3333333333333333,0.3939393939393939,45,99,7303,7303,0.4545454545454546
commercial,compound_ood,8107,10,7,emergency,0.05252525252525252,0.13333333333333333,0.08080808080808081,45,99,7303,7303,0.4545454545454546
commercial,compound_ood,8107,10,8,silent,0.17777777777777778,0.17777777777777778,0.0,45,99,7303,7303,0.4545454545454546
commercial,compound_ood,8108,10,0,continue,0.6560283687943262,0.6666666666666666,0.010638297872340425,30,94,7304,7304,0.6560283687943262
commercial,compound_ood,8108,10,1,request_info,-0.02127659574468085,0.0,0.02127659574468085,30,94,7304,7304,0.6560283687943262
commercial,compound_ood,8108,10,2,disclose_summary,0.0,0.0,0.0,30,94,7304,7304,0.6560283687943262
commercial,compound_ood,8108,10,3,negotiate,-0.22340425531914893,0.0,0.22340425531914893,30,94,7304,7304,0.6560283687943262
commercial,compound_ood,8108,10,4,respond_offer,-0.010638297872340425,0.0,0.010638297872340425,30,94,7304,7304,0.6560283687943262
commercial,compound_ood,8108,10,5,propose_coalition,-0.1872340425531915,0.1,0.2872340425531915,30,94,7304,7304,0.6560283687943262
commercial,compound_ood,8108,10,6,request_reallocation,-0.19645390070921984,0.13333333333333333,0.32978723404255317,30,94,7304,7304,0.6560283687943262
commercial,compound_ood,8108,10,7,emergency,-0.017021276595744678,0.1,0.11702127659574468,30,94,7304,7304,0.6560283687943262
commercial,compound_ood,8108,10,8,silent,0.0,0.0,0.0,30,94,7304,7304,0.6560283687943262
commercial,compound_ood,8109,10,0,continue,0.27707317073170734,0.3170731707317073,0.04,41,100,7305,7305,0.605609756097561
commercial,compound_ood,8109,10,1,request_info,-0.02,0.0,0.02,41,100,7305,7305,0.605609756097561
commercial,compound_ood,8109,10,2,disclose_summary,0.0,0.0,0.0,41,100,7305,7305,0.605609756097561
commercial,compound_ood,8109,10,3,negotiate,-0.2,0.0,0.2,41,100,7305,7305,0.605609756097561
commercial,compound_ood,8109,10,4,respond_offer,-0.11,0.0,0.11,41,100,7305,7305,0.605609756097561
commercial,compound_ood,8109,10,5,propose_coalition,-0.27560975609756094,0.024390243902439025,0.3,41,100,7305,7305,0.605609756097561
commercial,compound_ood,8109,10,6,request_reallocation,0.20902439024390243,0.43902439024390244,0.23,41,100,7305,7305,0.605609756097561
commercial,compound_ood,8109,10,7,emergency,0.03195121951219512,0.12195121951219512,0.09,41,100,7305,7305,0.605609756097561
commercial,compound_ood,8109,10,8,silent,0.0875609756097561,0.0975609756097561,0.01,41,100,7305,7305,0.605609756097561
commercial,compound_ood,8110,10,0,continue,0.22370041882237005,0.24390243902439024,0.020202020202020204,41,99,7301,7301,0.4582409460458241
commercial,compound_ood,8110,10,1,request_info,-0.030303030303030304,0.0,0.030303030303030304,41,99,7301,7301,0.4582409460458241
commercial,compound_ood,8110,10,2,disclose_summary,0.0,0.0,0.0,41,99,7301,7301,0.4582409460458241
commercial,compound_ood,8110,10,3,negotiate,-0.2222222222222222,0.0,0.2222222222222222,41,99,7301,7301,0.4582409460458241
commercial,compound_ood,8110,10,4,respond_offer,-0.020202020202020204,0.0,0.020202020202020204,41,99,7301,7301,0.4582409460458241
commercial,compound_ood,8110,10,5,propose_coalition,-0.06577974870657799,0.14634146341463414,0.21212121212121213,41,99,7301,7301,0.4582409460458241
commercial,compound_ood,8110,10,6,request_reallocation,-0.11973392461197341,0.24390243902439024,0.36363636363636365,41,99,7301,7301,0.4582409460458241
commercial,compound_ood,8110,10,7,emergency,0.06134515890613451,0.12195121951219512,0.06060606060606061,41,99,7301,7301,0.4582409460458241
commercial,compound_ood,8110,10,8,silent,0.17319536831731952,0.24390243902439024,0.0707070707070707,41,99,7301,7301,0.4582409460458241
commercial,compound_ood,8111,10,0,continue,0.4675324675324675,0.4857142857142857,0.01818181818181818,35,110,7302,7302,0.5818181818181818
commercial,compound_ood,8111,10,1,request_info,-0.01818181818181818,0.0,0.01818181818181818,35,110,7302,7302,0.5818181818181818
commercial,compound_ood,8111,10,2,disclose_summary,0.0,0.0,0.0,35,110,7302,7302,0.5818181818181818
commercial,compound_ood,8111,10,3,negotiate,-0.18181818181818182,0.0,0.18181818181818182,35,110,7302,7302,0.5818181818181818
commercial,compound_ood,8111,10,4,respond_offer,-0.19090909090909092,0.0,0.19090909090909092,35,110,7302,7302,0.5818181818181818
commercial,compound_ood,8111,10,5,propose_coalition,0.01558441558441559,0.14285714285714285,0.12727272727272726,35,110,7302,7302,0.5818181818181818
commercial,compound_ood,8111,10,6,request_reallocation,-0.19090909090909092,0.2,0.39090909090909093,35,110,7302,7302,0.5818181818181818
commercial,compound_ood,8111,10,7,emergency,0.0987012987012987,0.17142857142857143,0.07272727272727272,35,110,7302,7302,0.5818181818181818
commercial,compound_ood,8111,10,8,silent,0.0,0.0,0.0,35,110,7302,7302,0.5818181818181818
commercial,compound_ood,8112,10,0,continue,0.2579365079365079,0.2857142857142857,0.027777777777777776,42,108,7303,7303,0.5158730158730158
commercial,compound_ood,8112,10,1,request_info,-0.018518518518518517,0.0,0.018518518518518517,42,108,7303,7303,0.5158730158730158
commercial,compound_ood,8112,10,2,disclose_summary,0.0,0.0,0.0,42,108,7303,7303,0.5158730158730158
commercial,compound_ood,8112,10,3,negotiate,-0.21296296296296297,0.0,0.21296296296296297,42,108,7303,7303,0.5158730158730158
commercial,compound_ood,8112,10,4,respond_offer,-0.046296296296296294,0.0,0.046296296296296294,42,108,7303,7303,0.5158730158730158
commercial,compound_ood,8112,10,5,propose_coalition,-0.23809523809523808,0.09523809523809523,0.3333333333333333,42,108,7303,7303,0.5158730158730158
commercial,compound_ood,8112,10,6,request_reallocation,0.013227513227513255,0.30952380952380953,0.2962962962962963,42,108,7303,7303,0.5158730158730158
commercial,compound_ood,8112,10,7,emergency,0.07804232804232804,0.14285714285714285,0.06481481481481481,42,108,7303,7303,0.5158730158730158
commercial,compound_ood,8112,10,8,silent,0.16666666666666666,0.16666666666666666,0.0,42,108,7303,7303,0.5158730158730158
commercial,compound_ood,8113,10,0,continue,0.4511217948717949,0.46153846153846156,0.010416666666666666,39,96,7304,7304,0.5745192307692307
commercial,compound_ood,8113,10,1,request_info,-0.020833333333333332,0.0,0.020833333333333332,39,96,7304,7304,0.5745192307692307
commercial,compound_ood,8113,10,2,disclose_summary,0.0,0.0,0.0,39,96,7304,7304,0.5745192307692307
commercial,compound_ood,8113,10,3,negotiate,-0.21875,0.0,0.21875,39,96,7304,7304,0.5745192307692307
commercial,compound_ood,8113,10,4,respond_offer,-0.020833333333333332,0.0,0.020833333333333332,39,96,7304,7304,0.5745192307692307
commercial,compound_ood,8113,10,5,propose_coalition,-0.28685897435897434,0.02564102564102564,0.3125,39,96,7304,7304,0.5745192307692307
commercial,compound_ood,8113,10,6,request_reallocation,0.1233974358974359,0.4358974358974359,0.3125,39,96,7304,7304,0.5745192307692307
commercial,compound_ood,8113,10,7,emergency,-0.027243589743589744,0.07692307692307693,0.10416666666666667,39,96,7304,7304,0.5745192307692307
commercial,compound_ood,8113,10,8,silent,0.0,0.0,0.0,39,96,7304,7304,0.5745192307692307
commercial,compound_ood,8114,10,0,continue,0.3122448979591837,0.34285714285714286,0.030612244897959183,35,98,7305,7305,0.5489795918367346
commercial,compound_ood,8114,10,1,request_info,-0.02040816326530612,0.0,0.02040816326530612,35,98,7305,7305,0.5489795918367346
commercial,compound_ood,8114,10,2,disclose_summary,0.0,0.0,0.0,35,98,7305,7305,0.5489795918367346
commercial,compound_ood,8114,10,3,negotiate,-0.20408163265306123,0.0,0.20408163265306123,35,98,7305,7305,0.5489795918367346
commercial,compound_ood,8114,10,4,respond_offer,-0.12244897959183673,0.0,0.12244897959183673,35,98,7305,7305,0.5489795918367346
commercial,compound_ood,8114,10,5,propose_coalition,-0.17142857142857143,0.11428571428571428,0.2857142857142857,35,98,7305,7305,0.5489795918367346
commercial,compound_ood,8114,10,6,request_reallocation,-0.03061224489795919,0.14285714285714285,0.17346938775510204,35,98,7305,7305,0.5489795918367346
commercial,compound_ood,8114,10,7,emergency,0.040816326530612235,0.14285714285714285,0.10204081632653061,35,98,7305,7305,0.5489795918367346
commercial,compound_ood,8114,10,8,silent,0.19591836734693874,0.2571428571428571,0.061224489795918366,35,98,7305,7305,0.5489795918367346
commercial,compound_ood,8115,10,0,continue,0.22872340425531915,0.25,0.02127659574468085,40,94,7301,7301,0.524468085106383
commercial,compound_ood,8115,10,1,request_info,-0.02127659574468085,0.0,0.02127659574468085,40,94,7301,7301,0.524468085106383
commercial,compound_ood,8115,10,2,disclose_summary,0.0,0.0,0.0,40,94,7301,7301,0.524468085106383
commercial,compound_ood,8115,10,3,negotiate,-0.20212765957446807,0.0,0.20212765957446807,40,94,7301,7301,0.524468085106383
commercial,compound_ood,8115,10,4,respond_offer,-0.09574468085106383,0.0,0.09574468085106383,40,94,7301,7301,0.524468085106383
commercial,compound_ood,8115,10,5,propose_coalition,-0.2053191489361702,0.05,0.2553191489361702,40,94,7301,7301,0.524468085106383
commercial,compound_ood,8115,10,6,request_reallocation,0.0771276595744681,0.375,0.2978723404255319,40,94,7301,7301,0.524468085106383
commercial,compound_ood,8115,10,7,emergency,0.004255319148936176,0.1,0.09574468085106383,40,94,7301,7301,0.524468085106383
commercial,compound_ood,8115,10,8,silent,0.2143617021276596,0.225,0.010638297872340425,40,94,7301,7301,0.524468085106383
commercial,compound_ood,8116,10,0,continue,0.4446992864424057,0.4722222222222222,0.027522935779816515,36,109,7302,7302,0.6513761467889908
commercial,compound_ood,8116,10,1,request_info,-0.01834862385321101,0.0,0.01834862385321101,36,109,7302,7302,0.6513761467889908
commercial,compound_ood,8116,10,2,disclose_summary,0.0,0.0,0.0,36,109,7302,7302,0.6513761467889908
commercial,compound_ood,8116,10,3,negotiate,-0.23853211009174313,0.0,0.23853211009174313,36,109,7302,7302,0.6513761467889908
commercial,compound_ood,8116,10,4,respond_offer,-0.045871559633027525,0.0,0.045871559633027525,36,109,7302,7302,0.6513761467889908
commercial,compound_ood,8116,10,5,propose_coalition,-0.3486238532110092,0.0,0.3486238532110092,36,109,7302,7302,0.6513761467889908
commercial,compound_ood,8116,10,6,request_reallocation,0.18756371049949028,0.4444444444444444,0.25688073394495414,36,109,7302,7302,0.6513761467889908
commercial,compound_ood,8116,10,7,emergency,0.019113149847094793,0.08333333333333333,0.06422018348623854,36,109,7302,7302,0.6513761467889908
commercial,compound_ood,8116,10,8,silent,0.0,0.0,0.0,36,109,7302,7302,0.6513761467889908
humanitarian,nominal,8201,10,0,continue,0.5375467210329595,0.5925925925925926,0.05504587155963303,27,109,7303,7303,0.7519537886510363
humanitarian,nominal,8201,10,1,request_info,-0.027522935779816515,0.0,0.027522935779816515,27,109,7303,7303,0.7519537886510363
humanitarian,nominal,8201,10,2,disclose_summary,0.0,0.0,0.0,27,109,7303,7303,0.7519537886510363
humanitarian,nominal,8201,10,3,negotiate,-0.11926605504587157,0.0,0.11926605504587157,27,109,7303,7303,0.7519537886510363
humanitarian,nominal,8201,10,4,respond_offer,-0.47706422018348627,0.0,0.47706422018348627,27,109,7303,7303,0.7519537886510363
humanitarian,nominal,8201,10,5,propose_coalition,0.04689092762487257,0.1111111111111111,0.06422018348623854,27,109,7303,7303,0.7519537886510363
humanitarian,nominal,8201,10,6,request_reallocation,-0.12810057764186206,0.037037037037037035,0.1651376146788991,27,109,7303,7303,0.7519537886510363
humanitarian,nominal,8201,10,7,emergency,0.1675161399932042,0.25925925925925924,0.09174311926605505,27,109,7303,7303,0.7519537886510363
humanitarian,nominal,8201,10,8,silent,0.0,0.0,0.0,27,109,7303,7303,0.7519537886510363
humanitarian,nominal,8202,10,0,continue,0.5054117647058823,0.5294117647058824,0.024,34,125,7304,7304,0.5938823529411765
humanitarian,nominal,8202,10,1,request_info,-0.024,0.0,0.024,34,125,7304,7304,0.5938823529411765
humanitarian,nominal,8202,10,2,disclose_summary,0.0,0.0,0.0,34,125,7304,7304,0.5938823529411765
