actionable_opportunities,agent_count,allocation_inequality_gini,application,autonomous_action_coverage,autonomous_beneficial_actions,autonomous_harmful_actions,autonomous_neutral_actions,baseline_calibration_sketch_messages,beneficial_actions,commitment_failures,completed_at,complexity,conservation_feasible,controller,coupling,critical_shortage_exposure,cross_community_messages,decision_epochs,delivery_completion,distributed_estimation_mae,dropped_messages,eligible_operational_proposals,environment_seed,event_count,fragmentation,harmful_actions,horizon,information_actions,information_condition,maximum_cascade_depth,maximum_conservation_residual,net_causal_utility,network_disruption,neutral_actions,operational_bytes,operational_communication_policy,operational_messages,operational_node_count,operator_escalations,operator_executed_actions,operator_minutes,physical_actions,post_disruption_sketch_messages,privacy_boundary_pass,resource_waste,run_id,service_loss,service_reaching_actions,sketch_bytes,sketch_messages,sketch_policy,started_at,stochastic_tape_digest,time_to_first_critical_delivery,topology_family,total_bytes,total_messages,weighted_unmet_critical_need,belief_consensus_recovery,cascaded_failures,crew_travel,crew_utilization,repeated_work_orders,restoration_time_mean,unsafe_switching_or_isolation,unserved_critical_load_auc
174,28,0.4575572299116658,humanitarian,0.34210526315789475,44,30,0,80,47,0,2026-08-16T22:43:55.926865+00:00,medium,True,crossfit_generalized_entropic,high,14987.881908791807,1144,15,78.07002969815976,0.0456391911719509,885,266,787030,20385,high,41,60,420,private_fragmented,3,4.263256414560601e-14,127.04059938137023,high,0,98830,agent_event_triggered,420,16,14,14,60.0,91,3105,True,2.5,v7-development_formal_dynamic-humanitarian-medium-high-high-high-modular-private_fragmented-787030-crossfit_generalized_entropic-event_triggered-agent_event_triggered,31577.477107066818,45,1441012,4174,event_triggered,2026-08-16T22:43:24.630152+00:00,8292838724ef87c2bc7b5e114f728733482233994bbe51b08c52af344885c83c,18,modular,1539842,4594,1448.5664565683596,,,,,,,,
174,28,0.4617912312668368,humanitarian,0.3533834586466165,47,29,0,80,50,0,2026-08-16T22:34:25.060245+00:00,medium,True,crossfit_strongest_nonentropic,high,14528.450817360545,1144,15,86.11529313150734,0.0456391911719509,885,266,787030,20390,high,40,60,420,private_fragmented,3,1.7763568394002505e-14,121.34570682258982,high,0,98818,agent_event_triggered,420,16,14,14,60.0,94,3105,True,3.8370059064711315,v7-development_formal_dynamic-humanitarian-medium-high-high-high-modular-private_fragmented-787030-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,31062.067485342457,51,1441012,4174,event_triggered,2026-08-16T22:33:53.880316+00:00,8292838724ef87c2bc7b5e114f728733482233994bbe51b08c52af344885c83c,18,modular,1539830,4594,1419.8715730696695,,,,,,,,
177,28,0.45556048206942423,humanitarian,0.39849624060150374,43,43,0,88,45,0,2026-08-16T22:44:27.000946+00:00,medium,True,crossfit_generalized_entropic,high,14648.284643440395,1006,15,87.76265509459547,0.04480111648437109,1123,266,787033,20366,high,56,60,419,private_fragmented,3,4.263256414560601e-14,147.79405040863503,high,0,98749,agent_event_triggered,419,16,15,15,65.0,106,3188,True,7.481445830066449,v7-development_formal_dynamic-humanitarian-medium-high-high-high-modular-private_fragmented-787033-crossfit_generalized_entropic-event_triggered-agent_event_triggered,31670.144826579846,53,1460079,4237,event_triggered,2026-08-16T22:43:58.211043+00:00,70c6ca78cc0ad0b331f1d3965a940f76ffcd5c1bd63bb492f9b344ace2250ef2,22,modular,1558828,4656,1447.8415748223401,,,,,,,,
177,28,0.45456333960313905,humanitarian,0.39849624060150374,45,42,0,88,46,0,2026-08-16T22:34:55.104317+00:00,medium,True,crossfit_strongest_nonentropic,high,14608.94756231954,1006,15,89.76265509459547,0.04480111648437109,1123,266,787033,20367,high,56,60,419,private_fragmented,3,5.684341886080802e-14,166.10380699710134,high,0,98750,agent_event_triggered,419,16,15,15,65.0,106,3188,True,7.481445830066449,v7-development_formal_dynamic-humanitarian-medium-high-high-high-modular-private_fragmented-787033-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,31727.588870175987,54,1460079,4237,event_triggered,2026-08-16T22:34:27.340794+00:00,70c6ca78cc0ad0b331f1d3965a940f76ffcd5c1bd63bb492f9b344ace2250ef2,22,modular,1558829,4656,1483.4034128849883,,,,,,,,
170,28,0.4551162560080304,humanitarian,0.35135135135135137,34,35,0,86,36,0,2026-08-16T22:23:08.915570+00:00,medium,True,crossfit_generalized_entropic,high,16568.33805422093,1286,15,64.51701619537909,0.040026962263125146,1307,259,787036,22934,high,48,60,420,private_fragmented,3,8.526512829121202e-14,82.82447188253245,high,0,98937,agent_event_triggered,420,16,15,15,64.0,91,3868,True,3.5,v7-development_formal_dynamic-humanitarian-medium-high-high-high-modular-private_fragmented-787036-crossfit_generalized_entropic-event_triggered-agent_event_triggered,31207.080175992396,41,1783537,5164,event_triggered,2026-08-16T22:22:31.472121+00:00,6bf644450937d9bcae07708aeb73372979d1d9ff6100f592ca1f110f445542ad,21,modular,1882474,5584,1406.0111594462842,,,,,,,,
169,28,0.45666698310177345,humanitarian,0.3463035019455253,36,32,0,86,38,0,2026-08-16T22:12:11.186945+00:00,medium,True,crossfit_strongest_nonentropic,high,16550.448780069124,1286,15,64.99707460652385,0.040026962263125146,1307,257,787036,22931,high,45,60,420,private_fragmented,3,2.842170943040401e-14,95.62927336985287,high,0,98933,agent_event_triggered,420,16,15,15,62.0,89,3868,True,2.5,v7-development_formal_dynamic-humanitarian-medium-high-high-high-modular-private_fragmented-787036-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,31499.153915277137,41,1783537,5164,event_triggered,2026-08-16T22:11:36.496194+00:00,6bf644450937d9bcae07708aeb73372979d1d9ff6100f592ca1f110f445542ad,18,modular,1882470,5584,1425.9243233410975,,,,,,,,
142,28,0.4602297048028835,humanitarian,0.2777777777777778,22,25,0,100,22,0,2026-08-16T20:47:15.358611+00:00,medium,True,crossfit_generalized_entropic,high,15376.473140224536,1771,15,48.175125347646784,0.009345050150196892,1562,216,787047,28847,high,37,60,69,public_shared,3,4.263256414560601e-14,37.20057694980777,high,0,28657,agent_event_triggered,121,16,12,12,51.0,60,6105,True,1.0,v7-development_formal_dynamic-humanitarian-medium-high-high-high-modular-public_shared-787047-crossfit_generalized_entropic-event_triggered-agent_event_triggered,31062.149023488968,31,2537789,7658,event_triggered,2026-08-16T20:46:43.935976+00:00,046fe7a41b91eb2aff2b4ef7a7c16b3d18c2489dd5ea3b76dd7da6a3babf0609,10,modular,2566446,7779,1374.849471273292,,,,,,,,
142,28,0.4601889385487325,humanitarian,0.27314814814814814,22,24,0,100,22,0,2026-08-16T20:34:25.116330+00:00,medium,True,crossfit_strongest_nonentropic,high,15376.473140224536,1771,15,46.675125347646784,0.009345050150196892,1562,216,787047,28845,high,36,60,69,public_shared,3,4.263256414560601e-14,37.32057694980777,high,0,28659,agent_event_triggered,121,16,12,12,51.0,59,6105,True,0.5,v7-development_formal_dynamic-humanitarian-medium-high-high-high-modular-public_shared-787047-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,31061.04490483315,30,2537789,7658,event_triggered,2026-08-16T20:33:53.707477+00:00,046fe7a41b91eb2aff2b4ef7a7c16b3d18c2489dd5ea3b76dd7da6a3babf0609,10,modular,2566448,7779,1374.8494712732922,,,,,,,,
142,28,0.45360680418753263,humanitarian,0.27232142857142855,24,27,0,88,24,0,2026-08-16T22:47:45.847206+00:00,medium,True,crossfit_generalized_entropic,high,15131.714272402445,1427,15,50.01500642246069,0.01426445964098919,1443,224,787050,25027,high,36,60,51,public_shared,3,2.3803181647963356e-13,38.25613255942737,high,0,26194,agent_event_triggered,111,16,9,9,38.0,61,5134,True,0.5,v7-development_formal_dynamic-humanitarian-medium-high-high-high-modular-public_shared-787050-crossfit_generalized_entropic-event_triggered-agent_event_triggered,30385.80602218301,34,2105039,6359,event_triggered,2026-08-16T22:47:10.967618+00:00,1934ac7be6210bab6eb4051bf2d19bef06e9329a5cebf69b7fc9e17354650b86,22,modular,2131233,6470,1363.591828571776,,,,,,,,
141,28,0.45360680418753263,humanitarian,0.26785714285714285,25,26,0,88,25,0,2026-08-16T22:38:11.196937+00:00,medium,True,crossfit_strongest_nonentropic,high,14995.964632967181,1427,15,46.01500642246069,0.01426445964098919,1443,224,787050,25025,high,34,60,51,public_shared,3,2.4158453015843406e-13,41.67397594329265,high,0,26194,agent_event_triggered,111,16,8,8,33.0,60,5134,True,0.5,v7-development_formal_dynamic-humanitarian-medium-high-high-high-modular-public_shared-787050-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,30505.554284491664,32,2105039,6359,event_triggered,2026-08-16T22:37:37.123932+00:00,1934ac7be6210bab6eb4051bf2d19bef06e9329a5cebf69b7fc9e17354650b86,22,modular,2131233,6470,1369.3159746048668,,,,,,,,
169,28,0.46375479096340777,humanitarian,0.37547892720306514,42,39,0,162,44,0,2026-08-16T20:40:13.710679+00:00,medium,True,crossfit_generalized_entropic,high,14135.01821472344,12403,15,86.65285230391872,0.04007902650207364,3457,261,787027,50918,high,51,60,420,private_fragmented,3,1.2079226507921703e-13,103.72749131781258,high,0,98758,agent_event_triggered,420,16,14,14,65.0,98,11794,True,2.5,v7-development_formal_dynamic-humanitarian-medium-high-high-high-random_geometric-private_fragmented-787027-crossfit_generalized_entropic-event_triggered-agent_event_triggered,28126.15424976175,50,5223225,15206,event_triggered,2026-08-16T20:39:09.058229+00:00,dd280fde0502c43f203ed7c6011916427cd28a40078a12afc1d29c5a423aa76f,22,random_geometric,5321983,15626,1260.7641990222583,,,,,,,,
169,28,0.46268330977962585,humanitarian,0.3831417624521073,44,40,0,162,46,0,2026-08-16T20:27:10.755079+00:00,medium,True,crossfit_strongest_nonentropic,high,13939.219408674426,12403,15,89.1528523039187,0.04007902650207364,3457,261,787027,50923,high,52,60,420,private_fragmented,3,6.394884621840902e-14,112.64555756045281,high,0,98763,agent_event_triggered,420,16,14,14,65.0,100,11794,True,2.0,v7-development_formal_dynamic-humanitarian-medium-high-high-high-random_geometric-private_fragmented-787027-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,28765.749477190526,51,5223225,15206,event_triggered,2026-08-16T20:26:03.658302+00:00,dd280fde0502c43f203ed7c6011916427cd28a40078a12afc1d29c5a423aa76f,22,random_geometric,5321988,15626,1286.0487127360216,,,,,,,,
171,28,0.46201509791270606,humanitarian,0.40540540540540543,48,39,0,172,49,0,2026-08-16T22:43:20.350127+00:00,medium,True,crossfit_generalized_entropic,high,15755.356991571825,11217,15,118.69364640902738,0.04061725285815537,4276,259,787028,48734,high,53,60,420,private_fragmented,3,2.842170943040401e-14,108.33892003074,high,0,98653,agent_event_triggered,420,16,15,15,65.0,105,13190,True,5.0,v7-development_formal_dynamic-humanitarian-medium-high-high-high-random_geometric-private_fragmented-787028-crossfit_generalized_entropic-event_triggered-agent_event_triggered,30212.428487197583,68,5049508,14746,event_triggered,2026-08-16T22:42:25.660506+00:00,c4d54cb3641d4d1693425daa2e2474d6a738e3e97cc054e628c80ee08992e778,9,random_geometric,5148161,15166,1378.84101451788,,,,,,,,
170,28,0.4643291331717833,humanitarian,0.4015444015444015,49,38,0,172,50,0,2026-08-16T22:33:49.637272+00:00,medium,True,crossfit_strongest_nonentropic,high,14941.358480685978,11217,15,120.69364640902737,0.04061725285815537,4276,259,787028,48732,high,51,60,420,private_fragmented,3,2.842170943040401e-14,117.65928871782062,high,0,98656,agent_event_triggered,420,16,14,14,59.0,104,13190,True,4.5,v7-development_formal_dynamic-humanitarian-medium-high-high-high-random_geometric-private_fragmented-787028-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,29970.228719673563,69,5049508,14746,event_triggered,2026-08-16T22:32:56.548560+00:00,c4d54cb3641d4d1693425daa2e2474d6a738e3e97cc054e628c80ee08992e778,9,random_geometric,5148164,15166,1374.8729013105628,,,,,,,,
166,28,0.4595325818454521,humanitarian,0.37751004016064255,45,32,0,188,46,0,2026-08-16T20:41:24.469188+00:00,medium,True,crossfit_generalized_entropic,high,13646.1122174182,13832,15,102.2245025109485,0.0377091442107321,6286,249,787031,55203,high,46,60,420,private_fragmented,3,5.684341886080802e-14,93.06995620144664,high,0,98501,agent_event_triggered,420,16,15,15,64.0,94,15646,True,4.0,v7-development_formal_dynamic-humanitarian-medium-high-high-high-random_geometric-private_fragmented-787031-crossfit_generalized_entropic-event_triggered-agent_event_triggered,29846.31435810388,58,6019354,17579,event_triggered,2026-08-16T20:40:17.874809+00:00,9f563b11d5d46bbc01e6c28d57a143956e17af6dec56310574b47842e86a9784,9,random_geometric,6117855,17999,1363.9623511520579,,,,,,,,
166,28,0.46108566049692984,humanitarian,0.36947791164658633,41,31,0,188,43,0,2026-08-16T20:28:23.518772+00:00,medium,True,crossfit_strongest_nonentropic,high,13861.51176050465,13832,15,93.7664136099757,0.0377091442107321,6286,249,787031,55196,high,44,60,420,private_fragmented,3,7.105427357601002e-14,86.16750589198901,high,0,98504,agent_event_triggered,420,16,15,15,66.0,92,15646,True,3.5,v7-development_formal_dynamic-humanitarian-medium-high-high-high-random_geometric-private_fragmented-787031-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,29584.808307546715,54,6019354,17579,event_triggered,2026-08-16T20:27:15.042050+00:00,9f563b11d5d46bbc01e6c28d57a143956e17af6dec56310574b47842e86a9784,9,random_geometric,6117858,17999,1356.4765518337683,,,,,,,,
161,28,0.45772577677329085,humanitarian,0.3548387096774194,36,33,0,176,39,0,2026-08-16T22:22:27.074582+00:00,medium,True,crossfit_generalized_entropic,high,15602.46895882417,11638,15,74.40364815713714,0.036296527395019804,6960,248,787034,47460,high,44,60,420,private_fragmented,3,4.263256414560601e-14,96.49138187595,high,0,98939,agent_event_triggered,420,16,14,14,60.0,88,12649,True,2.0,v7-development_formal_dynamic-humanitarian-medium-high-high-high-random_geometric-private_fragmented-787034-crossfit_generalized_entropic-event_triggered-agent_event_triggered,31335.988819953356,42,5235774,15225,event_triggered,2026-08-16T22:21:25.944117+00:00,8ca1b2db570f58860b1bba693cdd92ee83e190030f38b8183e1e2ff195b72bb6,22,random_geometric,5334713,15645,1408.2162714964018,,,,,,,,
170,28,0.4575205548902447,humanitarian,0.33969465648854963,36,34,0,176,38,0,2026-08-16T22:11:32.431558+00:00,medium,True,crossfit_strongest_nonentropic,high,15394.871731216028,11638,15,76.77626004224457,0.036296527395019804,6960,262,787034,47462,high,46,60,420,private_fragmented,3,5.684341886080802e-14,99.85499048708198,high,0,98938,agent_event_triggered,420,16,14,14,60.0,89,12649,True,2.0,v7-development_formal_dynamic-humanitarian-medium-high-high-high-random_geometric-private_fragmented-787034-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,30775.057898108975,44,5235774,15225,event_triggered,2026-08-16T22:10:34.787916+00:00,8ca1b2db570f58860b1bba693cdd92ee83e190030f38b8183e1e2ff195b72bb6,22,random_geometric,5334712,15645,1387.6742589120447,,,,,,,,
155,28,0.45410177500451315,humanitarian,0.2962962962962963,30,34,0,174,30,0,2026-08-16T22:47:05.279358+00:00,medium,True,crossfit_generalized_entropic,high,14705.686686452267,17696,15,74.05985467705709,0.025760612986838956,3530,243,787045,69957,high,41,60,62,public_shared,3,1.1368683772161603e-13,56.113240456055145,high,0,28516,agent_event_triggered,121,16,7,7,30.0,72,18198,True,3.5,v7-development_formal_dynamic-humanitarian-medium-high-high-high-random_geometric-public_shared-787045-crossfit_generalized_entropic-event_triggered-agent_event_triggered,29358.16576611344,43,7292138,22011,event_triggered,2026-08-16T22:45:44.403576+00:00,c7f5fd9df178d2a65e629f67bb476ea0764e69618e7cd91b2fcb926d6a435b66,22,random_geometric,7320654,22132,1316.3328297317696,,,,,,,,
146,28,0.4544730213234162,humanitarian,0.31877729257641924,30,35,0,174,30,0,2026-08-16T22:37:31.421400+00:00,medium,True,crossfit_strongest_nonentropic,high,14797.095186452261,17693,15,78.3197510312703,0.025760612986838956,3529,229,787045,69948,high,42,60,62,public_shared,3,2.2737367544323206e-13,57.61454986600064,high,0,27580,agent_event_triggered,117,16,7,7,30.0,73,18198,True,3.0,v7-development_formal_dynamic-humanitarian-medium-high-high-high-random_geometric-public_shared-787045-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,29347.513850477575,44,7292138,22011,event_triggered,2026-08-16T22:36:10.467653+00:00,c7f5fd9df178d2a65e629f67bb476ea0764e69618e7cd91b2fcb926d6a435b66,22,random_geometric,7319718,22128,1314.4907286134871,,,,,,,,
136,28,0.4561461498398491,humanitarian,0.27014218009478674,23,25,0,144,23,0,2026-08-16T22:28:39.138101+00:00,medium,True,crossfit_generalized_entropic,high,15145.18135817217,9364,15,52.939605425332175,0.01829126423809233,1577,211,787048,41277,high,34,60,77,public_shared,3,7.105427357601002e-14,40.882034802329564,high,0,29186,agent_event_triggered,124,16,9,9,40.0,57,9611,True,4.0,v7-development_formal_dynamic-humanitarian-medium-high-high-high-random_geometric-public_shared-787048-crossfit_generalized_entropic-event_triggered-agent_event_triggered,30088.40456098795,33,3912630,11801,event_triggered,2026-08-16T22:27:46.284607+00:00,0a7aafad458acb78c9e4a9d69b5a30967d1563dba5042702aaa2169b739f69fb,24,random_geometric,3941816,11925,1360.7183816451975,,,,,,,,
136,28,0.45782603831189006,humanitarian,0.26540284360189575,24,23,0,144,25,0,2026-08-16T22:17:36.202311+00:00,medium,True,crossfit_strongest_nonentropic,high,15238.36535817217,9364,15,48.439605425332175,0.01829126423809233,1577,211,787048,41275,high,31,60,77,public_shared,3,2.1316282072803006e-14,43.91353228106014,high,0,29186,agent_event_triggered,124,16,9,9,40.0,56,9611,True,5.0,v7-development_formal_dynamic-humanitarian-medium-high-high-high-random_geometric-public_shared-787048-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,30026.313626540952,31,3912630,11801,event_triggered,2026-08-16T22:16:44.433103+00:00,0a7aafad458acb78c9e4a9d69b5a30967d1563dba5042702aaa2169b739f69fb,25,random_geometric,3941816,11925,1358.2118841664667,,,,,,,,
184,28,0.45760964563101364,humanitarian,0.3992932862190813,53,46,0,168,54,0,2026-08-16T21:12:03.695237+00:00,medium,True,crossfit_generalized_entropic,high,13165.148110469301,11321,15,103.48473161276995,0.035493742824046215,3882,283,787025,74323,high,59,60,420,private_fragmented,3,1.4921397450962104e-13,137.7547189989873,high,0,98830,agent_event_triggered,420,16,14,14,70.0,113,18693,True,3.0,v7-development_formal_dynamic-humanitarian-medium-high-high-high-small_world-private_fragmented-787025-crossfit_generalized_entropic-event_triggered-agent_event_triggered,27508.999776063865,59,7935337,23140,event_triggered,2026-08-16T21:10:35.700632+00:00,a26a3deed61515ace41205bea4b96c0341af5e8cf5d7d529644b071ed2558ee1,10,small_world,8034167,23560,1247.5990954033073,,,,,,,,
