cluster_id,panel_id,disruption,block_length,pseudocount,raw_block_divergence_nats_per_update,shuffle_floor_nats_per_update,adjusted_irreversibility_nats_per_update
V14Q_g2,V14Q_g2_message_corruption,message_corruption,2,0.1,0.03825007233982885,0.10210839030444757,-0.06385831796461872
V14Q_g2,V14Q_g2_message_corruption,message_corruption,2,0.5,0.0176874310700151,0.05618743458496388,-0.038500003514948776
V14Q_g2,V14Q_g2_message_corruption,message_corruption,2,1.0,0.011055765664974739,0.03836981568920886,-0.02731405002423412
V14Q_g2,V14Q_g2_message_corruption,message_corruption,3,0.1,0.03650690207451799,0.14964659519582252,-0.11313969312130454
V14Q_g2,V14Q_g2_message_corruption,message_corruption,3,0.5,0.016665003687521076,0.07111571164102606,-0.054450707953504984
V14Q_g2,V14Q_g2_message_corruption,message_corruption,3,1.0,0.010252187087573833,0.043740886049205896,-0.03348869896163206
V14Q_g2,V14Q_g2_message_corruption,message_corruption,4,0.1,0.03478145755275782,0.18828829529075375,-0.15350683773799592
V14Q_g2,V14Q_g2_message_corruption,message_corruption,4,0.5,0.01569643677674912,0.08032153406840671,-0.0646250972916576
V14Q_g2,V14Q_g2_message_corruption,message_corruption,4,1.0,0.009523249719330605,0.044676372824241195,-0.03515312310491059
V14Q_g3,V14Q_g3_nominal,nominal,2,0.1,0.046419432825189705,0.0347656655728366,0.011653767252353106
V14Q_g3,V14Q_g3_nominal,nominal,2,0.5,0.02078455681263991,0.01736099074758145,0.003423566065058458
V14Q_g3,V14Q_g3_nominal,nominal,2,1.0,0.012751722112797952,0.011103215981468507,0.0016485061313294448
V14Q_g3,V14Q_g3_nominal,nominal,3,0.1,0.039738631782323515,0.04559614850574601,-0.005857516723422496
V14Q_g3,V14Q_g3_nominal,nominal,3,0.5,0.01761302266401779,0.02168784764609663,-0.00407482498207884
V14Q_g3,V14Q_g3_nominal,nominal,3,1.0,0.010677491869986325,0.013270985123750245,-0.00259349325376392
V14Q_g3,V14Q_g3_nominal,nominal,4,0.1,0.0342004846821944,0.05797556341007674,-0.023775078727882336
V14Q_g3,V14Q_g3_nominal,nominal,4,0.5,0.015046159023066661,0.02582344777196256,-0.010777288748895898
V14Q_g3,V14Q_g3_nominal,nominal,4,1.0,0.009043586951750133,0.016125278841508578,-0.007081691889758445
V14Q_g3,V14Q_g3_field_reversal,field_reversal,2,0.1,0.12831766690331584,0.08070955047653268,0.047608116426783156
V14Q_g3,V14Q_g3_field_reversal,field_reversal,2,0.5,0.05578890528392752,0.037533073596076515,0.018255831687851005
V14Q_g3,V14Q_g3_field_reversal,field_reversal,2,1.0,0.03308780910873671,0.023974126667299176,0.009113682441437534
V14Q_g3,V14Q_g3_field_reversal,field_reversal,3,0.1,0.09189853221784061,0.094937092860562,-0.0030385606427213857
V14Q_g3,V14Q_g3_field_reversal,field_reversal,3,0.5,0.03938686822369666,0.04179435213415649,-0.0024074839104598345
V14Q_g3,V14Q_g3_field_reversal,field_reversal,3,1.0,0.022995404094405782,0.02478832749082034,-0.0017929233964145593
V14Q_g3,V14Q_g3_field_reversal,field_reversal,4,0.1,0.07211715106160509,0.11300950954706018,-0.040892358485455096
V14Q_g3,V14Q_g3_field_reversal,field_reversal,4,0.5,0.03061364198948499,0.04733660887691344,-0.01672296688742845
V14Q_g3,V14Q_g3_field_reversal,field_reversal,4,1.0,0.017690531290393028,0.02641950692914503,-0.008728975638752003
V14Q_g3,V14Q_g3_network_partition,network_partition,2,0.1,0.046419432825189705,0.0427533341224919,0.0036660987026978023
V14Q_g3,V14Q_g3_network_partition,network_partition,2,0.5,0.02078455681263991,0.021729086129112937,-0.0009445293164730278
V14Q_g3,V14Q_g3_network_partition,network_partition,2,1.0,0.012751722112797952,0.014205195704160376,-0.0014534735913624246
V14Q_g3,V14Q_g3_network_partition,network_partition,3,0.1,0.039738631782323515,0.05598122921602884,-0.016242597433705326
V14Q_g3,V14Q_g3_network_partition,network_partition,3,0.5,0.01761302266401779,0.0270052481214164,-0.00939222545739861
V14Q_g3,V14Q_g3_network_partition,network_partition,3,1.0,0.010677491869986325,0.017374958346435907,-0.006697466476449582
V14Q_g3,V14Q_g3_network_partition,network_partition,4,0.1,0.0342004846821944,0.07033503354108267,-0.03613454885888827
V14Q_g3,V14Q_g3_network_partition,network_partition,4,0.5,0.015046159023066661,0.03251540874657324,-0.01746924972350658
V14Q_g3,V14Q_g3_network_partition,network_partition,4,1.0,0.009043586951750133,0.019585414406060368,-0.010541827454310235
V14Q_g3,V14Q_g3_message_corruption,message_corruption,2,0.1,0.046419432825189705,0.043567073594783796,0.0028523592304059084
V14Q_g3,V14Q_g3_message_corruption,message_corruption,2,0.5,0.02078455681263991,0.021861891542894342,-0.0010773347302544325
V14Q_g3,V14Q_g3_message_corruption,message_corruption,2,1.0,0.012751722112797952,0.01467088689895959,-0.0019191647861616385
V14Q_g3,V14Q_g3_message_corruption,message_corruption,3,0.1,0.039738631782323515,0.05787019620199016,-0.018131564419666645
V14Q_g3,V14Q_g3_message_corruption,message_corruption,3,0.5,0.01761302266401779,0.02668395077826841,-0.009070928114250618
V14Q_g3,V14Q_g3_message_corruption,message_corruption,3,1.0,0.010677491869986325,0.01741958414977294,-0.006742092279786614
V14Q_g3,V14Q_g3_message_corruption,message_corruption,4,0.1,0.0342004846821944,0.07376477069618431,-0.03956428601398991
V14Q_g3,V14Q_g3_message_corruption,message_corruption,4,0.5,0.015046159023066661,0.03269892985919342,-0.017652770836126756
V14Q_g3,V14Q_g3_message_corruption,message_corruption,4,1.0,0.009043586951750133,0.020306458919998924,-0.01126287196824879
V14Q_g4,V14Q_g4_nominal,nominal,2,0.1,0.05025973715612012,0.04395974550384002,0.006299991652280103
V14Q_g4,V14Q_g4_nominal,nominal,2,0.5,0.022693193747156365,0.021793970626413844,0.0008992231207425212
V14Q_g4,V14Q_g4_nominal,nominal,2,1.0,0.014003787392989455,0.015205102467813314,-0.0012013150748238586
V14Q_g4,V14Q_g4_nominal,nominal,3,0.1,0.043557967586448434,0.05744788525810616,-0.013889917671657724
V14Q_g4,V14Q_g4_nominal,nominal,3,0.5,0.0194652889338304,0.026247312803942453,-0.0067820238701120535
V14Q_g4,V14Q_g4_nominal,nominal,3,1.0,0.011860453341493712,0.016805802490825302,-0.00494534914933159
V14Q_g4,V14Q_g4_nominal,nominal,4,0.1,0.039102439503826934,0.07219138046610091,-0.03308894096227397
V14Q_g4,V14Q_g4_nominal,nominal,4,0.5,0.017330191837175043,0.03247252999330109,-0.015142338156126044
V14Q_g4,V14Q_g4_nominal,nominal,4,1.0,0.01045493031084204,0.01939150153514408,-0.00893657122430204
V14Q_g4,V14Q_g4_field_reversal,field_reversal,2,0.1,0.13376598532382575,0.10902219223460913,0.02474379308921662
V14Q_g4,V14Q_g4_field_reversal,field_reversal,2,0.5,0.05887689742517883,0.05150704105296665,0.007369856372212179
V14Q_g4,V14Q_g4_field_reversal,field_reversal,2,1.0,0.03520191063638724,0.03198667654386193,0.0032152340925253042
V14Q_g4,V14Q_g4_field_reversal,field_reversal,3,0.1,0.0864344149627495,0.13125169248669677,-0.04481727752394726
V14Q_g4,V14Q_g4_field_reversal,field_reversal,3,0.5,0.03743641326061192,0.056139211441204415,-0.018702798180592492
V14Q_g4,V14Q_g4_field_reversal,field_reversal,3,1.0,0.0220176527058478,0.03306596842923964,-0.011048315723391839
V14Q_g4,V14Q_g4_field_reversal,field_reversal,4,0.1,0.06953680532930913,0.15270484401707793,-0.0831680386877688
V14Q_g4,V14Q_g4_field_reversal,field_reversal,4,0.5,0.02972192277541796,0.06136363215530885,-0.03164170937989089
V14Q_g4,V14Q_g4_field_reversal,field_reversal,4,1.0,0.017246275518058334,0.03360371472784993,-0.0163574392097916
V14Q_g4,V14Q_g4_network_partition,network_partition,2,0.1,0.03980459714148631,0.045748622916270174,-0.005944025774783861
V14Q_g4,V14Q_g4_network_partition,network_partition,2,0.5,0.017851519924194065,0.023719166413771725,-0.00586764648957766
V14Q_g4,V14Q_g4_network_partition,network_partition,2,1.0,0.010973306288547948,0.016322977565382278,-0.00534967127683433
V14Q_g4,V14Q_g4_network_partition,network_partition,3,0.1,0.03312925218013776,0.06296727475872514,-0.029838022578587385
V14Q_g4,V14Q_g4_network_partition,network_partition,3,0.5,0.014706991816172825,0.028921803674995042,-0.014214811858822217
V14Q_g4,V14Q_g4_network_partition,network_partition,3,1.0,0.008932309027834347,0.018733848701310438,-0.00980153967347609
V14Q_g4,V14Q_g4_network_partition,network_partition,4,0.1,0.029791630943105104,0.07745062958639728,-0.04765899864329218
V14Q_g4,V14Q_g4_network_partition,network_partition,4,0.5,0.013113409281184341,0.03516340905236923,-0.022049999771184887
V14Q_g4,V14Q_g4_network_partition,network_partition,4,1.0,0.007886630372995586,0.02164355670609221,-0.013756926333096624
V14Q_g4,V14Q_g4_message_corruption,message_corruption,2,0.1,0.039821122714614514,0.03425682427862168,0.005564298435992834
V14Q_g4,V14Q_g4_message_corruption,message_corruption,2,0.5,0.017887852732723628,0.016481178764207297,0.0014066739685163303
V14Q_g4,V14Q_g4_message_corruption,message_corruption,2,1.0,0.011016908830091845,0.011654150404375065,-0.0006372415742832201
V14Q_g4,V14Q_g4_message_corruption,message_corruption,3,0.1,0.03315215364023738,0.04490402210770115,-0.011751868467463768
V14Q_g4,V14Q_g4_message_corruption,message_corruption,3,0.5,0.014756377282311745,0.02136400622733441,-0.006607628945022665
V14Q_g4,V14Q_g4_message_corruption,message_corruption,3,1.0,0.008990235804927953,0.01350824656299133,-0.004518010758063377
V14Q_g4,V14Q_g4_message_corruption,message_corruption,4,0.1,0.029820446946504518,0.054674504628293104,-0.024854057681788586
V14Q_g4,V14Q_g4_message_corruption,message_corruption,4,0.5,0.013174564421069936,0.026179694791146596,-0.01300513037007666
V14Q_g4,V14Q_g4_message_corruption,message_corruption,4,1.0,0.007957046715611616,0.016096350955121363,-0.008139304239509747
V14Q_g5,V14Q_g5_nominal,nominal,2,0.1,0.056304170770127476,0.04727809803547748,0.009026072734649997
V14Q_g5,V14Q_g5_nominal,nominal,2,0.5,0.0251027001442982,0.02430089264222658,0.000801807502071622
V14Q_g5,V14Q_g5_nominal,nominal,2,1.0,0.015323149635265374,0.015860764949330496,-0.0005376153140651211
V14Q_g5,V14Q_g5_nominal,nominal,3,0.1,0.049591105876155485,0.05833225663353318,-0.008741150757377698
V14Q_g5,V14Q_g5_nominal,nominal,3,0.5,0.021841198581870964,0.02816185210711855,-0.0063206535252475875
V14Q_g5,V14Q_g5_nominal,nominal,3,1.0,0.013144383954992645,0.017045555265528086,-0.0039011713105354413
V14Q_g5,V14Q_g5_nominal,nominal,4,0.1,0.0418423200469937,0.07458898990528982,-0.03274666985829612
V14Q_g5,V14Q_g5_nominal,nominal,4,0.5,0.018274137434619458,0.03404946192402441,-0.01577532448940495
V14Q_g5,V14Q_g5_nominal,nominal,4,1.0,0.010893131869841989,0.020564124185878548,-0.00967099231603656
V14Q_g5,V14Q_g5_field_reversal,field_reversal,2,0.1,0.13149960366319569,0.09522901831595153,0.03627058534724416
V14Q_g5,V14Q_g5_field_reversal,field_reversal,2,0.5,0.056996746493805935,0.04483532809271084,0.012161418401095095
V14Q_g5,V14Q_g5_field_reversal,field_reversal,2,1.0,0.03368880585953563,0.02834676787168896,0.005342037987846673
V14Q_g5,V14Q_g5_field_reversal,field_reversal,3,0.1,0.09831468933162643,0.11249243943459407,-0.014177750102967637
V14Q_g5,V14Q_g5_field_reversal,field_reversal,3,0.5,0.04190510954868829,0.048949849041519326,-0.007044739492831034
V14Q_g5,V14Q_g5_field_reversal,field_reversal,3,1.0,0.024320953703857697,0.02856971703736116,-0.004248763333503464
V14Q_g5,V14Q_g5_field_reversal,field_reversal,4,0.1,0.08068214895061111,0.13109374230271573,-0.050411593352104614
V14Q_g5,V14Q_g5_field_reversal,field_reversal,4,0.5,0.033980066608752336,0.055018215205751037,-0.0210381485969987
V14Q_g5,V14Q_g5_field_reversal,field_reversal,4,1.0,0.019473383204797218,0.030226757885712704,-0.010753374680915487
V14Q_g5,V14Q_g5_network_partition,network_partition,2,0.1,0.0634223256727823,0.055179177026290625,0.008243148646491678
V14Q_g5,V14Q_g5_network_partition,network_partition,2,0.5,0.028412733719109573,0.028466692542610715,-5.395882350114206e-05
V14Q_g5,V14Q_g5_network_partition,network_partition,2,1.0,0.017386923130608193,0.018865317290564298,-0.0014783941599561048
V14Q_g5,V14Q_g5_network_partition,network_partition,3,0.1,0.05666990416460207,0.07309402794448142,-0.016424123779879347
V14Q_g5,V14Q_g5_network_partition,network_partition,3,0.5,0.025049909280604868,0.035345106273903554,-0.010295196993298686
V14Q_g5,V14Q_g5_network_partition,network_partition,3,1.0,0.015088980177463572,0.02190589750594315,-0.006816917328479577
V14Q_g5,V14Q_g5_network_partition,network_partition,4,0.1,0.048897958518249685,0.09238801591922866,-0.04349005740097897
V14Q_g5,V14Q_g5_network_partition,network_partition,4,0.5,0.021418557904192944,0.04084474112532198,-0.019426183221129035
V14Q_g5,V14Q_g5_network_partition,network_partition,4,1.0,0.012764152284083412,0.024569934169732174,-0.011805781885648762
V14Q_g5,V14Q_g5_message_corruption,message_corruption,2,0.1,0.06309429426644177,0.0608906450260903,0.00220364924035147
V14Q_g5,V14Q_g5_message_corruption,message_corruption,2,0.5,0.0281536963540988,0.031307625576435696,-0.003153929222336895
V14Q_g5,V14Q_g5_message_corruption,message_corruption,2,1.0,0.017187762045560058,0.020089744584411567,-0.0029019825388515094
V14Q_g5,V14Q_g5_message_corruption,message_corruption,3,0.1,0.0563426406643353,0.07761915322046976,-0.021276512556134462
V14Q_g5,V14Q_g5_message_corruption,message_corruption,3,0.5,0.024795138011855802,0.037401713632308146,-0.012606575620452344
V14Q_g5,V14Q_g5_message_corruption,message_corruption,3,1.0,0.014896291827679497,0.022475620327645048,-0.007579328499965551
V14Q_g5,V14Q_g5_message_corruption,message_corruption,4,0.1,0.048571145050299025,0.09624149335724251,-0.047670348306943486
V14Q_g5,V14Q_g5_message_corruption,message_corruption,4,0.5,0.021166772236249534,0.04375185704762077,-0.022585084811371232
V14Q_g5,V14Q_g5_message_corruption,message_corruption,4,1.0,0.012575934115796163,0.025583092948067723,-0.01300715883227156
