cluster_id,panel_id,disruption,n_agents,sweeps,attempted_updates,valid_after_repair_fraction,mean_abs_belief_magnetization,mean_abs_action_magnetization,mean_belief_action_overlap,mean_disagreement,configuration_entropy,entropy_rate_nats_per_update,total_correlation,mean_reference_energy_per_agent,energy_fluctuation_N_var_e,belief_susceptibility,belief_integrated_correlation_time_updates,belief_action_lag,raw_block_divergence_nats_per_update,shuffle_floor_nats_per_update,adjusted_pathwise_irreversibility_nats_per_update,message_opportunities,messages_delivered,wire_bytes,privacy_mutations,prompt_tokens,generated_tokens,latency_seconds,conditional_memory_depth_1,conditional_memory_depth_2,conditional_memory_depth_3
V14Q_g2,V14Q_g2_network_partition,network_partition,16,45,720,1.0,0.042708333333333334,0.028125,0.9638888888888889,0.43460648148148145,1.332658505697934,0.5019852317053896,1.5088060652989392,-1.8245428240740744,0.8847998114450797,0.0969788286199969,38.164693220416524,0.9614047287899861,0.01632059599610093,0.07616380375491423,-0.0598432077588133,720,720,12960,0,396341,58087,1172.2526485733688,0.004947108444682635,0.004722938120541211,0.004341605461604404
V14Q_g2,V14Q_g2_message_corruption,message_corruption,16,45,720,1.0,0.03923611111111111,0.024652777777777777,0.9638888888888889,0.4357638888888889,1.2640407679195182,0.4728211870765509,1.4704268137996728,-1.826105324074074,0.8890082027292707,0.08929068150208622,39.10379985891657,0.9621001390820584,0.016665003687521076,0.07111571164102606,-0.054450707953504984,720,720,12960,0,396376,58093,1170.7315525859594,0.0046089376433010665,0.004353341705940235,0.00393361218558727
V14Q_g3,V14Q_g3_nominal,nominal,16,45,720,1.0,0.010243055555555556,0.013368055555555555,0.9809027777777778,0.42424768518518524,0.6529404403987235,0.32466729062584876,1.3635733046589131,-1.878023726851852,0.860770002570228,0.018833545819811462,21.935108393877655,0.980528511821975,0.01761302266401779,0.02168784764609663,-0.00407482498207884,720,720,12960,0,396564,58067,1171.2926804348826,0.0059923113593959056,0.004683467020664569,0.0012703220608476589
V14Q_g3,V14Q_g3_field_reversal,field_reversal,16,45,720,1.0,0.014756944444444444,0.017881944444444443,0.9809027777777778,0.42690972222222223,0.9307624772833306,0.7124423378023211,19.121179370081883,-1.831964699074074,1.733488860423213,0.0328537899860918,13.842081986604688,0.9749652294853964,0.03938686822369666,0.04179435213415649,-0.0024074839104598345,720,720,12960,0,396507,58019,1171.404360320419,0.026036754227356983,0.00470725480142315,0.0012943210054981579
V14Q_g3,V14Q_g3_network_partition,network_partition,16,45,720,1.0,0.013715277777777778,0.016840277777777777,0.9809027777777778,0.4230902777777778,0.7315851354578494,0.3457746717436175,1.5011364233544118,-1.8764612268518521,0.8591611418840898,0.024454779014062743,20.625628356914035,0.9801808066759388,0.01761302266401779,0.0270052481214164,-0.00939222545739861,720,720,12960,0,395746,57979,1169.201230533421,0.006071911469429504,0.004766857361484382,0.001357899035664618
V14Q_g3,V14Q_g3_message_corruption,message_corruption,16,45,720,1.0,0.014409722222222223,0.017534722222222222,0.9809027777777778,0.42285879629629636,0.7455775275766207,0.3578831863615932,1.4978620222004269,-1.876148726851852,0.8588299817079191,0.025532664966774834,17.039762538211615,0.9798331015299027,0.01761302266401779,0.02668395077826841,-0.009070928114250618,720,720,12960,0,396597,58041,1169.2859123721719,0.006223389313877394,0.004930362055805934,0.0015354066024150332
V14Q_g4,V14Q_g4_nominal,nominal,16,45,720,1.0,0.017881944444444443,0.021875,0.9696180555555556,0.4973958333333333,0.7343423186105162,0.36450038760901177,1.6132763206366545,-1.7463657407407411,0.7761813260873299,0.04717151522175861,19.219813661617298,0.9685326842837274,0.0194652889338304,0.026247312803942453,-0.0067820238701120535,720,720,12960,0,396629,57914,1165.917610976845,0.006024666351451135,0.003859532081052299,0.002718236713989196
V14Q_g4,V14Q_g4_field_reversal,field_reversal,16,45,720,1.0,0.01892361111111111,0.02638888888888889,0.9651041666666667,0.5023726851851852,1.0932691163078005,0.8613964592062854,18.9527828959735,-1.6983796296296299,1.7412071592918832,0.04112144568072942,10.238103979381219,0.9587969401947148,0.03743641326061192,0.056139211441204415,-0.018702798180592492,720,720,12960,0,396704,57955,1166.5907962806523,0.027687893013052824,0.004021471064101675,0.0028846732335475705
V14Q_g4,V14Q_g4_network_partition,network_partition,16,45,720,1.0,0.017708333333333333,0.021701388888888888,0.9696180555555556,0.49895833333333334,0.7783642001689408,0.36545772547429867,1.512990329914106,-1.7439612268518518,0.7792952788026494,0.03435326842837274,14.790333005229686,0.9681849791376912,0.014706991816172825,0.028921803674995042,-0.014214811858822217,720,720,12960,0,395793,57797,1163.2104335650802,0.004320855191341045,0.003956173646072778,0.00281246906787609
V14Q_g4,V14Q_g4_message_corruption,message_corruption,16,45,720,1.0,0.013888888888888888,0.017881944444444443,0.9696180555555556,0.4984953703703704,0.6571758108673185,0.29805795285429926,1.3845005481222161,-1.7485445601851854,0.7741658552205137,0.027489955184670074,16.16074722189722,0.9688803894297635,0.014756377282311745,0.02136400622733441,-0.006607628945022665,720,720,12960,0,396251,57772,1163.3418563753366,0.004028105000679209,0.003639608208334253,0.0024676093806799333
V14Q_g5,V14Q_g5_nominal,nominal,16,45,720,1.0,0.022048611111111113,0.026909722222222224,0.9663194444444444,0.5776041666666667,0.7590141325890409,0.37292482252710113,2.501985694529905,-1.595847800925926,1.2242828547826632,0.053233174934322364,23.66169306036143,0.9648817802503477,0.021841198581870964,0.02816185210711855,-0.0063206535252475875,720,720,12960,0,396272,57944,1165.5437632501125,0.012107964500491305,0.005767844763636558,0.003705579610781626
V14Q_g5,V14Q_g5_field_reversal,field_reversal,16,45,720,1.0,0.02378472222222222,0.028645833333333332,0.9663194444444444,0.5796875,0.9970565622168874,0.7628627007649009,19.135948989852203,-1.5538686342592591,1.9831098618140341,0.06349047674238911,20.65104804381879,0.9596662030598053,0.04190510954868829,0.048949849041519326,-0.007044739492831034,720,720,12960,0,396178,57883,1163.737473346293,0.02478137572852735,0.007507083412962224,0.0036358816992039657
V14Q_g5,V14Q_g5_network_partition,network_partition,16,45,720,1.0,0.024826388888888887,0.0296875,0.9663194444444444,0.5788773148148147,0.8449668624014907,0.4269073745511364,2.6153484561077462,-1.5909693287037037,1.2316460295882057,0.06341707232267037,25.053754835916152,0.9641863699582753,0.025049909280604868,0.035345106273903554,-0.010295196993298686,720,720,12960,0,395644,57974,1169.862344417721,0.012231471372060638,0.005901556828744158,0.0038511424789904876
V14Q_g5,V14Q_g5_message_corruption,message_corruption,16,45,720,1.0,0.0296875,0.03454861111111111,0.9663194444444444,0.5755208333333334,0.8767699995936176,0.4515563911789135,2.6881142623166836,-1.5916464120370373,1.221888515293661,0.06882195564827692,20.160211544590872,0.9631432545201669,0.024795138011855802,0.037401713632308146,-0.012606575620452344,720,720,12960,0,396548,58041,1167.209686305374,0.01322475744106604,0.00719122835783931,0.006268491519631384
