cluster_id,panel_id,disruption,sweep,phase,window_sweeps,total_correlation_raw,total_correlation_null_mean,total_correlation_bias_adjusted,total_correlation_normalized_raw,total_correlation_normalized_adjusted,pairwise_mutual_information_raw,pairwise_mutual_information_null_mean,pairwise_mutual_information_bias_adjusted,edge_mutual_information_raw,edge_mutual_information_null_mean,edge_mutual_information_bias_adjusted,marginal_entropy_sum,null_replicates
V14Q_g0,V14Q_g0_field_reversal,field_reversal,43,recovery,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,44,recovery,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,45,recovery,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,1,baseline,3,3.284158631744582,2.9204008698565804,0.3637577618880017,0.6198637753514447,0.06865693313891812,0.002611588324611577,0.002042267106352289,0.000569321218259288,0.0,0.0,0.0,5.298194155453849,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,2,baseline,3,3.719135719535777,3.1945031995239948,0.5246325200117821,0.6346575647000313,0.08952671336088763,0.0030973193954983067,0.00206315607622119,0.0010341633192771167,0.0,0.0,0.0,5.860066792544438,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,3,baseline,3,4.40793744113721,3.8657647789473106,0.5421726621898992,0.6570096339145429,0.08081164196648832,0.0090072015838685,0.006434921369958027,0.0025722802139104732,3.122502256758252e-17,3.122502256758252e-17,0.0,6.709091029417917,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,4,baseline,3,3.024979754082625,2.5125969249784736,0.5123828291041512,0.6083724915166836,0.10304849740952852,0.014206654231695755,0.006523341337735063,0.007683312893960692,0.004194331771902415,0.005005635931432888,-0.0008113041595304727,4.972249396979301,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,5,baseline,3,0.8325809851090678,0.6520700577237923,0.1805109273852754,0.33285450927078447,0.07216580396076316,0.0011320054381902733,0.001153355639481273,-2.135020129099977e-05,0.0002800292962326317,0.0007769449053781727,-0.000496915609145541,2.5013360550021715,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,6,baseline,3,0.7567697794923594,0.40721114236587375,0.3495586371264856,0.38528109228124896,0.1779647353502663,0.0006126377427309836,0.0005330908993654323,7.954684336555122e-05,1.445602896647339e-17,1.4456028966473387e-17,3.0814879110195774e-33,1.9642017079310232,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,7,baseline,3,0.48257756517701206,0.07667815114023913,0.40589941403677293,0.5,0.4205535475813995,0.0,0.0,0.0,0.0,0.0,0.0,0.9651551303540241,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,8,baseline,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,9,baseline,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,10,baseline,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,11,baseline,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,12,baseline,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,13,baseline,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,14,baseline,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,15,baseline,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,16,disruption,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,17,disruption,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,18,disruption,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,19,disruption,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,20,disruption,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,21,disruption,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,22,disruption,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,23,disruption,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,24,disruption,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,25,disruption,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,26,disruption,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,27,disruption,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,28,disruption,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,29,disruption,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,30,disruption,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,31,recovery,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,32,recovery,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,33,recovery,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,34,recovery,3,0.5382674532283414,0.08260806316513747,0.4556593900632039,0.5,0.4232648540519374,0.0,0.0,0.0,0.0,0.0,0.0,1.0765349064566827,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,35,recovery,3,0.5382674532283414,0.09036010888679279,0.44790734434154855,0.5,0.4160639303520543,0.0,0.0,0.0,0.0,0.0,0.0,1.0765349064566827,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,36,recovery,3,0.5382674532283414,0.09088107956222938,0.447386373666112,0.5,0.4155799974370026,0.0,0.0,0.0,0.0,0.0,0.0,1.0765349064566827,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,37,recovery,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,38,recovery,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,39,recovery,3,0.2337916587064593,0.01617860302883523,0.21761305567762407,0.5,0.46539952896876335,0.0,0.0,0.0,0.0,0.0,0.0,0.4675833174129186,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,40,recovery,3,0.2337916587064593,0.016489376639620017,0.21730228206683927,0.5,0.46473489103320936,0.0,0.0,0.0,0.0,0.0,0.0,0.4675833174129186,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,41,recovery,3,0.2337916587064593,0.01657922221632599,0.2172124364901333,0.5,0.46454274222601266,0.0,0.0,0.0,0.0,0.0,0.0,0.4675833174129186,200.0
V14Q_g0,V14Q_g0_network_partition,network_partition,42,recovery,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
