family,n_agents,topology,alpha,sampling_temperature,belief_correlation_distance_1,belief_correlation_distance_2,belief_susceptibility,belief_integrated_autocorrelation_time_updates,initial_condition
relaxation,8.0,ring,0.0,0.5,0.1431677338374284,0.1722496540751017,0.2409474206349206,5.264602303567344,ordered
relaxation,8.0,ring,0.8,0.5,0.1466602260638479,0.1722496540751017,0.273313492063492,5.240874907452712,ordered
relaxation,8.0,ring,0.8,0.5,0.1640497184500716,0.1932927946482715,0.3570188492063492,7.44339663861886,ordered
relaxation,8.0,ring,0.0,0.5,0.0609937545592833,0.0449394906861354,0.1726190476190476,6.195558165171635,ordered
relaxation,8.0,ring,0.8,0.5,0.0051893909145487,0.0168690390102204,0.1665426587301587,3.968871901423751,ordered
relaxation,8.0,ring,0.8,0.5,0.0609937545592833,0.0588283795750243,0.2693452380952381,7.748851505122012,ordered
relaxation,8.0,ring,0.0,0.85,-0.0679558140501433,-0.1448361933545211,0.1428571428571428,5.126355138094958,disordered
relaxation,8.0,ring,0.8,0.85,-0.0976384047390891,-0.0740843012583224,0.2875744047619047,11.405385358558538,disordered
relaxation,8.0,ring,0.8,0.85,-0.0621429639521033,-0.1359062916342186,0.1655505952380952,4.781839214039287,disordered
relaxation,8.0,ring,0.0,0.85,-0.0126089069306,-0.0708458084569911,0.2296626984126984,18.98899667780207,disordered
relaxation,8.0,ring,0.8,0.85,0.0305858409073748,-0.0151234540927961,0.3789682539682539,16.28026612921724,disordered
relaxation,8.0,ring,0.8,0.85,-0.0050652556154569,-0.06676354551118,0.1269841269841269,6.208023127823245,disordered
relaxation,8.0,ring,0.0,0.85,0.0,0.0540979417500084,0.193328373015873,6.4617334310645305,ordered
relaxation,8.0,ring,0.8,0.85,0.0,0.0540979417500084,0.193328373015873,6.4617334310645305,ordered
relaxation,8.0,ring,0.8,0.85,0.0,0.0540979417500084,0.193328373015873,6.4617334310645305,ordered
relaxation,8.0,ring,0.0,0.85,0.0,0.0990374324361438,0.193328373015873,6.4617334310645305,ordered
relaxation,8.0,ring,0.8,0.85,0.0,0.0990374324361438,0.193328373015873,6.4617334310645305,ordered
relaxation,8.0,ring,0.8,0.85,0.0,0.0990374324361438,0.193328373015873,6.4617334310645305,ordered
