accepted_physical_actions_v8,action_policy_id,actionable_opportunities,agent_count,allocation_inequality_gini,application,attempted_sketch_messages,autonomous_beneficial_actions,autonomous_harmful_actions,autonomous_neutral_actions,belief_updates_from_delivered_sketches,beneficial_actions,commitment_failures,completed_at,complexity,consensus_recovery_steps,conservation_feasible,coupling,critical_shortage_exposure,cross_community_messages,decision_epochs,delivered_sketch_messages,delivered_useful_sketch_bytes,delivery_completion,detected_groups,detection_groups,detection_recall,disagreement_time_integrated_error,dropped_messages,dropped_sketch_messages,encoding,environment_seed,estimator_target,event_count,false_alarm_groups,false_alarm_rate,forwarded_sketch_messages,fragmentation,fully_counted_bytes,fully_counted_messages,harmful_actions,horizon,information_actions,information_condition,maximum_cascade_depth,maximum_conservation_residual,maximum_detection_delay_steps,maximum_message_age,mean_detection_delay_steps,mean_message_age,mean_quantization_l1_error,net_causal_utility,network_disruption,neutral_actions,normalized_autonomous_reward,normalized_time_integrated_estimation_error,operational_bytes,operational_messages,operational_node_count,operator_escalation_requests,operator_executed_actions,physical_actions,pointwise_estimation_mae_max,pointwise_estimation_mae_p90,pointwise_estimation_mae_p95,primary_distributed_state_error,primary_distributed_state_error_p95,privacy_boundary_pass,proposed_physical_actions,redundant_sketch_bytes,resource_waste,retries,run_id,scheduler,service_loss,service_reaching_actions,sketch_bytes,sketch_header_bytes,sketch_integrity_bytes,sketch_messages,sketch_on_wire_bytes,sketch_payload_bytes,stage,stale_belief_rows,stale_sketch_bytes,started_at,stochastic_tape_digest,time_to_first_critical_delivery,topology_family,total_bytes,total_messages,transmitted_sketch_messages,trigger_activation_rate,trigger_activations,trigger_configuration_digest,trigger_evaluations,trigger_reasons,weighted_unmet_critical_need,event_ledger_scope,belief_consensus_recovery,cascaded_failures,crew_travel,crew_utilization,repeated_work_orders,restoration_time_mean,unsafe_switching_or_isolation,unserved_critical_load_auc,candidate_name,configuration_digest,method,panel_id,sketch_on_wire_bytes_always,fully_counted_bytes_always,transmitted_sketch_messages_always,fully_counted_messages_always,normalized_time_integrated_estimation_error_always,primary_distributed_state_error_always,primary_distributed_state_error_p95_always,pointwise_estimation_mae_p95_always,disagreement_time_integrated_error_always,mean_detection_delay_steps_always,service_loss_always,autonomous_harmful_actions_always,normalized_autonomous_reward_always,sketch_byte_reduction,fully_counted_byte_reduction,message_reduction,estimation_error_increase,primary_estimation_error_increase,primary_p95_increase,pointwise_p95_increase,disagreement_error_increase,detection_delay_increase,service_loss_increase,harmful_action_increase,reward_degradation
238,frozen_local_rule,481,52,0.4161071734774437,humanitarian,60351,113,113,0,4771,113,0.0,2026-08-17T04:49:01.103341+00:00,large,52.0,True,medium,86858.57593746799,306,20,50810,454104,128.91381972262258,144,144,1.0,0.0708006521362733,100,9541,uint8_simplex,8810023,pooled_current_private_evidence_pre_exchange,127005,30,0.1923076923076923,50540,low,1995690,56216,113,100,295,private_fragmented,3,1.1368683772161605e-13,30.0,90.0,5.729166666666667,20.985576923076923,0.0005618211629582,650.1108830651444,high,0,-29.198306365167294,0.0735404128709867,98422,414,30,95,0,238,0.2192841471296291,0.1548040684924221,0.1761947679293193,0.07217053250363,0.1553048770280657,True,581,1273436,4.683233477652927,0,v8-development-humanitarian-large-medium-low-high-random_geometric-private_fragmented-8810023-age_of_information-e27491322545-uint8_simplex-frozen_local_rule,age_of_information,158859.41886173637,73,0,1339248,223208,0,1897268,334812,development,825,0,2026-08-17T04:48:39.428975+00:00,bfb67d559eb40cc1f994b64a8d92804b2f52c93b6f0eafa28a7120148deae10e,12.0,random_geometric,98422,414,55802,0.55,572,e27491322545,1040,"{'age_deadline': 468, 'initial_reference': 156, 'maximum_silence': 416}",4183.69032509838,full,nan,nan,nan,nan,nan,nan,nan,nan,aoi_30_u8,e27491322545,age_of_information,humanitarian:8810023,3389562,3487784,99693,100106,0.0645949363274873,0.0647038093246302,0.1577354145010453,0.1690770196075762,0.0648126823217731,5.069444444444445,160099.75494977497,112,-29.435163204089704,0.44026160312158324,0.4278057356762919,0.44026160312158324,0.008945476543499392,0.007466723178999796,-0.0024305374729796103,0.007117748321743084,0.005987969814500199,0.6597222222222223,-1240.3360880386026,1,-0.23685683892241016
236,frozen_local_rule,479,52,0.4161071734774437,humanitarian,108814,112,112,0,8514,112,0.0,2026-08-17T04:48:06.076510+00:00,large,52.0,True,medium,87874.91439050941,305,20,90686,817666,128.91381972262258,143,144,0.9930555555555556,0.0648126823217731,99,18128,uint8_simplex,8810023,pooled_current_private_evidence_pre_exchange,215339,30,0.1923076923076923,90237,low,3487784,100106,112,100,296,private_fragmented,3,1.1368683772161605e-13,70.0,75.0,5.069444444444445,14.625,0.0005668721014105,648.2073292683796,high,0,-29.435163204089704,0.0645949363274873,98222,413,30,94,0,236,0.2207957568061138,0.1446695848558553,0.1690770196075762,0.0647038093246302,0.1577354145010453,True,578,2265658,4.683233477652927,0,v8-development-humanitarian-large-medium-low-high-random_geometric-private_fragmented-8810023-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on,160099.75494977497,73,0,2392632,398772,0,3389562,598158,development,826,0,2026-08-17T04:47:31.798442+00:00,bfb67d559eb40cc1f994b64a8d92804b2f52c93b6f0eafa28a7120148deae10e,12.0,random_geometric,98222,413,99693,1.0,1040,f06f6808d09b,1040,"{'always_on': 884, 'initial_reference': 156}",4208.349059110804,full,nan,nan,nan,nan,nan,nan,nan,nan,always_on_u8,f06f6808d09b,always_on,humanitarian:8810023,3389562,3487784,99693,100106,0.0645949363274873,0.0647038093246302,0.1577354145010453,0.1690770196075762,0.0648126823217731,5.069444444444445,160099.75494977497,112,-29.435163204089704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
236,frozen_local_rule,479,52,0.4160815816122837,humanitarian,81626,110,114,0,6415,110,0.0,2026-08-17T04:48:06.146304+00:00,large,52.0,True,medium,86832.74535691073,306,20,68466,613462,127.12947859240464,143,144,0.9930555555555556,0.0638472139679316,99,13160,uint8_simplex,8810023,pooled_current_private_evidence_pre_exchange,165934,30,0.1923076923076923,68144,low,2657423,75678,114,100,296,private_fragmented,3,5.684341886080803e-14,70.0,75.0,5.069444444444445,18.33173076923077,0.0005643297714796,626.497357141092,high,0,-29.19943435749041,0.0636873933944657,98447,414,30,95,0,236,0.2207957568061138,0.1436772968571634,0.1690770196075762,0.0637673036811987,0.1542963875504244,True,579,1714382,4.668193330710389,0,v8-development-humanitarian-large-medium-low-high-random_geometric-private_fragmented-8810023-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_information,158638.28257780962,72,0,1806336,301056,0,2558976,451584,development,826,0,2026-08-17T04:47:39.173095+00:00,bfb67d559eb40cc1f994b64a8d92804b2f52c93b6f0eafa28a7120148deae10e,12.0,random_geometric,98447,414,75264,0.7548076923076923,785,e25eb5b9df1b,1040,"{'below_threshold': 255, 'generalized_information_on': 425, 'initial_reference': 156, 'maximum_silence': 204}",4162.390607150901,full,nan,nan,nan,nan,nan,nan,nan,nan,generalized_0125_u8,e25eb5b9df1b,generalized_information,humanitarian:8810023,3389562,3487784,99693,100106,0.0645949363274873,0.0647038093246302,0.1577354145010453,0.1690770196075762,0.0648126823217731,5.069444444444445,160099.75494977497,112,-29.435163204089704,0.24504227979898285,0.23807695660052342,0.24504227979898285,-0.0009075429330216017,-0.0009365056434314928,-0.0034390269506208992,0.0,-0.0009654683538415088,0.0,-1461.4723719653557,2,-0.23572884659929372
233,frozen_local_rule,478,52,0.4159583668333041,humanitarian,71863,108,113,0,5613,108,0.0,2026-08-17T04:49:45.401391+00:00,large,52.0,True,medium,87302.19249496706,305,20,60806,534820,126.68858022212017,143,144,0.9930555555555556,0.0631079459961759,99,11057,uint8_simplex,8810023,pooled_current_private_evidence_pre_exchange,148501,30,0.1923076923076923,60599,low,2370972,67259,113,100,295,private_fragmented,3,5.684341886080803e-14,70.0,75.0,5.069444444444445,19.052884615384617,0.0005533056044307,619.5160145733256,high,0,-29.223020020636515,0.0631181496896862,98208,413,30,95,0,233,0.2207957568061138,0.1436772968571634,0.1690770196075762,0.063113047842931,0.1499664718609034,True,578,1532584,3.934805172347584,0,v8-development-humanitarian-large-medium-low-high-random_geometric-private_fragmented-8810023-js_drift-565d3b5e7ead-uint8_simplex-frozen_local_rule,js_drift,158699.2088683586,71,0,1604304,267384,0,2272764,401076,development,826,0,2026-08-17T04:49:21.132089+00:00,bfb67d559eb40cc1f994b64a8d92804b2f52c93b6f0eafa28a7120148deae10e,12.0,random_geometric,98208,413,66846,0.6451923076923077,671,565d3b5e7ead,1040,"{'initial_reference': 156, 'js_drift': 563, 'maximum_silence': 321}",4162.14978095969,full,nan,nan,nan,nan,nan,nan,nan,nan,js_007_u8,565d3b5e7ead,js_drift,humanitarian:8810023,3389562,3487784,99693,100106,0.0645949363274873,0.0647038093246302,0.1577354145010453,0.1690770196075762,0.0648126823217731,5.069444444444445,160099.75494977497,112,-29.435163204089704,0.3294815082302669,0.32020675592295855,0.3294815082302669,-0.0014767866378011113,-0.0015907614816992044,-0.007768942640141913,0.0,-0.0017047363255972003,0.0,-1400.546081416367,1,-0.21214318345318972
235,frozen_local_rule,480,52,0.4160423098576286,humanitarian,73874,110,112,0,5810,110,0.0,2026-08-17T04:48:09.882132+00:00,large,52.0,True,medium,87595.12297024865,305,20,61751,555866,124.9293141173162,144,144,1.0,0.0645141593809468,99,12123,uint8_simplex,8810023,pooled_current_private_evidence_pre_exchange,151461,30,0.1923076923076923,61432,low,2405846,68285,112,100,296,private_fragmented,3,5.684341886080803e-14,30.0,90.0,3.9583333333333335,19.97596153846154,0.0005652847883554,659.4732842377701,high,0,-29.428188886446343,0.0643505757334877,98198,413,30,96,0,235,0.2192841471296291,0.1428945821180458,0.1688400676297133,0.0644323675572173,0.149908450340627,True,581,1543668,3.934805172347584,0,v8-development-humanitarian-large-medium-low-high-random_geometric-private_fragmented-8810023-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_change,160170.87612209684,70,0,1628928,271488,0,2307648,407232,development,826,0,2026-08-17T04:47:44.579617+00:00,bfb67d559eb40cc1f994b64a8d92804b2f52c93b6f0eafa28a7120148deae10e,12.0,random_geometric,98198,413,67872,0.6788461538461539,706,314c8c128df2,1040,"{'initial_reference': 156, 'kpi_change': 598, 'maximum_silence': 286}",4215.964051389908,full,nan,nan,nan,nan,nan,nan,nan,nan,kpi_012_u8,314c8c128df2,kpi_change,humanitarian:8810023,3389562,3487784,99693,100106,0.0645949363274873,0.0647038093246302,0.1577354145010453,0.1690770196075762,0.0648126823217731,5.069444444444445,160099.75494977497,112,-29.435163204089704,0.31918991303301136,0.31020785690857,0.31918991303301136,-0.0002443605939996124,-0.0002714417674128944,-0.00782696416041831,-0.00023695197786291478,-0.00029852294082630126,-1.1111111111111112,71.12117232187302,0,-0.006974317643361871
236,frozen_local_rule,479,52,0.4161071734774437,humanitarian,100846,112,112,0,7922,112,0.0,2026-08-17T04:49:02.768081+00:00,large,52.0,True,medium,87874.91439050941,305,20,84037,760444,128.91381972262258,143,144,0.9930555555555556,0.0646449791672137,99,16809,uint8_simplex,8810023,pooled_current_private_evidence_pre_exchange,200722,30,0.1923076923076923,83627,low,3240557,92834,112,100,296,private_fragmented,3,1.1368683772161605e-13,70.0,75.0,5.069444444444445,15.908653846153848,0.0005692888960667,648.2073292683796,high,0,-29.435163204089704,0.064433541290914,98243,413,30,95,0,236,0.2207957568061138,0.1436772968571634,0.1690770196075762,0.0645392602290639,0.1554046227944943,True,579,2096814,4.683233477652927,0,v8-development-humanitarian-large-medium-low-high-random_geometric-private_fragmented-8810023-l1_belief_drift-c1987b7c3312-uint8_simplex-frozen_local_rule,l1_belief_drift,160099.75494977497,73,0,2218104,369684,0,3142314,554526,development,826,0,2026-08-17T04:48:31.944252+00:00,bfb67d559eb40cc1f994b64a8d92804b2f52c93b6f0eafa28a7120148deae10e,12.0,random_geometric,98243,413,92421,0.9307692307692308,968,c1987b7c3312,1040,"{'initial_reference': 156, 'l1_belief_drift': 832, 'maximum_silence': 52}",4208.349059110804,full,nan,nan,nan,nan,nan,nan,nan,nan,l1_024_u8,c1987b7c3312,l1_belief_drift,humanitarian:8810023,3389562,3487784,99693,100106,0.0645949363274873,0.0647038093246302,0.1577354145010453,0.1690770196075762,0.0648126823217731,5.069444444444445,160099.75494977497,112,-29.435163204089704,0.07294393788932019,0.0708836900450257,0.07294393788932019,-0.00016139503657330856,-0.00016454909556630481,-0.002330791706551011,0.0,-0.00016770315455939822,0.0,0.0,0,0.0
234,frozen_local_rule,477,52,0.4160433765405348,humanitarian,75189,109,113,0,5899,109,0.0,2026-08-17T04:49:04.712242+00:00,large,52.0,True,medium,87446.78029471594,305,20,63379,563108,127.63455068130122,141,144,0.9791666666666666,0.0689748620541343,99,11810,uint8_simplex,8810023,pooled_current_private_evidence_pre_exchange,154400,30,0.1923076923076923,63114,low,2465707,70051,113,100,296,private_fragmented,3,1.7053025658242404e-13,70.0,90.0,6.5625,20.221153846153847,0.0005585347544794,619.176469282083,high,0,-29.24895704219932,0.0700017838245734,97981,412,30,93,0,234,0.2192841471296291,0.1504213201168312,0.1756063023821648,0.0694883229393538,0.1570469571686837,True,575,1591778,4.256810463879145,0,v8-development-humanitarian-large-medium-low-high-random_geometric-private_fragmented-8810023-matched_random-681a73b1e0f1-uint8_simplex-frozen_local_rule,matched_random,158844.508779325,72,0,1671336,278556,0,2367726,417834,development,826,0,2026-08-17T04:48:38.977112+00:00,bfb67d559eb40cc1f994b64a8d92804b2f52c93b6f0eafa28a7120148deae10e,12.0,random_geometric,97981,412,69639,0.6798076923076923,707,681a73b1e0f1,1040,"{'initial_reference': 156, 'matched_random_selected': 268, 'matched_random_wait': 333, 'maximum_silence': 283}",4163.876972780675,full,nan,nan,nan,nan,nan,nan,nan,nan,random_045_u8,681a73b1e0f1,matched_random,humanitarian:8810023,3389562,3487784,99693,100106,0.0645949363274873,0.0647038093246302,0.1577354145010453,0.1690770196075762,0.0648126823217731,5.069444444444445,160099.75494977497,112,-29.435163204089704,0.30146549908218234,0.29304481011438777,0.30146549908218234,0.005406847497086087,0.004784513614723596,-0.0006884573323616139,0.006529282774588585,0.004162179732361201,1.4930555555555554,-1255.2461704499729,1,-0.18620616189038586
235,frozen_local_rule,480,52,0.4160213129336019,humanitarian,0,109,118,0,0,109,0.0,2026-08-17T04:47:40.714565+00:00,large,52.0,True,medium,86385.7473426394,304,20,0,0,125.28029856284904,144,144,1.0,0.0693371062857016,99,0,uint8_simplex,8810023,pooled_current_private_evidence_pre_exchange,15836,28,0.1794871794871795,0,low,97949,412,118,100,294,private_fragmented,3,3.694822225952521e-13,30.0,0.0,0.3125,0.0,0.0,634.2793956738714,high,0,-29.20861201627249,0.0499848348696258,97949,412,30,93,0,235,0.2086936708306548,0.0712833127911717,0.0950921165646735,0.0596609705776637,0.1361830342613148,True,578,0,2.959231797125099,0,v8-development-humanitarian-large-medium-low-high-random_geometric-private_fragmented-8810023-none-806ed450405e-uint8_simplex-frozen_local_rule,none,158756.1426044172,70,0,0,0,0,0,0,development,0,0,2026-08-17T04:47:33.889379+00:00,bfb67d559eb40cc1f994b64a8d92804b2f52c93b6f0eafa28a7120148deae10e,12.0,random_geometric,97949,412,0,0.0,0,806ed450405e,1040,{'disabled': 1040},4168.92558248109,full,nan,nan,nan,nan,nan,nan,nan,nan,none_u8,806ed450405e,none,humanitarian:8810023,3389562,3487784,99693,100106,0.0645949363274873,0.0647038093246302,0.1577354145010453,0.1690770196075762,0.0648126823217731,5.069444444444445,160099.75494977497,112,-29.435163204089704,1.0,0.9719165521718088,1.0,-0.014610101457861506,-0.0050428387469664965,-0.021552380239730495,-0.0739849030429027,0.004524423963928492,-4.756944444444445,-1343.6123453577748,6,-0.22655118781721484
236,frozen_local_rule,479,52,0.4161071734774437,humanitarian,106965,112,112,0,8363,112,0.0,2026-08-17T04:50:06.854832+00:00,large,52.0,True,medium,87874.91439050941,305,20,89107,804610,128.91381972262258,143,144,0.9930555555555556,0.0648307319573685,99,17858,uint8_simplex,8810023,pooled_current_private_evidence_pre_exchange,211911,30,0.1923076923076923,88661,low,3428867,98373,112,100,296,private_fragmented,3,1.1368683772161605e-13,70.0,75.0,5.173611111111111,15.129807692307692,0.0005668688453564,648.2073292683796,high,0,-29.435163204089704,0.064556980023925,98227,413,30,94,0,236,0.2207957568061138,0.1442361165888233,0.1692158600920972,0.0646938559906467,0.1589207561647755,True,578,2225028,4.683233477652927,0,v8-development-humanitarian-large-medium-low-high-random_geometric-private_fragmented-8810023-offline_oracle-df72669ae5df-uint8_simplex-frozen_local_rule,offline_oracle,160099.75494977497,73,0,2351040,391840,0,3330640,587760,development,826,0,2026-08-17T04:49:33.806727+00:00,bfb67d559eb40cc1f994b64a8d92804b2f52c93b6f0eafa28a7120148deae10e,12.0,random_geometric,98227,413,97960,0.9846153846153848,1024,df72669ae5df,1040,"{'initial_reference': 156, 'maximum_silence': 16, 'offline_oracle': 868}",4208.349059110804,full,nan,nan,nan,nan,nan,nan,nan,nan,offline_oracle_u8,df72669ae5df,offline_oracle,humanitarian:8810023,3389562,3487784,99693,100106,0.0645949363274873,0.0647038093246302,0.1577354145010453,0.1690770196075762,0.0648126823217731,5.069444444444445,160099.75494977497,112,-29.435163204089704,0.017383366936495004,0.016892387831356492,0.017383366936495004,-3.795630356230595e-05,-9.953333983500623e-06,0.0011853416637301883,0.00013884048452098008,1.8049635595401847e-05,0.10416666666666607,0.0,0,0.0
238,frozen_local_rule,481,52,0.4161071734774437,humanitarian,60351,113,113,0,4771,113,0.0,2026-08-17T04:48:56.138127+00:00,large,52.0,True,medium,86858.57593746799,306,20,50810,454104,128.91381972262258,144,144,1.0,0.0708006521362733,100,9541,uint8_simplex,8810023,pooled_current_private_evidence_pre_exchange,127005,30,0.1923076923076923,50540,low,1995690,56216,113,100,295,private_fragmented,3,1.1368683772161605e-13,30.0,90.0,5.729166666666667,20.985576923076923,0.0005618211629582,650.1108830651444,high,0,-29.198306365167294,0.0735404128709867,98422,414,30,95,0,238,0.2192841471296291,0.1548040684924221,0.1761947679293193,0.07217053250363,0.1553048770280657,True,581,1273436,4.683233477652927,0,v8-development-humanitarian-large-medium-low-high-random_geometric-private_fragmented-8810023-periodic-52761a8cde7f-uint8_simplex-frozen_local_rule,periodic,158859.41886173637,73,0,1339248,223208,0,1897268,334812,development,825,0,2026-08-17T04:48:33.729889+00:00,bfb67d559eb40cc1f994b64a8d92804b2f52c93b6f0eafa28a7120148deae10e,12.0,random_geometric,98422,414,55802,0.55,572,52761a8cde7f,1040,"{'initial_reference': 156, 'maximum_silence': 416, 'periodic_wait': 468}",4183.69032509838,full,nan,nan,nan,nan,nan,nan,nan,nan,periodic_18_u8,52761a8cde7f,periodic,humanitarian:8810023,3389562,3487784,99693,100106,0.0645949363274873,0.0647038093246302,0.1577354145010453,0.1690770196075762,0.0648126823217731,5.069444444444445,160099.75494977497,112,-29.435163204089704,0.44026160312158324,0.4278057356762919,0.44026160312158324,0.008945476543499392,0.007466723178999796,-0.0024305374729796103,0.007117748321743084,0.005987969814500199,0.6597222222222223,-1240.3360880386026,1,-0.23685683892241016
238,frozen_local_rule,481,52,0.4161071734774437,humanitarian,69340,113,113,0,5509,113,0.0,2026-08-17T04:48:16.161862+00:00,large,52.0,True,medium,86858.57593746799,306,20,58355,519282,128.91381972262258,144,144,1.0,0.0697181059150555,100,10985,uint8_simplex,8810023,pooled_current_private_evidence_pre_exchange,143543,30,0.1923076923076923,58098,low,2278322,64522,113,100,296,private_fragmented,3,1.1368683772161605e-13,30.0,75.0,5.3125,20.942307692307693,0.0005658924325992,650.1108830651444,high,0,-29.198306365167294,0.0702914933619301,98684,415,30,94,0,238,0.2192841471296291,0.149400123353971,0.1736116213279099,0.0700047996384928,0.1553563108219965,True,580,1464788,4.683233477652927,0,v8-development-humanitarian-large-medium-low-high-random_geometric-private_fragmented-8810023-predictive_uncertainty_change-71c476debc21-uint8_simplex-frozen_local_rule,predictive_uncertainty_change,158859.41886173637,73,0,1538568,256428,0,2179638,384642,development,826,0,2026-08-17T04:47:51.935059+00:00,bfb67d559eb40cc1f994b64a8d92804b2f52c93b6f0eafa28a7120148deae10e,12.0,random_geometric,98684,415,64107,0.6278846153846154,653,71c476debc21,1040,"{'initial_reference': 156, 'maximum_silence': 316, 'predictive_uncertainty_change': 568}",4183.69032509838,full,nan,nan,nan,nan,nan,nan,nan,nan,uncertainty_008_u8,71c476debc21,predictive_uncertainty_change,humanitarian:8810023,3389562,3487784,99693,100106,0.0645949363274873,0.0647038093246302,0.1577354145010453,0.1690770196075762,0.0648126823217731,5.069444444444445,160099.75494977497,112,-29.435163204089704,0.35695585447323286,0.3467709009502882,0.35695585447323286,0.005696557034442787,0.005300990313862608,-0.0023791036790488107,0.004534601720333681,0.004905423593282401,0.24305555555555536,-1240.3360880386026,1,-0.23685683892241016
238,frozen_local_rule,481,52,0.4161071734774437,humanitarian,80870,113,113,0,6367,113,0.0,2026-08-17T04:49:55.747607+00:00,large,52.0,True,medium,86910.27192561683,305,20,67571,606526,128.91381972262258,142,144,0.9861111111111112,0.0689934348115584,100,13299,uint8_simplex,8810023,pooled_current_private_evidence_pre_exchange,164286,30,0.1923076923076923,67257,low,2623943,74693,113,100,296,private_fragmented,3,1.1368683772161605e-13,70.0,75.0,5.868055555555555,19.64423076923077,0.0005670502372289,650.4369292579352,high,0,-29.22035008333033,0.0686470430273238,98457,414,30,93,0,238,0.2192841471296291,0.149400123353971,0.1728990962516471,0.0688202389194411,0.1549649040977711,True,579,1690888,4.683233477652927,0,v8-development-humanitarian-large-medium-low-high-random_geometric-private_fragmented-8810023-tsallis_spectrum_change-1013b09ad56f-uint8_simplex-frozen_local_rule,tsallis_spectrum_change,158977.57101989002,73,0,1782696,297116,0,2525486,445674,development,826,0,2026-08-17T04:49:29.234991+00:00,bfb67d559eb40cc1f994b64a8d92804b2f52c93b6f0eafa28a7120148deae10e,12.0,random_geometric,98457,414,74279,0.7403846153846154,770,1013b09ad56f,1040,"{'initial_reference': 156, 'maximum_silence': 218, 'tsallis_spectrum_change': 666}",4183.69032509838,full,nan,nan,nan,nan,nan,nan,nan,nan,spectrum_008_u8,1013b09ad56f,tsallis_spectrum_change,humanitarian:8810023,3389562,3487784,99693,100106,0.0645949363274873,0.0647038093246302,0.1577354145010453,0.1690770196075762,0.0648126823217731,5.069444444444445,160099.75494977497,112,-29.435163204089704,0.2549226124201298,0.24767617490073923,0.2549226124201298,0.004052106699836494,0.0041164295948109,-0.0027705104032741956,0.0038220766440708875,0.004180752489785292,0.7986111111111107,-1122.1839298849518,1,-0.21481312075937353
235,frozen_local_rule,478,52,0.4161071734774437,humanitarian,79421,111,112,0,6256,111,0.0,2026-08-17T04:49:43.887463+00:00,large,52.0,True,medium,87471.08935054898,305,20,66342,597380,128.91381972262258,141,144,0.9791666666666666,0.0691151233072475,99,13079,uint8_simplex,8810023,pooled_current_private_evidence_pre_exchange,161600,30,0.1923076923076923,66062,low,2579322,73387,112,100,296,private_fragmented,3,1.1368683772161605e-13,70.0,75.0,6.041666666666667,20.120192307692307,0.0005655352323025,627.1990887455878,high,0,-29.44125250664057,0.0688150356367383,98206,413,30,94,0,235,0.2192841471296291,0.1481517096039604,0.172583191222199,0.0689650794719929,0.1577354145010453,True,577,1658248,4.683233477652927,0,v8-development-humanitarian-large-medium-low-high-random_geometric-private_fragmented-8810023-v7_shannon_change-c5a26765fa92-uint8_simplex-frozen_local_rule,v7_shannon_change,159917.59935561268,73,0,1751376,291896,0,2481116,437844,development,826,0,2026-08-17T04:49:16.633917+00:00,bfb67d559eb40cc1f994b64a8d92804b2f52c93b6f0eafa28a7120148deae10e,12.0,random_geometric,98206,413,72974,0.7326923076923076,762,c5a26765fa92,1040,"{'initial_reference': 156, 'maximum_silence': 229, 'v7_shannon_change': 655}",4193.920997085839,full,nan,nan,nan,nan,nan,nan,nan,nan,v7_shannon_006_u8,c5a26765fa92,v7_shannon_change,humanitarian:8810023,3389562,3487784,99693,100106,0.0645949363274873,0.0647038093246302,0.1577354145010453,0.1690770196075762,0.0648126823217731,5.069444444444445,160099.75494977497,112,-29.435163204089704,0.26801279929383204,0.26046968504930346,0.26801279929383204,0.004220099309250991,0.004261270147362703,0.0,0.0035061716146227995,0.004302440985474401,0.9722222222222223,-182.1555941622937,0,0.006089302550865483
285,frozen_local_rule,450,52,0.4108102791871366,humanitarian,18412,132,146,0,528,132,0.0,2026-08-17T04:38:40.178829+00:00,large,52.0,True,medium,77224.83190112926,175,20,15761,317288,180.71811750158068,146,146,1.0,0.0774655291593599,100,2651,uint8_simplex,8810018,pooled_current_private_evidence_pre_exchange,50776,105,0.6730769230769231,14155,medium,723895,17920,146,100,490,private_fragmented,3,5.400124791776761e-13,30.0,90.0,0.6164383561643836,14.350961538461538,0.0011262030151948,576.3841698332991,medium,0,-27.9888180965226,0.0735206017221283,133893,567,30,143,0,285,0.2236211356616979,0.1280778581252328,0.1465364384726535,0.0754930654407441,0.1422417222773179,True,604,218586,11.499099755559865,0,v8-development-humanitarian-large-medium-medium-medium-small_world-private_fragmented-8810018-age_of_information-e27491322545-uint8_simplex-frozen_local_rule,age_of_information,152202.29339776895,114,0,416472,69412,0,590002,104118,development,540,0,2026-08-17T04:38:22.788658+00:00,548160e0120b763719974194f706942fb035abc3e21fb901b8b8fb670d6f2c45,12.0,small_world,133893,567,17353,0.55,572,e27491322545,1040,"{'age_deadline': 468, 'initial_reference': 156, 'maximum_silence': 416}",3903.989546328469,nan,nan,nan,nan,nan,nan,nan,nan,nan,aoi_30_u8,e27491322545,age_of_information,humanitarian:8810018,1061276,1195162,31214,31781,0.0704055307579692,0.0737408410412911,0.1410515857849083,0.1410776980371752,0.077076151324613,0.410958904109589,152213.25002952397,143,-28.00707853227863,0.4440635612225283,0.3943122354961085,0.4440635612225283,0.0031150709641591112,0.001752224399453009,0.0011901364924095936,0.005458740435478282,0.0003893778347469068,0.20547945205479456,-10.956631755019771,3,-0.01826043575603009
285,frozen_local_rule,450,52,0.4107184916341595,humanitarian,33330,131,143,0,970,131,0.0,2026-08-17T04:37:51.164926+00:00,large,52.0,True,medium,76930.38234541689,175,20,28315,573444,179.52225866041505,146,146,1.0,0.077076151324613,100,5015,uint8_simplex,8810018,pooled_current_private_evidence_pre_exchange,78244,105,0.6730769230769231,25442,medium,1195162,31781,143,100,490,private_fragmented,3,7.247535904753022e-13,15.0,60.0,0.410958904109589,10.067307692307692,0.0011319766319668,569.1151437988077,medium,0,-28.00707853227863,0.0704055307579692,133886,567,30,143,0,285,0.2236211356616979,0.1217687220844998,0.1410776980371752,0.0737408410412911,0.1410515857849083,True,603,389266,11.499099755559865,0,v8-development-humanitarian-large-medium-medium-medium-small_world-private_fragmented-8810018-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on,152213.25002952397,112,0,749136,124856,0,1061276,187284,development,555,0,2026-08-17T04:37:25.887328+00:00,548160e0120b763719974194f706942fb035abc3e21fb901b8b8fb670d6f2c45,12.0,small_world,133886,567,31214,1.0,1040,f06f6808d09b,1040,"{'always_on': 884, 'initial_reference': 156}",3904.9762753225673,nan,nan,nan,nan,nan,nan,nan,nan,nan,always_on_u8,f06f6808d09b,always_on,humanitarian:8810018,1061276,1195162,31214,31781,0.0704055307579692,0.0737408410412911,0.1410515857849083,0.1410776980371752,0.077076151324613,0.410958904109589,152213.25002952397,143,-28.00707853227863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
