accepted_physical_actions_v8,action_policy_id,actionable_opportunities,agent_count,allocation_inequality_gini,application,attempted_sketch_messages,autonomous_beneficial_actions,autonomous_harmful_actions,autonomous_neutral_actions,belief_updates_from_delivered_sketches,beneficial_actions,commitment_failures,completed_at,complexity,consensus_recovery_steps,conservation_feasible,coupling,critical_shortage_exposure,cross_community_messages,decision_epochs,delivered_sketch_messages,delivered_useful_sketch_bytes,delivery_completion,detected_groups,detection_groups,detection_recall,disagreement_time_integrated_error,dropped_messages,dropped_sketch_messages,encoding,environment_seed,estimator_target,event_count,false_alarm_groups,false_alarm_rate,forwarded_sketch_messages,fragmentation,fully_counted_bytes,fully_counted_messages,harmful_actions,horizon,information_actions,information_condition,maximum_cascade_depth,maximum_conservation_residual,maximum_detection_delay_steps,maximum_message_age,mean_detection_delay_steps,mean_message_age,mean_quantization_l1_error,net_causal_utility,network_disruption,neutral_actions,normalized_autonomous_reward,normalized_time_integrated_estimation_error,operational_bytes,operational_messages,operational_node_count,operator_escalation_requests,operator_executed_actions,physical_actions,pointwise_estimation_mae_max,pointwise_estimation_mae_p90,pointwise_estimation_mae_p95,primary_distributed_state_error,primary_distributed_state_error_p95,privacy_boundary_pass,proposed_physical_actions,redundant_sketch_bytes,resource_waste,retries,run_id,scheduler,service_loss,service_reaching_actions,sketch_bytes,sketch_header_bytes,sketch_integrity_bytes,sketch_messages,sketch_on_wire_bytes,sketch_payload_bytes,stage,stale_belief_rows,stale_sketch_bytes,started_at,stochastic_tape_digest,time_to_first_critical_delivery,topology_family,total_bytes,total_messages,transmitted_sketch_messages,trigger_activation_rate,trigger_activations,trigger_configuration_digest,trigger_evaluations,trigger_reasons,weighted_unmet_critical_need,event_ledger_scope,belief_consensus_recovery,cascaded_failures,crew_travel,crew_utilization,repeated_work_orders,restoration_time_mean,unsafe_switching_or_isolation,unserved_critical_load_auc,candidate_name,configuration_digest,method,panel_id,sketch_on_wire_bytes_always,fully_counted_bytes_always,transmitted_sketch_messages_always,fully_counted_messages_always,normalized_time_integrated_estimation_error_always,primary_distributed_state_error_always,primary_distributed_state_error_p95_always,pointwise_estimation_mae_p95_always,disagreement_time_integrated_error_always,mean_detection_delay_steps_always,service_loss_always,autonomous_harmful_actions_always,normalized_autonomous_reward_always,sketch_byte_reduction,fully_counted_byte_reduction,message_reduction,estimation_error_increase,primary_estimation_error_increase,primary_p95_increase,pointwise_p95_increase,disagreement_error_increase,detection_delay_increase,service_loss_increase,harmful_action_increase,reward_degradation
9,frozen_local_rule,9,12,nan,utility_restoration,884,7,2,0,98,7,nan,2026-08-17T04:51:36.365226+00:00,small,16.0,True,low,nan,15,10,770,21624,nan,9,9,1.0,0.0421590233293557,2,114,uint8_simplex,8811001,pooled_current_private_evidence_pre_exchange,3026,2,0.0833333333333333,537,low,33824,870,2,30,18,private_fragmented,3,2.131628207280301e-14,0.0,24.0,0.0,5.375,0.0022049946153605,5.350034340882536,low,0,0.4537374762882802,0.0480436268249367,4958,21,8,0,0,9,0.1597105954950406,0.1176763177255888,0.1334892155313203,0.0451013250771462,0.1247684682689765,True,10,4556,nan,0,v8-development-utility_restoration-small-low-low-low-grid-private_fragmented-8811001-l1_belief_drift-c1987b7c3312-uint8_simplex-frozen_local_rule,l1_belief_drift,50.65588217152056,3,0,20376,3396,0,28866,5094,development,7,0,2026-08-17T04:51:35.468589+00:00,bdd5758e42a8accf2b6a907f0c2b57773ff5119f68cda42f50a295f820acb111,nan,grid,4958,21,849,0.95,114,c1987b7c3312,120,"{'initial_reference': 24, 'l1_belief_drift': 96}",nan,full,0.8518198234604091,0.0,10.0,0.0,1.0,22.0,1.0,39.11637774970789,l1_024_u8,c1987b7c3312,l1_belief_drift,utility_restoration:8811001,30396,35354,894,915,0.0478629530645663,0.0449329401125979,0.1247684682689765,0.1334892155313203,0.0420029271606295,0.0,50.65588217152056,2,0.4537374762882802,0.05033557046979864,0.04327657407931207,0.05033557046979864,0.00018067376037039784,0.000168384964548296,0.0,0.0,0.00015609616872620108,0.0,0.0,0,0.0
9,frozen_local_rule,9,12,nan,utility_restoration,531,7,2,0,62,7,nan,2026-08-17T04:51:37.426354+00:00,small,16.0,True,low,nan,14,10,467,13158,nan,9,9,1.0,0.0419477233531326,2,64,uint8_simplex,8811001,pooled_current_private_evidence_pre_exchange,2366,2,0.0833333333333333,324,low,22060,530,2,30,17,private_fragmented,3,2.131628207280301e-14,0.0,24.0,0.0,7.175,0.0021653631397674,5.350034340882536,low,0,0.4537374762882802,0.0496108904148874,4720,20,8,0,0,9,0.1663357391053164,0.1182868187835692,0.1339107409069574,0.04577930688401,0.1240646540611004,True,10,2720,nan,0,v8-development-utility_restoration-small-low-low-low-grid-private_fragmented-8811001-matched_random-681a73b1e0f1-uint8_simplex-frozen_local_rule,matched_random,50.65588217152056,3,0,12240,2040,0,17340,3060,development,21,0,2026-08-17T04:51:36.634970+00:00,bdd5758e42a8accf2b6a907f0c2b57773ff5119f68cda42f50a295f820acb111,nan,grid,4720,20,510,0.5833333333333334,70,681a73b1e0f1,120,"{'initial_reference': 24, 'matched_random_selected': 46, 'matched_random_wait': 50}",nan,full,0.8518198234604091,0.0,10.0,0.0,1.0,22.0,1.0,39.11637774970789,random_045_u8,681a73b1e0f1,matched_random,utility_restoration:8811001,30396,35354,894,915,0.0478629530645663,0.0449329401125979,0.1247684682689765,0.1334892155313203,0.0420029271606295,0.0,50.65588217152056,2,0.4537374762882802,0.4295302013422819,0.37602534366691176,0.4295302013422819,0.0017479373503210965,0.000846366771412102,-0.0007038142078761023,0.0004215253756371107,-5.5203807496899404e-05,0.0,0.0,0,0.0
10,frozen_local_rule,10,12,nan,utility_restoration,0,7,3,0,0,7,nan,2026-08-17T04:51:34.175448+00:00,small,16.0,True,low,nan,15,10,0,0,nan,9,9,1.0,0.0518933299532895,2,0,uint8_simplex,8811001,pooled_current_private_evidence_pre_exchange,1374,2,0.0833333333333333,0,low,4969,21,3,30,18,private_fragmented,3,2.131628207280301e-14,0.0,0.0,0.0,0.0,0.0,5.130034340882537,low,0,0.3722926502784743,0.0433958068938446,4969,21,8,0,0,10,0.1678414416620489,0.0657580635023606,0.081961006503931,0.0476445684235671,0.1207643204299678,True,11,0,nan,0,v8-development-utility_restoration-small-low-low-low-grid-private_fragmented-8811001-none-806ed450405e-uint8_simplex-frozen_local_rule,none,50.65588217152056,3,0,0,0,0,0,0,development,0,0,2026-08-17T04:51:33.612965+00:00,bdd5758e42a8accf2b6a907f0c2b57773ff5119f68cda42f50a295f820acb111,nan,grid,4969,21,0,0.0,0,806ed450405e,120,{'disabled': 120},nan,full,0.8518198234604091,0.0,10.0,0.0,1.0,22.0,2.0,39.11637774970789,none_u8,806ed450405e,none,utility_restoration:8811001,30396,35354,894,915,0.0478629530645663,0.0449329401125979,0.1247684682689765,0.1334892155313203,0.0420029271606295,0.0,50.65588217152056,2,0.4537374762882802,1.0,0.85945013294111,1.0,-0.004467146170721706,0.0027116283109692024,-0.004004147839008695,-0.05152820902738929,0.00989040279266,0.0,0.0,1,0.0814448260098059
9,frozen_local_rule,9,12,nan,utility_restoration,876,7,2,0,99,7,nan,2026-08-17T04:51:39.078050+00:00,small,16.0,True,low,nan,15,10,763,21488,nan,9,9,1.0,0.0442943692901259,2,113,uint8_simplex,8811001,pooled_current_private_evidence_pre_exchange,3011,2,0.0833333333333333,530,low,33518,861,2,30,18,private_fragmented,3,2.131628207280301e-14,0.0,24.0,0.0,5.85,0.0022233189475824,5.350034340882536,low,0,0.4537374762882802,0.0489631150426048,4958,21,8,0,0,9,0.1597105954950406,0.1176763177255888,0.1334892155313203,0.0466287421663654,0.1345335730183988,True,10,4454,nan,0,v8-development-utility_restoration-small-low-low-low-grid-private_fragmented-8811001-offline_oracle-df72669ae5df-uint8_simplex-frozen_local_rule,offline_oracle,50.65588217152056,3,0,20160,3360,0,28560,5040,development,10,0,2026-08-17T04:51:38.145049+00:00,bdd5758e42a8accf2b6a907f0c2b57773ff5119f68cda42f50a295f820acb111,nan,grid,4958,21,840,0.95,114,df72669ae5df,120,"{'initial_reference': 24, 'offline_oracle': 96}",nan,full,0.8518198234604091,0.0,10.0,0.0,1.0,22.0,1.0,39.11637774970789,offline_oracle_u8,df72669ae5df,offline_oracle,utility_restoration:8811001,30396,35354,894,915,0.0478629530645663,0.0449329401125979,0.1247684682689765,0.1334892155313203,0.0420029271606295,0.0,50.65588217152056,2,0.4537374762882802,0.06040268456375841,0.05193188889517453,0.06040268456375841,0.0011001619780384997,0.0016958020537675006,0.009765104749422299,0.0,0.0022914421294964044,0.0,0.0,0,0.0
9,frozen_local_rule,9,12,nan,utility_restoration,379,7,2,0,42,7,nan,2026-08-17T04:51:36.339847+00:00,small,16.0,True,low,nan,15,10,332,9282,nan,9,9,1.0,0.0405607367237908,2,47,uint8_simplex,8811001,pooled_current_private_evidence_pre_exchange,2083,2,0.0833333333333333,242,low,17812,399,2,30,18,private_fragmented,3,2.131628207280301e-14,0.0,24.0,0.0,7.8,0.0022591324247481,5.350034340882536,low,0,0.4537374762882802,0.0492160966631207,4960,21,8,0,0,9,0.1663357391053164,0.1182868187835692,0.1339107409069574,0.0448884166934558,0.1247684682689765,True,10,2006,nan,0,v8-development-utility_restoration-small-low-low-low-grid-private_fragmented-8811001-periodic-52761a8cde7f-uint8_simplex-frozen_local_rule,periodic,50.65588217152056,3,0,9072,1512,0,12852,2268,development,27,0,2026-08-17T04:51:35.605245+00:00,bdd5758e42a8accf2b6a907f0c2b57773ff5119f68cda42f50a295f820acb111,nan,grid,4960,21,378,0.4,48,52761a8cde7f,120,"{'initial_reference': 24, 'periodic_due': 24, 'periodic_wait': 72}",nan,full,0.8518198234604091,0.0,10.0,0.0,1.0,22.0,1.0,39.11637774970789,periodic_18_u8,52761a8cde7f,periodic,utility_restoration:8811001,30396,35354,894,915,0.0478629530645663,0.0449329401125979,0.1247684682689765,0.1334892155313203,0.0420029271606295,0.0,50.65588217152056,2,0.4537374762882802,0.5771812080536913,0.4961814787577078,0.5771812080536913,0.0013531435985543946,-4.452341914210067e-05,0.0,0.0004215253756371107,-0.0014421904368387,0.0,0.0,0,0.0
9,frozen_local_rule,9,12,nan,utility_restoration,486,7,2,0,49,7,nan,2026-08-17T04:51:36.236631+00:00,small,16.0,True,low,nan,15,10,428,11764,nan,9,9,1.0,0.0436092147264212,2,58,uint8_simplex,8811001,pooled_current_private_evidence_pre_exchange,2286,2,0.0833333333333333,305,low,21037,494,2,30,18,private_fragmented,3,2.131628207280301e-14,0.0,27.0,0.0,8.075,0.0022146509867526,5.350034340882536,low,0,0.4537374762882802,0.0517953859764771,4955,21,8,0,0,9,0.1597105954950406,0.1226439030647312,0.134046126121087,0.0477023003514492,0.1247684682689765,True,10,2788,nan,0,v8-development-utility_restoration-small-low-low-low-grid-private_fragmented-8811001-predictive_uncertainty_change-71c476debc21-uint8_simplex-frozen_local_rule,predictive_uncertainty_change,50.65588217152056,3,0,11352,1892,0,16082,2838,development,28,0,2026-08-17T04:51:35.450221+00:00,bdd5758e42a8accf2b6a907f0c2b57773ff5119f68cda42f50a295f820acb111,nan,grid,4955,21,473,0.4916666666666666,59,71c476debc21,120,"{'initial_reference': 24, 'predictive_uncertainty_change': 96}",nan,full,0.8518198234604091,0.0,10.0,0.0,1.0,22.0,1.0,39.11637774970789,uncertainty_008_u8,71c476debc21,predictive_uncertainty_change,utility_restoration:8811001,30396,35354,894,915,0.0478629530645663,0.0449329401125979,0.1247684682689765,0.1334892155313203,0.0420029271606295,0.0,50.65588217152056,2,0.4537374762882802,0.470917225950783,0.4049612490807264,0.470917225950783,0.0039324329119107965,0.0027693602388512983,0.0,0.0005569105897667015,0.001606287565791703,0.0,0.0,0,0.0
9,frozen_local_rule,9,12,nan,utility_restoration,632,7,2,0,70,7,nan,2026-08-17T04:51:38.646293+00:00,small,16.0,True,low,nan,16,10,556,15470,nan,9,9,1.0,0.0428211904624883,2,76,uint8_simplex,8811001,pooled_current_private_evidence_pre_exchange,2564,2,0.0833333333333333,393,low,26042,635,2,30,19,private_fragmented,3,2.131628207280301e-14,0.0,24.0,0.0,6.85,0.0022221276341534,5.350034340882536,low,0,0.4537374762882802,0.0494825200003197,5200,22,8,0,0,9,0.1597105954950406,0.121327606301543,0.1339061836684637,0.046151855231404,0.1247684682689765,True,10,3434,nan,0,v8-development-utility_restoration-small-low-low-low-grid-private_fragmented-8811001-tsallis_spectrum_change-1013b09ad56f-uint8_simplex-frozen_local_rule,tsallis_spectrum_change,50.65588217152056,3,0,14712,2452,0,20842,3678,development,19,0,2026-08-17T04:51:37.839021+00:00,bdd5758e42a8accf2b6a907f0c2b57773ff5119f68cda42f50a295f820acb111,nan,grid,5200,22,613,0.6583333333333333,79,1013b09ad56f,120,"{'initial_reference': 24, 'tsallis_spectrum_change': 96}",nan,full,0.8518198234604091,0.0,10.0,0.0,1.0,22.0,1.0,39.11637774970789,spectrum_008_u8,1013b09ad56f,tsallis_spectrum_change,utility_restoration:8811001,30396,35354,894,915,0.0478629530645663,0.0449329401125979,0.1247684682689765,0.1334892155313203,0.0420029271606295,0.0,50.65588217152056,2,0.4537374762882802,0.31431767337807603,0.2633931096905584,0.31431767337807603,0.0016195669357533943,0.0012189151188060979,0.0,0.0004169681371434253,0.0008182633018588015,0.0,0.0,0,0.0
9,frozen_local_rule,9,12,nan,utility_restoration,596,7,2,0,73,7,nan,2026-08-17T04:51:37.699883+00:00,small,16.0,True,low,nan,16,10,525,14756,nan,9,9,1.0,0.0423293263608586,2,71,uint8_simplex,8811001,pooled_current_private_evidence_pre_exchange,2497,2,0.0833333333333333,367,low,24818,599,2,30,19,private_fragmented,3,2.131628207280301e-14,0.0,24.0,0.0,6.825,0.0022585750111508,5.350034340882536,low,0,0.4537374762882802,0.0486377397733176,5200,22,8,0,0,9,0.1597105954950406,0.1179854959635097,0.1339061836684637,0.0454835330670881,0.1247684682689765,True,10,3094,nan,0,v8-development-utility_restoration-small-low-low-low-grid-private_fragmented-8811001-v7_shannon_change-c5a26765fa92-uint8_simplex-frozen_local_rule,v7_shannon_change,50.65588217152056,3,0,13848,2308,0,19618,3462,development,19,0,2026-08-17T04:51:36.882390+00:00,bdd5758e42a8accf2b6a907f0c2b57773ff5119f68cda42f50a295f820acb111,nan,grid,5200,22,577,0.6416666666666667,77,c5a26765fa92,120,"{'initial_reference': 24, 'v7_shannon_change': 96}",nan,full,0.8518198234604091,0.0,10.0,0.0,1.0,22.0,1.0,39.11637774970789,v7_shannon_006_u8,c5a26765fa92,v7_shannon_change,utility_restoration:8811001,30396,35354,894,915,0.0478629530645663,0.0449329401125979,0.1247684682689765,0.1334892155313203,0.0420029271606295,0.0,50.65588217152056,2,0.4537374762882802,0.354586129753915,0.298014368954008,0.354586129753915,0.0007747867087512933,0.0005505929544901977,0.0,0.0004169681371434253,0.0003263992002291022,0.0,0.0,0,0.0
9,frozen_local_rule,9,12,nan,utility_restoration,150,3,5,1,31,3,nan,2026-08-17T04:52:00.068019+00:00,small,16.0,True,low,nan,18,10,140,4760,nan,13,13,1.0,0.082583597687471,10,10,uint8_simplex,8811006,pooled_current_private_evidence_pre_exchange,1677,21,0.875,102,medium,11408,177,5,30,25,private_fragmented,3,1.8651746813702633e-14,0.0,27.0,0.0,8.875,0.0019507812501509,2.011238527455517,high,1,0.0811875739984641,0.0763772919514786,6308,27,8,2,0,9,0.1746244835732462,0.1281605847764028,0.1486574293576972,0.0794804448194748,0.1583172288696937,True,16,0,nan,0,v8-development-utility_restoration-small-low-medium-high-scale_free-private_fragmented-8811006-age_of_information-e27491322545-uint8_simplex-frozen_local_rule,age_of_information,51.22201445877359,3,0,3600,600,0,5100,900,development,35,0,2026-08-17T04:51:59.345229+00:00,55b95cf6a7ce5b8237e6d801e660d5f81d8677897092131e171a950c61e23f5b,nan,scale_free,6308,27,150,0.2333333333333333,28,e27491322545,120,"{'age_deadline': 92, 'initial_reference': 24, 'partition_recovery': 4}",nan,full,0.8948036974325878,0.0,10.0,0.0,0.0,11.5,3.0,43.74570858696495,aoi_30_u8,e27491322545,age_of_information,utility_restoration:8811006,17102,23657,503,531,0.0706450961171056,0.0706819445255026,0.1583172288696937,0.1413898968979183,0.0707187929338995,0.0,51.22201445877359,5,0.0811875739984641,0.7017892644135189,0.5177748657902523,0.7017892644135189,0.005732195834373011,0.008798500293972208,0.0,0.007267532459778903,0.011864804753571503,0.0,0.0,0,0.0
9,frozen_local_rule,9,12,nan,utility_restoration,566,3,5,1,105,3,nan,2026-08-17T04:51:58.077083+00:00,small,16.0,True,low,nan,18,10,456,15504,nan,13,13,1.0,0.0707187929338995,10,110,uint8_simplex,8811006,pooled_current_private_evidence_pre_exchange,2413,21,0.875,313,medium,23657,531,5,30,26,private_fragmented,3,1.8651746813702633e-14,0.0,18.0,0.0,5.25,0.0022776207184685,2.011238527455517,high,1,0.0811875739984641,0.0706450961171056,6555,28,8,2,0,9,0.17422466096372,0.1275891772941907,0.1413898968979183,0.0706819445255026,0.1583172288696937,True,16,0,nan,0,v8-development-utility_restoration-small-low-medium-high-scale_free-private_fragmented-8811006-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on,51.22201445877359,3,0,12072,2012,0,17102,3018,development,9,0,2026-08-17T04:51:57.264552+00:00,55b95cf6a7ce5b8237e6d801e660d5f81d8677897092131e171a950c61e23f5b,nan,scale_free,6555,28,503,1.0,120,f06f6808d09b,120,"{'always_on': 96, 'initial_reference': 24}",nan,full,0.8948036974325878,0.0,10.0,0.0,0.0,11.5,3.0,43.74570858696495,always_on_u8,f06f6808d09b,always_on,utility_restoration:8811006,17102,23657,503,531,0.0706450961171056,0.0706819445255026,0.1583172288696937,0.1413898968979183,0.0707187929338995,0.0,51.22201445877359,5,0.0811875739984641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
9,frozen_local_rule,9,12,nan,utility_restoration,304,3,5,1,58,3,nan,2026-08-17T04:51:58.656247+00:00,small,16.0,True,low,nan,18,10,252,8568,nan,13,13,1.0,0.0744017311096085,10,52,uint8_simplex,8811006,pooled_current_private_evidence_pre_exchange,1943,21,0.875,177,medium,15826,307,5,30,25,private_fragmented,3,1.8651746813702633e-14,0.0,27.0,0.0,7.1,0.0021959950669039,2.011238527455517,high,1,0.0811875739984641,0.070693905151882,6306,27,8,2,0,9,0.17422466096372,0.1281605847764028,0.1413898968979183,0.0725478181307452,0.1583172288696937,True,16,0,nan,0,v8-development-utility_restoration-small-low-medium-high-scale_free-private_fragmented-8811006-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_information,51.22201445877359,3,0,6720,1120,0,9520,1680,development,22,0,2026-08-17T04:51:57.929095+00:00,55b95cf6a7ce5b8237e6d801e660d5f81d8677897092131e171a950c61e23f5b,nan,scale_free,6306,27,280,0.5083333333333333,61,e25eb5b9df1b,120,"{'below_threshold': 59, 'generalized_information_on': 33, 'initial_reference': 24, 'partition_recovery': 4}",nan,full,0.8948036974325878,0.0,10.0,0.0,0.0,11.5,3.0,43.74570858696495,generalized_0125_u8,e25eb5b9df1b,generalized_information,utility_restoration:8811006,17102,23657,503,531,0.0706450961171056,0.0706819445255026,0.1583172288696937,0.1413898968979183,0.0707187929338995,0.0,51.22201445877359,5,0.0811875739984641,0.4433399602385686,0.3310225303292894,0.4433399602385686,4.880903477640086e-05,0.00186587360524261,0.0,0.0,0.0036829381757089996,0.0,0.0,0,0.0
9,frozen_local_rule,9,12,nan,utility_restoration,295,3,5,1,55,3,nan,2026-08-17T04:52:00.938388+00:00,small,16.0,True,low,nan,18,10,243,8262,nan,13,13,1.0,0.0767708718271669,10,52,uint8_simplex,8811006,pooled_current_private_evidence_pre_exchange,1925,21,0.875,166,medium,15350,293,5,30,25,private_fragmented,3,1.8651746813702633e-14,0.0,27.0,0.0,7.725,0.0022397181394673,2.011238527455517,high,1,0.0811875739984641,0.0718718916336966,6306,27,8,2,0,9,0.17422466096372,0.1281605847764028,0.1413898968979183,0.0743213817304317,0.1583172288696937,True,16,0,nan,0,v8-development-utility_restoration-small-low-medium-high-scale_free-private_fragmented-8811006-js_drift-565d3b5e7ead-uint8_simplex-frozen_local_rule,js_drift,51.22201445877359,3,0,6384,1064,0,9044,1596,development,27,0,2026-08-17T04:52:00.165629+00:00,55b95cf6a7ce5b8237e6d801e660d5f81d8677897092131e171a950c61e23f5b,nan,scale_free,6306,27,266,0.55,66,565d3b5e7ead,120,"{'initial_reference': 24, 'js_drift': 92, 'partition_recovery': 4}",nan,full,0.8948036974325878,0.0,10.0,0.0,0.0,11.5,3.0,43.74570858696495,js_007_u8,565d3b5e7ead,js_drift,utility_restoration:8811006,17102,23657,503,531,0.0706450961171056,0.0706819445255026,0.1583172288696937,0.1413898968979183,0.0707187929338995,0.0,51.22201445877359,5,0.0811875739984641,0.4711729622266402,0.3511434247791352,0.4711729622266402,0.0012267955165910088,0.003639437204929097,0.0,0.0,0.006052078893267393,0.0,0.0,0,0.0
9,frozen_local_rule,9,12,nan,utility_restoration,365,3,5,1,74,3,nan,2026-08-17T04:51:58.949616+00:00,small,16.0,True,low,nan,18,10,306,10404,nan,13,13,1.0,0.0737022609697146,10,59,uint8_simplex,8811006,pooled_current_private_evidence_pre_exchange,2062,21,0.875,217,medium,17941,363,5,30,26,private_fragmented,3,1.8651746813702633e-14,0.0,27.0,0.0,6.7,0.0021492332429736,2.011238527455517,high,1,0.0811875739984641,0.0703573954383809,6551,28,8,2,0,9,0.17422466096372,0.1275891772941907,0.1413898968979183,0.0720298282040478,0.1583172288696937,True,16,0,nan,0,v8-development-utility_restoration-small-low-medium-high-scale_free-private_fragmented-8811006-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_change,51.22201445877359,3,0,8040,1340,0,11390,2010,development,18,0,2026-08-17T04:51:58.169745+00:00,55b95cf6a7ce5b8237e6d801e660d5f81d8677897092131e171a950c61e23f5b,nan,scale_free,6551,28,335,0.6333333333333333,76,314c8c128df2,120,"{'initial_reference': 24, 'kpi_change': 92, 'partition_recovery': 4}",nan,full,0.8948036974325878,0.0,10.0,0.0,0.0,11.5,3.0,43.74570858696495,kpi_012_u8,314c8c128df2,kpi_change,utility_restoration:8811006,17102,23657,503,531,0.0706450961171056,0.0706819445255026,0.1583172288696937,0.1413898968979183,0.0707187929338995,0.0,51.22201445877359,5,0.0811875739984641,0.3339960238568589,0.24161981654478593,0.3339960238568589,-0.0002877006787246894,0.0013478836785452003,0.0,0.0,0.002983468035815104,0.0,0.0,0,0.0
9,frozen_local_rule,9,12,nan,utility_restoration,560,3,5,1,104,3,nan,2026-08-17T04:51:59.361825+00:00,small,16.0,True,low,nan,18,10,451,15334,nan,13,13,1.0,0.0707187929338995,10,109,uint8_simplex,8811006,pooled_current_private_evidence_pre_exchange,2402,21,0.875,308,medium,23453,525,5,30,26,private_fragmented,3,1.8651746813702633e-14,0.0,18.0,0.0,5.25,0.0022945301516834,2.011238527455517,high,1,0.0811875739984641,0.0706450961171056,6555,28,8,2,0,9,0.17422466096372,0.1275891772941907,0.1413898968979183,0.0706819445255026,0.1583172288696937,True,16,0,nan,0,v8-development-utility_restoration-small-low-medium-high-scale_free-private_fragmented-8811006-l1_belief_drift-c1987b7c3312-uint8_simplex-frozen_local_rule,l1_belief_drift,51.22201445877359,3,0,11928,1988,0,16898,2982,development,9,0,2026-08-17T04:51:58.494767+00:00,55b95cf6a7ce5b8237e6d801e660d5f81d8677897092131e171a950c61e23f5b,nan,scale_free,6555,28,497,0.9916666666666668,119,c1987b7c3312,120,"{'initial_reference': 24, 'l1_belief_drift': 92, 'partition_recovery': 4}",nan,full,0.8948036974325878,0.0,10.0,0.0,0.0,11.5,3.0,43.74570858696495,l1_024_u8,c1987b7c3312,l1_belief_drift,utility_restoration:8811006,17102,23657,503,531,0.0706450961171056,0.0706819445255026,0.1583172288696937,0.1413898968979183,0.0707187929338995,0.0,51.22201445877359,5,0.0811875739984641,0.011928429423459286,0.008623240478505267,0.011928429423459286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
9,frozen_local_rule,9,12,nan,utility_restoration,318,3,5,1,62,3,nan,2026-08-17T04:52:00.100065+00:00,small,16.0,True,low,nan,18,10,275,9350,nan,13,13,1.0,0.0784602233969554,10,43,uint8_simplex,8811006,pooled_current_private_evidence_pre_exchange,1980,21,0.875,193,medium,16441,325,5,30,25,private_fragmented,3,1.8651746813702633e-14,0.0,27.0,0.0,7.3,0.0021808801475939,2.011238527455517,high,1,0.0811875739984641,0.0740565168426588,6309,27,8,2,0,9,0.17422466096372,0.1281605847764028,0.1464182041870009,0.0762583701198071,0.1583172288696937,True,16,0,nan,0,v8-development-utility_restoration-small-low-medium-high-scale_free-private_fragmented-8811006-matched_random-681a73b1e0f1-uint8_simplex-frozen_local_rule,matched_random,51.22201445877359,3,0,7152,1192,0,10132,1788,development,25,0,2026-08-17T04:51:59.323038+00:00,55b95cf6a7ce5b8237e6d801e660d5f81d8677897092131e171a950c61e23f5b,nan,scale_free,6309,27,298,0.5416666666666666,65,681a73b1e0f1,120,"{'initial_reference': 24, 'matched_random_selected': 37, 'matched_random_wait': 55, 'partition_recovery': 4}",nan,full,0.8948036974325878,0.0,10.0,0.0,0.0,11.5,3.0,43.74570858696495,random_045_u8,681a73b1e0f1,matched_random,utility_restoration:8811006,17102,23657,503,531,0.0706450961171056,0.0706819445255026,0.1583172288696937,0.1413898968979183,0.0707187929338995,0.0,51.22201445877359,5,0.0811875739984641,0.40755467196819084,0.3050259965337955,0.40755467196819084,0.003411420725553213,0.005576425594304504,0.0,0.005028307289082601,0.007741430463055893,0.0,0.0,0,0.0
10,frozen_local_rule,10,12,nan,utility_restoration,0,4,5,1,0,4,nan,2026-08-17T04:51:57.979717+00:00,small,16.0,True,low,nan,18,10,0,0,nan,13,13,1.0,0.0916476025577175,7,0,uint8_simplex,8811006,pooled_current_private_evidence_pre_exchange,1392,20,0.8333333333333334,0,medium,6313,27,5,30,25,private_fragmented,3,1.8651746813702633e-14,0.0,0.0,0.0,0.0,0.0,2.1712385274555173,high,1,0.0748404792489584,0.0673102527549122,6313,27,8,2,0,10,0.1680620812201196,0.1247932102954584,0.1413518774579111,0.0794789276563149,0.1578786846116419,True,17,0,nan,0,v8-development-utility_restoration-small-low-medium-high-scale_free-private_fragmented-8811006-none-806ed450405e-uint8_simplex-frozen_local_rule,none,51.22201445877359,3,0,0,0,0,0,0,development,0,0,2026-08-17T04:51:57.405413+00:00,55b95cf6a7ce5b8237e6d801e660d5f81d8677897092131e171a950c61e23f5b,nan,scale_free,6313,27,0,0.0,0,806ed450405e,120,{'disabled': 120},nan,full,0.8948036974325878,0.0,10.0,0.0,0.0,11.5,3.0,43.74570858696495,none_u8,806ed450405e,none,utility_restoration:8811006,17102,23657,503,531,0.0706450961171056,0.0706819445255026,0.1583172288696937,0.1413898968979183,0.0707187929338995,0.0,51.22201445877359,5,0.0811875739984641,1.0,0.7331445238195883,1.0,-0.0033348433621933904,0.0087969831308123,-0.00043854425805181507,-3.801944000719759e-05,0.020928809623818004,0.0,0.0,0,0.006347094749505705
