metric,matched_arm,persistent_minus_markovized
history_1_conditional_mutual_information,memory_n16_ring_g0|0.80|forward,-0.0063009412584571975
history_1_conditional_mutual_information,memory_n16_ring_g0|0.80|transpose,-0.006194408807500648
history_1_conditional_mutual_information,memory_n16_ring_g1|0.00|reciprocal,-0.008607763570638919
history_1_conditional_mutual_information,memory_n16_ring_g1|0.80|forward,-0.00044089138368674243
history_1_conditional_mutual_information,memory_n16_ring_g1|0.80|transpose,-0.006644655813032334
history_1_conditional_mutual_information,memory_n8_modular_g0|0.00|reciprocal,0.009877268623563005
history_1_conditional_mutual_information,memory_n8_modular_g0|0.80|forward,0.0
history_1_conditional_mutual_information,memory_n8_modular_g0|0.80|transpose,0.0
history_1_conditional_mutual_information,memory_n8_modular_g1|0.00|reciprocal,0.0
history_1_conditional_mutual_information,memory_n8_modular_g1|0.80|forward,-0.004243875548177286
history_1_conditional_mutual_information,memory_n8_modular_g1|0.80|transpose,-0.01349837246493517
history_1_conditional_mutual_information,memory_n8_ring_g0|0.00|reciprocal,-0.004764783933221841
history_1_conditional_mutual_information,memory_n8_ring_g0|0.80|forward,-0.0065397695019209865
history_1_conditional_mutual_information,memory_n8_ring_g0|0.80|transpose,-0.009660366393894148
history_1_conditional_mutual_information,memory_n8_ring_g1|0.00|reciprocal,0.0
history_1_conditional_mutual_information,memory_n8_ring_g1|0.80|forward,0.0026661324081242084
history_1_conditional_mutual_information,memory_n8_ring_g1|0.80|transpose,-0.004282449459868953
belief_integrated_autocorrelation_time_updates,memory_n16_modular_g0|0.00|reciprocal,-5.070852227763108
belief_integrated_autocorrelation_time_updates,memory_n16_modular_g0|0.80|forward,11.793415145909734
belief_integrated_autocorrelation_time_updates,memory_n16_modular_g0|0.80|transpose,-2.2875145196847395
belief_integrated_autocorrelation_time_updates,memory_n16_modular_g1|0.00|reciprocal,14.725518269277826
belief_integrated_autocorrelation_time_updates,memory_n16_modular_g1|0.80|forward,-1.4404821492477673
belief_integrated_autocorrelation_time_updates,memory_n16_modular_g1|0.80|transpose,10.642770422504338
belief_integrated_autocorrelation_time_updates,memory_n16_ring_g0|0.00|reciprocal,9.392780327550964
belief_integrated_autocorrelation_time_updates,memory_n16_ring_g0|0.80|forward,-2.6787363590913458
belief_integrated_autocorrelation_time_updates,memory_n16_ring_g0|0.80|transpose,-19.0456191247194
belief_integrated_autocorrelation_time_updates,memory_n16_ring_g1|0.00|reciprocal,2.445520469940437
belief_integrated_autocorrelation_time_updates,memory_n16_ring_g1|0.80|forward,13.47364223612564
belief_integrated_autocorrelation_time_updates,memory_n16_ring_g1|0.80|transpose,-3.026785125705164
belief_integrated_autocorrelation_time_updates,memory_n8_modular_g0|0.00|reciprocal,-1.6996385298268004
belief_integrated_autocorrelation_time_updates,memory_n8_modular_g0|0.80|forward,-9.78683035240979
belief_integrated_autocorrelation_time_updates,memory_n8_modular_g0|0.80|transpose,0.0
belief_integrated_autocorrelation_time_updates,memory_n8_modular_g1|0.00|reciprocal,-1.0194264569842741
belief_integrated_autocorrelation_time_updates,memory_n8_modular_g1|0.80|forward,-7.355525972811801
belief_integrated_autocorrelation_time_updates,memory_n8_modular_g1|0.80|transpose,-3.4516996224573955
belief_integrated_autocorrelation_time_updates,memory_n8_ring_g0|0.00|reciprocal,1.5943957485982527
belief_integrated_autocorrelation_time_updates,memory_n8_ring_g0|0.80|forward,-5.935118985820215
belief_integrated_autocorrelation_time_updates,memory_n8_ring_g0|0.80|transpose,-9.522920459044663
belief_integrated_autocorrelation_time_updates,memory_n8_ring_g1|0.00|reciprocal,-8.220956970490473
belief_integrated_autocorrelation_time_updates,memory_n8_ring_g1|0.80|forward,11.043846953766456
belief_integrated_autocorrelation_time_updates,memory_n8_ring_g1|0.80|transpose,-2.0487203206907183
mean_abs_belief_magnetization,memory_n16_modular_g0|0.00|reciprocal,-0.029947916666666664
mean_abs_belief_magnetization,memory_n16_modular_g0|0.80|forward,0.04036458333333333
mean_abs_belief_magnetization,memory_n16_modular_g0|0.80|transpose,-0.018229166666666668
mean_abs_belief_magnetization,memory_n16_modular_g1|0.00|reciprocal,0.036458333333333336
mean_abs_belief_magnetization,memory_n16_modular_g1|0.80|forward,-0.02083333333333333
mean_abs_belief_magnetization,memory_n16_modular_g1|0.80|transpose,0.0234375
mean_abs_belief_magnetization,memory_n16_ring_g0|0.00|reciprocal,-0.014322916666666671
mean_abs_belief_magnetization,memory_n16_ring_g0|0.80|forward,-0.1328125
mean_abs_belief_magnetization,memory_n16_ring_g0|0.80|transpose,-0.10026041666666666
mean_abs_belief_magnetization,memory_n16_ring_g1|0.00|reciprocal,-0.06770833333333334
mean_abs_belief_magnetization,memory_n16_ring_g1|0.80|forward,-0.10546875
mean_abs_belief_magnetization,memory_n16_ring_g1|0.80|transpose,0.07552083333333333
mean_abs_belief_magnetization,memory_n8_modular_g0|0.00|reciprocal,0.031249999999999993
mean_abs_belief_magnetization,memory_n8_modular_g0|0.80|forward,-0.09895833333333331
mean_abs_belief_magnetization,memory_n8_modular_g0|0.80|transpose,0.0
mean_abs_belief_magnetization,memory_n8_modular_g1|0.00|reciprocal,-0.010416666666666666
mean_abs_belief_magnetization,memory_n8_modular_g1|0.80|forward,-0.08854166666666667
mean_abs_belief_magnetization,memory_n8_modular_g1|0.80|transpose,-0.08854166666666667
mean_abs_belief_magnetization,memory_n8_ring_g0|0.00|reciprocal,0.19270833333333331
mean_abs_belief_magnetization,memory_n8_ring_g0|0.80|forward,0.12499999999999999
mean_abs_belief_magnetization,memory_n8_ring_g0|0.80|transpose,0.052083333333333315
mean_abs_belief_magnetization,memory_n8_ring_g1|0.00|reciprocal,-0.203125
mean_abs_belief_magnetization,memory_n8_ring_g1|0.80|forward,0.0625
mean_abs_belief_magnetization,memory_n8_ring_g1|0.80|transpose,-0.234375
