model_key,cluster_id,panel_id,condition,block_length,pseudocount,raw_block_divergence_nats_per_update,shuffle_floor_nats_per_update,adjusted_irreversibility_nats_per_update
qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,4,0.1,0.0710827713466932,0.08551793048342969,-0.014435159136736486
qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,4,0.5,0.030264801340719325,0.03683126706249674,-0.006566465721777413
qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,4,1.0,0.01754461321510765,0.021302874990117366,-0.003758261775009715
qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,2,0.1,0.1292049160319177,0.10849258475265071,0.020712331279266985
qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,2,0.5,0.05645404281487281,0.05147710711603626,0.004976935698836553
qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,2,1.0,0.03358409443077852,0.03158920530739541,0.001994889123383109
qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,3,0.1,0.08948925623440679,0.12656354239617565,-0.03707428616176886
qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,3,0.5,0.03860954244120913,0.054902399723661566,-0.016292857282452437
qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,3,1.0,0.02262773844168838,0.03201692942152947,-0.009389190979841089
qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,4,0.1,0.07183969508634684,0.14942723508046407,-0.07758753999411723
qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,4,0.5,0.030660897702700796,0.06045871015803678,-0.02979781245533598
qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,4,1.0,0.01774873880349866,0.03321400517196243,-0.015465266368463768
qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,2,0.1,0.04641301509633235,0.06805698585368745,-0.021643970757355108
qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,2,0.5,0.020770522675696873,0.03406072560141621,-0.013290202925719335
qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,2,1.0,0.012734987569342828,0.023428983640204522,-0.010693996070861694
qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,3,0.1,0.036422049158771175,0.09012360343504597,-0.05370155427627479
qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,3,0.5,0.01613449289098694,0.04334369429688706,-0.027209201405900118
qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,3,1.0,0.009775152546358206,0.02689355367624404,-0.017118401129885837
qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,4,0.1,0.03198075924905846,0.11347749122800167,-0.08149673197894322
qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,4,0.5,0.014047511627590473,0.05026801376468706,-0.036220502137096586
qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,4,1.0,0.008428204711211076,0.029576837752612842,-0.021148633041401764
qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,2,0.1,0.1223220176531247,0.11646773343614981,0.005854284216974884
qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,2,0.5,0.05347048521505709,0.054662397047026134,-0.001191911831969046
qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,2,1.0,0.031860107804876844,0.03408830933660036,-0.0022282015317235185
qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,3,0.1,0.08726582299087847,0.13588025232738926,-0.04861442933651079
qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,3,0.5,0.03754033560001989,0.05930134831405787,-0.021761012714037978
qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,3,1.0,0.02198603482311691,0.03450839004658494,-0.012522355223468028
qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,4,0.1,0.06902600809090281,0.15943940516227234,-0.09041339707136953
qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,4,0.5,0.029382782603596173,0.064600123296899,-0.03521734069330283
qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,4,1.0,0.017017403967374518,0.03535480302303267,-0.018337399055658152
qwen,V15Q_g1,V15Q_g1_field_persistent,field_persistent,2,0.1,0.1479167748813253,0.13116582637489588,0.016750948506429414
qwen,V15Q_g1,V15Q_g1_field_persistent,field_persistent,2,0.5,0.0640797835256836,0.06174971126579464,0.002330072259888953
qwen,V15Q_g1,V15Q_g1_field_persistent,field_persistent,2,1.0,0.03785391155970571,0.03755989979069253,0.00029401176901317633
qwen,V15Q_g1,V15Q_g1_field_persistent,field_persistent,3,0.1,0.10002161627509615,0.15151505315690997,-0.05149343688181382
qwen,V15Q_g1,V15Q_g1_field_persistent,field_persistent,3,0.5,0.0427393811280324,0.0647483123520047,-0.02200893122397231
qwen,V15Q_g1,V15Q_g1_field_persistent,field_persistent,3,1.0,0.02487175177303329,0.03714063855973589,-0.012268886786702602
qwen,V15Q_g1,V15Q_g1_field_persistent,field_persistent,4,0.1,0.07859804226599426,0.1742624828588023,-0.09566444059280804
qwen,V15Q_g1,V15Q_g1_field_persistent,field_persistent,4,0.5,0.03324930003535268,0.06949842923352698,-0.036249129198174294
qwen,V15Q_g1,V15Q_g1_field_persistent,field_persistent,4,1.0,0.019143305331920282,0.03750497294631062,-0.018361667614390335
qwen,V15Q_g1,V15Q_g1_field_scrambled,field_scrambled,2,0.1,0.16626935802283624,0.08162779335693889,0.08464156466589735
qwen,V15Q_g1,V15Q_g1_field_scrambled,field_scrambled,2,0.5,0.07351027892420331,0.03660204842683353,0.03690823049736978
qwen,V15Q_g1,V15Q_g1_field_scrambled,field_scrambled,2,1.0,0.043904707474169226,0.022249117299395344,0.02165559017477388
qwen,V15Q_g1,V15Q_g1_field_scrambled,field_scrambled,3,0.1,0.09917131486388328,0.09229276460350266,0.006878550260380617
qwen,V15Q_g1,V15Q_g1_field_scrambled,field_scrambled,3,0.5,0.04250056416991661,0.039681191291656794,0.0028193728782598196
qwen,V15Q_g1,V15Q_g1_field_scrambled,field_scrambled,3,1.0,0.02473731683186299,0.0233541379589497,0.001383178872913289
qwen,V15Q_g1,V15Q_g1_field_scrambled,field_scrambled,4,0.1,0.07690898168768957,0.109058578255995,-0.03214959656830543
qwen,V15Q_g1,V15Q_g1_field_scrambled,field_scrambled,4,0.5,0.03257032871653062,0.044497674720801364,-0.011927346004270742
qwen,V15Q_g1,V15Q_g1_field_scrambled,field_scrambled,4,1.0,0.01872863813796977,0.02477215842249724,-0.006043520284527471
qwen,V15Q_g2,V15Q_g2_nominal_markovized,nominal_markovized,2,0.1,0.04307993165613433,0.07370118903599765,-0.03062125737986332
qwen,V15Q_g2,V15Q_g2_nominal_markovized,nominal_markovized,2,0.5,0.01924792419499384,0.038271513569403205,-0.019023589374409365
qwen,V15Q_g2,V15Q_g2_nominal_markovized,nominal_markovized,2,1.0,0.011778971695789923,0.025467108028181144,-0.01368813633239122
qwen,V15Q_g2,V15Q_g2_nominal_markovized,nominal_markovized,3,0.1,0.0380408271998638,0.09954987715287467,-0.06150904995301087
qwen,V15Q_g2,V15Q_g2_nominal_markovized,nominal_markovized,3,0.5,0.016789423680642207,0.0479596184875919,-0.031170194806949693
qwen,V15Q_g2,V15Q_g2_nominal_markovized,nominal_markovized,3,1.0,0.010128580147953457,0.029773906809891306,-0.01964532666193785
qwen,V15Q_g2,V15Q_g2_nominal_markovized,nominal_markovized,4,0.1,0.03303796187377198,0.12693819167599807,-0.09390022980222609
qwen,V15Q_g2,V15Q_g2_nominal_markovized,nominal_markovized,4,0.5,0.014436429548858216,0.05543115725178187,-0.04099472770292365
qwen,V15Q_g2,V15Q_g2_nominal_markovized,nominal_markovized,4,1.0,0.008610523982111127,0.03220905925898096,-0.023598535276869833
qwen,V15Q_g2,V15Q_g2_field_markovized,field_markovized,2,0.1,0.1141344299783187,0.1368032215535787,-0.022668791575260014
qwen,V15Q_g2,V15Q_g2_field_markovized,field_markovized,2,0.5,0.05052424262986084,0.06646524365792146,-0.01594100102806062
qwen,V15Q_g2,V15Q_g2_field_markovized,field_markovized,2,1.0,0.030371701119220586,0.04175089430905053,-0.011379193189829946
qwen,V15Q_g2,V15Q_g2_field_markovized,field_markovized,3,0.1,0.08663766824579208,0.1628670128260882,-0.07622934458029612
qwen,V15Q_g2,V15Q_g2_field_markovized,field_markovized,3,0.5,0.0376216286817418,0.072413645247305,-0.034792016565563195
qwen,V15Q_g2,V15Q_g2_field_markovized,field_markovized,3,1.0,0.02217649863731386,0.04195625296872497,-0.019779754331411107
qwen,V15Q_g2,V15Q_g2_field_markovized,field_markovized,4,0.1,0.07075655847723748,0.19310140511624876,-0.12234484663901128
qwen,V15Q_g2,V15Q_g2_field_markovized,field_markovized,4,0.5,0.030291151835906704,0.07880567863671133,-0.04851452680080462
qwen,V15Q_g2,V15Q_g2_field_markovized,field_markovized,4,1.0,0.017599782744861615,0.04186793413896331,-0.024268151394101694
qwen,V15Q_g2,V15Q_g2_field_persistent,field_persistent,2,0.1,0.12681936969423377,0.0625275483769754,0.06429182131725837
qwen,V15Q_g2,V15Q_g2_field_persistent,field_persistent,2,0.5,0.05572497487546603,0.030647762626005205,0.025077212249460825
qwen,V15Q_g2,V15Q_g2_field_persistent,field_persistent,2,1.0,0.03327269984987043,0.01887163929340042,0.014401060556470006
qwen,V15Q_g2,V15Q_g2_field_persistent,field_persistent,3,0.1,0.0992934136099539,0.07503333374654718,0.024260079863406725
qwen,V15Q_g2,V15Q_g2_field_persistent,field_persistent,3,0.5,0.042744820285835566,0.03382478160619727,0.008920038679638295
qwen,V15Q_g2,V15Q_g2_field_persistent,field_persistent,3,1.0,0.024999859109559517,0.019923090667224898,0.005076768442334619
qwen,V15Q_g2,V15Q_g2_field_persistent,field_persistent,4,0.1,0.08028940001098718,0.09100287446620839,-0.010713474455221209
qwen,V15Q_g2,V15Q_g2_field_persistent,field_persistent,4,0.5,0.03416208131243074,0.038580517239592035,-0.0044184359271612975
qwen,V15Q_g2,V15Q_g2_field_persistent,field_persistent,4,1.0,0.019742962518084613,0.02186939360574257,-0.002126431087657959
qwen,V15Q_g2,V15Q_g2_field_scrambled,field_scrambled,2,0.1,0.1236135394443693,0.045027165969813654,0.07858637347455565
qwen,V15Q_g2,V15Q_g2_field_scrambled,field_scrambled,2,0.5,0.05447098814150594,0.02224005825893243,0.032230929882573506
qwen,V15Q_g2,V15Q_g2_field_scrambled,field_scrambled,2,1.0,0.0326231515375269,0.013739709940514029,0.01888344159701287
qwen,V15Q_g2,V15Q_g2_field_scrambled,field_scrambled,3,0.1,0.09285985589490328,0.054063367749071126,0.038796488145832156
qwen,V15Q_g2,V15Q_g2_field_scrambled,field_scrambled,3,0.5,0.04019533381294738,0.02476999313900231,0.015425340673945073
qwen,V15Q_g2,V15Q_g2_field_scrambled,field_scrambled,3,1.0,0.0236438975701511,0.014650645328175128,0.008993252241975972
qwen,V15Q_g2,V15Q_g2_field_scrambled,field_scrambled,4,0.1,0.07387994964068284,0.06660709041221147,0.007272859228471373
qwen,V15Q_g2,V15Q_g2_field_scrambled,field_scrambled,4,0.5,0.03166928690358386,0.02857470246547337,0.0030945844381104898
qwen,V15Q_g2,V15Q_g2_field_scrambled,field_scrambled,4,1.0,0.018443322136507668,0.01661144186659594,0.0018318802699117294
qwen,V15Q_g3,V15Q_g3_nominal_markovized,nominal_markovized,2,0.1,0.052970211742059806,0.02984947101506329,0.023120740726996516
qwen,V15Q_g3,V15Q_g3_nominal_markovized,nominal_markovized,2,0.5,0.02357853335840343,0.015026299000983123,0.008552234357420307
qwen,V15Q_g3,V15Q_g3_nominal_markovized,nominal_markovized,2,1.0,0.01436574467481752,0.01007986678043602,0.0042858778943815
qwen,V15Q_g3,V15Q_g3_nominal_markovized,nominal_markovized,3,0.1,0.046253146623280776,0.03910034425373897,0.007152802369541807
qwen,V15Q_g3,V15Q_g3_nominal_markovized,nominal_markovized,3,0.5,0.020317796620017863,0.018536178287677608,0.0017816183323402547
qwen,V15Q_g3,V15Q_g3_nominal_markovized,nominal_markovized,3,1.0,0.012191030813868374,0.011339276680705923,0.0008517541331624513
qwen,V15Q_g3,V15Q_g3_nominal_markovized,nominal_markovized,4,0.1,0.041802009526717206,0.04876573344094749,-0.006963723914230287
qwen,V15Q_g3,V15Q_g3_nominal_markovized,nominal_markovized,4,0.5,0.018190530269885916,0.02217388917706591,-0.003983358907179994
qwen,V15Q_g3,V15Q_g3_nominal_markovized,nominal_markovized,4,1.0,0.010799341066534613,0.013655404884152978,-0.0028560638176183643
qwen,V15Q_g3,V15Q_g3_field_markovized,field_markovized,2,0.1,0.12669766204577504,0.09349808066891017,0.033199581376864865
qwen,V15Q_g3,V15Q_g3_field_markovized,field_markovized,2,0.5,0.05547200806345024,0.0450837006069792,0.010388307456471041
qwen,V15Q_g3,V15Q_g3_field_markovized,field_markovized,2,1.0,0.032989699972654024,0.027998210166108137,0.004991489806545887
qwen,V15Q_g3,V15Q_g3_field_markovized,field_markovized,3,0.1,0.09913068198426149,0.11151924403657694,-0.01238856205231545
qwen,V15Q_g3,V15Q_g3_field_markovized,field_markovized,3,0.5,0.042419764618262724,0.04869754083474008,-0.006277776216477356
qwen,V15Q_g3,V15Q_g3_field_markovized,field_markovized,3,1.0,0.024651023866170376,0.028275509353615554,-0.003624485487445178
qwen,V15Q_g3,V15Q_g3_field_markovized,field_markovized,4,0.1,0.08121478758493698,0.1317026164636175,-0.050487828878680516
qwen,V15Q_g3,V15Q_g3_field_markovized,field_markovized,4,0.5,0.03429956692040507,0.05439538179394781,-0.02009581487354274
qwen,V15Q_g3,V15Q_g3_field_markovized,field_markovized,4,1.0,0.019669241818668342,0.030054427083106242,-0.0103851852644379
qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,2,0.1,0.11531510655117203,0.06306127099521737,0.052253835555954656
qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,2,0.5,0.050395059113216074,0.02927810558882329,0.021116953524392783
qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,2,1.0,0.030062145377444963,0.018596209594354735,0.011465935783090228
qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,3,0.1,0.08710654520789154,0.07448020621671077,0.012626338991180777
qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,3,0.5,0.03754123230136029,0.03326506663533286,0.004276165666027433
qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,3,1.0,0.022050900702087095,0.019777531009173486,0.002273369692913609
qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,4,0.1,0.06896165533931224,0.08944058246118677,-0.020478927121874532
qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,4,0.5,0.029464697397228956,0.038411193693601124,-0.008946496296372168
qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,4,1.0,0.017144983264733626,0.02199937500418354,-0.004854391739449914
qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,2,0.1,0.12356263476100166,0.0886673287601901,0.03489530600081156
qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,2,0.5,0.054364391295827826,0.04247681840415801,0.011887572891669813
qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,2,1.0,0.032502918792302576,0.02671042938326555,0.005792489409037028
qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,3,0.1,0.09439879917854203,0.10603045397996214,-0.011631654801420102
qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,3,0.5,0.04069216860717022,0.04669615629940683,-0.006003987692236611
qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,3,1.0,0.023829976068636616,0.027473194097017626,-0.0036432180283810095
qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,4,0.1,0.07591187660609029,0.12575935445328995,-0.04984747784719966
qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,4,0.5,0.03229335820329197,0.05247388832764986,-0.020180530124357894
qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,4,1.0,0.018656726380841048,0.029274837429399292,-0.010618111048558244
qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,2,0.1,0.04970761344938576,0.02299704361766875,0.02671056983171701
qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,2,0.5,0.022209143301915965,0.010978129618879211,0.011231013683036754
qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,2,1.0,0.013591121187449907,0.0071769452318808874,0.00641417595556902
qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,3,0.1,0.041371554051041606,0.02868094000306189,0.012690614047979717
qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,3,0.5,0.018298006140374915,0.013473195520833203,0.004824810619541712
qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,3,1.0,0.011065568016601935,0.008547194183396965,0.0025183738332049694
qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,4,0.1,0.03529398313304257,0.035225653455593656,6.832967744891533e-05
qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,4,0.5,0.015510961057745194,0.017000811035135226,-0.0014898499773900314
qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,4,1.0,0.00931180091432336,0.01027863668347923,-0.0009668357691558702
qwen,V15Q_g4,V15Q_g4_field_markovized,field_markovized,2,0.1,0.14256581714738276,0.09703717460788636,0.0455286425394964
qwen,V15Q_g4,V15Q_g4_field_markovized,field_markovized,2,0.5,0.06328244865872708,0.045180767230015025,0.018101681428712053
qwen,V15Q_g4,V15Q_g4_field_markovized,field_markovized,2,1.0,0.03797500868787623,0.027849427773296145,0.010125580914580087
qwen,V15Q_g4,V15Q_g4_field_markovized,field_markovized,3,0.1,0.09477636540700277,0.11188964749375047,-0.0171132820867477
qwen,V15Q_g4,V15Q_g4_field_markovized,field_markovized,3,0.5,0.04088806712898676,0.04807984268178012,-0.007191775552793364
qwen,V15Q_g4,V15Q_g4_field_markovized,field_markovized,3,1.0,0.02392819307652255,0.02840967310238667,-0.004481480025864119
qwen,V15Q_g4,V15Q_g4_field_markovized,field_markovized,4,0.1,0.07402297403818002,0.13242859060462006,-0.05840561656644004
qwen,V15Q_g4,V15Q_g4_field_markovized,field_markovized,4,0.5,0.031584489370349474,0.05441498121997311,-0.022830491849623637
qwen,V15Q_g4,V15Q_g4_field_markovized,field_markovized,4,1.0,0.018280497284940894,0.029818789017757488,-0.011538291732816595
qwen,V15Q_g4,V15Q_g4_field_persistent,field_persistent,2,0.1,0.14143963886190672,0.05302217631200685,0.08841746254989988
qwen,V15Q_g4,V15Q_g4_field_persistent,field_persistent,2,0.5,0.0614308561934054,0.024560817219509472,0.03687003897389593
qwen,V15Q_g4,V15Q_g4_field_persistent,field_persistent,2,1.0,0.0363923428132816,0.015450172211556304,0.020942170601725298
qwen,V15Q_g4,V15Q_g4_field_persistent,field_persistent,3,0.1,0.09518062265419204,0.06086522051645221,0.03431540213773983
qwen,V15Q_g4,V15Q_g4_field_persistent,field_persistent,3,0.5,0.04079354208882866,0.026775900081431884,0.014017642007396778
qwen,V15Q_g4,V15Q_g4_field_persistent,field_persistent,3,1.0,0.023816668526348856,0.016124805606768496,0.0076918629195803605
qwen,V15Q_g4,V15Q_g4_field_persistent,field_persistent,4,0.1,0.07538489785998147,0.07406944545536533,0.0013154524046161409
qwen,V15Q_g4,V15Q_g4_field_persistent,field_persistent,4,0.5,0.03198491473337535,0.03156525983295038,0.00041965490042496917
qwen,V15Q_g4,V15Q_g4_field_persistent,field_persistent,4,1.0,0.018473215704378605,0.018083313450391415,0.0003899022539871899
qwen,V15Q_g4,V15Q_g4_field_scrambled,field_scrambled,2,0.1,0.17696644079692755,0.12180665297212716,0.055159787824800396
qwen,V15Q_g4,V15Q_g4_field_scrambled,field_scrambled,2,0.5,0.07581477774834243,0.05552628835097819,0.02028848939736424
qwen,V15Q_g4,V15Q_g4_field_scrambled,field_scrambled,2,1.0,0.04424343705701772,0.03347498416085244,0.010768452896165279
qwen,V15Q_g4,V15Q_g4_field_scrambled,field_scrambled,3,0.1,0.12245822242944161,0.13501890537230063,-0.012560682942859017
qwen,V15Q_g4,V15Q_g4_field_scrambled,field_scrambled,3,0.5,0.05152965706698454,0.05802685819427623,-0.006497201127291685
qwen,V15Q_g4,V15Q_g4_field_scrambled,field_scrambled,3,1.0,0.02950399463223377,0.03305487265704129,-0.0035508780248075175
qwen,V15Q_g4,V15Q_g4_field_scrambled,field_scrambled,4,0.1,0.09772701831809687,0.156160958013936,-0.05843393969583914
qwen,V15Q_g4,V15Q_g4_field_scrambled,field_scrambled,4,0.5,0.04056414604313024,0.06267233071024611,-0.022108184667115872
qwen,V15Q_g4,V15Q_g4_field_scrambled,field_scrambled,4,1.0,0.022901338564755958,0.03364928579456536,-0.010747947229809401
qwen,V15Q_g5,V15Q_g5_nominal_markovized,nominal_markovized,2,0.1,0.046374545958250024,0.09201483999124162,-0.045640294032991593
qwen,V15Q_g5,V15Q_g5_nominal_markovized,nominal_markovized,2,0.5,0.020686714245263676,0.04678339754970721,-0.026096683304443532
qwen,V15Q_g5,V15Q_g5_nominal_markovized,nominal_markovized,2,1.0,0.012635495478957324,0.03241833397656242,-0.0197828384976051
qwen,V15Q_g5,V15Q_g5_nominal_markovized,nominal_markovized,3,0.1,0.036386878191174046,0.12641527522073748,-0.09002839702956343
qwen,V15Q_g5,V15Q_g5_nominal_markovized,nominal_markovized,3,0.5,0.016059448738005595,0.05861523932034504,-0.04255579058233945
qwen,V15Q_g5,V15Q_g5_nominal_markovized,nominal_markovized,3,1.0,0.00968820709804243,0.03581517214199456,-0.02612696504395213
qwen,V15Q_g5,V15Q_g5_nominal_markovized,nominal_markovized,4,0.1,0.03113669321725202,0.1564598042130333,-0.12532311099578128
qwen,V15Q_g5,V15Q_g5_nominal_markovized,nominal_markovized,4,0.5,0.013706758582718845,0.06681649278401625,-0.0531097342012974
qwen,V15Q_g5,V15Q_g5_nominal_markovized,nominal_markovized,4,1.0,0.008214587961768919,0.03754323518602527,-0.029328647224256356
qwen,V15Q_g5,V15Q_g5_field_markovized,field_markovized,2,0.1,0.13471321757294213,0.16019053131500519,-0.02547731374206305
qwen,V15Q_g5,V15Q_g5_field_markovized,field_markovized,2,0.5,0.05827050948951168,0.07462677839178614,-0.016356268902274457
qwen,V15Q_g5,V15Q_g5_field_markovized,field_markovized,2,1.0,0.03436400774239147,0.04554222461768454,-0.011178216875293072
qwen,V15Q_g5,V15Q_g5_field_markovized,field_markovized,3,0.1,0.09527762712738574,0.18746522471852445,-0.0921875975911387
qwen,V15Q_g5,V15Q_g5_field_markovized,field_markovized,3,0.5,0.04067046665356926,0.07861061931149906,-0.0379401526579298
qwen,V15Q_g5,V15Q_g5_field_markovized,field_markovized,3,1.0,0.023623231356434442,0.04446363872778093,-0.02084040737134649
qwen,V15Q_g5,V15Q_g5_field_markovized,field_markovized,4,0.1,0.07231392603929233,0.2113239183833794,-0.13900999234408706
qwen,V15Q_g5,V15Q_g5_field_markovized,field_markovized,4,0.5,0.030587818401395007,0.08267796630801152,-0.05209014790661652
qwen,V15Q_g5,V15Q_g5_field_markovized,field_markovized,4,1.0,0.017586590000706104,0.043750414857987634,-0.02616382485728153
qwen,V15Q_g5,V15Q_g5_field_persistent,field_persistent,2,0.1,0.1447090824346842,0.050161232602127355,0.09454784983255685
qwen,V15Q_g5,V15Q_g5_field_persistent,field_persistent,2,0.5,0.06281863638907957,0.02316602078169118,0.03965261560738839
qwen,V15Q_g5,V15Q_g5_field_persistent,field_persistent,2,1.0,0.037193263347119,0.014925598314603758,0.02226766503251524
qwen,V15Q_g5,V15Q_g5_field_persistent,field_persistent,3,0.1,0.09524580593227315,0.05705264354851831,0.03819316238375484
qwen,V15Q_g5,V15Q_g5_field_persistent,field_persistent,3,0.5,0.040924542545119055,0.02521250480746238,0.015712037737656677
qwen,V15Q_g5,V15Q_g5_field_persistent,field_persistent,3,1.0,0.023958603380498704,0.014697418880531435,0.00926118449996727
qwen,V15Q_g5,V15Q_g5_field_persistent,field_persistent,4,0.1,0.0700562847891426,0.07008926431392286,-3.2979524780263336e-05
qwen,V15Q_g5,V15Q_g5_field_persistent,field_persistent,4,0.5,0.029932391006708792,0.02943109099668878,0.0005013000100200123
