model_key,cluster_id,panel_id,condition,memory_mode,baseline_mean_distance,maximum_disruption_distance,maximum_post_quench_distance,early_recovery_mean_distance_sweeps_31_35,late_recovery_mean_distance_sweeps_41_45,fixed_early_minus_late_recovery_distance,recovery_time_sweeps,final_five_sweep_mean_distance,macrostate_path_length,energy_entropy_signed_loop_area,belief_action_signed_loop_area,training_nominal_threshold_95
granite,V15G_g2,V15G_g2_field_scrambled,field_scrambled,scrambled_memory,9.2877634156399,22.775711585309946,22.775711585309946,15.768874494257409,15.703083593035263,0.06579090122214559,15.0,15.703083593035263,24.375248002814146,1.3703028201708634,-0.0859375,5.558147085650867
granite,V15G_g2,V15G_g2_nominal_markovized,nominal_markovized,markovized,3.6376805950139004,3.762805359422069,4.226315713758478,3.8801828047736877,4.226315713758478,-0.34613290898479,1.0,4.226315713758478,10.652409098023064,0.04653642818780224,0.0625,5.558147085650867
granite,V15G_g3,V15G_g3_field_markovized,field_markovized,markovized,3.2707949666001896,12.072129374355386,12.072129374355386,9.228766736346097,4.421677146008883,4.807089590337214,11.0,4.421677146008883,21.26266442175414,1.0299726707858063,0.2578125,5.659175603412318
granite,V15G_g3,V15G_g3_field_persistent,field_persistent,persistent_memory,3.8658729556501243,30.752401526557062,30.752401526557062,15.241961333445825,15.241961333445825,0.0,15.0,15.241961333445825,18.653572558749506,1.995337409949114,-0.09375,5.659175603412318
granite,V15G_g3,V15G_g3_field_scrambled,field_scrambled,scrambled_memory,6.168736896052595,14.608116299132925,25.5851530093448,12.550603252016096,11.11944776910013,1.4311554829159654,15.0,11.11944776910013,23.793449767846127,1.3736525672500122,-0.15625,5.659175603412318
granite,V15G_g3,V15G_g3_nominal_markovized,nominal_markovized,markovized,3.2685450202057513,2.7786725581976097,3.62370990689628,3.2425133240074606,3.123209697214086,0.11930362679337447,1.0,3.123209697214086,10.713067933977243,0.25260770639512575,0.015625,5.659175603412318
granite,V15G_g4,V15G_g4_field_markovized,field_markovized,markovized,6.371262420848146,30.07538540820657,87.44411252243731,64.4438167725261,10.627902705233996,53.81591406729211,15.0,10.627902705233996,45.20981054910871,2.2163668542532236,0.25,5.519943939324743
granite,V15G_g4,V15G_g4_field_persistent,field_persistent,persistent_memory,6.514777856980784,20.885332946169793,20.885332946169793,18.17119761012237,18.17119761012237,0.0,15.0,18.17119761012237,16.195022717271904,1.8660760544878006,0.171875,5.519943939324743
granite,V15G_g4,V15G_g4_field_scrambled,field_scrambled,scrambled_memory,14.27058883526789,16.01346310240553,17.94842944365632,15.53756549152836,13.902579348983181,1.6349861425451788,15.0,13.902579348983181,29.38331735240927,1.7610792748565274,-0.125,5.519943939324743
granite,V15G_g4,V15G_g4_nominal_markovized,nominal_markovized,markovized,6.371521204178241,11.126184141366844,11.126184141366844,1.5114938816328851,1.5114938816328851,0.0,1.0,1.5114938816328851,9.092568869463111,0.2269628342553418,0.0859375,5.519943939324743
granite,V15G_g5,V15G_g5_field_markovized,field_markovized,markovized,14.873380917062166,56.741914330027,56.741914330027,29.963319004257233,10.129603009881198,19.833715994376035,15.0,10.129603009881198,35.296653328521764,1.7741808049661927,0.09375,5.6346683775974755
granite,V15G_g5,V15G_g5_field_persistent,field_persistent,persistent_memory,14.782110237177903,13.145156094665804,15.285612527595033,12.803848735492988,15.163501538695154,-2.3596528032021666,15.0,15.163501538695154,15.212827268909344,0.09858639268929892,0.0,5.6346683775974755
granite,V15G_g5,V15G_g5_field_scrambled,field_scrambled,scrambled_memory,13.954939545985868,75.44293185534282,75.44293185534282,24.597665676996165,13.631537376168618,10.966128300827547,15.0,13.631537376168618,24.05267282115842,1.0281284866025615,-0.0078125,5.6346683775974755
granite,V15G_g5,V15G_g5_nominal_markovized,nominal_markovized,markovized,14.686945236282536,3.1601877337719664,3.1601877337719664,2.5982292732980232,2.057296012376893,0.5409332609211304,1.0,2.057296012376893,9.166782875975652,-0.005131821263766767,0.0234375,5.6346683775974755
qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,markovized,3.771384007314239,102.90412733974564,102.90412733974564,70.03917233682601,1.6950526312503018,68.34411970557571,6.0,1.6950526312503018,30.19266475998667,0.9086434229188747,0.015625,6.7225272441820465
qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,persistent_memory,3.6922330901055904,103.59057411085762,103.59057411085762,72.8421989856674,1.6950526312503018,71.14714635441709,6.0,1.6950526312503018,30.78726896746777,1.1851316242474326,0.0078125,6.7225272441820465
qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,scrambled_memory,3.524242264946856,102.70220446640023,102.70220446640023,64.41645343776587,1.6950526312503018,62.72140080651557,6.0,1.6950526312503018,32.19822711035067,1.315367639366798,0.0,6.7225272441820465
qwen,V15Q_g0,V15Q_g0_nominal_markovized,nominal_markovized,markovized,3.7707613461003886,1.6950526312503018,2.855939804401592,1.7164913392424772,1.6950526312503018,0.0214387079921754,1.0,1.6950526312503018,8.538243165239269,0.8796169684461717,0.015625,6.7225272441820465
qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,markovized,3.7649316282117793,110.02434937361771,125.30915869753844,91.23939896241515,1.3460895449197883,89.89330941749536,6.0,1.3460895449197883,26.46534639843403,0.43736287886498815,0.0625,6.871486397572315
qwen,V15Q_g1,V15Q_g1_field_persistent,field_persistent,persistent_memory,4.250024387155768,125.47990420202417,125.47990420202417,92.12611820856512,0.8573324436254108,91.26878576493971,6.0,0.8573324436254108,26.24931049269098,0.5419882797971596,0.0546875,6.871486397572315
qwen,V15Q_g1,V15Q_g1_field_scrambled,field_scrambled,scrambled_memory,3.1901722705222397,115.91160607691326,126.04623793199383,92.5692140914546,0.8573324436254108,91.71188164782919,6.0,0.8573324436254108,30.792500623257677,0.9291002860358937,0.046875,6.871486397572315
qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,markovized,3.756910712085814,4.036486089540522,4.036486089540522,1.5244500622426966,1.4416135081591668,0.08283655408352986,1.0,1.4416135081591668,11.430331076388477,0.33830032697501267,0.0390625,6.871486397572315
qwen,V15Q_g2,V15Q_g2_field_markovized,field_markovized,markovized,4.051637434734858,114.48155625298425,120.04760073352054,83.32493412644774,0.8802568692329211,82.44467725721482,6.0,0.8802568692329211,29.136560537259744,0.7694563952980431,0.0234375,6.828316402914248
qwen,V15Q_g2,V15Q_g2_field_persistent,field_persistent,persistent_memory,3.1800628537040367,115.47839192411652,118.35895026582044,87.43384029303077,0.8802568692329211,86.55358342379785,6.0,0.8802568692329211,28.08432341713727,1.0670638917379698,0.03125,6.828316402914248
qwen,V15Q_g2,V15Q_g2_field_scrambled,field_scrambled,scrambled_memory,3.184595001621213,114.18156275961407,118.54940369909691,87.00671726850896,0.8802568692329211,86.12646039927604,6.0,0.8802568692329211,29.373087978031133,1.049551063569119,0.0,6.828316402914248
qwen,V15Q_g2,V15Q_g2_nominal_markovized,nominal_markovized,markovized,4.051168656313349,1.3983417542193108,2.8742764441660706,0.8802568692329211,0.9443658650097901,-0.06410899577686902,1.0,0.9443658650097901,13.004239004506125,0.8366524866551579,0.0234375,6.828316402914248
qwen,V15Q_g3,V15Q_g3_field_markovized,field_markovized,markovized,6.242156777878879,117.95551363010392,117.95551363010392,78.79481173554163,1.7764287906010712,77.01838294494056,6.0,1.7764287906010712,33.24342222200259,1.224072707422529,0.0,6.773507017035193
qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,4.78734984175453,117.37325015685319,117.37325015685319,85.33291259636667,1.7764287906010712,83.5564838057656,6.0,1.7764287906010712,28.74689131539581,1.0140383735272351,-0.015625,6.773507017035193
qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,5.602253922809155,102.78321295309809,105.75998633469717,76.71479247521829,1.7764287906010712,74.93836368461722,6.0,1.7764287906010712,31.12614227728752,1.4113539268990962,0.015625,6.773507017035193
qwen,V15Q_g3,V15Q_g3_nominal_markovized,nominal_markovized,markovized,6.198328225438328,1.7764287906010712,1.7764287906010712,1.7764287906010712,1.7764287906010712,0.0,1.0,1.7764287906010712,13.500387024498426,1.223261003927572,0.0,6.773507017035193
qwen,V15Q_g4,V15Q_g4_field_markovized,field_markovized,markovized,7.025099976182013,114.79196404376474,123.15791346956334,91.42983938171733,5.321521603090858,86.10831777862647,6.0,5.321521603090858,29.87962645826026,0.8033380037151616,0.03125,6.8209969351781945
qwen,V15Q_g4,V15Q_g4_field_persistent,field_persistent,persistent_memory,6.583805641177088,119.00536855449957,124.42441732973592,91.92967864627995,5.385950971219345,86.54372767506061,6.0,5.385950971219345,26.54412943360996,1.2725758930597326,0.03125,6.8209969351781945
qwen,V15Q_g4,V15Q_g4_field_scrambled,field_scrambled,scrambled_memory,7.568699008155185,89.64778855935647,97.48843181889491,70.71102767790043,5.385950971219345,65.32507670668109,6.0,5.385950971219345,32.98215697538004,1.6529161440851396,0.0625,6.8209969351781945
qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,7.032930827590755,5.385950971219345,5.930807428218765,5.385950971219345,5.321601241424338,0.06434972979500753,1.0,5.321601241424338,12.535324433542414,0.7923357247863319,0.03125,6.8209969351781945
qwen,V15Q_g5,V15Q_g5_field_markovized,field_markovized,markovized,3.6945407018703516,111.0901492854194,111.0901492854194,70.24511344110498,0.8494683987939087,69.39564504231107,6.0,0.8494683987939087,30.0673008529866,0.5039650920560881,0.0234375,6.7925865155249285
qwen,V15Q_g5,V15Q_g5_field_persistent,field_persistent,persistent_memory,3.0368580030581334,110.24002830997422,111.81553673660186,82.69225608726572,0.8320080408014141,81.8602480464643,6.0,0.8320080408014141,29.13453944082419,0.5730698470099078,0.0234375,6.7925865155249285
qwen,V15Q_g5,V15Q_g5_field_scrambled,field_scrambled,scrambled_memory,3.4789805253781756,100.20825335057499,110.88446578558573,82.65823767513209,0.7714699916214455,81.88676768351064,6.0,0.7714699916214455,33.195417815753174,0.6607600397088724,0.015625,6.7925865155249285
qwen,V15Q_g5,V15Q_g5_nominal_markovized,nominal_markovized,markovized,3.6844242323076384,4.078821333106784,6.846621780045023,3.2695629042872953,0.8320080408014141,2.4375548634858815,1.0,0.8320080408014141,14.230713476360918,0.527583185934418,0.0234375,6.7925865155249285
