model_key,condition,phase,temporal_window,pooling_rule,estimate,ci_low,ci_high,independent_clusters,clusters_total,undefined_clusters,bootstrap_replicates,valid_bootstrap_replicates
granite,nominal_markovized,baseline,full_phase,pooled_moments_across_clusters,0.2709678460743802,-0.039253462032732056,0.5078604831092058,6.0,6.0,0.0,10000.0,10000.0
granite,nominal_markovized,baseline,late_half,mean_of_cluster_cumulants,0.6154934697292134,0.5526862577649898,0.6660364257864659,5.0,6.0,1.0,10000.0,
granite,nominal_markovized,baseline,late_half,pooled_moments_across_clusters,0.41665944794623155,-0.0027540427935881517,0.5897562872247617,6.0,6.0,0.0,10000.0,9999.0
granite,nominal_markovized,disruption,early_half,mean_of_cluster_cumulants,0.6189071454294046,0.550899089024221,0.6599169262720666,6.0,6.0,0.0,10000.0,
granite,nominal_markovized,disruption,early_half,pooled_moments_across_clusters,0.49236565536387056,0.4415231617396559,0.613723275443522,6.0,6.0,0.0,10000.0,10000.0
granite,nominal_markovized,disruption,full_phase,mean_of_cluster_cumulants,0.5314241691625413,0.3976237245239919,0.6371062861602832,6.0,6.0,0.0,10000.0,
granite,nominal_markovized,disruption,full_phase,pooled_moments_across_clusters,0.12817832516847838,-0.21191972564400907,0.5367558788221171,6.0,6.0,0.0,10000.0,10000.0
granite,nominal_markovized,disruption,late_half,mean_of_cluster_cumulants,0.6474723243542924,0.6135890293944873,0.6666666666666667,5.0,6.0,1.0,10000.0,
granite,nominal_markovized,disruption,late_half,pooled_moments_across_clusters,-0.02725186261592194,-0.5341763477973975,0.6000000000000001,6.0,6.0,0.0,10000.0,10000.0
granite,nominal_markovized,recovery,early_half,mean_of_cluster_cumulants,0.6275947067388362,0.5964253869392208,0.6562874310837346,6.0,6.0,0.0,10000.0,
granite,nominal_markovized,recovery,early_half,pooled_moments_across_clusters,0.37574404151033247,0.027708193642494106,0.6085378542161506,6.0,6.0,0.0,10000.0,10000.0
granite,nominal_markovized,recovery,full_phase,mean_of_cluster_cumulants,0.5752585614046515,0.4180876772268835,0.6617206667346812,6.0,6.0,0.0,10000.0,
granite,nominal_markovized,recovery,full_phase,pooled_moments_across_clusters,0.3752101233187649,-0.04968858131487863,0.6053608389339286,6.0,6.0,0.0,10000.0,10000.0
granite,nominal_markovized,recovery,late_half,mean_of_cluster_cumulants,0.6666666666666667,0.6666666666666667,0.6666666666666667,5.0,6.0,1.0,10000.0,
granite,nominal_markovized,recovery,late_half,pooled_moments_across_clusters,0.375,-0.16666666666666674,0.6000000000000001,6.0,6.0,0.0,10000.0,10000.0
qwen,field_markovized,baseline,early_half,mean_of_cluster_cumulants,0.003979103543287159,-0.4172275100962383,0.29373673137298234,6.0,6.0,0.0,10000.0,
qwen,field_markovized,baseline,early_half,pooled_moments_across_clusters,0.014086468356671822,-0.3345674617301526,0.25226618861050465,6.0,6.0,0.0,10000.0,10000.0
qwen,field_markovized,baseline,full_phase,mean_of_cluster_cumulants,-0.7037871866934498,-1.643682655407039,-0.09126417630441376,6.0,6.0,0.0,10000.0,
qwen,field_markovized,baseline,full_phase,pooled_moments_across_clusters,-0.5626324928201065,-1.1819337181334495,-0.14670822215901236,6.0,6.0,0.0,10000.0,10000.0
qwen,field_markovized,baseline,late_half,mean_of_cluster_cumulants,-1.0197705802968962,-1.6005398110661269,-0.5666666666666667,5.0,6.0,1.0,10000.0,
qwen,field_markovized,baseline,late_half,pooled_moments_across_clusters,-1.2222222222222219,-3.137931034482758,-0.5686274509803924,6.0,6.0,0.0,10000.0,10000.0
qwen,field_markovized,disruption,early_half,mean_of_cluster_cumulants,-3.217471390522803,-4.308767282377612,-2.1123108218435114,6.0,6.0,0.0,10000.0,
qwen,field_markovized,disruption,early_half,pooled_moments_across_clusters,-3.612531764382683,-5.70497810531903,-2.014410908903084,6.0,6.0,0.0,10000.0,10000.0
qwen,field_markovized,disruption,full_phase,mean_of_cluster_cumulants,-5.508825697969641,-7.826194462707282,-3.3998577207282534,6.0,6.0,0.0,10000.0,
qwen,field_markovized,disruption,full_phase,pooled_moments_across_clusters,-6.2937029322224,-9.973156899810961,-3.4489644970414206,6.0,6.0,0.0,10000.0,10000.0
qwen,field_markovized,disruption,late_half,mean_of_cluster_cumulants,-3.267857142857143,-7.125,-1.0952380952380953,4.0,6.0,2.0,10000.0,
qwen,field_markovized,disruption,late_half,pooled_moments_across_clusters,-3.2857142857142856,-11.63157894736842,-1.5263157894736845,6.0,6.0,0.0,10000.0,9990.0
qwen,field_markovized,recovery,early_half,mean_of_cluster_cumulants,-2.5861132289461093,-4.019706063404125,-1.153141652869732,6.0,6.0,0.0,10000.0,
qwen,field_markovized,recovery,early_half,pooled_moments_across_clusters,-1.5774549949779804,-4.400746911806952,-0.43630602082390224,6.0,6.0,0.0,10000.0,10000.0
qwen,field_markovized,recovery,full_phase,mean_of_cluster_cumulants,-4.699895855471671,-7.506498628257887,-2.5161932419194453,6.0,6.0,0.0,10000.0,
qwen,field_markovized,recovery,full_phase,pooled_moments_across_clusters,-3.507508750799804,-6.8753230480068925,-1.7122046858151165,6.0,6.0,0.0,10000.0,10000.0
qwen,field_markovized,recovery,late_half,mean_of_cluster_cumulants,-2.6764705882352944,-4.0,-1.3529411764705888,2.0,6.0,4.0,10000.0,
qwen,field_markovized,recovery,late_half,pooled_moments_across_clusters,-8.6,-29.0,-3.0677966101694913,6.0,6.0,0.0,10000.0,9128.0
qwen,field_persistent,baseline,early_half,mean_of_cluster_cumulants,-0.4052362112246713,-0.7111668497294549,-0.021502588034268317,6.0,6.0,0.0,10000.0,
qwen,field_persistent,baseline,early_half,pooled_moments_across_clusters,-0.4444079694957197,-1.1674699337867671,0.08883039367336543,6.0,6.0,0.0,10000.0,10000.0
qwen,field_persistent,baseline,full_phase,mean_of_cluster_cumulants,-1.7968327543275804,-2.42233369945891,-1.0262296952609693,6.0,6.0,0.0,10000.0,
qwen,field_persistent,baseline,full_phase,pooled_moments_across_clusters,-1.8234137012499145,-3.3095277748338345,-0.7329413129247069,6.0,6.0,0.0,10000.0,10000.0
qwen,field_persistent,baseline,late_half,mean_of_cluster_cumulants,-4.0,-4.0,-4.0,1.0,6.0,5.0,10000.0,
qwen,field_persistent,baseline,late_half,pooled_moments_across_clusters,-29.0,-29.0,-9.0,6.0,6.0,0.0,10000.0,6543.0
qwen,field_persistent,disruption,early_half,mean_of_cluster_cumulants,-4.045731157251227,-4.553823381204333,-3.637722085121199,6.0,6.0,0.0,10000.0,
qwen,field_persistent,disruption,early_half,pooled_moments_across_clusters,-5.241636157050876,-6.83673469387755,-3.9382716049382713,6.0,6.0,0.0,10000.0,10000.0
qwen,field_persistent,disruption,full_phase,mean_of_cluster_cumulants,-9.091462314502454,-10.169375157470395,-8.2754441702424,6.0,6.0,0.0,10000.0,
qwen,field_persistent,disruption,full_phase,pooled_moments_across_clusters,-11.483272314101752,-14.49586776859504,-8.876543209876543,6.0,6.0,0.0,10000.0,10000.0
qwen,field_persistent,disruption,late_half,mean_of_cluster_cumulants,,,,0.0,6.0,6.0,10000.0,
qwen,field_persistent,disruption,late_half,pooled_moments_across_clusters,,,,6.0,6.0,0.0,10000.0,0.0
qwen,field_persistent,recovery,early_half,mean_of_cluster_cumulants,-4.845524691358025,-5.297916666666666,-4.309490740740741,6.0,6.0,0.0,10000.0,
qwen,field_persistent,recovery,early_half,pooled_moments_across_clusters,-5.435960890908352,-6.2255273120605725,-4.477555435370471,6.0,6.0,0.0,10000.0,10000.0
qwen,field_persistent,recovery,full_phase,mean_of_cluster_cumulants,-10.69104938271605,-11.569444444444443,-9.637037037037038,6.0,6.0,0.0,10000.0,
qwen,field_persistent,recovery,full_phase,pooled_moments_across_clusters,-11.871921781816704,-13.451054624121145,-9.955110870740942,6.0,6.0,0.0,10000.0,10000.0
qwen,field_persistent,recovery,late_half,mean_of_cluster_cumulants,,,,0.0,6.0,6.0,10000.0,
qwen,field_persistent,recovery,late_half,pooled_moments_across_clusters,,,,6.0,6.0,0.0,10000.0,0.0
qwen,field_scrambled,baseline,early_half,mean_of_cluster_cumulants,-0.5906169628915298,-0.9807795553225533,-0.25336233106134304,6.0,6.0,0.0,10000.0,
qwen,field_scrambled,baseline,early_half,pooled_moments_across_clusters,-1.1856779885484072,-1.5864462809917352,-0.5210781793375951,6.0,6.0,0.0,10000.0,10000.0
qwen,field_scrambled,baseline,full_phase,mean_of_cluster_cumulants,-1.8013668792493462,-2.85575864916038,-0.8976003639807894,6.0,6.0,0.0,10000.0,
qwen,field_scrambled,baseline,full_phase,pooled_moments_across_clusters,-2.81000479785864,-3.1194332283646515,-1.6228733459357279,6.0,6.0,0.0,10000.0,10000.0
qwen,field_scrambled,baseline,late_half,mean_of_cluster_cumulants,-0.8803418803418802,-1.2222222222222219,-0.5384615384615385,2.0,6.0,4.0,10000.0,
qwen,field_scrambled,baseline,late_half,pooled_moments_across_clusters,-4.454545454545454,-12.333333333333332,-1.4489795918367347,6.0,6.0,0.0,10000.0,9126.0
qwen,field_scrambled,disruption,early_half,mean_of_cluster_cumulants,-1.839398771678064,-2.804465278569768,-0.9203762641369945,6.0,6.0,0.0,10000.0,
qwen,field_scrambled,disruption,early_half,pooled_moments_across_clusters,-2.8647959183673466,-4.1939534152422455,-1.340183980731891,6.0,6.0,0.0,10000.0,10000.0
qwen,field_scrambled,disruption,full_phase,mean_of_cluster_cumulants,-4.0766569537869675,-5.930659248616127,-2.657414317206172,6.0,6.0,0.0,10000.0,
qwen,field_scrambled,disruption,full_phase,pooled_moments_across_clusters,-6.155243960034663,-8.868998665681223,-3.5032340772682256,6.0,6.0,0.0,10000.0,10000.0
qwen,field_scrambled,disruption,late_half,mean_of_cluster_cumulants,-1.1052631578947372,-1.1052631578947372,-1.1052631578947372,1.0,6.0,5.0,10000.0,
qwen,field_scrambled,disruption,late_half,pooled_moments_across_clusters,-11.63157894736842,-11.63157894736842,-3.2105263157894743,6.0,6.0,0.0,10000.0,6696.0
qwen,field_scrambled,recovery,early_half,mean_of_cluster_cumulants,-2.9432996015730084,-4.428319475938523,-1.5123708080842897,6.0,6.0,0.0,10000.0,
qwen,field_scrambled,recovery,early_half,pooled_moments_across_clusters,-2.418553688823958,-4.752066115702479,-1.1551624465256096,6.0,6.0,0.0,10000.0,10000.0
qwen,field_scrambled,recovery,full_phase,mean_of_cluster_cumulants,-6.886599203146017,-9.871913580246913,-4.141121620523969,6.0,6.0,0.0,10000.0,
qwen,field_scrambled,recovery,full_phase,pooled_moments_across_clusters,-5.837107377647916,-10.807618954472101,-3.243503025987896,6.0,6.0,0.0,10000.0,10000.0
qwen,field_scrambled,recovery,late_half,mean_of_cluster_cumulants,,,,0.0,6.0,6.0,10000.0,
qwen,field_scrambled,recovery,late_half,pooled_moments_across_clusters,,,,6.0,6.0,0.0,10000.0,0.0
qwen,nominal_markovized,baseline,early_half,mean_of_cluster_cumulants,0.003979103543287159,-0.4172275100962382,0.2937615787726771,6.0,6.0,0.0,10000.0,
qwen,nominal_markovized,baseline,early_half,pooled_moments_across_clusters,0.014086468356671822,-0.31670203405620834,0.2605300934841217,6.0,6.0,0.0,10000.0,10000.0
qwen,nominal_markovized,baseline,full_phase,mean_of_cluster_cumulants,-0.7037871866934498,-1.6388027561384815,-0.10132089815546351,6.0,6.0,0.0,10000.0,
qwen,nominal_markovized,baseline,full_phase,pooled_moments_across_clusters,-0.5626324928201065,-1.2500665239678748,-0.1428571428571428,6.0,6.0,0.0,10000.0,10000.0
qwen,nominal_markovized,baseline,late_half,mean_of_cluster_cumulants,-1.0197705802968962,-1.5794871794871796,-0.55,5.0,6.0,1.0,10000.0,
qwen,nominal_markovized,baseline,late_half,pooled_moments_across_clusters,-1.2222222222222219,-3.137931034482758,-0.5789473684210524,6.0,6.0,0.0,10000.0,10000.0
qwen,nominal_markovized,disruption,early_half,mean_of_cluster_cumulants,-1.131782945736434,-2.333333333333333,0.06976744186046524,2.0,6.0,4.0,10000.0,
qwen,nominal_markovized,disruption,early_half,pooled_moments_across_clusters,-3.3636363636363633,-19.0,-0.7021276595744681,6.0,6.0,0.0,10000.0,9091.0
qwen,nominal_markovized,disruption,full_phase,mean_of_cluster_cumulants,-3.242424242424242,-5.666666666666666,-0.8181818181818183,2.0,6.0,4.0,10000.0,
qwen,nominal_markovized,disruption,full_phase,pooled_moments_across_clusters,-7.571428571428571,-39.0,-2.333333333333333,6.0,6.0,0.0,10000.0,9144.0
qwen,nominal_markovized,disruption,late_half,mean_of_cluster_cumulants,-39.0,-39.0,-39.0,1.0,6.0,5.0,10000.0,
qwen,nominal_markovized,disruption,late_half,pooled_moments_across_clusters,-239.0,-239.0,-79.0,6.0,6.0,0.0,10000.0,6671.0
qwen,nominal_markovized,recovery,early_half,mean_of_cluster_cumulants,-1.5757908496732025,-2.5555555555555554,-0.884235294117647,4.0,6.0,2.0,10000.0,
qwen,nominal_markovized,recovery,early_half,pooled_moments_across_clusters,-3.8000000000000007,-7.8888888888888875,-1.592,6.0,6.0,0.0,10000.0,9988.0
qwen,nominal_markovized,recovery,full_phase,mean_of_cluster_cumulants,-3.3326095708213357,-5.226024955436721,-1.8916662004662004,5.0,6.0,1.0,10000.0,
qwen,nominal_markovized,recovery,full_phase,pooled_moments_across_clusters,-5.092357547934107,-9.368,-2.3103448275862064,6.0,6.0,0.0,10000.0,10000.0
qwen,nominal_markovized,recovery,late_half,mean_of_cluster_cumulants,-2.1546840958605666,-3.444444444444444,-1.3529411764705888,3.0,6.0,3.0,10000.0,
qwen,nominal_markovized,recovery,late_half,pooled_moments_across_clusters,-4.853658536585366,-25.666666666666664,-2.116883116883117,6.0,6.0,0.0,10000.0,9842.0
