replicate,full_statmech_balanced_accuracy,order_only_balanced_accuracy,simple_uncertainty_balanced_accuracy,full_minus_order_only_balanced_accuracy,full_minus_simple_uncertainty_balanced_accuracy
88,0.25,0.375,0.25,-0.125,0.0
89,0.375,0.2916666666666667,0.4166666666666667,0.08333333333333331,-0.041666666666666685
90,0.125,0.16666666666666666,0.25,-0.04166666666666666,-0.125
91,0.3333333333333333,0.20833333333333334,0.25,0.12499999999999997,0.08333333333333331
92,0.20833333333333334,0.25,0.08333333333333333,-0.04166666666666666,0.125
93,0.2916666666666667,0.08333333333333333,0.25,0.20833333333333337,0.041666666666666685
94,0.125,0.16666666666666666,0.2916666666666667,-0.04166666666666666,-0.16666666666666669
95,0.20833333333333334,0.20833333333333334,0.2916666666666667,0.0,-0.08333333333333334
96,0.25,0.16666666666666666,0.16666666666666666,0.08333333333333334,0.08333333333333334
97,0.20833333333333334,0.25,0.25,-0.04166666666666666,-0.04166666666666666
98,0.25,0.375,0.20833333333333334,-0.125,0.04166666666666666
99,0.4583333333333333,0.2916666666666667,0.25,0.16666666666666663,0.20833333333333331
100,0.375,0.16666666666666666,0.4166666666666667,0.20833333333333334,-0.041666666666666685
101,0.20833333333333334,0.25,0.2916666666666667,-0.04166666666666666,-0.08333333333333334
102,0.20833333333333334,0.08333333333333333,0.08333333333333333,0.125,0.125
103,0.20833333333333334,0.375,0.375,-0.16666666666666666,-0.16666666666666666
104,0.25,0.041666666666666664,0.3333333333333333,0.20833333333333334,-0.08333333333333331
105,0.25,0.375,0.3333333333333333,-0.125,-0.08333333333333331
106,0.125,0.125,0.16666666666666666,0.0,-0.04166666666666666
107,0.20833333333333334,0.20833333333333334,0.2916666666666667,0.0,-0.08333333333333334
108,0.25,0.25,0.2916666666666667,0.0,-0.041666666666666685
109,0.125,0.16666666666666666,0.20833333333333334,-0.04166666666666666,-0.08333333333333334
110,0.25,0.20833333333333334,0.20833333333333334,0.04166666666666666,0.04166666666666666
111,0.16666666666666666,0.20833333333333334,0.125,-0.041666666666666685,0.04166666666666666
112,0.16666666666666666,0.08333333333333333,0.125,0.08333333333333333,0.04166666666666666
113,0.3333333333333333,0.2916666666666667,0.25,0.04166666666666663,0.08333333333333331
114,0.25,0.20833333333333334,0.16666666666666666,0.04166666666666666,0.08333333333333334
115,0.3333333333333333,0.4583333333333333,0.3333333333333333,-0.125,0.0
116,0.3333333333333333,0.2916666666666667,0.3333333333333333,0.04166666666666663,0.0
117,0.125,0.25,0.2916666666666667,-0.125,-0.16666666666666669
118,0.4166666666666667,0.08333333333333333,0.375,0.33333333333333337,0.041666666666666685
119,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.08333333333333337,0.08333333333333337
120,0.25,0.125,0.16666666666666666,0.125,0.08333333333333334
121,0.2916666666666667,0.25,0.20833333333333334,0.041666666666666685,0.08333333333333334
122,0.20833333333333334,0.20833333333333334,0.25,0.0,-0.04166666666666666
123,0.375,0.2916666666666667,0.375,0.08333333333333331,0.0
124,0.3333333333333333,0.375,0.2916666666666667,-0.041666666666666685,0.04166666666666663
125,0.16666666666666666,0.4166666666666667,0.2916666666666667,-0.25,-0.12500000000000003
126,0.2916666666666667,0.3333333333333333,0.2916666666666667,-0.04166666666666663,0.0
127,0.375,0.3333333333333333,0.4166666666666667,0.041666666666666685,-0.041666666666666685
128,0.125,0.2916666666666667,0.2916666666666667,-0.16666666666666669,-0.16666666666666669
129,0.25,0.25,0.25,0.0,0.0
130,0.20833333333333334,0.16666666666666666,0.25,0.041666666666666685,-0.04166666666666666
131,0.25,0.375,0.16666666666666666,-0.125,0.08333333333333334
132,0.375,0.125,0.375,0.25,0.0
133,0.20833333333333334,0.25,0.25,-0.04166666666666666,-0.04166666666666666
134,0.25,0.16666666666666666,0.2916666666666667,0.08333333333333334,-0.041666666666666685
135,0.25,0.2916666666666667,0.2916666666666667,-0.041666666666666685,-0.041666666666666685
136,0.2916666666666667,0.20833333333333334,0.20833333333333334,0.08333333333333334,0.08333333333333334
137,0.25,0.25,0.16666666666666666,0.0,0.08333333333333334
138,0.375,0.20833333333333334,0.5,0.16666666666666666,-0.125
139,0.2916666666666667,0.20833333333333334,0.2916666666666667,0.08333333333333334,0.0
140,0.25,0.25,0.25,0.0,0.0
141,0.20833333333333334,0.2916666666666667,0.20833333333333334,-0.08333333333333334,0.0
142,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.0,0.0
143,0.25,0.2916666666666667,0.20833333333333334,-0.041666666666666685,0.04166666666666666
144,0.5,0.20833333333333334,0.4166666666666667,0.29166666666666663,0.08333333333333331
145,0.25,0.375,0.2916666666666667,-0.125,-0.041666666666666685
146,0.375,0.25,0.16666666666666666,0.125,0.20833333333333334
147,0.375,0.3333333333333333,0.20833333333333334,0.041666666666666685,0.16666666666666666
148,0.125,0.16666666666666666,0.125,-0.04166666666666666,0.0
149,0.2916666666666667,0.2916666666666667,0.25,0.0,0.041666666666666685
150,0.375,0.375,0.3333333333333333,0.0,0.041666666666666685
151,0.375,0.4166666666666667,0.3333333333333333,-0.041666666666666685,0.041666666666666685
152,0.2916666666666667,0.2916666666666667,0.25,0.0,0.041666666666666685
153,0.2916666666666667,0.3333333333333333,0.25,-0.04166666666666663,0.041666666666666685
154,0.125,0.3333333333333333,0.16666666666666666,-0.20833333333333331,-0.04166666666666666
155,0.125,0.16666666666666666,0.16666666666666666,-0.04166666666666666,-0.04166666666666666
156,0.2916666666666667,0.2916666666666667,0.4166666666666667,0.0,-0.125
157,0.3333333333333333,0.16666666666666666,0.25,0.16666666666666666,0.08333333333333331
158,0.16666666666666666,0.2916666666666667,0.25,-0.12500000000000003,-0.08333333333333334
159,0.16666666666666666,0.2916666666666667,0.20833333333333334,-0.12500000000000003,-0.041666666666666685
160,0.3333333333333333,0.2916666666666667,0.3333333333333333,0.04166666666666663,0.0
161,0.2916666666666667,0.375,0.20833333333333334,-0.08333333333333331,0.08333333333333334
162,0.3333333333333333,0.125,0.25,0.20833333333333331,0.08333333333333331
163,0.5833333333333334,0.3333333333333333,0.2916666666666667,0.25000000000000006,0.2916666666666667
164,0.25,0.25,0.25,0.0,0.0
165,0.3333333333333333,0.20833333333333334,0.25,0.12499999999999997,0.08333333333333331
166,0.2916666666666667,0.3333333333333333,0.3333333333333333,-0.04166666666666663,-0.04166666666666663
167,0.2916666666666667,0.3333333333333333,0.25,-0.04166666666666663,0.041666666666666685
168,0.125,0.20833333333333334,0.20833333333333334,-0.08333333333333334,-0.08333333333333334
169,0.375,0.25,0.25,0.125,0.125
170,0.25,0.2916666666666667,0.2916666666666667,-0.041666666666666685,-0.041666666666666685
171,0.20833333333333334,0.2916666666666667,0.041666666666666664,-0.08333333333333334,0.16666666666666669
172,0.25,0.4166666666666667,0.2916666666666667,-0.16666666666666669,-0.041666666666666685
173,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.0,0.0
174,0.20833333333333334,0.16666666666666666,0.3333333333333333,0.041666666666666685,-0.12499999999999997
175,0.08333333333333333,0.16666666666666666,0.20833333333333334,-0.08333333333333333,-0.125
176,0.25,0.20833333333333334,0.375,0.04166666666666666,-0.125
177,0.20833333333333334,0.25,0.16666666666666666,-0.04166666666666666,0.041666666666666685
178,0.2916666666666667,0.3333333333333333,0.375,-0.04166666666666663,-0.08333333333333331
179,0.2916666666666667,0.25,0.25,0.041666666666666685,0.041666666666666685
180,0.25,0.2916666666666667,0.16666666666666666,-0.041666666666666685,0.08333333333333334
181,0.20833333333333334,0.25,0.20833333333333334,-0.04166666666666666,0.0
182,0.125,0.375,0.20833333333333334,-0.25,-0.08333333333333334
183,0.125,0.125,0.25,0.0,-0.125
184,0.16666666666666666,0.16666666666666666,0.20833333333333334,0.0,-0.041666666666666685
185,0.125,0.25,0.20833333333333334,-0.125,-0.08333333333333334
186,0.5,0.4166666666666667,0.4166666666666667,0.08333333333333331,0.08333333333333331
187,0.3333333333333333,0.20833333333333334,0.16666666666666666,0.12499999999999997,0.16666666666666666
188,0.2916666666666667,0.16666666666666666,0.16666666666666666,0.12500000000000003,0.12500000000000003
189,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0
190,0.16666666666666666,0.4166666666666667,0.16666666666666666,-0.25,0.0
191,0.16666666666666666,0.25,0.20833333333333334,-0.08333333333333334,-0.041666666666666685
192,0.20833333333333334,0.125,0.125,0.08333333333333334,0.08333333333333334
193,0.25,0.20833333333333334,0.2916666666666667,0.04166666666666666,-0.041666666666666685
194,0.3333333333333333,0.20833333333333334,0.2916666666666667,0.12499999999999997,0.04166666666666663
195,0.4166666666666667,0.25,0.20833333333333334,0.16666666666666669,0.20833333333333334
196,0.16666666666666666,0.125,0.16666666666666666,0.04166666666666666,0.0
197,0.375,0.4166666666666667,0.20833333333333334,-0.041666666666666685,0.16666666666666666
198,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0
199,0.125,0.25,0.16666666666666666,-0.125,-0.04166666666666666
200,0.125,0.2916666666666667,0.2916666666666667,-0.16666666666666669,-0.16666666666666669
201,0.125,0.16666666666666666,0.2916666666666667,-0.04166666666666666,-0.16666666666666669
202,0.08333333333333333,0.20833333333333334,0.2916666666666667,-0.125,-0.20833333333333337
203,0.2916666666666667,0.25,0.2916666666666667,0.041666666666666685,0.0
204,0.16666666666666666,0.25,0.3333333333333333,-0.08333333333333334,-0.16666666666666666
205,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.08333333333333337,0.08333333333333337
206,0.3333333333333333,0.375,0.375,-0.041666666666666685,-0.041666666666666685
207,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.0,0.0
208,0.3333333333333333,0.08333333333333333,0.25,0.25,0.08333333333333331
209,0.16666666666666666,0.16666666666666666,0.125,0.0,0.04166666666666666
210,0.2916666666666667,0.16666666666666666,0.375,0.12500000000000003,-0.08333333333333331
211,0.125,0.041666666666666664,0.041666666666666664,0.08333333333333334,0.08333333333333334
212,0.2916666666666667,0.16666666666666666,0.375,0.12500000000000003,-0.08333333333333331
213,0.16666666666666666,0.4166666666666667,0.20833333333333334,-0.25,-0.041666666666666685
214,0.20833333333333334,0.16666666666666666,0.2916666666666667,0.041666666666666685,-0.08333333333333334
215,0.25,0.25,0.16666666666666666,0.0,0.08333333333333334
216,0.125,0.3333333333333333,0.2916666666666667,-0.20833333333333331,-0.16666666666666669
217,0.125,0.25,0.3333333333333333,-0.125,-0.20833333333333331
218,0.3333333333333333,0.125,0.375,0.20833333333333331,-0.041666666666666685
219,0.125,0.16666666666666666,0.125,-0.04166666666666666,0.0
220,0.25,0.25,0.25,0.0,0.0
221,0.20833333333333334,0.125,0.3333333333333333,0.08333333333333334,-0.12499999999999997
222,0.375,0.25,0.16666666666666666,0.125,0.20833333333333334
223,0.20833333333333334,0.125,0.25,0.08333333333333334,-0.04166666666666666
224,0.25,0.3333333333333333,0.16666666666666666,-0.08333333333333331,0.08333333333333334
225,0.20833333333333334,0.2916666666666667,0.2916666666666667,-0.08333333333333334,-0.08333333333333334
226,0.20833333333333334,0.20833333333333334,0.25,0.0,-0.04166666666666666
227,0.25,0.20833333333333334,0.375,0.04166666666666666,-0.125
228,0.375,0.2916666666666667,0.4166666666666667,0.08333333333333331,-0.041666666666666685
229,0.20833333333333334,0.2916666666666667,0.16666666666666666,-0.08333333333333334,0.041666666666666685
230,0.125,0.20833333333333334,0.08333333333333333,-0.08333333333333334,0.04166666666666667
231,0.20833333333333334,0.3333333333333333,0.3333333333333333,-0.12499999999999997,-0.12499999999999997
232,0.25,0.3333333333333333,0.20833333333333334,-0.08333333333333331,0.04166666666666666
233,0.125,0.3333333333333333,0.25,-0.20833333333333331,-0.125
234,0.20833333333333334,0.25,0.2916666666666667,-0.04166666666666666,-0.08333333333333334
235,0.16666666666666666,0.16666666666666666,0.2916666666666667,0.0,-0.12500000000000003
236,0.25,0.20833333333333334,0.2916666666666667,0.04166666666666666,-0.041666666666666685
237,0.3333333333333333,0.25,0.2916666666666667,0.08333333333333331,0.04166666666666663
238,0.4166666666666667,0.375,0.25,0.041666666666666685,0.16666666666666669
239,0.3333333333333333,0.125,0.375,0.20833333333333331,-0.041666666666666685
240,0.25,0.20833333333333334,0.2916666666666667,0.04166666666666666,-0.041666666666666685
241,0.20833333333333334,0.125,0.08333333333333333,0.08333333333333334,0.125
242,0.3333333333333333,0.25,0.20833333333333334,0.08333333333333331,0.12499999999999997
243,0.20833333333333334,0.20833333333333334,0.16666666666666666,0.0,0.041666666666666685
244,0.3333333333333333,0.20833333333333334,0.2916666666666667,0.12499999999999997,0.04166666666666663
245,0.16666666666666666,0.20833333333333334,0.25,-0.041666666666666685,-0.08333333333333334
246,0.20833333333333334,0.20833333333333334,0.375,0.0,-0.16666666666666666
247,0.25,0.375,0.25,-0.125,0.0
248,0.20833333333333334,0.3333333333333333,0.2916666666666667,-0.12499999999999997,-0.08333333333333334
249,0.25,0.20833333333333334,0.25,0.04166666666666666,0.0
250,0.375,0.4166666666666667,0.25,-0.041666666666666685,0.125
251,0.25,0.20833333333333334,0.375,0.04166666666666666,-0.125
252,0.125,0.125,0.125,0.0,0.0
253,0.375,0.16666666666666666,0.20833333333333334,0.20833333333333334,0.16666666666666666
254,0.20833333333333334,0.08333333333333333,0.25,0.125,-0.04166666666666666
255,0.25,0.16666666666666666,0.20833333333333334,0.08333333333333334,0.04166666666666666
256,0.16666666666666666,0.25,0.20833333333333334,-0.08333333333333334,-0.041666666666666685
257,0.16666666666666666,0.3333333333333333,0.16666666666666666,-0.16666666666666666,0.0
258,0.20833333333333334,0.25,0.16666666666666666,-0.04166666666666666,0.041666666666666685
259,0.25,0.20833333333333334,0.4583333333333333,0.04166666666666666,-0.20833333333333331
260,0.20833333333333334,0.3333333333333333,0.25,-0.12499999999999997,-0.04166666666666666
261,0.125,0.3333333333333333,0.125,-0.20833333333333331,0.0
262,0.3333333333333333,0.4166666666666667,0.125,-0.08333333333333337,0.20833333333333331
263,0.375,0.3333333333333333,0.3333333333333333,0.041666666666666685,0.041666666666666685
264,0.08333333333333333,0.08333333333333333,0.125,0.0,-0.04166666666666667
265,0.16666666666666666,0.25,0.20833333333333334,-0.08333333333333334,-0.041666666666666685
266,0.08333333333333333,0.16666666666666666,0.08333333333333333,-0.08333333333333333,0.0
267,0.375,0.3333333333333333,0.2916666666666667,0.041666666666666685,0.08333333333333331
268,0.16666666666666666,0.16666666666666666,0.25,0.0,-0.08333333333333334
269,0.3333333333333333,0.25,0.2916666666666667,0.08333333333333331,0.04166666666666663
270,0.20833333333333334,0.125,0.3333333333333333,0.08333333333333334,-0.12499999999999997
271,0.16666666666666666,0.20833333333333334,0.25,-0.041666666666666685,-0.08333333333333334
272,0.125,0.20833333333333334,0.20833333333333334,-0.08333333333333334,-0.08333333333333334
273,0.16666666666666666,0.25,0.20833333333333334,-0.08333333333333334,-0.041666666666666685
274,0.16666666666666666,0.4166666666666667,0.25,-0.25,-0.08333333333333334
275,0.3333333333333333,0.2916666666666667,0.375,0.04166666666666663,-0.041666666666666685
276,0.25,0.20833333333333334,0.125,0.04166666666666666,0.125
277,0.20833333333333334,0.25,0.25,-0.04166666666666666,-0.04166666666666666
278,0.25,0.16666666666666666,0.16666666666666666,0.08333333333333334,0.08333333333333334
279,0.375,0.4166666666666667,0.20833333333333334,-0.041666666666666685,0.16666666666666666
280,0.20833333333333334,0.16666666666666666,0.08333333333333333,0.041666666666666685,0.125
281,0.16666666666666666,0.25,0.20833333333333334,-0.08333333333333334,-0.041666666666666685
282,0.16666666666666666,0.125,0.2916666666666667,0.04166666666666666,-0.12500000000000003
283,0.20833333333333334,0.25,0.16666666666666666,-0.04166666666666666,0.041666666666666685
284,0.3333333333333333,0.3333333333333333,0.2916666666666667,0.0,0.04166666666666663
285,0.2916666666666667,0.3333333333333333,0.25,-0.04166666666666663,0.041666666666666685
286,0.2916666666666667,0.375,0.2916666666666667,-0.08333333333333331,0.0
287,0.5,0.3333333333333333,0.2916666666666667,0.16666666666666669,0.20833333333333331
288,0.375,0.2916666666666667,0.16666666666666666,0.08333333333333331,0.20833333333333334
289,0.25,0.25,0.16666666666666666,0.0,0.08333333333333334
290,0.16666666666666666,0.375,0.3333333333333333,-0.20833333333333334,-0.16666666666666666
291,0.25,0.2916666666666667,0.3333333333333333,-0.041666666666666685,-0.08333333333333331
292,0.16666666666666666,0.125,0.125,0.04166666666666666,0.04166666666666666
293,0.16666666666666666,0.25,0.20833333333333334,-0.08333333333333334,-0.041666666666666685
294,0.16666666666666666,0.16666666666666666,0.2916666666666667,0.0,-0.12500000000000003
295,0.20833333333333334,0.125,0.25,0.08333333333333334,-0.04166666666666666
296,0.20833333333333334,0.16666666666666666,0.2916666666666667,0.041666666666666685,-0.08333333333333334
297,0.125,0.20833333333333334,0.20833333333333334,-0.08333333333333334,-0.08333333333333334
298,0.3333333333333333,0.2916666666666667,0.25,0.04166666666666663,0.08333333333333331
299,0.25,0.25,0.20833333333333334,0.0,0.04166666666666666
300,0.25,0.3333333333333333,0.25,-0.08333333333333331,0.0
301,0.20833333333333334,0.2916666666666667,0.20833333333333334,-0.08333333333333334,0.0
302,0.25,0.375,0.20833333333333334,-0.125,0.04166666666666666
303,0.16666666666666666,0.375,0.20833333333333334,-0.20833333333333334,-0.041666666666666685
304,0.20833333333333334,0.2916666666666667,0.25,-0.08333333333333334,-0.04166666666666666
305,0.20833333333333334,0.20833333333333334,0.25,0.0,-0.04166666666666666
306,0.20833333333333334,0.25,0.16666666666666666,-0.04166666666666666,0.041666666666666685
307,0.20833333333333334,0.2916666666666667,0.3333333333333333,-0.08333333333333334,-0.12499999999999997
308,0.16666666666666666,0.20833333333333334,0.20833333333333334,-0.041666666666666685,-0.041666666666666685
309,0.375,0.16666666666666666,0.4166666666666667,0.20833333333333334,-0.041666666666666685
310,0.20833333333333334,0.3333333333333333,0.16666666666666666,-0.12499999999999997,0.041666666666666685
311,0.2916666666666667,0.20833333333333334,0.25,0.08333333333333334,0.041666666666666685
312,0.125,0.25,0.125,-0.125,0.0
313,0.20833333333333334,0.16666666666666666,0.2916666666666667,0.041666666666666685,-0.08333333333333334
314,0.2916666666666667,0.041666666666666664,0.25,0.25,0.041666666666666685
315,0.2916666666666667,0.375,0.2916666666666667,-0.08333333333333331,0.0
316,0.125,0.20833333333333334,0.125,-0.08333333333333334,0.0
317,0.25,0.3333333333333333,0.25,-0.08333333333333331,0.0
318,0.3333333333333333,0.2916666666666667,0.20833333333333334,0.04166666666666663,0.12499999999999997
319,0.2916666666666667,0.2916666666666667,0.25,0.0,0.041666666666666685
320,0.16666666666666666,0.2916666666666667,0.25,-0.12500000000000003,-0.08333333333333334
321,0.375,0.3333333333333333,0.3333333333333333,0.041666666666666685,0.041666666666666685
322,0.2916666666666667,0.4166666666666667,0.2916666666666667,-0.125,0.0
323,0.25,0.08333333333333333,0.25,0.16666666666666669,0.0
324,0.20833333333333334,0.25,0.25,-0.04166666666666666,-0.04166666666666666
325,0.20833333333333334,0.16666666666666666,0.25,0.041666666666666685,-0.04166666666666666
326,0.25,0.2916666666666667,0.3333333333333333,-0.041666666666666685,-0.08333333333333331
327,0.16666666666666666,0.16666666666666666,0.125,0.0,0.04166666666666666
328,0.4166666666666667,0.25,0.4583333333333333,0.16666666666666669,-0.04166666666666663
329,0.20833333333333334,0.16666666666666666,0.3333333333333333,0.041666666666666685,-0.12499999999999997
330,0.25,0.3333333333333333,0.20833333333333334,-0.08333333333333331,0.04166666666666666
331,0.16666666666666666,0.125,0.16666666666666666,0.04166666666666666,0.0
332,0.20833333333333334,0.2916666666666667,0.20833333333333334,-0.08333333333333334,0.0
333,0.25,0.25,0.2916666666666667,0.0,-0.041666666666666685
334,0.25,0.2916666666666667,0.125,-0.041666666666666685,0.125
335,0.20833333333333334,0.20833333333333334,0.25,0.0,-0.04166666666666666
336,0.2916666666666667,0.2916666666666667,0.25,0.0,0.041666666666666685
337,0.3333333333333333,0.2916666666666667,0.2916666666666667,0.04166666666666663,0.04166666666666663
338,0.20833333333333334,0.25,0.20833333333333334,-0.04166666666666666,0.0
339,0.3333333333333333,0.20833333333333334,0.3333333333333333,0.12499999999999997,0.0
340,0.16666666666666666,0.125,0.16666666666666666,0.04166666666666666,0.0
341,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.0,0.0
342,0.16666666666666666,0.20833333333333334,0.16666666666666666,-0.041666666666666685,0.0
343,0.125,0.20833333333333334,0.16666666666666666,-0.08333333333333334,-0.04166666666666666
344,0.16666666666666666,0.125,0.375,0.04166666666666666,-0.20833333333333334
