application,episode,failed_actions,imitation_anchor_accuracy,imitation_anchor_loss,messages,ppo_actor,ppo_entropy,ppo_rows,ppo_total,ppo_value,primary_outcome,reward_sum,rl_training_seed,scenario,total_communication_messages,trigger_activations,variant
commercial,18,0,,,50,,,,,,11.564837426410051,-37.52653495015644,7303,intermittent-correlated-p1.0-o0.8,1388,0,thermo
humanitarian,19,2,,,63,,,,,,1923.9269546264047,-46.727585717981626,7303,partition-compound-p1.0-o1.0,1291,0,thermo
commercial,20,2,,,54,,,,,,13.679785537777372,-33.23818330248327,7303,reliable-nominal-p0.0-o0.0,2134,0,thermo
humanitarian,21,2,,,62,,,,,,1058.5264419525124,-25.027466030810935,7303,reliable-moderate-p0.5-o0.5,2590,0,thermo
commercial,22,1,,,48,,,,,,13.713337701506429,-40.7620115019767,7303,intermittent-correlated-p1.0-o0.8,1406,0,thermo
humanitarian,23,1,,,72,,,,,,1563.1879894097538,-46.25050083796383,7303,partition-compound-p1.0-o1.0,1310,0,thermo
commercial,24,16,,,29,,,,,,13.60240650006355,-36.14074690015976,7303,reliable-nominal-p0.0-o0.0,2099,0,thermo
humanitarian,25,10,,,38,,,,,,921.8298882423209,-38.85917713827758,7303,reliable-moderate-p0.5-o0.5,2582,0,thermo
commercial,26,9,0.802734375,0.8139713928103447,34,0.007872786484658717,1.1988401222229004,537,0.5199049806594849,1.0480411911010743,12.822487995338582,-46.381397717459684,7303,intermittent-correlated-p1.0-o0.8,1424,0,thermo
humanitarian,27,5,,,58,,,,,,2001.739686118905,-37.61306586414663,7303,partition-compound-p1.0-o1.0,1302,0,thermo
commercial,28,8,,,35,,,,,,12.142369935516134,-19.564446108987116,7303,reliable-nominal-p0.0-o0.0,2103,0,thermo
humanitarian,29,3,,,58,,,,,,1276.4730596119653,-22.891345300422863,7303,reliable-moderate-p0.5-o0.5,2610,0,thermo
commercial,30,6,,,43,,,,,,12.824293321381834,-43.967986075379685,7303,intermittent-correlated-p1.0-o0.8,1373,0,thermo
humanitarian,31,1,,,55,,,,,,2794.6281665304778,-37.53158271190964,7303,partition-compound-p1.0-o1.0,1325,0,thermo
commercial,32,16,,,44,,,,,,14.55846290170957,-28.209127864112784,7303,reliable-nominal-p0.0-o0.0,2122,0,thermo
humanitarian,33,0,,,47,,,,,,1638.8656033885484,-36.34442066248797,7303,reliable-moderate-p0.5-o0.5,2583,0,thermo
commercial,34,0,,,38,,,,,,13.588914687176919,-39.80707769884479,7303,intermittent-correlated-p1.0-o0.8,1416,0,thermo
humanitarian,35,6,,,54,,,,,,1704.6652858029333,-46.149285818688824,7303,partition-compound-p1.0-o1.0,1308,0,thermo
commercial,36,0,0.806640625,0.7717672362923622,44,-0.0036379473842680452,1.225385036468506,559,0.34717109143733976,0.726125783920288,14.786772768402098,-30.427975580340842,7303,reliable-nominal-p0.0-o0.0,2118,0,thermo
humanitarian,37,3,,,63,,,,,,1187.9596567494125,-35.066477382392016,7303,reliable-moderate-p0.5-o0.5,2611,0,thermo
commercial,38,2,,,51,,,,,,14.580871824473782,-33.44340076434139,7303,intermittent-correlated-p1.0-o0.8,1499,0,thermo
humanitarian,39,12,,,65,,,,,,1632.821065412816,-37.52674097259264,7303,partition-compound-p1.0-o1.0,1323,0,thermo
commercial,40,2,,,37,,,,,,12.469314808594405,-24.949480876466335,7303,reliable-nominal-p0.0-o0.0,2109,0,thermo
humanitarian,41,2,,,69,,,,,,1493.3413039614584,-34.818552053590864,7303,reliable-moderate-p0.5-o0.5,2609,0,thermo
commercial,42,9,,,36,,,,,,12.65398022353922,-43.544631756702806,7303,intermittent-correlated-p1.0-o0.8,1452,0,thermo
humanitarian,43,7,,,67,,,,,,2227.680875577071,-44.87491965497285,7303,partition-compound-p1.0-o1.0,1299,0,thermo
commercial,44,10,,,34,,,,,,13.663968113527371,-35.35230192508068,7303,reliable-nominal-p0.0-o0.0,2106,0,thermo
humanitarian,45,0,0.78271484375,0.7383236214518547,57,0.00015623472630977631,1.2063578939437867,564,0.314403147995472,0.6526209831237793,705.1472396262449,-24.768174630313485,7303,reliable-moderate-p0.5-o0.5,2609,0,thermo
commercial,46,1,,,45,,,,,,13.960862213559595,-40.46705162171951,7303,intermittent-correlated-p1.0-o0.8,1435,0,thermo
humanitarian,47,7,,,53,,,,,,2015.6511366803886,-38.32741471647765,7303,partition-compound-p1.0-o1.0,1293,0,thermo
commercial,48,7,,,52,,,,,,11.549889941795676,-27.196554246236527,7303,reliable-nominal-p0.0-o0.0,2136,0,thermo
humanitarian,49,1,,,60,,,,,,834.9389562141315,-37.28031791829886,7303,reliable-moderate-p0.5-o0.5,2596,0,thermo
commercial,50,4,,,45,,,,,,12.583821969537997,-44.63378839972674,7303,intermittent-correlated-p1.0-o0.8,1443,0,thermo
humanitarian,51,5,,,67,,,,,,2664.3447223235084,-37.52598524498354,7303,partition-compound-p1.0-o1.0,1299,0,thermo
commercial,52,1,,,54,,,,,,5.4006507981355245,-18.86413366212259,7303,reliable-nominal-p0.0-o0.0,2134,0,thermo
humanitarian,53,7,,,67,,,,,,1418.9479700719141,-30.611784456166227,7303,reliable-moderate-p0.5-o0.5,2599,0,thermo
commercial,54,11,0.74169921875,0.7038418799638748,34,-0.01730787828564644,1.1952496194839477,552,0.22410689577460288,0.5067345440387726,14.817219605882194,-30.457167278295966,7303,intermittent-correlated-p1.0-o0.8,1398,0,thermo
humanitarian,55,7,,,51,,,,,,1935.1492454422635,-39.62684749672204,7303,partition-compound-p1.0-o1.0,1301,0,thermo
commercial,56,9,,,38,,,,,,13.285102100010555,-40.2521344143941,7303,reliable-nominal-p0.0-o0.0,2100,0,thermo
humanitarian,57,0,,,49,,,,,,1031.1532686540233,-26.027090875996233,7303,reliable-moderate-p0.5-o0.5,2593,0,thermo
commercial,58,5,,,56,,,,,,12.716301660108199,-46.24198706195183,7303,intermittent-correlated-p1.0-o0.8,1452,0,thermo
humanitarian,59,3,,,65,,,,,,2435.068006956754,-49.09275026719896,7303,partition-compound-p1.0-o1.0,1321,0,thermo
commercial,60,1,,,45,,,,,,10.947136524065016,-37.68845064340234,7303,reliable-nominal-p0.0-o0.0,2121,0,thermo
humanitarian,61,6,,,52,,,,,,889.8122234402094,-33.44960600588367,7303,reliable-moderate-p0.5-o0.5,2562,0,thermo
commercial,62,3,,,47,,,,,,14.560011302971455,-34.676994205529816,7303,intermittent-correlated-p1.0-o0.8,1425,0,thermo
humanitarian,63,7,0.830078125,0.6570084616541862,59,0.0029158759117126464,1.2218277978897094,547,0.3118537789583206,0.6423123610019684,1984.7666831283586,-38.21938184992411,7303,partition-compound-p1.0-o1.0,1311,0,thermo
commercial,64,2,,,41,,,,,,13.19081748798189,-34.360898927170986,7303,reliable-nominal-p0.0-o0.0,2109,0,thermo
humanitarian,65,8,,,53,,,,,,1138.1109055102897,-35.874341273910666,7303,reliable-moderate-p0.5-o0.5,2573,0,thermo
commercial,66,2,,,42,,,,,,13.092562604043449,-40.572974773647964,7303,intermittent-correlated-p1.0-o0.8,1374,0,thermo
humanitarian,67,5,,,56,,,,,,1916.9943508913238,-39.933573569870724,7303,partition-compound-p1.0-o1.0,1298,0,thermo
commercial,68,9,,,35,,,,,,11.666787143736194,-40.34356171899119,7303,reliable-nominal-p0.0-o0.0,2119,0,thermo
humanitarian,69,2,,,63,,,,,,780.3286840041187,-37.3438589225905,7303,reliable-moderate-p0.5-o0.5,2591,0,thermo
commercial,70,10,,,31,,,,,,14.193054676354837,-34.26561202616416,7303,intermittent-correlated-p1.0-o0.8,1401,0,thermo
humanitarian,71,5,,,58,,,,,,1627.7685011952099,-48.238626355158935,7303,partition-compound-p1.0-o1.0,1296,0,thermo
commercial,72,6,0.82958984375,0.6239088103175163,45,0.029400758221745493,1.1580871653556823,516,0.2910961078107357,0.5465524351596832,14.266710907791026,-32.71578707103631,7303,reliable-nominal-p0.0-o0.0,2103,0,thermo
humanitarian,73,2,,,61,,,,,,1202.0611089298516,-22.6842365512001,7303,reliable-moderate-p0.5-o0.5,2601,0,thermo
commercial,74,6,,,51,,,,,,13.61396860113535,-35.14405029494706,7303,intermittent-correlated-p1.0-o0.8,1469,0,thermo
humanitarian,75,12,,,56,,,,,,2272.7491001500994,-48.380527126868834,7303,partition-compound-p1.0-o1.0,1270,0,thermo
commercial,76,3,,,46,,,,,,12.161025581199167,-35.957624181257174,7303,reliable-nominal-p0.0-o0.0,2116,0,thermo
humanitarian,77,0,,,55,,,,,,1223.662837665315,-36.98489680531177,7303,reliable-moderate-p0.5-o0.5,2585,0,thermo
commercial,78,2,,,55,,,,,,12.844929842625671,-41.63659340699143,7303,intermittent-correlated-p1.0-o0.8,1393,0,thermo
humanitarian,79,5,,,60,,,,,,1999.2124859980463,-43.11731945401931,7303,partition-compound-p1.0-o1.0,1298,0,thermo
commercial,80,1,,,40,,,,,,10.631913138194903,-25.09613719045393,7303,reliable-nominal-p0.0-o0.0,2098,0,thermo
humanitarian,81,2,0.822265625,0.5931954048573971,56,-0.00887794591486454,1.1729457330703736,546,0.22513248775154351,0.49147978067398074,792.1814778593961,-38.05727117495948,7303,reliable-moderate-p0.5-o0.5,2600,0,thermo
commercial,82,9,,,35,,,,,,11.905100880186787,-36.59557826718246,7303,intermittent-correlated-p1.0-o0.8,1383,0,thermo
humanitarian,83,9,,,47,,,,,,1465.8113148623056,-41.591818216185295,7303,partition-compound-p1.0-o1.0,1319,0,thermo
commercial,84,4,,,47,,,,,,12.514617214667721,-39.89035164520719,7303,reliable-nominal-p0.0-o0.0,2109,0,thermo
humanitarian,85,2,,,72,,,,,,763.7660487755153,-17.531680816450777,7303,reliable-moderate-p0.5-o0.5,2608,0,thermo
commercial,86,1,,,39,,,,,,13.564180680868837,-44.06162611158855,7303,intermittent-correlated-p1.0-o0.8,1429,0,thermo
humanitarian,87,6,,,59,,,,,,1318.076748765887,-44.93634891635069,7303,partition-compound-p1.0-o1.0,1287,0,thermo
commercial,88,0,,,41,,,,,,11.238108263979809,-26.196524698002992,7303,reliable-nominal-p0.0-o0.0,2127,0,thermo
humanitarian,89,4,,,55,,,,,,909.5244927693028,-26.11085075098243,7303,reliable-moderate-p0.5-o0.5,2611,0,thermo
commercial,90,0,0.82421875,0.5564770381897688,40,-0.01084708258509636,1.1427613496780396,558,0.2622849700599909,0.5691193342208862,14.629512958165787,-31.461402824063967,7303,intermittent-correlated-p1.0-o0.8,1354,0,thermo
humanitarian,91,6,,,46,,,,,,1733.6205683140886,-41.530431717150435,7303,partition-compound-p1.0-o1.0,1280,0,thermo
commercial,92,10,,,42,,,,,,10.654129690084,-37.07489710904083,7303,reliable-nominal-p0.0-o0.0,2108,0,thermo
humanitarian,93,6,,,44,,,,,,1138.1314233518453,-34.40618411209782,7303,reliable-moderate-p0.5-o0.5,2592,0,thermo
commercial,94,0,,,45,,,,,,13.518629275940484,-39.69658359542086,7303,intermittent-correlated-p1.0-o0.8,1435,0,thermo
humanitarian,95,16,,,62,,,,,,1604.9341399041375,-39.67272592645982,7303,partition-compound-p1.0-o1.0,1306,0,thermo
commercial,96,0,,,58,,,,,,8.391335516770667,-32.080996126399626,7303,reliable-nominal-p0.0-o0.0,2144,0,thermo
humanitarian,97,6,,,63,,,,,,1250.026930353706,-36.16440003483356,7303,reliable-moderate-p0.5-o0.5,2621,0,thermo
commercial,98,3,,,48,,,,,,13.628942398208487,-42.92435534389618,7303,intermittent-correlated-p1.0-o0.8,1444,0,thermo
humanitarian,99,6,0.830078125,0.5372581332921982,64,-0.024384455755352974,1.0465339708328247,542,0.14468776144087314,0.35907511711120604,2662.0613572674197,-40.74225767013873,7303,partition-compound-p1.0-o1.0,1312,0,thermo
commercial,100,0,,,54,,,,,,12.137541471908557,-22.71819937384922,7303,reliable-nominal-p0.0-o0.0,2124,0,thermo
humanitarian,101,2,,,47,,,,,,741.4745405839608,-34.95293535013423,7303,reliable-moderate-p0.5-o0.5,2599,0,thermo
commercial,102,13,,,43,,,,,,13.958002149348475,-37.22045800675605,7303,intermittent-correlated-p1.0-o0.8,1449,0,thermo
humanitarian,103,1,,,65,,,,,,1941.545963578831,-30.796945289741217,7303,partition-compound-p1.0-o1.0,1299,0,thermo
commercial,104,2,,,40,,,,,,11.998016861637822,-35.48550353232527,7303,reliable-nominal-p0.0-o0.0,2096,0,thermo
humanitarian,105,6,,,32,,,,,,1434.0108879008387,-32.039185510918756,7303,reliable-moderate-p0.5-o0.5,2574,0,thermo
commercial,106,8,,,49,,,,,,13.978349102932171,-40.05784873676896,7303,intermittent-correlated-p1.0-o0.8,1455,0,thermo
humanitarian,107,10,,,56,,,,,,1876.8501344526449,-48.26759536248111,7303,partition-compound-p1.0-o1.0,1302,0,thermo
commercial,108,5,0.85595703125,0.5130583643913269,39,-0.0114268771186471,1.0573383402824401,534,0.1637772435694933,0.3715550065040588,11.914658282463861,-39.44435923097664,7303,reliable-nominal-p0.0-o0.0,2101,0,thermo
humanitarian,109,3,,,54,,,,,,1359.9213021479495,-31.61090387719209,7303,reliable-moderate-p0.5-o0.5,2596,0,thermo
commercial,110,1,,,36,,,,,,12.455247097021493,-45.191497234391896,7303,intermittent-correlated-p1.0-o0.8,1422,0,thermo
humanitarian,111,6,,,52,,,,,,1713.7960754278076,-32.90459160519068,7303,partition-compound-p1.0-o1.0,1284,0,thermo
commercial,112,8,,,40,,,,,,13.91796047457866,-26.92995336694027,7303,reliable-nominal-p0.0-o0.0,2114,0,thermo
humanitarian,113,1,,,60,,,,,,1169.6674567811476,-43.82879827427426,7303,reliable-moderate-p0.5-o0.5,2596,0,thermo
commercial,114,3,,,44,,,,,,14.229779545604805,-35.55858711437371,7303,intermittent-correlated-p1.0-o0.8,1406,0,thermo
humanitarian,115,5,,,78,,,,,,2162.123973837404,-38.97696010979103,7303,partition-compound-p1.0-o1.0,1336,0,thermo
commercial,116,0,,,59,,,,,,11.986538365931052,-34.999207389218356,7303,reliable-nominal-p0.0-o0.0,2129,0,thermo
humanitarian,117,5,0.87548828125,0.4957943204790354,37,-0.007408872414380312,1.0298782444000245,539,0.17699209481477737,0.38939949989318845,1691.4916064484294,-43.32677961134352,7303,reliable-moderate-p0.5-o0.5,2579,0,thermo
commercial,118,10,,,39,,,,,,14.352673075409456,-34.78737612087686,7303,intermittent-correlated-p1.0-o0.8,1461,0,thermo
humanitarian,119,6,,,67,,,,,,1503.3610527694275,-42.117265469938104,7303,partition-compound-p1.0-o1.0,1285,0,thermo
commercial,120,0,,,61,,,,,,10.690182983492369,-34.12121266010177,7303,reliable-nominal-p0.0-o0.0,2115,0,thermo
humanitarian,121,1,,,60,,,,,,1517.1968348331916,-31.519925792205413,7303,reliable-moderate-p0.5-o0.5,2592,0,thermo
commercial,122,8,,,43,,,,,,13.692209302275126,-43.54268233650279,7303,intermittent-correlated-p1.0-o0.8,1409,0,thermo
humanitarian,123,1,,,67,,,,,,1179.675609181731,-38.2269746178749,7303,partition-compound-p1.0-o1.0,1325,0,thermo
commercial,124,5,,,44,,,,,,11.156420669091808,-25.184107122187307,7303,reliable-nominal-p0.0-o0.0,2104,0,thermo
humanitarian,125,1,,,60,,,,,,566.6610561094238,-21.516938417219098,7303,reliable-moderate-p0.5-o0.5,2584,0,thermo
commercial,126,7,0.86962890625,0.4874137118458748,49,0.005706057772040367,1.0488821649551392,566,0.16196026995778084,0.3334860718250275,12.020867908673317,-41.97011257501841,7303,intermittent-correlated-p1.0-o0.8,1435,0,thermo
humanitarian,127,0,,,63,,,,,,1610.363026056438,-36.747565755383015,7303,partition-compound-p1.0-o1.0,1311,0,thermo
commercial,128,0,,,43,,,,,,13.872638138824035,-36.78545600532608,7303,reliable-nominal-p0.0-o0.0,2109,0,thermo
humanitarian,129,6,,,49,,,,,,666.4791348934997,-14.83411007815218,7303,reliable-moderate-p0.5-o0.5,2577,0,thermo
commercial,130,2,,,48,,,,,,14.146900617353696,-38.01407685483517,7303,intermittent-correlated-p1.0-o0.8,1464,0,thermo
humanitarian,131,9,,,50,,,,,,1809.8217288583533,-44.7244134736446,7303,partition-compound-p1.0-o1.0,1306,0,thermo
commercial,132,0,,,53,,,,,,7.831877314508474,-13.123713406661366,7303,reliable-nominal-p0.0-o0.0,2121,0,thermo
humanitarian,133,2,,,48,,,,,,648.7380846119518,-32.06756316762985,7303,reliable-moderate-p0.5-o0.5,2574,0,thermo
commercial,134,6,,,42,,,,,,13.248079545621263,-42.36602345601633,7303,intermittent-correlated-p1.0-o0.8,1368,0,thermo
humanitarian,135,9,0.87353515625,0.4720940086990595,52,-0.001960960701107979,1.0652027058601379,535,0.1855182580649853,0.39626248955726623,2626.7962157077445,-34.18801323778164,7303,partition-compound-p1.0-o1.0,1288,0,thermo
commercial,136,4,,,45,,,,,,8.10610171725285,-23.358880658455593,7303,reliable-nominal-p0.0-o0.0,2125,0,thermo
humanitarian,137,1,,,58,,,,,,301.3711575543152,-4.974496885859308,7303,reliable-moderate-p0.5-o0.5,2596,0,thermo
commercial,138,4,,,35,,,,,,14.042130140884854,-32.97126993909509,7303,intermittent-correlated-p1.0-o0.8,1383,0,thermo
humanitarian,139,9,,,59,,,,,,1538.017681436499,-31.552161328878505,7303,partition-compound-p1.0-o1.0,1305,0,thermo
commercial,140,4,,,43,,,,,,14.147189761903665,-34.14155126427727,7303,reliable-nominal-p0.0-o0.0,2115,0,thermo
humanitarian,141,4,,,49,,,,,,881.0822648796627,-34.99789907391822,7303,reliable-moderate-p0.5-o0.5,2601,0,thermo
commercial,142,1,,,29,,,,,,13.292020035027113,-41.02192345504519,7303,intermittent-correlated-p1.0-o0.8,1427,0,thermo
humanitarian,143,6,,,56,,,,,,2294.4929673011584,-44.70550897957916,7303,partition-compound-p1.0-o1.0,1304,0,thermo
commercial,144,0,0.87255859375,0.4557293616235256,44,-0.09259461212903261,1.0521481847763061,514,0.2951835834980011,0.796599354147911,4.407913242733277,1.5066472978888572,7303,reliable-nominal-p0.0-o0.0,2118,0,thermo
humanitarian,145,4,,,37,,,,,,1062.7161425769973,-37.21419062693611,7303,reliable-moderate-p0.5-o0.5,2551,0,thermo
commercial,146,0,,,40,,,,,,13.266998066606396,-40.20025592065204,7303,intermittent-correlated-p1.0-o0.8,1434,0,thermo
humanitarian,147,13,,,47,,,,,,2594.942747249649,-32.8431091336746,7303,partition-compound-p1.0-o1.0,1301,0,thermo
commercial,148,3,,,44,,,,,,11.731884190165408,-25.425577723758284,7303,reliable-nominal-p0.0-o0.0,2114,0,thermo
humanitarian,149,2,,,56,,,,,,1169.158298226422,-21.20434585915297,7303,reliable-moderate-p0.5-o0.5,2598,0,thermo
commercial,150,1,,,46,,,,,,12.312804507680468,-43.76451046934176,7303,intermittent-correlated-p1.0-o0.8,1392,0,thermo
humanitarian,151,3,,,69,,,,,,1329.867573938843,-41.5900969897481,7303,partition-compound-p1.0-o1.0,1303,0,thermo
commercial,152,1,,,44,,,,,,12.134782272720004,-21.512757620686003,7303,reliable-nominal-p0.0-o0.0,2120,0,thermo
humanitarian,153,3,0.88134765625,0.4424229133874178,53,0.02040633924305439,0.979488730430603,524,0.1605332214385271,0.2998435363173485,696.040581395952,-31.476497951848867,7303,reliable-moderate-p0.5-o0.5,2593,0,thermo
commercial,154,4,,,54,,,,,,13.757323969352777,-40.04947274980386,7303,intermittent-correlated-p1.0-o0.8,1386,0,thermo
humanitarian,155,12,,,63,,,,,,1902.7479476200997,-43.686356992774,7303,partition-compound-p1.0-o1.0,1335,0,thermo
commercial,156,7,,,27,,,,,,11.431279859091244,-38.81376514628495,7303,reliable-nominal-p0.0-o0.0,2099,0,thermo
humanitarian,157,1,,,59,,,,,,397.63693131642844,-14.909792376605703,7303,reliable-moderate-p0.5-o0.5,2591,0,thermo
commercial,158,5,,,50,,,,,,14.012544746820563,-37.584589865104746,7303,intermittent-correlated-p1.0-o0.8,1394,0,thermo
humanitarian,159,4,,,66,,,,,,1148.529747433422,-33.23366911664169,7303,partition-compound-p1.0-o1.0,1300,0,thermo
commercial,160,0,,,46,,,,,,11.123055545924633,-24.38470520250609,7303,reliable-nominal-p0.0-o0.0,2122,0,thermo
humanitarian,161,6,,,47,,,,,,1257.006613080584,-42.990095005909815,7303,reliable-moderate-p0.5-o0.5,2587,0,thermo
commercial,162,7,0.892578125,0.4296946916729212,50,0.013075784984976054,0.9519111037254333,538,0.23590806514024734,0.46470278382301333,13.114052991304083,-46.568980206213475,7303,intermittent-correlated-p1.0-o0.8,1440,0,thermo
humanitarian,163,3,,,66,,,,,,2557.3682032840543,-42.39413559491731,7303,partition-compound-p1.0-o1.0,1304,0,thermo
commercial,164,6,,,36,,,,,,5.951254106838818,-23.723486658875988,7303,reliable-nominal-p0.0-o0.0,2106,0,thermo
humanitarian,165,2,,,53,,,,,,1189.1868522918146,-41.16837444830098,7303,reliable-moderate-p0.5-o0.5,2587,0,thermo
commercial,166,0,,,34,,,,,,12.788589056713338,-45.144308064208616,7303,intermittent-correlated-p1.0-o0.8,1466,0,thermo
humanitarian,167,2,,,65,,,,,,2360.5263368938354,-41.10854049136901,7303,partition-compound-p1.0-o1.0,1311,0,thermo
commercial,168,2,,,40,,,,,,12.25386628120361,-35.10418767047944,7303,reliable-nominal-p0.0-o0.0,2110,0,thermo
humanitarian,169,4,,,53,,,,,,1359.3212544236999,-41.9515338767897,7303,reliable-moderate-p0.5-o0.5,2597,0,thermo
commercial,170,6,,,38,,,,,,13.40018877497054,-44.148243233041754,7303,intermittent-correlated-p1.0-o0.8,1404,0,thermo
humanitarian,171,7,,,60,,,,,,1791.8524985453687,-32.891914916961774,7303,partition-compound-p1.0-o1.0,1308,0,thermo
commercial,172,0,0.884765625,0.42171587608754635,41,0.004809354282915592,0.9631497812271118,557,0.18977140337228776,0.3891870951652527,11.83046185126026,-37.61107270185905,7303,reliable-nominal-p0.0-o0.0,2099,0,thermo
humanitarian,173,6,,,51,,,,,,1278.952306303301,-34.30172295462031,7303,reliable-moderate-p0.5-o0.5,2589,0,thermo
commercial,174,3,,,34,,,,,,10.98553765060674,-32.40490335244031,7303,intermittent-correlated-p1.0-o0.8,1384,0,thermo
humanitarian,175,8,,,63,,,,,,1899.3500949828867,-35.54488034073449,7303,partition-compound-p1.0-o1.0,1305,0,thermo
commercial,176,1,,,49,,,,,,13.611498357399407,-39.07134195592026,7303,reliable-nominal-p0.0-o0.0,2129,0,thermo
humanitarian,177,7,,,47,,,,,,944.5489402747685,-32.20569854755429,7303,reliable-moderate-p0.5-o0.5,2591,0,thermo
commercial,178,6,,,42,,,,,,13.382683818737279,-42.93861469855613,7303,intermittent-correlated-p1.0-o0.8,1382,0,thermo
humanitarian,179,0,,,73,,,,,,1602.3054485663645,-46.71119081377397,7303,partition-compound-p1.0-o1.0,1307,0,thermo
commercial,180,2,,,45,,,,,,8.591885700928273,-25.790212391491565,7303,reliable-nominal-p0.0-o0.0,2119,0,thermo
humanitarian,181,1,0.88623046875,0.41184157505631447,67,-0.006901952140033245,0.9589802312850952,538,0.1638300548121333,0.3606436163187027,1186.1409772520283,-37.14912559605152,7303,reliable-moderate-p0.5-o0.5,2617,0,thermo
commercial,182,3,,,35,,,,,,13.560415303969727,-32.20811251645534,7303,intermittent-correlated-p1.0-o0.8,1431,0,thermo
humanitarian,183,4,,,69,,,,,,1407.1222921987771,-47.10399509607272,7303,partition-compound-p1.0-o1.0,1321,0,thermo
commercial,184,7,,,33,,,,,,11.126676441350648,-26.552857738843297,7303,reliable-nominal-p0.0-o0.0,2091,0,thermo
humanitarian,185,2,,,56,,,,,,1351.170192093235,-34.02144336962257,7303,reliable-moderate-p0.5-o0.5,2602,0,thermo
commercial,186,0,,,51,,,,,,13.922978022593464,-36.95295565410482,7303,intermittent-correlated-p1.0-o0.8,1383,0,thermo
humanitarian,187,13,,,56,,,,,,2670.450944565329,-36.8105465628769,7303,partition-compound-p1.0-o1.0,1310,0,thermo
commercial,188,6,,,28,,,,,,9.333994043471973,-30.441851084920085,7303,reliable-nominal-p0.0-o0.0,2094,0,thermo
humanitarian,189,2,,,45,,,,,,1287.6608550795747,-32.21907630959581,7303,reliable-moderate-p0.5-o0.5,2559,0,thermo
commercial,190,0,0.88330078125,0.4075833223760128,43,0.052215742655098436,0.946046051979065,515,0.25299927026033403,0.42048798069357873,11.858301360516926,-32.60080091589603,7303,intermittent-correlated-p1.0-o0.8,1407,0,thermo
humanitarian,191,3,0.88623046875,0.39761495776474476,59,-0.0002023178980692819,1.032521367073059,58,0.24926775097846984,0.5195905506610871,2021.308840513196,-47.369275758203194,7303,partition-compound-p1.0-o1.0,1291,0,thermo
commercial,0,5,,,48,,,,,,12.391043572208096,-22.763120825748288,7304,reliable-nominal-p0.0-o0.0,2132,0,thermo
humanitarian,1,1,,,72,,,,,,611.8633338403436,-17.371550082685914,7304,reliable-moderate-p0.5-o0.5,2598,0,thermo
commercial,2,2,,,43,,,,,,13.84690359700724,-34.15114239145657,7304,intermittent-correlated-p1.0-o0.8,1409,0,thermo
humanitarian,3,3,,,57,,,,,,2255.3638257540383,-47.38689010552478,7304,partition-compound-p1.0-o1.0,1299,0,thermo
commercial,4,5,,,59,,,,,,11.294778925937752,-23.654726707178675,7304,reliable-nominal-p0.0-o0.0,2127,0,thermo
humanitarian,5,4,,,50,,,,,,985.1968430809319,-31.7934805094006,7304,reliable-moderate-p0.5-o0.5,2582,0,thermo
commercial,6,0,,,47,,,,,,12.445615612411284,-44.82523421226547,7304,intermittent-correlated-p1.0-o0.8,1415,0,thermo
humanitarian,7,10,,,52,,,,,,2314.456902874766,-35.13370058238588,7304,partition-compound-p1.0-o1.0,1304,0,thermo
commercial,8,5,0.8076171875,0.8579477891325951,42,-0.018238494396209715,1.276449031829834,544,0.8581096321344376,1.7782252073287963,12.871399768798778,-42.44283874623292,7304,reliable-nominal-p0.0-o0.0,2112,0,thermo
humanitarian,9,1,,,43,,,,,,967.5070534807252,-30.38713991143219,7304,reliable-moderate-p0.5-o0.5,2569,0,thermo
commercial,10,13,,,36,,,,,,14.474672722048375,-35.48452088428563,7304,intermittent-correlated-p1.0-o0.8,1412,0,thermo
humanitarian,11,3,,,61,,,,,,1959.7011087254941,-40.34724428395739,7304,partition-compound-p1.0-o1.0,1287,0,thermo
commercial,12,13,,,50,,,,,,10.433610461279743,-22.52671029560991,7304,reliable-nominal-p0.0-o0.0,2108,0,thermo
humanitarian,13,11,,,46,,,,,,1664.9522047737141,-33.95792672942596,7304,reliable-moderate-p0.5-o0.5,2588,0,thermo
commercial,14,0,,,51,,,,,,13.089484174955382,-39.09162158827642,7304,intermittent-correlated-p1.0-o0.8,1391,0,thermo
humanitarian,15,4,,,71,,,,,,2179.668311362101,-31.16274528388092,7304,partition-compound-p1.0-o1.0,1287,0,thermo
commercial,16,4,,,55,,,,,,12.979709278254246,-46.701425680476646,7304,reliable-nominal-p0.0-o0.0,2127,0,thermo
humanitarian,17,2,0.8046875,0.8263538479804993,42,-0.0033079836703836917,1.2656327533721923,552,0.5841418904066086,1.2002123999595642,1189.7296094778803,-21.69940398562891,7304,reliable-moderate-p0.5-o0.5,2584,0,thermo
commercial,18,1,,,38,,,,,,14.295630461901023,-38.250052418756724,7304,intermittent-correlated-p1.0-o0.8,1382,0,thermo
humanitarian,19,9,,,58,,,,,,1671.7291038217927,-48.40542855773787,7304,partition-compound-p1.0-o1.0,1276,0,thermo
commercial,20,7,,,41,,,,,,12.532684511828968,-24.463203705796023,7304,reliable-nominal-p0.0-o0.0,2107,0,thermo
humanitarian,21,5,,,42,,,,,,996.7781465434896,-42.01538033424838,7304,reliable-moderate-p0.5-o0.5,2578,0,thermo
commercial,22,1,,,52,,,,,,14.124581450946406,-36.93806615431613,7304,intermittent-correlated-p1.0-o0.8,1462,0,thermo
