application,feature_index,feature,feature_group,n_holdout_decisions,holdout_min,holdout_mean,holdout_standard_deviation,holdout_max,holdout_nonzero_percent,design_lower_bound,design_upper_bound,out_of_design_range_percent,at_design_bound_percent,v1_main_observed_min,v1_main_observed_max,out_of_v1_main_observed_range_percent,exact_v1_training_range_retained,exact_v1_training_range_status,thermo_checkpoint_first_layer_l2_norm,thermo_checkpoint_first_layer_norm_rank,mean_absolute_selected_logit_gradient,entropy_block_zeroing_action_change_percent,entropy_block_zeroing_mean_total_variation
humanitarian,8,utility_service,ordinary_local,716,0.32122713327407837,0.5113465962047018,0.09876111504538101,0.6790857911109924,100.0,0.0,1.0,0.0,0.0,0.27698928117752075,0.717979907989502,0.0,False,training trajectories were not retained in v1,0.8929119110107422,24,0.1418367475271225,,
humanitarian,9,utility_cost,ordinary_local,716,0.02500000037252903,0.14948455221930196,0.09102648397169479,0.32313990592956543,100.0,0.0,1.0,0.0,0.0,0.02500000037252903,0.37185829877853394,0.0,False,training trajectories were not retained in v1,0.9889149069786072,20,0.2730691134929657,,
humanitarian,10,utility_fairness,ordinary_local,716,0.009999999776482582,0.13847919394048816,0.08812227219036864,0.3142993748188019,100.0,0.0,1.0,0.0,0.0,0.009999999776482582,0.3674528896808624,0.0,False,training trajectories were not retained in v1,1.0620518922805786,17,0.37977609038352966,,
humanitarian,11,utility_disclosure,ordinary_local,716,0.0014217160642147064,0.04276581963523572,0.021569970866234182,0.08401431143283844,100.0,0.0,1.0,0.0,0.0,0.0,0.09116518497467041,0.0,False,training trajectories were not retained in v1,1.0994977951049805,15,0.5262278318405151,,
humanitarian,12,pending_commitments,ordinary_local,716,0.0,0.015712290502793297,0.06348510505644092,0.5,6.005586592178771,0.0,1.0,0.0,93.99441340782123,0.0,0.5,0.0,False,training trajectories were not retained in v1,1.3093570470809937,9,0.2660621702671051,,
humanitarian,13,accepted_commitments,ordinary_local,716,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.5,0.0,False,training trajectories were not retained in v1,1.2303000688552856,10,0.28002291917800903,,
humanitarian,14,partner_trust,ordinary_local,716,0.5,0.5,0.0,0.5,100.0,0.0,1.0,0.0,0.0,0.25,0.6000000238418579,0.0,False,training trajectories were not retained in v1,1.0667363405227661,16,0.3835360109806061,,
humanitarian,15,communication_budget,ordinary_local,716,0.0,0.2508147092712991,0.28919428412162507,0.8333333134651184,57.262569832402235,0.0,1.0,0.0,42.737430167597765,0.0,1.0,0.0,False,training trajectories were not retained in v1,1.69223952293396,3,1.0695216655731201,,
humanitarian,16,local_surprisal,entropy_monitor,716,0.09065613150596619,0.31737727068322996,0.16514232466906076,0.5800642967224121,100.0,0.0,1.0,0.0,0.0,0.07873344421386719,0.6416481137275696,0.0,False,training trajectories were not retained in v1,1.0544002056121826,18,0.3391065001487732,3.4916201117318435,0.046335312098852624
humanitarian,17,distributed_entropy,entropy_monitor,716,0.38039734959602356,0.4663408908514337,0.07247112329460771,0.6167157292366028,100.0,0.0,1.0,0.0,0.0,0.35617491602897644,0.6440117359161377,0.0,False,training trajectories were not retained in v1,1.1368699073791504,13,0.4099389612674713,3.4916201117318435,0.046335312098852624
humanitarian,18,distributed_free_energy,entropy_monitor,716,0.13506147265434265,0.18821331846147943,0.04353581388729425,0.3377956449985504,100.0,0.0,1.0,0.0,0.0,0.10502106696367264,0.3477265238761902,0.0,False,training trajectories were not retained in v1,1.102544903755188,14,0.3639119267463684,3.4916201117318435,0.046335312098852624
humanitarian,19,free_energy_change,entropy_monitor,716,-0.235948383808136,0.03246869835080696,0.11101858543141359,0.6755912899971008,61.871508379888276,-1.0,1.0,0.0,0.0,-0.10815392434597015,0.3935418725013733,2.2346368715083798,False,training trajectories were not retained in v1,1.9039127826690674,1,0.8651445508003235,3.4916201117318435,0.046335312098852624
humanitarian,20,local_interaction_entropy,entropy_monitor,716,0.0,0.7520486285192007,0.3179218357581301,1.0,86.87150837988827,0.0,1.0,0.0,19.972067039106143,0.0,1.0,0.0,False,training trajectories were not retained in v1,1.1389087438583374,12,0.33701515197753906,3.4916201117318435,0.046335312098852624
humanitarian,21,local_consensus_error,entropy_monitor,716,0.0,0.4866434790443775,0.412146154086253,1.0,68.43575418994413,0.0,1.0,0.0,54.18994413407822,0.0,1.0,0.0,False,training trajectories were not retained in v1,0.9774907827377319,21,0.20017659664154053,3.4916201117318435,0.046335312098852624
humanitarian,22,role_index,ordinary_local,716,0.5,0.7104748572384179,0.14832131899693224,0.8999999761581421,100.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,False,training trajectories were not retained in v1,1.1396698951721191,11,0.4368359446525574,,
humanitarian,23,previous_tool_failed,ordinary_local,716,0.0,0.19273743016759776,0.39444861918884716,1.0,19.273743016759777,0.0,1.0,0.0,100.0,0.0,1.0,0.0,False,training trajectories were not retained in v1,1.59418523311615,6,0.7454626560211182,,
