n_agents,topology,temperature,communication_availability,fragmentation,independent_n,mean_abs_magnetization_mean,mean_abs_magnetization_ci_low,mean_abs_magnetization_ci_high,belief_action_consistency_mean,belief_action_consistency_ci_low,belief_action_consistency_ci_high,susceptibility_per_agent_mean,susceptibility_per_agent_ci_low,susceptibility_per_agent_ci_high,heat_capacity_per_agent_mean,heat_capacity_per_agent_ci_low,heat_capacity_per_agent_ci_high,integrated_autocorrelation_time_mean,integrated_autocorrelation_time_ci_low,integrated_autocorrelation_time_ci_high,activity_mean,activity_ci_low,activity_ci_high,macrostate_shannon_mean,macrostate_shannon_ci_low,macrostate_shannon_ci_high
144,regular,1.7,0.4,0.5,4,0.1495287698,0.1261077057,0.172949834,0.3477017196,0.3442772006,0.3511262386,2.146263992,1.778234604,2.514293379,0.4926648692,0.4587446403,0.5265850981,3.937039242,2.482742395,5.39133609,0.3562417328,0.3497722363,0.3627112293,0.6283582121,0.5985322071,0.658184217
144,regular,1.7,0.4,1,4,0.1332093254,0.1171543112,0.1492643396,0.345353836,0.337379177,0.353328495,1.739827575,1.471352443,2.008302706,0.4940939707,0.4472086384,0.5409793029,3.612977766,1.929951307,5.296004225,0.3328559028,0.3266146844,0.3390971212,0.5949291713,0.572487519,0.6173708235
144,regular,1.7,0.7,0,4,0.2493551587,0.2135743625,0.285135955,0.3777116402,0.3666914697,0.3887318107,6.6964037,4.988666295,8.404141105,0.8374878076,0.7442947831,0.9306808321,8.069098215,6.020486347,10.11771008,0.342958416,0.3383655669,0.3475512651,0.786528245,0.7666739586,0.8063825314
144,regular,1.7,0.7,0.5,4,0.2356646825,0.1905016571,0.280827708,0.3717261905,0.3604693542,0.3829830268,3.541117002,2.132297249,4.949936756,0.8491021402,0.6247048929,1.073499387,6.149364867,2.494213177,9.804516557,0.3339513062,0.3271341948,0.3407684176,0.6901578263,0.6283944279,0.7519212247
144,regular,1.7,0.7,1,4,0.1751570767,0.1216059148,0.2287082386,0.3519345238,0.3411843301,0.3626847175,2.098456952,1.562113635,2.634800269,0.653576656,0.4830032847,0.8241500273,3.217800127,1.512844549,4.922755706,0.319078621,0.3083391009,0.3298181411,0.6220784123,0.586303329,0.6578534955
144,regular,1.7,1,0,4,0.5452463624,0.4941520831,0.5963406417,0.5115575397,0.4840149101,0.5391001692,8.655387085,-3.001115889,20.31189006,3.157299248,2.934992607,3.379605889,11.17107861,-0.9290986195,23.27125584,0.2658048115,0.2515288376,0.2800807854,0.6716171741,0.5615288799,0.7817054682
144,regular,1.7,1,0.5,4,0.4926752646,0.4430933963,0.5422571328,0.4774470899,0.4536083338,0.5012858461,3.91518751,0.6202668555,7.210108165,2.596286877,2.113250667,3.079323086,6.799578509,0.576807857,13.02234916,0.2728319279,0.263357923,0.2823059329,0.6511454396,0.5609874381,0.7413034411
144,regular,1.7,1,1,4,0.2807291667,0.2197237773,0.341734556,0.3880456349,0.3716532199,0.4044380499,3.829448793,2.331283438,5.327614149,1.100654832,0.9696528848,1.231656779,4.25476404,2.581372783,5.928155298,0.2975591104,0.2873245732,0.3077936477,0.6989654109,0.6310987048,0.766832117
144,regular,2,0.4,0,4,0.1081349206,0.1032063659,0.1130634754,0.2933862434,0.2885984214,0.2981740654,1.265070035,1.175825094,1.354314976,0.2719931096,0.2556578946,0.2883283246,2.329399761,1.117630611,3.541168911,0.4027881118,0.4006297791,0.4049464444,0.5713577006,0.556387586,0.5863278152
144,regular,2,0.4,0.5,4,0.1010582011,0.09208885948,0.1100275426,0.2908068783,0.2862738554,0.2953399012,1.108057721,0.9085390428,1.307576399,0.32942933,0.314772308,0.344086352,2.587204331,1.15141241,4.022996252,0.3911127646,0.3882981979,0.3939273312,0.5536425383,0.52223258,0.5850524966
144,regular,2,0.4,1,4,0.1058449074,0.1012041655,0.1104856493,0.2920469577,0.2860273454,0.29806657,1.023138326,0.870411626,1.175865026,0.3909334053,0.349364667,0.4325021436,1.669706214,1.223374601,2.116037826,0.3677682705,0.3631666546,0.3723698864,0.5406646933,0.5165328953,0.5647964914
144,regular,2,0.7,0,4,0.1377810847,0.1257248757,0.1498372936,0.3023148148,0.2947083423,0.3099212874,1.851145479,1.681371248,2.02091971,0.3618207749,0.3301613038,0.393480246,2.768983328,2.091896898,3.446069759,0.3876963459,0.3837539457,0.3916387461,0.6300003711,0.6184223058,0.6415784364
144,regular,2,0.7,0.5,4,0.1251240079,0.1145474238,0.135700592,0.3000496032,0.2973561466,0.3027430597,1.607605407,1.334255171,1.880955643,0.3839326462,0.3151843386,0.4526809538,2.030130111,1.827980363,2.232279858,0.379224537,0.3768266717,0.3816224023,0.607546478,0.5759468713,0.6391460848
144,regular,2,0.7,1,4,0.1193948413,0.1067386111,0.1320510715,0.2958994709,0.2921398392,0.2996591026,1.297209821,1.166860133,1.42755951,0.4259812704,0.3665972238,0.485365317,2.109324302,1.538430297,2.680218307,0.3593584656,0.3539702042,0.364746727,0.5772476007,0.5586206828,0.5958745185
144,regular,2,1,0,4,0.1907242063,0.1796502107,0.201798202,0.315707672,0.3117155494,0.3196997945,3.804915399,3.303658948,4.30617185,0.5739312606,0.5406378484,0.6072246728,8.786194277,3.414481364,14.15790719,0.3723854993,0.3712568796,0.3735141191,0.7444999747,0.7184490042,0.7705509452
144,regular,2,1,0.5,4,0.1651703042,0.1411102486,0.1892303599,0.311359127,0.3063687019,0.3163495521,2.468117382,2.049905529,2.886329235,0.5018006474,0.4573976064,0.5462036884,4.20749269,3.058234028,5.356751351,0.365943287,0.3631575574,0.3687290166,0.6755555441,0.6490438215,0.7020672667
144,regular,2,1,1,4,0.1470238095,0.1320640551,0.161983564,0.3040674603,0.2962730465,0.3118618741,1.551698751,1.329158387,1.774239115,0.4649865294,0.3990500133,0.5309230456,3.332792974,2.048831661,4.616754287,0.3490699405,0.3429552783,0.3551846026,0.6093142514,0.585495103,0.6331333998
144,regular,2.3,0.4,0,4,0.08560681217,0.08454925927,0.08666436507,0.256167328,0.2480897316,0.2642449245,0.6901532564,0.6658683308,0.7144381819,0.1775809417,0.1738750513,0.1812868321,1.27074245,1.004650147,1.536834753,0.4226190476,0.4217910452,0.42344705,0.5093613199,0.5011978171,0.5175248227
144,regular,2.3,0.4,0.5,4,0.08401124339,0.07951369144,0.08850879534,0.2588624339,0.254213505,0.2635113628,0.6565840769,0.5862994659,0.7268686879,0.2152597309,0.184111346,0.2464081157,1.139831262,0.9885172562,1.291145267,0.4140087632,0.4128787074,0.4151388191,0.4956144928,0.4800044676,0.511224518
144,regular,2.3,0.4,1,4,0.09498181217,0.08637207315,0.1035915512,0.257390873,0.2490420179,0.2657397282,0.7174142574,0.6675044781,0.7673240367,0.3154142828,0.2470904499,0.3837381156,1.495143133,1.315299736,1.674986529,0.3924107143,0.3878725778,0.3969488507,0.5080947184,0.4990010406,0.5171883962
144,regular,2.3,0.7,0,4,0.1049603175,0.1036209855,0.1062996494,0.2577050265,0.2539074093,0.2615026437,1.03404373,0.999081451,1.069006009,0.2172924295,0.1893388942,0.2452459649,1.973725111,0.8649239145,3.082526308,0.4117063492,0.4109339632,0.4124787352,0.5631740182,0.5592262277,0.5671218086
144,regular,2.3,0.7,0.5,4,0.09309689153,0.09053180549,0.09566197758,0.2558366402,0.2472018448,0.2644714356,0.8084130442,0.784639401,0.8321866873,0.2898108434,0.2484958032,0.3311258836,1.601656188,1.028638781,2.174673596,0.4069403108,0.4054038257,0.408476796,0.5320132624,0.5257578559,0.5382686688
144,regular,2.3,0.7,1,4,0.09856150794,0.08912379058,0.1079992253,0.2566468254,0.2485175385,0.2647761123,0.7342271832,0.6708838114,0.797570555,0.3201223533,0.2740387614,0.3662059451,1.709928556,0.9161948092,2.503662304,0.3870494378,0.3840057535,0.3900931222,0.5158311409,0.5007384729,0.5309238088
144,regular,2.3,1,0,4,0.1161127646,0.1102243957,0.1220011334,0.2599371693,0.2574785454,0.2623957933,1.269134998,1.167399894,1.370870102,0.2705326521,0.242713395,0.2983519092,2.375891499,1.448806924,3.302976073,0.4039517196,0.4028466357,0.4050568035,0.6014521226,0.5869343157,0.6159699296
144,regular,2.3,1,0.5,4,0.1205191799,0.1109821657,0.1300561941,0.2621031746,0.2572882292,0.26691812,1.278270866,1.254773187,1.301768544,0.2896727612,0.2581562847,0.3211892378,1.94149484,1.684123506,2.198866175,0.3960854828,0.3943471682,0.3978237974,0.5975981212,0.5952648366,0.5999314059
144,regular,2.3,1,1,4,0.1119295635,0.09907836464,0.1247807623,0.2659556878,0.2629315945,0.2689797811,0.9234590666,0.8398610648,1.007057068,0.3171435965,0.2822809307,0.3520062623,1.516373347,1.338554824,1.69419187,0.3789909888,0.3735807051,0.3844012724,0.5539052826,0.5378136032,0.569996962
144,regular,2.6,0.4,0,4,0.07999338624,0.07821500977,0.08177176272,0.2304232804,0.2260270073,0.2348195536,0.5326788924,0.5164209264,0.5489368584,0.141796463,0.129350426,0.1542425001,1.060449436,0.8282063409,1.29269253,0.4373367229,0.4352075704,0.4394658753,0.488850832,0.4838448964,0.4938567676
144,regular,2.6,0.4,0.5,4,0.08110945767,0.0764567369,0.08576217844,0.2297123016,0.2264335965,0.2329910067,0.531862363,0.4912855738,0.5724391522,0.1713676304,0.1434829825,0.1992522783,1.352956326,0.6071687615,2.09874389,0.4295986276,0.42777981,0.4314174453,0.484663515,0.4726716264,0.4966554035
144,regular,2.6,0.4,1,4,0.07867890212,0.07476405019,0.08259375404,0.228125,0.2210570393,0.2351929607,0.4604019038,0.4211695403,0.4996342673,0.2562181705,0.2300988532,0.2823374878,1.076463486,0.7816491309,1.371277841,0.4124007937,0.4086022259,0.4161993614,0.4657674745,0.4494077965,0.4821271526
144,regular,2.6,0.7,0,4,0.08568121693,0.07871405143,0.09264838244,0.2267195767,0.2208874438,0.2325517097,0.6386773032,0.5393233233,0.7380312831,0.1434861823,0.1292747452,0.1576976194,1.116261088,0.9126964845,1.319825692,0.4307022983,0.428917249,0.4324873476,0.5120082872,0.4826519171,0.5413646573
144,regular,2.6,0.7,0.5,4,0.08466435185,0.07659990347,0.09272880023,0.2300099206,0.2239434998,0.2360763415,0.5915440972,0.513061679,0.6700265153,0.2033686457,0.1770448326,0.2296924588,1.116486252,0.7250579515,1.507914552,0.4242146164,0.4220366192,0.4263926136,0.4976304951,0.4749008637,0.5203601266
144,regular,2.6,0.7,1,4,0.08442460317,0.07868730208,0.09016190426,0.2345899471,0.2276419521,0.2415379421,0.5084498311,0.4583237885,0.5585758737,0.2564692304,0.2420056721,0.2709327888,1.199747592,0.8062069174,1.593288267,0.4048776455,0.4018411043,0.4079141867,0.4750670856,0.4614626985,0.4886714726
144,regular,2.6,1,0,4,0.09521329365,0.09236803217,0.09805855513,0.2295800265,0.2244163897,0.2347436632,0.7706545287,0.7224480046,0.8188610529,0.2056002886,0.1714024492,0.2397981279,1.965786745,1.076135783,2.855437706,0.4235863095,0.4220916697,0.4250809493,0.5452658261,0.5333931876,0.5571384647
144,regular,2.6,1,0.5,4,0.09283234127,0.08713739828,0.09852728426,0.2262400794,0.2185336778,0.2339464809,0.7233823702,0.6642565803,0.7825081602,0.2202339124,0.2124256856,0.2280421393,1.071822892,0.9082058026,1.235439982,0.4181960979,0.4167851501,0.4196070457,0.5262648704,0.5132230145,0.5393067262
144,regular,2.6,1,1,4,0.09526289683,0.0859573095,0.1045684841,0.2309358466,0.2233287527,0.2385429404,0.6401926983,0.6196688063,0.6607165903,0.286535472,0.2476320811,0.325438863,1.623373776,1.354956762,1.89179079,0.3999731316,0.3966854273,0.4032608359,0.5075624257,0.4992015595,0.5159232918
