n_agents,topology,temperature,alpha,independent_n,pathwise_irreversibility_per_update_mean,pathwise_irreversibility_per_update_ci_low,pathwise_irreversibility_per_update_ci_high
128.0,ring,1.65,0.1,4,0.00122295192365865,0.00115185804189635,0.001301828222385175
128.0,ring,1.65,0.35,4,0.01302362815038675,0.012634975132304901,0.013386885615949251
128.0,ring,1.65,0.65,4,0.044360186899589774,0.04320246825873235,0.04616854525679628
128.0,ring,1.8,0.0,4,1.776729391006543e-05,-4.087440558504594e-05,0.0001165877696974437
128.0,ring,1.8,0.1,4,0.001135262172237675,0.0010809311872526,0.00118959315722275
128.0,ring,1.8,0.35,4,0.01155744564389885,0.01091809476253695,0.012227688511510326
128.0,ring,1.8,0.65,4,0.04084057896134245,0.040469615161255496,0.04136576790687688
128.0,ring,2.1,0.0,4,-5.4926513963312985e-05,-0.00013711218373539918,4.374675789986034e-05
128.0,ring,2.1,0.1,4,0.0007703515892469,0.000552212065809,0.00088918984581585
128.0,ring,2.1,0.35,4,0.009585875018317425,0.0089546963940423,0.01021705364259255
128.0,ring,2.1,0.65,4,0.033162754657194426,0.03186026060841622,0.0345579359190684
128.0,small_world,1.3,0.0,4,0.00025109804184799474,-2.37511680797106e-05,0.0005259472517757
128.0,small_world,1.3,0.1,4,0.00014974873357725,-4.1885390477900004e-05,0.0003158591817931
128.0,small_world,1.3,0.35,4,0.004461640517083624,0.0032498743121945495,0.005673406721972699
128.0,small_world,1.3,0.65,4,0.035396685476970925,0.0307807129241325,0.04001265802980935
128.0,small_world,1.5,0.0,4,2.1313241493049988e-05,-0.000356587265421375,0.00023430708740479998
128.0,small_world,1.5,0.1,4,0.0005470947710820251,0.00039016559836292495,0.0007743123846349501
128.0,small_world,1.5,0.35,4,0.008283441422684001,0.006922952496570276,0.010528395265431326
128.0,small_world,1.5,0.65,4,0.044776141102997095,0.04119901288192562,0.04882765785147537
128.0,small_world,1.65,0.0,4,0.00020827211691904575,7.081694470496227e-05,0.000325870563900875
128.0,small_world,1.65,0.1,4,0.000871836347984025,0.0007217279512423999,0.0010629961173606252
