cluster_id,application,regime,information_condition,environment_seed,topology_family,panel_baseline_loss,selected_effect,loss_after_selection,selected_count,operator_minutes,harmful_count,beneficial_count,service_reaching_count,selected_candidates,selected_scenario_families,mean_consensus_confidence,feature_block
commercial|correlated|private_fragmented|51106,commercial,correlated,private_fragmented,51106,commercial_topology_2,2.7573335661319347,0.19075480315962928,2.5665787629723056,2,15.0,0,2,1,commercial|correlated|private_fragmented|51106|supply_01|verify;commercial|correlated|private_fragmented|51106|supply_04|deploy_repair_capacity,correlated_unsafe_or_compromised_component;correlated_resource_shortage,0.8216626444257196,local_kpi_only
commercial|correlated|private_fragmented|51107,commercial,correlated,private_fragmented,51107,commercial_topology_3,3.670461043824316,0.1214745364861101,3.548986507338206,2,15.0,0,1,1,commercial|correlated|private_fragmented|51107|supply_02|verify;commercial|correlated|private_fragmented|51107|supply_01|deploy_repair_capacity,correlated_evidence_conflict;correlated_resource_shortage,0.7992796019309967,local_kpi_only
commercial|correlated|private_fragmented|51108,commercial,correlated,private_fragmented,51108,commercial_topology_0,3.2320412748855514,0.0849221528811764,3.147119122004375,1,4.0,0,1,0,commercial|correlated|private_fragmented|51108|supply_01|request_peer_evidence,correlated_commitment_deadlock,0.8276766391900875,local_kpi_only
commercial|correlated|private_fragmented|51109,commercial,correlated,private_fragmented,51109,commercial_topology_1,2.426658992266387,0.1935912880693409,2.233067704197046,2,10.0,0,2,2,commercial|correlated|private_fragmented|51109|supply_01|request_peer_evidence;commercial|correlated|private_fragmented|51109|supply_02|verify,correlated_commitment_deadlock;correlated_unsafe_or_compromised_component,0.8243185718751965,local_kpi_only
commercial|correlated|private_fragmented|51110,commercial,correlated,private_fragmented,51110,commercial_topology_2,3.5884994682794398,0.1081155175274094,3.48038395075203,2,10.0,0,1,2,commercial|correlated|private_fragmented|51110|supply_03|verify;commercial|correlated|private_fragmented|51110|supply_04|request_peer_evidence,correlated_unsafe_or_compromised_component;correlated_commitment_deadlock,0.7091724134421267,local_kpi_only
commercial|correlated|private_fragmented|51111,commercial,correlated,private_fragmented,51111,commercial_topology_3,3.048987713502858,0.100414561746286,2.948573151756572,1,4.0,0,1,1,commercial|correlated|private_fragmented|51111|supply_01|request_peer_evidence,correlated_commitment_deadlock,0.8527045882407732,local_kpi_only
commercial|correlated|private_fragmented|51112,commercial,correlated,private_fragmented,51112,commercial_topology_0,3.249267228119052,0.0999086165428231,3.149358611576229,1,4.0,0,1,1,commercial|correlated|private_fragmented|51112|supply_03|request_peer_evidence,correlated_commitment_deadlock,0.8022426131631456,local_kpi_only
commercial|correlated|private_fragmented|51113,commercial,correlated,private_fragmented,51113,commercial_topology_1,2.7078935629909853,0.118510967279009,2.5893825957119763,1,4.0,0,1,1,commercial|correlated|private_fragmented|51113|supply_04|request_peer_evidence,correlated_commitment_deadlock,0.7891177411701233,local_kpi_only
commercial|correlated|private_fragmented|51114,commercial,correlated,private_fragmented,51114,commercial_topology_2,3.17730388936004,0.0,3.17730388936004,0,0.0,0,0,0,,,0.0,local_kpi_only
commercial|correlated|private_fragmented|51115,commercial,correlated,private_fragmented,51115,commercial_topology_3,3.603993656877116,0.1205449650018366,3.4834486918752794,1,4.0,0,1,1,commercial|correlated|private_fragmented|51115|supply_02|request_peer_evidence,correlated_commitment_deadlock,0.8460856648623996,local_kpi_only
commercial|correlated|private_fragmented|51116,commercial,correlated,private_fragmented,51116,commercial_topology_0,3.6854659529238463,0.1310604536044908,3.5544054993193557,1,9.0,0,1,1,commercial|correlated|private_fragmented|51116|supply_04|deploy_repair_capacity,correlated_resource_shortage,0.7998541833540561,local_kpi_only
commercial|correlated|private_fragmented|51117,commercial,correlated,private_fragmented,51117,commercial_topology_1,3.4626123031201845,-0.5277568227589294,3.990369125879114,1,9.0,1,0,0,commercial|correlated|private_fragmented|51117|supply_04|deploy_repair_capacity,correlated_evidence_conflict,0.8624939721692519,local_kpi_only
commercial|correlated|private_fragmented|51118,commercial,correlated,private_fragmented,51118,commercial_topology_2,2.610502201548872,0.0702675559042261,2.540234645644646,1,9.0,0,1,1,commercial|correlated|private_fragmented|51118|supply_01|deploy_repair_capacity,correlated_resource_shortage,0.8664096054031636,local_kpi_only
commercial|correlated|private_fragmented|51119,commercial,correlated,private_fragmented,51119,commercial_topology_3,3.551724490539541,0.0,3.551724490539541,0,0.0,0,0,0,,,0.0,local_kpi_only
commercial|correlated|private_fragmented|51120,commercial,correlated,private_fragmented,51120,commercial_topology_0,3.1983445851772516,0.0857421919834676,3.112602393193784,1,4.0,0,1,0,commercial|correlated|private_fragmented|51120|supply_01|request_peer_evidence,correlated_commitment_deadlock,0.8208440657423212,local_kpi_only
commercial|isolated_physical|private_fragmented|51101,commercial,isolated_physical,private_fragmented,51101,commercial_topology_1,2.5947873057025403,0.0928907184162226,2.5018965872863177,2,10.0,0,1,2,commercial|isolated_physical|private_fragmented|51101|supply_02|verify;commercial|isolated_physical|private_fragmented|51101|supply_01|request_peer_evidence,isolated_physical_evidence_conflict;isolated_physical_commitment_deadlock,0.8390193104407793,local_kpi_only
commercial|isolated_physical|private_fragmented|51102,commercial,isolated_physical,private_fragmented,51102,commercial_topology_2,2.356186281638444,0.1029617387887033,2.2532245428497406,1,6.0,0,1,0,commercial|isolated_physical|private_fragmented|51102|supply_04|verify,isolated_physical_unsafe_or_compromised_component,0.8538578497903467,local_kpi_only
commercial|isolated_physical|private_fragmented|51103,commercial,isolated_physical,private_fragmented,51103,commercial_topology_3,2.5784679057635342,0.0917152401698712,2.486752665593663,1,4.0,0,1,0,commercial|isolated_physical|private_fragmented|51103|supply_04|request_peer_evidence,isolated_physical_commitment_deadlock,0.7751940154406779,local_kpi_only
commercial|isolated_physical|private_fragmented|51104,commercial,isolated_physical,private_fragmented,51104,commercial_topology_0,2.563516944627978,0.0947145342339854,2.4688024103939927,1,9.0,0,1,1,commercial|isolated_physical|private_fragmented|51104|supply_03|deploy_repair_capacity,isolated_physical_resource_shortage,0.7968350585054047,local_kpi_only
commercial|isolated_physical|private_fragmented|51105,commercial,isolated_physical,private_fragmented,51105,commercial_topology_1,2.9748877621754826,0.1044925089089409,2.8703952532665418,1,4.0,0,1,1,commercial|isolated_physical|private_fragmented|51105|supply_02|request_peer_evidence,isolated_physical_commitment_deadlock,0.8356999905881716,local_kpi_only
commercial|isolated_physical|private_fragmented|51106,commercial,isolated_physical,private_fragmented,51106,commercial_topology_2,2.5556925792066907,0.0987408171463472,2.4569517620603434,1,4.0,0,1,1,commercial|isolated_physical|private_fragmented|51106|supply_04|request_peer_evidence,isolated_physical_commitment_deadlock,0.8283667316581945,local_kpi_only
commercial|isolated_physical|private_fragmented|51107,commercial,isolated_physical,private_fragmented,51107,commercial_topology_3,2.596279301364927,-0.1329177712979398,2.7291970726628665,2,12.0,1,1,1,commercial|isolated_physical|private_fragmented|51107|supply_01|verify;commercial|isolated_physical|private_fragmented|51107|supply_02|verify,isolated_physical_unsafe_or_compromised_component;isolated_physical_route_or_service_failure,0.8533167697374542,local_kpi_only
commercial|isolated_physical|private_fragmented|51108,commercial,isolated_physical,private_fragmented,51108,commercial_topology_0,2.5772909919454534,0.0,2.5772909919454534,0,0.0,0,0,0,,,0.0,local_kpi_only
commercial|isolated_physical|private_fragmented|51109,commercial,isolated_physical,private_fragmented,51109,commercial_topology_1,3.1028978708215984,0.0,3.1028978708215984,0,0.0,0,0,0,,,0.0,local_kpi_only
commercial|isolated_physical|private_fragmented|51110,commercial,isolated_physical,private_fragmented,51110,commercial_topology_2,3.2128146843330967,0.0,3.2128146843330967,0,0.0,0,0,0,,,0.0,local_kpi_only
commercial|isolated_physical|private_fragmented|51111,commercial,isolated_physical,private_fragmented,51111,commercial_topology_3,2.7568986534346127,0.0,2.7568986534346127,0,0.0,0,0,0,,,0.0,local_kpi_only
commercial|isolated_physical|private_fragmented|51112,commercial,isolated_physical,private_fragmented,51112,commercial_topology_0,2.5787122663862028,0.0,2.5787122663862028,1,6.0,0,0,0,commercial|isolated_physical|private_fragmented|51112|supply_01|verify,isolated_physical_evidence_conflict,0.7883327152056305,local_kpi_only
commercial|isolated_physical|private_fragmented|51113,commercial,isolated_physical,private_fragmented,51113,commercial_topology_1,2.550414781932143,0.0651611709670335,2.4852536109651093,1,4.0,0,1,1,commercial|isolated_physical|private_fragmented|51113|supply_02|request_peer_evidence,isolated_physical_commitment_deadlock,0.829904964627605,local_kpi_only
commercial|isolated_physical|private_fragmented|51114,commercial,isolated_physical,private_fragmented,51114,commercial_topology_2,2.549379873775669,0.0,2.549379873775669,0,0.0,0,0,0,,,0.0,local_kpi_only
commercial|isolated_physical|private_fragmented|51115,commercial,isolated_physical,private_fragmented,51115,commercial_topology_3,2.6346149013572218,0.0746938611101712,2.5599210402470507,1,4.0,0,1,1,commercial|isolated_physical|private_fragmented|51115|supply_01|request_peer_evidence,isolated_physical_commitment_deadlock,0.8000112054420404,local_kpi_only
commercial|isolated_physical|private_fragmented|51116,commercial,isolated_physical,private_fragmented,51116,commercial_topology_0,2.5223335458279776,0.0955895391337438,2.426744006694234,1,9.0,0,1,0,commercial|isolated_physical|private_fragmented|51116|supply_04|deploy_repair_capacity,isolated_physical_resource_shortage,0.797284111828129,local_kpi_only
commercial|isolated_physical|private_fragmented|51117,commercial,isolated_physical,private_fragmented,51117,commercial_topology_1,2.5265586144415955,0.0,2.5265586144415955,0,0.0,0,0,0,,,0.0,local_kpi_only
commercial|isolated_physical|private_fragmented|51118,commercial,isolated_physical,private_fragmented,51118,commercial_topology_2,2.8073176767887094,0.0,2.8073176767887094,0,0.0,0,0,0,,,0.0,local_kpi_only
commercial|isolated_physical|private_fragmented|51119,commercial,isolated_physical,private_fragmented,51119,commercial_topology_3,2.2945737345085417,0.0962458847723527,2.198327849736189,1,9.0,0,1,1,commercial|isolated_physical|private_fragmented|51119|supply_03|deploy_repair_capacity,isolated_physical_resource_shortage,0.8622938506176967,local_kpi_only
commercial|isolated_physical|private_fragmented|51120,commercial,isolated_physical,private_fragmented,51120,commercial_topology_0,2.4826430815645018,-0.3085244693216503,2.791167550886152,1,4.0,1,0,1,commercial|isolated_physical|private_fragmented|51120|supply_01|request_peer_evidence,isolated_physical_route_or_service_failure,0.8793894428493034,local_kpi_only
commercial|nominal|private_fragmented|51101,commercial,nominal,private_fragmented,51101,commercial_topology_1,1.6979913608527821,0.0,1.6979913608527821,0,0.0,0,0,0,,,0.0,local_kpi_only
commercial|nominal|private_fragmented|51102,commercial,nominal,private_fragmented,51102,commercial_topology_2,1.6048530962996854,0.0,1.6048530962996854,0,0.0,0,0,0,,,0.0,local_kpi_only
commercial|nominal|private_fragmented|51103,commercial,nominal,private_fragmented,51103,commercial_topology_3,1.1485865198332128,0.0448629352826442,1.1037235845505686,1,4.0,0,1,1,commercial|nominal|private_fragmented|51103|supply_01|request_peer_evidence,nominal_commitment_deadlock,0.8673413078338287,local_kpi_only
commercial|nominal|private_fragmented|51104,commercial,nominal,private_fragmented,51104,commercial_topology_0,1.4962955435119496,0.0,1.4962955435119496,0,0.0,0,0,0,,,0.0,local_kpi_only
commercial|nominal|private_fragmented|51105,commercial,nominal,private_fragmented,51105,commercial_topology_1,1.5856983765517674,0.0,1.5856983765517674,0,0.0,0,0,0,,,0.0,local_kpi_only
commercial|nominal|private_fragmented|51106,commercial,nominal,private_fragmented,51106,commercial_topology_2,1.4937317598613,0.120684324817656,1.3730474350436441,2,13.0,0,2,2,commercial|nominal|private_fragmented|51106|supply_04|deploy_repair_capacity;commercial|nominal|private_fragmented|51106|supply_02|request_peer_evidence,nominal_resource_shortage;nominal_commitment_deadlock,0.8446358864940983,local_kpi_only
commercial|nominal|private_fragmented|51107,commercial,nominal,private_fragmented,51107,commercial_topology_3,1.4285389035626026,0.0720394418246911,1.3564994617379116,1,6.0,0,1,1,commercial|nominal|private_fragmented|51107|supply_03|verify,nominal_unsafe_or_compromised_component,0.8875145902553752,local_kpi_only
commercial|nominal|private_fragmented|51108,commercial,nominal,private_fragmented,51108,commercial_topology_0,1.2302431309124715,0.0,1.2302431309124715,0,0.0,0,0,0,,,0.0,local_kpi_only
commercial|nominal|private_fragmented|51109,commercial,nominal,private_fragmented,51109,commercial_topology_1,1.9084647391312735,0.0,1.9084647391312735,0,0.0,0,0,0,,,0.0,local_kpi_only
commercial|nominal|private_fragmented|51110,commercial,nominal,private_fragmented,51110,commercial_topology_2,1.54024472349841,0.0,1.54024472349841,0,0.0,0,0,0,,,0.0,local_kpi_only
commercial|nominal|private_fragmented|51111,commercial,nominal,private_fragmented,51111,commercial_topology_3,1.5399276922060379,0.0,1.5399276922060379,0,0.0,0,0,0,,,0.0,local_kpi_only
commercial|nominal|private_fragmented|51112,commercial,nominal,private_fragmented,51112,commercial_topology_0,1.8190352105564898,0.061198692588569,1.7578365179679207,1,4.0,0,1,1,commercial|nominal|private_fragmented|51112|supply_03|request_peer_evidence,nominal_commitment_deadlock,0.8557522582252838,local_kpi_only
commercial|nominal|private_fragmented|51113,commercial,nominal,private_fragmented,51113,commercial_topology_1,1.249852006143223,0.0,1.249852006143223,0,0.0,0,0,0,,,0.0,local_kpi_only
commercial|nominal|private_fragmented|51114,commercial,nominal,private_fragmented,51114,commercial_topology_2,1.4509727885381771,0.0,1.4509727885381771,0,0.0,0,0,0,,,0.0,local_kpi_only
commercial|nominal|private_fragmented|51115,commercial,nominal,private_fragmented,51115,commercial_topology_3,1.398934207132298,0.0,1.398934207132298,0,0.0,0,0,0,,,0.0,local_kpi_only
commercial|nominal|private_fragmented|51116,commercial,nominal,private_fragmented,51116,commercial_topology_0,1.4678352231462943,-0.5250075982820834,1.9928428214283778,1,9.0,1,0,0,commercial|nominal|private_fragmented|51116|supply_04|deploy_repair_capacity,nominal_unsafe_or_compromised_component,0.8131797041779839,local_kpi_only
commercial|nominal|private_fragmented|51117,commercial,nominal,private_fragmented,51117,commercial_topology_1,1.0901575315770695,0.0,1.0901575315770695,0,0.0,0,0,0,,,0.0,local_kpi_only
commercial|nominal|private_fragmented|51118,commercial,nominal,private_fragmented,51118,commercial_topology_2,1.3361540017424296,0.0560076659380979,1.2801463358043317,1,9.0,0,1,0,commercial|nominal|private_fragmented|51118|supply_03|deploy_repair_capacity,nominal_route_or_service_failure,0.831665882761558,local_kpi_only
commercial|nominal|private_fragmented|51119,commercial,nominal,private_fragmented,51119,commercial_topology_3,1.5939428949099017,-0.2213052212230021,1.8152481161329037,1,4.0,1,0,0,commercial|nominal|private_fragmented|51119|supply_04|request_peer_evidence,nominal_route_or_service_failure,0.9373817745780476,local_kpi_only
commercial|nominal|private_fragmented|51120,commercial,nominal,private_fragmented,51120,commercial_topology_0,1.3926643481585734,0.0,1.3926643481585734,0,0.0,0,0,0,,,0.0,local_kpi_only
commercial|ood|private_fragmented|51101,commercial,ood,private_fragmented,51101,commercial_topology_1,4.008714482837746,0.0465042218321518,3.9622102610055943,2,10.0,0,1,2,commercial|ood|private_fragmented|51101|supply_03|request_peer_evidence;commercial|ood|private_fragmented|51101|supply_02|verify,ood_commitment_deadlock;ood_evidence_conflict,0.8079130244873896,local_kpi_only
commercial|ood|private_fragmented|51102,commercial,ood,private_fragmented,51102,commercial_topology_2,3.719506419985046,0.0849625872946062,3.6345438326904396,2,12.0,0,2,1,commercial|ood|private_fragmented|51102|supply_02|verify;commercial|ood|private_fragmented|51102|supply_04|verify,ood_unsafe_or_compromised_component;ood_evidence_conflict,0.8084411867071688,local_kpi_only
commercial|ood|private_fragmented|51103,commercial,ood,private_fragmented,51103,commercial_topology_3,4.351177233289936,0.0,4.351177233289936,1,4.0,0,0,1,commercial|ood|private_fragmented|51103|supply_01|request_peer_evidence,ood_commitment_deadlock,0.8467872684934071,local_kpi_only
commercial|ood|private_fragmented|51104,commercial,ood,private_fragmented,51104,commercial_topology_0,4.181127919504883,0.0,4.181127919504883,0,0.0,0,0,0,,,0.0,local_kpi_only
commercial|ood|private_fragmented|51105,commercial,ood,private_fragmented,51105,commercial_topology_1,3.360765473932443,0.0,3.360765473932443,1,4.0,0,0,1,commercial|ood|private_fragmented|51105|supply_03|request_peer_evidence,ood_commitment_deadlock,0.7410138068083425,local_kpi_only
commercial|ood|private_fragmented|51106,commercial,ood,private_fragmented,51106,commercial_topology_2,4.057855025061282,0.04582417639934179,4.01203084866194,2,15.0,1,1,1,commercial|ood|private_fragmented|51106|supply_01|verify;commercial|ood|private_fragmented|51106|supply_04|deploy_repair_capacity,ood_unsafe_or_compromised_component;ood_resource_shortage,0.7687580915491574,local_kpi_only
commercial|ood|private_fragmented|51107,commercial,ood,private_fragmented,51107,commercial_topology_3,3.7567784406368165,0.1174783036865535,3.639300136950263,1,6.0,0,1,1,commercial|ood|private_fragmented|51107|supply_04|verify,ood_unsafe_or_compromised_component,0.8581580197207836,local_kpi_only
commercial|ood|private_fragmented|51108,commercial,ood,private_fragmented,51108,commercial_topology_0,3.3897227612403356,0.0,3.3897227612403356,0,0.0,0,0,0,,,0.0,local_kpi_only
commercial|ood|private_fragmented|51109,commercial,ood,private_fragmented,51109,commercial_topology_1,4.346756847794644,0.0,4.346756847794644,0,0.0,0,0,0,,,0.0,local_kpi_only
commercial|ood|private_fragmented|51110,commercial,ood,private_fragmented,51110,commercial_topology_2,3.5467160830568147,0.0,3.5467160830568147,0,0.0,0,0,0,,,0.0,local_kpi_only
commercial|ood|private_fragmented|51111,commercial,ood,private_fragmented,51111,commercial_topology_3,3.9382304112895703,0.1035122608591321,3.8347181504304384,1,4.0,0,1,1,commercial|ood|private_fragmented|51111|supply_02|request_peer_evidence,ood_commitment_deadlock,0.7887418529353524,local_kpi_only
commercial|ood|private_fragmented|51112,commercial,ood,private_fragmented,51112,commercial_topology_0,3.5864828265754793,0.0,3.5864828265754793,1,4.0,0,0,1,commercial|ood|private_fragmented|51112|supply_01|request_peer_evidence,ood_commitment_deadlock,0.7753515634979424,local_kpi_only
commercial|ood|private_fragmented|51113,commercial,ood,private_fragmented,51113,commercial_topology_1,2.934419941491745,0.1273814315532572,2.807038509938488,1,4.0,0,1,0,commercial|ood|private_fragmented|51113|supply_04|request_peer_evidence,ood_commitment_deadlock,0.7941893631239502,local_kpi_only
commercial|ood|private_fragmented|51114,commercial,ood,private_fragmented,51114,commercial_topology_2,3.646045793484041,0.0,3.646045793484041,1,4.0,0,0,1,commercial|ood|private_fragmented|51114|supply_02|request_peer_evidence,ood_commitment_deadlock,0.8110753943699607,local_kpi_only
commercial|ood|private_fragmented|51115,commercial,ood,private_fragmented,51115,commercial_topology_3,4.29697275198466,0.0,4.29697275198466,0,0.0,0,0,0,,,0.0,local_kpi_only
commercial|ood|private_fragmented|51116,commercial,ood,private_fragmented,51116,commercial_topology_0,4.1524604898275195,0.0,4.1524604898275195,0,0.0,0,0,0,,,0.0,local_kpi_only
commercial|ood|private_fragmented|51117,commercial,ood,private_fragmented,51117,commercial_topology_1,3.495568411049983,0.0006769740875882,3.4948914369623947,2,13.0,0,1,1,commercial|ood|private_fragmented|51117|supply_04|deploy_repair_capacity;commercial|ood|private_fragmented|51117|supply_01|request_peer_evidence,ood_route_or_service_failure;ood_commitment_deadlock,0.7730367173324224,local_kpi_only
commercial|ood|private_fragmented|51118,commercial,ood,private_fragmented,51118,commercial_topology_2,3.8839157991242814,-0.4641451517601819,4.348060950884463,2,13.0,1,0,1,commercial|ood|private_fragmented|51118|supply_04|request_peer_evidence;commercial|ood|private_fragmented|51118|supply_01|deploy_repair_capacity,ood_commitment_deadlock;ood_evidence_conflict,0.8173061157514248,local_kpi_only
commercial|ood|private_fragmented|51119,commercial,ood,private_fragmented,51119,commercial_topology_3,3.1643557898584094,0.1410299700485344,3.023325819809875,2,10.0,0,2,2,commercial|ood|private_fragmented|51119|supply_04|request_peer_evidence;commercial|ood|private_fragmented|51119|supply_01|verify,ood_commitment_deadlock;ood_unsafe_or_compromised_component,0.8216710688972586,local_kpi_only
commercial|ood|private_fragmented|51120,commercial,ood,private_fragmented,51120,commercial_topology_0,3.2472429082353127,0.0,3.2472429082353127,0,0.0,0,0,0,,,0.0,local_kpi_only
commercial|partition|private_fragmented|51101,commercial,partition,private_fragmented,51101,commercial_topology_1,3.568029582934165,0.0,3.568029582934165,0,0.0,0,0,0,,,0.0,local_kpi_only
