cluster_id,application,regime,information_condition,environment_seed,selected_effect_kpi,loss_after_selection_kpi,selected_count_kpi,operator_minutes_kpi,harmful_count_kpi,service_reaching_count_kpi,selected_candidates_kpi,selected_scenario_families_kpi,selected_effect_thermo,loss_after_selection_thermo,selected_count_thermo,operator_minutes_thermo,harmful_count_thermo,service_reaching_count_thermo,selected_candidates_thermo,selected_scenario_families_thermo,utility_difference,loss_difference,harm_difference
humanitarian|ood|public_shared|51104,humanitarian,ood,public_shared,51104,0.21069308920816832,2.7912261390652957,2,10.0,0,1,humanitarian|ood|public_shared|51104|relief_01|request_peer_evidence;humanitarian|ood|public_shared|51104|relief_02|verify,ood_evidence_conflict;ood_unsafe_or_compromised_component,0.1991440503060256,2.8027751779674386,2,8.0,0,1,humanitarian|ood|public_shared|51104|relief_01|request_peer_evidence;humanitarian|ood|public_shared|51104|relief_04|request_peer_evidence,ood_evidence_conflict;ood_commitment_deadlock,-0.011549038902142705,0.011549038902142872,0
humanitarian|ood|public_shared|51105,humanitarian,ood,public_shared,51105,0.2259526670765702,2.974598158154845,2,15.0,0,1,humanitarian|ood|public_shared|51105|relief_02|deploy_repair_capacity;humanitarian|ood|public_shared|51105|relief_03|verify,ood_resource_shortage;ood_unsafe_or_compromised_component,0.2259526670765702,2.974598158154845,2,15.0,0,1,humanitarian|ood|public_shared|51105|relief_02|deploy_repair_capacity;humanitarian|ood|public_shared|51105|relief_03|verify,ood_resource_shortage;ood_unsafe_or_compromised_component,0.0,0.0,0
humanitarian|ood|public_shared|51106,humanitarian,ood,public_shared,51106,0.2301147931571341,3.038152928704191,2,15.0,0,2,humanitarian|ood|public_shared|51106|relief_02|deploy_repair_capacity;humanitarian|ood|public_shared|51106|relief_01|verify,ood_resource_shortage;ood_unsafe_or_compromised_component,0.2301147931571341,3.038152928704191,2,15.0,0,2,humanitarian|ood|public_shared|51106|relief_02|deploy_repair_capacity;humanitarian|ood|public_shared|51106|relief_01|verify,ood_resource_shortage;ood_unsafe_or_compromised_component,0.0,0.0,0
humanitarian|ood|public_shared|51107,humanitarian,ood,public_shared,51107,0.2166904246263679,2.6041074435441063,2,13.0,0,2,humanitarian|ood|public_shared|51107|relief_04|deploy_repair_capacity;humanitarian|ood|public_shared|51107|relief_01|request_peer_evidence,ood_route_or_service_failure;ood_commitment_deadlock,0.2166904246263679,2.6041074435441063,2,13.0,0,2,humanitarian|ood|public_shared|51107|relief_04|deploy_repair_capacity;humanitarian|ood|public_shared|51107|relief_01|request_peer_evidence,ood_route_or_service_failure;ood_commitment_deadlock,0.0,0.0,0
humanitarian|ood|public_shared|51108,humanitarian,ood,public_shared,51108,0.1940185071215223,2.3916017058042764,2,13.0,0,1,humanitarian|ood|public_shared|51108|relief_02|request_peer_evidence;humanitarian|ood|public_shared|51108|relief_01|deploy_repair_capacity,ood_commitment_deadlock;ood_resource_shortage,0.1940185071215223,2.3916017058042764,2,13.0,0,1,humanitarian|ood|public_shared|51108|relief_02|request_peer_evidence;humanitarian|ood|public_shared|51108|relief_01|deploy_repair_capacity,ood_commitment_deadlock;ood_resource_shortage,0.0,0.0,0
humanitarian|ood|public_shared|51109,humanitarian,ood,public_shared,51109,0.2351433553211739,3.0866019466807497,2,18.0,0,2,humanitarian|ood|public_shared|51109|relief_02|deploy_repair_capacity;humanitarian|ood|public_shared|51109|relief_04|deploy_repair_capacity,ood_route_or_service_failure;ood_resource_shortage,0.2351433553211739,3.0866019466807497,2,18.0,0,2,humanitarian|ood|public_shared|51109|relief_02|deploy_repair_capacity;humanitarian|ood|public_shared|51109|relief_04|deploy_repair_capacity,ood_route_or_service_failure;ood_resource_shortage,0.0,0.0,0
humanitarian|ood|public_shared|51110,humanitarian,ood,public_shared,51110,0.2375299422122116,2.82830966207895,2,13.0,0,1,humanitarian|ood|public_shared|51110|relief_04|deploy_repair_capacity;humanitarian|ood|public_shared|51110|relief_01|request_peer_evidence,ood_resource_shortage;ood_commitment_deadlock,0.2375299422122116,2.82830966207895,2,13.0,0,1,humanitarian|ood|public_shared|51110|relief_04|deploy_repair_capacity;humanitarian|ood|public_shared|51110|relief_01|request_peer_evidence,ood_resource_shortage;ood_commitment_deadlock,0.0,0.0,0
humanitarian|ood|public_shared|51111,humanitarian,ood,public_shared,51111,0.1830503120660068,2.81395273751016,2,10.0,0,1,humanitarian|ood|public_shared|51111|relief_01|request_peer_evidence;humanitarian|ood|public_shared|51111|relief_04|verify,ood_commitment_deadlock;ood_unsafe_or_compromised_component,0.1830503120660068,2.81395273751016,2,10.0,0,1,humanitarian|ood|public_shared|51111|relief_01|request_peer_evidence;humanitarian|ood|public_shared|51111|relief_04|verify,ood_commitment_deadlock;ood_unsafe_or_compromised_component,0.0,0.0,0
humanitarian|ood|public_shared|51112,humanitarian,ood,public_shared,51112,0.2398041877581455,3.016426592514379,2,15.0,0,2,humanitarian|ood|public_shared|51112|relief_03|deploy_repair_capacity;humanitarian|ood|public_shared|51112|relief_04|verify,ood_route_or_service_failure;ood_unsafe_or_compromised_component,0.2398041877581455,3.016426592514379,2,15.0,0,2,humanitarian|ood|public_shared|51112|relief_03|deploy_repair_capacity;humanitarian|ood|public_shared|51112|relief_04|verify,ood_route_or_service_failure;ood_unsafe_or_compromised_component,0.0,0.0,0
humanitarian|ood|public_shared|51113,humanitarian,ood,public_shared,51113,0.2284301153131721,2.913413831652948,2,10.0,0,1,humanitarian|ood|public_shared|51113|relief_02|verify;humanitarian|ood|public_shared|51113|relief_04|request_peer_evidence,ood_unsafe_or_compromised_component;ood_commitment_deadlock,0.2284301153131721,2.913413831652948,2,10.0,0,1,humanitarian|ood|public_shared|51113|relief_02|verify;humanitarian|ood|public_shared|51113|relief_04|request_peer_evidence,ood_unsafe_or_compromised_component;ood_commitment_deadlock,0.0,0.0,0
humanitarian|ood|public_shared|51114,humanitarian,ood,public_shared,51114,0.2122298704976338,3.1023096323734136,2,10.0,0,1,humanitarian|ood|public_shared|51114|relief_02|verify;humanitarian|ood|public_shared|51114|relief_04|request_peer_evidence,ood_unsafe_or_compromised_component;ood_commitment_deadlock,0.2122298704976338,3.1023096323734136,2,10.0,0,1,humanitarian|ood|public_shared|51114|relief_02|verify;humanitarian|ood|public_shared|51114|relief_04|request_peer_evidence,ood_unsafe_or_compromised_component;ood_commitment_deadlock,0.0,0.0,0
humanitarian|ood|public_shared|51115,humanitarian,ood,public_shared,51115,0.2070680909135591,2.929987546906498,2,10.0,0,1,humanitarian|ood|public_shared|51115|relief_04|request_peer_evidence;humanitarian|ood|public_shared|51115|relief_01|verify,ood_commitment_deadlock;ood_unsafe_or_compromised_component,0.2070680909135591,2.929987546906498,2,10.0,0,1,humanitarian|ood|public_shared|51115|relief_04|request_peer_evidence;humanitarian|ood|public_shared|51115|relief_01|verify,ood_commitment_deadlock;ood_unsafe_or_compromised_component,0.0,0.0,0
humanitarian|ood|public_shared|51116,humanitarian,ood,public_shared,51116,0.0921019534992576,2.8429533745213407,1,4.0,0,1,humanitarian|ood|public_shared|51116|relief_04|request_peer_evidence,ood_commitment_deadlock,0.0,2.9350553280205984,0,0.0,0,0,,,-0.0921019534992576,0.09210195349925776,0
humanitarian|ood|public_shared|51117,humanitarian,ood,public_shared,51117,0.2251917136659267,2.6534049703955263,2,13.0,0,2,humanitarian|ood|public_shared|51117|relief_03|deploy_repair_capacity;humanitarian|ood|public_shared|51117|relief_04|request_peer_evidence,ood_route_or_service_failure;ood_commitment_deadlock,0.2251917136659267,2.6534049703955263,2,13.0,0,2,humanitarian|ood|public_shared|51117|relief_03|deploy_repair_capacity;humanitarian|ood|public_shared|51117|relief_04|request_peer_evidence,ood_route_or_service_failure;ood_commitment_deadlock,0.0,0.0,0
humanitarian|ood|public_shared|51118,humanitarian,ood,public_shared,51118,0.2117925363341546,3.5761379087463223,2,13.0,0,2,humanitarian|ood|public_shared|51118|relief_03|deploy_repair_capacity;humanitarian|ood|public_shared|51118|relief_01|request_peer_evidence,ood_route_or_service_failure;ood_commitment_deadlock,0.2117925363341546,3.5761379087463223,2,13.0,0,2,humanitarian|ood|public_shared|51118|relief_03|deploy_repair_capacity;humanitarian|ood|public_shared|51118|relief_01|request_peer_evidence,ood_route_or_service_failure;ood_commitment_deadlock,0.0,0.0,0
humanitarian|ood|public_shared|51119,humanitarian,ood,public_shared,51119,0.221497316146446,3.33863498782765,2,10.0,0,2,humanitarian|ood|public_shared|51119|relief_02|request_peer_evidence;humanitarian|ood|public_shared|51119|relief_01|verify,ood_commitment_deadlock;ood_unsafe_or_compromised_component,0.221497316146446,3.33863498782765,2,10.0,0,2,humanitarian|ood|public_shared|51119|relief_01|verify;humanitarian|ood|public_shared|51119|relief_02|request_peer_evidence,ood_unsafe_or_compromised_component;ood_commitment_deadlock,0.0,0.0,0
humanitarian|ood|public_shared|51120,humanitarian,ood,public_shared,51120,0.0999839453769276,3.067337380700839,2,12.0,0,2,humanitarian|ood|public_shared|51120|relief_03|verify;humanitarian|ood|public_shared|51120|relief_04|verify,ood_unsafe_or_compromised_component;ood_evidence_conflict,0.1990855872796352,2.9682357387981315,2,15.0,0,2,humanitarian|ood|public_shared|51120|relief_03|verify;humanitarian|ood|public_shared|51120|relief_01|deploy_repair_capacity,ood_unsafe_or_compromised_component;ood_resource_shortage,0.09910164190270761,-0.09910164190270754,0
humanitarian|partition|public_shared|51101,humanitarian,partition,public_shared,51101,0.172777052083252,2.449515384946866,2,10.0,0,2,humanitarian|partition|public_shared|51101|relief_03|request_peer_evidence;humanitarian|partition|public_shared|51101|relief_02|verify,partition_commitment_deadlock;partition_unsafe_or_compromised_component,0.0,2.6222924370301177,0,0.0,0,0,,,-0.172777052083252,0.1727770520832519,0
humanitarian|partition|public_shared|51102,humanitarian,partition,public_shared,51102,0.1861452426565965,2.4195112600871203,2,18.0,0,1,humanitarian|partition|public_shared|51102|relief_01|deploy_repair_capacity;humanitarian|partition|public_shared|51102|relief_02|deploy_repair_capacity,partition_resource_shortage;partition_route_or_service_failure,0.0915599001042161,2.5140966026395004,1,9.0,0,0,humanitarian|partition|public_shared|51102|relief_01|deploy_repair_capacity,partition_resource_shortage,-0.0945853425523804,0.09458534255238016,0
humanitarian|partition|public_shared|51103,humanitarian,partition,public_shared,51103,0.1941312683968105,2.192307690034721,2,15.0,0,2,humanitarian|partition|public_shared|51103|relief_03|verify;humanitarian|partition|public_shared|51103|relief_02|deploy_repair_capacity,partition_unsafe_or_compromised_component;partition_resource_shortage,0.0,2.3864389584315315,0,0.0,0,0,,,-0.1941312683968105,0.1941312683968106,0
humanitarian|partition|public_shared|51104,humanitarian,partition,public_shared,51104,0.1790061304668406,2.2895025696924862,2,13.0,0,1,humanitarian|partition|public_shared|51104|relief_04|deploy_repair_capacity;humanitarian|partition|public_shared|51104|relief_02|request_peer_evidence,partition_resource_shortage;partition_evidence_conflict,0.0,2.468508700159327,0,0.0,0,0,,,-0.1790061304668406,0.17900613046684066,0
humanitarian|partition|public_shared|51105,humanitarian,partition,public_shared,51105,0.1635219632789911,1.902012530242248,2,10.0,0,2,humanitarian|partition|public_shared|51105|relief_04|verify;humanitarian|partition|public_shared|51105|relief_01|request_peer_evidence,partition_unsafe_or_compromised_component;partition_commitment_deadlock,0.0,2.065534493521239,0,0.0,0,0,,,-0.1635219632789911,0.16352196327899104,0
humanitarian|partition|public_shared|51106,humanitarian,partition,public_shared,51106,0.0921837990022945,2.8668549997723987,1,6.0,0,0,humanitarian|partition|public_shared|51106|relief_01|verify,partition_unsafe_or_compromised_component,0.0,2.959038798774693,0,0.0,0,0,,,-0.0921837990022945,0.09218379900229445,0
humanitarian|partition|public_shared|51107,humanitarian,partition,public_shared,51107,0.18438960714328279,2.3628035590095493,2,15.0,0,0,humanitarian|partition|public_shared|51107|relief_02|deploy_repair_capacity;humanitarian|partition|public_shared|51107|relief_01|verify,partition_route_or_service_failure;partition_unsafe_or_compromised_component,0.0,2.547193166152832,0,0.0,0,0,,,-0.18438960714328279,0.18438960714328267,0
humanitarian|partition|public_shared|51108,humanitarian,partition,public_shared,51108,0.1796455947732488,2.471042614764972,2,13.0,0,2,humanitarian|partition|public_shared|51108|relief_02|request_peer_evidence;humanitarian|partition|public_shared|51108|relief_01|deploy_repair_capacity,partition_commitment_deadlock;partition_route_or_service_failure,0.0873282674992508,2.56335994203897,1,4.0,0,1,humanitarian|partition|public_shared|51108|relief_02|request_peer_evidence,partition_commitment_deadlock,-0.092317327273998,0.0923173272739981,0
humanitarian|partition|public_shared|51109,humanitarian,partition,public_shared,51109,0.1903725665015904,2.3840031719489074,2,15.0,0,1,humanitarian|partition|public_shared|51109|relief_02|deploy_repair_capacity;humanitarian|partition|public_shared|51109|relief_01|verify,partition_route_or_service_failure;partition_unsafe_or_compromised_component,0.0902719574060838,2.484103781044414,1,6.0,0,1,humanitarian|partition|public_shared|51109|relief_01|verify,partition_unsafe_or_compromised_component,-0.1001006090955066,0.10010060909550678,0
humanitarian|partition|public_shared|51110,humanitarian,partition,public_shared,51110,0.18380238054545311,2.31156148404828,2,13.0,0,1,humanitarian|partition|public_shared|51110|relief_04|deploy_repair_capacity;humanitarian|partition|public_shared|51110|relief_01|request_peer_evidence,partition_resource_shortage;partition_commitment_deadlock,0.0,2.495363864593733,0,0.0,0,0,,,-0.18380238054545311,0.18380238054545295,0
humanitarian|partition|public_shared|51111,humanitarian,partition,public_shared,51111,0.0748352692403781,2.4787871714172183,2,12.0,0,0,humanitarian|partition|public_shared|51111|relief_01|verify;humanitarian|partition|public_shared|51111|relief_02|verify,partition_unsafe_or_compromised_component;partition_evidence_conflict,0.0,2.5536224406575965,0,0.0,0,0,,,-0.0748352692403781,0.0748352692403782,0
humanitarian|partition|public_shared|51112,humanitarian,partition,public_shared,51112,0.1836271016996469,2.6669926925144396,2,18.0,0,2,humanitarian|partition|public_shared|51112|relief_01|deploy_repair_capacity;humanitarian|partition|public_shared|51112|relief_04|deploy_repair_capacity,partition_route_or_service_failure;partition_resource_shortage,0.0,2.8506197942140865,0,0.0,0,0,,,-0.1836271016996469,0.1836271016996469,0
humanitarian|partition|public_shared|51113,humanitarian,partition,public_shared,51113,0.1033345321155584,2.8527180308101756,2,12.0,0,2,humanitarian|partition|public_shared|51113|relief_03|request_peer_evidence;humanitarian|partition|public_shared|51113|relief_02|authorize_emergency_resource,partition_commitment_deadlock;partition_resource_shortage,0.0,2.956052562925734,0,0.0,0,0,,,-0.1033345321155584,0.10333453211555854,0
humanitarian|partition|public_shared|51114,humanitarian,partition,public_shared,51114,0.2089230632297166,2.2463702498176206,2,10.0,0,1,humanitarian|partition|public_shared|51114|relief_03|request_peer_evidence;humanitarian|partition|public_shared|51114|relief_01|verify,partition_commitment_deadlock;partition_unsafe_or_compromised_component,0.0,2.455293313047337,0,0.0,0,0,,,-0.2089230632297166,0.20892306322971654,0
humanitarian|partition|public_shared|51115,humanitarian,partition,public_shared,51115,0.18458597094163548,2.255378714912698,2,13.0,0,1,humanitarian|partition|public_shared|51115|relief_01|request_peer_evidence;humanitarian|partition|public_shared|51115|relief_04|deploy_repair_capacity,partition_commitment_deadlock;partition_route_or_service_failure,0.0983853247378356,2.3415793611164974,1,9.0,0,1,humanitarian|partition|public_shared|51115|relief_04|deploy_repair_capacity,partition_route_or_service_failure,-0.08620064620379989,0.08620064620379964,0
humanitarian|partition|public_shared|51116,humanitarian,partition,public_shared,51116,0.1912543697814405,2.2510887790296152,2,13.0,0,2,humanitarian|partition|public_shared|51116|relief_02|request_peer_evidence;humanitarian|partition|public_shared|51116|relief_04|deploy_repair_capacity,partition_commitment_deadlock;partition_resource_shortage,0.0,2.4423431488110556,0,0.0,0,0,,,-0.1912543697814405,0.1912543697814404,0
humanitarian|partition|public_shared|51117,humanitarian,partition,public_shared,51117,0.198806312521451,2.8983939498152678,2,13.0,0,2,humanitarian|partition|public_shared|51117|relief_02|request_peer_evidence;humanitarian|partition|public_shared|51117|relief_04|deploy_repair_capacity,partition_evidence_conflict;partition_route_or_service_failure,0.0,3.097200262336719,0,0.0,0,0,,,-0.198806312521451,0.1988063125214512,0
humanitarian|partition|public_shared|51118,humanitarian,partition,public_shared,51118,0.2170129648062302,2.654520501519748,2,13.0,0,2,humanitarian|partition|public_shared|51118|relief_04|request_peer_evidence;humanitarian|partition|public_shared|51118|relief_03|deploy_repair_capacity,partition_commitment_deadlock;partition_route_or_service_failure,0.1052852873193977,2.7662481790065803,1,9.0,0,1,humanitarian|partition|public_shared|51118|relief_03|deploy_repair_capacity,partition_route_or_service_failure,-0.1117276774868325,0.1117276774868321,0
humanitarian|partition|public_shared|51119,humanitarian,partition,public_shared,51119,0.1777607272558177,2.2578313397579075,2,13.0,0,1,humanitarian|partition|public_shared|51119|relief_03|request_peer_evidence;humanitarian|partition|public_shared|51119|relief_02|deploy_repair_capacity,partition_commitment_deadlock;partition_resource_shortage,0.0,2.435592067013725,0,0.0,0,0,,,-0.1777607272558177,0.17776072725581749,0
humanitarian|partition|public_shared|51120,humanitarian,partition,public_shared,51120,0.1737807397782561,2.054042212284678,2,10.0,0,1,humanitarian|partition|public_shared|51120|relief_02|verify;humanitarian|partition|public_shared|51120|relief_03|request_peer_evidence,partition_unsafe_or_compromised_component;partition_commitment_deadlock,0.0,2.2278229520629345,0,0.0,0,0,,,-0.1737807397782561,0.17378073977825625,0
humanitarian|telemetry_integrity|public_shared|51101,humanitarian,telemetry_integrity,public_shared,51101,0.1686503373196849,1.860888146576256,2,13.0,0,1,humanitarian|telemetry_integrity|public_shared|51101|relief_02|deploy_repair_capacity;humanitarian|telemetry_integrity|public_shared|51101|relief_04|request_peer_evidence,telemetry_integrity_resource_shortage;telemetry_integrity_commitment_deadlock,0.1686503373196849,1.860888146576256,2,13.0,0,1,humanitarian|telemetry_integrity|public_shared|51101|relief_02|deploy_repair_capacity;humanitarian|telemetry_integrity|public_shared|51101|relief_04|request_peer_evidence,telemetry_integrity_resource_shortage;telemetry_integrity_commitment_deadlock,0.0,0.0,0
humanitarian|telemetry_integrity|public_shared|51102,humanitarian,telemetry_integrity,public_shared,51102,0.1668186063351618,2.2740212616546733,2,18.0,0,2,humanitarian|telemetry_integrity|public_shared|51102|relief_04|deploy_repair_capacity;humanitarian|telemetry_integrity|public_shared|51102|relief_01|deploy_repair_capacity,telemetry_integrity_route_or_service_failure;telemetry_integrity_resource_shortage,0.1668186063351618,2.2740212616546733,2,18.0,0,2,humanitarian|telemetry_integrity|public_shared|51102|relief_04|deploy_repair_capacity;humanitarian|telemetry_integrity|public_shared|51102|relief_01|deploy_repair_capacity,telemetry_integrity_route_or_service_failure;telemetry_integrity_resource_shortage,0.0,0.0,0
humanitarian|telemetry_integrity|public_shared|51103,humanitarian,telemetry_integrity,public_shared,51103,0.1716259094165049,2.4915451421934476,2,15.0,0,2,humanitarian|telemetry_integrity|public_shared|51103|relief_04|verify;humanitarian|telemetry_integrity|public_shared|51103|relief_02|deploy_repair_capacity,telemetry_integrity_unsafe_or_compromised_component;telemetry_integrity_route_or_service_failure,0.1716259094165049,2.4915451421934476,2,15.0,0,2,humanitarian|telemetry_integrity|public_shared|51103|relief_04|verify;humanitarian|telemetry_integrity|public_shared|51103|relief_02|deploy_repair_capacity,telemetry_integrity_unsafe_or_compromised_component;telemetry_integrity_route_or_service_failure,0.0,0.0,0
humanitarian|telemetry_integrity|public_shared|51104,humanitarian,telemetry_integrity,public_shared,51104,0.1662187222018181,2.306307655747772,2,13.0,0,2,humanitarian|telemetry_integrity|public_shared|51104|relief_04|deploy_repair_capacity;humanitarian|telemetry_integrity|public_shared|51104|relief_02|request_peer_evidence,telemetry_integrity_route_or_service_failure;telemetry_integrity_commitment_deadlock,0.1662187222018181,2.306307655747772,2,13.0,0,2,humanitarian|telemetry_integrity|public_shared|51104|relief_04|deploy_repair_capacity;humanitarian|telemetry_integrity|public_shared|51104|relief_02|request_peer_evidence,telemetry_integrity_route_or_service_failure;telemetry_integrity_commitment_deadlock,0.0,0.0,0
humanitarian|telemetry_integrity|public_shared|51105,humanitarian,telemetry_integrity,public_shared,51105,0.1797423058911661,2.410791835102088,2,10.0,0,2,humanitarian|telemetry_integrity|public_shared|51105|relief_02|request_peer_evidence;humanitarian|telemetry_integrity|public_shared|51105|relief_01|verify,telemetry_integrity_commitment_deadlock;telemetry_integrity_unsafe_or_compromised_component,0.1797423058911661,2.410791835102088,2,10.0,0,2,humanitarian|telemetry_integrity|public_shared|51105|relief_02|request_peer_evidence;humanitarian|telemetry_integrity|public_shared|51105|relief_01|verify,telemetry_integrity_commitment_deadlock;telemetry_integrity_unsafe_or_compromised_component,0.0,0.0,0
humanitarian|telemetry_integrity|public_shared|51106,humanitarian,telemetry_integrity,public_shared,51106,0.0,2.3328432118126607,0,0.0,0,0,,,0.0,2.3328432118126607,0,0.0,0,0,,,0.0,0.0,0
humanitarian|telemetry_integrity|public_shared|51107,humanitarian,telemetry_integrity,public_shared,51107,0.1713505565822018,2.3674443736367303,2,15.0,0,1,humanitarian|telemetry_integrity|public_shared|51107|relief_04|deploy_repair_capacity;humanitarian|telemetry_integrity|public_shared|51107|relief_03|verify,telemetry_integrity_resource_shortage;telemetry_integrity_unsafe_or_compromised_component,0.1713505565822018,2.3674443736367303,2,15.0,0,1,humanitarian|telemetry_integrity|public_shared|51107|relief_04|deploy_repair_capacity;humanitarian|telemetry_integrity|public_shared|51107|relief_03|verify,telemetry_integrity_resource_shortage;telemetry_integrity_unsafe_or_compromised_component,0.0,0.0,0
humanitarian|telemetry_integrity|public_shared|51108,humanitarian,telemetry_integrity,public_shared,51108,0.112317157202378,2.461397060254443,1,6.0,0,0,humanitarian|telemetry_integrity|public_shared|51108|relief_04|verify,telemetry_integrity_unsafe_or_compromised_component,0.112317157202378,2.461397060254443,1,6.0,0,0,humanitarian|telemetry_integrity|public_shared|51108|relief_04|verify,telemetry_integrity_unsafe_or_compromised_component,0.0,0.0,0
humanitarian|telemetry_integrity|public_shared|51109,humanitarian,telemetry_integrity,public_shared,51109,0.1793215023015628,2.549345767101976,2,13.0,0,2,humanitarian|telemetry_integrity|public_shared|51109|relief_04|deploy_repair_capacity;humanitarian|telemetry_integrity|public_shared|51109|relief_01|request_peer_evidence,telemetry_integrity_route_or_service_failure;telemetry_integrity_commitment_deadlock,0.20115341058643238,2.527513858817106,2,15.0,0,2,humanitarian|telemetry_integrity|public_shared|51109|relief_04|deploy_repair_capacity;humanitarian|telemetry_integrity|public_shared|51109|relief_03|verify,telemetry_integrity_route_or_service_failure;telemetry_integrity_unsafe_or_compromised_component,0.021831908284869583,-0.021831908284869694,0
humanitarian|telemetry_integrity|public_shared|51110,humanitarian,telemetry_integrity,public_shared,51110,0.1736244911305341,2.305034276137268,2,8.0,0,1,humanitarian|telemetry_integrity|public_shared|51110|relief_03|request_peer_evidence;humanitarian|telemetry_integrity|public_shared|51110|relief_04|request_peer_evidence,telemetry_integrity_evidence_conflict;telemetry_integrity_commitment_deadlock,0.1736244911305341,2.305034276137268,2,8.0,0,1,humanitarian|telemetry_integrity|public_shared|51110|relief_03|request_peer_evidence;humanitarian|telemetry_integrity|public_shared|51110|relief_04|request_peer_evidence,telemetry_integrity_evidence_conflict;telemetry_integrity_commitment_deadlock,0.0,0.0,0
humanitarian|telemetry_integrity|public_shared|51111,humanitarian,telemetry_integrity,public_shared,51111,0.0942626769188652,2.407186633965538,1,6.0,0,1,humanitarian|telemetry_integrity|public_shared|51111|relief_04|verify,telemetry_integrity_unsafe_or_compromised_component,0.0942626769188652,2.407186633965538,2,12.0,0,1,humanitarian|telemetry_integrity|public_shared|51111|relief_04|verify;humanitarian|telemetry_integrity|public_shared|51111|relief_03|verify,telemetry_integrity_unsafe_or_compromised_component;telemetry_integrity_evidence_conflict,0.0,0.0,0
humanitarian|telemetry_integrity|public_shared|51112,humanitarian,telemetry_integrity,public_shared,51112,0.1935631695249751,2.5719607527906256,2,13.0,0,2,humanitarian|telemetry_integrity|public_shared|51112|relief_04|deploy_repair_capacity;humanitarian|telemetry_integrity|public_shared|51112|relief_03|request_peer_evidence,telemetry_integrity_route_or_service_failure;telemetry_integrity_commitment_deadlock,0.1935631695249751,2.5719607527906256,2,13.0,0,2,humanitarian|telemetry_integrity|public_shared|51112|relief_04|deploy_repair_capacity;humanitarian|telemetry_integrity|public_shared|51112|relief_03|request_peer_evidence,telemetry_integrity_route_or_service_failure;telemetry_integrity_commitment_deadlock,0.0,0.0,0
humanitarian|telemetry_integrity|public_shared|51113,humanitarian,telemetry_integrity,public_shared,51113,0.174114088096153,2.2650609774586363,2,13.0,0,2,humanitarian|telemetry_integrity|public_shared|51113|relief_01|request_peer_evidence;humanitarian|telemetry_integrity|public_shared|51113|relief_02|deploy_repair_capacity,telemetry_integrity_commitment_deadlock;telemetry_integrity_route_or_service_failure,0.1902137761535159,2.248961289401273,2,10.0,0,2,humanitarian|telemetry_integrity|public_shared|51113|relief_04|verify;humanitarian|telemetry_integrity|public_shared|51113|relief_01|request_peer_evidence,telemetry_integrity_unsafe_or_compromised_component;telemetry_integrity_commitment_deadlock,0.016099688057362893,-0.01609968805736317,0
humanitarian|telemetry_integrity|public_shared|51114,humanitarian,telemetry_integrity,public_shared,51114,0.0,3.05986557531201,0,0.0,0,0,,,0.0,3.05986557531201,0,0.0,0,0,,,0.0,0.0,0
humanitarian|telemetry_integrity|public_shared|51115,humanitarian,telemetry_integrity,public_shared,51115,0.1993618531468055,2.3219084932393113,2,15.0,0,1,humanitarian|telemetry_integrity|public_shared|51115|relief_04|verify;humanitarian|telemetry_integrity|public_shared|51115|relief_02|deploy_repair_capacity,telemetry_integrity_unsafe_or_compromised_component;telemetry_integrity_resource_shortage,0.1993618531468055,2.3219084932393113,2,15.0,0,1,humanitarian|telemetry_integrity|public_shared|51115|relief_04|verify;humanitarian|telemetry_integrity|public_shared|51115|relief_02|deploy_repair_capacity,telemetry_integrity_unsafe_or_compromised_component;telemetry_integrity_resource_shortage,0.0,0.0,0
humanitarian|telemetry_integrity|public_shared|51116,humanitarian,telemetry_integrity,public_shared,51116,0.2086328263664903,2.9807743137463003,2,13.0,0,2,humanitarian|telemetry_integrity|public_shared|51116|relief_04|deploy_repair_capacity;humanitarian|telemetry_integrity|public_shared|51116|relief_03|request_peer_evidence,telemetry_integrity_route_or_service_failure;telemetry_integrity_commitment_deadlock,0.2086328263664903,2.9807743137463003,2,13.0,0,2,humanitarian|telemetry_integrity|public_shared|51116|relief_03|request_peer_evidence;humanitarian|telemetry_integrity|public_shared|51116|relief_04|deploy_repair_capacity,telemetry_integrity_commitment_deadlock;telemetry_integrity_route_or_service_failure,0.0,0.0,0
humanitarian|telemetry_integrity|public_shared|51117,humanitarian,telemetry_integrity,public_shared,51117,0.1728741320815821,2.3870990295848147,2,10.0,0,1,humanitarian|telemetry_integrity|public_shared|51117|relief_01|verify;humanitarian|telemetry_integrity|public_shared|51117|relief_02|request_peer_evidence,telemetry_integrity_unsafe_or_compromised_component;telemetry_integrity_evidence_conflict,0.1728741320815821,2.3870990295848147,2,10.0,0,1,humanitarian|telemetry_integrity|public_shared|51117|relief_01|verify;humanitarian|telemetry_integrity|public_shared|51117|relief_02|request_peer_evidence,telemetry_integrity_unsafe_or_compromised_component;telemetry_integrity_evidence_conflict,0.0,0.0,0
humanitarian|telemetry_integrity|public_shared|51118,humanitarian,telemetry_integrity,public_shared,51118,0.0819482672694229,2.19820756110231,1,6.0,0,0,humanitarian|telemetry_integrity|public_shared|51118|relief_02|verify,telemetry_integrity_unsafe_or_compromised_component,0.0819482672694229,2.19820756110231,1,6.0,0,0,humanitarian|telemetry_integrity|public_shared|51118|relief_02|verify,telemetry_integrity_unsafe_or_compromised_component,0.0,0.0,0
