cluster_id,disruption,estimator,ridge_fraction,nominal_fit_window,rolling_window_sweeps,ablation,feature_count,maximum_distance,mean_distance,nominal_threshold_95,failure
V14Q_g4,network_partition,diagonal,0.0,all_nominal,5,all,13,8.810695758651418,2.103950969069838,6.819066975593648,nan
V14Q_g4,nominal,diagonal,0.0,all_nominal,5,all,13,8.810695758651418,2.415012821675124,6.819066975593648,nan
V14Q_g5,field_reversal,diagonal,0.0,all_nominal,5,all,13,196.31874652943856,32.97522652865318,8.029659636391527,nan
V14Q_g5,message_corruption,diagonal,0.0,all_nominal,5,all,13,31.331132723292427,4.809542672695897,8.029659636391527,nan
V14Q_g5,network_partition,diagonal,0.0,all_nominal,5,all,13,31.331132723292427,4.91971697697457,8.029659636391527,nan
V14Q_g5,nominal,diagonal,0.0,all_nominal,5,all,13,31.331132723292427,4.705831184955005,8.029659636391527,nan
V14Q_g0,field_reversal,shrinkage,0.05,all_nominal,5,all,13,125.20243581375044,19.59838078202176,6.12263635735249,nan
V14Q_g0,message_corruption,shrinkage,0.05,all_nominal,5,all,13,9.270862262955369,2.2984636111795878,6.12263635735249,nan
V14Q_g0,network_partition,shrinkage,0.05,all_nominal,5,all,13,9.270862262955369,2.3226783147511307,6.12263635735249,nan
V14Q_g0,nominal,shrinkage,0.05,all_nominal,5,all,13,9.270862262955369,2.43275304696892,6.12263635735249,nan
V14Q_g1,field_reversal,shrinkage,0.05,all_nominal,5,all,13,128.7702620276321,21.18010934068301,6.698393318150182,nan
V14Q_g1,message_corruption,shrinkage,0.05,all_nominal,5,all,13,27.26110670426298,3.35065739067806,6.698393318150182,nan
V14Q_g1,network_partition,shrinkage,0.05,all_nominal,5,all,13,27.26110670426298,3.286352399933348,6.698393318150182,nan
V14Q_g1,nominal,shrinkage,0.05,all_nominal,5,all,13,27.26110670426298,3.286352399933348,6.698393318150182,nan
V14Q_g2,field_reversal,shrinkage,0.05,all_nominal,5,all,13,126.24381300327052,19.26105920394236,6.6935528289566975,nan
V14Q_g2,message_corruption,shrinkage,0.05,all_nominal,5,all,13,7.2160005422011775,3.103163471299002,6.6935528289566975,nan
V14Q_g2,network_partition,shrinkage,0.05,all_nominal,5,all,13,7.2160005422011775,3.1873859934879585,6.6935528289566975,nan
V14Q_g2,nominal,shrinkage,0.05,all_nominal,5,all,13,7.2160005422011775,3.187320139696727,6.6935528289566975,nan
V14Q_g3,field_reversal,shrinkage,0.05,all_nominal,5,all,13,127.5476809517853,20.676596201684625,6.708876576983795,nan
V14Q_g3,message_corruption,shrinkage,0.05,all_nominal,5,all,13,7.318910891941235,2.868411352039914,6.708876576983795,nan
V14Q_g3,network_partition,shrinkage,0.05,all_nominal,5,all,13,7.318910891941235,2.852031343004441,6.708876576983795,nan
V14Q_g3,nominal,shrinkage,0.05,all_nominal,5,all,13,7.318910891941235,2.8586164322626595,6.708876576983795,nan
V14Q_g4,field_reversal,shrinkage,0.05,all_nominal,5,all,13,126.55310463944087,19.737104175936697,6.146078577096462,nan
V14Q_g4,message_corruption,shrinkage,0.05,all_nominal,5,all,13,9.31565030222369,1.7087634555677846,6.146078577096462,nan
V14Q_g4,network_partition,shrinkage,0.05,all_nominal,5,all,13,9.31565030222369,1.7614288972456296,6.146078577096462,nan
V14Q_g4,nominal,shrinkage,0.05,all_nominal,5,all,13,9.31565030222369,2.1552431676443318,6.146078577096462,nan
V14Q_g5,field_reversal,shrinkage,0.05,all_nominal,5,all,13,288.050729793503,45.49701792669177,6.440292760786682,nan
V14Q_g5,message_corruption,shrinkage,0.05,all_nominal,5,all,13,30.18650357346266,4.455154716230026,6.440292760786682,nan
V14Q_g5,network_partition,shrinkage,0.05,all_nominal,5,all,13,30.18650357346266,4.44452819796559,6.440292760786682,nan
V14Q_g5,nominal,shrinkage,0.05,all_nominal,5,all,13,30.18650357346266,4.2074034954969335,6.440292760786682,nan
V14Q_g0,field_reversal,shrinkage,0.1,all_nominal,5,all,13,111.23173812064744,17.45128729728532,5.7488559988785966,nan
V14Q_g0,message_corruption,shrinkage,0.1,all_nominal,5,all,13,7.982955450224763,2.154250585873242,5.7488559988785966,nan
V14Q_g0,network_partition,shrinkage,0.1,all_nominal,5,all,13,7.982955450224763,2.175364407487678,5.7488559988785966,nan
V14Q_g0,nominal,shrinkage,0.1,all_nominal,5,all,13,7.982955450224763,2.2626910000971754,5.7488559988785966,nan
V14Q_g1,field_reversal,shrinkage,0.1,all_nominal,5,all,13,112.78284910880676,18.654945374091376,6.2542439343643546,nan
V14Q_g1,message_corruption,shrinkage,0.1,all_nominal,5,all,13,22.878661749881942,3.016639846081697,6.2542439343643546,nan
V14Q_g1,network_partition,shrinkage,0.1,all_nominal,5,all,13,22.878661749881942,2.960842329744211,6.2542439343643546,nan
V14Q_g1,nominal,shrinkage,0.1,all_nominal,5,all,13,22.878661749881942,2.960842329744211,6.2542439343643546,nan
V14Q_g2,field_reversal,shrinkage,0.1,all_nominal,5,all,13,113.05226001318525,17.38478723376216,6.331888323126388,nan
V14Q_g2,message_corruption,shrinkage,0.1,all_nominal,5,all,13,6.771268263314759,2.9736681305747767,6.331888323126388,nan
V14Q_g2,network_partition,shrinkage,0.1,all_nominal,5,all,13,6.771268263314759,3.054502735136713,6.331888323126388,nan
V14Q_g2,nominal,shrinkage,0.1,all_nominal,5,all,13,6.771268263314759,3.0609793050882668,6.331888323126388,nan
V14Q_g3,field_reversal,shrinkage,0.1,all_nominal,5,all,13,114.03302182867812,18.661970523040985,6.4097501190086525,nan
V14Q_g3,message_corruption,shrinkage,0.1,all_nominal,5,all,13,6.517361402011976,2.7816114973684183,6.4097501190086525,nan
V14Q_g3,network_partition,shrinkage,0.1,all_nominal,5,all,13,6.517361402011976,2.764195092666825,6.4097501190086525,nan
V14Q_g3,nominal,shrinkage,0.1,all_nominal,5,all,13,6.517361402011976,2.7709395179672973,6.4097501190086525,nan
V14Q_g4,field_reversal,shrinkage,0.1,all_nominal,5,all,13,112.9961606904565,17.65791729377446,5.937726323782896,nan
V14Q_g4,message_corruption,shrinkage,0.1,all_nominal,5,all,13,8.543481108484126,1.6283663532546828,5.937726323782896,nan
V14Q_g4,network_partition,shrinkage,0.1,all_nominal,5,all,13,8.543481108484126,1.6673210846916555,5.937726323782896,nan
V14Q_g4,nominal,shrinkage,0.1,all_nominal,5,all,13,8.543481108484126,2.033211062183125,5.937726323782896,nan
V14Q_g5,field_reversal,shrinkage,0.1,all_nominal,5,all,13,262.2569541656519,41.65798147454742,6.023345118287734,nan
V14Q_g5,message_corruption,shrinkage,0.1,all_nominal,5,all,13,29.12537961185274,4.268753459161369,6.023345118287734,nan
V14Q_g5,network_partition,shrinkage,0.1,all_nominal,5,all,13,29.12537961185274,4.253180894930466,6.023345118287734,nan
V14Q_g5,nominal,shrinkage,0.1,all_nominal,5,all,13,29.12537961185274,4.039158759958295,6.023345118287734,nan
V14Q_g0,field_reversal,shrinkage,0.25,all_nominal,5,all,13,94.75777753842804,15.015792717228116,5.529838776039498,nan
V14Q_g0,message_corruption,shrinkage,0.25,all_nominal,5,all,13,7.118338279856871,2.046252353444523,5.529838776039498,nan
V14Q_g0,network_partition,shrinkage,0.25,all_nominal,5,all,13,7.118338279856871,2.06286047945353,5.529838776039498,nan
V14Q_g0,nominal,shrinkage,0.25,all_nominal,5,all,13,7.118338279856871,2.1205526181722334,5.529838776039498,nan
V14Q_g1,field_reversal,shrinkage,0.25,all_nominal,5,all,13,94.30408337300528,15.666145593009809,5.76317227088741,nan
V14Q_g1,message_corruption,shrinkage,0.25,all_nominal,5,all,13,17.253410822334875,2.637292796159939,5.76317227088741,nan
V14Q_g1,network_partition,shrinkage,0.25,all_nominal,5,all,13,17.253410822334875,2.5902685575739577,5.76317227088741,nan
V14Q_g1,nominal,shrinkage,0.25,all_nominal,5,all,13,17.253410822334875,2.5902685575739577,5.76317227088741,nan
V14Q_g2,field_reversal,shrinkage,0.25,all_nominal,5,all,13,96.26944441932228,15.084137249050336,5.975068753709895,nan
V14Q_g2,message_corruption,shrinkage,0.25,all_nominal,5,all,13,6.239338177912923,2.865493267586426,5.975068753709895,nan
V14Q_g2,network_partition,shrinkage,0.25,all_nominal,5,all,13,6.239338177912923,2.943327686652004,5.975068753709895,nan
V14Q_g2,nominal,shrinkage,0.25,all_nominal,5,all,13,6.239338177912923,2.9592302487333155,5.975068753709895,nan
V14Q_g3,field_reversal,shrinkage,0.25,all_nominal,5,all,13,96.99065232495884,16.14587705164655,5.9556301423371885,nan
V14Q_g3,message_corruption,shrinkage,0.25,all_nominal,5,all,13,5.706430362123088,2.7158649782717106,5.9556301423371885,nan
V14Q_g3,network_partition,shrinkage,0.25,all_nominal,5,all,13,5.706430362123088,2.6975215060584103,5.9556301423371885,nan
V14Q_g3,nominal,shrinkage,0.25,all_nominal,5,all,13,5.706430362123088,2.699102554393894,5.9556301423371885,nan
V14Q_g4,field_reversal,shrinkage,0.25,all_nominal,5,all,13,97.06694579719532,15.228954747719976,5.716835892980148,nan
V14Q_g4,message_corruption,shrinkage,0.25,all_nominal,5,all,13,7.756015429906556,1.557471457303571,5.716835892980148,nan
V14Q_g4,network_partition,shrinkage,0.25,all_nominal,5,all,13,7.756015429906556,1.5835421320491634,5.716835892980148,nan
V14Q_g4,nominal,shrinkage,0.25,all_nominal,5,all,13,7.756015429906556,1.9090440267401243,5.716835892980148,nan
V14Q_g5,field_reversal,shrinkage,0.25,all_nominal,5,all,13,225.91713593843335,36.28571869466467,5.899468073611206,nan
V14Q_g5,message_corruption,shrinkage,0.25,all_nominal,5,all,13,27.422604279408024,4.057422675480951,5.899468073611206,nan
V14Q_g5,network_partition,shrinkage,0.25,all_nominal,5,all,13,27.422604279408024,4.043925616161203,5.899468073611206,nan
V14Q_g5,nominal,shrinkage,0.25,all_nominal,5,all,13,27.422604279408024,3.849875403020162,5.899468073611206,nan
V14Q_g0,field_reversal,shrinkage,0.5,all_nominal,5,all,13,85.13241690776323,13.723636112761543,5.667512449323106,nan
V14Q_g0,message_corruption,shrinkage,0.5,all_nominal,5,all,13,7.019911649141847,2.0964326273167035,5.667512449323106,nan
V14Q_g0,network_partition,shrinkage,0.5,all_nominal,5,all,13,7.019911649141847,2.10803903205746,5.667512449323106,nan
V14Q_g0,nominal,shrinkage,0.5,all_nominal,5,all,13,7.019911649141847,2.1397518584355897,5.667512449323106,nan
V14Q_g1,field_reversal,shrinkage,0.5,all_nominal,5,all,13,83.65650886906525,14.000415602253014,5.680937520535933,nan
V14Q_g1,message_corruption,shrinkage,0.5,all_nominal,5,all,13,13.85895795654208,2.491410961806569,5.680937520535933,nan
V14Q_g1,network_partition,shrinkage,0.5,all_nominal,5,all,13,13.85895795654208,2.4484368966997265,5.680937520535933,nan
V14Q_g1,nominal,shrinkage,0.5,all_nominal,5,all,13,13.85895795654208,2.4484368966997265,5.680937520535933,nan
V14Q_g2,field_reversal,shrinkage,0.5,all_nominal,5,all,13,85.7989145953404,13.782579599349202,5.938262726666182,nan
V14Q_g2,message_corruption,shrinkage,0.5,all_nominal,5,all,13,6.018897183080975,2.906523395774846,5.938262726666182,nan
V14Q_g2,network_partition,shrinkage,0.5,all_nominal,5,all,13,6.018897183080975,2.9824422684499927,5.938262726666182,nan
V14Q_g2,nominal,shrinkage,0.5,all_nominal,5,all,13,6.018897183080975,3.005329781357982,5.938262726666182,nan
V14Q_g3,field_reversal,shrinkage,0.5,all_nominal,5,all,13,86.45751412964186,14.705971940829045,5.778416783049343,nan
V14Q_g3,message_corruption,shrinkage,0.5,all_nominal,5,all,13,5.557796211340991,2.791933397620308,5.778416783049343,nan
V14Q_g3,network_partition,shrinkage,0.5,all_nominal,5,all,13,5.557796211340991,2.7725074023899867,5.778416783049343,nan
V14Q_g3,nominal,shrinkage,0.5,all_nominal,5,all,13,5.557796211340991,2.765033815837315,5.778416783049343,nan
V14Q_g4,field_reversal,shrinkage,0.5,all_nominal,5,all,13,87.67814044654071,13.888399887213376,5.576788290886763,nan
V14Q_g4,message_corruption,shrinkage,0.5,all_nominal,5,all,13,7.508072851392093,1.574641659179116,5.576788290886763,nan
V14Q_g4,network_partition,shrinkage,0.5,all_nominal,5,all,13,7.508072851392093,1.5934196674093477,5.576788290886763,nan
V14Q_g4,nominal,shrinkage,0.5,all_nominal,5,all,13,7.508072851392093,1.8870439660418796,5.576788290886763,nan
V14Q_g5,field_reversal,shrinkage,0.5,all_nominal,5,all,13,200.86545609124863,32.68539528949072,5.99446747218115,nan
V14Q_g5,message_corruption,shrinkage,0.5,all_nominal,5,all,13,26.46400880931993,4.018523192333241,5.99446747218115,nan
V14Q_g5,network_partition,shrinkage,0.5,all_nominal,5,all,13,26.46400880931993,4.021313948139663,5.99446747218115,nan
V14Q_g5,nominal,shrinkage,0.5,all_nominal,5,all,13,26.46400880931993,3.832281964030588,5.99446747218115,nan
V14Q_g0,field_reversal,robust,0.05,all_nominal,5,all,13,863.3969653225258,135.14778378050173,60.51699132614355,nan
V14Q_g0,message_corruption,robust,0.05,all_nominal,5,all,13,77.46539382344415,13.473590079905865,60.51699132614355,nan
V14Q_g0,network_partition,robust,0.05,all_nominal,5,all,13,77.46539382344415,13.89465798927123,60.51699132614355,nan
V14Q_g0,nominal,robust,0.05,all_nominal,5,all,13,77.46539382344415,14.406529341947346,60.51699132614355,nan
V14Q_g1,field_reversal,robust,0.05,all_nominal,5,all,13,845.8510090256921,136.18163847833134,62.12050221700596,nan
V14Q_g1,message_corruption,robust,0.05,all_nominal,5,all,13,116.22431517687002,17.428971324845374,62.12050221700596,nan
V14Q_g1,network_partition,robust,0.05,all_nominal,5,all,13,116.22431517687002,16.861674637059803,62.12050221700596,nan
V14Q_g1,nominal,robust,0.05,all_nominal,5,all,13,116.22431517687002,16.861674637059803,62.12050221700596,nan
V14Q_g2,field_reversal,robust,0.05,all_nominal,5,all,13,847.9758042584061,129.9412296288539,64.16517266124828,nan
V14Q_g2,message_corruption,robust,0.05,all_nominal,5,all,13,58.642158732879146,17.197932064310493,64.16517266124828,nan
V14Q_g2,network_partition,robust,0.05,all_nominal,5,all,13,58.642158732879146,18.005278562395592,64.16517266124828,nan
V14Q_g2,nominal,robust,0.05,all_nominal,5,all,13,58.642158732879146,17.93052507436897,64.16517266124828,nan
V14Q_g3,field_reversal,robust,0.05,all_nominal,5,all,13,888.9625638175252,141.98645313523338,61.07261015884356,nan
V14Q_g3,message_corruption,robust,0.05,all_nominal,5,all,13,64.77676204582883,15.218732547005484,61.07261015884356,nan
V14Q_g3,network_partition,robust,0.05,all_nominal,5,all,13,64.77676204582883,14.798232521269354,61.07261015884356,nan
V14Q_g3,nominal,robust,0.05,all_nominal,5,all,13,64.77676204582883,14.409351657628996,61.07261015884356,nan
V14Q_g4,field_reversal,robust,0.05,all_nominal,5,all,13,865.7563156925253,138.6220327472382,56.4952980635792,nan
V14Q_g4,message_corruption,robust,0.05,all_nominal,5,all,13,79.086119081271,15.038791189266256,56.4952980635792,nan
V14Q_g4,network_partition,robust,0.05,all_nominal,5,all,13,79.086119081271,15.84286532162465,56.4952980635792,nan
V14Q_g4,nominal,robust,0.05,all_nominal,5,all,13,79.086119081271,17.1566536767633,56.4952980635792,nan
V14Q_g5,field_reversal,robust,0.05,all_nominal,5,all,13,1895.446369532014,308.90516119691523,66.81886601660314,nan
V14Q_g5,message_corruption,robust,0.05,all_nominal,5,all,13,290.9116814027073,36.258412201382,66.81886601660314,nan
V14Q_g5,network_partition,robust,0.05,all_nominal,5,all,13,290.9116814027073,35.11740745881922,66.81886601660314,nan
V14Q_g5,nominal,robust,0.05,all_nominal,5,all,13,290.9116814027073,33.66529227887334,66.81886601660314,nan
V14Q_g0,field_reversal,robust,0.1,all_nominal,5,all,13,610.5934201718425,95.85764575599008,42.88801784434276,nan
V14Q_g0,message_corruption,robust,0.1,all_nominal,5,all,13,54.94976876556625,9.90050349087934,42.88801784434276,nan
V14Q_g0,network_partition,robust,0.1,all_nominal,5,all,13,54.94976876556625,10.163659521232832,42.88801784434276,nan
V14Q_g0,nominal,robust,0.1,all_nominal,5,all,13,54.94976876556625,10.503405717317976,42.88801784434276,nan
V14Q_g1,field_reversal,robust,0.1,all_nominal,5,all,13,598.1816215415403,96.54968751117116,44.18423394117522,nan
V14Q_g1,message_corruption,robust,0.1,all_nominal,5,all,13,82.30060961163144,12.625468622681792,44.18423394117522,nan
V14Q_g1,network_partition,robust,0.1,all_nominal,5,all,13,82.30060961163144,12.226969420581709,44.18423394117522,nan
V14Q_g1,nominal,robust,0.1,all_nominal,5,all,13,82.30060961163144,12.226969420581709,44.18423394117522,nan
V14Q_g2,field_reversal,robust,0.1,all_nominal,5,all,13,599.7347724349204,92.52224636755338,45.898187528068185,nan
V14Q_g2,message_corruption,robust,0.1,all_nominal,5,all,13,41.75551373908574,12.799200050077012,45.898187528068185,nan
V14Q_g2,network_partition,robust,0.1,all_nominal,5,all,13,41.75551373908574,13.302349860210295,45.898187528068185,nan
V14Q_g2,nominal,robust,0.1,all_nominal,5,all,13,41.75551373908574,13.194395577397112,45.898187528068185,nan
V14Q_g3,field_reversal,robust,0.1,all_nominal,5,all,13,628.6354824290469,100.82655915568002,43.63154815716706,nan
V14Q_g3,message_corruption,robust,0.1,all_nominal,5,all,13,46.27822671641627,11.266762327332144,43.63154815716706,nan
V14Q_g3,network_partition,robust,0.1,all_nominal,5,all,13,46.27822671641627,10.975121619940134,43.63154815716706,nan
V14Q_g3,nominal,robust,0.1,all_nominal,5,all,13,46.27822671641627,10.757781237333983,43.63154815716706,nan
V14Q_g4,field_reversal,robust,0.1,all_nominal,5,all,13,612.2379657739336,98.1991742776719,40.35923371568017,nan
V14Q_g4,message_corruption,robust,0.1,all_nominal,5,all,13,56.198951774216354,10.970648629420966,40.35923371568017,nan
V14Q_g4,network_partition,robust,0.1,all_nominal,5,all,13,56.198951774216354,11.445497148851382,40.35923371568017,nan
V14Q_g4,nominal,robust,0.1,all_nominal,5,all,13,56.198951774216354,12.493279963145556,40.35923371568017,nan
V14Q_g5,field_reversal,robust,0.1,all_nominal,5,all,13,1340.3190314681897,218.6862298883405,47.83485279288121,nan
V14Q_g5,message_corruption,robust,0.1,all_nominal,5,all,13,206.1911182137352,25.87012476501235,47.83485279288121,nan
V14Q_g5,network_partition,robust,0.1,all_nominal,5,all,13,206.1911182137352,25.17661162301388,47.83485279288121,nan
V14Q_g5,nominal,robust,0.1,all_nominal,5,all,13,206.1911182137352,24.09503880988414,47.83485279288121,nan
V14Q_g0,field_reversal,robust,0.25,all_nominal,5,all,13,386.3153175397004,61.127046061893374,27.49735004122701,nan
V14Q_g0,message_corruption,robust,0.25,all_nominal,5,all,13,35.04487522030188,6.891447319562824,27.49735004122701,nan
V14Q_g0,network_partition,robust,0.25,all_nominal,5,all,13,35.04487522030188,7.003175327199862,27.49735004122701,nan
V14Q_g0,nominal,robust,0.25,all_nominal,5,all,13,35.04487522030188,7.180685371775535,27.49735004122701,nan
V14Q_g1,field_reversal,robust,0.25,all_nominal,5,all,13,378.4584266366036,61.50278146782766,28.44918512568353,nan
V14Q_g1,message_corruption,robust,0.25,all_nominal,5,all,13,52.252158280702425,8.501498843078405,28.44918512568353,nan
V14Q_g1,network_partition,robust,0.25,all_nominal,5,all,13,52.252158280702425,8.252916976701064,28.44918512568353,nan
V14Q_g1,nominal,robust,0.25,all_nominal,5,all,13,52.252158280702425,8.252916976701064,28.44918512568353,nan
V14Q_g2,field_reversal,robust,0.25,all_nominal,5,all,13,379.4547458533193,59.2572169883148,29.67169007918328,nan
V14Q_g2,message_corruption,robust,0.25,all_nominal,5,all,13,26.7821065886208,8.850460727004709,29.67169007918328,nan
V14Q_g2,network_partition,robust,0.25,all_nominal,5,all,13,26.7821065886208,9.104292798495992,29.67169007918328,nan
V14Q_g2,nominal,robust,0.25,all_nominal,5,all,13,26.7821065886208,8.988492978803789,29.67169007918328,nan
V14Q_g3,field_reversal,robust,0.25,all_nominal,5,all,13,397.6597295168099,64.46249142528175,28.345238641375296,nan
V14Q_g3,message_corruption,robust,0.25,all_nominal,5,all,13,29.860547760382072,7.960966867789555,28.345238641375296,nan
V14Q_g3,network_partition,robust,0.25,all_nominal,5,all,13,29.860547760382072,7.784384856993369,28.345238641375296,nan
V14Q_g3,nominal,robust,0.25,all_nominal,5,all,13,29.860547760382072,7.732830121469892,28.345238641375296,nan
V14Q_g4,field_reversal,robust,0.25,all_nominal,5,all,13,387.3042526450556,62.38591977348302,26.12550846736142,nan
V14Q_g4,message_corruption,robust,0.25,all_nominal,5,all,13,35.99122378740921,7.455780138580864,26.12550846736142,nan
V14Q_g4,network_partition,robust,0.25,all_nominal,5,all,13,35.99122378740921,7.614926228449704,26.12550846736142,nan
V14Q_g4,nominal,robust,0.25,all_nominal,5,all,13,35.99122378740921,8.459849614315658,26.12550846736142,nan
V14Q_g5,field_reversal,robust,0.25,all_nominal,5,all,13,847.7534660267494,138.75520622650205,31.15103680272237,nan
V14Q_g5,message_corruption,robust,0.25,all_nominal,5,all,13,131.30055704576415,16.76597055500597,31.15103680272237,nan
V14Q_g5,network_partition,robust,0.25,all_nominal,5,all,13,131.30055704576415,16.51762721945401,31.15103680272237,nan
V14Q_g5,nominal,robust,0.25,all_nominal,5,all,13,131.30055704576415,15.743414268195703,31.15103680272237,nan
V14Q_g0,field_reversal,robust,0.5,all_nominal,5,all,13,273.31776074842065,43.75648527098015,20.10940917926616,nan
V14Q_g0,message_corruption,robust,0.5,all_nominal,5,all,13,25.0943873086052,5.534461562610797,20.10940917926616,nan
V14Q_g0,network_partition,robust,0.5,all_nominal,5,all,13,25.0943873086052,5.566010546664196,20.10940917926616,nan
V14Q_g0,nominal,robust,0.5,all_nominal,5,all,13,25.0943873086052,5.653150078875702,20.10940917926616,nan
V14Q_g1,field_reversal,robust,0.5,all_nominal,5,all,13,267.75913030832385,43.96883583144905,20.62031258073381,nan
V14Q_g1,message_corruption,robust,0.5,all_nominal,5,all,13,37.18044656778124,6.571046982288984,20.62031258073381,nan
V14Q_g1,network_partition,robust,0.5,all_nominal,5,all,13,37.18044656778124,6.399443002810343,20.62031258073381,nan
V14Q_g1,nominal,robust,0.5,all_nominal,5,all,13,37.18044656778124,6.399443002810343,20.62031258073381,nan
V14Q_g2,field_reversal,robust,0.5,all_nominal,5,all,13,268.4049437249181,42.44796943751128,21.44003335199404,nan
V14Q_g2,message_corruption,robust,0.5,all_nominal,5,all,13,19.25029727198045,6.867940504604091,21.44003335199404,nan
