cluster_id,sweep,phase,reference_energy_per_agent,configuration_entropy
V14Q_g4,38,recovery,-1.8,0.482577565177012
V14Q_g4,39,recovery,-1.8,0.482577565177012
V14Q_g4,40,recovery,-1.8,0.482577565177012
V14Q_g4,41,recovery,-1.8,0.482577565177012
V14Q_g4,42,recovery,-1.8,0.4637264398194103
V14Q_g4,43,recovery,-1.8,-0.0
V14Q_g4,44,recovery,-1.8,-0.0
V14Q_g4,45,recovery,-1.8,-0.0
V14Q_g5,1,baseline,-0.7145833333333333,1.890362775338868
V14Q_g5,2,baseline,-1.2270833333333333,2.365995085825795
V14Q_g5,3,baseline,-1.5895833333333331,2.67067835548498
V14Q_g5,4,baseline,-1.6062500000000002,2.659739591255783
V14Q_g5,5,baseline,-1.6062500000000002,2.424000910669782
V14Q_g5,6,baseline,-1.6625,1.7763646882270392
V14Q_g5,7,baseline,-1.6625,1.274935638741546
V14Q_g5,8,baseline,-1.6625,0.8230873473484406
V14Q_g5,9,baseline,-1.6625,0.6615632381579821
V14Q_g5,10,baseline,-1.6625,0.4637264398194103
V14Q_g5,11,baseline,-1.6625,-0.0
V14Q_g5,12,baseline,-1.6625,-0.0
V14Q_g5,13,baseline,-1.6625,-0.0
V14Q_g5,14,baseline,-1.6625,-0.0
V14Q_g5,15,baseline,-1.6625,-0.0
V14Q_g5,16,disruption,-1.6625,0.9383509393416803
V14Q_g5,17,disruption,-1.6625,0.9383509393416803
V14Q_g5,18,disruption,-1.6625,0.9383509393416803
V14Q_g5,19,disruption,-1.6625,0.9383509393416803
V14Q_g5,20,disruption,-1.6625,0.9383509393416803
V14Q_g5,21,disruption,-1.6625,-0.0
V14Q_g5,22,disruption,-1.6625,-0.0
V14Q_g5,23,disruption,-1.6625,-0.0
V14Q_g5,24,disruption,-1.6625,-0.0
V14Q_g5,25,disruption,-1.6625,-0.0
V14Q_g5,26,disruption,-1.6625,-0.0
V14Q_g5,27,disruption,-1.6625,-0.0
V14Q_g5,28,disruption,-1.6625,-0.0
V14Q_g5,29,disruption,-1.6625,-0.0
V14Q_g5,30,disruption,-1.6625,-0.0
V14Q_g5,31,recovery,-1.6625,0.9556796188556792
V14Q_g5,32,recovery,-1.6625,0.9556796188556792
V14Q_g5,33,recovery,-1.6625,0.9556796188556792
V14Q_g5,34,recovery,-1.6625,0.9556796188556792
V14Q_g5,35,recovery,-1.6625,0.9556796188556792
V14Q_g5,36,recovery,-1.6625,-0.0
V14Q_g5,37,recovery,-1.6062500000000002,0.4003991744489694
V14Q_g5,38,recovery,-1.6625,0.6305810283860147
V14Q_g5,39,recovery,-1.6625,0.6305810283860147
V14Q_g5,40,recovery,-1.6625,0.6305810283860147
V14Q_g5,41,recovery,-1.6625,0.6305810283860147
V14Q_g5,42,recovery,-1.6625,0.482577565177012
V14Q_g5,43,recovery,-1.6625,-0.0
V14Q_g5,44,recovery,-1.6625,-0.0
V14Q_g5,45,recovery,-1.6625,-0.0
