cluster_id,panel_id,sweep,phase,macrostate_distance
V14Q_g2,V14Q_g2_field_reversal,1,baseline,6.345417362188615
V14Q_g2,V14Q_g2_field_reversal,2,baseline,5.840168932777201
V14Q_g2,V14Q_g2_field_reversal,3,baseline,6.013717650047068
V14Q_g2,V14Q_g2_field_reversal,4,baseline,5.034412200517929
V14Q_g2,V14Q_g2_field_reversal,5,baseline,3.5912276883764864
V14Q_g2,V14Q_g2_field_reversal,6,baseline,4.195138048606196
V14Q_g2,V14Q_g2_field_reversal,7,baseline,3.258881729618267
V14Q_g2,V14Q_g2_field_reversal,8,baseline,3.997181017809393
V14Q_g2,V14Q_g2_field_reversal,9,baseline,3.633447651946192
V14Q_g2,V14Q_g2_field_reversal,10,baseline,2.356340431023862
V14Q_g2,V14Q_g2_field_reversal,11,baseline,4.695781666175991
V14Q_g2,V14Q_g2_field_reversal,12,baseline,6.771268263314761
V14Q_g2,V14Q_g2_field_reversal,13,baseline,6.16409352579104
V14Q_g2,V14Q_g2_field_reversal,14,baseline,3.948911038254818
V14Q_g2,V14Q_g2_field_reversal,15,baseline,3.261953259976883
V14Q_g2,V14Q_g2_field_reversal,16,disruption,26.164986328388355
V14Q_g2,V14Q_g2_field_reversal,17,disruption,76.33552789658162
V14Q_g2,V14Q_g2_field_reversal,18,disruption,101.8930324327036
V14Q_g2,V14Q_g2_field_reversal,19,disruption,84.78891867702028
V14Q_g2,V14Q_g2_field_reversal,20,disruption,24.67874706923828
V14Q_g2,V14Q_g2_field_reversal,21,disruption,1.992902515743589
V14Q_g2,V14Q_g2_field_reversal,22,disruption,1.989690246200112
V14Q_g2,V14Q_g2_field_reversal,23,disruption,1.989690246200112
V14Q_g2,V14Q_g2_field_reversal,24,disruption,1.989690246200112
V14Q_g2,V14Q_g2_field_reversal,25,disruption,1.989690246200112
V14Q_g2,V14Q_g2_field_reversal,26,disruption,1.989690246200112
V14Q_g2,V14Q_g2_field_reversal,27,disruption,1.989690246200112
V14Q_g2,V14Q_g2_field_reversal,28,disruption,1.989690246200112
V14Q_g2,V14Q_g2_field_reversal,29,disruption,1.989690246200112
V14Q_g2,V14Q_g2_field_reversal,30,disruption,1.989690246200112
V14Q_g2,V14Q_g2_field_reversal,31,recovery,35.61375864412411
V14Q_g2,V14Q_g2_field_reversal,32,recovery,96.02120173820944
V14Q_g2,V14Q_g2_field_reversal,33,recovery,113.05226001318532
V14Q_g2,V14Q_g2_field_reversal,34,recovery,86.96139849921845
V14Q_g2,V14Q_g2_field_reversal,35,recovery,27.38860728269268
V14Q_g2,V14Q_g2_field_reversal,36,recovery,2.165459675865414
V14Q_g2,V14Q_g2_field_reversal,37,recovery,2.165459675865414
V14Q_g2,V14Q_g2_field_reversal,38,recovery,2.165459675865414
V14Q_g2,V14Q_g2_field_reversal,39,recovery,1.9744112351696224
V14Q_g2,V14Q_g2_field_reversal,40,recovery,1.989690246200112
V14Q_g2,V14Q_g2_field_reversal,41,recovery,1.989690246200112
V14Q_g2,V14Q_g2_field_reversal,42,recovery,1.989690246200112
V14Q_g2,V14Q_g2_field_reversal,43,recovery,1.989690246200112
V14Q_g2,V14Q_g2_field_reversal,44,recovery,1.989690246200112
V14Q_g2,V14Q_g2_field_reversal,45,recovery,1.989690246200112
V14Q_g3,V14Q_g3_field_reversal,1,baseline,6.281700817094395
V14Q_g3,V14Q_g3_field_reversal,2,baseline,5.310958535695442
V14Q_g3,V14Q_g3_field_reversal,3,baseline,5.167834009169447
V14Q_g3,V14Q_g3_field_reversal,4,baseline,6.517361402011977
V14Q_g3,V14Q_g3_field_reversal,5,baseline,6.28901054323286
V14Q_g3,V14Q_g3_field_reversal,6,baseline,3.5458937365814927
V14Q_g3,V14Q_g3_field_reversal,7,baseline,2.777709696053526
V14Q_g3,V14Q_g3_field_reversal,8,baseline,2.182272996151587
V14Q_g3,V14Q_g3_field_reversal,9,baseline,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,10,baseline,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,11,baseline,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,12,baseline,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,13,baseline,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,14,baseline,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,15,baseline,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,16,disruption,35.51639363034931
V14Q_g3,V14Q_g3_field_reversal,17,disruption,96.75247460851028
V14Q_g3,V14Q_g3_field_reversal,18,disruption,114.03302182867814
V14Q_g3,V14Q_g3_field_reversal,19,disruption,94.37452792263934
V14Q_g3,V14Q_g3_field_reversal,20,disruption,29.55266436874796
V14Q_g3,V14Q_g3_field_reversal,21,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,22,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,23,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,24,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,25,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,26,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,27,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,28,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,29,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,30,disruption,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,31,recovery,35.21867341919011
V14Q_g3,V14Q_g3_field_reversal,32,recovery,96.31711044886129
V14Q_g3,V14Q_g3_field_reversal,33,recovery,113.57364409806034
V14Q_g3,V14Q_g3_field_reversal,34,recovery,93.93803721737
V14Q_g3,V14Q_g3_field_reversal,35,recovery,29.304947745268446
V14Q_g3,V14Q_g3_field_reversal,36,recovery,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,37,recovery,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,38,recovery,2.3485100059359043
V14Q_g3,V14Q_g3_field_reversal,39,recovery,3.139026541470948
V14Q_g3,V14Q_g3_field_reversal,40,recovery,2.149359103051226
V14Q_g3,V14Q_g3_field_reversal,41,recovery,2.149359103051226
V14Q_g3,V14Q_g3_field_reversal,42,recovery,2.149359103051226
V14Q_g3,V14Q_g3_field_reversal,43,recovery,2.149359103051226
V14Q_g3,V14Q_g3_field_reversal,44,recovery,2.079263434848804
V14Q_g3,V14Q_g3_field_reversal,45,recovery,2.3485100059359043
V14Q_g4,V14Q_g4_field_reversal,1,baseline,8.54348110848413
V14Q_g4,V14Q_g4_field_reversal,2,baseline,7.223602224512296
V14Q_g4,V14Q_g4_field_reversal,3,baseline,5.70770739050759
V14Q_g4,V14Q_g4_field_reversal,4,baseline,4.992880681089967
V14Q_g4,V14Q_g4_field_reversal,5,baseline,4.697340765289669
V14Q_g4,V14Q_g4_field_reversal,6,baseline,3.918979122976753
V14Q_g4,V14Q_g4_field_reversal,7,baseline,2.4781219001523875
V14Q_g4,V14Q_g4_field_reversal,8,baseline,0.986564145338662
V14Q_g4,V14Q_g4_field_reversal,9,baseline,0.8109651151423303
V14Q_g4,V14Q_g4_field_reversal,10,baseline,2.7584555179201504
V14Q_g4,V14Q_g4_field_reversal,11,baseline,0.8012436078620793
V14Q_g4,V14Q_g4_field_reversal,12,baseline,0.5305599630544141
V14Q_g4,V14Q_g4_field_reversal,13,baseline,0.530559963054414
V14Q_g4,V14Q_g4_field_reversal,14,baseline,0.530559963054414
V14Q_g4,V14Q_g4_field_reversal,15,baseline,0.5298988942190032
V14Q_g4,V14Q_g4_field_reversal,16,disruption,34.3328024736071
V14Q_g4,V14Q_g4_field_reversal,17,disruption,94.68047826327629
V14Q_g4,V14Q_g4_field_reversal,18,disruption,111.73985570170046
V14Q_g4,V14Q_g4_field_reversal,19,disruption,92.34177950259772
V14Q_g4,V14Q_g4_field_reversal,20,disruption,28.52386407582795
V14Q_g4,V14Q_g4_field_reversal,21,disruption,0.8843729347631278
V14Q_g4,V14Q_g4_field_reversal,22,disruption,0.8843729347631278
V14Q_g4,V14Q_g4_field_reversal,23,disruption,0.8843729347631278
V14Q_g4,V14Q_g4_field_reversal,24,disruption,0.8843729347631278
V14Q_g4,V14Q_g4_field_reversal,25,disruption,0.8843729347631278
V14Q_g4,V14Q_g4_field_reversal,26,disruption,2.754677295884897
V14Q_g4,V14Q_g4_field_reversal,27,disruption,0.4951634896598669
V14Q_g4,V14Q_g4_field_reversal,28,disruption,0.4951634896598669
V14Q_g4,V14Q_g4_field_reversal,29,disruption,0.4951634896598669
V14Q_g4,V14Q_g4_field_reversal,30,disruption,0.4951634896598669
V14Q_g4,V14Q_g4_field_reversal,31,recovery,35.98602883835243
V14Q_g4,V14Q_g4_field_reversal,32,recovery,95.96644420032334
V14Q_g4,V14Q_g4_field_reversal,33,recovery,112.99616069045663
V14Q_g4,V14Q_g4_field_reversal,34,recovery,93.53778819899598
V14Q_g4,V14Q_g4_field_reversal,35,recovery,29.51657336433258
V14Q_g4,V14Q_g4_field_reversal,36,recovery,1.3857637900180706
V14Q_g4,V14Q_g4_field_reversal,37,recovery,3.381620736658528
V14Q_g4,V14Q_g4_field_reversal,38,recovery,0.6639559280945427
V14Q_g4,V14Q_g4_field_reversal,39,recovery,0.6639559280945427
V14Q_g4,V14Q_g4_field_reversal,40,recovery,0.6639559280945427
V14Q_g4,V14Q_g4_field_reversal,41,recovery,0.6639559280945427
V14Q_g4,V14Q_g4_field_reversal,42,recovery,0.7100595760383397
V14Q_g4,V14Q_g4_field_reversal,43,recovery,0.8843729347631278
V14Q_g4,V14Q_g4_field_reversal,44,recovery,0.8843729347631278
V14Q_g4,V14Q_g4_field_reversal,45,recovery,0.8843729347631278
V14Q_g5,V14Q_g5_field_reversal,1,baseline,11.898093671875303
V14Q_g5,V14Q_g5_field_reversal,2,baseline,10.643319762643848
V14Q_g5,V14Q_g5_field_reversal,3,baseline,13.70407944214146
V14Q_g5,V14Q_g5_field_reversal,4,baseline,22.83857356884923
V14Q_g5,V14Q_g5_field_reversal,5,baseline,29.125379611852715
V14Q_g5,V14Q_g5_field_reversal,6,baseline,24.676908997832403
V14Q_g5,V14Q_g5_field_reversal,7,baseline,5.970711433614133
V14Q_g5,V14Q_g5_field_reversal,8,baseline,2.745746399960771
V14Q_g5,V14Q_g5_field_reversal,9,baseline,2.966005157173679
V14Q_g5,V14Q_g5_field_reversal,10,baseline,1.4548489866124283
V14Q_g5,V14Q_g5_field_reversal,11,baseline,1.485473860954943
V14Q_g5,V14Q_g5_field_reversal,12,baseline,1.485473860954943
V14Q_g5,V14Q_g5_field_reversal,13,baseline,1.485473860954943
V14Q_g5,V14Q_g5_field_reversal,14,baseline,1.485473860954943
V14Q_g5,V14Q_g5_field_reversal,15,baseline,1.485473860954943
V14Q_g5,V14Q_g5_field_reversal,16,disruption,86.1585890524293
V14Q_g5,V14Q_g5_field_reversal,17,disruption,223.6368717258806
V14Q_g5,V14Q_g5_field_reversal,18,disruption,262.25695416565173
V14Q_g5,V14Q_g5_field_reversal,19,disruption,218.3700826660738
V14Q_g5,V14Q_g5_field_reversal,20,disruption,72.84061244024443
V14Q_g5,V14Q_g5_field_reversal,21,disruption,1.485473860954943
V14Q_g5,V14Q_g5_field_reversal,22,disruption,1.485473860954943
V14Q_g5,V14Q_g5_field_reversal,23,disruption,1.485473860954943
V14Q_g5,V14Q_g5_field_reversal,24,disruption,1.485473860954943
V14Q_g5,V14Q_g5_field_reversal,25,disruption,1.485473860954943
V14Q_g5,V14Q_g5_field_reversal,26,disruption,1.485473860954943
V14Q_g5,V14Q_g5_field_reversal,27,disruption,1.485473860954943
V14Q_g5,V14Q_g5_field_reversal,28,disruption,1.485473860954943
V14Q_g5,V14Q_g5_field_reversal,29,disruption,1.485473860954943
V14Q_g5,V14Q_g5_field_reversal,30,disruption,1.485473860954943
V14Q_g5,V14Q_g5_field_reversal,31,recovery,83.20554926065324
V14Q_g5,V14Q_g5_field_reversal,32,recovery,220.05179500410827
V14Q_g5,V14Q_g5_field_reversal,33,recovery,258.5430873964591
V14Q_g5,V14Q_g5_field_reversal,34,recovery,214.69410893013605
V14Q_g5,V14Q_g5_field_reversal,35,recovery,69.45039358203043
V14Q_g5,V14Q_g5_field_reversal,36,recovery,1.485473860954943
V14Q_g5,V14Q_g5_field_reversal,37,recovery,2.980794693011952
V14Q_g5,V14Q_g5_field_reversal,38,recovery,1.6730940559743837
V14Q_g5,V14Q_g5_field_reversal,39,recovery,1.6730940559743834
V14Q_g5,V14Q_g5_field_reversal,40,recovery,1.6730940559743837
V14Q_g5,V14Q_g5_field_reversal,41,recovery,1.6730940559743837
V14Q_g5,V14Q_g5_field_reversal,42,recovery,1.480280823356516
V14Q_g5,V14Q_g5_field_reversal,43,recovery,1.485473860954943
V14Q_g5,V14Q_g5_field_reversal,44,recovery,1.485473860954943
V14Q_g5,V14Q_g5_field_reversal,45,recovery,1.485473860954943
