cluster_id,panel_id,disruption,sweep,phase,macrostate_distance
V14Q_g0,V14Q_g0_message_corruption,message_corruption,22,disruption,1.47294826499023
V14Q_g0,V14Q_g0_message_corruption,message_corruption,23,disruption,1.47294826499023
V14Q_g0,V14Q_g0_message_corruption,message_corruption,24,disruption,1.47294826499023
V14Q_g0,V14Q_g0_message_corruption,message_corruption,25,disruption,1.47294826499023
V14Q_g0,V14Q_g0_message_corruption,message_corruption,26,disruption,1.47294826499023
V14Q_g0,V14Q_g0_message_corruption,message_corruption,27,disruption,1.47294826499023
V14Q_g0,V14Q_g0_message_corruption,message_corruption,28,disruption,1.47294826499023
V14Q_g0,V14Q_g0_message_corruption,message_corruption,29,disruption,1.47294826499023
V14Q_g0,V14Q_g0_message_corruption,message_corruption,30,disruption,1.47294826499023
V14Q_g0,V14Q_g0_message_corruption,message_corruption,31,recovery,1.47294826499023
V14Q_g0,V14Q_g0_message_corruption,message_corruption,32,recovery,1.47294826499023
V14Q_g0,V14Q_g0_message_corruption,message_corruption,33,recovery,1.47294826499023
V14Q_g0,V14Q_g0_message_corruption,message_corruption,34,recovery,1.47294826499023
V14Q_g0,V14Q_g0_message_corruption,message_corruption,35,recovery,1.47294826499023
V14Q_g0,V14Q_g0_message_corruption,message_corruption,36,recovery,1.47294826499023
V14Q_g0,V14Q_g0_message_corruption,message_corruption,37,recovery,1.47294826499023
V14Q_g0,V14Q_g0_message_corruption,message_corruption,38,recovery,1.47294826499023
V14Q_g0,V14Q_g0_message_corruption,message_corruption,39,recovery,3.818048899673052
V14Q_g0,V14Q_g0_message_corruption,message_corruption,40,recovery,1.3548284436275873
V14Q_g0,V14Q_g0_message_corruption,message_corruption,41,recovery,1.3548284436275873
V14Q_g0,V14Q_g0_message_corruption,message_corruption,42,recovery,1.3548284436275877
V14Q_g0,V14Q_g0_message_corruption,message_corruption,43,recovery,1.3548284436275873
V14Q_g0,V14Q_g0_message_corruption,message_corruption,44,recovery,1.47294826499023
V14Q_g0,V14Q_g0_message_corruption,message_corruption,45,recovery,1.47294826499023
V14Q_g1,V14Q_g1_nominal,nominal,1,baseline,22.878661749881942
V14Q_g1,V14Q_g1_nominal,nominal,2,baseline,12.414262778453244
V14Q_g1,V14Q_g1_nominal,nominal,3,baseline,8.339068327613766
V14Q_g1,V14Q_g1_nominal,nominal,4,baseline,7.2811344882266384
V14Q_g1,V14Q_g1_nominal,nominal,5,baseline,6.829270007783726
V14Q_g1,V14Q_g1_nominal,nominal,6,baseline,6.339946920593973
V14Q_g1,V14Q_g1_nominal,nominal,7,baseline,3.378041926138849
V14Q_g1,V14Q_g1_nominal,nominal,8,baseline,1.8254307844719015
V14Q_g1,V14Q_g1_nominal,nominal,9,baseline,4.261697143561941
V14Q_g1,V14Q_g1_nominal,nominal,10,baseline,2.9814940732137662
V14Q_g1,V14Q_g1_nominal,nominal,11,baseline,2.613444516729502
V14Q_g1,V14Q_g1_nominal,nominal,12,baseline,1.7014374688747729
V14Q_g1,V14Q_g1_nominal,nominal,13,baseline,1.284328441779546
V14Q_g1,V14Q_g1_nominal,nominal,14,baseline,1.465883021886457
V14Q_g1,V14Q_g1_nominal,nominal,15,baseline,1.465883021886457
V14Q_g1,V14Q_g1_nominal,nominal,16,disruption,1.465883021886457
V14Q_g1,V14Q_g1_nominal,nominal,17,disruption,1.465883021886457
V14Q_g1,V14Q_g1_nominal,nominal,18,disruption,1.465883021886457
V14Q_g1,V14Q_g1_nominal,nominal,19,disruption,1.465883021886457
V14Q_g1,V14Q_g1_nominal,nominal,20,disruption,1.465883021886457
V14Q_g1,V14Q_g1_nominal,nominal,21,disruption,1.465883021886457
V14Q_g1,V14Q_g1_nominal,nominal,22,disruption,1.465883021886457
V14Q_g1,V14Q_g1_nominal,nominal,23,disruption,1.465883021886457
V14Q_g1,V14Q_g1_nominal,nominal,24,disruption,1.465883021886457
V14Q_g1,V14Q_g1_nominal,nominal,25,disruption,1.465883021886457
V14Q_g1,V14Q_g1_nominal,nominal,26,disruption,1.465883021886457
V14Q_g1,V14Q_g1_nominal,nominal,27,disruption,4.643521683675492
V14Q_g1,V14Q_g1_nominal,nominal,28,disruption,1.747486110613131
V14Q_g1,V14Q_g1_nominal,nominal,29,disruption,1.747486110613131
V14Q_g1,V14Q_g1_nominal,nominal,30,disruption,1.7474861106131312
V14Q_g1,V14Q_g1_nominal,nominal,31,recovery,1.747486110613131
V14Q_g1,V14Q_g1_nominal,nominal,32,recovery,1.3632615159900046
V14Q_g1,V14Q_g1_nominal,nominal,33,recovery,1.465883021886457
V14Q_g1,V14Q_g1_nominal,nominal,34,recovery,1.465883021886457
V14Q_g1,V14Q_g1_nominal,nominal,35,recovery,1.465883021886457
V14Q_g1,V14Q_g1_nominal,nominal,36,recovery,1.465883021886457
V14Q_g1,V14Q_g1_nominal,nominal,37,recovery,1.465883021886457
V14Q_g1,V14Q_g1_nominal,nominal,38,recovery,1.465883021886457
V14Q_g1,V14Q_g1_nominal,nominal,39,recovery,1.465883021886457
V14Q_g1,V14Q_g1_nominal,nominal,40,recovery,1.465883021886457
V14Q_g1,V14Q_g1_nominal,nominal,41,recovery,1.465883021886457
V14Q_g1,V14Q_g1_nominal,nominal,42,recovery,1.465883021886457
V14Q_g1,V14Q_g1_nominal,nominal,43,recovery,1.465883021886457
V14Q_g1,V14Q_g1_nominal,nominal,44,recovery,1.465883021886457
V14Q_g1,V14Q_g1_nominal,nominal,45,recovery,1.465883021886457
V14Q_g1,V14Q_g1_field_reversal,field_reversal,1,baseline,22.878661749881942
V14Q_g1,V14Q_g1_field_reversal,field_reversal,2,baseline,12.414262778453244
V14Q_g1,V14Q_g1_field_reversal,field_reversal,3,baseline,8.339068327613766
V14Q_g1,V14Q_g1_field_reversal,field_reversal,4,baseline,7.2811344882266384
V14Q_g1,V14Q_g1_field_reversal,field_reversal,5,baseline,6.829270007783726
V14Q_g1,V14Q_g1_field_reversal,field_reversal,6,baseline,6.339946920593973
V14Q_g1,V14Q_g1_field_reversal,field_reversal,7,baseline,3.378041926138849
V14Q_g1,V14Q_g1_field_reversal,field_reversal,8,baseline,1.8254307844719015
V14Q_g1,V14Q_g1_field_reversal,field_reversal,9,baseline,4.261697143561941
V14Q_g1,V14Q_g1_field_reversal,field_reversal,10,baseline,2.9814940732137662
V14Q_g1,V14Q_g1_field_reversal,field_reversal,11,baseline,2.613444516729502
V14Q_g1,V14Q_g1_field_reversal,field_reversal,12,baseline,1.7014374688747729
V14Q_g1,V14Q_g1_field_reversal,field_reversal,13,baseline,1.284328441779546
V14Q_g1,V14Q_g1_field_reversal,field_reversal,14,baseline,1.465883021886457
V14Q_g1,V14Q_g1_field_reversal,field_reversal,15,baseline,1.465883021886457
V14Q_g1,V14Q_g1_field_reversal,field_reversal,16,disruption,34.171510142059184
V14Q_g1,V14Q_g1_field_reversal,field_reversal,17,disruption,95.20220896147585
V14Q_g1,V14Q_g1_field_reversal,field_reversal,18,disruption,112.4408851221852
V14Q_g1,V14Q_g1_field_reversal,field_reversal,19,disruption,92.84359438070582
V14Q_g1,V14Q_g1_field_reversal,field_reversal,20,disruption,28.320033069366172
V14Q_g1,V14Q_g1_field_reversal,field_reversal,21,disruption,1.465883021886457
V14Q_g1,V14Q_g1_field_reversal,field_reversal,22,disruption,1.465883021886457
V14Q_g1,V14Q_g1_field_reversal,field_reversal,23,disruption,1.465883021886457
V14Q_g1,V14Q_g1_field_reversal,field_reversal,24,disruption,1.465883021886457
V14Q_g1,V14Q_g1_field_reversal,field_reversal,25,disruption,1.465883021886457
V14Q_g1,V14Q_g1_field_reversal,field_reversal,26,disruption,1.465883021886457
V14Q_g1,V14Q_g1_field_reversal,field_reversal,27,disruption,1.465883021886457
V14Q_g1,V14Q_g1_field_reversal,field_reversal,28,disruption,1.465883021886457
V14Q_g1,V14Q_g1_field_reversal,field_reversal,29,disruption,1.465883021886457
V14Q_g1,V14Q_g1_field_reversal,field_reversal,30,disruption,1.465883021886457
V14Q_g1,V14Q_g1_field_reversal,field_reversal,31,recovery,34.74335958642644
V14Q_g1,V14Q_g1_field_reversal,field_reversal,32,recovery,95.5804637269298
V14Q_g1,V14Q_g1_field_reversal,field_reversal,33,recovery,112.7828491088068
V14Q_g1,V14Q_g1_field_reversal,field_reversal,34,recovery,93.2201598762627
V14Q_g1,V14Q_g1_field_reversal,field_reversal,35,recovery,26.557509224958068
V14Q_g1,V14Q_g1_field_reversal,field_reversal,36,recovery,1.2905676732543976
V14Q_g1,V14Q_g1_field_reversal,field_reversal,37,recovery,1.2905676732543976
V14Q_g1,V14Q_g1_field_reversal,field_reversal,38,recovery,1.2905676732543976
V14Q_g1,V14Q_g1_field_reversal,field_reversal,39,recovery,1.2905676732543976
V14Q_g1,V14Q_g1_field_reversal,field_reversal,40,recovery,1.3994679425249352
V14Q_g1,V14Q_g1_field_reversal,field_reversal,41,recovery,1.465883021886457
V14Q_g1,V14Q_g1_field_reversal,field_reversal,42,recovery,1.465883021886457
V14Q_g1,V14Q_g1_field_reversal,field_reversal,43,recovery,1.465883021886457
V14Q_g1,V14Q_g1_field_reversal,field_reversal,44,recovery,1.465883021886457
V14Q_g1,V14Q_g1_field_reversal,field_reversal,45,recovery,1.465883021886457
V14Q_g1,V14Q_g1_network_partition,network_partition,1,baseline,22.878661749881942
V14Q_g1,V14Q_g1_network_partition,network_partition,2,baseline,12.414262778453244
V14Q_g1,V14Q_g1_network_partition,network_partition,3,baseline,8.339068327613766
V14Q_g1,V14Q_g1_network_partition,network_partition,4,baseline,7.2811344882266384
V14Q_g1,V14Q_g1_network_partition,network_partition,5,baseline,6.829270007783726
V14Q_g1,V14Q_g1_network_partition,network_partition,6,baseline,6.339946920593973
V14Q_g1,V14Q_g1_network_partition,network_partition,7,baseline,3.378041926138849
V14Q_g1,V14Q_g1_network_partition,network_partition,8,baseline,1.8254307844719015
V14Q_g1,V14Q_g1_network_partition,network_partition,9,baseline,4.261697143561941
V14Q_g1,V14Q_g1_network_partition,network_partition,10,baseline,2.9814940732137662
V14Q_g1,V14Q_g1_network_partition,network_partition,11,baseline,2.613444516729502
V14Q_g1,V14Q_g1_network_partition,network_partition,12,baseline,1.7014374688747729
V14Q_g1,V14Q_g1_network_partition,network_partition,13,baseline,1.284328441779546
V14Q_g1,V14Q_g1_network_partition,network_partition,14,baseline,1.465883021886457
V14Q_g1,V14Q_g1_network_partition,network_partition,15,baseline,1.465883021886457
V14Q_g1,V14Q_g1_network_partition,network_partition,16,disruption,1.465883021886457
V14Q_g1,V14Q_g1_network_partition,network_partition,17,disruption,1.465883021886457
V14Q_g1,V14Q_g1_network_partition,network_partition,18,disruption,1.465883021886457
V14Q_g1,V14Q_g1_network_partition,network_partition,19,disruption,1.465883021886457
V14Q_g1,V14Q_g1_network_partition,network_partition,20,disruption,1.465883021886457
V14Q_g1,V14Q_g1_network_partition,network_partition,21,disruption,1.465883021886457
V14Q_g1,V14Q_g1_network_partition,network_partition,22,disruption,1.465883021886457
V14Q_g1,V14Q_g1_network_partition,network_partition,23,disruption,1.465883021886457
V14Q_g1,V14Q_g1_network_partition,network_partition,24,disruption,1.465883021886457
V14Q_g1,V14Q_g1_network_partition,network_partition,25,disruption,1.465883021886457
V14Q_g1,V14Q_g1_network_partition,network_partition,26,disruption,1.465883021886457
V14Q_g1,V14Q_g1_network_partition,network_partition,27,disruption,4.643521683675492
V14Q_g1,V14Q_g1_network_partition,network_partition,28,disruption,1.747486110613131
V14Q_g1,V14Q_g1_network_partition,network_partition,29,disruption,1.747486110613131
V14Q_g1,V14Q_g1_network_partition,network_partition,30,disruption,1.7474861106131312
V14Q_g1,V14Q_g1_network_partition,network_partition,31,recovery,1.747486110613131
V14Q_g1,V14Q_g1_network_partition,network_partition,32,recovery,1.3632615159900046
V14Q_g1,V14Q_g1_network_partition,network_partition,33,recovery,1.465883021886457
V14Q_g1,V14Q_g1_network_partition,network_partition,34,recovery,1.465883021886457
V14Q_g1,V14Q_g1_network_partition,network_partition,35,recovery,1.465883021886457
V14Q_g1,V14Q_g1_network_partition,network_partition,36,recovery,1.465883021886457
V14Q_g1,V14Q_g1_network_partition,network_partition,37,recovery,1.465883021886457
V14Q_g1,V14Q_g1_network_partition,network_partition,38,recovery,1.465883021886457
V14Q_g1,V14Q_g1_network_partition,network_partition,39,recovery,1.465883021886457
V14Q_g1,V14Q_g1_network_partition,network_partition,40,recovery,1.465883021886457
V14Q_g1,V14Q_g1_network_partition,network_partition,41,recovery,1.465883021886457
V14Q_g1,V14Q_g1_network_partition,network_partition,42,recovery,1.465883021886457
V14Q_g1,V14Q_g1_network_partition,network_partition,43,recovery,1.465883021886457
V14Q_g1,V14Q_g1_network_partition,network_partition,44,recovery,1.465883021886457
V14Q_g1,V14Q_g1_network_partition,network_partition,45,recovery,1.465883021886457
V14Q_g1,V14Q_g1_message_corruption,message_corruption,1,baseline,22.878661749881942
V14Q_g1,V14Q_g1_message_corruption,message_corruption,2,baseline,12.414262778453244
V14Q_g1,V14Q_g1_message_corruption,message_corruption,3,baseline,8.339068327613766
V14Q_g1,V14Q_g1_message_corruption,message_corruption,4,baseline,7.2811344882266384
V14Q_g1,V14Q_g1_message_corruption,message_corruption,5,baseline,6.829270007783726
V14Q_g1,V14Q_g1_message_corruption,message_corruption,6,baseline,6.339946920593973
V14Q_g1,V14Q_g1_message_corruption,message_corruption,7,baseline,3.378041926138849
V14Q_g1,V14Q_g1_message_corruption,message_corruption,8,baseline,1.8254307844719015
V14Q_g1,V14Q_g1_message_corruption,message_corruption,9,baseline,4.261697143561941
V14Q_g1,V14Q_g1_message_corruption,message_corruption,10,baseline,2.9814940732137662
V14Q_g1,V14Q_g1_message_corruption,message_corruption,11,baseline,2.613444516729502
V14Q_g1,V14Q_g1_message_corruption,message_corruption,12,baseline,1.7014374688747729
V14Q_g1,V14Q_g1_message_corruption,message_corruption,13,baseline,1.284328441779546
V14Q_g1,V14Q_g1_message_corruption,message_corruption,14,baseline,1.465883021886457
V14Q_g1,V14Q_g1_message_corruption,message_corruption,15,baseline,1.465883021886457
V14Q_g1,V14Q_g1_message_corruption,message_corruption,16,disruption,1.465883021886457
V14Q_g1,V14Q_g1_message_corruption,message_corruption,17,disruption,1.465883021886457
V14Q_g1,V14Q_g1_message_corruption,message_corruption,18,disruption,1.465883021886457
V14Q_g1,V14Q_g1_message_corruption,message_corruption,19,disruption,1.465883021886457
V14Q_g1,V14Q_g1_message_corruption,message_corruption,20,disruption,1.465883021886457
V14Q_g1,V14Q_g1_message_corruption,message_corruption,21,disruption,1.465883021886457
V14Q_g1,V14Q_g1_message_corruption,message_corruption,22,disruption,1.465883021886457
V14Q_g1,V14Q_g1_message_corruption,message_corruption,23,disruption,1.465883021886457
V14Q_g1,V14Q_g1_message_corruption,message_corruption,24,disruption,1.465883021886457
V14Q_g1,V14Q_g1_message_corruption,message_corruption,25,disruption,1.465883021886457
V14Q_g1,V14Q_g1_message_corruption,message_corruption,26,disruption,3.810265292331133
V14Q_g1,V14Q_g1_message_corruption,message_corruption,27,disruption,4.567459636011811
V14Q_g1,V14Q_g1_message_corruption,message_corruption,28,disruption,1.828342114748418
