application,information_condition,entropy_measure,candidate_rows,independent_panels,roc_auc,average_precision,brier_score,harm_rate_at_50pct_coverage,causal_utility_at_50pct_coverage
utility_restoration,public_shared,gini_simpson,3474,181,0.9714568227858829,0.9731928607731081,0.04657612595580069,0.18970227133210557,0.24186996120838178
utility_restoration,public_shared,tsallis_q_0_5,3474,181,0.9724339873799525,0.9732353059557348,0.04651648561326576,0.18859729895641503,0.24272057796200913
utility_restoration,public_shared,tsallis_q_1_5,3474,181,0.9717965038114404,0.9733009790209807,0.04657091203422255,0.1891497851442603,0.24196652107478586
utility_restoration,public_shared,tsallis_q_2,3474,181,0.9714568227858829,0.9731928607731081,0.04657612595580069,0.18970227133210557,0.24186996120838178
utility_restoration,public_shared,tsallis_q_3,3474,181,0.9711550318160137,0.9727357692626033,0.0465504184099348,0.18970227133210557,0.24080382262018865
utility_restoration,public_shared,jensen_tsallis_q_0_5,3474,181,0.9720188586119277,0.9737568068967771,0.04673889312505132,0.18970227133210557,0.24245948858617367
utility_restoration,public_shared,jensen_tsallis_q_1_5,3474,181,0.9712763464679988,0.9730062812500961,0.046684789027880626,0.18970227133210557,0.24253175330310997
utility_restoration,public_shared,jensen_tsallis_q_2,3474,181,0.9712191790155565,0.9729950644717794,0.04666420074208432,0.18970227133210557,0.24253175330310997
utility_restoration,public_shared,jensen_tsallis_q_3,3474,181,0.9711809565909586,0.9729583791140184,0.04665520783366894,0.18970227133210557,0.24210899667626742
utility_restoration,public_shared,graph_weighted_disagreement,3474,181,0.9714232535260187,0.9731392379304887,0.046603711087865846,0.18970227133210557,0.2420660904029152
