cluster_id,sweep,phase,entropy_component,value
V14Q_g5,12,baseline,mean_individual_entropy,0.0
V14Q_g5,13,baseline,mean_individual_entropy,0.0
V14Q_g5,14,baseline,mean_individual_entropy,0.0
V14Q_g5,15,baseline,mean_individual_entropy,0.0
V14Q_g5,16,disruption,mean_individual_entropy,0.0
V14Q_g5,17,disruption,mean_individual_entropy,0.0
V14Q_g5,18,disruption,mean_individual_entropy,0.0
V14Q_g5,19,disruption,mean_individual_entropy,0.0
V14Q_g5,20,disruption,mean_individual_entropy,0.0
V14Q_g5,21,disruption,mean_individual_entropy,0.0
V14Q_g5,22,disruption,mean_individual_entropy,0.0
V14Q_g5,23,disruption,mean_individual_entropy,0.0
V14Q_g5,24,disruption,mean_individual_entropy,0.0
V14Q_g5,25,disruption,mean_individual_entropy,0.0
V14Q_g5,26,disruption,mean_individual_entropy,0.0
V14Q_g5,27,disruption,mean_individual_entropy,0.0
V14Q_g5,28,disruption,mean_individual_entropy,0.0
V14Q_g5,29,disruption,mean_individual_entropy,0.0
V14Q_g5,30,disruption,mean_individual_entropy,0.0312751514711367
V14Q_g5,31,recovery,mean_individual_entropy,0.0333227400460811
V14Q_g5,32,recovery,mean_individual_entropy,0.0333227400460811
V14Q_g5,33,recovery,mean_individual_entropy,0.0333227400460811
V14Q_g5,34,recovery,mean_individual_entropy,0.0333227400460811
V14Q_g5,35,recovery,mean_individual_entropy,0.0073066780710956
V14Q_g5,36,recovery,mean_individual_entropy,0.0
V14Q_g5,37,recovery,mean_individual_entropy,0.0250249484030605
V14Q_g5,38,recovery,mean_individual_entropy,0.0394113142741259
V14Q_g5,39,recovery,mean_individual_entropy,0.0394113142741259
V14Q_g5,40,recovery,mean_individual_entropy,0.0394113142741259
V14Q_g5,41,recovery,mean_individual_entropy,0.0394113142741259
V14Q_g5,42,recovery,mean_individual_entropy,0.0301610978235632
V14Q_g5,43,recovery,mean_individual_entropy,0.0
V14Q_g5,44,recovery,mean_individual_entropy,0.0
V14Q_g5,45,recovery,mean_individual_entropy,0.0
V14Q_g5,1,baseline,mean_individual_entropy,0.2034351897381812
V14Q_g5,2,baseline,mean_individual_entropy,0.2910252366330006
V14Q_g5,3,baseline,mean_individual_entropy,0.3346409467417242
V14Q_g5,4,baseline,mean_individual_entropy,0.359552012033889
V14Q_g5,5,baseline,mean_individual_entropy,0.3739088236335458
V14Q_g5,6,baseline,mean_individual_entropy,0.2785467738197659
V14Q_g5,7,baseline,mean_individual_entropy,0.1668907910456982
V14Q_g5,8,baseline,mean_individual_entropy,0.076499132528095
V14Q_g5,9,baseline,mean_individual_entropy,0.0659160373375838
V14Q_g5,10,baseline,mean_individual_entropy,0.0289829024887131
V14Q_g5,11,baseline,mean_individual_entropy,0.0
V14Q_g5,12,baseline,mean_individual_entropy,0.0
V14Q_g5,13,baseline,mean_individual_entropy,0.0
V14Q_g5,14,baseline,mean_individual_entropy,0.0
V14Q_g5,15,baseline,mean_individual_entropy,0.0
V14Q_g5,16,disruption,mean_individual_entropy,0.3191623066470041
V14Q_g5,17,disruption,mean_individual_entropy,0.6081893083896295
V14Q_g5,18,disruption,mean_individual_entropy,0.6864007435206462
V14Q_g5,19,disruption,mean_individual_entropy,0.5974012306726877
V14Q_g5,20,disruption,mean_individual_entropy,0.2878871551758674
V14Q_g5,21,disruption,mean_individual_entropy,0.0
V14Q_g5,22,disruption,mean_individual_entropy,0.0
V14Q_g5,23,disruption,mean_individual_entropy,0.0
V14Q_g5,24,disruption,mean_individual_entropy,0.0
V14Q_g5,25,disruption,mean_individual_entropy,0.0
V14Q_g5,26,disruption,mean_individual_entropy,0.0
V14Q_g5,27,disruption,mean_individual_entropy,0.0
V14Q_g5,28,disruption,mean_individual_entropy,0.0
V14Q_g5,29,disruption,mean_individual_entropy,0.0
V14Q_g5,30,disruption,mean_individual_entropy,0.0
V14Q_g5,31,recovery,mean_individual_entropy,0.3191623066470041
V14Q_g5,32,recovery,mean_individual_entropy,0.6081893083896295
V14Q_g5,33,recovery,mean_individual_entropy,0.6864007435206461
V14Q_g5,34,recovery,mean_individual_entropy,0.5974012306726877
V14Q_g5,35,recovery,mean_individual_entropy,0.2878871551758674
V14Q_g5,36,recovery,mean_individual_entropy,0.0
V14Q_g5,37,recovery,mean_individual_entropy,0.0250249484030605
V14Q_g5,38,recovery,mean_individual_entropy,0.0394113142741259
V14Q_g5,39,recovery,mean_individual_entropy,0.0394113142741259
V14Q_g5,40,recovery,mean_individual_entropy,0.0394113142741259
V14Q_g5,41,recovery,mean_individual_entropy,0.0394113142741259
V14Q_g5,42,recovery,mean_individual_entropy,0.0301610978235632
V14Q_g5,43,recovery,mean_individual_entropy,0.0
V14Q_g5,44,recovery,mean_individual_entropy,0.0
V14Q_g5,45,recovery,mean_individual_entropy,0.0
V14Q_g5,1,baseline,mean_individual_entropy,0.2034351897381812
V14Q_g5,2,baseline,mean_individual_entropy,0.2910252366330006
V14Q_g5,3,baseline,mean_individual_entropy,0.3346409467417242
V14Q_g5,4,baseline,mean_individual_entropy,0.359552012033889
V14Q_g5,5,baseline,mean_individual_entropy,0.3739088236335458
V14Q_g5,6,baseline,mean_individual_entropy,0.2785467738197659
V14Q_g5,7,baseline,mean_individual_entropy,0.1668907910456982
V14Q_g5,8,baseline,mean_individual_entropy,0.076499132528095
V14Q_g5,9,baseline,mean_individual_entropy,0.0659160373375838
V14Q_g5,10,baseline,mean_individual_entropy,0.0289829024887131
V14Q_g5,11,baseline,mean_individual_entropy,0.0
V14Q_g5,12,baseline,mean_individual_entropy,0.0
V14Q_g5,13,baseline,mean_individual_entropy,0.0
V14Q_g5,14,baseline,mean_individual_entropy,0.0
V14Q_g5,15,baseline,mean_individual_entropy,0.0
V14Q_g5,16,disruption,mean_individual_entropy,0.0
V14Q_g5,17,disruption,mean_individual_entropy,0.0
V14Q_g5,18,disruption,mean_individual_entropy,0.0
V14Q_g5,19,disruption,mean_individual_entropy,0.0
V14Q_g5,20,disruption,mean_individual_entropy,0.0
V14Q_g5,21,disruption,mean_individual_entropy,0.0
V14Q_g5,22,disruption,mean_individual_entropy,0.0
V14Q_g5,23,disruption,mean_individual_entropy,0.0
V14Q_g5,24,disruption,mean_individual_entropy,0.0
V14Q_g5,25,disruption,mean_individual_entropy,0.0
V14Q_g5,26,disruption,mean_individual_entropy,0.0
V14Q_g5,27,disruption,mean_individual_entropy,0.0
V14Q_g5,28,disruption,mean_individual_entropy,0.0
V14Q_g5,29,disruption,mean_individual_entropy,0.0
V14Q_g5,30,disruption,mean_individual_entropy,0.0
V14Q_g5,31,recovery,mean_individual_entropy,0.0
V14Q_g5,32,recovery,mean_individual_entropy,0.0
V14Q_g5,33,recovery,mean_individual_entropy,0.0
V14Q_g5,34,recovery,mean_individual_entropy,0.0
V14Q_g5,35,recovery,mean_individual_entropy,0.0
V14Q_g5,36,recovery,mean_individual_entropy,0.0
V14Q_g5,37,recovery,mean_individual_entropy,0.0374321511121776
V14Q_g5,38,recovery,mean_individual_entropy,0.0518185169832429
V14Q_g5,39,recovery,mean_individual_entropy,0.0642257196923599
V14Q_g5,40,recovery,mean_individual_entropy,0.100691811633003
V14Q_g5,41,recovery,mean_individual_entropy,0.1111047813669099
V14Q_g5,42,recovery,mean_individual_entropy,0.0894473622072302
V14Q_g5,43,recovery,mean_individual_entropy,0.0592862643836669
V14Q_g5,44,recovery,mean_individual_entropy,0.0551860462266238
V14Q_g5,45,recovery,mean_individual_entropy,0.016649028954245
V14Q_g5,1,baseline,mean_individual_entropy,0.2034351897381812
V14Q_g5,2,baseline,mean_individual_entropy,0.2910252366330006
V14Q_g5,3,baseline,mean_individual_entropy,0.3346409467417242
V14Q_g5,4,baseline,mean_individual_entropy,0.359552012033889
V14Q_g5,5,baseline,mean_individual_entropy,0.3739088236335458
V14Q_g5,6,baseline,mean_individual_entropy,0.2785467738197659
V14Q_g5,7,baseline,mean_individual_entropy,0.1668907910456982
V14Q_g5,8,baseline,mean_individual_entropy,0.076499132528095
V14Q_g5,9,baseline,mean_individual_entropy,0.0659160373375838
V14Q_g5,10,baseline,mean_individual_entropy,0.0289829024887131
V14Q_g5,11,baseline,mean_individual_entropy,0.0
V14Q_g5,12,baseline,mean_individual_entropy,0.0
V14Q_g5,13,baseline,mean_individual_entropy,0.0
V14Q_g5,14,baseline,mean_individual_entropy,0.0
V14Q_g5,15,baseline,mean_individual_entropy,0.0
V14Q_g5,16,disruption,mean_individual_entropy,0.0
V14Q_g5,17,disruption,mean_individual_entropy,0.0
V14Q_g5,18,disruption,mean_individual_entropy,0.0146119786691537
V14Q_g5,19,disruption,mean_individual_entropy,0.0406047359795857
V14Q_g5,20,disruption,mean_individual_entropy,0.0687920317058951
V14Q_g5,21,disruption,mean_individual_entropy,0.0687920317058951
V14Q_g5,22,disruption,mean_individual_entropy,0.0687920317058951
V14Q_g5,23,disruption,mean_individual_entropy,0.0563428077743187
V14Q_g5,24,disruption,mean_individual_entropy,0.037731765666319
V14Q_g5,25,disruption,mean_individual_entropy,0.0235481350785272
V14Q_g5,26,disruption,mean_individual_entropy,0.0333227400460811
V14Q_g5,27,disruption,mean_individual_entropy,0.0333227400460811
V14Q_g5,28,disruption,mean_individual_entropy,0.0333227400460811
V14Q_g5,29,disruption,mean_individual_entropy,0.0333227400460811
V14Q_g5,30,disruption,mean_individual_entropy,0.0203176858369655
V14Q_g5,31,recovery,mean_individual_entropy,0.0
V14Q_g5,32,recovery,mean_individual_entropy,0.0
V14Q_g5,33,recovery,mean_individual_entropy,0.0277370184591529
V14Q_g5,34,recovery,mean_individual_entropy,0.0388178984097028
V14Q_g5,35,recovery,mean_individual_entropy,0.0388178984097028
V14Q_g5,36,recovery,mean_individual_entropy,0.0388178984097028
V14Q_g5,37,recovery,mean_individual_entropy,0.0512251011188198
V14Q_g5,38,recovery,mean_individual_entropy,0.0388265206969914
V14Q_g5,39,recovery,mean_individual_entropy,0.012407202709117
V14Q_g5,40,recovery,mean_individual_entropy,0.0270191813782707
V14Q_g5,41,recovery,mean_individual_entropy,0.0374321511121776
V14Q_g5,42,recovery,mean_individual_entropy,0.0250249484030605
V14Q_g5,43,recovery,mean_individual_entropy,0.0250249484030605
V14Q_g5,44,recovery,mean_individual_entropy,0.0250249484030605
V14Q_g5,45,recovery,mean_individual_entropy,0.016649028954245
V14Q_g0,1,baseline,configuration_entropy,1.574679441748109
V14Q_g0,2,baseline,configuration_entropy,1.5973827307872297
V14Q_g0,3,baseline,configuration_entropy,1.9387880267997528
V14Q_g0,4,baseline,configuration_entropy,2.0890023535876865
V14Q_g0,5,baseline,configuration_entropy,2.136632444435232
V14Q_g0,6,baseline,configuration_entropy,1.6909512315202695
V14Q_g0,7,baseline,configuration_entropy,1.2921238301054232
V14Q_g0,8,baseline,configuration_entropy,0.7774621319109287
V14Q_g0,9,baseline,configuration_entropy,0.3517104788493895
V14Q_g0,10,baseline,configuration_entropy,-0.0
V14Q_g0,11,baseline,configuration_entropy,-0.0
V14Q_g0,12,baseline,configuration_entropy,-0.0
V14Q_g0,13,baseline,configuration_entropy,-0.0
V14Q_g0,14,baseline,configuration_entropy,-0.0
V14Q_g0,15,baseline,configuration_entropy,-0.0
V14Q_g0,16,disruption,configuration_entropy,-0.0
V14Q_g0,17,disruption,configuration_entropy,-0.0
V14Q_g0,18,disruption,configuration_entropy,-0.0
V14Q_g0,19,disruption,configuration_entropy,-0.0
V14Q_g0,20,disruption,configuration_entropy,-0.0
V14Q_g0,21,disruption,configuration_entropy,-0.0
V14Q_g0,22,disruption,configuration_entropy,0.4637264398194103
V14Q_g0,23,disruption,configuration_entropy,0.6393632996691399
V14Q_g0,24,disruption,configuration_entropy,0.9411896287920524
V14Q_g0,25,disruption,configuration_entropy,1.063883269969165
V14Q_g0,26,disruption,configuration_entropy,1.063883269969165
V14Q_g0,27,disruption,configuration_entropy,0.931148785966986
V14Q_g0,28,disruption,configuration_entropy,0.5331638407372986
V14Q_g0,29,disruption,configuration_entropy,0.3517104788493895
V14Q_g0,30,disruption,configuration_entropy,-0.0
V14Q_g0,31,recovery,configuration_entropy,-0.0
V14Q_g0,32,recovery,configuration_entropy,-0.0
V14Q_g0,33,recovery,configuration_entropy,-0.0
V14Q_g0,34,recovery,configuration_entropy,0.4003991744489694
V14Q_g0,35,recovery,configuration_entropy,0.4003991744489694
V14Q_g0,36,recovery,configuration_entropy,0.4003991744489694
V14Q_g0,37,recovery,configuration_entropy,0.4003991744489694
V14Q_g0,38,recovery,configuration_entropy,0.4003991744489694
V14Q_g0,39,recovery,configuration_entropy,-0.0
V14Q_g0,40,recovery,configuration_entropy,-0.0
V14Q_g0,41,recovery,configuration_entropy,-0.0
V14Q_g0,42,recovery,configuration_entropy,-0.0
V14Q_g0,43,recovery,configuration_entropy,-0.0
V14Q_g0,44,recovery,configuration_entropy,-0.0
V14Q_g0,45,recovery,configuration_entropy,-0.0
V14Q_g0,1,baseline,configuration_entropy,1.574679441748109
V14Q_g0,2,baseline,configuration_entropy,1.5973827307872297
V14Q_g0,3,baseline,configuration_entropy,1.9387880267997528
V14Q_g0,4,baseline,configuration_entropy,2.0890023535876865
V14Q_g0,5,baseline,configuration_entropy,2.136632444435232
V14Q_g0,6,baseline,configuration_entropy,1.6909512315202695
V14Q_g0,7,baseline,configuration_entropy,1.2921238301054232
V14Q_g0,8,baseline,configuration_entropy,0.7774621319109287
V14Q_g0,9,baseline,configuration_entropy,0.3517104788493895
V14Q_g0,10,baseline,configuration_entropy,-0.0
V14Q_g0,11,baseline,configuration_entropy,-0.0
V14Q_g0,12,baseline,configuration_entropy,-0.0
V14Q_g0,13,baseline,configuration_entropy,-0.0
V14Q_g0,14,baseline,configuration_entropy,-0.0
V14Q_g0,15,baseline,configuration_entropy,-0.0
V14Q_g0,16,disruption,configuration_entropy,0.9730082983696776
V14Q_g0,17,disruption,configuration_entropy,0.9730082983696776
V14Q_g0,18,disruption,configuration_entropy,0.9730082983696776
V14Q_g0,19,disruption,configuration_entropy,0.9730082983696776
V14Q_g0,20,disruption,configuration_entropy,0.9730082983696776
V14Q_g0,21,disruption,configuration_entropy,-0.0
V14Q_g0,22,disruption,configuration_entropy,-0.0
V14Q_g0,23,disruption,configuration_entropy,-0.0
V14Q_g0,24,disruption,configuration_entropy,-0.0
V14Q_g0,25,disruption,configuration_entropy,-0.0
V14Q_g0,26,disruption,configuration_entropy,-0.0
V14Q_g0,27,disruption,configuration_entropy,-0.0
V14Q_g0,28,disruption,configuration_entropy,0.116906849137531
V14Q_g0,29,disruption,configuration_entropy,0.5004024235381879
V14Q_g0,30,disruption,configuration_entropy,0.5004024235381879
V14Q_g0,31,recovery,configuration_entropy,1.3917829190911706
V14Q_g0,32,recovery,configuration_entropy,1.3917829190911706
V14Q_g0,33,recovery,configuration_entropy,1.3616667225874577
V14Q_g0,34,recovery,configuration_entropy,0.9383509393416803
V14Q_g0,35,recovery,configuration_entropy,0.9383509393416803
V14Q_g0,36,recovery,configuration_entropy,-0.0
V14Q_g0,37,recovery,configuration_entropy,-0.0
V14Q_g0,38,recovery,configuration_entropy,-0.0
V14Q_g0,39,recovery,configuration_entropy,0.1599159553146567
V14Q_g0,40,recovery,configuration_entropy,0.1599159553146567
V14Q_g0,41,recovery,configuration_entropy,0.1599159553146567
V14Q_g0,42,recovery,configuration_entropy,0.1599159553146567
V14Q_g0,43,recovery,configuration_entropy,0.1599159553146567
V14Q_g0,44,recovery,configuration_entropy,-0.0
V14Q_g0,45,recovery,configuration_entropy,-0.0
V14Q_g0,1,baseline,configuration_entropy,1.574679441748109
V14Q_g0,2,baseline,configuration_entropy,1.5973827307872297
V14Q_g0,3,baseline,configuration_entropy,1.9387880267997528
V14Q_g0,4,baseline,configuration_entropy,2.0890023535876865
V14Q_g0,5,baseline,configuration_entropy,2.136632444435232
V14Q_g0,6,baseline,configuration_entropy,1.6909512315202695
V14Q_g0,7,baseline,configuration_entropy,1.2921238301054232
V14Q_g0,8,baseline,configuration_entropy,0.7774621319109287
V14Q_g0,9,baseline,configuration_entropy,0.3517104788493895
V14Q_g0,10,baseline,configuration_entropy,-0.0
V14Q_g0,11,baseline,configuration_entropy,-0.0
V14Q_g0,12,baseline,configuration_entropy,-0.0
V14Q_g0,13,baseline,configuration_entropy,-0.0
V14Q_g0,14,baseline,configuration_entropy,-0.0
V14Q_g0,15,baseline,configuration_entropy,-0.0
V14Q_g0,16,disruption,configuration_entropy,-0.0
V14Q_g0,17,disruption,configuration_entropy,-0.0
V14Q_g0,18,disruption,configuration_entropy,-0.0
V14Q_g0,19,disruption,configuration_entropy,-0.0
V14Q_g0,20,disruption,configuration_entropy,-0.0
V14Q_g0,21,disruption,configuration_entropy,-0.0
V14Q_g0,22,disruption,configuration_entropy,-0.0
V14Q_g0,23,disruption,configuration_entropy,-0.0
V14Q_g0,24,disruption,configuration_entropy,-0.0
V14Q_g0,25,disruption,configuration_entropy,-0.0
V14Q_g0,26,disruption,configuration_entropy,-0.0
V14Q_g0,27,disruption,configuration_entropy,-0.0
V14Q_g0,28,disruption,configuration_entropy,-0.0
V14Q_g0,29,disruption,configuration_entropy,-0.0
V14Q_g0,30,disruption,configuration_entropy,-0.0
V14Q_g0,31,recovery,configuration_entropy,-0.0
V14Q_g0,32,recovery,configuration_entropy,-0.0
V14Q_g0,33,recovery,configuration_entropy,-0.0
V14Q_g0,34,recovery,configuration_entropy,0.4003991744489694
V14Q_g0,35,recovery,configuration_entropy,0.4003991744489694
V14Q_g0,36,recovery,configuration_entropy,0.4003991744489694
V14Q_g0,37,recovery,configuration_entropy,0.4003991744489694
V14Q_g0,38,recovery,configuration_entropy,0.4003991744489694
V14Q_g0,39,recovery,configuration_entropy,0.1599159553146567
V14Q_g0,40,recovery,configuration_entropy,0.1599159553146567
V14Q_g0,41,recovery,configuration_entropy,0.1599159553146567
V14Q_g0,42,recovery,configuration_entropy,0.1599159553146567
V14Q_g0,43,recovery,configuration_entropy,0.1599159553146567
V14Q_g0,44,recovery,configuration_entropy,-0.0
V14Q_g0,45,recovery,configuration_entropy,-0.0
V14Q_g0,1,baseline,configuration_entropy,1.574679441748109
V14Q_g0,2,baseline,configuration_entropy,1.5973827307872297
V14Q_g0,3,baseline,configuration_entropy,1.9387880267997528
V14Q_g0,4,baseline,configuration_entropy,2.0890023535876865
V14Q_g0,5,baseline,configuration_entropy,2.136632444435232
V14Q_g0,6,baseline,configuration_entropy,1.6909512315202695
V14Q_g0,7,baseline,configuration_entropy,1.2921238301054232
V14Q_g0,8,baseline,configuration_entropy,0.7774621319109287
V14Q_g0,9,baseline,configuration_entropy,0.3517104788493895
V14Q_g0,10,baseline,configuration_entropy,-0.0
V14Q_g0,11,baseline,configuration_entropy,-0.0
V14Q_g0,12,baseline,configuration_entropy,-0.0
V14Q_g0,13,baseline,configuration_entropy,-0.0
V14Q_g0,14,baseline,configuration_entropy,-0.0
V14Q_g0,15,baseline,configuration_entropy,-0.0
V14Q_g0,16,disruption,configuration_entropy,-0.0
V14Q_g0,17,disruption,configuration_entropy,-0.0
V14Q_g0,18,disruption,configuration_entropy,-0.0
V14Q_g0,19,disruption,configuration_entropy,-0.0
V14Q_g0,20,disruption,configuration_entropy,-0.0
V14Q_g0,21,disruption,configuration_entropy,-0.0
V14Q_g0,22,disruption,configuration_entropy,-0.0
V14Q_g0,23,disruption,configuration_entropy,-0.0
V14Q_g0,24,disruption,configuration_entropy,-0.0
V14Q_g0,25,disruption,configuration_entropy,-0.0
V14Q_g0,26,disruption,configuration_entropy,-0.0
V14Q_g0,27,disruption,configuration_entropy,-0.0
V14Q_g0,28,disruption,configuration_entropy,-0.0
V14Q_g0,29,disruption,configuration_entropy,-0.0
V14Q_g0,30,disruption,configuration_entropy,-0.0
V14Q_g0,31,recovery,configuration_entropy,-0.0
V14Q_g0,32,recovery,configuration_entropy,-0.0
V14Q_g0,33,recovery,configuration_entropy,-0.0
V14Q_g0,34,recovery,configuration_entropy,-0.0
V14Q_g0,35,recovery,configuration_entropy,-0.0
V14Q_g0,36,recovery,configuration_entropy,-0.0
V14Q_g0,37,recovery,configuration_entropy,-0.0
V14Q_g0,38,recovery,configuration_entropy,-0.0
V14Q_g0,39,recovery,configuration_entropy,0.1599159553146567
V14Q_g0,40,recovery,configuration_entropy,0.1599159553146567
V14Q_g0,41,recovery,configuration_entropy,0.1599159553146567
V14Q_g0,42,recovery,configuration_entropy,0.1599159553146567
V14Q_g0,43,recovery,configuration_entropy,0.1599159553146567
V14Q_g0,44,recovery,configuration_entropy,-0.0
V14Q_g0,45,recovery,configuration_entropy,-0.0
V14Q_g1,1,baseline,configuration_entropy,1.700164942414579
V14Q_g1,2,baseline,configuration_entropy,1.9839957823613168
V14Q_g1,3,baseline,configuration_entropy,1.959178023202357
V14Q_g1,4,baseline,configuration_entropy,1.9769260456234168
V14Q_g1,5,baseline,configuration_entropy,1.956842654152374
V14Q_g1,6,baseline,configuration_entropy,1.3453539723263064
V14Q_g1,7,baseline,configuration_entropy,0.9106636760991916
V14Q_g1,8,baseline,configuration_entropy,0.7286359863911529
V14Q_g1,9,baseline,configuration_entropy,1.1433278038002126
V14Q_g1,10,baseline,configuration_entropy,1.2873022856612089
V14Q_g1,11,baseline,configuration_entropy,1.1774426920125436
V14Q_g1,12,baseline,configuration_entropy,0.7601789012787232
V14Q_g1,13,baseline,configuration_entropy,0.2967152565836348
V14Q_g1,14,baseline,configuration_entropy,-0.0
V14Q_g1,15,baseline,configuration_entropy,-0.0
V14Q_g1,16,disruption,configuration_entropy,-0.0
V14Q_g1,17,disruption,configuration_entropy,-0.0
V14Q_g1,18,disruption,configuration_entropy,-0.0
V14Q_g1,19,disruption,configuration_entropy,-0.0
V14Q_g1,20,disruption,configuration_entropy,-0.0
V14Q_g1,21,disruption,configuration_entropy,-0.0
V14Q_g1,22,disruption,configuration_entropy,-0.0
V14Q_g1,23,disruption,configuration_entropy,-0.0
V14Q_g1,24,disruption,configuration_entropy,-0.0
V14Q_g1,25,disruption,configuration_entropy,-0.0
V14Q_g1,26,disruption,configuration_entropy,-0.0
V14Q_g1,27,disruption,configuration_entropy,0.482577565177012
V14Q_g1,28,disruption,configuration_entropy,0.6615632381579821
V14Q_g1,29,disruption,configuration_entropy,0.6615632381579821
V14Q_g1,30,disruption,configuration_entropy,0.6615632381579821
V14Q_g1,31,recovery,configuration_entropy,0.6615632381579821
V14Q_g1,32,recovery,configuration_entropy,0.482577565177012
V14Q_g1,33,recovery,configuration_entropy,-0.0
V14Q_g1,34,recovery,configuration_entropy,-0.0
V14Q_g1,35,recovery,configuration_entropy,-0.0
V14Q_g1,36,recovery,configuration_entropy,-0.0
V14Q_g1,37,recovery,configuration_entropy,-0.0
V14Q_g1,38,recovery,configuration_entropy,-0.0
V14Q_g1,39,recovery,configuration_entropy,-0.0
V14Q_g1,40,recovery,configuration_entropy,-0.0
V14Q_g1,41,recovery,configuration_entropy,-0.0
V14Q_g1,42,recovery,configuration_entropy,-0.0
V14Q_g1,43,recovery,configuration_entropy,-0.0
V14Q_g1,44,recovery,configuration_entropy,-0.0
V14Q_g1,45,recovery,configuration_entropy,-0.0
V14Q_g1,1,baseline,configuration_entropy,1.700164942414579
V14Q_g1,2,baseline,configuration_entropy,1.9839957823613168
V14Q_g1,3,baseline,configuration_entropy,1.959178023202357
V14Q_g1,4,baseline,configuration_entropy,1.9769260456234168
V14Q_g1,5,baseline,configuration_entropy,1.956842654152374
V14Q_g1,6,baseline,configuration_entropy,1.3453539723263064
V14Q_g1,7,baseline,configuration_entropy,0.9106636760991916
V14Q_g1,8,baseline,configuration_entropy,0.7286359863911529
V14Q_g1,9,baseline,configuration_entropy,1.1433278038002126
V14Q_g1,10,baseline,configuration_entropy,1.2873022856612089
V14Q_g1,11,baseline,configuration_entropy,1.1774426920125436
V14Q_g1,12,baseline,configuration_entropy,0.7601789012787232
V14Q_g1,13,baseline,configuration_entropy,0.2967152565836348
V14Q_g1,14,baseline,configuration_entropy,-0.0
V14Q_g1,15,baseline,configuration_entropy,-0.0
V14Q_g1,16,disruption,configuration_entropy,0.9210222598276818
V14Q_g1,17,disruption,configuration_entropy,0.9210222598276818
V14Q_g1,18,disruption,configuration_entropy,0.9210222598276818
V14Q_g1,19,disruption,configuration_entropy,0.9210222598276818
V14Q_g1,20,disruption,configuration_entropy,0.9210222598276818
V14Q_g1,21,disruption,configuration_entropy,-0.0
V14Q_g1,22,disruption,configuration_entropy,-0.0
V14Q_g1,23,disruption,configuration_entropy,-0.0
V14Q_g1,24,disruption,configuration_entropy,-0.0
V14Q_g1,25,disruption,configuration_entropy,-0.0
V14Q_g1,26,disruption,configuration_entropy,-0.0
V14Q_g1,27,disruption,configuration_entropy,-0.0
V14Q_g1,28,disruption,configuration_entropy,-0.0
V14Q_g1,29,disruption,configuration_entropy,-0.0
V14Q_g1,30,disruption,configuration_entropy,-0.0
V14Q_g1,31,recovery,configuration_entropy,0.9210222598276818
V14Q_g1,32,recovery,configuration_entropy,0.9210222598276818
V14Q_g1,33,recovery,configuration_entropy,0.9210222598276818
V14Q_g1,34,recovery,configuration_entropy,0.9210222598276818
V14Q_g1,35,recovery,configuration_entropy,1.3275992289524594
V14Q_g1,36,recovery,configuration_entropy,0.4637264398194103
V14Q_g1,37,recovery,configuration_entropy,0.4637264398194103
V14Q_g1,38,recovery,configuration_entropy,0.4637264398194103
V14Q_g1,39,recovery,configuration_entropy,0.4637264398194103
V14Q_g1,40,recovery,configuration_entropy,0.0671968803626978
V14Q_g1,41,recovery,configuration_entropy,-0.0
V14Q_g1,42,recovery,configuration_entropy,-0.0
V14Q_g1,43,recovery,configuration_entropy,-0.0
V14Q_g1,44,recovery,configuration_entropy,-0.0
V14Q_g1,45,recovery,configuration_entropy,-0.0
V14Q_g1,1,baseline,configuration_entropy,1.700164942414579
V14Q_g1,2,baseline,configuration_entropy,1.9839957823613168
V14Q_g1,3,baseline,configuration_entropy,1.959178023202357
V14Q_g1,4,baseline,configuration_entropy,1.9769260456234168
V14Q_g1,5,baseline,configuration_entropy,1.956842654152374
V14Q_g1,6,baseline,configuration_entropy,1.3453539723263064
V14Q_g1,7,baseline,configuration_entropy,0.9106636760991916
V14Q_g1,8,baseline,configuration_entropy,0.7286359863911529
V14Q_g1,9,baseline,configuration_entropy,1.1433278038002126
V14Q_g1,10,baseline,configuration_entropy,1.2873022856612089
V14Q_g1,11,baseline,configuration_entropy,1.1774426920125436
V14Q_g1,12,baseline,configuration_entropy,0.7601789012787232
V14Q_g1,13,baseline,configuration_entropy,0.2967152565836348
V14Q_g1,14,baseline,configuration_entropy,-0.0
V14Q_g1,15,baseline,configuration_entropy,-0.0
V14Q_g1,16,disruption,configuration_entropy,-0.0
V14Q_g1,17,disruption,configuration_entropy,-0.0
V14Q_g1,18,disruption,configuration_entropy,-0.0
V14Q_g1,19,disruption,configuration_entropy,-0.0
V14Q_g1,20,disruption,configuration_entropy,-0.0
V14Q_g1,21,disruption,configuration_entropy,-0.0
V14Q_g1,22,disruption,configuration_entropy,-0.0
V14Q_g1,23,disruption,configuration_entropy,-0.0
V14Q_g1,24,disruption,configuration_entropy,-0.0
V14Q_g1,25,disruption,configuration_entropy,-0.0
V14Q_g1,26,disruption,configuration_entropy,-0.0
V14Q_g1,27,disruption,configuration_entropy,0.482577565177012
V14Q_g1,28,disruption,configuration_entropy,0.6615632381579821
V14Q_g1,29,disruption,configuration_entropy,0.6615632381579821
V14Q_g1,30,disruption,configuration_entropy,0.6615632381579821
V14Q_g1,31,recovery,configuration_entropy,0.6615632381579821
V14Q_g1,32,recovery,configuration_entropy,0.482577565177012
V14Q_g1,33,recovery,configuration_entropy,-0.0
V14Q_g1,34,recovery,configuration_entropy,-0.0
