cluster_id,panel_id,disruption,sweep,phase,belief_susceptibility,integrated_correlation_time
V14Q_g1,V14Q_g1_field_reversal,field_reversal,17,disruption,0.1504746835443038,4.75044875341418
V14Q_g1,V14Q_g1_field_reversal,field_reversal,18,disruption,0.1504746835443038,4.75044875341418
V14Q_g1,V14Q_g1_field_reversal,field_reversal,19,disruption,0.1504746835443038,4.75044875341418
V14Q_g1,V14Q_g1_field_reversal,field_reversal,20,disruption,0.1504746835443038,4.79638318538358
V14Q_g1,V14Q_g1_field_reversal,field_reversal,21,disruption,0.0,1.0
V14Q_g1,V14Q_g1_field_reversal,field_reversal,22,disruption,0.0,1.0
V14Q_g1,V14Q_g1_field_reversal,field_reversal,23,disruption,0.0,1.0
V14Q_g1,V14Q_g1_field_reversal,field_reversal,24,disruption,0.0,1.0
V14Q_g1,V14Q_g1_field_reversal,field_reversal,25,disruption,0.0,1.0
V14Q_g1,V14Q_g1_field_reversal,field_reversal,26,disruption,0.0,1.0
V14Q_g1,V14Q_g1_field_reversal,field_reversal,27,disruption,0.0,1.0
V14Q_g1,V14Q_g1_field_reversal,field_reversal,28,disruption,0.0,1.0
V14Q_g1,V14Q_g1_field_reversal,field_reversal,29,disruption,0.0,1.0
V14Q_g1,V14Q_g1_field_reversal,field_reversal,30,disruption,0.0,1.0
V14Q_g1,V14Q_g1_field_reversal,field_reversal,31,recovery,0.1099683544303797,5.394623004572247
V14Q_g1,V14Q_g1_field_reversal,field_reversal,32,recovery,0.1099683544303797,5.288485950915314
V14Q_g1,V14Q_g1_field_reversal,field_reversal,33,recovery,0.1099683544303797,5.288485950915314
V14Q_g1,V14Q_g1_field_reversal,field_reversal,34,recovery,0.1099683544303797,5.288485950915314
V14Q_g1,V14Q_g1_field_reversal,field_reversal,35,recovery,0.1547072784810126,6.654580320079278
V14Q_g1,V14Q_g1_field_reversal,field_reversal,36,recovery,0.0365506329113924,11.782709812099982
V14Q_g1,V14Q_g1_field_reversal,field_reversal,37,recovery,0.0365506329113923,11.78270981209998
V14Q_g1,V14Q_g1_field_reversal,field_reversal,38,recovery,0.0365506329113923,11.782709812099982
V14Q_g1,V14Q_g1_field_reversal,field_reversal,39,recovery,0.0365506329113923,13.16139732812505
V14Q_g1,V14Q_g1_field_reversal,field_reversal,40,recovery,0.0031249999999999,1.0
V14Q_g1,V14Q_g1_field_reversal,field_reversal,41,recovery,0.0,1.0
V14Q_g1,V14Q_g1_field_reversal,field_reversal,42,recovery,0.0,1.0
V14Q_g1,V14Q_g1_field_reversal,field_reversal,43,recovery,0.0,1.0
V14Q_g1,V14Q_g1_field_reversal,field_reversal,44,recovery,0.0,1.0
V14Q_g1,V14Q_g1_field_reversal,field_reversal,45,recovery,0.0,1.0
V14Q_g2,V14Q_g2_field_reversal,field_reversal,1,baseline,0.0572916666666666,4.892747252747252
V14Q_g2,V14Q_g2_field_reversal,field_reversal,2,baseline,0.0340221774193548,5.143651362576094
V14Q_g2,V14Q_g2_field_reversal,field_reversal,3,baseline,0.0726950354609929,7.705646620178619
V14Q_g2,V14Q_g2_field_reversal,field_reversal,4,baseline,0.054563492063492,7.398201802347448
V14Q_g2,V14Q_g2_field_reversal,field_reversal,5,baseline,0.0689873417721518,8.778141259699282
V14Q_g2,V14Q_g2_field_reversal,field_reversal,6,baseline,0.0600870253164557,9.917927542794835
V14Q_g2,V14Q_g2_field_reversal,field_reversal,7,baseline,0.063132911392405,9.456545831187531
V14Q_g2,V14Q_g2_field_reversal,field_reversal,8,baseline,0.040506329113924,6.47546895008587
V14Q_g2,V14Q_g2_field_reversal,field_reversal,9,baseline,0.040506329113924,6.475468950085869
V14Q_g2,V14Q_g2_field_reversal,field_reversal,10,baseline,0.0458465189873417,7.0122286472928606
V14Q_g2,V14Q_g2_field_reversal,field_reversal,11,baseline,0.1556962025316455,19.69754741459824
V14Q_g2,V14Q_g2_field_reversal,field_reversal,12,baseline,0.273378164556962,28.8046275422202
V14Q_g2,V14Q_g2_field_reversal,field_reversal,13,baseline,0.242879746835443,26.52832710981737
V14Q_g2,V14Q_g2_field_reversal,field_reversal,14,baseline,0.1441455696202531,16.57766311538472
V14Q_g2,V14Q_g2_field_reversal,field_reversal,15,baseline,0.109137658227848,25.438762240566984
V14Q_g2,V14Q_g2_field_reversal,field_reversal,16,disruption,0.2980617088607595,18.017385976338165
V14Q_g2,V14Q_g2_field_reversal,field_reversal,17,disruption,0.2236946202531645,10.54720636028726
V14Q_g2,V14Q_g2_field_reversal,field_reversal,18,disruption,0.1847705696202531,9.87208816465442
V14Q_g2,V14Q_g2_field_reversal,field_reversal,19,disruption,0.1847705696202531,9.87208816465442
V14Q_g2,V14Q_g2_field_reversal,field_reversal,20,disruption,0.1847705696202531,10.220471262347932
V14Q_g2,V14Q_g2_field_reversal,field_reversal,21,disruption,0.0365506329113923,14.3472176812356
V14Q_g2,V14Q_g2_field_reversal,field_reversal,22,disruption,0.0,1.0
V14Q_g2,V14Q_g2_field_reversal,field_reversal,23,disruption,0.0,1.0
V14Q_g2,V14Q_g2_field_reversal,field_reversal,24,disruption,0.0,1.0
V14Q_g2,V14Q_g2_field_reversal,field_reversal,25,disruption,0.0,1.0
V14Q_g2,V14Q_g2_field_reversal,field_reversal,26,disruption,0.0,1.0
V14Q_g2,V14Q_g2_field_reversal,field_reversal,27,disruption,0.0,1.0
V14Q_g2,V14Q_g2_field_reversal,field_reversal,28,disruption,0.0,1.0
V14Q_g2,V14Q_g2_field_reversal,field_reversal,29,disruption,0.0,1.0
V14Q_g2,V14Q_g2_field_reversal,field_reversal,30,disruption,0.0,1.0
V14Q_g2,V14Q_g2_field_reversal,field_reversal,31,recovery,0.0981012658227848,10.44862867921408
V14Q_g2,V14Q_g2_field_reversal,field_reversal,32,recovery,0.0981012658227848,9.050785235879284
V14Q_g2,V14Q_g2_field_reversal,field_reversal,33,recovery,0.0981012658227848,9.050785235879284
V14Q_g2,V14Q_g2_field_reversal,field_reversal,34,recovery,0.1416139240506329,10.434627107369868
V14Q_g2,V14Q_g2_field_reversal,field_reversal,35,recovery,0.1772151898734177,15.42694742318405
V14Q_g2,V14Q_g2_field_reversal,field_reversal,36,recovery,0.0474683544303797,15.034525974834688
V14Q_g2,V14Q_g2_field_reversal,field_reversal,37,recovery,0.0474683544303797,15.034525974834688
V14Q_g2,V14Q_g2_field_reversal,field_reversal,38,recovery,0.0474683544303797,16.739274807740344
V14Q_g2,V14Q_g2_field_reversal,field_reversal,39,recovery,0.0276898734177215,10.265689934348872
V14Q_g2,V14Q_g2_field_reversal,field_reversal,40,recovery,0.0,1.0
V14Q_g2,V14Q_g2_field_reversal,field_reversal,41,recovery,0.0,1.0
V14Q_g2,V14Q_g2_field_reversal,field_reversal,42,recovery,0.0,1.0
V14Q_g2,V14Q_g2_field_reversal,field_reversal,43,recovery,0.0,1.0
V14Q_g2,V14Q_g2_field_reversal,field_reversal,44,recovery,0.0,1.0
V14Q_g2,V14Q_g2_field_reversal,field_reversal,45,recovery,0.0,1.0
V14Q_g3,V14Q_g3_field_reversal,field_reversal,1,baseline,0.0625,2.2622222222222224
V14Q_g3,V14Q_g3_field_reversal,field_reversal,2,baseline,0.0554435483870967,5.4449211346474975
V14Q_g3,V14Q_g3_field_reversal,field_reversal,3,baseline,0.0637189716312056,6.178431712310072
V14Q_g3,V14Q_g3_field_reversal,field_reversal,4,baseline,0.0634920634920634,4.715671005500617
V14Q_g3,V14Q_g3_field_reversal,field_reversal,5,baseline,0.060759493670886,5.512617116414586
V14Q_g3,V14Q_g3_field_reversal,field_reversal,6,baseline,0.0504746835443038,8.01773991406834
V14Q_g3,V14Q_g3_field_reversal,field_reversal,7,baseline,0.0504746835443038,15.30740617414704
V14Q_g3,V14Q_g3_field_reversal,field_reversal,8,baseline,0.0252768987341772,8.23189191461303
V14Q_g3,V14Q_g3_field_reversal,field_reversal,9,baseline,0.0,1.0
V14Q_g3,V14Q_g3_field_reversal,field_reversal,10,baseline,0.0,1.0
V14Q_g3,V14Q_g3_field_reversal,field_reversal,11,baseline,0.0,1.0
V14Q_g3,V14Q_g3_field_reversal,field_reversal,12,baseline,0.0,1.0
V14Q_g3,V14Q_g3_field_reversal,field_reversal,13,baseline,0.0,1.0
V14Q_g3,V14Q_g3_field_reversal,field_reversal,14,baseline,0.0,1.0
V14Q_g3,V14Q_g3_field_reversal,field_reversal,15,baseline,0.0,1.0
V14Q_g3,V14Q_g3_field_reversal,field_reversal,16,disruption,0.0860759493670886,3.204154495293736
V14Q_g3,V14Q_g3_field_reversal,field_reversal,17,disruption,0.0860759493670886,3.196613017164024
V14Q_g3,V14Q_g3_field_reversal,field_reversal,18,disruption,0.0860759493670886,3.196613017164024
V14Q_g3,V14Q_g3_field_reversal,field_reversal,19,disruption,0.0860759493670885,3.196613017164024
V14Q_g3,V14Q_g3_field_reversal,field_reversal,20,disruption,0.0860759493670885,3.2116005116749733
V14Q_g3,V14Q_g3_field_reversal,field_reversal,21,disruption,0.0,1.0
V14Q_g3,V14Q_g3_field_reversal,field_reversal,22,disruption,0.0,1.0
V14Q_g3,V14Q_g3_field_reversal,field_reversal,23,disruption,0.0,1.0
V14Q_g3,V14Q_g3_field_reversal,field_reversal,24,disruption,0.0,1.0
V14Q_g3,V14Q_g3_field_reversal,field_reversal,25,disruption,0.0,1.0
V14Q_g3,V14Q_g3_field_reversal,field_reversal,26,disruption,0.0,1.0
V14Q_g3,V14Q_g3_field_reversal,field_reversal,27,disruption,0.0,1.0
V14Q_g3,V14Q_g3_field_reversal,field_reversal,28,disruption,0.0,1.0
V14Q_g3,V14Q_g3_field_reversal,field_reversal,29,disruption,0.0,1.0
V14Q_g3,V14Q_g3_field_reversal,field_reversal,30,disruption,0.0,1.0
V14Q_g3,V14Q_g3_field_reversal,field_reversal,31,recovery,0.0365506329113924,1.730515616591566
V14Q_g3,V14Q_g3_field_reversal,field_reversal,32,recovery,0.0365506329113924,1.7171956032715532
V14Q_g3,V14Q_g3_field_reversal,field_reversal,33,recovery,0.0365506329113924,1.717195603271553
V14Q_g3,V14Q_g3_field_reversal,field_reversal,34,recovery,0.0365506329113924,1.7171956032715532
V14Q_g3,V14Q_g3_field_reversal,field_reversal,35,recovery,0.0365506329113924,1.6907241843950709
V14Q_g3,V14Q_g3_field_reversal,field_reversal,36,recovery,0.0,1.0
V14Q_g3,V14Q_g3_field_reversal,field_reversal,37,recovery,0.0,1.0
V14Q_g3,V14Q_g3_field_reversal,field_reversal,38,recovery,0.0,1.0
V14Q_g3,V14Q_g3_field_reversal,field_reversal,39,recovery,0.0385680379746835,15.341459469893266
V14Q_g3,V14Q_g3_field_reversal,field_reversal,40,recovery,0.0566060126582278,21.99753251361783
V14Q_g3,V14Q_g3_field_reversal,field_reversal,41,recovery,0.0566060126582278,17.255283061793843
V14Q_g3,V14Q_g3_field_reversal,field_reversal,42,recovery,0.0566060126582278,17.255283061793843
V14Q_g3,V14Q_g3_field_reversal,field_reversal,43,recovery,0.0566060126582278,24.390661195305345
V14Q_g3,V14Q_g3_field_reversal,field_reversal,44,recovery,0.0322784810126582,12.322494787540291
V14Q_g3,V14Q_g3_field_reversal,field_reversal,45,recovery,0.0,1.0
V14Q_g4,V14Q_g4_field_reversal,field_reversal,1,baseline,0.0989583333333333,2.5867669172932333
V14Q_g4,V14Q_g4_field_reversal,field_reversal,2,baseline,0.0682963709677419,5.8559286699281525
V14Q_g4,V14Q_g4_field_reversal,field_reversal,3,baseline,0.0744680851063829,7.340066411772414
V14Q_g4,V14Q_g4_field_reversal,field_reversal,4,baseline,0.0691964285714285,7.336950665940156
V14Q_g4,V14Q_g4_field_reversal,field_reversal,5,baseline,0.0618670886075949,8.592739625914493
V14Q_g4,V14Q_g4_field_reversal,field_reversal,6,baseline,0.0943037974683544,15.68970685097836
V14Q_g4,V14Q_g4_field_reversal,field_reversal,7,baseline,0.1167325949367088,19.903302362002268
V14Q_g4,V14Q_g4_field_reversal,field_reversal,8,baseline,0.0568037974683544,13.887920588698544
V14Q_g4,V14Q_g4_field_reversal,field_reversal,9,baseline,0.0474683544303797,15.034525974834688
V14Q_g4,V14Q_g4_field_reversal,field_reversal,10,baseline,0.0504746835443038,16.154863239889814
V14Q_g4,V14Q_g4_field_reversal,field_reversal,11,baseline,0.0458465189873417,8.514753047596948
V14Q_g4,V14Q_g4_field_reversal,field_reversal,12,baseline,0.0322784810126582,10.416399598226777
V14Q_g4,V14Q_g4_field_reversal,field_reversal,13,baseline,0.0322784810126582,10.416399598226777
V14Q_g4,V14Q_g4_field_reversal,field_reversal,14,baseline,0.0322784810126582,10.416399598226777
V14Q_g4,V14Q_g4_field_reversal,field_reversal,15,baseline,0.0276898734177215,10.265689934348872
V14Q_g4,V14Q_g4_field_reversal,field_reversal,16,disruption,0.0745253164556962,3.202704334285404
V14Q_g4,V14Q_g4_field_reversal,field_reversal,17,disruption,0.0745253164556962,3.215854665907073
V14Q_g4,V14Q_g4_field_reversal,field_reversal,18,disruption,0.0745253164556962,3.2158546659070733
V14Q_g4,V14Q_g4_field_reversal,field_reversal,19,disruption,0.0745253164556962,3.215854665907073
V14Q_g4,V14Q_g4_field_reversal,field_reversal,20,disruption,0.0745253164556962,3.268373299414177
V14Q_g4,V14Q_g4_field_reversal,field_reversal,21,disruption,0.0,1.0
V14Q_g4,V14Q_g4_field_reversal,field_reversal,22,disruption,0.0,1.0
V14Q_g4,V14Q_g4_field_reversal,field_reversal,23,disruption,0.0,1.0
V14Q_g4,V14Q_g4_field_reversal,field_reversal,24,disruption,0.0,1.0
V14Q_g4,V14Q_g4_field_reversal,field_reversal,25,disruption,0.0,1.0
V14Q_g4,V14Q_g4_field_reversal,field_reversal,26,disruption,0.0227848101265822,8.193452784768162
V14Q_g4,V14Q_g4_field_reversal,field_reversal,27,disruption,0.0227848101265822,7.363386051203302
V14Q_g4,V14Q_g4_field_reversal,field_reversal,28,disruption,0.0227848101265822,7.363386051203302
V14Q_g4,V14Q_g4_field_reversal,field_reversal,29,disruption,0.0227848101265822,7.363386051203301
V14Q_g4,V14Q_g4_field_reversal,field_reversal,30,disruption,0.0227848101265822,7.363386051203301
V14Q_g4,V14Q_g4_field_reversal,field_reversal,31,recovery,0.0379746835443038,2.1879259980525805
V14Q_g4,V14Q_g4_field_reversal,field_reversal,32,recovery,0.0379746835443038,2.1879259980525805
V14Q_g4,V14Q_g4_field_reversal,field_reversal,33,recovery,0.0379746835443038,2.1879259980525805
V14Q_g4,V14Q_g4_field_reversal,field_reversal,34,recovery,0.0379746835443038,2.1879259980525805
V14Q_g4,V14Q_g4_field_reversal,field_reversal,35,recovery,0.0379746835443038,2.1879259980525805
V14Q_g4,V14Q_g4_field_reversal,field_reversal,36,recovery,0.0,1.0
V14Q_g4,V14Q_g4_field_reversal,field_reversal,37,recovery,0.003125,1.0
V14Q_g4,V14Q_g4_field_reversal,field_reversal,38,recovery,0.0385680379746835,14.42987768541826
V14Q_g4,V14Q_g4_field_reversal,field_reversal,39,recovery,0.0385680379746835,12.410693075304538
V14Q_g4,V14Q_g4_field_reversal,field_reversal,40,recovery,0.0385680379746835,12.410693075304538
V14Q_g4,V14Q_g4_field_reversal,field_reversal,41,recovery,0.0385680379746835,12.410693075304538
V14Q_g4,V14Q_g4_field_reversal,field_reversal,42,recovery,0.0365506329113923,14.3472176812356
V14Q_g4,V14Q_g4_field_reversal,field_reversal,43,recovery,0.0,1.0
V14Q_g4,V14Q_g4_field_reversal,field_reversal,44,recovery,0.0,1.0
V14Q_g4,V14Q_g4_field_reversal,field_reversal,45,recovery,0.0,1.0
V14Q_g5,V14Q_g5_field_reversal,field_reversal,1,baseline,0.0822916666666666,2.153948161543098
V14Q_g5,V14Q_g5_field_reversal,field_reversal,2,baseline,0.1146673387096774,4.940261922515219
V14Q_g5,V14Q_g5_field_reversal,field_reversal,3,baseline,0.1825132978723404,6.412262764903515
V14Q_g5,V14Q_g5_field_reversal,field_reversal,4,baseline,0.1974206349206349,7.968771375533359
V14Q_g5,V14Q_g5_field_reversal,field_reversal,5,baseline,0.3123022151898734,17.19589885681525
V14Q_g5,V14Q_g5_field_reversal,field_reversal,6,baseline,0.2580696202531645,20.12700927015968
V14Q_g5,V14Q_g5_field_reversal,field_reversal,7,baseline,0.1892405063291139,13.467258714307777
V14Q_g5,V14Q_g5_field_reversal,field_reversal,8,baseline,0.1074367088607594,18.601919659764924
V14Q_g5,V14Q_g5_field_reversal,field_reversal,9,baseline,0.1072389240506329,24.306961689130357
V14Q_g5,V14Q_g5_field_reversal,field_reversal,10,baseline,0.0365506329113923,14.3472176812356
V14Q_g5,V14Q_g5_field_reversal,field_reversal,11,baseline,0.0,1.0
V14Q_g5,V14Q_g5_field_reversal,field_reversal,12,baseline,0.0,1.0
V14Q_g5,V14Q_g5_field_reversal,field_reversal,13,baseline,0.0,1.0
V14Q_g5,V14Q_g5_field_reversal,field_reversal,14,baseline,0.0,1.0
V14Q_g5,V14Q_g5_field_reversal,field_reversal,15,baseline,0.0,1.0
V14Q_g5,V14Q_g5_field_reversal,field_reversal,16,disruption,0.0373417721518987,1.6517914610598583
V14Q_g5,V14Q_g5_field_reversal,field_reversal,17,disruption,0.0373417721518987,1.651791461059858
V14Q_g5,V14Q_g5_field_reversal,field_reversal,18,disruption,0.0373417721518987,1.651791461059858
V14Q_g5,V14Q_g5_field_reversal,field_reversal,19,disruption,0.0373417721518987,1.651791461059858
V14Q_g5,V14Q_g5_field_reversal,field_reversal,20,disruption,0.0373417721518987,1.6603733104484015
V14Q_g5,V14Q_g5_field_reversal,field_reversal,21,disruption,0.0,1.0
V14Q_g5,V14Q_g5_field_reversal,field_reversal,22,disruption,0.0,1.0
V14Q_g5,V14Q_g5_field_reversal,field_reversal,23,disruption,0.0,1.0
V14Q_g5,V14Q_g5_field_reversal,field_reversal,24,disruption,0.0,1.0
V14Q_g5,V14Q_g5_field_reversal,field_reversal,25,disruption,0.0,1.0
V14Q_g5,V14Q_g5_field_reversal,field_reversal,26,disruption,0.0,1.0
V14Q_g5,V14Q_g5_field_reversal,field_reversal,27,disruption,0.0,1.0
V14Q_g5,V14Q_g5_field_reversal,field_reversal,28,disruption,0.0,1.0
V14Q_g5,V14Q_g5_field_reversal,field_reversal,29,disruption,0.0,1.0
V14Q_g5,V14Q_g5_field_reversal,field_reversal,30,disruption,0.0,1.0
V14Q_g5,V14Q_g5_field_reversal,field_reversal,31,recovery,0.093512658227848,3.863412331084982
V14Q_g5,V14Q_g5_field_reversal,field_reversal,32,recovery,0.093512658227848,3.675526167671169
V14Q_g5,V14Q_g5_field_reversal,field_reversal,33,recovery,0.0935126582278481,3.675526167671169
V14Q_g5,V14Q_g5_field_reversal,field_reversal,34,recovery,0.0935126582278481,3.675526167671168
V14Q_g5,V14Q_g5_field_reversal,field_reversal,35,recovery,0.0935126582278481,5.829767919345925
V14Q_g5,V14Q_g5_field_reversal,field_reversal,36,recovery,0.0,1.0
V14Q_g5,V14Q_g5_field_reversal,field_reversal,37,recovery,0.0300237341772151,11.296991585601614
V14Q_g5,V14Q_g5_field_reversal,field_reversal,38,recovery,0.0555379746835443,23.85950117772177
V14Q_g5,V14Q_g5_field_reversal,field_reversal,39,recovery,0.0555379746835442,17.045667879219618
V14Q_g5,V14Q_g5_field_reversal,field_reversal,40,recovery,0.0555379746835443,17.045667879219618
V14Q_g5,V14Q_g5_field_reversal,field_reversal,41,recovery,0.0555379746835443,20.80505448119742
V14Q_g5,V14Q_g5_field_reversal,field_reversal,42,recovery,0.0385680379746835,15.341459469893266
V14Q_g5,V14Q_g5_field_reversal,field_reversal,43,recovery,0.0,1.0
V14Q_g5,V14Q_g5_field_reversal,field_reversal,44,recovery,0.0,1.0
V14Q_g5,V14Q_g5_field_reversal,field_reversal,45,recovery,0.0,1.0
