application,information_condition,feature_block,fold,selected_c,training_rows,test_rows,training_panels,test_panels,environment_seed_disjoint,topology_family_disjoint,scenario_family_disjoint,calibration_split_family,conformal_level
humanitarian,private_fragmented,predictive_uncertainty,2,0.1,2835,713,144,36,True,True,True,,
humanitarian,private_fragmented,predictive_uncertainty,3,0.1,2837,711,144,36,True,True,True,,
humanitarian,private_fragmented,predictive_uncertainty,4,0.03,2841,707,144,36,True,True,True,,
humanitarian,private_fragmented,predictive_uncertainty,5,0.1,2846,702,144,36,True,True,True,,
humanitarian,private_fragmented,shannon_js,1,1.0,2833,715,144,36,True,True,True,,
humanitarian,private_fragmented,shannon_js,2,1.0,2835,713,144,36,True,True,True,,
humanitarian,private_fragmented,shannon_js,3,0.3,2837,711,144,36,True,True,True,,
humanitarian,private_fragmented,shannon_js,4,0.3,2841,707,144,36,True,True,True,,
humanitarian,private_fragmented,shannon_js,5,0.3,2846,702,144,36,True,True,True,,
humanitarian,private_fragmented,generalized_tsallis_gini,1,3.0,2833,715,144,36,True,True,True,,
humanitarian,private_fragmented,generalized_tsallis_gini,2,3.0,2835,713,144,36,True,True,True,,
humanitarian,private_fragmented,generalized_tsallis_gini,3,0.3,2837,711,144,36,True,True,True,,
humanitarian,private_fragmented,generalized_tsallis_gini,4,1.0,2841,707,144,36,True,True,True,,
humanitarian,private_fragmented,generalized_tsallis_gini,5,1.0,2846,702,144,36,True,True,True,,
humanitarian,private_fragmented,combined_generalized_entropic,1,1.0,2833,715,144,36,True,True,True,,
humanitarian,private_fragmented,combined_generalized_entropic,2,1.0,2835,713,144,36,True,True,True,,
humanitarian,private_fragmented,combined_generalized_entropic,3,0.3,2837,711,144,36,True,True,True,,
humanitarian,private_fragmented,combined_generalized_entropic,4,0.3,2841,707,144,36,True,True,True,,
humanitarian,private_fragmented,combined_generalized_entropic,5,0.3,2846,702,144,36,True,True,True,,
humanitarian,private_fragmented,conformal_risk_control,1,0.03,2837,711,144,36,True,True,True,humanitarian_v6_split_4,0.9
humanitarian,private_fragmented,conformal_risk_control,2,0.3,2841,707,144,36,True,True,True,humanitarian_v6_split_4,0.9
humanitarian,private_fragmented,conformal_risk_control,3,0.1,2846,702,144,36,True,True,True,humanitarian_v6_split_4,0.9
humanitarian,private_fragmented,conformal_risk_control,4,0.1,2835,713,144,36,True,True,True,humanitarian_v6_split_4,0.9
humanitarian,private_fragmented,conformal_risk_control,5,0.1,2833,715,144,36,True,True,True,humanitarian_v6_split_3,0.9
humanitarian,public_shared,kpi_confidence,1,3.0,2782,699,144,36,True,True,True,,
humanitarian,public_shared,kpi_confidence,2,3.0,2783,698,144,36,True,True,True,,
humanitarian,public_shared,kpi_confidence,3,3.0,2783,698,144,36,True,True,True,,
humanitarian,public_shared,kpi_confidence,4,3.0,2786,695,144,36,True,True,True,,
humanitarian,public_shared,kpi_confidence,5,3.0,2790,691,144,36,True,True,True,,
humanitarian,public_shared,predictive_uncertainty,1,3.0,2782,699,144,36,True,True,True,,
humanitarian,public_shared,predictive_uncertainty,2,3.0,2783,698,144,36,True,True,True,,
humanitarian,public_shared,predictive_uncertainty,3,3.0,2783,698,144,36,True,True,True,,
humanitarian,public_shared,predictive_uncertainty,4,3.0,2786,695,144,36,True,True,True,,
humanitarian,public_shared,predictive_uncertainty,5,3.0,2790,691,144,36,True,True,True,,
humanitarian,public_shared,shannon_js,1,3.0,2782,699,144,36,True,True,True,,
humanitarian,public_shared,shannon_js,2,3.0,2783,698,144,36,True,True,True,,
humanitarian,public_shared,shannon_js,3,3.0,2783,698,144,36,True,True,True,,
humanitarian,public_shared,shannon_js,4,3.0,2786,695,144,36,True,True,True,,
humanitarian,public_shared,shannon_js,5,3.0,2790,691,144,36,True,True,True,,
humanitarian,public_shared,generalized_tsallis_gini,1,3.0,2782,699,144,36,True,True,True,,
humanitarian,public_shared,generalized_tsallis_gini,2,3.0,2783,698,144,36,True,True,True,,
humanitarian,public_shared,generalized_tsallis_gini,3,3.0,2783,698,144,36,True,True,True,,
humanitarian,public_shared,generalized_tsallis_gini,4,3.0,2786,695,144,36,True,True,True,,
humanitarian,public_shared,generalized_tsallis_gini,5,3.0,2790,691,144,36,True,True,True,,
humanitarian,public_shared,combined_generalized_entropic,1,3.0,2782,699,144,36,True,True,True,,
humanitarian,public_shared,combined_generalized_entropic,2,3.0,2783,698,144,36,True,True,True,,
humanitarian,public_shared,combined_generalized_entropic,3,3.0,2783,698,144,36,True,True,True,,
humanitarian,public_shared,combined_generalized_entropic,4,3.0,2786,695,144,36,True,True,True,,
humanitarian,public_shared,combined_generalized_entropic,5,3.0,2790,691,144,36,True,True,True,,
humanitarian,public_shared,conformal_risk_control,1,3.0,2790,691,144,36,True,True,True,humanitarian_v6_split_4,0.9
humanitarian,public_shared,conformal_risk_control,2,3.0,2786,695,144,36,True,True,True,humanitarian_v6_split_4,0.9
humanitarian,public_shared,conformal_risk_control,3,3.0,2782,699,144,36,True,True,True,humanitarian_v6_split_4,0.9
humanitarian,public_shared,conformal_risk_control,4,3.0,2783,698,144,36,True,True,True,humanitarian_v6_split_4,0.9
humanitarian,public_shared,conformal_risk_control,5,3.0,2783,698,144,36,True,True,True,humanitarian_v6_split_3,0.9
utility_restoration,private_fragmented,kpi_confidence,1,0.3,2834,715,145,36,True,True,True,,
utility_restoration,private_fragmented,kpi_confidence,2,0.1,2834,715,144,37,True,True,True,,
utility_restoration,private_fragmented,kpi_confidence,3,0.1,2836,713,145,36,True,True,True,,
utility_restoration,private_fragmented,kpi_confidence,4,0.1,2845,704,145,36,True,True,True,,
utility_restoration,private_fragmented,kpi_confidence,5,0.1,2847,702,145,36,True,True,True,,
utility_restoration,private_fragmented,predictive_uncertainty,1,0.3,2834,715,145,36,True,True,True,,
utility_restoration,private_fragmented,predictive_uncertainty,2,0.1,2834,715,144,37,True,True,True,,
utility_restoration,private_fragmented,predictive_uncertainty,3,0.1,2836,713,145,36,True,True,True,,
utility_restoration,private_fragmented,predictive_uncertainty,4,0.1,2845,704,145,36,True,True,True,,
utility_restoration,private_fragmented,predictive_uncertainty,5,0.1,2847,702,145,36,True,True,True,,
utility_restoration,private_fragmented,shannon_js,1,1.0,2834,715,145,36,True,True,True,,
utility_restoration,private_fragmented,shannon_js,2,0.3,2834,715,144,37,True,True,True,,
utility_restoration,private_fragmented,shannon_js,3,0.1,2836,713,145,36,True,True,True,,
utility_restoration,private_fragmented,shannon_js,4,0.1,2845,704,145,36,True,True,True,,
utility_restoration,private_fragmented,shannon_js,5,0.1,2847,702,145,36,True,True,True,,
utility_restoration,private_fragmented,generalized_tsallis_gini,1,3.0,2834,715,145,36,True,True,True,,
utility_restoration,private_fragmented,generalized_tsallis_gini,2,0.3,2834,715,144,37,True,True,True,,
utility_restoration,private_fragmented,generalized_tsallis_gini,3,0.1,2836,713,145,36,True,True,True,,
utility_restoration,private_fragmented,generalized_tsallis_gini,4,0.3,2845,704,145,36,True,True,True,,
utility_restoration,private_fragmented,generalized_tsallis_gini,5,0.1,2847,702,145,36,True,True,True,,
utility_restoration,private_fragmented,combined_generalized_entropic,1,3.0,2834,715,145,36,True,True,True,,
utility_restoration,private_fragmented,combined_generalized_entropic,2,0.3,2834,715,144,37,True,True,True,,
utility_restoration,private_fragmented,combined_generalized_entropic,3,0.1,2836,713,145,36,True,True,True,,
utility_restoration,private_fragmented,combined_generalized_entropic,4,0.1,2845,704,145,36,True,True,True,,
utility_restoration,private_fragmented,combined_generalized_entropic,5,0.1,2847,702,145,36,True,True,True,,
utility_restoration,private_fragmented,conformal_risk_control,1,0.1,2845,704,145,36,True,True,True,utility_restoration_v6_split_4,0.9
utility_restoration,private_fragmented,conformal_risk_control,2,0.03,2836,713,145,36,True,True,True,utility_restoration_v6_split_4,0.9
utility_restoration,private_fragmented,conformal_risk_control,3,0.03,2834,715,144,37,True,True,True,utility_restoration_v6_split_4,0.9
utility_restoration,private_fragmented,conformal_risk_control,4,0.1,2834,715,145,36,True,True,True,utility_restoration_v6_split_4,0.9
utility_restoration,private_fragmented,conformal_risk_control,5,0.1,2847,702,145,36,True,True,True,utility_restoration_v6_split_3,0.9
utility_restoration,public_shared,kpi_confidence,1,0.3,2769,705,145,36,True,True,True,,
utility_restoration,public_shared,kpi_confidence,2,0.3,2775,699,145,36,True,True,True,,
utility_restoration,public_shared,kpi_confidence,3,0.3,2779,695,144,37,True,True,True,,
utility_restoration,public_shared,kpi_confidence,4,0.3,2786,688,145,36,True,True,True,,
utility_restoration,public_shared,kpi_confidence,5,0.3,2787,687,145,36,True,True,True,,
utility_restoration,public_shared,predictive_uncertainty,1,0.1,2769,705,145,36,True,True,True,,
utility_restoration,public_shared,predictive_uncertainty,2,0.1,2775,699,145,36,True,True,True,,
utility_restoration,public_shared,predictive_uncertainty,3,0.3,2779,695,144,37,True,True,True,,
utility_restoration,public_shared,predictive_uncertainty,4,0.1,2786,688,145,36,True,True,True,,
utility_restoration,public_shared,predictive_uncertainty,5,0.3,2787,687,145,36,True,True,True,,
utility_restoration,public_shared,shannon_js,1,0.1,2769,705,145,36,True,True,True,,
utility_restoration,public_shared,shannon_js,2,0.1,2775,699,145,36,True,True,True,,
utility_restoration,public_shared,shannon_js,3,0.3,2779,695,144,37,True,True,True,,
utility_restoration,public_shared,shannon_js,4,0.1,2786,688,145,36,True,True,True,,
utility_restoration,public_shared,shannon_js,5,0.3,2787,687,145,36,True,True,True,,
utility_restoration,public_shared,generalized_tsallis_gini,1,0.3,2769,705,145,36,True,True,True,,
utility_restoration,public_shared,generalized_tsallis_gini,2,0.3,2775,699,145,36,True,True,True,,
utility_restoration,public_shared,generalized_tsallis_gini,3,3.0,2779,695,144,37,True,True,True,,
utility_restoration,public_shared,generalized_tsallis_gini,4,1.0,2786,688,145,36,True,True,True,,
utility_restoration,public_shared,generalized_tsallis_gini,5,1.0,2787,687,145,36,True,True,True,,
utility_restoration,public_shared,combined_generalized_entropic,1,0.3,2769,705,145,36,True,True,True,,
utility_restoration,public_shared,combined_generalized_entropic,2,0.3,2775,699,145,36,True,True,True,,
utility_restoration,public_shared,combined_generalized_entropic,3,3.0,2779,695,144,37,True,True,True,,
utility_restoration,public_shared,combined_generalized_entropic,4,1.0,2786,688,145,36,True,True,True,,
utility_restoration,public_shared,combined_generalized_entropic,5,3.0,2787,687,145,36,True,True,True,,
utility_restoration,public_shared,conformal_risk_control,1,0.1,2786,688,145,36,True,True,True,utility_restoration_v6_split_4,0.9
utility_restoration,public_shared,conformal_risk_control,2,0.1,2775,699,145,36,True,True,True,utility_restoration_v6_split_4,0.9
utility_restoration,public_shared,conformal_risk_control,3,0.3,2779,695,144,37,True,True,True,utility_restoration_v6_split_4,0.9
utility_restoration,public_shared,conformal_risk_control,4,0.1,2769,705,145,36,True,True,True,utility_restoration_v6_split_4,0.9
utility_restoration,public_shared,conformal_risk_control,5,0.1,2787,687,145,36,True,True,True,utility_restoration_v6_split_3,0.9
