accepted_physical_actions_v8,action_policy_id,actionable_opportunities,agent_count,allocation_inequality_gini,application,attempted_sketch_messages,autonomous_beneficial_actions,autonomous_harmful_actions,autonomous_neutral_actions,belief_updates_from_delivered_sketches,beneficial_actions,commitment_failures,completed_at,complexity,consensus_recovery_steps,conservation_feasible,coupling,critical_shortage_exposure,cross_community_messages,decision_epochs,delivered_sketch_messages,delivered_useful_sketch_bytes,delivery_completion,detected_groups,detection_groups,detection_recall,disagreement_time_integrated_error,dropped_messages,dropped_sketch_messages,encoding,environment_seed,estimator_target,event_count,event_ledger_scope,false_alarm_groups,false_alarm_rate,forwarded_sketch_messages,fragmentation,fully_counted_bytes,fully_counted_messages,harmful_actions,horizon,information_actions,information_condition,maximum_cascade_depth,maximum_conservation_residual,maximum_detection_delay_steps,maximum_message_age,mean_detection_delay_steps,mean_message_age,mean_quantization_l1_error,net_causal_utility,network_disruption,neutral_actions,normalized_autonomous_reward,normalized_time_integrated_estimation_error,operational_bytes,operational_messages,operational_node_count,operator_escalation_requests,operator_executed_actions,physical_actions,pointwise_estimation_mae_max,pointwise_estimation_mae_p90,pointwise_estimation_mae_p95,policy_delegation_abstain,policy_delegation_defer,policy_delegation_diversity,policy_delegation_escalate_operator,policy_delegation_execute_autonomously,primary_distributed_state_error,primary_distributed_state_error_p95,privacy_boundary_pass,proposed_physical_actions,redundant_sketch_bytes,resource_waste,retries,run_id,scheduler,service_loss,service_reaching_actions,sketch_bytes,sketch_header_bytes,sketch_integrity_bytes,sketch_messages,sketch_on_wire_bytes,sketch_payload_bytes,stage,stale_belief_rows,stale_sketch_bytes,started_at,stochastic_tape_digest,time_to_first_critical_delivery,topology_family,total_bytes,total_messages,transmitted_sketch_messages,trigger_activation_rate,trigger_activations,trigger_configuration_digest,trigger_evaluations,trigger_reasons,weighted_unmet_critical_need,belief_consensus_recovery,cascaded_failures,crew_travel,crew_utilization,repeated_work_orders,restoration_time_mean,unsafe_switching_or_isolation,unserved_critical_load_auc
279,frozen_local_rule,290,52,,utility_restoration,196692,127,107,45,25506,127,,2026-08-17T05:55:30.346889+00:00,large,42.0,True,high,,464,20,168852,1657772,,138,138,1.0,0.0394992672706656,65,27840,uint8_simplex,8811024,pooled_current_private_evidence_pre_exchange,380905,dynamic_delta,150,0.9615384615384616,182171,high,6545256,188429,107,100,652,private_fragmented,3,9.023892744153272e-13,0.0,60.0,0.0,17.76923076923077,0.00018137673732129556,12.5255793559176,medium,45,-0.2503135383982612,0.0555877191342446,162130,690,30,66,0,279,0.15311945346289477,0.09677825586122728,0.1084527659610268,30,394,4,66,550,0.0475434932024551,0.11018650896568392,True,386,4083196,,0,v8-development_final-utility_restoration-large-high-high-medium-scale_free-private_fragmented-8811024-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on,1526.2269950184464,32,0,4505736,750956,0,6383126,1126434,development_final,884,0,2026-08-17T05:54:31.700948+00:00,511676092b14313d4d3fa5d45d00b883896c5ebb1b758b3c3cfde763f7c73947,,scale_free,162130,690,187739,1.0,1040,f06f6808d09b,1040,"{'always_on': 884, 'initial_reference': 156}",,0.8140923776512424,57,36.0,0.0,1,50.333333333333336,100,863.1848027575018
285,frozen_local_rule,293,52,,utility_restoration,109475,127,114,44,14403,127,,2026-08-17T05:55:24.653122+00:00,large,52.0,True,high,,467,20,95351,920618,,138,138,1.0,0.03990474223525538,62,14124,uint8_simplex,8811024,pooled_current_private_evidence_pre_exchange,220223,dynamic_delta,150,0.9615384615384616,102876,high,3765896,106660,114,100,659,private_fragmented,3,9.023892744153272e-13,0.0,90.0,0.0,25.673076923076923,0.00017988616408022706,10.901527483935526,medium,44,-0.2576036883015299,0.058632679504585915,163052,694,30,65,0,285,0.15311945346289477,0.10131919413448184,0.11022460203255795,27,391,4,65,557,0.049268710869920636,0.11018650896568392,True,385,2321316,,0,v8-development_final-utility_restoration-large-high-high-medium-scale_free-private_fragmented-8811024-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,generalized_information,1533.0133870739785,32,0,2543184,423864,0,3602844,635796,development_final,884,0,2026-08-17T05:54:47.601999+00:00,511676092b14313d4d3fa5d45d00b883896c5ebb1b758b3c3cfde763f7c73947,,scale_free,163052,694,105966,0.55,572,347f2bd91f38,1040,"{'hysteresis_wait': 468, 'initial_reference': 156, 'maximum_silence': 416}",,0.8140923776512424,57,36.0,0.0,1,50.333333333333336,108,863.1848027575018
285,frozen_local_rule,293,52,,utility_restoration,109475,127,114,44,14403,127,,2026-08-17T05:55:24.025700+00:00,large,52.0,True,high,,467,20,95351,920618,,138,138,1.0,0.03990474223525538,62,14124,uint8_simplex,8811024,pooled_current_private_evidence_pre_exchange,220223,dynamic_delta,150,0.9615384615384616,102876,high,3765896,106660,114,100,659,private_fragmented,3,9.023892744153272e-13,0.0,90.0,0.0,25.673076923076923,0.00017988616408022706,10.901527483935526,medium,44,-0.2576036883015299,0.058632679504585915,163052,694,30,65,0,285,0.15311945346289477,0.10131919413448184,0.11022460203255795,27,391,4,65,557,0.049268710869920636,0.11018650896568392,True,385,2321316,,0,v8-development_final-utility_restoration-large-high-high-medium-scale_free-private_fragmented-8811024-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_information,1533.0133870739785,32,0,2543184,423864,0,3602844,635796,development_final,884,0,2026-08-17T05:54:46.969894+00:00,511676092b14313d4d3fa5d45d00b883896c5ebb1b758b3c3cfde763f7c73947,,scale_free,163052,694,105966,0.55,572,e25eb5b9df1b,1040,"{'hysteresis_wait': 468, 'initial_reference': 156, 'maximum_silence': 416}",,0.8140923776512424,57,36.0,0.0,1,50.333333333333336,108,863.1848027575018
282,frozen_local_rule,292,52,,utility_restoration,147465,127,110,45,19263,127,,2026-08-17T05:55:50.603491+00:00,large,42.0,True,high,,464,20,127450,1238416,,138,138,1.0,0.041045210886307776,65,20015,uint8_simplex,8811024,pooled_current_private_evidence_pre_exchange,290294,dynamic_delta,150,0.9615384615384616,137443,high,4979129,142350,110,100,655,private_fragmented,3,9.023892744153272e-13,0.0,90.0,0.0,26.682692307692307,0.00018284264213811377,11.865579355917607,medium,45,-0.25286964561025727,0.05666492289039136,162791,693,30,68,0,282,0.15311945346289477,0.09675725652041689,0.10683229826607163,29,393,4,68,550,0.04885506688834956,0.11018650896568392,True,389,3094884,,0,v8-development_final-utility_restoration-large-high-high-medium-scale_free-private_fragmented-8811024-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_change,1526.2269950184461,32,0,3399768,566628,0,4816338,849942,development_final,884,0,2026-08-17T05:55:04.166226+00:00,511676092b14313d4d3fa5d45d00b883896c5ebb1b758b3c3cfde763f7c73947,,scale_free,162791,693,141657,0.7432692307692308,773,314c8c128df2,1040,"{'initial_reference': 156, 'kpi_change': 648, 'maximum_silence': 236}",,0.8140923776512424,57,34.0,0.0,1,55.333333333333336,103,863.1848027575018
282,frozen_local_rule,292,52,,utility_restoration,152743,127,111,44,19932,127,,2026-08-17T05:56:46.759420+00:00,large,42.0,True,high,,465,20,131828,1282412,,138,138,1.0,0.04109404502211152,65,20915,uint8_simplex,8811024,pooled_current_private_evidence_pre_exchange,299954,dynamic_delta,150,0.9615384615384616,142177,high,5146003,147252,111,100,656,private_fragmented,3,9.023892744153272e-13,0.0,90.0,0.0,26.35096153846154,0.0001840781454812675,11.645579355917613,medium,44,-0.2536230702677915,0.0562454637872848,163031,694,30,68,0,282,0.15311945346289477,0.09667110815433307,0.10701150738938,29,393,4,68,550,0.04866975440469815,0.11018650896568392,True,389,3199740,,0,v8-development_final-utility_restoration-large-high-high-medium-scale_free-private_fragmented-8811024-kpi_change-99bcd7363413-uint8_simplex-frozen_local_rule,kpi_change,1526.2269950184461,32,0,3517392,586232,0,4982972,879348,development_final,884,0,2026-08-17T05:56:00.585972+00:00,511676092b14313d4d3fa5d45d00b883896c5ebb1b758b3c3cfde763f7c73947,,scale_free,163031,694,146558,0.7701923076923077,801,99bcd7363413,1040,"{'initial_reference': 156, 'kpi_change': 671, 'maximum_silence': 213}",,0.8140923776512424,57,34.0,0.0,1,55.333333333333336,104,863.1848027575018
284,frozen_local_rule,292,52,,utility_restoration,0,126,116,42,0,126,,2026-08-17T05:54:45.558547+00:00,large,52.0,True,high,,472,20,0,0,,138,138,1.0,0.1279771050410824,62,0,uint8_simplex,8811024,pooled_current_private_evidence_pre_exchange,15423,dynamic_delta,149,0.9551282051282052,0,high,164688,701,116,100,668,private_fragmented,3,9.023892744153272e-13,15.0,0.0,0.10869565217391304,0.0,0.0,10.223527483935527,medium,42,-0.25826435108291357,0.08595371958448142,164688,701,30,67,0,284,0.21120461752437944,0.12587856354836482,0.14021561262959759,27,397,4,67,549,0.10696541231278192,0.15517862699513973,True,386,0,,0,v8-development_final-utility_restoration-large-high-high-medium-scale_free-private_fragmented-8811024-none-806ed450405e-uint8_simplex-frozen_local_rule,none,1525.0374438382219,32,0,0,0,0,0,0,development_final,0,0,2026-08-17T05:54:37.413004+00:00,511676092b14313d4d3fa5d45d00b883896c5ebb1b758b3c3cfde763f7c73947,,scale_free,164688,701,0,0.0,0,806ed450405e,1040,{'disabled': 1040},,0.8130952898841344,57,36.0,0.0,1,50.333333333333336,108,863.1848027575018
186,frozen_local_rule,199,52,,utility_restoration,175782,59,99,28,23140,59,,2026-08-17T05:50:55.613250+00:00,large,52.0,True,high,,221,20,156438,1671576,,78,78,1.0,0.048458649530627784,24,19344,uint8_simplex,8811020,pooled_current_private_evidence_pre_exchange,345772,dynamic_delta,136,0.8717948717948718,166070,medium,5909229,172097,99,100,247,private_fragmented,3,1.2327916465437738e-12,15.0,60.0,0.7692307692307693,16.658653846153847,0.00020522946011605284,-2.1459161467383088,low,28,-0.23016404437700128,0.05168010503461051,67689,287,30,13,0,186,0.2046248732398521,0.10129925599300235,0.12442206407340584,19,140,4,13,868,0.05006937728261915,0.11049774837155149,True,231,3647316,,0,v8-development_final-utility_restoration-large-high-medium-low-scale_free-private_fragmented-8811020-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on,1140.7788399913654,18,0,4123440,687240,0,5841540,1030860,development_final,884,0,2026-08-17T05:50:01.077344+00:00,f94434d62914ab7b2eca3b9d29c509fa4ace2a22d0eb5586a56f5eea107eb5e7,,scale_free,67689,287,171810,1.0,1040,f06f6808d09b,1040,"{'always_on': 884, 'initial_reference': 156}",,0.8744045241272376,19,39.0,0.0,3,50.333333333333336,91,560.8283447643819
189,frozen_local_rule,203,52,,utility_restoration,97844,60,100,29,12993,60,,2026-08-17T05:50:51.986613+00:00,large,52.0,True,high,,215,20,88327,922998,,78,78,1.0,0.04772619788100592,22,9517,uint8_simplex,8811020,pooled_current_private_evidence_pre_exchange,199706,dynamic_delta,136,0.8717948717948718,93755,medium,3361810,97215,100,100,243,private_fragmented,3,1.2327916465437738e-12,30.0,90.0,1.3461538461538463,23.682692307692307,0.00020301027047257326,-2.2859161467383076,low,29,-0.23064121682577338,0.05333149617603325,66020,280,30,13,0,189,0.2046248732398521,0.11099214155890304,0.124450192501785,17,132,4,13,878,0.050528847028519584,0.10844239938521176,True,233,2080120,,0,v8-development_final-utility_restoration-large-high-medium-low-scale_free-private_fragmented-8811020-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,generalized_information,1140.7788399913654,18,0,2326440,387740,0,3295790,581610,development_final,884,0,2026-08-17T05:50:17.716625+00:00,f94434d62914ab7b2eca3b9d29c509fa4ace2a22d0eb5586a56f5eea107eb5e7,,scale_free,66020,280,96935,0.55,572,347f2bd91f38,1040,"{'hysteresis_wait': 468, 'initial_reference': 156, 'maximum_silence': 416}",,0.8744045241272376,19,37.0,0.0,3,50.333333333333336,92,560.8283447643819
189,frozen_local_rule,203,52,,utility_restoration,97844,60,100,29,12993,60,,2026-08-17T05:50:47.383446+00:00,large,52.0,True,high,,215,20,88327,922998,,78,78,1.0,0.04772619788100592,22,9517,uint8_simplex,8811020,pooled_current_private_evidence_pre_exchange,199706,dynamic_delta,136,0.8717948717948718,93755,medium,3361810,97215,100,100,243,private_fragmented,3,1.2327916465437738e-12,30.0,90.0,1.3461538461538463,23.682692307692307,0.00020301027047257326,-2.2859161467383076,low,29,-0.23064121682577338,0.05333149617603325,66020,280,30,13,0,189,0.2046248732398521,0.11099214155890304,0.124450192501785,17,132,4,13,878,0.050528847028519584,0.10844239938521176,True,233,2080120,,0,v8-development_final-utility_restoration-large-high-medium-low-scale_free-private_fragmented-8811020-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_information,1140.7788399913654,18,0,2326440,387740,0,3295790,581610,development_final,884,0,2026-08-17T05:50:12.064637+00:00,f94434d62914ab7b2eca3b9d29c509fa4ace2a22d0eb5586a56f5eea107eb5e7,,scale_free,66020,280,96935,0.55,572,e25eb5b9df1b,1040,"{'hysteresis_wait': 468, 'initial_reference': 156, 'maximum_silence': 416}",,0.8744045241272376,19,37.0,0.0,3,50.333333333333336,92,560.8283447643819
187,frozen_local_rule,201,52,,utility_restoration,120486,60,99,28,15900,60,,2026-08-17T05:51:17.717632+00:00,large,52.0,True,high,,220,20,107996,1129956,,78,78,1.0,0.049268073616029466,23,12490,uint8_simplex,8811020,pooled_current_private_evidence_pre_exchange,242037,dynamic_delta,136,0.8717948717948718,114636,medium,4097693,118814,99,100,247,private_fragmented,3,1.2327916465437738e-12,15.0,75.0,0.9615384615384616,24.64903846153846,0.00020163946809752018,-2.0659161467383087,low,28,-0.22965873593695338,0.05257836696861742,67775,287,30,13,0,187,0.2046248732398521,0.10504150141338371,0.12251063762135074,18,140,4,13,869,0.05092322029232344,0.10900603036270343,True,232,2541908,,0,v8-development_final-utility_restoration-large-high-medium-low-scale_free-private_fragmented-8811020-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_change,1140.7788399913654,18,0,2844648,474108,0,4029918,711162,development_final,884,0,2026-08-17T05:50:37.997118+00:00,f94434d62914ab7b2eca3b9d29c509fa4ace2a22d0eb5586a56f5eea107eb5e7,,scale_free,67775,287,118527,0.6740384615384616,701,314c8c128df2,1040,"{'initial_reference': 156, 'kpi_change': 607, 'maximum_silence': 277}",,0.8744045241272376,19,37.0,0.0,3,50.333333333333336,91,560.8283447643819
187,frozen_local_rule,202,52,,utility_restoration,125547,60,99,28,16555,60,,2026-08-17T05:52:04.243258+00:00,large,52.0,True,high,,219,20,112451,1183166,,78,78,1.0,0.04825893831472955,23,13096,uint8_simplex,8811020,pooled_current_private_evidence_pre_exchange,251549,dynamic_delta,136,0.8717948717948718,119419,medium,4265399,123753,99,100,246,private_fragmented,3,1.2327916465437738e-12,15.0,75.0,0.9615384615384616,24.591346153846153,0.00020165155698737054,-2.0659161467383087,low,28,-0.229607853809306,0.052097890099745185,67521,286,30,13,0,187,0.2046248732398521,0.10509411225321386,0.12294178189626762,17,140,4,13,870,0.05017841420723737,0.10900603036270343,True,232,2640168,,0,v8-development_final-utility_restoration-large-high-medium-low-scale_free-private_fragmented-8811020-kpi_change-99bcd7363413-uint8_simplex-frozen_local_rule,kpi_change,1140.7788399913654,18,0,2963208,493868,0,4197878,740802,development_final,884,0,2026-08-17T05:51:21.496305+00:00,f94434d62914ab7b2eca3b9d29c509fa4ace2a22d0eb5586a56f5eea107eb5e7,,scale_free,67521,286,123467,0.7067307692307693,735,99bcd7363413,1040,"{'initial_reference': 156, 'kpi_change': 632, 'maximum_silence': 252}",,0.8744045241272376,19,37.0,0.0,3,50.333333333333336,91,560.8283447643819
191,frozen_local_rule,204,52,,utility_restoration,0,59,102,30,0,59,,2026-08-17T05:50:10.778856+00:00,large,52.0,True,high,,220,20,0,0,,78,78,1.0,0.11823810473441203,19,0,uint8_simplex,8811020,pooled_current_private_evidence_pre_exchange,13560,dynamic_delta,139,0.8910256410256411,0,medium,66993,284,102,100,247,private_fragmented,3,1.2327916465437738e-12,0.0,0.0,0.0,0.0,0.0,-3.169247301257772,low,30,-0.23585086588493998,0.0771681898264828,66993,284,30,12,0,191,0.2180371334800277,0.13007427980670538,0.1532247166836838,15,137,4,12,876,0.09770314728044742,0.15559778334044008,True,231,0,,0,v8-development_final-utility_restoration-large-high-medium-low-scale_free-private_fragmented-8811020-none-806ed450405e-uint8_simplex-frozen_local_rule,none,1145.639767471588,18,0,0,0,0,0,0,development_final,0,0,2026-08-17T05:50:02.873764+00:00,f94434d62914ab7b2eca3b9d29c509fa4ace2a22d0eb5586a56f5eea107eb5e7,,scale_free,66993,284,0,0.0,0,806ed450405e,1040,{'disabled': 1040},,0.8744045241272376,19,37.0,0.0,3,50.333333333333336,94,560.8283447643819
66,frozen_local_rule,73,52,,utility_restoration,27455,19,28,19,2896,19,,2026-08-17T05:47:38.513207+00:00,large,52.0,True,low,,43,20,24631,521594,,121,122,0.9918032786885246,0.06478330282661338,6,2824,uint8_simplex,8811017,pooled_current_private_evidence_pre_exchange,64886,dynamic_delta,60,0.38461538461538464,23584,low,955540,27245,28,100,135,private_fragmented,3,1.3002932064409833e-12,15.0,60.0,1.1475409836065573,16.701923076923077,0.0007899343910138515,2.198454590423678,low,19,-0.2254206374822034,0.05436844055919192,34140,145,30,24,0,66,0.20866353062505202,0.11625440945077116,0.13805442078350008,1,88,4,24,927,0.059575871692902654,0.1381187014903429,True,98,315860,,0,v8-development_final-utility_restoration-large-low-low-low-grid-private_fragmented-8811017-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on,1328.7895597047607,10,0,650400,108400,0,921400,162600,development_final,882,0,2026-08-17T05:47:23.073540+00:00,eba077ff13f9cbc686c5b1e11f44b28956284dafd77462a32fddccdc2e2e2be7,,grid,34140,145,27100,1.0,1040,f06f6808d09b,1040,"{'always_on': 884, 'initial_reference': 156}",,0.9125371309366467,32,38.0,0.0,8,95.5,20,932.4610556897401
63,frozen_local_rule,70,52,,utility_restoration,15177,19,26,18,1598,19,,2026-08-17T05:47:40.791340+00:00,large,52.0,True,low,,44,20,13673,288184,,122,122,1.0,0.0675301663656475,6,1504,uint8_simplex,8811017,pooled_current_private_evidence_pre_exchange,41651,dynamic_delta,53,0.33974358974358976,13165,low,548274,15254,26,100,137,private_fragmented,3,1.3002932064409833e-12,30.0,90.0,1.598360655737705,23.653846153846153,0.0007784382103377349,2.9438546111980055,low,18,-0.21232666259473665,0.05612873601271006,34636,147,30,24,0,63,0.20866353062505202,0.11127199334836985,0.13231162061214163,1,89,4,24,926,0.06182945118917878,0.13734330114720958,True,95,176698,,0,v8-development_final-utility_restoration-large-low-low-low-grid-private_fragmented-8811017-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,generalized_information,1322.7849880387682,10,0,362568,60428,0,513638,90642,development_final,880,0,2026-08-17T05:47:28.659000+00:00,eba077ff13f9cbc686c5b1e11f44b28956284dafd77462a32fddccdc2e2e2be7,,grid,34636,147,15107,0.55,572,347f2bd91f38,1040,"{'hysteresis_wait': 468, 'initial_reference': 156, 'maximum_silence': 416}",,0.9125371309366467,32,38.0,0.0,8,95.5,18,932.4610556897401
63,frozen_local_rule,70,52,,utility_restoration,15177,19,26,18,1598,19,,2026-08-17T05:47:40.549890+00:00,large,52.0,True,low,,44,20,13673,288184,,122,122,1.0,0.0675301663656475,6,1504,uint8_simplex,8811017,pooled_current_private_evidence_pre_exchange,41651,dynamic_delta,53,0.33974358974358976,13165,low,548274,15254,26,100,137,private_fragmented,3,1.3002932064409833e-12,30.0,90.0,1.598360655737705,23.653846153846153,0.0007784382103377349,2.9438546111980055,low,18,-0.21232666259473665,0.05612873601271006,34636,147,30,24,0,63,0.20866353062505202,0.11127199334836985,0.13231162061214163,1,89,4,24,926,0.06182945118917878,0.13734330114720958,True,95,176698,,0,v8-development_final-utility_restoration-large-low-low-low-grid-private_fragmented-8811017-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_information,1322.7849880387682,10,0,362568,60428,0,513638,90642,development_final,880,0,2026-08-17T05:47:28.067417+00:00,eba077ff13f9cbc686c5b1e11f44b28956284dafd77462a32fddccdc2e2e2be7,,grid,34636,147,15107,0.55,572,e25eb5b9df1b,1040,"{'hysteresis_wait': 468, 'initial_reference': 156, 'maximum_silence': 416}",,0.9125371309366467,32,38.0,0.0,8,95.5,18,932.4610556897401
65,frozen_local_rule,72,52,,utility_restoration,18424,19,28,18,1935,19,,2026-08-17T05:47:46.730616+00:00,large,52.0,True,low,,43,20,16577,349112,,122,122,1.0,0.06530537239786265,6,1847,uint8_simplex,8811017,pooled_current_private_evidence_pre_exchange,47803,dynamic_delta,56,0.358974358974359,15938,low,656113,18431,28,100,136,private_fragmented,3,1.3002932064409833e-12,15.0,90.0,1.1065573770491803,23.0625,0.0007733498244786491,2.198454590423678,low,18,-0.22500236225571488,0.054317323063888805,34423,146,30,24,0,65,0.20866353062505202,0.11044734927268776,0.13226165750779825,1,89,4,24,926,0.05981134773087572,0.13562128335687806,True,97,214506,,0,v8-development_final-utility_restoration-large-low-low-low-grid-private_fragmented-8811017-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_change,1328.7895597047607,10,0,438840,73140,0,621690,109710,development_final,881,0,2026-08-17T05:47:33.469811+00:00,eba077ff13f9cbc686c5b1e11f44b28956284dafd77462a32fddccdc2e2e2be7,,grid,34423,146,18285,0.6644230769230769,691,314c8c128df2,1040,"{'initial_reference': 156, 'kpi_change': 552, 'maximum_silence': 332}",,0.9125371309366467,32,38.0,0.0,8,95.5,20,932.4610556897401
65,frozen_local_rule,72,52,,utility_restoration,18795,19,28,18,1975,19,,2026-08-17T05:48:00.396654+00:00,large,52.0,True,low,,43,20,16911,356218,,122,122,1.0,0.06533313547948381,6,1884,uint8_simplex,8811017,pooled_current_private_evidence_pre_exchange,48508,dynamic_delta,55,0.3525641025641026,16247,low,668231,18787,28,100,136,private_fragmented,3,1.3002932064409833e-12,15.0,90.0,1.1065573770491803,22.889423076923077,0.0007779636068391678,2.198454590423678,low,18,-0.22500236225571488,0.054259234432856636,34437,146,30,24,0,65,0.20866353062505202,0.11024984087535437,0.13167938844721114,1,89,4,24,926,0.05979618495617022,0.13573846809112114,True,97,218756,,0,v8-development_final-utility_restoration-large-low-low-low-grid-private_fragmented-8811017-kpi_change-99bcd7363413-uint8_simplex-frozen_local_rule,kpi_change,1328.7895597047607,10,0,447384,74564,0,633794,111846,development_final,882,0,2026-08-17T05:47:47.005375+00:00,eba077ff13f9cbc686c5b1e11f44b28956284dafd77462a32fddccdc2e2e2be7,,grid,34437,146,18641,0.6788461538461539,706,99bcd7363413,1040,"{'initial_reference': 156, 'kpi_change': 566, 'maximum_silence': 318}",,0.9125371309366467,32,38.0,0.0,8,95.5,20,932.4610556897401
63,frozen_local_rule,71,52,,utility_restoration,0,19,25,19,0,19,,2026-08-17T05:47:32.322728+00:00,large,52.0,True,low,,45,20,0,0,,122,122,1.0,0.08921424126551444,7,0,uint8_simplex,8811017,pooled_current_private_evidence_pre_exchange,12799,dynamic_delta,34,0.21794871794871795,0,low,34694,147,25,100,136,private_fragmented,3,1.3002932064409833e-12,15.0,0.0,0.12295081967213115,0.0,0.0,3.163854611198006,low,19,-0.20982039591690926,0.05606163771344103,34694,147,30,23,0,63,0.23552474222105202,0.07650634851798123,0.14381270446435412,1,89,4,23,927,0.07263793948947773,0.14860551707781292,True,95,0,,0,v8-development_final-utility_restoration-large-low-low-low-grid-private_fragmented-8811017-none-806ed450405e-uint8_simplex-frozen_local_rule,none,1322.7849880387682,10,0,0,0,0,0,0,development_final,0,0,2026-08-17T05:47:24.526545+00:00,eba077ff13f9cbc686c5b1e11f44b28956284dafd77462a32fddccdc2e2e2be7,,grid,34694,147,0,0.0,0,806ed450405e,1040,{'disabled': 1040},,0.9125371309366467,32,38.0,0.0,8,95.5,17,932.4610556897401
219,frozen_local_rule,232,52,,utility_restoration,187659,65,119,35,23729,65,,2026-08-17T05:53:14.156564+00:00,large,52.0,True,low,,180,20,156354,1573826,,105,105,1.0,0.049547391488669976,46,31305,uint8_simplex,8811022,pooled_current_private_evidence_pre_exchange,357496,dynamic_delta,139,0.8910256410256411,167461,medium,5931991,172951,119,100,200,private_fragmented,3,1.3002932064409833e-12,15.0,75.0,0.42857142857142855,20.322115384615383,0.00018195571439675134,-14.910121026922363,high,35,-0.1516612210731727,0.05584306299866959,60429,258,30,2,0,219,0.17391860109427196,0.11811796195463235,0.12689042043237858,28,143,4,2,867,0.05269522724366978,0.11910641217299213,True,262,3742210,,0,v8-development_final-utility_restoration-large-low-medium-high-scale_free-private_fragmented-8811022-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on,454.4459817356864,32,0,4144632,690772,0,5871562,1036158,development_final,884,0,2026-08-17T05:52:17.486621+00:00,7d3ff0546860760a79ac09b49a6603a10ab425399e67afdbf05638fc89ec5989,,scale_free,60429,258,172693,1.0,1040,f06f6808d09b,1040,"{'always_on': 884, 'initial_reference': 156}",,0.852250587480688,38,24.0,0.0,5,59.5,111,11.869858601568327
222,frozen_local_rule,236,52,,utility_restoration,105333,68,118,36,13637,68,,2026-08-17T05:53:12.946769+00:00,large,52.0,True,low,,174,20,89942,881688,,105,105,1.0,0.04894765722039175,43,15391,uint8_simplex,8811022,pooled_current_private_evidence_pre_exchange,208731,dynamic_delta,139,0.8910256410256411,96468,medium,3436980,99626,118,100,193,private_fragmented,3,1.3002932064409833e-12,15.0,90.0,0.42857142857142855,27.634615384615383,0.00017506645153784185,-13.86729180206931,high,36,-0.146867510750308,0.05670925395631606,58128,248,30,2,0,222,0.17391860109427196,0.11521741121069838,0.12823043991131963,27,134,4,2,877,0.0528284555883539,0.11402227615808949,True,265,2176340,,0,v8-development_final-utility_restoration-large-low-medium-high-scale_free-private_fragmented-8811022-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,generalized_information,458.16055856787096,32,0,2385072,397512,0,3378852,596268,development_final,884,0,2026-08-17T05:52:34.921882+00:00,7d3ff0546860760a79ac09b49a6603a10ab425399e67afdbf05638fc89ec5989,,scale_free,58128,248,99378,0.55,572,347f2bd91f38,1040,"{'hysteresis_wait': 468, 'initial_reference': 156, 'maximum_silence': 416}",,0.852250587480688,38,24.0,0.0,5,59.5,110,11.869858601568327
222,frozen_local_rule,236,52,,utility_restoration,105333,68,118,36,13637,68,,2026-08-17T05:53:05.585384+00:00,large,52.0,True,low,,174,20,89942,881688,,105,105,1.0,0.04894765722039175,43,15391,uint8_simplex,8811022,pooled_current_private_evidence_pre_exchange,208731,dynamic_delta,139,0.8910256410256411,96468,medium,3436980,99626,118,100,193,private_fragmented,3,1.3002932064409833e-12,15.0,90.0,0.42857142857142855,27.634615384615383,0.00017506645153784185,-13.86729180206931,high,36,-0.146867510750308,0.05670925395631606,58128,248,30,2,0,222,0.17391860109427196,0.11521741121069838,0.12823043991131963,27,134,4,2,877,0.0528284555883539,0.11402227615808949,True,265,2176340,,0,v8-development_final-utility_restoration-large-low-medium-high-scale_free-private_fragmented-8811022-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_information,458.16055856787096,32,0,2385072,397512,0,3378852,596268,development_final,884,0,2026-08-17T05:52:29.490289+00:00,7d3ff0546860760a79ac09b49a6603a10ab425399e67afdbf05638fc89ec5989,,scale_free,58128,248,99378,0.55,572,e25eb5b9df1b,1040,"{'hysteresis_wait': 468, 'initial_reference': 156, 'maximum_silence': 416}",,0.852250587480688,38,24.0,0.0,5,59.5,110,11.869858601568327
