candidate_name,application,method,panels,mean_sketch_bytes,mean_fully_counted_bytes,mean_sketch_byte_reduction,mean_fully_counted_byte_reduction,mean_message_reduction,mean_estimation_error,mean_estimation_error_increase,mean_disagreement_error,mean_disagreement_error_increase,mean_detection_delay_increase,maximum_pointwise_p95,maximum_pointwise_p95_increase,mean_service_loss_increase,mean_harmful_action_increase,mean_reward_degradation,mean_activation_rate
js_007,utility_restoration,js_drift,4,329200.0,386310.75,0.36112596125366225,0.3019007842644551,0.36112596125366225,0.06870165654301336,0.0009501944757489243,0.06495854562267708,0.0018363823025597248,-0.04807692307692307,0.1481696429797887,0.0019898385476544156,0.5887214784853683,-1.0,0.0028776813101144827,0.6284913003663004
kpi_006,humanitarian,kpi_change,4,403930.0,489999.0,0.21565501892388658,0.17517146091112118,0.21565501892388658,0.07566031760135597,0.0026517741326494253,0.07207612220349635,0.0019349866104935685,-0.045258620689655166,0.1771003136014595,0.007254888352814515,-532.8006588873186,-0.75,-0.10042826428827378,0.7774725274725275
kpi_006,utility_restoration,kpi_change,4,380370.0,437470.75,0.24124346671849087,0.20151316505924258,0.24124346671849087,0.06758762803091342,-0.00016383403635100366,0.06280933693975145,-0.0003128263803659024,-0.04807692307692307,0.1461798044321343,0.0,1.1847689827500574,-0.25,0.00262399981758768,0.7589285714285714
kpi_012,humanitarian,kpi_change,4,363850.0,449849.25,0.31120495395601094,0.2541442222342559,0.31120495395601094,0.07657171845235372,0.00356317498364718,0.072198881346833,0.00205774575383022,0.08405172413793105,0.1782458257885443,0.008400400539899322,-561.7492860445293,-0.75,-0.1286724064215221,0.6812042124542125
kpi_012,utility_restoration,kpi_change,4,342170.0,399224.0,0.33957688602684416,0.28304895049747597,0.33957688602684416,0.06859079156843467,0.0008393295011702509,0.0641281085408782,0.0010059452207608448,-0.04807692307692307,0.1481696429797887,0.0019898385476544156,3.033827788203851,-0.25,0.008032808400183174,0.6545558608058608
l1_012,humanitarian,l1_belief_drift,4,503970.0,590082.75,0.0,0.0,0.0,0.07300854346870655,0.0,0.07014113559300278,0.0,0.0,0.169845425248645,0.0,0.0,0.0,0.0,1.0
l1_012,utility_restoration,l1_belief_drift,4,465050.0,522333.75,0.0015450370815285885,0.0013205501744144588,0.0015450370815285885,0.06775383682463063,2.3747573661987015e-06,0.06308998307449873,-3.2180245618627576e-05,0.0,0.1461798044321343,0.0,0.0,0.0,0.0,0.9976762820512821
l1_024,humanitarian,l1_belief_drift,4,496380.0,582491.25,0.018506941158913548,0.015063353949949898,0.018506941158913548,0.07306403522998023,5.5491761273677304e-05,0.07005114727160852,-8.998832139425761e-05,0.0,0.169845425248645,0.0,0.0,0.0,0.0,0.9834134615384615
l1_024,utility_restoration,l1_belief_drift,4,460600.0,517941.5,0.014173704327955672,0.011789290085489651,0.014173704327955672,0.0677002119733837,-5.125009388072532e-05,0.06306853390608973,-5.3629414027627637e-05,0.0,0.1461798044321343,0.0,0.0,0.0,0.0,0.9854510073260073
none_fp16,humanitarian,none,4,0.0,86236.75,1.0,0.8031938038009753,1.0,0.06982646503852467,-0.003182078430181874,0.0970022842871631,0.02686114869416032,-0.5292771883289125,0.1445616495129898,0.012841014785597515,-628.3603784851863,-2.0,-0.12510186181399086,0.0
none_fp16,utility_restoration,none,4,0.0,56815.5,1.0,0.8380515319764038,1.0,0.07408057059623457,0.006329108528970152,0.10828434612290037,0.04516218280278303,-0.6009615384615384,0.156036570284324,0.028489005096511782,2.44457916780307,-1.5,0.002507048612615012,0.0
periodic_18,humanitarian,periodic,4,289850.0,375979.5,0.4275717364573569,0.3510243994224589,0.4275717364573569,0.07854419933704272,0.005535655868336174,0.07041011624027095,0.0002689806472681751,0.04833743842364535,0.1811340823183668,0.01128865706972182,-478.9945415277554,-0.25,-0.10835970331652822,0.5375
periodic_18,utility_restoration,periodic,4,274300.0,331414.75,0.42539223373141366,0.3569172392109672,0.42539223373141366,0.07063337802388635,0.0028819159566219194,0.06361179822398152,0.000489634903864172,-0.04807692307692307,0.1655862554434035,0.0194064510112692,0.0,-1.5,-0.006556863790181451,0.5375
periodic_30,humanitarian,periodic,4,252960.0,339025.75,0.5693900383727281,0.4631302826891266,0.5693900383727281,0.08115942296243409,0.008150879493727548,0.07215001878797692,0.002008883194974123,0.08405172413793105,0.1811340823183668,0.01128865706972182,-407.4752799072041,-0.5,-0.06607470632644974,0.3875
periodic_30,utility_restoration,periodic,4,243660.0,300890.75,0.5686853261641245,0.4738758168384722,0.5686853261641245,0.07219537899376789,0.004443916926503474,0.06586994680433478,0.00274778348421742,0.06730769230769235,0.1712120774845461,0.02503227305241179,2.44457916780307,-0.5,0.005877725722211485,0.39017857142857143
periodic_42,humanitarian,periodic,4,219360.0,305586.75,0.5979098293470696,0.4883985907178428,0.5979098293470696,0.0840370292628258,0.01102848579411925,0.07227440230909563,0.002133266716092848,0.27247536945812806,0.1858553539522966,0.016009928703651616,-453.97633641547526,-1.25,-0.09370821873717272,0.35000000000000003
periodic_42,utility_restoration,periodic,4,212130.0,269119.5,0.5970013811104111,0.5005603663546514,0.5970013811104111,0.0741912634242922,0.006439801357027774,0.06610728264859238,0.002985119328475023,0.32211538461538486,0.1748217574142017,0.028641952982067398,3.033827788203851,-1.5,0.0017383875415459688,0.35208333333333336
random_015,humanitarian,matched_random,4,275000.0,361183.75,0.5076376015558852,0.41092334561689603,0.5076376015558852,0.07912120612225067,0.006112662653544126,0.07266434958794454,0.002523213994941771,0.07419950738916259,0.1811340823183668,0.01128865706972182,-428.62572334218765,-1.0,-0.07815525445745974,0.46054258241758234
random_015,utility_restoration,matched_random,4,260740.0,318085.5,0.4959024255525822,0.41497868829458573,0.4959024255525822,0.07067776678210384,0.002926304714839425,0.06479645302804668,0.0016742897079293217,0.06730769230769235,0.1656548518419685,0.01947504740983419,3.033827788203851,-0.25,0.0068141258364986385,0.4788690476190476
random_030,humanitarian,matched_random,4,304070.0,390254.0,0.43499057603544766,0.351327724053502,0.43499057603544766,0.07732270083073985,0.004314157362033302,0.07292702948899601,0.002785893895993246,0.1948891625615764,0.1811340823183668,0.01128865706972182,-439.1955903611824,-1.5,-0.07534619048284519,0.545169413919414
random_030,utility_restoration,matched_random,4,283440.0,340386.25,0.434716549028789,0.36444892882129365,0.434716549028789,0.06957477734548426,0.0018233152782198263,0.0649559977327875,0.0018338344126701493,0.06730769230769235,0.1482382393783537,0.0034177879998044947,-0.1246723959183953,-0.5,0.00034227109696074315,0.5493360805860806
random_045,humanitarian,matched_random,4,337070.0,423314.25,0.359892664129025,0.2904311003005158,0.359892664129025,0.07723647026821932,0.004227926799512779,0.07370230286197496,0.0035611672689721714,0.1948891625615764,0.1801345157385822,0.010289090489937203,-478.95201419838565,-1.0,-0.10682244796285811,0.6273923992673992
random_045,utility_restoration,matched_random,4,308670.0,365665.75,0.361036357452684,0.303061095285972,0.361036357452684,0.06920889403738599,0.001457431970121572,0.06456708978647885,0.0014449264663614972,0.06730769230769235,0.1482382393783537,0.0034177879998044947,1.1847689827500574,-0.75,0.000712037565144874,0.624702380952381
spectrum_004,humanitarian,tsallis_spectrum_change,4,435650.0,521814.5,0.13677643767493491,0.10841238673006676,0.13677643767493491,0.07452667676566363,0.0015181332969570784,0.07164412775077728,0.0015029921577744965,-0.03448275862068967,0.1712161978540727,0.0013707726054277003,1.1029069916185108,-0.25,-0.0018570099465691214,0.855448717948718
spectrum_004,utility_restoration,tsallis_spectrum_change,4,414510.0,471676.25,0.1225887563452519,0.10161799580487199,0.1225887563452519,0.06803834757084758,0.0002868855035831532,0.06335992763726357,0.00023776431714622216,0.0,0.1461798044321343,0.0011958013144652835,-1.3094413786684527,-0.5,-0.0028690825841174925,0.8708104395604396
spectrum_008,humanitarian,tsallis_spectrum_change,4,366390.0,452631.5,0.28437785551823624,0.22731613655062213,0.28437785551823624,0.07631333402195996,0.0033047905532534,0.07315166164058634,0.0030105260475835685,-0.060344827586206906,0.1782470692748191,0.008401644026174104,32.453842940493814,-0.25,0.016642398022919114,0.6960966117216116
spectrum_008,utility_restoration,tsallis_spectrum_change,4,345770.0,403017.0,0.2955497251843548,0.24458539347081848,0.2955497251843548,0.06914844949792599,0.0013969874306615747,0.0650638329842713,0.0019416696641539489,-0.04807692307692307,0.1478771574196531,0.001697352987518802,1.2598101850530128,-0.75,0.0030296863966701726,0.6824290293040294
uncertainty_004,humanitarian,predictive_uncertainty_change,4,401200.0,487377.75,0.20103607797933495,0.16288959077978887,0.20103607797933495,0.07496340559356454,0.0019548621248580006,0.07121497190892408,0.0010738363159212942,-0.03448275862068967,0.1783551449878239,0.008509719739178911,-14.806098069100699,-0.25,-0.0019199909717815267,0.7918154761904762
uncertainty_004,utility_restoration,predictive_uncertainty_change,4,372260.0,429556.5,0.23861316356158194,0.19767155734886108,0.23861316356158194,0.06861491048568895,0.0008634484184245252,0.0633620799980842,0.00023991667796684733,0.0,0.1478771574196531,0.001697352987518802,-0.7207199001830844,-0.5,0.001803311734157667,0.7565819597069596
uncertainty_008,humanitarian,predictive_uncertainty_change,4,333540.0,419725.75,0.36660984384300055,0.298239039841262,0.36660984384300055,0.0771710386928097,0.004162495224103151,0.07236156335063625,0.0022204277576334686,0.002155172413793094,0.1811340823183668,0.01128865706972182,12.17525472604649,-0.25,-0.026985898228862548,0.6183264652014652
uncertainty_008,utility_restoration,predictive_uncertainty_change,4,324720.0,381607.75,0.36126906164726774,0.30214243232813187,0.36126906164726774,0.06925738598341692,0.001505923916152497,0.06434350334602852,0.0012213400259111704,-0.04807692307692307,0.1478771574196531,0.001697352987518802,1.2598101850530128,-1.0,-0.002968571546947324,0.6212797619047619
v7_shannon_003,humanitarian,v7_shannon_change,4,427130.0,513360.5,0.1626338431380781,0.13030096122817558,0.1626338431380781,0.07469939541305157,0.0016908519443450294,0.07104296043218908,0.0009018248391862924,-0.03448275862068967,0.1712161978540727,0.0013707726054277003,42.084261144867924,0.0,0.02465653133371859,0.8297847985347985
v7_shannon_003,utility_restoration,v7_shannon_change,4,399200.0,456487.0,0.17320386234647508,0.14316770286164848,0.17320386234647508,0.0685886454329189,0.0008371833656544737,0.06356284457166847,0.00044068125155112027,0.0,0.1478771574196531,0.001697352987518802,0.6710887065676445,-0.75,-0.006346963375505055,0.8229967948717949
v7_shannon_006,humanitarian,v7_shannon_change,4,373460.0,459691.5,0.2810623110271512,0.22686492075097664,0.2810623110271512,0.07615569314369583,0.003147149674989278,0.07333084095071538,0.0031897053577126,-0.08620689655172414,0.1712161978540727,0.0013707726054277003,19.0231310841491,-0.25,0.01116160845662284,0.7058264652014652
v7_shannon_006,utility_restoration,v7_shannon_change,4,349170.0,406452.25,0.3000668733988878,0.24878958285489422,0.3000668733988878,0.0696251390932434,0.0018736770259789731,0.06457542469418653,0.0014532613740691723,0.0,0.1655862554434035,0.0194064510112692,1.2598101850530128,-0.5,-0.0009263718992081685,0.6864354395604396
