accepted_physical_actions_v8,action_policy_id,actionable_opportunities,agent_count,allocation_inequality_gini,application,attempted_sketch_messages,autonomous_beneficial_actions,autonomous_harmful_actions,autonomous_neutral_actions,belief_updates_from_delivered_sketches,beneficial_actions,commitment_failures,completed_at,complexity,consensus_recovery_steps,conservation_feasible,coupling,critical_shortage_exposure,cross_community_messages,decision_epochs,delivered_sketch_messages,delivered_useful_sketch_bytes,delivery_completion,detected_groups,detection_groups,detection_recall,disagreement_time_integrated_error,dropped_messages,dropped_sketch_messages,encoding,environment_seed,estimator_target,event_count,false_alarm_groups,false_alarm_rate,forwarded_sketch_messages,fragmentation,fully_counted_bytes,fully_counted_messages,harmful_actions,horizon,information_actions,information_condition,maximum_cascade_depth,maximum_conservation_residual,maximum_detection_delay_steps,maximum_message_age,mean_detection_delay_steps,mean_message_age,mean_quantization_l1_error,net_causal_utility,network_disruption,neutral_actions,normalized_autonomous_reward,normalized_time_integrated_estimation_error,operational_bytes,operational_messages,operational_node_count,operator_escalation_requests,operator_executed_actions,physical_actions,pointwise_estimation_mae_max,pointwise_estimation_mae_p90,pointwise_estimation_mae_p95,privacy_boundary_pass,proposed_physical_actions,redundant_sketch_bytes,resource_waste,retries,run_id,scheduler,service_loss,service_reaching_actions,sketch_bytes,sketch_header_bytes,sketch_integrity_bytes,sketch_messages,sketch_on_wire_bytes,sketch_payload_bytes,stage,stale_belief_rows,stale_sketch_bytes,started_at,stochastic_tape_digest,time_to_first_critical_delivery,topology_family,total_bytes,total_messages,transmitted_sketch_messages,trigger_activation_rate,trigger_activations,trigger_configuration_digest,trigger_evaluations,trigger_reasons,weighted_unmet_critical_need,belief_consensus_recovery,cascaded_failures,crew_travel,crew_utilization,repeated_work_orders,restoration_time_mean,unsafe_switching_or_isolation,unserved_critical_load_auc
50,frozen_local_rule,50,12,0.5417201381968144,humanitarian,840,27,21,0,147,27,0,2026-08-17T03:35:25.441610+00:00,small,16.0,True,medium,858.3926118678453,47,10,768,10840,54.85601915974756,24,24,1.0,0.07743738959061662,8,72,fp16,880201,pooled_current_private_evidence_pre_exchange,3320,10,0.4166666666666667,682,low,45605,879,21,30,41,private_fragmented,3,1.2434497875801753e-14,12.0,27.0,1.5,12.575,2.6263417968555226e-05,49.1118700563542,medium,0,-3.287990391432599,0.09994161190729176,12565,53,8,6,0,50,0.2124252058811419,0.1741035839214931,0.18113408231836686,True,58,19880,0.5,0,v8-pilots_v2-humanitarian-small-medium-low-medium-small_world-private_fragmented-880201-periodic-6ad813e35c14-fp16-frozen_local_rule,periodic,1537.282005321486,32,0,19824,3304,0,33040,9912,pilots_v2,55,0,2026-08-17T03:35:24.545685+00:00,607e074e96bb34f2c5cc372d67b9c6664aba2389e5fc6e835b694480bac56204,23,small_world,12565,53,826,0.2,24,6ad813e35c14,120,"{'initial_reference': 24, 'periodic_wait': 96}",142.67877047942136,,,,,,,,
50,frozen_local_rule,50,12,0.5417201381968144,humanitarian,1997,27,22,0,345,27,0,2026-08-17T03:35:32.079092+00:00,small,16.0,True,medium,858.3926118678453,48,10,1755,27040,54.85601915974756,24,24,1.0,0.0785275693934288,8,242,fp16,880201,pooled_current_private_evidence_pre_exchange,5469,10,0.4166666666666667,1545,low,88314,1942,22,30,42,private_fragmented,3,1.4210854715202004e-14,6.0,27.0,1.0,10.95,2.6988788853717225e-05,48.9518700563542,medium,0,-3.291190391432599,0.08753649914845525,12794,54,8,6,0,50,0.2124252058811419,0.16989850022909347,0.18113408231836686,True,58,43160,0.5,0,v8-pilots_v2-humanitarian-small-medium-low-medium-small_world-private_fragmented-880201-predictive_uncertainty_change-71c476debc21-fp16-frozen_local_rule,predictive_uncertainty_change,1537.282005321486,32,0,45312,7552,0,75520,22656,pilots_v2,43,0,2026-08-17T03:35:30.980546+00:00,607e074e96bb34f2c5cc372d67b9c6664aba2389e5fc6e835b694480bac56204,23,small_world,12794,54,1888,0.5083333333333333,61,71c476debc21,120,"{'initial_reference': 24, 'predictive_uncertainty_change': 96}",142.67877047942136,,,,,,,,
51,frozen_local_rule,51,12,0.5417201381968144,humanitarian,3019,28,22,0,505,28,0,2026-08-17T03:35:31.128989+00:00,small,16.0,True,medium,928.3701570345025,48,10,2630,40720,54.85601915974756,24,24,1.0,0.07474965383788604,8,389,fp16,880201,pooled_current_private_evidence_pre_exchange,7368,10,0.4166666666666667,2316,low,126106,2886,22,30,42,private_fragmented,3,1.4210854715202004e-14,6.0,24.0,0.75,7.525,2.8008295133301973e-05,52.75861652410799,medium,0,-3.4364202617887383,0.08208221835475112,12826,54,8,6,0,51,0.2124252058811419,0.15449354162430037,0.17835514498782398,True,59,64480,0.5,0,v8-pilots_v2-humanitarian-small-medium-low-medium-small_world-private_fragmented-880201-predictive_uncertainty_change-725a913ab228-fp16-frozen_local_rule,predictive_uncertainty_change,1609.5250579435317,32,0,67968,11328,0,113280,33984,pilots_v2,18,0,2026-08-17T03:35:29.805446+00:00,607e074e96bb34f2c5cc372d67b9c6664aba2389e5fc6e835b694480bac56204,23,small_world,12826,54,2832,0.775,93,725a913ab228,120,"{'initial_reference': 24, 'predictive_uncertainty_change': 96}",152.61988837635062,,,,,,,,
51,frozen_local_rule,51,12,0.5417201381968144,humanitarian,2719,28,22,0,461,28,0,2026-08-17T03:35:41.224138+00:00,small,16.0,True,medium,928.3701570345025,48,10,2373,36640,54.85601915974756,24,24,1.0,0.08140818107981167,8,346,fp16,880201,pooled_current_private_evidence_pre_exchange,6811,10,0.4166666666666667,2089,low,115033,2610,22,30,42,private_fragmented,3,1.4210854715202004e-14,6.0,27.0,0.75,9.325,2.7832328306055658e-05,52.75861652410799,medium,0,-3.4364202617887383,0.0843326394836003,12793,54,8,6,0,51,0.2124252058811419,0.15894846933497067,0.1782470692748191,True,59,58280,0.5,0,v8-pilots_v2-humanitarian-small-medium-low-medium-small_world-private_fragmented-880201-tsallis_spectrum_change-1013b09ad56f-fp16-frozen_local_rule,tsallis_spectrum_change,1609.5250579435317,32,0,61344,10224,0,102240,30672,pilots_v2,31,0,2026-08-17T03:35:39.808461+00:00,607e074e96bb34f2c5cc372d67b9c6664aba2389e5fc6e835b694480bac56204,23,small_world,12793,54,2556,0.6916666666666667,83,1013b09ad56f,120,"{'initial_reference': 24, 'tsallis_spectrum_change': 96}",152.61988837635062,,,,,,,,
51,frozen_local_rule,51,12,0.5417201381968144,humanitarian,3380,28,22,0,560,28,0,2026-08-17T03:35:40.068959+00:00,small,16.0,True,medium,928.3701570345025,47,10,2939,45000,54.85601915974756,24,24,1.0,0.07759624899854334,8,441,fp16,880201,pooled_current_private_evidence_pre_exchange,8034,10,0.4166666666666667,2593,low,139577,3228,22,30,41,private_fragmented,3,1.4210854715202004e-14,6.0,18.0,0.75,6.425,2.6572812704356837e-05,52.75861652410799,medium,0,-3.4364202617887383,0.08092731018238962,12577,53,8,6,0,51,0.2124252058811419,0.15409443002810708,0.17121619785407277,True,59,72560,0.5,0,v8-pilots_v2-humanitarian-small-medium-low-medium-small_world-private_fragmented-880201-tsallis_spectrum_change-6f94beebed2c-fp16-frozen_local_rule,tsallis_spectrum_change,1609.5250579435317,32,0,76200,12700,0,127000,38100,pilots_v2,11,0,2026-08-17T03:35:38.671145+00:00,607e074e96bb34f2c5cc372d67b9c6664aba2389e5fc6e835b694480bac56204,23,small_world,12577,53,3175,0.8583333333333333,103,6f94beebed2c,120,"{'initial_reference': 24, 'tsallis_spectrum_change': 96}",152.61988837635062,,,,,,,,
51,frozen_local_rule,51,12,0.5417201381968144,humanitarian,3113,28,22,0,526,28,0,2026-08-17T03:35:36.856974+00:00,small,16.0,True,medium,928.3701570345025,48,10,2714,41800,54.85601915974756,24,24,1.0,0.07479448252659913,8,399,fp16,880201,pooled_current_private_evidence_pre_exchange,7546,10,0.4166666666666667,2390,low,129844,2980,22,30,42,private_fragmented,3,1.4210854715202004e-14,6.0,24.0,0.75,7.35,2.7106404408314136e-05,52.75861652410799,medium,0,-3.4364202617887383,0.08061722223928829,12804,54,8,6,0,51,0.2124252058811419,0.15589603148642953,0.17121619785407277,True,59,66760,0.5,0,v8-pilots_v2-humanitarian-small-medium-low-medium-small_world-private_fragmented-880201-v7_shannon_change-c35510bd725e-fp16-frozen_local_rule,v7_shannon_change,1609.5250579435317,32,0,70224,11704,0,117040,35112,pilots_v2,15,0,2026-08-17T03:35:35.495037+00:00,607e074e96bb34f2c5cc372d67b9c6664aba2389e5fc6e835b694480bac56204,23,small_world,12804,54,2926,0.7916666666666666,95,c35510bd725e,120,"{'initial_reference': 24, 'v7_shannon_change': 96}",152.61988837635062,,,,,,,,
51,frozen_local_rule,51,12,0.5417201381968144,humanitarian,2543,28,22,0,429,28,0,2026-08-17T03:35:37.274590+00:00,small,16.0,True,medium,928.3701570345025,48,10,2212,34320,54.85601915974756,24,24,1.0,0.08284027612259418,8,331,fp16,880201,pooled_current_private_evidence_pre_exchange,6474,10,0.4166666666666667,1943,low,107878,2431,22,30,42,private_fragmented,3,1.4210854715202004e-14,6.0,27.0,0.75,9.625,2.7037278022816482e-05,52.75861652410799,medium,0,-3.4364202617887383,0.08438131966480536,12798,54,8,6,0,51,0.2124252058811419,0.15589603148642953,0.17121619785407277,True,59,54160,0.5,0,v8-pilots_v2-humanitarian-small-medium-low-medium-small_world-private_fragmented-880201-v7_shannon_change-c5a26765fa92-fp16-frozen_local_rule,v7_shannon_change,1609.5250579435317,32,0,57048,9508,0,95080,28524,pilots_v2,35,0,2026-08-17T03:35:36.068885+00:00,607e074e96bb34f2c5cc372d67b9c6664aba2389e5fc6e835b694480bac56204,23,small_world,12798,54,2377,0.65,78,c5a26765fa92,120,"{'initial_reference': 24, 'v7_shannon_change': 96}",152.61988837635062,,,,,,,,
218,frozen_local_rule,289,52,,utility_restoration,18058,97,69,52,1400,97,,2026-08-17T03:46:01.522137+00:00,large,52.0,True,high,,149,20,15158,420640,,156,156,1.0,0.06080738708420145,93,2900,fp16,880254,pooled_current_private_evidence_pre_exchange,47096,115,0.7371794871794872,13667,medium,757102,17121,69,100,285,private_fragmented,3,1.2327916465437738e-12,15.0,90.0,0.09615384615384616,29.322115384615383,2.4597490817839695e-05,12.596174594559802,high,52,-0.42010217295144153,0.06826220212431816,87062,370,30,92,0,218,0.20153811737646576,0.10773039231570353,0.1293936075871765,True,389,185680,,0,v8-pilots_v2-utility_restoration-large-high-medium-high-small_world-private_fragmented-880254-age_of_information-e1d6ce4d93c3-fp16-frozen_local_rule,age_of_information,2411.1752712911325,28,0,402024,67004,0,670040,201012,pilots_v2,874,0,2026-08-17T03:45:49.790639+00:00,16c71c866022fea48bddeecf68aab351a3245f588b7cb20a4a728608b03f0d09,,small_world,87062,370,16751,0.55,572,e1d6ce4d93c3,1040,"{'age_deadline': 468, 'initial_reference': 156, 'maximum_silence': 416}",,0.8617950306590821,52,36.0,0.0,6,25.333333333333332,62,674.25271052743
218,frozen_local_rule,289,52,,utility_restoration,18058,97,69,52,1400,97,,2026-08-17T03:46:16.879543+00:00,large,52.0,True,high,,149,20,15158,420640,,156,156,1.0,0.05775972423431664,93,2900,fp16,880254,pooled_current_private_evidence_pre_exchange,47096,114,0.7307692307692307,13667,medium,757102,17121,69,100,285,private_fragmented,3,1.2327916465437738e-12,15.0,90.0,0.09615384615384616,29.322115384615383,2.4597490817839695e-05,12.596174594559802,high,52,-0.42010217295144153,0.07068107692562141,87062,370,30,92,0,218,0.20153811737646576,0.11454252961502072,0.129094866055812,True,389,185680,,0,v8-pilots_v2-utility_restoration-large-high-medium-high-small_world-private_fragmented-880254-age_of_information-e27491322545-fp16-frozen_local_rule,age_of_information,2411.1752712911325,28,0,402024,67004,0,670040,201012,pilots_v2,874,0,2026-08-17T03:46:04.772214+00:00,16c71c866022fea48bddeecf68aab351a3245f588b7cb20a4a728608b03f0d09,,small_world,87062,370,16751,0.55,572,e27491322545,1040,"{'age_deadline': 468, 'initial_reference': 156, 'maximum_silence': 416}",,0.8617950306590821,52,36.0,0.0,6,25.333333333333332,62,674.25271052743
223,frozen_local_rule,295,52,,utility_restoration,32553,96,72,55,2483,96,,2026-08-17T03:44:11.783694+00:00,large,52.0,True,high,,149,20,26743,747280,,156,156,1.0,0.05887595945156549,92,5810,fp16,880254,pooled_current_private_evidence_pre_exchange,73181,114,0.7307692307692307,24046,medium,1271381,29983,72,100,282,private_fragmented,3,1.2327916465437738e-12,30.0,75.0,0.28846153846153844,22.096153846153847,2.5867254299199633e-05,11.698174594559802,high,55,-0.42403272303727063,0.06836640738137989,86821,369,30,89,0,223,0.20153811737646576,0.11446782272134763,0.12754756518781224,True,392,322440,,0,v8-pilots_v2-utility_restoration-large-high-medium-high-small_world-private_fragmented-880254-always_on-f06f6808d09b-fp16-frozen_local_rule,always_on,2411.1752712911325,28,0,710736,118456,0,1184560,355368,pilots_v2,880,0,2026-08-17T03:43:56.928304+00:00,16c71c866022fea48bddeecf68aab351a3245f588b7cb20a4a728608b03f0d09,,small_world,86821,369,29614,1.0,1040,f06f6808d09b,1040,"{'always_on': 884, 'initial_reference': 156}",,0.8617950306590821,52,36.0,0.0,6,25.333333333333332,65,674.25271052743
223,frozen_local_rule,295,52,,utility_restoration,32553,96,72,55,2483,96,,2026-08-17T03:47:24.432807+00:00,large,52.0,True,high,,149,20,26743,747280,,156,156,1.0,0.05887595945156549,92,5810,fp16,880254,pooled_current_private_evidence_pre_exchange,73181,114,0.7307692307692307,24046,medium,1271381,29983,72,100,282,private_fragmented,3,1.2327916465437738e-12,30.0,75.0,0.28846153846153844,22.096153846153847,2.5867254299199633e-05,11.698174594559802,high,55,-0.42403272303727063,0.06836640738137989,86821,369,30,89,0,223,0.20153811737646576,0.11446782272134763,0.12754756518781224,True,392,322440,,0,v8-pilots_v2-utility_restoration-large-high-medium-high-small_world-private_fragmented-880254-generalized_information-089fa0c17476-fp16-frozen_local_rule,generalized_information,2411.1752712911325,28,0,710736,118456,0,1184560,355368,pilots_v2,880,0,2026-08-17T03:47:09.544692+00:00,16c71c866022fea48bddeecf68aab351a3245f588b7cb20a4a728608b03f0d09,,small_world,86821,369,29614,1.0,1040,089fa0c17476,1040,"{'generalized_information_on': 884, 'initial_reference': 156}",,0.8617950306590821,52,36.0,0.0,6,25.333333333333332,65,674.25271052743
221,frozen_local_rule,292,52,,utility_restoration,23260,97,68,56,1782,97,,2026-08-17T03:47:29.128537+00:00,large,52.0,True,high,,148,20,19107,533120,,156,156,1.0,0.059203335450324954,92,4153,fp16,880254,pooled_current_private_evidence_pre_exchange,56242,114,0.7307692307692307,17205,medium,932828,21529,68,100,282,private_fragmented,3,1.2327916465437738e-12,15.0,90.0,0.09615384615384616,28.08173076923077,2.5667067649480046e-05,12.8161745945598,high,56,-0.4197965432858929,0.06937121563813663,86348,367,30,93,0,221,0.20153811737646576,0.1139299390727736,0.12752759886400797,True,393,231160,,0,v8-pilots_v2-utility_restoration-large-high-medium-high-small_world-private_fragmented-880254-generalized_information-16bfadb86d55-fp16-frozen_local_rule,generalized_information,2411.1752712911325,28,0,507888,84648,0,846480,253944,pilots_v2,877,0,2026-08-17T03:47:16.325035+00:00,16c71c866022fea48bddeecf68aab351a3245f588b7cb20a4a728608b03f0d09,,small_world,86348,367,21162,0.7134615384615385,742,16bfadb86d55,1040,"{'below_threshold': 298, 'generalized_information_on': 340, 'initial_reference': 156, 'maximum_silence': 246}",,0.8617950306590821,52,36.0,0.0,6,25.333333333333332,61,674.25271052743
222,frozen_local_rule,294,52,,utility_restoration,23224,96,68,58,1785,96,,2026-08-17T03:46:55.683581+00:00,large,52.0,True,high,,147,20,19078,535120,,156,156,1.0,0.059451998278916555,90,4146,fp16,880254,pooled_current_private_evidence_pre_exchange,56181,114,0.7307692307692307,17184,medium,932511,21521,68,100,282,private_fragmented,3,1.2327916465437738e-12,15.0,90.0,0.09615384615384616,27.677884615384617,2.5200282497846163e-05,12.578174594559801,high,58,-0.4209046453871546,0.0690332463963914,86351,367,30,91,0,222,0.20153811737646576,0.11415841385395946,0.12863612789239712,True,393,228000,,0,v8-pilots_v2-utility_restoration-large-high-medium-high-small_world-private_fragmented-880254-js_drift-565d3b5e7ead-fp16-frozen_local_rule,js_drift,2411.1752712911325,28,0,507696,84616,0,846160,253848,pilots_v2,875,0,2026-08-17T03:46:42.992512+00:00,16c71c866022fea48bddeecf68aab351a3245f588b7cb20a4a728608b03f0d09,,small_world,86351,367,21154,0.7163461538461539,745,565d3b5e7ead,1040,"{'initial_reference': 156, 'js_drift': 640, 'maximum_silence': 244}",,0.8617950306590821,52,36.0,0.0,6,25.333333333333332,61,674.25271052743
223,frozen_local_rule,296,52,,utility_restoration,28640,96,70,57,2200,96,,2026-08-17T03:46:42.600386+00:00,large,52.0,True,high,,148,20,23520,657280,,156,156,1.0,0.05876819234721498,91,5120,fp16,880254,pooled_current_private_evidence_pre_exchange,66042,114,0.7307692307692307,21146,medium,1127917,26402,70,100,281,private_fragmented,3,1.2327916465437738e-12,30.0,90.0,0.28846153846153844,25.009615384615383,2.5872743387670217e-05,12.138174594559802,high,57,-0.4226802055681291,0.0688182516708328,86557,368,30,88,0,223,0.20153811737646576,0.11435936339612301,0.12875425724862666,True,392,283520,,0,v8-pilots_v2-utility_restoration-large-high-medium-high-small_world-private_fragmented-880254-js_drift-ffac7588a645-fp16-frozen_local_rule,js_drift,2411.1752712911325,28,0,624816,104136,0,1041360,312408,pilots_v2,880,0,2026-08-17T03:46:28.738401+00:00,16c71c866022fea48bddeecf68aab351a3245f588b7cb20a4a728608b03f0d09,,small_world,86557,368,26034,0.8788461538461538,914,ffac7588a645,1040,"{'initial_reference': 156, 'js_drift': 783, 'maximum_silence': 101}",,0.8617950306590821,52,36.0,0.0,6,25.333333333333332,63,674.25271052743
224,frozen_local_rule,296,52,,utility_restoration,23943,100,69,55,1840,100,,2026-08-17T03:45:18.398073+00:00,large,52.0,True,high,,147,20,19802,552720,,156,156,1.0,0.058329818399819926,91,4141,fp16,880254,pooled_current_private_evidence_pre_exchange,57625,114,0.7307692307692307,17885,medium,964793,22328,69,100,280,private_fragmented,3,1.2327916465437738e-12,15.0,90.0,0.09615384615384616,27.403846153846153,2.563695106954347e-05,13.310174594559799,high,55,-0.4187207461086696,0.06874896909913077,86353,367,30,88,0,224,0.20153811737646576,0.11361326696422247,0.12816585052040894,True,392,239360,,0,v8-pilots_v2-utility_restoration-large-high-medium-high-small_world-private_fragmented-880254-kpi_change-314c8c128df2-fp16-frozen_local_rule,kpi_change,2411.1752712911325,28,0,527064,87844,0,878440,263532,pilots_v2,874,0,2026-08-17T03:45:05.204495+00:00,16c71c866022fea48bddeecf68aab351a3245f588b7cb20a4a728608b03f0d09,,small_world,86353,367,21961,0.7384615384615385,768,314c8c128df2,1040,"{'initial_reference': 156, 'kpi_change': 658, 'maximum_silence': 226}",,0.8617950306590821,52,36.0,0.0,6,25.333333333333332,62,674.25271052743
223,frozen_local_rule,296,52,,utility_restoration,26897,98,70,55,2058,98,,2026-08-17T03:45:08.247378+00:00,large,52.0,True,high,,148,20,22167,618000,,156,156,1.0,0.058476543460855464,91,4730,fp16,880254,pooled_current_private_evidence_pre_exchange,62945,114,0.7307692307692307,19965,medium,1068547,24917,70,100,280,private_fragmented,3,1.2327916465437738e-12,15.0,90.0,0.09615384615384616,25.903846153846153,2.5816734747263138e-05,12.6141745945598,high,55,-0.42107209746002094,0.06848753446826512,86587,368,30,88,0,223,0.20153811737646576,0.11309232664831309,0.12675708025401633,True,392,268680,,0,v8-pilots_v2-utility_restoration-large-high-medium-high-small_world-private_fragmented-880254-kpi_change-d83b95b9a33f-fp16-frozen_local_rule,kpi_change,2411.1752712911325,28,0,589176,98196,0,981960,294588,pilots_v2,874,0,2026-08-17T03:44:54.616140+00:00,16c71c866022fea48bddeecf68aab351a3245f588b7cb20a4a728608b03f0d09,,small_world,86587,368,24549,0.825,858,d83b95b9a33f,1040,"{'initial_reference': 156, 'kpi_change': 731, 'maximum_silence': 153}",,0.8617950306590821,52,36.0,0.0,6,25.333333333333332,63,674.25271052743
223,frozen_local_rule,295,52,,utility_restoration,32510,96,72,55,2477,96,,2026-08-17T03:45:47.272827+00:00,large,52.0,True,high,,149,20,26703,746240,,156,156,1.0,0.05891058846817143,92,5807,fp16,880254,pooled_current_private_evidence_pre_exchange,73098,114,0.7307692307692307,24010,medium,1269663,29940,72,100,282,private_fragmented,3,1.2327916465437738e-12,30.0,75.0,0.28846153846153844,22.139423076923077,2.5868855601074965e-05,11.698174594559802,high,55,-0.42403272303727063,0.06835744398495447,86823,369,30,89,0,223,0.20153811737646576,0.11446782272134763,0.12754756518781224,True,392,321880,,0,v8-pilots_v2-utility_restoration-large-high-medium-high-small_world-private_fragmented-880254-l1_belief_drift-a4111e560261-fp16-frozen_local_rule,l1_belief_drift,2411.1752712911325,28,0,709704,118284,0,1182840,354852,pilots_v2,880,0,2026-08-17T03:45:32.762763+00:00,16c71c866022fea48bddeecf68aab351a3245f588b7cb20a4a728608b03f0d09,,small_world,86823,369,29571,0.9990384615384615,1039,a4111e560261,1040,"{'initial_reference': 156, 'l1_belief_drift': 883, 'maximum_silence': 1}",,0.8617950306590821,52,36.0,0.0,6,25.333333333333332,65,674.25271052743
223,frozen_local_rule,295,52,,utility_restoration,32229,96,72,55,2459,96,,2026-08-17T03:45:59.758590+00:00,large,52.0,True,high,,149,20,26471,739480,,156,156,1.0,0.05889297218331825,92,5758,fp16,880254,pooled_current_private_evidence_pre_exchange,72585,114,0.7307692307692307,23803,medium,1259543,29687,72,100,282,private_fragmented,3,1.2327916465437738e-12,30.0,75.0,0.28846153846153844,22.240384615384617,2.5859357386189206e-05,11.698174594559802,high,55,-0.42403272303727063,0.06834216746752889,86823,369,30,89,0,223,0.20153811737646576,0.11446782272134763,0.12754756518781224,True,392,319360,,0,v8-pilots_v2-utility_restoration-large-high-medium-high-small_world-private_fragmented-880254-l1_belief_drift-c1987b7c3312-fp16-frozen_local_rule,l1_belief_drift,2411.1752712911325,28,0,703632,117272,0,1172720,351816,pilots_v2,880,0,2026-08-17T03:45:45.611451+00:00,16c71c866022fea48bddeecf68aab351a3245f588b7cb20a4a728608b03f0d09,,small_world,86823,369,29318,0.989423076923077,1029,c1987b7c3312,1040,"{'initial_reference': 156, 'l1_belief_drift': 876, 'maximum_silence': 8}",,0.8617950306590821,52,36.0,0.0,6,25.333333333333332,65,674.25271052743
222,frozen_local_rule,294,52,,utility_restoration,20460,100,69,53,1582,100,,2026-08-17T03:44:52.081048+00:00,large,52.0,True,high,,149,20,17084,475160,,156,156,1.0,0.05917846708020477,93,3376,fp16,880254,pooled_current_private_evidence_pre_exchange,51431,114,0.7307692307692307,15417,medium,844029,19293,69,100,284,private_fragmented,3,1.2327916465437738e-12,15.0,90.0,0.09615384615384616,29.29326923076923,2.4690002222636452e-05,13.760137952363278,high,53,-0.41688436185721084,0.06955399213095605,87109,370,30,88,0,222,0.20153811737646576,0.11454252961502072,0.12753178138740268,True,390,208200,,0,v8-pilots_v2-utility_restoration-large-high-medium-high-small_world-private_fragmented-880254-matched_random-38fb0a18a6da-fp16-frozen_local_rule,matched_random,2411.1752712911325,29,0,454152,75692,0,756920,227076,pilots_v2,879,0,2026-08-17T03:44:39.706131+00:00,16c71c866022fea48bddeecf68aab351a3245f588b7cb20a4a728608b03f0d09,,small_world,87109,370,18923,0.6211538461538462,646,38fb0a18a6da,1040,"{'initial_reference': 156, 'matched_random_selected': 156, 'matched_random_wait': 394, 'maximum_silence': 334}",,0.8617950306590821,52,36.0,0.0,6,25.333333333333332,62,674.25271052743
219,frozen_local_rule,290,52,,utility_restoration,18893,97,70,52,1456,97,,2026-08-17T03:44:41.975819+00:00,large,52.0,True,high,,149,20,15792,438400,,156,156,1.0,0.0591439786511464,93,3101,fp16,880254,pooled_current_private_evidence_pre_exchange,48572,114,0.7307692307692307,14274,medium,787660,17880,70,100,287,private_fragmented,3,1.2327916465437738e-12,15.0,90.0,0.09615384615384616,30.28846153846154,2.423746861967696e-05,12.376174594559801,high,52,-0.4210110880521999,0.07000823807520051,87300,371,30,91,0,219,0.20153811737646576,0.11446272567896201,0.12783558422494778,True,389,193280,,0,v8-pilots_v2-utility_restoration-large-high-medium-high-small_world-private_fragmented-880254-matched_random-51434b2214b6-fp16-frozen_local_rule,matched_random,2411.1752712911325,28,0,420216,70036,0,700360,210108,pilots_v2,879,0,2026-08-17T03:44:29.685792+00:00,16c71c866022fea48bddeecf68aab351a3245f588b7cb20a4a728608b03f0d09,,small_world,87300,371,17509,0.575,598,51434b2214b6,1040,"{'initial_reference': 156, 'matched_random_selected': 72, 'matched_random_wait': 442, 'maximum_silence': 370}",,0.8617950306590821,52,36.0,0.0,6,25.333333333333332,63,674.25271052743
222,frozen_local_rule,294,52,,utility_restoration,22111,100,68,54,1696,100,,2026-08-17T03:45:03.609496+00:00,large,52.0,True,high,,149,20,18349,511520,,156,156,1.0,0.05956499290229837,93,3762,fp16,880254,pooled_current_private_evidence_pre_exchange,54355,114,0.7307692307692307,16542,medium,900862,20705,68,100,286,private_fragmented,3,1.2327916465437738e-12,15.0,90.0,0.09615384615384616,28.673076923076923,2.4856272583847825e-05,13.980137952363277,high,54,-0.4161360625374829,0.06927458112863781,87542,372,30,90,0,222,0.20153811737646576,0.11446272567896201,0.12578743756822816,True,392,222440,,0,v8-pilots_v2-utility_restoration-large-high-medium-high-small_world-private_fragmented-880254-matched_random-681a73b1e0f1-fp16-frozen_local_rule,matched_random,2411.1752712911325,29,0,487992,81332,0,813320,243996,pilots_v2,880,0,2026-08-17T03:44:50.666645+00:00,16c71c866022fea48bddeecf68aab351a3245f588b7cb20a4a728608b03f0d09,,small_world,87542,372,20333,0.675,702,681a73b1e0f1,1040,"{'initial_reference': 156, 'matched_random_selected': 268, 'matched_random_wait': 338, 'maximum_silence': 278}",,0.8617950306590821,52,36.0,0.0,6,25.333333333333332,61,674.25271052743
218,frozen_local_rule,291,52,,utility_restoration,0,99,66,53,0,99,,2026-08-17T03:44:11.605828+00:00,large,52.0,True,high,,149,20,0,0,,156,156,1.0,0.11757814433264463,93,0,fp16,880254,pooled_current_private_evidence_pre_exchange,13882,117,0.75,0,medium,87065,370,66,100,287,private_fragmented,3,1.2327916465437738e-12,15.0,0.0,0.19230769230769232,0.0,0.0,14.18213795236328,high,53,-0.41495168291926415,0.07712438920874172,87065,370,30,92,0,218,0.2087548421619585,0.13416054631995877,0.15603657028432402,True,391,0,,0,v8-pilots_v2-utility_restoration-large-high-medium-high-small_world-private_fragmented-880254-none-806ed450405e-fp16-frozen_local_rule,none,2411.1752712911325,29,0,0,0,0,0,0,pilots_v2,0,0,2026-08-17T03:44:04.093601+00:00,16c71c866022fea48bddeecf68aab351a3245f588b7cb20a4a728608b03f0d09,,small_world,87065,370,0,0.0,0,806ed450405e,1040,{'disabled': 1040},,0.8617950306590821,52,37.0,0.0,5,30.333333333333332,59,674.25271052743
