cluster_id,disruption,sweep,phase,reference_energy_per_agent,configuration_entropy,macrostate_distance
V14Q_g0,field_reversal,14,baseline,-1.6625,-0.0,1.47294826499023
V14Q_g0,field_reversal,15,baseline,-1.6625,-0.0,1.47294826499023
V14Q_g0,field_reversal,16,disruption,-1.6625,0.9730082983696776,34.497590416021275
V14Q_g0,field_reversal,17,disruption,-1.6625,0.9730082983696776,94.35556036691648
V14Q_g0,field_reversal,18,disruption,-1.6625,0.9730082983696776,111.23173812064744
V14Q_g0,field_reversal,19,disruption,-1.6625,0.9730082983696776,92.04883616380788
V14Q_g0,field_reversal,20,disruption,-1.6625,0.9730082983696776,28.73892332155797
V14Q_g0,field_reversal,21,disruption,-1.6625,-0.0,1.47294826499023
V14Q_g0,field_reversal,22,disruption,-1.6625,-0.0,1.47294826499023
V14Q_g0,field_reversal,23,disruption,-1.6625,-0.0,1.47294826499023
V14Q_g0,field_reversal,24,disruption,-1.6625,-0.0,1.47294826499023
V14Q_g0,field_reversal,25,disruption,-1.6625,-0.0,1.47294826499023
V14Q_g0,field_reversal,26,disruption,-1.6625,-0.0,1.47294826499023
V14Q_g0,field_reversal,27,disruption,-1.6625,-0.0,1.47294826499023
V14Q_g0,field_reversal,28,disruption,-1.6062500000000002,0.116906849137531,3.1340157000222044
V14Q_g0,field_reversal,29,disruption,-1.6625,0.5004024235381879,1.3930150557908534
V14Q_g0,field_reversal,30,disruption,-1.6625,0.5004024235381879,1.3930150557908532
V14Q_g0,field_reversal,31,recovery,-1.6625,1.3917829190911706,30.846302301559405
V14Q_g0,field_reversal,32,recovery,-1.6625,1.3917829190911706,87.4423387131904
V14Q_g0,field_reversal,33,recovery,-1.6625,1.3616667225874577,103.07414579118893
V14Q_g0,field_reversal,34,recovery,-1.6625,0.9383509393416803,91.1712162827042
V14Q_g0,field_reversal,35,recovery,-1.6625,0.9383509393416803,28.18828216921865
V14Q_g0,field_reversal,36,recovery,-1.6625,-0.0,1.47294826499023
V14Q_g0,field_reversal,37,recovery,-1.6625,-0.0,1.47294826499023
V14Q_g0,field_reversal,38,recovery,-1.6625,-0.0,1.47294826499023
V14Q_g0,field_reversal,39,recovery,-1.74375,0.1599159553146567,3.818048899673052
V14Q_g0,field_reversal,40,recovery,-1.6625,0.1599159553146567,1.3548284436275873
V14Q_g0,field_reversal,41,recovery,-1.6625,0.1599159553146567,1.3548284436275873
V14Q_g0,field_reversal,42,recovery,-1.6625,0.1599159553146567,1.3548284436275877
V14Q_g0,field_reversal,43,recovery,-1.6625,0.1599159553146567,1.3548284436275873
V14Q_g0,field_reversal,44,recovery,-1.6625,-0.0,1.47294826499023
V14Q_g0,field_reversal,45,recovery,-1.6625,-0.0,1.47294826499023
V14Q_g1,nominal,1,baseline,-0.7729166666666667,1.700164942414579,22.878661749881942
V14Q_g1,nominal,2,baseline,-1.15625,1.9839957823613168,12.414262778453244
V14Q_g1,nominal,3,baseline,-1.4229166666666666,1.959178023202357,8.339068327613766
V14Q_g1,nominal,4,baseline,-1.4791666666666667,1.9769260456234168,7.2811344882266384
V14Q_g1,nominal,5,baseline,-1.4791666666666667,1.956842654152374,6.829270007783726
V14Q_g1,nominal,6,baseline,-1.4791666666666667,1.3453539723263064,6.339946920593973
V14Q_g1,nominal,7,baseline,-1.6062500000000002,0.9106636760991916,3.378041926138849
V14Q_g1,nominal,8,baseline,-1.6625,0.7286359863911529,1.8254307844719015
V14Q_g1,nominal,9,baseline,-1.6062500000000002,1.1433278038002126,4.261697143561941
V14Q_g1,nominal,10,baseline,-1.6625,1.2873022856612089,2.9814940732137662
V14Q_g1,nominal,11,baseline,-1.6625,1.1774426920125436,2.613444516729502
V14Q_g1,nominal,12,baseline,-1.6625,0.7601789012787232,1.7014374688747729
V14Q_g1,nominal,13,baseline,-1.6625,0.2967152565836348,1.284328441779546
V14Q_g1,nominal,14,baseline,-1.6625,-0.0,1.465883021886457
V14Q_g1,nominal,15,baseline,-1.6625,-0.0,1.465883021886457
V14Q_g1,nominal,16,disruption,-1.6625,-0.0,1.465883021886457
V14Q_g1,nominal,17,disruption,-1.6625,-0.0,1.465883021886457
V14Q_g1,nominal,18,disruption,-1.6625,-0.0,1.465883021886457
V14Q_g1,nominal,19,disruption,-1.6625,-0.0,1.465883021886457
V14Q_g1,nominal,20,disruption,-1.6625,-0.0,1.465883021886457
V14Q_g1,nominal,21,disruption,-1.6625,-0.0,1.465883021886457
V14Q_g1,nominal,22,disruption,-1.6625,-0.0,1.465883021886457
V14Q_g1,nominal,23,disruption,-1.6625,-0.0,1.465883021886457
V14Q_g1,nominal,24,disruption,-1.6625,-0.0,1.465883021886457
V14Q_g1,nominal,25,disruption,-1.6625,-0.0,1.465883021886457
V14Q_g1,nominal,26,disruption,-1.6625,-0.0,1.465883021886457
V14Q_g1,nominal,27,disruption,-1.74375,0.482577565177012,4.643521683675492
V14Q_g1,nominal,28,disruption,-1.6625,0.6615632381579821,1.747486110613131
V14Q_g1,nominal,29,disruption,-1.6625,0.6615632381579821,1.747486110613131
V14Q_g1,nominal,30,disruption,-1.6625,0.6615632381579821,1.7474861106131312
V14Q_g1,nominal,31,recovery,-1.6625,0.6615632381579821,1.747486110613131
V14Q_g1,nominal,32,recovery,-1.6625,0.482577565177012,1.3632615159900046
V14Q_g1,nominal,33,recovery,-1.6625,-0.0,1.465883021886457
V14Q_g1,nominal,34,recovery,-1.6625,-0.0,1.465883021886457
V14Q_g1,nominal,35,recovery,-1.6625,-0.0,1.465883021886457
V14Q_g1,nominal,36,recovery,-1.6625,-0.0,1.465883021886457
V14Q_g1,nominal,37,recovery,-1.6625,-0.0,1.465883021886457
V14Q_g1,nominal,38,recovery,-1.6625,-0.0,1.465883021886457
V14Q_g1,nominal,39,recovery,-1.6625,-0.0,1.465883021886457
V14Q_g1,nominal,40,recovery,-1.6625,-0.0,1.465883021886457
V14Q_g1,nominal,41,recovery,-1.6625,-0.0,1.465883021886457
V14Q_g1,nominal,42,recovery,-1.6625,-0.0,1.465883021886457
V14Q_g1,nominal,43,recovery,-1.6625,-0.0,1.465883021886457
V14Q_g1,nominal,44,recovery,-1.6625,-0.0,1.465883021886457
V14Q_g1,nominal,45,recovery,-1.6625,-0.0,1.465883021886457
V14Q_g1,field_reversal,1,baseline,-0.7729166666666667,1.700164942414579,22.878661749881942
V14Q_g1,field_reversal,2,baseline,-1.15625,1.9839957823613168,12.414262778453244
V14Q_g1,field_reversal,3,baseline,-1.4229166666666666,1.959178023202357,8.339068327613766
V14Q_g1,field_reversal,4,baseline,-1.4791666666666667,1.9769260456234168,7.2811344882266384
V14Q_g1,field_reversal,5,baseline,-1.4791666666666667,1.956842654152374,6.829270007783726
V14Q_g1,field_reversal,6,baseline,-1.4791666666666667,1.3453539723263064,6.339946920593973
V14Q_g1,field_reversal,7,baseline,-1.6062500000000002,0.9106636760991916,3.378041926138849
V14Q_g1,field_reversal,8,baseline,-1.6625,0.7286359863911529,1.8254307844719015
V14Q_g1,field_reversal,9,baseline,-1.6062500000000002,1.1433278038002126,4.261697143561941
V14Q_g1,field_reversal,10,baseline,-1.6625,1.2873022856612089,2.9814940732137662
V14Q_g1,field_reversal,11,baseline,-1.6625,1.1774426920125436,2.613444516729502
V14Q_g1,field_reversal,12,baseline,-1.6625,0.7601789012787232,1.7014374688747729
V14Q_g1,field_reversal,13,baseline,-1.6625,0.2967152565836348,1.284328441779546
V14Q_g1,field_reversal,14,baseline,-1.6625,-0.0,1.465883021886457
V14Q_g1,field_reversal,15,baseline,-1.6625,-0.0,1.465883021886457
V14Q_g1,field_reversal,16,disruption,-1.6625,0.9210222598276818,34.171510142059184
V14Q_g1,field_reversal,17,disruption,-1.6625,0.9210222598276818,95.20220896147585
V14Q_g1,field_reversal,18,disruption,-1.6625,0.9210222598276818,112.4408851221852
V14Q_g1,field_reversal,19,disruption,-1.6625,0.9210222598276818,92.84359438070582
V14Q_g1,field_reversal,20,disruption,-1.6625,0.9210222598276818,28.320033069366172
V14Q_g1,field_reversal,21,disruption,-1.6625,-0.0,1.465883021886457
V14Q_g1,field_reversal,22,disruption,-1.6625,-0.0,1.465883021886457
V14Q_g1,field_reversal,23,disruption,-1.6625,-0.0,1.465883021886457
V14Q_g1,field_reversal,24,disruption,-1.6625,-0.0,1.465883021886457
V14Q_g1,field_reversal,25,disruption,-1.6625,-0.0,1.465883021886457
V14Q_g1,field_reversal,26,disruption,-1.6625,-0.0,1.465883021886457
V14Q_g1,field_reversal,27,disruption,-1.6625,-0.0,1.465883021886457
V14Q_g1,field_reversal,28,disruption,-1.6625,-0.0,1.465883021886457
V14Q_g1,field_reversal,29,disruption,-1.6625,-0.0,1.465883021886457
V14Q_g1,field_reversal,30,disruption,-1.6625,-0.0,1.465883021886457
V14Q_g1,field_reversal,31,recovery,-1.6625,0.9210222598276818,34.74335958642644
V14Q_g1,field_reversal,32,recovery,-1.6625,0.9210222598276818,95.5804637269298
V14Q_g1,field_reversal,33,recovery,-1.6625,0.9210222598276818,112.7828491088068
V14Q_g1,field_reversal,34,recovery,-1.6625,0.9210222598276818,93.2201598762627
V14Q_g1,field_reversal,35,recovery,-1.74375,1.3275992289524594,26.557509224958068
V14Q_g1,field_reversal,36,recovery,-1.6625,0.4637264398194103,1.2905676732543976
V14Q_g1,field_reversal,37,recovery,-1.6625,0.4637264398194103,1.2905676732543976
V14Q_g1,field_reversal,38,recovery,-1.6625,0.4637264398194103,1.2905676732543976
V14Q_g1,field_reversal,39,recovery,-1.6625,0.4637264398194103,1.2905676732543976
V14Q_g1,field_reversal,40,recovery,-1.6625,0.0671968803626978,1.3994679425249352
V14Q_g1,field_reversal,41,recovery,-1.6625,-0.0,1.465883021886457
V14Q_g1,field_reversal,42,recovery,-1.6625,-0.0,1.465883021886457
V14Q_g1,field_reversal,43,recovery,-1.6625,-0.0,1.465883021886457
V14Q_g1,field_reversal,44,recovery,-1.6625,-0.0,1.465883021886457
V14Q_g1,field_reversal,45,recovery,-1.6625,-0.0,1.465883021886457
V14Q_g2,nominal,1,baseline,-1.0541666666666667,1.5110861760736112,6.345417362188615
V14Q_g2,nominal,2,baseline,-1.1458333333333337,1.7568280351985095,5.840168932777201
V14Q_g2,nominal,3,baseline,-1.6708333333333334,1.8967980267320603,6.013717650047068
V14Q_g2,nominal,4,baseline,-1.6708333333333334,1.925508550712867,5.034412200517929
V14Q_g2,nominal,5,baseline,-1.53125,1.9835419947290869,3.5912276883764864
V14Q_g2,nominal,6,baseline,-1.6708333333333334,1.4474837582223257,4.195138048606196
V14Q_g2,nominal,7,baseline,-1.6145833333333337,1.020069541476312,3.258881729618267
V14Q_g2,nominal,8,baseline,-1.6708333333333334,0.6327150711697842,3.997181017809393
V14Q_g2,nominal,9,baseline,-1.74375,0.6327150711697842,3.633447651946192
V14Q_g2,nominal,10,baseline,-1.9375,0.766064073525853,2.356340431023862
V14Q_g2,nominal,11,baseline,-1.88125,1.1051875483022535,4.695781666175991
V14Q_g2,nominal,12,baseline,-1.74375,1.598758685516028,6.771268263314761
V14Q_g2,nominal,13,baseline,-1.9375,1.5636851150603812,6.16409352579104
V14Q_g2,nominal,14,baseline,-1.9375,1.430505768763714,3.948911038254818
V14Q_g2,nominal,15,baseline,-1.9375,1.2473404648127822,3.261953259976883
V14Q_g2,nominal,16,disruption,-1.9375,0.8568409950394724,3.22041069976969
V14Q_g2,nominal,17,disruption,-1.88125,0.4878605684657474,3.4312169676948647
V14Q_g2,nominal,18,disruption,-1.9375,0.5004024235381879,2.0751337466102653
V14Q_g2,nominal,19,disruption,-1.9375,0.5004024235381879,2.0751337466102653
V14Q_g2,nominal,20,disruption,-1.9375,0.5004024235381879,2.0751337466102653
V14Q_g2,nominal,21,disruption,-1.9375,0.5004024235381879,2.0751337466102653
V14Q_g2,nominal,22,disruption,-1.88125,0.5881687773541907,3.5567965223408398
V14Q_g2,nominal,23,disruption,-1.9375,0.5004024235381879,2.0751337466102653
V14Q_g2,nominal,24,disruption,-1.9375,0.5004024235381879,2.0751337466102653
V14Q_g2,nominal,25,disruption,-1.9375,0.5004024235381879,2.0751337466102653
V14Q_g2,nominal,26,disruption,-1.9375,0.5004024235381879,2.0751337466102653
V14Q_g2,nominal,27,disruption,-1.9375,0.3517104788493895,1.9579734125142323
V14Q_g2,nominal,28,disruption,-1.9375,-0.0,1.989690246200112
V14Q_g2,nominal,29,disruption,-1.9375,-0.0,1.989690246200112
V14Q_g2,nominal,30,disruption,-1.88125,0.4003991744489694,3.4587634281142474
V14Q_g2,nominal,31,recovery,-1.9375,0.6108643020548935,2.2541007251477496
V14Q_g2,nominal,32,recovery,-1.9375,0.6108643020548935,2.2541007251477496
V14Q_g2,nominal,33,recovery,-1.9375,0.6108643020548935,2.2541007251477496
V14Q_g2,nominal,34,recovery,-1.9375,0.6108643020548935,2.2541007251477496
V14Q_g2,nominal,35,recovery,-1.9375,0.4437922953464478,2.034484135571309
V14Q_g2,nominal,36,recovery,-1.9375,-0.0,1.989690246200112
V14Q_g2,nominal,37,recovery,-1.9375,-0.0,1.989690246200112
V14Q_g2,nominal,38,recovery,-1.9375,-0.0,1.989690246200112
V14Q_g2,nominal,39,recovery,-1.9375,-0.0,1.989690246200112
V14Q_g2,nominal,40,recovery,-1.9375,-0.0,1.989690246200112
V14Q_g2,nominal,41,recovery,-1.88125,0.3250829733914482,3.4534219754265925
V14Q_g2,nominal,42,recovery,-1.9375,0.4227090878059908,1.9944391310604144
V14Q_g2,nominal,43,recovery,-1.9375,0.4227090878059908,1.9944391310604137
V14Q_g2,nominal,44,recovery,-1.9375,0.4227090878059908,1.9944391310604133
V14Q_g2,nominal,45,recovery,-1.9375,0.4227090878059908,1.9944391310604137
V14Q_g2,field_reversal,1,baseline,-1.0541666666666667,1.5110861760736112,6.345417362188615
V14Q_g2,field_reversal,2,baseline,-1.1458333333333337,1.7568280351985095,5.840168932777201
V14Q_g2,field_reversal,3,baseline,-1.6708333333333334,1.8967980267320603,6.013717650047068
V14Q_g2,field_reversal,4,baseline,-1.6708333333333334,1.925508550712867,5.034412200517929
V14Q_g2,field_reversal,5,baseline,-1.53125,1.9835419947290869,3.5912276883764864
V14Q_g2,field_reversal,6,baseline,-1.6708333333333334,1.4474837582223257,4.195138048606196
V14Q_g2,field_reversal,7,baseline,-1.6145833333333337,1.020069541476312,3.258881729618267
V14Q_g2,field_reversal,8,baseline,-1.6708333333333334,0.6327150711697842,3.997181017809393
V14Q_g2,field_reversal,9,baseline,-1.74375,0.6327150711697842,3.633447651946192
V14Q_g2,field_reversal,10,baseline,-1.9375,0.766064073525853,2.356340431023862
V14Q_g2,field_reversal,11,baseline,-1.88125,1.1051875483022535,4.695781666175991
V14Q_g2,field_reversal,12,baseline,-1.74375,1.598758685516028,6.771268263314761
V14Q_g2,field_reversal,13,baseline,-1.9375,1.5636851150603812,6.16409352579104
V14Q_g2,field_reversal,14,baseline,-1.9375,1.430505768763714,3.948911038254818
V14Q_g2,field_reversal,15,baseline,-1.9375,1.2473404648127822,3.261953259976883
V14Q_g2,field_reversal,16,disruption,-1.6166666666666667,1.7779085307841531,26.164986328388355
V14Q_g2,field_reversal,17,disruption,-1.9375,1.7296348775396493,76.33552789658162
V14Q_g2,field_reversal,18,disruption,-1.9375,1.513941891101906,101.8930324327036
V14Q_g2,field_reversal,19,disruption,-1.9375,1.513941891101906,84.78891867702028
V14Q_g2,field_reversal,20,disruption,-1.9375,1.513941891101906,24.67874706923828
V14Q_g2,field_reversal,21,disruption,-1.9375,0.5777838380246246,1.992902515743589
V14Q_g2,field_reversal,22,disruption,-1.9375,-0.0,1.989690246200112
V14Q_g2,field_reversal,23,disruption,-1.9375,-0.0,1.989690246200112
V14Q_g2,field_reversal,24,disruption,-1.9375,-0.0,1.989690246200112
V14Q_g2,field_reversal,25,disruption,-1.9375,-0.0,1.989690246200112
V14Q_g2,field_reversal,26,disruption,-1.9375,-0.0,1.989690246200112
V14Q_g2,field_reversal,27,disruption,-1.9375,-0.0,1.989690246200112
V14Q_g2,field_reversal,28,disruption,-1.9375,-0.0,1.989690246200112
V14Q_g2,field_reversal,29,disruption,-1.9375,-0.0,1.989690246200112
V14Q_g2,field_reversal,30,disruption,-1.9375,-0.0,1.989690246200112
V14Q_g2,field_reversal,31,recovery,-1.9375,0.9383509393416803,35.61375864412411
V14Q_g2,field_reversal,32,recovery,-1.9375,0.9383509393416803,96.02120173820944
V14Q_g2,field_reversal,33,recovery,-1.9375,0.9383509393416803,113.05226001318532
V14Q_g2,field_reversal,34,recovery,-1.88125,1.2871758946603062,86.96139849921845
V14Q_g2,field_reversal,35,recovery,-1.9375,1.439859877247583,27.38860728269268
V14Q_g2,field_reversal,36,recovery,-1.9375,0.5623351446188083,2.165459675865414
V14Q_g2,field_reversal,37,recovery,-1.9375,0.5623351446188083,2.165459675865414
V14Q_g2,field_reversal,38,recovery,-1.9375,0.5623351446188083,2.165459675865414
V14Q_g2,field_reversal,39,recovery,-1.9375,0.3767701612564367,1.9744112351696224
V14Q_g2,field_reversal,40,recovery,-1.9375,-0.0,1.989690246200112
V14Q_g2,field_reversal,41,recovery,-1.9375,-0.0,1.989690246200112
V14Q_g2,field_reversal,42,recovery,-1.9375,-0.0,1.989690246200112
V14Q_g2,field_reversal,43,recovery,-1.9375,-0.0,1.989690246200112
V14Q_g2,field_reversal,44,recovery,-1.9375,-0.0,1.989690246200112
V14Q_g2,field_reversal,45,recovery,-1.9375,-0.0,1.989690246200112
V14Q_g3,nominal,1,baseline,-1.3479166666666669,2.1006789212792603,6.281700817094395
V14Q_g3,nominal,2,baseline,-1.4770833333333333,2.0742682602785667,5.310958535695442
V14Q_g3,nominal,3,baseline,-1.55,2.126278474954819,5.167834009169447
V14Q_g3,nominal,4,baseline,-1.9375,2.328372552654037,6.517361402011977
V14Q_g3,nominal,5,baseline,-1.9375,2.315560374497428,6.28901054323286
V14Q_g3,nominal,6,baseline,-1.9375,1.6096908011965547,3.5458937365814927
V14Q_g3,nominal,7,baseline,-1.9375,1.1466988489869598,2.777709696053526
V14Q_g3,nominal,8,baseline,-1.9375,0.6087672527412475,2.182272996151587
V14Q_g3,nominal,9,baseline,-1.9375,-0.0,2.3485100059359043
V14Q_g3,nominal,10,baseline,-1.9375,-0.0,2.3485100059359043
V14Q_g3,nominal,11,baseline,-1.9375,-0.0,2.3485100059359043
V14Q_g3,nominal,12,baseline,-1.9375,-0.0,2.3485100059359043
V14Q_g3,nominal,13,baseline,-1.9375,-0.0,2.3485100059359043
V14Q_g3,nominal,14,baseline,-1.9375,-0.0,2.3485100059359043
V14Q_g3,nominal,15,baseline,-1.9375,-0.0,2.3485100059359043
V14Q_g3,nominal,16,disruption,-1.9375,-0.0,2.3485100059359043
V14Q_g3,nominal,17,disruption,-1.9375,-0.0,2.3485100059359043
V14Q_g3,nominal,18,disruption,-1.9375,-0.0,2.3485100059359043
V14Q_g3,nominal,19,disruption,-1.9375,-0.0,2.3485100059359043
V14Q_g3,nominal,20,disruption,-1.9375,-0.0,2.3485100059359043
V14Q_g3,nominal,21,disruption,-1.9375,-0.0,2.3485100059359043
V14Q_g3,nominal,22,disruption,-1.9375,-0.0,2.3485100059359043
V14Q_g3,nominal,23,disruption,-1.9375,-0.0,2.3485100059359043
V14Q_g3,nominal,24,disruption,-1.9375,-0.0,2.3485100059359043
V14Q_g3,nominal,25,disruption,-1.9375,-0.0,2.3485100059359043
V14Q_g3,nominal,26,disruption,-1.9375,-0.0,2.3485100059359043
V14Q_g3,nominal,27,disruption,-1.9375,-0.0,2.3485100059359043
V14Q_g3,nominal,28,disruption,-1.9375,-0.0,2.3485100059359043
V14Q_g3,nominal,29,disruption,-1.9375,-0.0,2.3485100059359043
V14Q_g3,nominal,30,disruption,-1.9375,-0.0,2.3485100059359043
V14Q_g3,nominal,31,recovery,-1.9375,-0.0,2.3485100059359043
V14Q_g3,nominal,32,recovery,-1.9375,-0.0,2.3485100059359043
V14Q_g3,nominal,33,recovery,-1.9375,-0.0,2.3485100059359043
V14Q_g3,nominal,34,recovery,-1.9375,-0.0,2.3485100059359043
V14Q_g3,nominal,35,recovery,-1.9375,-0.0,2.3485100059359043
V14Q_g3,nominal,36,recovery,-1.9375,-0.0,2.3485100059359043
V14Q_g3,nominal,37,recovery,-1.9375,-0.0,2.3485100059359043
V14Q_g3,nominal,38,recovery,-1.9375,-0.0,2.3485100059359043
V14Q_g3,nominal,39,recovery,-1.88125,0.482577565177012,3.139026541470948
V14Q_g3,nominal,40,recovery,-1.9375,0.6393632996691399,2.149359103051226
V14Q_g3,nominal,41,recovery,-1.9375,0.6393632996691399,2.149359103051226
V14Q_g3,nominal,42,recovery,-1.9375,0.6393632996691399,2.149359103051226
V14Q_g3,nominal,43,recovery,-1.9375,0.6393632996691399,2.149359103051226
V14Q_g3,nominal,44,recovery,-1.9375,0.4227090878059908,2.079263434848804
V14Q_g3,nominal,45,recovery,-1.9375,-0.0,2.3485100059359043
V14Q_g3,field_reversal,1,baseline,-1.3479166666666669,2.1006789212792603,6.281700817094395
V14Q_g3,field_reversal,2,baseline,-1.4770833333333333,2.0742682602785667,5.310958535695442
V14Q_g3,field_reversal,3,baseline,-1.55,2.126278474954819,5.167834009169447
V14Q_g3,field_reversal,4,baseline,-1.9375,2.328372552654037,6.517361402011977
V14Q_g3,field_reversal,5,baseline,-1.9375,2.315560374497428,6.28901054323286
V14Q_g3,field_reversal,6,baseline,-1.9375,1.6096908011965547,3.5458937365814927
V14Q_g3,field_reversal,7,baseline,-1.9375,1.1466988489869598,2.777709696053526
V14Q_g3,field_reversal,8,baseline,-1.9375,0.6087672527412475,2.182272996151587
V14Q_g3,field_reversal,9,baseline,-1.9375,-0.0,2.3485100059359043
V14Q_g3,field_reversal,10,baseline,-1.9375,-0.0,2.3485100059359043
V14Q_g3,field_reversal,11,baseline,-1.9375,-0.0,2.3485100059359043
V14Q_g3,field_reversal,12,baseline,-1.9375,-0.0,2.3485100059359043
V14Q_g3,field_reversal,13,baseline,-1.9375,-0.0,2.3485100059359043
V14Q_g3,field_reversal,14,baseline,-1.9375,-0.0,2.3485100059359043
V14Q_g3,field_reversal,15,baseline,-1.9375,-0.0,2.3485100059359043
V14Q_g3,field_reversal,16,disruption,-1.9375,0.8909041134740833,35.51639363034931
V14Q_g3,field_reversal,17,disruption,-1.9375,0.8909041134740833,96.75247460851028
V14Q_g3,field_reversal,18,disruption,-1.9375,0.8909041134740833,114.03302182867814
V14Q_g3,field_reversal,19,disruption,-1.9375,0.8909041134740833,94.37452792263934
V14Q_g3,field_reversal,20,disruption,-1.9375,0.8909041134740833,29.55266436874796
V14Q_g3,field_reversal,21,disruption,-1.9375,-0.0,2.3485100059359043
V14Q_g3,field_reversal,22,disruption,-1.9375,-0.0,2.3485100059359043
V14Q_g3,field_reversal,23,disruption,-1.9375,-0.0,2.3485100059359043
V14Q_g3,field_reversal,24,disruption,-1.9375,-0.0,2.3485100059359043
V14Q_g3,field_reversal,25,disruption,-1.9375,-0.0,2.3485100059359043
