model_key,cluster_id,panel_id,condition,block_length,pseudocount,raw_block_divergence_nats_per_update,shuffle_floor_nats_per_update,shuffle_floor_median_nats_per_update,shuffle_floor_null_ci_low,shuffle_floor_null_ci_high,shuffle_floor_null_sd,shuffle_floor_monte_carlo_se,shuffle_floor_mean_mc_ci_low,shuffle_floor_mean_mc_ci_high,shuffle_replicates,adjusted_irreversibility_nats_per_update,analysis_role
qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,2,0.5,0.0525582561200767,0.0782085051939989,0.077872327023874,0.0557020071005112,0.1022110266513353,0.0118599973456792,0.0005303952055581,0.077168930591105,0.0792480797968928,500.0,-0.0256502490739222,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,2,1.0,0.0313888431405894,0.0486000615714501,0.0478408297783544,0.03373188121049,0.0667355884268332,0.0083329137496036,0.0003726592318951,0.0478696494769357,0.0493304736659646,500.0,-0.0172112184308607,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,3,0.1,0.0847697085305133,0.1968804818825976,0.196531470344845,0.1600464962403733,0.2321720539025933,0.0183602182549802,0.0008210939219973,0.1952711377954828,0.1984898259697124,500.0,-0.1121107733520842,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,3,0.5,0.036685142380209,0.0842361180746572,0.0838659769737854,0.0688004592775601,0.1001956905783877,0.0082571914970332,0.0003692728298119,0.0835123433282257,0.0849598928210887,500.0,-0.0475509756944481,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,3,1.0,0.0215548459573979,0.0479346570964761,0.0476760772374489,0.0381587769205074,0.0592700441550509,0.0053982829950898,0.000241418554776,0.0474614767291151,0.0484078374638372,500.0,-0.0263798111390782,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,4,0.1,0.0673244311624635,0.2265681284522568,0.225991856896181,0.1976322410603343,0.2555706472965949,0.0149739932600143,0.0006696573364803,0.2252556000727554,0.2278806568317583,500.0,-0.1592436972897933,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,4,0.5,0.0287408734362658,0.0888994477989417,0.0885928344607539,0.0783959273997919,0.1028566494746533,0.0061139104626063,0.0002734223880546,0.0883635399183545,0.0894353556795289,500.0,-0.0601585743626759,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g0,V15Q_g0_field_markovized,field_markovized,4,1.0,0.0166536146796183,0.0467516829120711,0.0465630826984458,0.0405401908273239,0.0542683457964452,0.0035836645657719,0.0001602663515524,0.0464375608630282,0.0470658049611139,500.0,-0.0300980682324527,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,2,0.1,0.1204033037661005,0.0596802585918738,0.0588393267907979,0.0321779522980749,0.0916327682425118,0.0156850947961215,0.0007014587639531,0.0583053994145257,0.0610551177692219,500.0,0.0607230451742267,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,2,0.5,0.0532087785437166,0.0282209910563825,0.0276952493484637,0.0140589679610031,0.0447838694831485,0.007643733393668,0.0003418381494025,0.0275509882835535,0.0288909938292115,500.0,0.024987787487334,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,2,1.0,0.0319655443131195,0.0176286128957045,0.017404529719606,0.0089146267756092,0.0267180318451518,0.0046184276381017,0.0002065423629591,0.0172237898643044,0.0180334359271045,500.0,0.014336931417415,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,3,0.1,0.0870826705894981,0.0707879442780867,0.0697606757204149,0.0494921206031118,0.0987493211042362,0.0124193297517037,0.0005554093111959,0.0696993420281427,0.0718765465280307,500.0,0.0162947263114113,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,3,0.5,0.0374928855759238,0.0314425777532293,0.0311818437176919,0.0215500831790498,0.0423228359436526,0.0054799798177287,0.0002450721477553,0.0309622363436287,0.0319229191628298,500.0,0.0060503078226945,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,3,1.0,0.0219980841734593,0.0190255943960112,0.0190067047391817,0.012362414203255,0.0259946507467468,0.003362323248221,0.000150367666907,0.0187308737688735,0.0193203150231489,500.0,0.002972489777448,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,4,0.1,0.0710827713466932,0.0855179304834296,0.0854225124303868,0.0651822057335459,0.1078056048022616,0.0108721524355832,0.000486217438154,0.0845649443046476,0.0864709166622117,500.0,-0.0144351591367364,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,4,0.5,0.0302648013407193,0.0368312670624967,0.0368456707075851,0.0284699328532537,0.0463149553495465,0.0045777568878856,0.0002047235117156,0.0364300089795341,0.0372325251454593,500.0,-0.0065664657217774,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g0,V15Q_g0_field_persistent,field_persistent,4,1.0,0.0175446132151076,0.0213028749901173,0.0212793414032983,0.0166591518980473,0.0265087355328728,0.0026519290287211,0.0001185978715945,0.0210704231617921,0.0215353268184426,500.0,-0.0037582617750097,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,2,0.1,0.1292049160319177,0.1084925847526507,0.1087857327505216,0.0678509603150356,0.1485801680959391,0.0205403418979638,0.0009185920152986,0.1066921444026652,0.1102930251026361,500.0,0.0207123312792669,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,2,0.5,0.0564540428148728,0.0514771071160362,0.0514224797163702,0.0322958142719491,0.0722324880869803,0.0102960356509519,0.0004604527122857,0.0505746197999561,0.0523795944321164,500.0,0.0049769356988365,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,2,1.0,0.0335840944307785,0.0315892053073954,0.0312481647202077,0.020188830426937,0.0448095078326378,0.0063901711969466,0.0002857771436846,0.0310290821057734,0.0321493285090173,500.0,0.0019948891233831,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,3,0.1,0.0894892562344067,0.1265635423961756,0.1263747942519432,0.0980400431044984,0.1584532670598823,0.0151027616363678,0.0006754160333378,0.1252397269708333,0.1278873578215179,500.0,-0.0370742861617688,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,3,0.5,0.0386095424412091,0.0549023997236615,0.0548365862962406,0.0417249345751965,0.0684910600595791,0.0068703392300765,0.0003072509109386,0.0543001879382217,0.0555046115091014,500.0,-0.0162928572824524,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,3,1.0,0.0226277384416883,0.0320169294215294,0.0318451165951616,0.0247438048793937,0.0396001211573661,0.0040737208191362,0.0001821823334588,0.03165985204795,0.0323740067951089,500.0,-0.009389190979841,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,4,0.1,0.0718396950863468,0.149427235080464,0.1493934546637622,0.121992584985504,0.1786645285943352,0.0140363771714893,0.0006277258702655,0.1481968923747436,0.1506575777861845,500.0,-0.0775875399941172,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,4,0.5,0.0306608977027007,0.0604587101580367,0.0605849437621448,0.0502765906506364,0.0705549781742187,0.0053501652318562,0.0002392666629857,0.0599897474985847,0.0609276728174888,500.0,-0.0297978124553359,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g0,V15Q_g0_field_scrambled,field_scrambled,4,1.0,0.0177487388034986,0.0332140051719624,0.0330801070929496,0.0273441587555638,0.0400308094305198,0.0031530611131795,0.0001410091797256,0.0329376271797002,0.0334903831642246,500.0,-0.0154652663684637,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,2,0.1,0.0464130150963323,0.0680569858536874,0.0675231062831227,0.036915354618148,0.103301069722402,0.0172747103685398,0.0007725485335135,0.0665427907280009,0.0695711809793739,500.0,-0.0216439707573551,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,2,0.5,0.0207705226756968,0.0340607256014162,0.0333741870230105,0.0188792383525843,0.0532404591758424,0.0086722080785743,0.0003878329355742,0.0333005730476905,0.0348208781551418,500.0,-0.0132902029257193,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,2,1.0,0.0127349875693428,0.0234289836402045,0.023038518741065,0.0124918209712493,0.0371974049515534,0.0063766370519689,0.0002851718783209,0.0228700467586955,0.0239879205217135,500.0,-0.0106939960708616,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,3,0.1,0.0364220491587711,0.0901236034350459,0.0894252178341441,0.0625165792453122,0.123105310581478,0.0152291010591659,0.0006810661040901,0.0887887138710292,0.0914584929990627,500.0,-0.0537015542762747,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,3,0.5,0.0161344928909869,0.043343694296887,0.0427330737862792,0.0294899379785928,0.0602439315242306,0.0079715925828411,0.0003565004580833,0.0426449533990437,0.0440424351947303,500.0,-0.0272092014059001,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,3,1.0,0.0097751525463582,0.026893553676244,0.0266116040131535,0.0178459711628464,0.0374099140438377,0.0051408947195012,0.0002299078011594,0.0264429343859714,0.0273441729665166,500.0,-0.0171184011298858,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,4,0.1,0.0319807592490584,0.1134774912280016,0.1129333976113641,0.0870852776385008,0.1410813247613413,0.0145194979442026,0.0006493316880481,0.1122048011194273,0.1147501813365759,500.0,-0.0814967319789432,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,4,0.5,0.0140475116275904,0.050268013764687,0.0498394592396592,0.0395992236765283,0.062391745770974,0.0058574362763204,0.0002619525137545,0.0497545868377282,0.0507814406916459,500.0,-0.0362205021370965,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g1,V15Q_g1_nominal_markovized,nominal_markovized,4,1.0,0.008428204711211,0.0295768377526128,0.0294542240697514,0.0226091989904235,0.0371782775462241,0.0037789964861191,0.0001690018605939,0.0292455941058487,0.0299080813993768,500.0,-0.0211486330414017,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,2,0.1,0.1223220176531247,0.1164677334361498,0.1151036098825019,0.0764826379282956,0.159899252601964,0.0209335267541893,0.0009361757766235,0.1146328289139676,0.1183026379583319,500.0,0.0058542842169748,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,2,0.5,0.053470485215057,0.0546623970470261,0.0541990159478639,0.0350589779960715,0.0753246147560684,0.0103632844408812,0.0004634601695995,0.053754015114611,0.0555707789794412,500.0,-0.001191911831969,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,2,1.0,0.0318601078048768,0.0340883093366003,0.034054188812239,0.0218900871216791,0.047150673541498,0.0064293385793884,0.0002875287622774,0.0335247529625364,0.0346518657106642,500.0,-0.0022282015317235,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,3,0.1,0.0872658229908784,0.1358802523273892,0.135084335114115,0.1071793985510249,0.171667915492298,0.0160179287549196,0.0007163435510949,0.1344762189672431,0.1372842856875354,500.0,-0.0486144293365107,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,3,0.5,0.0375403356000198,0.0593013483140578,0.059255945407429,0.0469170558225928,0.0729491354036851,0.0066798009537151,0.0002987297801735,0.0587158379449178,0.0598868586831979,500.0,-0.0217610127140379,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,3,1.0,0.0219860348231169,0.0345083900465849,0.0344139085768176,0.0264260312997909,0.0435895865604366,0.0042282132927352,0.0001890914469184,0.0341377708106247,0.0348790092825451,500.0,-0.012522355223468,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,4,0.1,0.0690260080909028,0.1594394051622723,0.1591637686739923,0.1329500185752471,0.1859904509969511,0.0135608256937564,0.0006064585616453,0.1582507463814475,0.1606280639430971,500.0,-0.0904133970713695,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,4,0.5,0.0293827826035961,0.064600123296899,0.0644991989123345,0.0538977099239446,0.0762704593446402,0.0054164047940557,0.0002422289862632,0.0641253544838229,0.065074892109975,500.0,-0.0352173406933028,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g1,V15Q_g1_field_markovized,field_markovized,4,1.0,0.0170174039673745,0.0353548030230326,0.0351812897646483,0.0298605196071043,0.0424201398641681,0.003194719719403,0.0001428722092328,0.0350747734929362,0.0356348325531291,500.0,-0.0183373990556581,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g1,V15Q_g1_field_persistent,field_persistent,2,0.1,0.1479167748813253,0.1311658263748958,0.1304260762411661,0.0916157286798063,0.1752632960573078,0.0222519357796389,0.0009951368206846,0.1292153582063539,0.1331162945434378,500.0,0.0167509485064294,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g1,V15Q_g1_field_persistent,field_persistent,2,0.5,0.0640797835256836,0.0617497112657946,0.0614077343192449,0.0417517958088268,0.0828522522643707,0.0105871919820263,0.000473473619253,0.0608217029720586,0.0626777195595305,500.0,0.0023300722598889,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g1,V15Q_g1_field_persistent,field_persistent,2,1.0,0.0378539115597057,0.0375598997906925,0.0371772976275916,0.0264564145577711,0.0516960001174038,0.0067199454551806,0.0003005250968574,0.0369708706008518,0.0381489289805332,500.0,0.0002940117690131,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g1,V15Q_g1_field_persistent,field_persistent,3,0.1,0.1000216162750961,0.1515150531569099,0.1517297136727263,0.1230017670502586,0.1808536717465465,0.0154358813084639,0.0006903135979668,0.1501620385048949,0.152868067808925,500.0,-0.0514934368818138,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g1,V15Q_g1_field_persistent,field_persistent,3,0.5,0.0427393811280324,0.0647483123520047,0.0643926041396333,0.0525003247306399,0.0806382931694254,0.0072555877239839,0.0003244797473508,0.064112332047197,0.0653842926568123,500.0,-0.0220089312239723,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g1,V15Q_g1_field_persistent,field_persistent,3,1.0,0.0248717517730332,0.0371406385597358,0.0368604306079332,0.0292328849383699,0.0459844995412399,0.0042492717262635,0.0001900332086958,0.036768173470692,0.0375131036487797,500.0,-0.0122688867867026,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g1,V15Q_g1_field_persistent,field_persistent,4,0.1,0.0785980422659942,0.1742624828588023,0.1740941584879289,0.148622218344865,0.1999712897222676,0.0134876904792452,0.0006031878554213,0.1730802346621764,0.1754447310554282,500.0,-0.095664440592808,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g1,V15Q_g1_field_persistent,field_persistent,4,0.5,0.0332493000353526,0.0694984292335269,0.0697338880266061,0.0585954761880123,0.0800383437085594,0.0056623911550472,0.0002532298307575,0.0690020987652421,0.0699947597018118,500.0,-0.0362491291981742,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g1,V15Q_g1_field_persistent,field_persistent,4,1.0,0.0191433053319202,0.0375049729463106,0.0372709748250522,0.0315803878610796,0.0437591921330727,0.0032286665257061,0.0001443903565631,0.0372219678474468,0.0377879780451743,500.0,-0.0183616676143903,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g1,V15Q_g1_field_scrambled,field_scrambled,2,0.1,0.1662693580228362,0.0816277933569388,0.082123792088759,0.0476279126287712,0.119113993972423,0.0183188181724575,0.0008192424540214,0.0800220781470568,0.0832335085668209,500.0,0.0846415646658973,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g1,V15Q_g1_field_scrambled,field_scrambled,2,0.5,0.0735102789242033,0.0366020484268335,0.0360712746732005,0.0212227465870614,0.0540204147778557,0.0085593791650611,0.0003827870731654,0.0358517857634292,0.0373523110902378,500.0,0.0369082304973697,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g1,V15Q_g1_field_scrambled,field_scrambled,2,1.0,0.0439047074741692,0.0222491172993953,0.0220645075217215,0.0127885219446484,0.0319748400668161,0.0050293942550301,0.0002249213487978,0.0218082714557514,0.0226899631430392,500.0,0.0216555901747738,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g1,V15Q_g1_field_scrambled,field_scrambled,3,0.1,0.0991713148638832,0.0922927646035026,0.0920532854781605,0.0675524479657972,0.1187205883455065,0.0134986647638335,0.0006036786403482,0.09110955446842,0.0934759747385852,500.0,0.0068785502603806,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g1,V15Q_g1_field_scrambled,field_scrambled,3,0.5,0.0425005641699166,0.0396811912916567,0.0395397557554376,0.028699768241036,0.0517969335098868,0.0058417895319794,0.000261252770075,0.0391691358623096,0.0401932467210039,500.0,0.0028193728782598,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g1,V15Q_g1_field_scrambled,field_scrambled,3,1.0,0.0247373168318629,0.0233541379589497,0.0232996924547163,0.0169244114039818,0.0300427750950814,0.0032399893404482,0.0001448967282323,0.0230701403716143,0.023638135546285,500.0,0.0013831788729132,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g1,V15Q_g1_field_scrambled,field_scrambled,4,0.1,0.0769089816876895,0.109058578255995,0.1089100940845552,0.0867392892351947,0.1324585385965892,0.0117472560486968,0.0005253532614796,0.1080288858634949,0.110088270648495,500.0,-0.0321495965683054,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g1,V15Q_g1_field_scrambled,field_scrambled,4,0.5,0.0325703287165306,0.0444976747208013,0.0444471543583737,0.0352821002685475,0.0539605458772502,0.0047643905519359,0.0002130700229097,0.0440800574758982,0.0449152919657044,500.0,-0.0119273460042707,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g1,V15Q_g1_field_scrambled,field_scrambled,4,1.0,0.0187286381379697,0.0247721584224972,0.0246462143652359,0.0194691917093595,0.0304712001225003,0.0028286901611756,0.0001265028697534,0.0245242127977804,0.025020104047214,500.0,-0.0060435202845274,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g2,V15Q_g2_nominal_markovized,nominal_markovized,2,0.1,0.0430799316561343,0.0737011890359976,0.072802596504656,0.040015203040355,0.1078525462605565,0.0171183605414249,0.0007655563566795,0.0722006985769057,0.0752016794950895,500.0,-0.0306212573798633,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g2,V15Q_g2_nominal_markovized,nominal_markovized,2,0.5,0.0192479241949938,0.0382715135694032,0.0375267972133736,0.0208213995124747,0.0614521713497644,0.0105280160859179,0.0004708271927264,0.0373486922716593,0.0391943348671471,500.0,-0.0190235893744093,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g2,V15Q_g2_nominal_markovized,nominal_markovized,2,1.0,0.0117789716957899,0.0254671080281811,0.0250045411983997,0.0141731733398372,0.0406567073332523,0.0067483563539987,0.0003017956708786,0.0248755885132589,0.0260586275431033,500.0,-0.0136881363323912,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g2,V15Q_g2_nominal_markovized,nominal_markovized,3,0.1,0.0380408271998638,0.0995498771528746,0.0984976204664999,0.0724652834062834,0.1287450851217501,0.0154817250952475,0.0006923637944387,0.0981928441157747,0.1009069101899746,500.0,-0.0615090499530108,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g2,V15Q_g2_nominal_markovized,nominal_markovized,3,0.5,0.0167894236806422,0.0479596184875919,0.0477922524013388,0.0330429573358965,0.065080058437265,0.00796468904214,0.0003561917223574,0.0472614827117712,0.0486577542634125,500.0,-0.0311701948069496,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g2,V15Q_g2_nominal_markovized,nominal_markovized,3,1.0,0.0101285801479534,0.0297739068098913,0.029755165752404,0.0206889301130509,0.0409437165839991,0.0051421211670877,0.0002299626495629,0.0293231800167478,0.0302246336030347,500.0,-0.0196453266619378,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g2,V15Q_g2_nominal_markovized,nominal_markovized,4,0.1,0.0330379618737719,0.126938191675998,0.1265661033159024,0.1025676198074126,0.152929999217222,0.0134238962974162,0.0006003348928786,0.125761535285956,0.1281148480660401,500.0,-0.093900229802226,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g2,V15Q_g2_nominal_markovized,nominal_markovized,4,0.5,0.0144364295488582,0.0554311572517818,0.0547109978124821,0.0443291020951918,0.0690218248010832,0.0064125275661912,0.0002867769509118,0.0548690744279945,0.0559932400755691,500.0,-0.0409947277029236,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g2,V15Q_g2_nominal_markovized,nominal_markovized,4,1.0,0.0086105239821111,0.0322090592589809,0.032037531353864,0.025550198810032,0.0402293637596814,0.0038664458234453,0.0001729127138508,0.0318701503398332,0.0325479681781286,500.0,-0.0235985352768698,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g2,V15Q_g2_field_markovized,field_markovized,2,0.1,0.1141344299783187,0.1368032215535787,0.1348061073655467,0.0932786978047068,0.190569441599911,0.0241629732287623,0.0010806010135604,0.1346852435670003,0.1389211995401571,500.0,-0.02266879157526,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g2,V15Q_g2_field_markovized,field_markovized,2,0.5,0.0505242426298608,0.0664652436579214,0.0657070694402194,0.0448281179572913,0.0912877621384549,0.0121073737044521,0.0005414582126429,0.0654039855611412,0.0675265017547016,500.0,-0.0159410010280606,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g2,V15Q_g2_field_markovized,field_markovized,2,1.0,0.0303717011192205,0.0417508943090505,0.0414742711521464,0.0289129693137832,0.056827912141787,0.0074880492988543,0.0003348757450221,0.041094537848807,0.0424072507692939,500.0,-0.0113791931898299,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g2,V15Q_g2_field_markovized,field_markovized,3,0.1,0.086637668245792,0.1628670128260882,0.1629835896438752,0.126461800322372,0.1974201006564817,0.0178087549014287,0.0007964317310845,0.1613060066331625,0.1644280190190139,500.0,-0.0762293445802961,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g2,V15Q_g2_field_markovized,field_markovized,3,0.5,0.0376216286817418,0.072413645247305,0.0718696196935699,0.0572461314155808,0.088588241501123,0.0079805035014393,0.0003568989664778,0.0717141232730083,0.0731131672216016,500.0,-0.0347920165655631,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g2,V15Q_g2_field_markovized,field_markovized,3,1.0,0.0221764986373138,0.0419562529687249,0.0415535103561563,0.032487270194852,0.0526302823516522,0.0050585321286257,0.0002262244341194,0.0415128530778507,0.0423996528595991,500.0,-0.0197797543314111,post_reconstruction_floor_uncertainty_audit
qwen,V15Q_g2,V15Q_g2_field_markovized,field_markovized,4,0.1,0.0707565584772374,0.1931014051162487,0.1931583586019034,0.1648595413023749,0.2238999551982091,0.01452634864329,0.0006496380606251,0.1918281145174234,0.1943746957150741,500.0,-0.1223448466390112,post_reconstruction_floor_uncertainty_audit
