source,sweep,phase,independent_clusters,bootstrap_replicates,belief,belief_ci_low,belief_ci_high,action,action_ci_low,action_ci_high,overlap,overlap_ci_low,overlap_ci_high,energy,energy_ci_low,energy_ci_high,entropy,entropy_ci_low,entropy_ci_high,susceptibility,susceptibility_ci_low,susceptibility_ci_high,correlation_time,correlation_time_ci_low,correlation_time_ci_high,response,response_ci_low,response_ci_high
Kinetic surrogate,29,disruption,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.3418683245892755,1.2007636666896124,1.4852974179875424
Kinetic surrogate,30,disruption,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.3418683245892755,1.2021679413485018,1.4852017427162725
Kinetic surrogate,31,recovery,6,10000,0.0,0.0,0.0,0.020833333333333332,-0.20833333333333334,0.20833333333333334,0.5208333333333334,0.375,0.6458333333333334,-1.398263888888889,-1.528498263888889,-1.2836805555555555,1.054920167986144,1.054920167986144,1.054920167986144,0.09620253164556958,0.057014767932489434,0.14156118143459911,5.422083010809236,2.9253881577344227,7.996683855858694,6.137308407912905,4.047728834271276,8.233314529141067
Kinetic surrogate,32,recovery,6,10000,0.0,0.0,0.0,-0.041666666666666664,-0.08333333333333333,0.0,0.9583333333333334,0.9166666666666666,1.0,-1.7347222222222223,-1.826388888888889,-1.664236111111111,1.722062406982764,1.6595302294136431,1.7783382047213685,0.09620253164556958,0.056777426160337534,0.14132383966244721,5.024149080363179,2.87416428600263,7.277980490784588,2.20172103799398,1.8329408461896666,2.6220822484413713
Kinetic surrogate,33,recovery,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,2.036301933133313,1.96956188598706,2.1046641514731377,0.09620253164556958,0.05701476793248945,0.14156118143459911,5.024149080363179,2.8741642860026295,7.277980490784588,2.0568562931206675,1.614842162068946,2.563610917388838
Kinetic surrogate,34,recovery,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,2.029075946503848,1.9347914742566363,2.115300412186444,0.09620253164556958,0.05701476793248945,0.14132383966244721,5.024149080363179,2.8741642860026295,7.259032213143244,2.058125897048817,1.62651518815927,2.5542533449504083
Kinetic surrogate,35,recovery,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,1.6418781328528258,1.5349933908896805,1.745288320725886,0.09620253164556958,0.05677742616033755,0.14156118143459911,5.6569793048821895,3.152205707071797,8.274404407323845,1.847441225150362,1.368092492611469,2.3956663744014213
Kinetic surrogate,36,recovery,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,0.656340593095594,0.5237218167825496,0.779213891914485,0.0,0.0,0.0,1.0,1.0,1.0,1.0672992271331558,0.8983068139934834,1.2368245722375557
Kinetic surrogate,37,recovery,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,0.06388188540090857,0.0,0.1526767064902154,0.0,0.0,0.0,1.0,1.0,1.0,1.3048418910420445,1.150322335859032,1.4699880944853467
Kinetic surrogate,38,recovery,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.3418683245892755,1.2000227177843874,1.4852974179875424
Kinetic surrogate,39,recovery,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.3418683245892755,1.2004549752391542,1.4852017427162725
Kinetic surrogate,40,recovery,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.3418683245892755,1.2004549752391545,1.4852974179875424
Kinetic surrogate,41,recovery,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.3418683245892755,1.2007636666896124,1.4852017427162725
Kinetic surrogate,42,recovery,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8687500000000001,-1.6854166666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.3418683245892755,1.2007636666896122,1.4852017427162725
Kinetic surrogate,43,recovery,6,10000,0.0,0.0,0.0,0.020833333333333332,0.0,0.0625,0.9791666666666666,0.9375,1.0,-1.7649305555555557,-1.8687500000000001,-1.6611111111111112,0.019484474856255166,0.0,0.05845342456876549,0.0,0.0,0.0,1.0,1.0,1.0,1.6062081708466998,1.260586244045467,2.0815566026282166
Kinetic surrogate,44,recovery,6,10000,0.0,0.0,0.0,0.020833333333333332,0.0,0.0625,0.9791666666666666,0.9375,1.0,-1.7649305555555557,-1.8687500000000001,-1.6611111111111108,0.0888606401228831,0.0,0.2665819203686493,0.0,0.0,0.0,1.0,1.0,1.0,1.5933258478046621,1.2605862440454672,2.0960476093267704
Kinetic surrogate,45,recovery,6,10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.7770833333333333,-1.8916666666666666,-1.6854166666666666,0.09136350928161703,0.0,0.2740905278448511,0.0,0.0,0.0,1.0,1.0,1.0,1.2940026397839086,1.104723605628421,1.4817938626172877
