run_id,application,regime,information_condition,method,environment_seed,operator_seed,rl_seed,status,active_incidents,agent_message_bytes,agent_messages,beneficial_interventions,commitment_changes,complete_causal_chains,conservation_feasible,cumulative_critical_unserved_load,cumulative_weighted_unmet_need,first_pass_valid,first_request_step,first_visible_collapse_step,generated_tokens,harmful_interventions,llm_calls,llm_latency_seconds,material_actions_accepted,material_actions_next_stage,material_actions_reached_service,maximum_conservation_residual,maximum_operator_workload,maximum_queue_length,mean_counterfactual_effect,mean_queue_wait_steps,missed_activation,nominal_false_activation,operator_interventions,operator_minutes,operator_requests,operator_workload_auc,pre_disruption_false_activation,primary_outcome,prompt_tokens,service_loss_auc,structured_attempts,thermodynamic_sketch_bytes,thermodynamic_sketch_messages,timely_activation,tool_calls,valid_after_repair,wall_clock_seconds
implementation_pilot_v3_human-commercial-autonomy_no_operator-partition-private_fragmented-e24001-o124001-rnone,commercial,partition,private_fragmented,autonomy_no_operator,24001,124001,,complete,1,224,1,0,0,0,True,,,1,,,0,0,0,0.0,1,1,1,0.0,0.0,0,0.0,0.0,True,False,0,0.0,0,0.0,False,3.4507200000000013,0,3.4507200000000013,1,100413,460,False,1,1,0.15683094499399886
implementation_pilot_v3_human-commercial-autonomy_no_operator-partition-private_fragmented-e24002-o124002-rnone,commercial,partition,private_fragmented,autonomy_no_operator,24002,124002,,complete,1,224,1,0,0,0,True,,,1,,,0,0,0,0.0,1,1,1,0.0,0.0,0,0.0,0.0,True,False,0,0.0,0,0.0,False,3.4507200000000013,0,3.4507200000000013,1,100413,460,False,1,1,0.15813596599036828
implementation_pilot_v3_human-commercial-autonomy_no_operator-partition-private_fragmented-e24003-o124003-rnone,commercial,partition,private_fragmented,autonomy_no_operator,24003,124003,,complete,1,224,1,0,0,0,True,,,1,,,0,0,0,0.0,1,1,1,0.0,0.0,0,0.0,0.0,True,False,0,0.0,0,0.0,False,3.4507200000000013,0,3.4507200000000013,1,100413,460,False,1,1,0.15944554598536342
implementation_pilot_v3_human-commercial-autonomy_no_operator-partition-private_fragmented-e24004-o124004-rnone,commercial,partition,private_fragmented,autonomy_no_operator,24004,124004,,complete,1,224,1,0,0,0,True,,,1,,,0,0,0,0.0,1,1,1,0.0,0.0,0,0.0,0.0,True,False,0,0.0,0,0.0,False,3.4507200000000013,0,3.4507200000000013,1,100413,460,False,1,1,0.15698771900497377
implementation_pilot_v3_human-commercial-autonomy_no_operator-partition-private_fragmented-e24005-o124005-rnone,commercial,partition,private_fragmented,autonomy_no_operator,24005,124005,,complete,1,224,1,0,0,0,True,,,1,,,0,0,0,0.0,1,1,1,0.0,0.0,0,0.0,0.0,True,False,0,0.0,0,0.0,False,3.4507200000000013,0,3.4507200000000013,1,100413,460,False,1,1,0.16666488000191748
implementation_pilot_v3_human-commercial-thermohitl_v4_rule-partition-private_fragmented-e24001-o124001-rnone,commercial,partition,private_fragmented,thermohitl_v4_rule,24001,124001,,complete,1,224,1,0,2,0,True,,,1,7,,0,0,0,0.0,1,1,1,0.0,0.34,0,0.0,0.0,False,False,1,8.0,1,0.7600000000000001,False,3.4507200000000013,0,3.4507200000000013,1,100582,460,True,1,1,0.23203295900020748
implementation_pilot_v3_human-commercial-thermohitl_v4_rule-partition-private_fragmented-e24002-o124002-rnone,commercial,partition,private_fragmented,thermohitl_v4_rule,24002,124002,,complete,1,224,1,0,2,0,True,,,1,7,,0,0,0,0.0,1,1,1,0.0,0.34,0,0.0,0.0,False,False,1,8.0,1,0.7600000000000001,False,3.4507200000000013,0,3.4507200000000013,1,100582,460,True,1,1,0.24366712395567447
implementation_pilot_v3_human-commercial-thermohitl_v4_rule-partition-private_fragmented-e24003-o124003-rnone,commercial,partition,private_fragmented,thermohitl_v4_rule,24003,124003,,complete,1,224,1,0,2,0,True,,,1,7,,0,0,0,0.0,1,1,1,0.0,0.34,0,0.0,0.0,False,False,1,8.0,1,0.7600000000000001,False,3.4507200000000013,0,3.4507200000000013,1,100582,460,True,1,1,0.2235168669722043
implementation_pilot_v3_human-commercial-thermohitl_v4_rule-partition-private_fragmented-e24004-o124004-rnone,commercial,partition,private_fragmented,thermohitl_v4_rule,24004,124004,,complete,1,224,1,0,2,0,True,,,1,7,,0,0,0,0.0,1,1,1,0.0,0.34,0,0.0,0.0,False,False,1,8.0,1,0.7600000000000001,False,3.4507200000000013,0,3.4507200000000013,1,100582,460,True,1,1,0.21688363200519234
implementation_pilot_v3_human-commercial-thermohitl_v4_rule-partition-private_fragmented-e24005-o124005-rnone,commercial,partition,private_fragmented,thermohitl_v4_rule,24005,124005,,complete,1,224,1,0,1,0,True,,,1,7,,0,0,0,0.0,1,1,1,0.0,0.34,0,0.0,0.0,False,False,1,8.0,1,0.7600000000000001,False,3.4507200000000013,0,3.4507200000000013,1,100413,460,True,1,1,0.22458099102368578
implementation_pilot_v3_human-commercial-autonomy_no_operator-compound-private_fragmented-e24001-o124001-rnone,commercial,compound,private_fragmented,autonomy_no_operator,24001,124001,,complete,3,447,2,0,0,0,True,,,3,,,0,0,0,0.0,3,3,2,0.0,0.0,0,0.0,0.0,True,False,0,0.0,0,0.0,False,12.836342400000001,0,12.836342400000001,3,100732,460,False,3,3,0.16373986803228036
implementation_pilot_v3_human-commercial-autonomy_no_operator-compound-private_fragmented-e24002-o124002-rnone,commercial,compound,private_fragmented,autonomy_no_operator,24002,124002,,complete,3,447,2,0,0,0,True,,,3,,,0,0,0,0.0,3,3,3,0.0,0.0,0,0.0,0.0,True,False,0,0.0,0,0.0,False,10.019251200000003,0,10.019251200000003,3,100885,460,False,3,3,0.17365074198460206
implementation_pilot_v3_human-commercial-autonomy_no_operator-compound-private_fragmented-e24003-o124003-rnone,commercial,compound,private_fragmented,autonomy_no_operator,24003,124003,,complete,3,447,2,0,0,0,True,,,3,,,0,0,0,0.0,3,3,2,0.0,0.0,0,0.0,0.0,True,False,0,0.0,0,0.0,False,12.836342400000001,0,12.836342400000001,3,100732,460,False,3,3,0.16603018500609323
implementation_pilot_v3_human-commercial-autonomy_no_operator-compound-private_fragmented-e24004-o124004-rnone,commercial,compound,private_fragmented,autonomy_no_operator,24004,124004,,complete,3,447,2,0,0,0,True,,,3,,,0,0,0,0.0,3,3,2,0.0,0.0,0,0.0,0.0,True,False,0,0.0,0,0.0,False,12.836342400000001,0,12.836342400000001,3,100732,460,False,3,3,0.16697715205373242
implementation_pilot_v3_human-commercial-autonomy_no_operator-compound-private_fragmented-e24005-o124005-rnone,commercial,compound,private_fragmented,autonomy_no_operator,24005,124005,,complete,3,447,2,0,0,0,True,,,3,,,0,0,0,0.0,3,3,3,0.0,0.0,0,0.0,0.0,True,False,0,0.0,0,0.0,False,10.019251200000003,0,10.019251200000003,3,100885,460,False,3,3,0.16505433799466118
implementation_pilot_v3_human-commercial-thermohitl_v4_rule-compound-private_fragmented-e24001-o124001-rnone,commercial,compound,private_fragmented,thermohitl_v4_rule,24001,124001,,complete,3,447,2,1,4,1,True,,,3,7,,0,0,0,0.0,3,3,3,0.0,0.48000000000000004,3,0.3841488000000002,1.0,False,False,2,16.0,5,1.98,False,10.019251200000003,0,10.019251200000003,3,101007,460,True,3,3,0.3093743880162947
implementation_pilot_v3_human-commercial-thermohitl_v4_rule-compound-private_fragmented-e24002-o124002-rnone,commercial,compound,private_fragmented,thermohitl_v4_rule,24002,124002,,complete,3,447,2,0,3,0,True,,,3,7,,0,0,0,0.0,3,3,3,0.0,0.48000000000000004,3,0.0,1.0,False,False,2,16.0,5,1.98,False,10.019251200000003,0,10.019251200000003,3,101007,460,True,3,3,0.30599442799575627
implementation_pilot_v3_human-commercial-thermohitl_v4_rule-compound-private_fragmented-e24003-o124003-rnone,commercial,compound,private_fragmented,thermohitl_v4_rule,24003,124003,,complete,3,447,2,1,3,1,True,,,3,7,,0,0,0,0.0,3,3,3,0.0,0.48000000000000004,3,0.3841488000000002,1.0,False,False,2,16.0,5,1.98,False,10.019251200000003,0,10.019251200000003,3,101007,460,True,3,3,0.3033089920063503
implementation_pilot_v3_human-commercial-thermohitl_v4_rule-compound-private_fragmented-e24004-o124004-rnone,commercial,compound,private_fragmented,thermohitl_v4_rule,24004,124004,,complete,3,447,2,1,4,1,True,,,3,7,,0,0,0,0.0,3,3,3,0.0,0.48000000000000004,3,0.3841488000000002,1.0,False,False,2,16.0,5,1.98,False,10.019251200000003,0,10.019251200000003,3,101007,460,True,3,3,0.30132153700105846
implementation_pilot_v3_human-commercial-thermohitl_v4_rule-compound-private_fragmented-e24005-o124005-rnone,commercial,compound,private_fragmented,thermohitl_v4_rule,24005,124005,,complete,3,447,2,0,3,0,True,,,3,7,,0,0,0,0.0,3,3,3,0.0,0.48000000000000004,3,0.0,1.0,False,False,2,16.0,5,1.98,False,10.019251200000003,0,10.019251200000003,3,100885,460,True,3,3,0.2979451469727792
implementation_pilot_v3_human-humanitarian-autonomy_no_operator-telemetry_integrity-private_fragmented-e24001-o124001-rnone,humanitarian,telemetry_integrity,private_fragmented,autonomy_no_operator,24001,124001,,complete,1,0,0,0,0,0,True,,7.257600000000002,1,,,0,0,0,0.0,1,1,0,0.0,0.0,0,0.0,0.0,True,False,0,0.0,0,0.0,False,7.257600000000002,0,7.257600000000002,1,128346,600,False,1,1,0.16643512900918722
implementation_pilot_v3_human-humanitarian-autonomy_no_operator-telemetry_integrity-private_fragmented-e24002-o124002-rnone,humanitarian,telemetry_integrity,private_fragmented,autonomy_no_operator,24002,124002,,complete,1,0,0,0,0,0,True,,3.4507200000000013,1,,,0,0,0,0.0,1,1,1,0.0,0.0,0,0.0,0.0,True,False,0,0.0,0,0.0,False,3.4507200000000013,0,3.4507200000000013,1,128625,600,False,1,1,0.17264405702007934
implementation_pilot_v3_human-humanitarian-autonomy_no_operator-telemetry_integrity-private_fragmented-e24003-o124003-rnone,humanitarian,telemetry_integrity,private_fragmented,autonomy_no_operator,24003,124003,,complete,1,0,0,0,0,0,True,,7.257600000000002,1,,,0,0,0,0.0,1,1,0,0.0,0.0,0,0.0,0.0,True,False,0,0.0,0,0.0,False,7.257600000000002,0,7.257600000000002,1,128346,600,False,1,1,0.16419756598770618
implementation_pilot_v3_human-humanitarian-autonomy_no_operator-telemetry_integrity-private_fragmented-e24004-o124004-rnone,humanitarian,telemetry_integrity,private_fragmented,autonomy_no_operator,24004,124004,,complete,1,0,0,0,0,0,True,,3.4507200000000013,1,,,0,0,0,0.0,1,1,1,0.0,0.0,0,0.0,0.0,True,False,0,0.0,0,0.0,False,3.4507200000000013,0,3.4507200000000013,1,128625,600,False,1,1,0.16173208598047495
implementation_pilot_v3_human-humanitarian-autonomy_no_operator-telemetry_integrity-private_fragmented-e24005-o124005-rnone,humanitarian,telemetry_integrity,private_fragmented,autonomy_no_operator,24005,124005,,complete,1,0,0,0,0,0,True,,7.257600000000002,1,,,0,0,0,0.0,1,1,0,0.0,0.0,0,0.0,0.0,True,False,0,0.0,0,0.0,False,7.257600000000002,0,7.257600000000002,1,128346,600,False,1,1,0.16202574700582772
implementation_pilot_v3_human-humanitarian-thermohitl_v4_rule-telemetry_integrity-private_fragmented-e24001-o124001-rnone,humanitarian,telemetry_integrity,private_fragmented,thermohitl_v4_rule,24001,124001,,complete,1,0,0,1,2,1,True,,3.4507200000000013,1,7,,0,0,0,0.0,1,1,1,0.0,0.34,0,1.0382399999999996,0.0,False,False,1,8.0,1,0.7600000000000001,False,3.4507200000000013,0,3.4507200000000013,1,128898,600,True,1,1,0.2335709750186652
implementation_pilot_v3_human-humanitarian-thermohitl_v4_rule-telemetry_integrity-private_fragmented-e24002-o124002-rnone,humanitarian,telemetry_integrity,private_fragmented,thermohitl_v4_rule,24002,124002,,complete,1,0,0,0,2,0,True,,3.4507200000000013,1,7,,0,0,0,0.0,1,1,1,0.0,0.34,0,0.0,0.0,False,False,1,8.0,1,0.7600000000000001,False,3.4507200000000013,0,3.4507200000000013,1,128898,600,True,1,1,0.22715605096891522
implementation_pilot_v3_human-humanitarian-thermohitl_v4_rule-telemetry_integrity-private_fragmented-e24003-o124003-rnone,humanitarian,telemetry_integrity,private_fragmented,thermohitl_v4_rule,24003,124003,,complete,1,0,0,1,2,1,True,,3.4507200000000013,1,7,,0,0,0,0.0,1,1,1,0.0,0.34,0,1.0382399999999996,0.0,False,False,1,8.0,1,0.7600000000000001,False,3.4507200000000013,0,3.4507200000000013,1,128898,600,True,1,1,0.23159129201667383
implementation_pilot_v3_human-humanitarian-thermohitl_v4_rule-telemetry_integrity-private_fragmented-e24004-o124004-rnone,humanitarian,telemetry_integrity,private_fragmented,thermohitl_v4_rule,24004,124004,,complete,1,0,0,0,2,0,True,,3.4507200000000013,1,7,,0,0,0,0.0,1,1,1,0.0,0.34,0,0.0,0.0,False,False,1,8.0,1,0.7600000000000001,False,3.4507200000000013,0,3.4507200000000013,1,128898,600,True,1,1,0.23242736601969227
implementation_pilot_v3_human-humanitarian-thermohitl_v4_rule-telemetry_integrity-private_fragmented-e24005-o124005-rnone,humanitarian,telemetry_integrity,private_fragmented,thermohitl_v4_rule,24005,124005,,complete,1,0,0,0,1,0,True,,7.257600000000002,1,7,,0,0,0,0.0,1,1,0,0.0,0.34,0,0.0,0.0,False,False,1,8.0,1,0.7600000000000001,False,7.257600000000002,0,7.257600000000002,1,128346,600,True,1,1,0.2382902090321295
implementation_pilot_v3_human-humanitarian-autonomy_no_operator-partition-private_fragmented-e24001-o124001-rnone,humanitarian,partition,private_fragmented,autonomy_no_operator,24001,124001,,complete,1,0,0,0,0,0,True,,7.257600000000002,1,,,0,0,0,0.0,1,1,0,0.0,0.0,0,0.0,0.0,True,False,0,0.0,0,0.0,False,7.257600000000002,0,7.257600000000002,1,98250,460,False,1,1,0.15746595803648233
implementation_pilot_v3_human-humanitarian-autonomy_no_operator-partition-private_fragmented-e24002-o124002-rnone,humanitarian,partition,private_fragmented,autonomy_no_operator,24002,124002,,complete,1,0,0,0,0,0,True,,3.4507200000000013,1,,,0,0,0,0.0,1,1,1,0.0,0.0,0,0.0,0.0,True,False,0,0.0,0,0.0,False,3.4507200000000013,0,3.4507200000000013,1,98448,460,False,1,1,0.1699331360287033
implementation_pilot_v3_human-humanitarian-autonomy_no_operator-partition-private_fragmented-e24003-o124003-rnone,humanitarian,partition,private_fragmented,autonomy_no_operator,24003,124003,,complete,1,0,0,0,0,0,True,,7.257600000000002,1,,,0,0,0,0.0,1,1,0,0.0,0.0,0,0.0,0.0,True,False,0,0.0,0,0.0,False,7.257600000000002,0,7.257600000000002,1,98250,460,False,1,1,0.15640704304678366
implementation_pilot_v3_human-humanitarian-autonomy_no_operator-partition-private_fragmented-e24004-o124004-rnone,humanitarian,partition,private_fragmented,autonomy_no_operator,24004,124004,,complete,1,0,0,0,0,0,True,,3.4507200000000013,1,,,0,0,0,0.0,1,1,1,0.0,0.0,0,0.0,0.0,True,False,0,0.0,0,0.0,False,3.4507200000000013,0,3.4507200000000013,1,98448,460,False,1,1,0.1619717050343752
implementation_pilot_v3_human-humanitarian-autonomy_no_operator-partition-private_fragmented-e24005-o124005-rnone,humanitarian,partition,private_fragmented,autonomy_no_operator,24005,124005,,complete,1,0,0,0,0,0,True,,7.257600000000002,1,,,0,0,0,0.0,1,1,0,0.0,0.0,0,0.0,0.0,True,False,0,0.0,0,0.0,False,7.257600000000002,0,7.257600000000002,1,98250,460,False,1,1,0.15946526697371155
implementation_pilot_v3_human-humanitarian-thermohitl_v4_rule-partition-private_fragmented-e24001-o124001-rnone,humanitarian,partition,private_fragmented,thermohitl_v4_rule,24001,124001,,complete,1,0,0,1,2,1,True,,3.4507200000000013,1,7,,0,0,0,0.0,1,1,1,0.0,0.34,0,1.0382399999999996,0.0,False,False,1,8.0,1,0.7600000000000001,False,3.4507200000000013,0,3.4507200000000013,1,98643,460,True,1,1,0.2236750170122832
implementation_pilot_v3_human-humanitarian-thermohitl_v4_rule-partition-private_fragmented-e24002-o124002-rnone,humanitarian,partition,private_fragmented,thermohitl_v4_rule,24002,124002,,complete,1,0,0,0,2,0,True,,3.4507200000000013,1,7,,0,0,0,0.0,1,1,1,0.0,0.34,0,0.0,0.0,False,False,1,8.0,1,0.7600000000000001,False,3.4507200000000013,0,3.4507200000000013,1,98643,460,True,1,1,0.22396867902716622
implementation_pilot_v3_human-humanitarian-thermohitl_v4_rule-partition-private_fragmented-e24003-o124003-rnone,humanitarian,partition,private_fragmented,thermohitl_v4_rule,24003,124003,,complete,1,0,0,1,2,1,True,,3.4507200000000013,1,7,,0,0,0,0.0,1,1,1,0.0,0.34,0,1.0382399999999996,0.0,False,False,1,8.0,1,0.7600000000000001,False,3.4507200000000013,0,3.4507200000000013,1,98643,460,True,1,1,0.2238860530196689
implementation_pilot_v3_human-humanitarian-thermohitl_v4_rule-partition-private_fragmented-e24004-o124004-rnone,humanitarian,partition,private_fragmented,thermohitl_v4_rule,24004,124004,,complete,1,0,0,0,2,0,True,,3.4507200000000013,1,7,,0,0,0,0.0,1,1,1,0.0,0.34,0,0.0,0.0,False,False,1,8.0,1,0.7600000000000001,False,3.4507200000000013,0,3.4507200000000013,1,98643,460,True,1,1,0.22423825704026967
implementation_pilot_v3_human-humanitarian-thermohitl_v4_rule-partition-private_fragmented-e24005-o124005-rnone,humanitarian,partition,private_fragmented,thermohitl_v4_rule,24005,124005,,complete,1,0,0,0,1,0,True,,7.257600000000002,1,7,,0,0,0,0.0,1,1,0,0.0,0.34,0,0.0,0.0,False,False,1,8.0,1,0.7600000000000001,False,7.257600000000002,0,7.257600000000002,1,98250,460,True,1,1,0.22993781697005033
implementation_pilot_v3_human-humanitarian-autonomy_no_operator-compound-private_fragmented-e24001-o124001-rnone,humanitarian,compound,private_fragmented,autonomy_no_operator,24001,124001,,complete,3,0,0,0,0,0,True,,17.100048,3,,,0,0,0,0.0,3,3,1,0.0,0.0,0,0.0,0.0,True,False,0,0.0,0,0.0,False,17.100048,0,17.100048,3,98454,460,False,3,3,0.1623978809802793
implementation_pilot_v3_human-humanitarian-autonomy_no_operator-compound-private_fragmented-e24002-o124002-rnone,humanitarian,compound,private_fragmented,autonomy_no_operator,24002,124002,,complete,3,0,0,0,0,0,True,,14.406579200000003,3,,,0,0,0,0.0,3,3,2,0.0,0.0,0,0.0,0.0,True,False,0,0.0,0,0.0,False,14.406579200000003,0,14.406579200000003,3,98191,460,False,3,3,0.15870386303868145
implementation_pilot_v3_human-humanitarian-autonomy_no_operator-compound-private_fragmented-e24003-o124003-rnone,humanitarian,compound,private_fragmented,autonomy_no_operator,24003,124003,,complete,3,0,0,0,0,0,True,,19.9171392,3,,,0,0,0,0.0,3,3,0,0.0,0.0,0,0.0,0.0,True,False,0,0.0,0,0.0,False,19.9171392,0,19.9171392,3,98364,460,False,3,3,0.17613730899756774
implementation_pilot_v3_human-humanitarian-autonomy_no_operator-compound-private_fragmented-e24004-o124004-rnone,humanitarian,compound,private_fragmented,autonomy_no_operator,24004,124004,,complete,3,0,0,0,0,0,True,,14.406579200000003,3,,,0,0,0,0.0,3,3,2,0.0,0.0,0,0.0,0.0,True,False,0,0.0,0,0.0,False,14.406579200000003,0,14.406579200000003,3,98191,460,False,3,3,0.16689240699633956
implementation_pilot_v3_human-humanitarian-autonomy_no_operator-compound-private_fragmented-e24005-o124005-rnone,humanitarian,compound,private_fragmented,autonomy_no_operator,24005,124005,,complete,3,0,0,0,0,0,True,,19.9171392,3,,,0,0,0,0.0,3,3,0,0.0,0.0,0,0.0,0.0,True,False,0,0.0,0,0.0,False,19.9171392,0,19.9171392,3,98364,460,False,3,3,0.15667501802090555
implementation_pilot_v3_human-humanitarian-thermohitl_v4_rule-compound-private_fragmented-e24001-o124001-rnone,humanitarian,compound,private_fragmented,thermohitl_v4_rule,24001,124001,,complete,3,0,0,1,4,1,True,,11.589488000000003,3,7,,0,0,0,0.0,3,3,3,0.0,0.48000000000000004,2,0.5191199999999996,1.0,False,False,2,16.0,3,1.98,False,11.589488000000003,0,11.589488000000003,3,98531,460,True,3,3,0.3028141919639893
implementation_pilot_v3_human-humanitarian-thermohitl_v4_rule-compound-private_fragmented-e24002-o124002-rnone,humanitarian,compound,private_fragmented,thermohitl_v4_rule,24002,124002,,complete,3,0,0,0,4,0,True,,14.406579200000003,3,7,,0,0,0,0.0,3,3,2,0.0,0.38,2,0.0,1.6666666666666667,False,False,2,16.0,3,1.6400000000000001,False,14.406579200000003,0,14.406579200000003,3,98353,460,True,3,3,0.3906988149974495
implementation_pilot_v3_human-humanitarian-thermohitl_v4_rule-compound-private_fragmented-e24003-o124003-rnone,humanitarian,compound,private_fragmented,thermohitl_v4_rule,24003,124003,,complete,3,0,0,1,4,1,True,,14.406579200000003,3,7,,0,0,0,0.0,3,3,2,0.0,0.38,2,0.3460799999999997,1.6666666666666667,False,False,2,16.0,3,1.6400000000000001,False,14.406579200000003,0,14.406579200000003,3,98353,460,True,3,3,0.39772451895987615
implementation_pilot_v3_human-humanitarian-thermohitl_v4_rule-compound-private_fragmented-e24004-o124004-rnone,humanitarian,compound,private_fragmented,thermohitl_v4_rule,24004,124004,,complete,3,0,0,1,4,1,True,,12.101686400000002,4,7,,0,0,0,0.0,4,4,3,0.0,0.48000000000000004,2,0.3841488000000002,1.0,False,False,2,16.0,3,1.98,False,12.101686400000002,0,12.101686400000002,4,98501,460,True,4,4,0.3184295360115357
implementation_pilot_v3_human-humanitarian-thermohitl_v4_rule-compound-private_fragmented-e24005-o124005-rnone,humanitarian,compound,private_fragmented,thermohitl_v4_rule,24005,124005,,complete,3,0,0,1,3,1,True,,17.6122464,4,7,,0,0,0,0.0,4,4,1,0.0,0.48000000000000004,2,0.3841488000000002,1.0,False,False,2,16.0,3,1.98,False,17.6122464,0,17.6122464,4,98512,460,True,4,4,0.3120160860125907
implementation_pilot_v3_human-utility_restoration-autonomy_no_operator-telemetry_integrity-private_fragmented-e24001-o124001-rnone,utility_restoration,telemetry_integrity,private_fragmented,autonomy_no_operator,24001,124001,,complete,1,0,0,0,0,0,True,5.2635200000000015,,1,,,0,0,0,0.0,1,1,1,0.0,0.0,0,0.0,0.0,True,False,0,0.0,0,0.0,False,5.2635200000000015,0,5.2635200000000015,1,135810,600,False,1,1,0.16896640899358317
implementation_pilot_v3_human-utility_restoration-autonomy_no_operator-telemetry_integrity-private_fragmented-e24002-o124002-rnone,utility_restoration,telemetry_integrity,private_fragmented,autonomy_no_operator,24002,124002,,complete,1,0,0,0,0,0,True,5.2635200000000015,,1,,,0,0,0,0.0,1,1,1,0.0,0.0,0,0.0,0.0,True,False,0,0.0,0,0.0,False,5.2635200000000015,0,5.2635200000000015,1,135810,600,False,1,1,0.17256815097061917
